osmid,oneway,lanes,name,highway,reversed,length,tunnel,geometry
543777903,True,2,友谊大街,secondary,False,278.52,,"LINESTRING (120.4384005 41.5793062, 120.4375223 41.5768891)"
1077023895,False,,竹林路,tertiary,False,10.358,,"LINESTRING (120.4384005 41.5793062, 120.4385171 41.5792735)"
"[1077023896, 228698030, 1077023895]",False,,竹林路,tertiary,True,281.922,yes,"LINESTRING (120.4384005 41.5793062, 120.4381371 41.5794497, 120.4366267 41.5797849, 120.4364031 41.5798109, 120.4360191 41.5798125, 120.4351593 41.5796803)"
228698023,False,,柳城路,tertiary,True,9.676,,"LINESTRING (120.4357652 41.5717201, 120.4356526 41.5717419)"
543777905,True,2,友谊大街,secondary,False,185.672,,"LINESTRING (120.4357652 41.5717201, 120.4363542 41.5733307)"
228698042,False,,光明街,tertiary,True,287.861,,"LINESTRING (120.4423679 41.578504, 120.4415602 41.5759867)"
1077023895,False,,竹林路,tertiary,True,143.377,,"LINESTRING (120.4423679 41.578504, 120.4407083 41.5788524)"
228696362,True,2,新华路,secondary,False,150.847,,"LINESTRING (120.4415602 41.5759867, 120.4398279 41.576388)"
228698042,False,,光明街,tertiary,False,287.861,,"LINESTRING (120.4415602 41.5759867, 120.4423679 41.578504)"
228698042,False,,光明街,tertiary,True,9.387,,"LINESTRING (120.4415602 41.5759867, 120.4415303 41.5759053)"
228698023,False,,柳城路,tertiary,False,9.676,,"LINESTRING (120.4356526 41.5717419, 120.4357652 41.5717201)"
437959266,True,2,新华路,secondary,False,339.753,,"LINESTRING (120.4375962 41.5767267, 120.4415303 41.5759053)"
543777905,True,2,友谊大街,secondary,False,15.621,,"LINESTRING (120.4375962 41.5767267, 120.4376417 41.576863)"
437959266,True,2,新华路,secondary,False,9.68,,"LINESTRING (120.4374851 41.5767526, 120.4375962 41.5767267)"
543777904,True,2,友谊大街,secondary,False,144.84,,"LINESTRING (120.4374851 41.5767526, 120.4370256 41.5754962)"
543777904,True,2,友谊大街,secondary,False,15.49,,"LINESTRING (120.4375223 41.5768891, 120.4374851 41.5767526)"
"[1077023896, 228698030, 1077023895]",False,,竹林路,tertiary,False,281.922,yes,"LINESTRING (120.4351593 41.5796803, 120.4360191 41.5798125, 120.4364031 41.5798109, 120.4366267 41.5797849, 120.4381371 41.5794497, 120.4384005 41.5793062)"
543777894,False,,,residential,True,283.646,,"LINESTRING (120.4407083 41.5788524, 120.4398279 41.576388)"
1077023895,False,,竹林路,tertiary,False,143.377,,"LINESTRING (120.4407083 41.5788524, 120.4423679 41.578504)"
1077023895,False,,竹林路,tertiary,True,188.179,,"LINESTRING (120.4407083 41.5788524, 120.4385171 41.5792735)"
228696362,True,2,新华路,secondary,False,189.367,,"LINESTRING (120.4398279 41.576388, 120.4376417 41.576863)"
543777894,False,,,residential,False,283.646,,"LINESTRING (120.4398279 41.576388, 120.4407083 41.5788524)"
543777904,True,2,友谊大街,secondary,False,247.037,,"LINESTRING (120.4370256 41.5754962, 120.4362419 41.5733533)"
556336189,False,,,residential,False,9.675,,"LINESTRING (120.4370256 41.5754962, 120.4371381 41.5754741)"
228698042,False,,光明街,tertiary,False,139.139,,"LINESTRING (120.4410867 41.5746988, 120.4415303 41.5759053)"
228698042,False,,光明街,tertiary,True,152.875,,"LINESTRING (120.4410867 41.5746988, 120.4405993 41.5733732)"
556336189,False,,,residential,False,117.75,,"LINESTRING (120.4410867 41.5746988, 120.4424513 41.5744173)"
556336189,False,,,residential,True,339.584,,"LINESTRING (120.4410867 41.5746988, 120.4371381 41.5754741)"
228698042,False,,光明街,tertiary,False,152.875,,"LINESTRING (120.4405993 41.5733732, 120.4410867 41.5746988)"
228698042,False,,光明街,tertiary,True,96.283,,"LINESTRING (120.4405993 41.5733732, 120.4402924 41.5725383)"
556336136,False,,,residential,False,119.481,,"LINESTRING (120.4405993 41.5733732, 120.4419871 41.5730963)"
1077023895,False,,竹林路,tertiary,False,188.179,,"LINESTRING (120.4385171 41.5792735, 120.4407083 41.5788524)"
1077023895,False,,竹林路,tertiary,True,10.358,,"LINESTRING (120.4385171 41.5792735, 120.4384005 41.5793062)"
228696362,True,2,新华路,secondary,False,10.347,,"LINESTRING (120.4376417 41.576863, 120.4375223 41.5768891)"
556336213,True,2,友谊大街,secondary,False,277.75,,"LINESTRING (120.4376417 41.576863, 120.4385171 41.5792735)"
543777905,True,2,友谊大街,secondary,False,144.402,,"LINESTRING (120.4371381 41.5754741, 120.4375962 41.5767267)"
556336189,False,,,residential,False,339.584,,"LINESTRING (120.4371381 41.5754741, 120.4410867 41.5746988)"
556336189,False,,,residential,True,9.675,,"LINESTRING (120.4371381 41.5754741, 120.4370256 41.5754962)"
556336136,False,,,residential,True,119.481,,"LINESTRING (120.4419871 41.5730963, 120.4405993 41.5733732)"
1147421357,False,,,residential,False,151.879,,"LINESTRING (120.4419871 41.5730963, 120.4424513 41.5744173)"
1147421357,False,,,residential,True,96.534,,"LINESTRING (120.4419871 41.5730963, 120.441681 41.5722589)"
556336189,False,,,residential,True,117.75,,"LINESTRING (120.4424513 41.5744173, 120.4410867 41.5746988)"
1147421357,False,,,residential,True,151.879,,"LINESTRING (120.4424513 41.5744173, 120.4419871 41.5730963)"
543777904,True,2,友谊大街,secondary,False,185.765,,"LINESTRING (120.4362419 41.5733533, 120.4356526 41.5717419)"
1147421358,False,,,residential,False,9.674,,"LINESTRING (120.4362419 41.5733533, 120.4363542 41.5733307)"
543777905,True,2,友谊大街,secondary,False,247.095,,"LINESTRING (120.4363542 41.5733307, 120.4371381 41.5754741)"
1147421358,False,,,residential,False,339.247,,"LINESTRING (120.4363542 41.5733307, 120.4402924 41.5725383)"
1147421358,False,,,residential,True,9.674,,"LINESTRING (120.4363542 41.5733307, 120.4362419 41.5733533)"
228698042,False,,光明街,tertiary,False,96.283,,"LINESTRING (120.4402924 41.5725383, 120.4405993 41.5733732)"
1147421358,False,,,residential,False,119.618,,"LINESTRING (120.4402924 41.5725383, 120.441681 41.5722589)"
1147421358,False,,,residential,True,339.247,,"LINESTRING (120.4402924 41.5725383, 120.4363542 41.5733307)"
1147421357,False,,,residential,False,96.534,,"LINESTRING (120.441681 41.5722589, 120.4419871 41.5730963)"
1147421358,False,,,residential,True,119.618,,"LINESTRING (120.441681 41.5722589, 120.4402924 41.5725383)"
228698042,False,,光明街,tertiary,False,9.387,,"LINESTRING (120.4415303 41.5759053, 120.4415602 41.5759867)"
228698042,False,,光明街,tertiary,True,139.139,,"LINESTRING (120.4415303 41.5759053, 120.4410867 41.5746988)"
