osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes
148377679,馨泓路,tertiary,False,False,16.343,"LINESTRING (120.5790101 31.2990642, 120.5790352 31.2989188)",,
148377679,馨泓路,tertiary,False,True,496.847,"LINESTRING (120.5790101 31.2990642, 120.5789833 31.2992236, 120.5788302 31.3001345, 120.5785118 31.3024928, 120.5784076 31.3035019)",,
"[328552286, 148377687]",三香路,secondary,True,False,35.494,"LINESTRING (120.5790101 31.2990642, 120.5789145 31.2990526, 120.5788692 31.2990471, 120.5786402 31.2990195)",yes,
526782533,银泰路,unclassified,False,True,155.084,"LINESTRING (120.5824699 31.2994825, 120.5822997 31.3008696)",,2
328552286,三香路,secondary,True,False,331.998,"LINESTRING (120.5824699 31.2994825, 120.5790807 31.2990727, 120.5790101 31.2990642)",,
148377680,馨泓路,tertiary,False,False,13.479,"LINESTRING (120.5781553 31.3043207, 120.5781754 31.3042007)",,
"[621516600, 829635913, 829635914]",干将西路,primary,True,False,210.268,"LINESTRING (120.5781553 31.3043207, 120.5781215 31.304318, 120.5777594 31.3042699, 120.5759651 31.3040493)",yes,
148377679,馨泓路,tertiary,False,False,13.487,"LINESTRING (120.5783145 31.30434, 120.5783335 31.3042198)",,
621516600,干将西路,primary,True,False,15.277,"LINESTRING (120.5783145 31.30434, 120.5781553 31.3043207)",,
526782533,银泰路,unclassified,False,False,13.488,"LINESTRING (120.5818193 31.3047557, 120.5818375 31.3046354)",,2
621516600,干将西路,primary,True,False,197.54,"LINESTRING (120.5818193 31.3047557, 120.581337 31.3046982, 120.5797619 31.3044991)",,
621516628,三香路,secondary_link,True,False,142.87,"LINESTRING (120.5843829 31.2995629, 120.5858734 31.2997328)",,
831642063,三香路,secondary,True,False,63.579,"LINESTRING (120.5843638 31.2997328, 120.5837025 31.2996454)",,
621516600,干将西路,primary,True,False,138.647,"LINESTRING (120.5797619 31.3044991, 120.5792063 31.304438, 120.5790876 31.304425, 120.5783145 31.30434)",,
442387808,,residential,False,False,102.019,"LINESTRING (120.5777148 31.2989076, 120.5775762 31.2998174)",,
"[44660561, 621120535]",三香路,secondary,True,False,145.735,"LINESTRING (120.5777148 31.2989076, 120.5775264 31.2988848, 120.5769046 31.2988096, 120.5761961 31.2987239)",,
442387808,,residential,False,True,102.019,"LINESTRING (120.5775762 31.2998174, 120.5777148 31.2989076)",,
"[833401968, 621516600, 833401967]",干将西路,primary,True,False,221.34199999999998,"LINESTRING (120.5841328 31.3049903, 120.5831626 31.3048914, 120.5820671 31.3047798, 120.5819236 31.3047672, 120.5818193 31.3047557)",yes,
526782561,,unclassified,False,True,161.704,"LINESTRING (120.5767879 31.2978417, 120.5784716 31.2980538)",,
526782564,,unclassified,False,True,88.743,"LINESTRING (120.5767879 31.2978417, 120.5766436 31.2986302)",,
526782561,,unclassified,False,False,161.704,"LINESTRING (120.5784716 31.2980538, 120.5767879 31.2978417)",,
526782563,,unclassified,False,True,88.056,"LINESTRING (120.5784716 31.2980538, 120.5783338 31.2988369)",,
526782563,,unclassified,False,False,88.056,"LINESTRING (120.5783338 31.2988369, 120.5784716 31.2980538)",,
"[858348256, 148377686]",三香路,secondary,True,False,31.285,"LINESTRING (120.5783338 31.2988369, 120.5785645 31.298866, 120.5786598 31.2988764)",yes,
526782564,,unclassified,False,False,88.743,"LINESTRING (120.5766436 31.2986302, 120.5767879 31.2978417)",,
858348256,三香路,secondary,True,False,162.228,"LINESTRING (120.5766436 31.2986302, 120.5767699 31.2986456, 120.5783338 31.2988369)",,
148377680,馨泓路,tertiary,False,True,13.479,"LINESTRING (120.5781754 31.3042007, 120.5781553 31.3043207)",,
792512021,干将西路,primary,True,False,15.17,"LINESTRING (120.5781754 31.3042007, 120.5783335 31.3042198)",,
148377679,馨泓路,tertiary,False,False,80.137,"LINESTRING (120.5783335 31.3042198, 120.5784076 31.3035019)",,
148377679,馨泓路,tertiary,False,True,13.487,"LINESTRING (120.5783335 31.3042198, 120.5783145 31.30434)",,
792512021,干将西路,primary,True,False,336.11,"LINESTRING (120.5783335 31.3042198, 120.5797814 31.304379, 120.5813572 31.3045782, 120.5818375 31.3046354)",,
526782533,银泰路,unclassified,False,True,13.488,"LINESTRING (120.5818375 31.3046354, 120.5818193 31.3047557)",,2
526782533,银泰路,unclassified,False,False,80.198,"LINESTRING (120.5818375 31.3046354, 120.5818536 31.3045045, 120.5819255 31.3039181)",,2
"[832535219, 832535220, 792512021]",干将西路,primary,True,False,224.517,"LINESTRING (120.5818375 31.3046354, 120.5819383 31.3046446, 120.5820751 31.3046572, 120.5831488 31.3047673, 120.5841491 31.3048699, 120.5841842 31.3048732)",yes,
570171536,,residential,False,True,120.486,"LINESTRING (120.5837025 31.2996454, 120.5835611 31.3007222)",,
"[831642062, 831642063]",三香路,secondary,True,False,76.232,"LINESTRING (120.5837025 31.2996454, 120.582971 31.2995557, 120.5829084 31.2995474)",yes,
