osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,access
29804046,Street 153,tertiary,False,True,217.80100000000004,"LINESTRING (103.2019085 13.1054874, 103.2021698 13.1059555, 103.2023056 13.1061211, 103.2024368 13.1061991, 103.2027672 13.1062892, 103.2030814 13.1062793, 103.2035012 13.1061673)",,,
345515407,Street 159D,tertiary,False,False,283.46900000000005,"LINESTRING (103.2019085 13.1054874, 103.2017653 13.1052406, 103.2016304 13.1049588, 103.2014333 13.1044974, 103.2013399 13.1042458, 103.2012284 13.1039008, 103.2010117 13.1031023)",,,
"[72569206, 987220862, 1157796815]",NH Number 5,primary,False,"[False, True]",155.78,"LINESTRING (103.2019085 13.1054874, 103.2018033 13.1055416, 103.2007048 13.1060324, 103.2006026 13.1060742)",yes,2,
48681390,Street 121,tertiary,False,False,60.203,"LINESTRING (103.195214 13.0995377, 103.195761 13.0994413)",,,
48681391,Street 106,residential,False,False,151.097,"LINESTRING (103.195214 13.0995377, 103.1954586 13.1008755)",,,
48681391,Street 106,residential,False,False,94.967,"LINESTRING (103.1957676 13.1025938, 103.1959186 13.1034351)",,,
804327246,Street 115,tertiary,False,False,64.965,"LINESTRING (103.1957676 13.1025938, 103.1963576 13.1024883)",,,
804327246,Street 115,tertiary,False,True,40.016,"LINESTRING (103.1957676 13.1025938, 103.195404 13.1026578)",,,
48681391,Street 106,residential,False,True,99.386,"LINESTRING (103.1957676 13.1025938, 103.1956962 13.1021999, 103.1956595 13.1019973, 103.1956081 13.1017136)",,,
72568816,Street 109,residential,False,False,66.44,"LINESTRING (103.1978378 13.1038661, 103.1972328 13.1039651)",,,
72568816,Street 109,residential,False,True,64.615,"LINESTRING (103.1978378 13.1038661, 103.1984262 13.1037699)",,,
804327241,Street 3,tertiary,False,False,84.616,"LINESTRING (103.1978378 13.1038661, 103.1976904 13.1031188)",,,
804327241,Street 3,tertiary,False,True,129.396,"LINESTRING (103.1978378 13.1038661, 103.1980544 13.1050105)",,,
72568816,Street 109,residential,False,False,54.764,"LINESTRING (103.1998605 13.1035354, 103.1993618 13.1036169)",,,
800269599,Street 1,tertiary,False,True,85.395,"LINESTRING (103.1998605 13.1035354, 103.2000175 13.104288)",,,
"[800269601, 800269602, 800269603, 800269604, 800269599]",Street 1,tertiary,False,False,149.969,"LINESTRING (103.1998605 13.1035354, 103.199845 13.103449, 103.1997811 13.1030846, 103.1997064 13.1026582, 103.1996397 13.1022779, 103.1996271 13.102206)",,,
48681403,Street 113,tertiary,True,False,61.429,"LINESTRING (103.1987483 13.1023551, 103.1981895 13.1024499)",,,
72549216,Street 2,residential,False,True,40.549,"LINESTRING (103.1987483 13.1023551, 103.1988129 13.1027143)",,,
48681404,Street 113,tertiary,True,False,96.722,"LINESTRING (103.1986512 13.1018129, 103.1995308 13.1016623)",,,
48681406,Street 2,residential,False,False,42.586,"LINESTRING (103.1986512 13.1018129, 103.1985843 13.1014355)",,,
48681403,Street 113,tertiary,True,False,96.608,"LINESTRING (103.1996271 13.102206, 103.1987483 13.1023551)",,,
800269603,Street 1,tertiary,False,False,61.354,"LINESTRING (103.1996271 13.102206, 103.199557 13.1018285, 103.1995308 13.1016623)",,,
"[800269601, 800269602, 800269603, 800269604, 800269599]",Street 1,tertiary,False,True,149.969,"LINESTRING (103.1996271 13.102206, 103.1996397 13.1022779, 103.1997064 13.1026582, 103.1997811 13.1030846, 103.199845 13.103449, 103.1998605 13.1035354)",,,
800269603,Street 1,tertiary,False,False,163.49,"LINESTRING (103.1995308 13.1016623, 103.1994121 13.1009922, 103.1992742 13.1002134)",,,
800269603,Street 1,tertiary,False,True,61.354,"LINESTRING (103.1995308 13.1016623, 103.199557 13.1018285, 103.1996271 13.102206)",,,
48681401,Street 123,residential,False,True,88.294,"LINESTRING (103.1967319 13.0975598, 103.1959285 13.0976947)",,,
804327241,Street 3,tertiary,False,True,187.54,"LINESTRING (103.1967319 13.0975598, 103.1970265 13.0992218)",,,
804327241,Street 3,tertiary,False,False,30.673,"LINESTRING (103.1975946 13.1025508, 103.1975487 13.1022786)",,,
804327241,Street 3,tertiary,False,True,64.005,"LINESTRING (103.1975946 13.1025508, 103.1976904 13.1031188)",,,
48681404,Street 113,tertiary,True,False,63.952,"LINESTRING (103.1975031 13.1020083, 103.1980849 13.1019099)",,,
804327241,Street 3,tertiary,False,True,30.459,"LINESTRING (103.1975031 13.1020083, 103.1975487 13.1022786)",,,
53788876,Street 102,residential,False,True,74.99300000000001,"LINESTRING (103.1975031 13.1020083, 103.1973714 13.1018834, 103.1972374 13.1016869, 103.1970916 13.1014697)",,,
804327241,Street 3,tertiary,False,False,66.482,"LINESTRING (103.1975031 13.1020083, 103.1974355 13.1016073, 103.1974019 13.1014186)",,,
48681404,Street 113,tertiary,True,False,62.272,"LINESTRING (103.1980849 13.1019099, 103.1986512 13.1018129)",,,
