osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,junction,maxspeed,width,tunnel
157811168,Boulevard de la Libération,secondary,False,True,12.577,,"LINESTRING (4.2426789 45.4988611, 4.2425209 45.4988381)",,,,,
157811227,Route de Chambles,secondary,False,False,6.592,D 108,"LINESTRING (4.2426789 45.4988611, 4.2426989 45.4988035)",,,,,
"[1104173937, 1104173938]",Avenue des Barques,secondary,False,False,135.10399999999998,,"LINESTRING (4.2426789 45.4988611, 4.2428301 45.4988862, 4.2433828 45.498978, 4.2436129 45.4990693, 4.2439007 45.4992497, 4.2441228 45.4994479)",,,,,
151684530,Chemin de la Croix Blanche,unclassified,False,True,24.068,,"LINESTRING (4.2441228 45.4994479, 4.2443531 45.4993037)",,,,,
1104173938,Avenue des Barques,secondary,False,False,19.035,,"LINESTRING (4.2441228 45.4994479, 4.2443124 45.4995558)",,,,,
"[1104173937, 1104173938]",Avenue des Barques,secondary,False,True,135.10399999999998,,"LINESTRING (4.2441228 45.4994479, 4.2439007 45.4992497, 4.2436129 45.4990693, 4.2433828 45.498978, 4.2428301 45.4988862, 4.2426789 45.4988611)",,,,,
29704067,Route de Saint-Marcellin,tertiary,False,False,51.132,D 102,"LINESTRING (4.2376871 45.4994998, 4.2371186 45.4992703)",,,,,
158011109,Impasse du Clos des Pères,residential,False,False,74.585,,"LINESTRING (4.2376871 45.4994998, 4.2378685 45.4988412)",,,,,
29704067,Route de Saint-Marcellin,tertiary,False,True,142.578,D 102,"LINESTRING (4.2376871 45.4994998, 4.2377277 45.4995092, 4.2381079 45.499598, 4.2391271 45.4997497, 4.2394594 45.4998119)",,,,,
29704067,Route de Saint-Marcellin,tertiary,False,False,142.578,D 102,"LINESTRING (4.2394594 45.4998119, 4.2391271 45.4997497, 4.2381079 45.499598, 4.2377277 45.4995092, 4.2376871 45.4994998)",,,,,
157687825,Route de Saint-Marcellin,secondary,False,False,61.845,,"LINESTRING (4.2394594 45.4998119, 4.2395946 45.4998312, 4.2400805 45.4999252, 4.2402319 45.499922)",,,,,
157686077,Route de Grenet,unclassified,False,False,162.974,,"LINESTRING (4.2396632 45.5036247, 4.2391202 45.5035586, 4.238337 45.5036865, 4.2377048 45.5039505)",,,,,
157687113,Route de Saint-Côme,secondary,False,True,188.166,D 108,"LINESTRING (4.2396632 45.5036247, 4.2398058 45.5033109, 4.2398627 45.5032365, 4.2402 45.5028097, 4.2402783 45.5027125, 4.2407554 45.5021216)",2,,,,
151684904,Chemin du Calvaire,unclassified,False,False,252.90800000000002,,"LINESTRING (4.24822 45.496549, 4.2481422 45.4967196, 4.2478023 45.4971371, 4.247713 45.4973344, 4.2475541 45.4976779, 4.2474349 45.4978234, 4.2472912 45.4979552, 4.2465586 45.4984497)",,,,,
151684530,Chemin de la Croix Blanche,unclassified,False,False,128.396,,"LINESTRING (4.2465586 45.4984497, 4.2459699 45.4985414, 4.2457142 45.4986167, 4.2453209 45.4987849, 4.2450666 45.4989045)",,,,,
151684904,Chemin du Calvaire,unclassified,False,True,252.908,,"LINESTRING (4.2465586 45.4984497, 4.2472912 45.4979552, 4.2474349 45.4978234, 4.2475541 45.4976779, 4.247713 45.4973344, 4.2478023 45.4971371, 4.2481422 45.4967196, 4.24822 45.496549)",,,,,
151687078,Chemin de l'Étang,residential,True,False,135.701,,"LINESTRING (4.2379159 45.4971336, 4.2386814 45.4982297)",,,,,
151687164,Chemin de l'Étang,unclassified,False,False,191.714,,"LINESTRING (4.2379159 45.4971336, 4.2376074 45.4966101, 4.2371461 45.4960836, 4.2368524 45.4957537, 4.2367568 45.4956184)",,,,,
151687078,Chemin de l'Étang,residential,True,False,45.241,,"LINESTRING (4.2390867 45.4987251, 4.2392187 45.4991213)",,,,,
157687252,Rue Baptiste Marcet,residential,True,False,80.223,,"LINESTRING (4.2390867 45.4987251, 4.2400812 45.4989111)",,,,,
157811227,Route de Chambles,secondary,False,False,90.66,D 108,"LINESTRING (4.2433295 45.497857, 4.2439177 45.4971536)",,,,,
151687102,Rue Jacques Prévert,residential,True,False,292.03599999999994,,"LINESTRING (4.2433295 45.497857, 4.2429595 45.4976919, 4.2426178 45.4975464, 4.2422125 45.4974738, 4.2417756 45.4973941, 4.2414862 45.4973533, 4.2413648 45.4973363, 4.2410592 45.4972935, 4.2409324 45.4972639, 4.2408406 45.4972425, 4.2403739 45.4971843, 4.240105 45.4971526, 4.2399773 45.497138, 4.2398884 45.4971278, 4.2397783 45.4971157)",,,,,
157811227,Route de Chambles,secondary,False,True,116.26700000000001,D 108,"LINESTRING (4.2433295 45.497857, 4.242715 45.4987569, 4.2426989 45.4988035)",,,,,
151687227,Chemin des Unchats,unclassified,False,True,61.775,,"LINESTRING (4.244308 45.4962414, 4.2442606 45.496232, 4.2442186 45.4962236, 4.2435458 45.4960891)",,,,,
157811227,Route de Chambles,secondary,False,True,105.89600000000002,D 108,"LINESTRING (4.244308 45.4962414, 4.2440477 45.4968497, 4.2439177 45.4971536)",,,,,
