osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,tunnel,bridge,access
4431930,2,D 104,Rue des Bas Rogers,tertiary,50,False,False,119.09,"LINESTRING (2.2354633 48.8797168, 2.2352987 48.8797241, 2.2352744 48.8797253, 2.2345857 48.879758, 2.2345444 48.8797594, 2.2345028 48.8797613, 2.2343872 48.8797658, 2.2338383 48.8797872)",,,,
4431930,2,D 104,Rue des Bas Rogers,tertiary,50,False,True,35.859,"LINESTRING (2.2333495 48.8798129, 2.2334575 48.8798084, 2.2334891 48.8798066, 2.2335258 48.8798046, 2.2338383 48.8797872)",,,,
5105992,1,,Rue Paul Bert,residential,30,True,False,192.177,"LINESTRING (2.2333495 48.8798129, 2.2333603 48.8798496, 2.2333859 48.8798822, 2.233849 48.8803025, 2.2346433 48.8810223, 2.2348625 48.8812214)",,,,
757878543,2,D 104,Rue des Bas Rogers,tertiary,50,False,False,127.31400000000001,"LINESTRING (2.2333495 48.8798129, 2.2332765 48.8798156, 2.2332421 48.879817, 2.232524 48.8798464, 2.232331 48.8798546, 2.2318768 48.8798728, 2.2318344 48.8798745, 2.2317904 48.8798763, 2.2316118 48.8798833)",,,,
332348250,2,,,tertiary,,False,False,7.682,"LINESTRING (2.2316118 48.8798833, 2.2316099 48.8799063, 2.2315991 48.8799282, 2.23158 48.8799475)",circular,,,
332348250,2,,,tertiary,,False,True,6.667,"LINESTRING (2.2316118 48.8798833, 2.231606 48.8798637, 2.2315937 48.8798454, 2.2315755 48.8798294)",circular,,,
757878543,2,D 104,Rue des Bas Rogers,tertiary,50,False,True,127.314,"LINESTRING (2.2316118 48.8798833, 2.2317904 48.8798763, 2.2318344 48.8798745, 2.2318768 48.8798728, 2.232331 48.8798546, 2.232524 48.8798464, 2.2332421 48.879817, 2.2332765 48.8798156, 2.2333495 48.8798129)",,,,
205693678,,,Boulevard Richard Wallace,residential,30,False,True,9.935,"LINESTRING (2.2356851 48.8818203, 2.2355806 48.8818774)",,,,
5105993,,,Rue Lucien Voilin,residential,30,True,False,160.741,"LINESTRING (2.2356851 48.8818203, 2.2357488 48.8818846, 2.2359855 48.8820768, 2.2368714 48.8827557, 2.2370026 48.8828582, 2.2370947 48.8829287)",,,,
220656855,,,Boulevard Richard Wallace,residential,30,False,False,131.939,"LINESTRING (2.2356851 48.8818203, 2.2357556 48.8817876, 2.2357914 48.8817709, 2.2361209 48.881618, 2.2368429 48.8812827, 2.2369872 48.8812157, 2.2370154 48.8812026, 2.237159 48.8811359)",,,,
