osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
176654316,2,Rue Manga Fouté,residential,50,False,True,4.822,"LINESTRING (45.2738054 -12.7947136, 45.2737932 -12.7946719)",,
176654316,2,Rue Manga Fouté,residential,50,False,False,124.462,"LINESTRING (45.2738054 -12.7947136, 45.2738376 -12.7948042, 45.2739959 -12.7953019, 45.2741385 -12.7957846)",,
170172361,2,Rue Zamet,residential,,True,False,92.24600000000001,"LINESTRING (45.2792114 -12.7951642, 45.2790597 -12.7952894, 45.2789431 -12.7954771, 45.2787923 -12.7957787, 45.2787745 -12.7958576)",,
170172262,2,Rue Télécom,residential,,False,True,114.303,"LINESTRING (45.27646 -12.7954278, 45.2765182 -12.7955246, 45.2767711 -12.7959889, 45.2770171 -12.7962964)",,
176654317,2,Rue du Jardin,residential,,False,False,146.688,"LINESTRING (45.27646 -12.7954278, 45.2759854 -12.7956801, 45.2757679 -12.7957884, 45.2752751 -12.7960639)",D 15,
176654316,2,Rue Manga Fouté,residential,50,False,True,124.462,"LINESTRING (45.2741385 -12.7957846, 45.2739959 -12.7953019, 45.2738376 -12.7948042, 45.2738054 -12.7947136)",,
358948740,1,Rue Manga Fouté,residential,,True,False,22.028,"LINESTRING (45.2741385 -12.7957846, 45.2741224 -12.7958048, 45.2741056 -12.7958408, 45.2740802 -12.7958839, 45.2740581 -12.7959317, 45.2740384 -12.7959558)",,
170172391,2,Rue des Réfugiés,residential,,False,False,123.62499999999999,"LINESTRING (45.2752751 -12.7960639, 45.2754064 -12.7961919, 45.2754632 -12.7962793, 45.2755662 -12.7963865, 45.2758001 -12.7965239, 45.2760035 -12.7967018, 45.2761077 -12.7968089)",,
176654317,2,Rue du Jardin,residential,,False,False,88.059,"LINESTRING (45.2752751 -12.7960639, 45.2751226 -12.7961344, 45.2750292 -12.7961598, 45.274728 -12.7961576, 45.2746514 -12.7961553, 45.2744829 -12.7961584)",D 15,
176654317,2,Rue du Jardin,residential,,False,True,146.688,"LINESTRING (45.2752751 -12.7960639, 45.2757679 -12.7957884, 45.2759854 -12.7956801, 45.27646 -12.7954278)",D 15,
176654317,2,Rue du Jardin,residential,,False,True,88.059,"LINESTRING (45.2744829 -12.7961584, 45.2746514 -12.7961553, 45.274728 -12.7961576, 45.2750292 -12.7961598, 45.2751226 -12.7961344, 45.2752751 -12.7960639)",D 15,
358948732,1,,primary,,True,False,8.466999999999999,"LINESTRING (45.2744829 -12.7961584, 45.274463 -12.7961257, 45.2744346 -12.7960995)",,roundabout
170172262,2,Rue Télécom,residential,,False,False,114.303,"LINESTRING (45.2770171 -12.7962964, 45.2767711 -12.7959889, 45.2765182 -12.7955246, 45.27646 -12.7954278)",,
170172262,2,Rue Télécom,residential,,False,True,127.708,"LINESTRING (45.2770171 -12.7962964, 45.2770387 -12.7963234, 45.2770547 -12.7963419, 45.2772083 -12.7964614, 45.2774246 -12.7965595, 45.277793 -12.7967331, 45.2780263 -12.7968725)",,
