osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,junction,access
"[8108242, 50780780, 50780781]",2,D 1205,Rue de Genève,secondary,30,False,"[False, True]",70.78699999999999,yes,"LINESTRING (6.2287388 46.1928644, 6.2284792 46.1928827, 6.2282745 46.1928971, 6.2281959 46.1929027, 6.2279334 46.1929212, 6.2278239 46.1929289)",,,
"[672940333, 747299287]","['1', '2']",,Rue du Baron de Loë,tertiary,50,True,False,70.55399999999999,,"LINESTRING (6.2287388 46.1928644, 6.2287151 46.192962, 6.228691 46.1930314, 6.2285938 46.1932929, 6.2285446 46.1934353, 6.2285285 46.1934817)",,,
747299265,2,D 1205,Rue de Genève,tertiary,30,False,False,140.39700000000002,,"LINESTRING (6.2287388 46.1928644, 6.2289436 46.1928484, 6.2289753 46.1928458, 6.2289915 46.1928445, 6.2290394 46.1928407, 6.2292896 46.192821, 6.2293487 46.1928164, 6.2294259 46.1928103, 6.2294451 46.1928088, 6.2294946 46.1928049, 6.229595 46.192797, 6.2297368 46.1927858, 6.2298834 46.1927743, 6.2301432 46.1927539, 6.2304656 46.1927285, 6.2305511 46.1927217)",,,
"[8107088, 747299281]","['2', '3']",C 8,Rue du Salève,secondary,50,False,True,178.416,,"LINESTRING (6.2287388 46.1928644, 6.2287939 46.1927542, 6.228803 46.1927253, 6.2288265 46.1926199, 6.228868 46.192436, 6.2288783 46.1923893, 6.2288982 46.1923276, 6.2289077 46.192298, 6.2289379 46.1922362, 6.2289828 46.1921677, 6.2290462 46.192099, 6.2291194 46.1920406, 6.2291875 46.1919976, 6.2292501 46.1919632, 6.2293176 46.1919318, 6.2293667 46.1919131, 6.2294728 46.1918787, 6.2296616 46.1918216, 6.2298167 46.1917751, 6.2300426 46.1917071)",,,
"[8108508, 984098325, 984098326]",2,D 1205,Rue du Clos Fleury,tertiary,30,False,False,194.208,,"LINESTRING (6.2316919 46.1927315, 6.2317863 46.1926766, 6.2318618 46.1926327, 6.2319106 46.1926044, 6.2324611 46.1922844, 6.2325575 46.1922284, 6.2326485 46.1921756, 6.2327561 46.192113, 6.2328384 46.1920652, 6.2329441 46.1920037, 6.232998 46.1919724, 6.2330571 46.1919381, 6.2330748 46.1919279, 6.2331062 46.1919096, 6.2331199 46.1919016, 6.2331908 46.1918604, 6.2332729 46.1918123, 6.2336212 46.191606)",,,
90339147,2,,Rue de Genève,residential,30,False,True,86.34299999999999,,"LINESTRING (6.2316919 46.1927315, 6.2317997 46.1927974, 6.2318379 46.192814, 6.2318658 46.1928235, 6.2318886 46.1928298, 6.2320858 46.1928744, 6.2321285 46.1928811, 6.2321711 46.1928868, 6.2322129 46.1928914, 6.2327458 46.1929527)",,,
747299265,2,D 1205,Rue de Genève,tertiary,30,False,True,88.61200000000001,,"LINESTRING (6.2316919 46.1927315, 6.2315681 46.1927076, 6.2315197 46.1927012, 6.2314473 46.1926939, 6.2313876 46.1926891, 6.231316 46.1926839, 6.2312604 46.1926813, 6.2312171 46.1926803, 6.2311718 46.1926803, 6.2311323 46.1926812, 6.2310947 46.1926827, 6.2309861 46.1926875, 6.2307789 46.1927038, 6.2306128 46.1927169, 6.2305782 46.1927196, 6.2305511 46.1927217)",,,
4825703,1,,Rue des Cottages,residential,30,True,False,123.91699999999999,,"LINESTRING (6.2305511 46.1927217, 6.2305393 46.1926608, 6.2305302 46.1926144, 6.2305059 46.1924894, 6.2304899 46.1924075, 6.2304772 46.1923422, 6.2304746 46.1923292, 6.2304704 46.1923072, 6.2304694 46.1923022, 6.2304425 46.1921641, 6.2304268 46.1920838, 6.2303986 46.1919391, 6.2303914 46.1919022, 6.2303833 46.1918603, 6.2303659 46.1917713, 6.230349 46.1916846, 6.2303448 46.1916629, 6.2303359 46.1916173)",5,,
747299265,2,D 1205,Rue de Genève,tertiary,30,False,False,88.61200000000001,,"LINESTRING (6.2305511 46.1927217, 6.2305782 46.1927196, 6.2306128 46.1927169, 6.2307789 46.1927038, 6.2309861 46.1926875, 6.2310947 46.1926827, 6.2311323 46.1926812, 6.2311718 46.1926803, 6.2312171 46.1926803, 6.2312604 46.1926813, 6.231316 46.1926839, 6.2313876 46.1926891, 6.2314473 46.1926939, 6.2315197 46.1927012, 6.2315681 46.1927076, 6.2316919 46.1927315)",,,
747299265,2,D 1205,Rue de Genève,tertiary,30,False,True,140.39699999999996,,"LINESTRING (6.2305511 46.1927217, 6.2304656 46.1927285, 6.2301432 46.1927539, 6.2298834 46.1927743, 6.2297368 46.1927858, 6.229595 46.192797, 6.2294946 46.1928049, 6.2294451 46.1928088, 6.2294259 46.1928103, 6.2293487 46.1928164, 6.2292896 46.192821, 6.2290394 46.1928407, 6.2289915 46.1928445, 6.2289753 46.1928458, 6.2289436 46.1928484, 6.2287388 46.1928644)",,,
