osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,ref,maxspeed
43293936,1,Rond-Point des Matins Bleus,secondary,circular,False,False,10.043,"LINESTRING (2.99476 42.7738896, 2.9947749 42.7738699, 2.9947964 42.7738537, 2.994823 42.7738424, 2.9948528 42.7738367)",,
43293936,1,Rond-Point des Matins Bleus,secondary,circular,False,True,15.781999999999998,"LINESTRING (2.99476 42.7738896, 2.9947518 42.7739091, 2.9947524 42.7739173, 2.9947577 42.7739454, 2.9947754 42.7739705, 2.9948036 42.7739899, 2.9948389 42.7740013)",,
43200782,,Avenue de la Côte Vermeille,secondary,,False,False,8.049,"LINESTRING (2.992311 42.7744557, 2.9924057 42.7744355)",D 90,
43284990,,Avenue Maréchal Foch,secondary,,False,True,21.029,"LINESTRING (2.992311 42.7744557, 2.9920694 42.7745214)",D 90,
43290220,,Boulevard de la Marine,residential,,False,False,43.466,"LINESTRING (2.992311 42.7744557, 2.9922779 42.7743585, 2.9921817 42.7740765)",,
43284990,,Avenue Maréchal Foch,secondary,,False,False,20.118,"LINESTRING (2.9893192 42.7746457, 2.9895538 42.7747012)",D 90,
43284990,,Avenue Maréchal Foch,secondary,,False,True,11.29,"LINESTRING (2.9893192 42.7746457, 2.9891848 42.7746217)",D 90,
43290142,,Rue Jules Verne,residential,,False,True,72.625,"LINESTRING (2.9893192 42.7746457, 2.9892364 42.7739954)",,
43290157,,Rue Mazarin,residential,,False,False,35.457,"LINESTRING (2.9893192 42.7746457, 2.9893858 42.7749608)",,
43284990,,Avenue Maréchal Foch,secondary,,False,False,32.848,"LINESTRING (2.988777 42.7745049, 2.9891517 42.7746127)",D 90,
43284990,,Avenue Maréchal Foch,secondary,,False,True,19.666,"LINESTRING (2.988777 42.7745049, 2.9885599 42.7744282)",D 90,
43284990,,Avenue Maréchal Foch,secondary,,False,False,19.666,"LINESTRING (2.9885599 42.7744282, 2.988777 42.7745049)",D 90,
43286978,,Avenue Urbain Paret,secondary,,False,True,25.334,"LINESTRING (2.9885599 42.7744282, 2.9884818 42.7742077)",D 90,
1051293419,,Rue Parnasse,secondary,,True,False,30.195,"LINESTRING (2.9885599 42.7744282, 2.9881921 42.7744574)",D 11,
43284989,,Rond-Point de la Prud'Homie Maritime,secondary,roundabout,True,False,6.1290000000000004,"LINESTRING (2.988465 42.7738568, 2.9884853 42.7738675, 2.9885014 42.7738816, 2.9885124 42.7738981)",,
162906231,,Avenue Urbain Paret,secondary,,False,False,11.82,"LINESTRING (2.9876871 42.7729869, 2.9877648 42.7730766)",D 90,
207638347,,Avenue Urbain Paret,secondary,,True,False,15.616999999999999,"LINESTRING (2.9876871 42.7729869, 2.9876171 42.7728933, 2.987595 42.7728638)",D 90,
162906256,,,secondary,roundabout,True,False,10.611,"LINESTRING (2.9877824 42.7727963, 2.9877791 42.77282, 2.9877667 42.7728421, 2.9877465 42.7728607, 2.9877198 42.7728744)",,
32988994,,Avenue Maréchal Joffre,secondary,,False,True,29.613,"LINESTRING (2.9874269 42.77272, 2.9870641 42.7727187)",D 90,
43080611,,Rue d'Oran,residential,,True,False,22.662,"LINESTRING (2.9874269 42.77272, 2.9874272 42.7725162)",,
162906230,,Avenue Maréchal Joffre,secondary,,True,False,15.678,"LINESTRING (2.9874269 42.77272, 2.9875488 42.7727225, 2.9876189 42.772724)",D 90,
32988994,,Avenue Maréchal Joffre,secondary,,False,True,31.303,"LINESTRING (2.9862745 42.7727104, 2.985891 42.7727098)",D 90,
32988994,,Avenue Maréchal Joffre,secondary,,False,False,64.456,"LINESTRING (2.9862745 42.7727104, 2.9867732 42.7727155, 2.9870641 42.7727187)",D 90,
43284996,,Rue Condorcet,residential,,False,False,94.35600000000001,"LINESTRING (2.9862745 42.7727104, 2.986287 42.7727887, 2.9865517 42.7735335)",,
32988994,,Avenue Maréchal Joffre,secondary,,False,False,31.303,"LINESTRING (2.985891 42.7727098, 2.9862745 42.7727104)",D 90,
32988994,,Avenue Maréchal Joffre,secondary,,False,True,49.902,"LINESTRING (2.985891 42.7727098, 2.9853045 42.7728365)",D 90,
32988965,,Rue des Albères,residential,,False,False,44.941,"LINESTRING (2.985891 42.7727098, 2.9858939 42.772675, 2.9858939 42.7723057)",,
43080606,,Rue Claude Bernard,residential,,False,False,104.314,"LINESTRING (2.985891 42.7727098, 2.9858892 42.7727519, 2.9860242 42.7736424)",,
32988994,,Avenue Maréchal Joffre,secondary,,False,False,49.902,"LINESTRING (2.9853045 42.7728365, 2.985891 42.7727098)",D 90,
32988994,,Avenue Maréchal Joffre,secondary,,False,True,37.278,"LINESTRING (2.9853045 42.7728365, 2.9848478 42.7728344)",D 90,
43284997,,Rue Jules Pams,residential,,False,False,126.918,"LINESTRING (2.9853045 42.7728365, 2.9855057 42.7739683)",,
32988994,,Avenue Maréchal Joffre,secondary,,False,False,37.278,"LINESTRING (2.9848478 42.7728344, 2.9853045 42.7728365)",D 90,
32988994,,Avenue Maréchal Joffre,secondary,,False,True,89.011,"LINESTRING (2.9848478 42.7728344, 2.9844291 42.7728264, 2.9839515 42.7728176, 2.9837604 42.7727934)",D 90,
43285006,,Rue Honoré Manya,residential,,False,True,101.06599999999999,"LINESTRING (2.9848478 42.7728344, 2.9848498 42.7730275, 2.9848507 42.7731072, 2.9848534 42.7733652, 2.9848113 42.7734796, 2.9845748 42.7736726)",,
162906233,,Avenue Alsace-Lorraine,secondary,,False,False,16.226,"LINESTRING (2.986905 42.7744634, 2.9870661 42.7743779)",D 11,
43284996,,Rue Condorcet,residential,,False,True,46.293,"LINESTRING (2.986905 42.7744634, 2.9868827 42.7744066, 2.9867482 42.7740633)",,
162906233,,Avenue Alsace-Lorraine,secondary,,False,True,26.994999999999997,"LINESTRING (2.986905 42.7744634, 2.9867893 42.7745348, 2.9866518 42.7746196)",D 11,
43284994,,Rue Paul Bert,residential,,False,True,31.294,"LINESTRING (2.9878328 42.774067, 2.9876784 42.7738094)",,
43284992,,Rue Jules Ferry,residential,,True,False,42.908,"LINESTRING (2.9878328 42.774067, 2.9881874 42.7739371, 2.9882749 42.7739238, 2.9883141 42.7739178)",,
