osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,access
35703072,True,Rue du Maréchal Foch,secondary,50,False,137.797,"LINESTRING (0.0759268 43.2319225, 0.0762889 43.231866, 0.0764419 43.2318538, 0.0765381 43.2318461, 0.0765911 43.2318487, 0.0767868 43.2318581, 0.0770715 43.231901, 0.0773157 43.2319729, 0.0775491 43.2320351, 0.0775754 43.2320421)",,,
372236990,True,Rue du Maréchal Foch,secondary,,False,13.343,"LINESTRING (0.0775754 43.2320421, 0.0776047 43.2321096, 0.0776251 43.2321565)",,,
1268141293,True,Rue du Maréchal Foch,secondary,,False,22.202,"LINESTRING (0.0775754 43.2320421, 0.0776379 43.2320544, 0.077844 43.232081)",,,
35702861,True,Rue du Maréchal Foch,secondary,,False,42.783,"LINESTRING (0.077844 43.232081, 0.0779982 43.2320929, 0.0780579 43.2320975, 0.0782925 43.2321019, 0.0783663 43.232121)",,,
1031931677,True,Rue Desaix,residential,,False,84.268,"LINESTRING (0.077844 43.232081, 0.0778555 43.2320238, 0.0779781 43.2314115, 0.0779942 43.2313311)",,,
35702859,True,Rue du Maréchal Foch,secondary,,False,45.206,"LINESTRING (0.0792431 43.2320299, 0.0793641 43.2320211, 0.0797983 43.2319893)",,,
1031931676,True,Rue Saint-Vincent de Paul,residential,,False,74.857,"LINESTRING (0.0792431 43.2320299, 0.0792362 43.2319865, 0.0791376 43.2313611)",,,
35702859,True,Rue du Maréchal Foch,secondary,,False,7.917,"LINESTRING (0.0807558 43.2319065, 0.0808439 43.2318757)",,,
35598342,True,Rue Paul Bert,residential,,False,74.239,"LINESTRING (0.0807558 43.2319065, 0.0807585 43.2319487, 0.0807991 43.2325734)",,,
35702859,True,Rue du Maréchal Foch,secondary,,False,62.889,"LINESTRING (0.0808439 43.2318757, 0.0811228 43.2318298, 0.0814397 43.2318004, 0.0816092 43.2317846)",,,
35047422,False,Rue François Mousis,tertiary,,False,51.87,"LINESTRING (0.0816092 43.2317846, 0.0816402 43.2317069, 0.0818367 43.2313489)",,,
35301844,False,Place Montaut,tertiary,,False,60.425,"LINESTRING (0.0816092 43.2317846, 0.0816087 43.2318592, 0.0816087 43.2318668, 0.081642 43.2320658, 0.0816669 43.2321553, 0.081704 43.2322216, 0.0817854 43.2322994)",,,
96650112,True,Rue du Maréchal Foch,secondary,,False,91.00800000000001,"LINESTRING (0.0816092 43.2317846, 0.0817973 43.2317588, 0.0818216 43.2317543, 0.0823405 43.2316589, 0.0826313 43.2316055, 0.0827006 43.2315918)",,,
35047417,False,Cours Gambetta,secondary,,False,117.09299999999999,"LINESTRING (0.0733174 43.2305733, 0.0733258 43.2306282, 0.0733326 43.2306611, 0.0733403 43.2306982, 0.0733426 43.2307099, 0.0733837 43.2309197, 0.0734986 43.2315055, 0.0735096 43.2315617, 0.0735202 43.2316159)",,,
35703198,False,Allées Général Leclerc,secondary,,True,156.569,"LINESTRING (0.0733174 43.2305733, 0.0732856 43.2304238, 0.0732806 43.2303979, 0.0730451 43.2291793)",,,
96650106,False,Rue Larrey,residential,,False,57.474999999999994,"LINESTRING (0.0733174 43.2305733, 0.0731312 43.2306167, 0.0730953 43.2306212, 0.0726246 43.2306797)",,,
35047508,True,Rue Maransin,residential,,False,56.63,"LINESTRING (0.0740267 43.2305081, 0.0740023 43.2303864, 0.0739364 43.2300591, 0.0739253 43.2300042)",,,
286716636,True,Rue Larrey,tertiary,,False,57.967,"LINESTRING (0.0740267 43.2305081, 0.0739452 43.230509, 0.0734994 43.2305546, 0.0734577 43.2305589, 0.0733174 43.2305733)",2,,
35703196,True,Allées Général Leclerc,secondary,,False,47.156000000000006,"LINESTRING (0.0730451 43.2291793, 0.0729869 43.2291169, 0.0729108 43.2290409, 0.0726359 43.2288838)",,,
35703198,False,Allées Général Leclerc,secondary,,False,156.569,"LINESTRING (0.0730451 43.2291793, 0.0732806 43.2303979, 0.0732856 43.2304238, 0.0733174 43.2305733)",,,
33590203,True,Allées Général Leclerc,secondary,,False,28.319,"LINESTRING (0.0735993 43.2286211, 0.0733635 43.2288091)",,,
286805732,False,Rue de Cronstadt,secondary,,True,27.924,"LINESTRING (0.0735993 43.2286211, 0.073257 43.2286504)",,,
286818933,False,Rue de Cronstadt,secondary,,False,6.88,"LINESTRING (0.0735993 43.2286211, 0.073625 43.2286209, 0.0736839 43.2286164)",,,
35302173,False,Rue Charles de Foucauld,residential,,True,72.3,"LINESTRING (0.0838386 43.2350456, 0.0829704 43.2351962)",,,
1059808728,False,Boulevard du Martinet,primary,50,False,21.597,"LINESTRING (0.0838386 43.2350456, 0.0837835 43.2351334, 0.0837679 43.2351813, 0.0837648 43.2352297)",,,
"[1059808728, 1050529572]",False,Boulevard du Martinet,primary,50,True,44.612,"LINESTRING (0.0838386 43.2350456, 0.083872 43.2350023, 0.0840003 43.2348356, 0.0840177 43.2348131, 0.0840483 43.2347732, 0.0841078 43.2346956)",,,
35302177,False,Rue Édouard Branly,residential,,True,132.55599999999998,"LINESTRING (0.0837648 43.2352297, 0.0836323 43.2352699, 0.0834653 43.2353463, 0.0834321 43.2353931, 0.0833665 43.236283)",,,
1059808728,False,Boulevard du Martinet,primary,50,False,92.50699999999999,"LINESTRING (0.0837648 43.2352297, 0.0837707 43.2352768, 0.0838269 43.2358887, 0.0838162 43.2360599)",,,
1059808728,False,Boulevard du Martinet,primary,50,True,21.597,"LINESTRING (0.0837648 43.2352297, 0.0837679 43.2351813, 0.0837835 43.2351334, 0.0838386 43.2350456)",,,
