osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,bridge,access,tunnel
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,31.500999999999998,"LINESTRING (2.8920329 42.7024885, 2.8920937 42.7025038, 2.8921465 42.7025307, 2.8921873 42.7025672, 2.8922129 42.7026105, 2.8922214 42.7026573, 2.8922122 42.702704)",,,,
144692908,Boulevard de la France Libre,primary,50,,False,True,21.341,"LINESTRING (2.8911816 42.7026606, 2.8914412 42.7026816)",2,,,
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,11.838999999999999,"LINESTRING (2.8917736 42.7025919, 2.891811 42.7025463, 2.8918657 42.7025114)",,,,
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,16.792,"LINESTRING (2.891785 42.7027383, 2.8917613 42.702691, 2.8917574 42.7026408, 2.8917736 42.7025919)",,,,
24254191,Boulevard de la France Libre,primary,50,,True,False,28.875999999999998,"LINESTRING (2.891785 42.7027383, 2.8916184 42.7027007, 2.8914412 42.7026816)",1,,,
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,30.659,"LINESTRING (2.8921106 42.7028019, 2.8920411 42.7028228, 2.8919663 42.7028263, 2.8918937 42.7028122, 2.8918311 42.7027818, 2.891785 42.7027383)",,,,
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,13.969999999999999,"LINESTRING (2.8922122 42.702704, 2.8921897 42.7027425, 2.8921551 42.7027758, 2.8921106 42.7028019)",,,,
24995161,Boulevard de la France Libre,primary,50,,True,False,22.887999999999998,"LINESTRING (2.8922122 42.702704, 2.8922462 42.7027414, 2.8922801 42.7027748, 2.8923901 42.7028624)",1,,,
24254189,Rond-Point de la Têt,primary,50,roundabout,True,False,14.192,"LINESTRING (2.8918657 42.7025114, 2.8919183 42.7024935, 2.8919752 42.7024857, 2.8920329 42.7024885)",,,,
144692943,Rue Marguerite Jaulent,tertiary,,,True,False,22.094,"LINESTRING (2.8918657 42.7025114, 2.8918981 42.7024379, 2.8919225 42.7023178)",,,,
220099048,Rue Petite la Monnaie,residential,30,,False,True,39.45,"LINESTRING (2.89399 42.6975251, 2.8941315 42.6971859)",,,,
"[24992776, 761419081]","['Rue des Augustins', 'Place des Poilus']",living_street,20,,True,False,69.185,"LINESTRING (2.89399 42.6975251, 2.8942456 42.6975376, 2.8946052 42.69755, 2.8946647 42.6975505, 2.8947359 42.6975496, 2.8948356 42.6975484)",,,,
761419080,Place des Poilus,residential,30,,True,False,23.548000000000002,"LINESTRING (2.8948356 42.6975484, 2.894888 42.6976088, 2.8949556 42.6976783, 2.8950251 42.6976979)",,,,
25022176,Rue des Remparts la Real,residential,30,,False,False,11.16,"LINESTRING (2.897762 42.696174, 2.8976328 42.6961415)",,,,
24992777,Rue Grande la Réal,residential,30,,True,False,78.677,"LINESTRING (2.897762 42.696174, 2.8975478 42.6962535, 2.8972853 42.6963524, 2.8971954 42.6963934, 2.8969206 42.6965167)",,,,
25022372,Rue Petite la Réal,residential,30,,True,False,2.402,"LINESTRING (2.8970034 42.6980127, 2.8969971 42.6979916)",,,,
164353021,Place Hyacinthe Rigaud,residential,30,,False,True,45.981,"LINESTRING (2.8970034 42.6980127, 2.8970155 42.6980676, 2.8969715 42.6981795, 2.8969293 42.6982572, 2.89685 42.6984038)",,,,
742522461,Place Hyacinthe Rigaud,residential,30,,True,False,37.17,"LINESTRING (2.8970034 42.6980127, 2.8971381 42.6980062, 2.8974186 42.6980417, 2.8974533 42.6980461)",,,,
24992778,Rue de la Fusterie,residential,30,,True,False,20.744,"LINESTRING (2.8954563 42.6977748, 2.8955971 42.6977979, 2.8957021 42.6978209)",,,,
24992779,Rue Louis Caulas,residential,30,,False,True,47.532999999999994,"LINESTRING (2.8954563 42.6977748, 2.8953561 42.6981314, 2.8953514 42.6981495, 2.8953454 42.6981942)",,,,
164353022,Rue de l'Argenterie,residential,30,,True,False,10.868,"LINESTRING (2.89685 42.6984038, 2.8967972 42.6984935)",,,,
164353021,Place Hyacinthe Rigaud,residential,30,,False,False,45.981,"LINESTRING (2.89685 42.6984038, 2.8969293 42.6982572, 2.8969715 42.6981795, 2.8970155 42.6980676, 2.8970034 42.6980127)",,,,
307297880,Rue du Temple,residential,30,,False,False,49.795,"LINESTRING (2.89685 42.6984038, 2.8969913 42.6983972, 2.8971281 42.6983797, 2.8974494 42.6983281)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,False,28.146,"LINESTRING (2.8903769 42.6957797, 2.8906018 42.695588)",,,,
25008125,Rue du Maréchal Foch,residential,30,,True,False,51.093999999999994,"LINESTRING (2.8903769 42.6957797, 2.8904303 42.6958141, 2.8908468 42.6960828)",,,,
24992776,Rue des Augustins,living_street,20,,True,False,82.951,"LINESTRING (2.8925061 42.6973342, 2.892593 42.6973254, 2.8926738 42.6973359, 2.8927966 42.6973518, 2.8931829 42.697417, 2.8933084 42.6974367, 2.893376 42.6974463, 2.8935007 42.6974641)",,,,
"[24994400, 307143875]","[""Place du Pont d'en Vestit"", ""Rue Porte d'Assaut""]",residential,30,,False,False,121.09200000000001,"LINESTRING (2.8925061 42.6973342, 2.8925443 42.6974096, 2.8925346 42.6974857, 2.8925321 42.6975055, 2.8924436 42.6976112, 2.8924212 42.6976326, 2.8922933 42.6977575, 2.8922501 42.6977996, 2.892218 42.697831, 2.8921498 42.6978976, 2.8920961 42.6979499, 2.8919299 42.6981925, 2.8918407 42.6982575)",,,,
24994398,Quai Jean de Lattre de Tassigny,residential,30,,False,False,160.38,"LINESTRING (2.8918407 42.6982575, 2.8918131 42.6982387, 2.8917639 42.6982054, 2.890963 42.6977772, 2.8902673 42.6974815, 2.8902114 42.6974587)",,,,
"[24994400, 307143875]","[""Place du Pont d'en Vestit"", ""Rue Porte d'Assaut""]",residential,30,,False,True,121.09199999999998,"LINESTRING (2.8918407 42.6982575, 2.8919299 42.6981925, 2.8920961 42.6979499, 2.8921498 42.6978976, 2.892218 42.697831, 2.8922501 42.6977996, 2.8922933 42.6977575, 2.8924212 42.6976326, 2.8924436 42.6976112, 2.8925321 42.6975055, 2.8925346 42.6974857, 2.8925443 42.6974096, 2.8925061 42.6973342)",,,,
25008551,Place François Arago,residential,30,,True,False,74.121,"LINESTRING (2.8918407 42.6982575, 2.8919502 42.6983318, 2.89231 42.6988221)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,True,25.852,"LINESTRING (2.8914329 42.694842, 2.8912371 42.6950246)",,,,
26241921,Place du Sare,residential,30,,False,True,30.322,"LINESTRING (2.8914329 42.694842, 2.8911661 42.6946525)",,,,
24994413,Rue des Maçons,residential,30,,False,False,51.778000000000006,"LINESTRING (2.8914329 42.694842, 2.8916245 42.694966, 2.8919137 42.6951452)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,False,76.483,"LINESTRING (2.8914329 42.694842, 2.8918008 42.694555, 2.8920816 42.6943463)",,,,
1054210292,Rue du Maréchal Foch,residential,30,,True,False,39.123,"LINESTRING (2.8899535 42.6954752, 2.8899698 42.6954888, 2.8902958 42.6957211)",,,,
26241921,Place du Sare,residential,30,,False,False,11.187,"LINESTRING (2.8910646 42.694585, 2.8911661 42.6946525)",,,,
26241922,Rue du Couvent de la Merci,residential,30,,False,False,67.501,"LINESTRING (2.8910646 42.694585, 2.8910711 42.6945635, 2.8912843 42.6944055, 2.8913043 42.6944032, 2.8913982 42.6944724, 2.8913915 42.6944883, 2.8911661 42.6946525)",,,,
761419086,Place des Mateuets,residential,30,,True,False,26.839,"LINESTRING (2.8910646 42.694585, 2.8908403 42.6947613)",,,,
24994401,Rue de la Caserne Saint-Martin,residential,30,,True,False,26.582,"LINESTRING (2.890168 42.6952955, 2.8899908 42.6954439, 2.8899781 42.6954546, 2.8899535 42.6954752)",,,,
24994402,Rue de la Lanterne,residential,30,,True,False,48.111,"LINESTRING (2.8906018 42.695588, 2.890168 42.6952955)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,False,29.823,"LINESTRING (2.8906018 42.695588, 2.8908335 42.6953808)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,True,28.146,"LINESTRING (2.8906018 42.695588, 2.8903769 42.6957797)",,,,
24994402,Rue de la Lanterne,residential,30,,True,False,23.074,"LINESTRING (2.8927168 42.6968376, 2.8924853 42.6967188)",,,,
25022169,Rue Grande la Monnaie,residential,30,,True,False,30.293999999999997,"LINESTRING (2.8927168 42.6968376, 2.8929171 42.6967413, 2.8930233 42.6966845)",,,,
24994403,Rue de la Pierre Trouée,residential,30,,False,False,30.085,"LINESTRING (2.8915106 42.6965103, 2.8917475 42.6963032)",,,,
24994402,Rue de la Lanterne,residential,30,,True,False,71.629,"LINESTRING (2.8917475 42.6963032, 2.891084 42.6958823)",,,,
24994403,Rue de la Pierre Trouée,residential,30,,False,False,29.988,"LINESTRING (2.8917475 42.6963032, 2.8919864 42.6960985)",,,,
24994403,Rue de la Pierre Trouée,residential,30,,False,True,30.085,"LINESTRING (2.8917475 42.6963032, 2.8915106 42.6965103)",,,,
24994403,Rue de la Pierre Trouée,residential,30,,False,True,25.302,"LINESTRING (2.892653 42.6956047, 2.8924017 42.6957376)",,,,
28141640,Rue Jacques Dugommier,residential,30,,True,False,2.868,"LINESTRING (2.892653 42.6956047, 2.8926356 42.6955823)",,,,
25015141,Rue des Lices,residential,30,,False,False,20.961,"LINESTRING (2.8920816 42.6943463, 2.8921479 42.6945284)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,True,76.483,"LINESTRING (2.8920816 42.6943463, 2.8918008 42.694555, 2.8914329 42.694842)",,,,
25022174,Rue Maréchal Ney,residential,30,,False,False,29.488,"LINESTRING (2.8925409 42.6954287, 2.8928139 42.6952553)",,,,
28141640,Rue Jacques Dugommier,residential,30,,True,False,20.512,"LINESTRING (2.8925409 42.6954287, 2.8924295 42.6952634)",,,,
24994412,Rue Étroite,residential,30,,False,True,35.425,"LINESTRING (2.8925409 42.6954287, 2.8923628 42.6955172, 2.892191 42.6956164)",,,,
28141640,Rue Jacques Dugommier,residential,30,,True,False,39.48,"LINESTRING (2.8931385 42.6963805, 2.8929295 42.6960604)",,,,
25022186,Rue Maurell,residential,30,,False,False,108.711,"LINESTRING (2.8931385 42.6963805, 2.8932225 42.6963929, 2.8934697 42.6964464, 2.894388 42.696712)",,,,
24994401,Rue de la Caserne Saint-Martin,residential,30,,True,False,28.104,"LINESTRING (2.8903998 42.6951088, 2.890168 42.6952955)",,,,
24994405,Rue François Arago,residential,30,,False,False,46.597,"LINESTRING (2.8903998 42.6951088, 2.8906946 42.6952911, 2.8908335 42.6953808)",,,,
24994405,Rue François Arago,residential,30,,False,False,51.213,"LINESTRING (2.8908335 42.6953808, 2.8913128 42.6956775)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,False,26.277,"LINESTRING (2.8908335 42.6953808, 2.8910344 42.6951963)",,,,
24994414,Rue Luc Dagobert,residential,30,,False,True,29.823,"LINESTRING (2.8908335 42.6953808, 2.8906018 42.695588)",,,,
24994405,Rue François Arago,residential,30,,False,True,46.597,"LINESTRING (2.8908335 42.6953808, 2.8906946 42.6952911, 2.8903998 42.6951088)",,,,
