osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel
52125513,Rue du Port aux Vins,residential,False,True,113.506,"LINESTRING (2.1662417 48.9871428, 2.1664805 48.9873628, 2.1666977 48.9875593, 2.1667345 48.9875923, 2.1670177 48.9879004, 2.1670793 48.9879624, 2.167107 48.9879902)",,,
"[434716184, 67187935]",Rue de Cormeilles,residential,False,False,189.715,"LINESTRING (2.1662417 48.9871428, 2.166203 48.9871634, 2.1661868 48.987172, 2.1644203 48.9881138, 2.1643473 48.9881523, 2.1642241 48.9882189)",,,
35582636,Rue du Val,tertiary,False,True,42.086,"LINESTRING (2.1626982 48.9891158, 2.1622377 48.9888879)",,,
35582636,Rue du Val,tertiary,False,False,61.346000000000004,"LINESTRING (2.1626982 48.9891158, 2.1627429 48.9891392, 2.1627647 48.9891518, 2.1632547 48.9894361, 2.1633281 48.9894811)",,,
35582636,Rue du Val,tertiary,False,False,42.086,"LINESTRING (2.1622377 48.9888879, 2.1626982 48.9891158)",,,
35582636,Rue du Val,tertiary,False,True,65.092,"LINESTRING (2.1622377 48.9888879, 2.1619903 48.988793, 2.1615872 48.9886916, 2.1614249 48.9886508)",,,
52123200,Rue Jean 23,residential,False,False,120.905,"LINESTRING (2.1622377 48.9888879, 2.1622305 48.9888684, 2.1622117 48.9888171, 2.1621047 48.9887344, 2.1620379 48.9886998, 2.1610208 48.9881732)",,,
172319733,Rue de la Tour Fine,residential,False,False,109.93800000000002,"LINESTRING (2.1715163 48.9908068, 2.1714852 48.9907928, 2.1708234 48.9905191, 2.1702946 48.9902882, 2.170253 48.9902682)",,,
172319725,Rue Henri Dunant,residential,False,True,155.77300000000002,"LINESTRING (2.170253 48.9902682, 2.1702958 48.990219, 2.1712838 48.9894242, 2.1715754 48.9891695)",,,
172319733,Rue de la Tour Fine,residential,False,False,155.922,"LINESTRING (2.170253 48.9902682, 2.1702189 48.990251, 2.1701837 48.9902329, 2.1696223 48.9899046, 2.1691536 48.9896361, 2.1690273 48.9895638, 2.1687444 48.9893981, 2.1687048 48.9893715, 2.1686512 48.9893404)",,,
172319733,Rue de la Tour Fine,residential,False,True,109.938,"LINESTRING (2.170253 48.9902682, 2.1702946 48.9902882, 2.1708234 48.9905191, 2.1714852 48.9907928, 2.1715163 48.9908068)",,,
306899281,Rue des Courtes Terres,residential,False,False,90.88999999999999,"LINESTRING (2.1719742 48.9876932, 2.1720051 48.9877365, 2.1723632 48.9882181, 2.1724011 48.9882862, 2.1724497 48.9883635, 2.1724769 48.988439)",,,
225216369,Place du Montcel,residential,True,False,36.32,"LINESTRING (2.1698176 48.9909985, 2.1702951 48.9910908)",,,
306899282,Place du Montcel,tertiary,True,False,44.323,"LINESTRING (2.1698176 48.9909985, 2.1700368 48.9911502, 2.1701706 48.9913182)",,,
306899283,Rue des Froids Manteaux,tertiary,True,False,73.21699999999998,"LINESTRING (2.1701706 48.9913182, 2.1700894 48.9915245, 2.1700414 48.9916448, 2.1699481 48.991839, 2.1698885 48.9919497)",,,
172319714,Rue d'Argenteuil,residential,True,False,139.645,"LINESTRING (2.1674955 48.9908133, 2.1675169 48.9907676, 2.1677123 48.990351, 2.1678681 48.9900292, 2.1679679 48.9898936, 2.1681275 48.9897535, 2.1681749 48.9896872, 2.1681987 48.989655)",,,
172319726,Place de la Libération,tertiary,True,False,31.514000000000003,"LINESTRING (2.1674955 48.9908133, 2.1677827 48.9908064, 2.1679253 48.990791)",,,
690492986,Place de la Libération,tertiary,True,False,24.465,"LINESTRING (2.1674955 48.9908133, 2.1675555 48.9908587, 2.1676051 48.9909289, 2.1676262 48.9909884, 2.1676336 48.9910093)",,,
316695568,Rue du Vivier,tertiary,True,False,23.453,"LINESTRING (2.1695068 48.9909447, 2.1698176 48.9909985)",,,
50560500,Place de la Libération,residential,True,False,6.52,"LINESTRING (2.1679253 48.990791, 2.1679031 48.9908478)",,,
316695568,Rue du Vivier,tertiary,True,False,120.766,"LINESTRING (2.1679253 48.990791, 2.168058 48.9907701, 2.1683266 48.9907279, 2.1686522 48.9907354, 2.1690012 48.9907899, 2.169333 48.9908909, 2.1695068 48.9909447)",,,
50562825,Sentier des Courtes Terres,residential,False,False,144.416,"LINESTRING (2.1699498 48.9884611, 2.1703356 48.9886827, 2.1707707 48.9889478, 2.1715754 48.9891695)",,,
172319737,Rue d'Argenteuil,residential,True,False,171.894,"LINESTRING (2.1699498 48.9884611, 2.170272 48.9882613, 2.1705929 48.9881241, 2.1718491 48.9877315, 2.1719219 48.9877092, 2.1719742 48.9876932)",,,
38077315,Chemin du Haut des Clos,residential,False,False,185.128,"LINESTRING (2.1681046 48.9877002, 2.1681146 48.9876605, 2.1681291 48.9876028, 2.1683711 48.986641, 2.1690215 48.9862317)",,,
172186885,Chemin du Haut des Clos,residential,False,False,92.02799999999999,"LINESTRING (2.1681046 48.9877002, 2.1680863 48.9877704, 2.1680778 48.9878028, 2.1680512 48.9879233, 2.1679602 48.9881579, 2.1677937 48.9885006)",,,
172186904,Boulevard Georges Clemenceau,tertiary,False,False,79.616,"LINESTRING (2.1681046 48.9877002, 2.16802 48.9877248, 2.1678552 48.9877727, 2.1672549 48.9879472, 2.167107 48.9879902)",,,
