osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,bridge,access,tunnel
1108378494,2,D 273,Avenue Pierre Brûlé,secondary,False,False,40.522000000000006,"LINESTRING (0.6611433 48.1822202, 0.6611143 48.1824305, 0.6611045 48.1825836)",,,,,
9346046,,,,secondary,True,False,13.238,"LINESTRING (0.6611045 48.1825836, 0.6611399 48.1825866, 0.6611725 48.1825963, 0.6611995 48.1826119, 0.6612184 48.1826321, 0.6612277 48.1826551)",roundabout,,,,
1108378494,2,D 273,Avenue Pierre Brûlé,secondary,False,True,40.522000000000006,"LINESTRING (0.6611045 48.1825836, 0.6611143 48.1824305, 0.6611433 48.1822202)",,,,,
9346046,,,,secondary,True,False,11.052999999999999,"LINESTRING (0.6611343 48.1827433, 0.6610971 48.182745, 0.6610609 48.1827392, 0.6610291 48.1827263, 0.6610046 48.1827075)",roundabout,,,,
174291712,,,,secondary,False,True,240.45,"LINESTRING (0.6611343 48.1827433, 0.6611449 48.1829186, 0.6612294 48.183781, 0.6612754 48.184133, 0.6613278 48.1847613, 0.6613478 48.1849008)",,,,,
9346046,,,,secondary,True,False,18.894999999999996,"LINESTRING (0.6610046 48.1827075, 0.6609901 48.1826853, 0.6609861 48.1826611, 0.660993 48.1826373, 0.6610103 48.1826159, 0.6610362 48.1825989, 0.6610686 48.1825878, 0.6611045 48.1825836)",roundabout,,,,
231734036,,D 7,Rue de Châteaudun,secondary,False,True,183.53399999999996,"LINESTRING (0.6610046 48.1827075, 0.660781 48.182761, 0.660325 48.182915, 0.6598668 48.1831025, 0.6590848 48.1834018, 0.6590003 48.1834353, 0.6588831 48.1834347, 0.6588115 48.1834297)",,,,,
9346048,,,,secondary,True,False,7.556,"LINESTRING (0.6613686 48.1850144, 0.6613432 48.1850128, 0.6613197 48.1850063, 0.6613001 48.1849955, 0.661286 48.1849813)",roundabout,,,,
9346072,,D 273,Avenue Pierre Brûlé,secondary,False,False,244.68300000000002,"LINESTRING (0.6613686 48.1850144, 0.6613945 48.1851493, 0.6615217 48.1857941, 0.6615485 48.1860488, 0.6615444 48.1862833, 0.6615366 48.1864695, 0.6615181 48.1866651, 0.6614807 48.1868275, 0.6613808 48.1871993)",,,,,
9346050,,,,secondary,True,False,15.583,"LINESTRING (0.66105 48.1877338, 0.6610807 48.1877054, 0.6611236 48.1876852, 0.6611741 48.1876754, 0.6612266 48.1876771)",roundabout,,,,
9346050,,,,secondary,True,False,13.967,"LINESTRING (0.661172 48.1878857, 0.6611268 48.1878771, 0.6610872 48.18786, 0.661057 48.187836, 0.6610386 48.187807)",roundabout,,,,
9346076,,D 273,Avenue Pierre Brûlé,secondary,False,False,113.10300000000001,"LINESTRING (0.661172 48.1878857, 0.6611539 48.1880233, 0.6610705 48.1884533, 0.6610106 48.1888667, 0.6610065 48.1888967)",,,,,
9346050,,,,secondary,True,False,16.509,"LINESTRING (0.6612266 48.1876771, 0.6612684 48.1876875, 0.6613041 48.1877052, 0.6613312 48.1877288, 0.6613473 48.1877564, 0.6613513 48.187786)",roundabout,,,,
9346072,,D 273,Avenue Pierre Brûlé,secondary,False,True,54.355999999999995,"LINESTRING (0.6612266 48.1876771, 0.6612693 48.1875276, 0.6613258 48.1873719, 0.6613808 48.1871993)",,,,,
230717335,,,,tertiary,True,False,12.139,"LINESTRING (0.6610386 48.187807, 0.6609076 48.1877415)",,,,,
