osmid,oneway,lanes,ref,highway,reversed,length,geometry,bridge,maxspeed,junction,name,tunnel
287539798,False,,,residential,False,50.145,"LINESTRING (4.1910885 43.5672447, 4.1913631 43.5676494)",,,,Rue Alsace Lorraine,
287539798,False,,,residential,True,69.372,"LINESTRING (4.1910885 43.5672447, 4.1908231 43.566892, 4.1906747 43.5666976)",,,,Rue Alsace Lorraine,
26369684,False,,,residential,True,58.904,"LINESTRING (4.1922642 43.5667464, 4.1919065 43.5662844)",,,,Rue Louis Blanc,
27045997,True,,,residential,False,65.033,"LINESTRING (4.1922642 43.5667464, 4.1929457 43.566433)",,,,Rue de la République,
26369061,True,,,residential,False,47.480000000000004,"LINESTRING (4.1929457 43.566433, 4.1927762 43.5662304, 4.1926489 43.5660642)",,,,Boulevard Gambetta,
27045998,True,,,residential,False,190.64999999999998,"LINESTRING (4.1929457 43.566433, 4.1936816 43.5660805, 4.1948889 43.5654551)",,,,Rue Baudin,
146764149,True,,,residential,False,24.485,"LINESTRING (4.1948889 43.5654551, 4.1946894 43.565289)",,,,Boulevard Intérieur Est,
27045918,False,,,residential,False,61.064,"LINESTRING (4.1913631 43.5676494, 4.1920212 43.567377)",,,,Rue Émile Zola,
287539798,False,,,residential,True,50.145,"LINESTRING (4.1913631 43.5676494, 4.1910885 43.5672447)",,,,Rue Alsace Lorraine,
27045918,False,,,residential,True,47.61,"LINESTRING (4.1913631 43.5676494, 4.1909387 43.5678498, 4.1909052 43.5679059)",,,,Rue Émile Zola,
26369061,True,,,residential,False,45.667,"LINESTRING (4.1932418 43.5667832, 4.1929457 43.566433)",,,,Boulevard Gambetta,
"[77340955, 146764149]",True,,,residential,False,238.917,"LINESTRING (4.1932418 43.5667832, 4.1940154 43.5664111, 4.1952196 43.5657565, 4.1948889 43.5654551)",,,,"['Boulevard Intérieur Est', 'Boulevard Intérieur Nord']",
"[26370202, 1117148086]",False,,,residential,False,82.022,"LINESTRING (4.1928822 43.5637621, 4.1928197 43.5637583, 4.1927848 43.5637747, 4.1920189 43.5641357)",,,,Boulevard Intérieur Sud,
26370202,False,,,residential,False,36.271,"LINESTRING (4.1913271 43.5644665, 4.1909496 43.5646442)",,,,Boulevard Intérieur Sud,
26370202,False,,,residential,True,34.853,"LINESTRING (4.1913271 43.5644665, 4.191684 43.5642894)",,,,Boulevard Intérieur Sud,
"[26369713, 26369061, 26369711]",True,,,"['residential', 'living_street']",False,91.523,"LINESTRING (4.1913271 43.5644665, 4.1913202 43.5644598, 4.1912624 43.5643918, 4.1908205 43.5639134, 4.1906939 43.5637833)",,20,,Boulevard Gambetta,yes
26369061,True,,,residential,False,62.973,"LINESTRING (4.1917272 43.564953, 4.1913271 43.5644665)",,,,Boulevard Gambetta,
26369690,False,,,residential,False,26.767,"LINESTRING (4.1917272 43.564953, 4.1914374 43.5650707)",,,,Rue du 14 Juillet,
26369061,True,,,residential,False,51.599,"LINESTRING (4.192043 43.5653567, 4.1917272 43.564953)",,,,Boulevard Gambetta,
26369698,False,,,residential,False,58.698,"LINESTRING (4.192043 43.5653567, 4.1914015 43.5656069)",,,,Rue Marceau,
27090036,False,,,residential,False,69.315,"LINESTRING (4.192043 43.5653567, 4.192129 43.5653173, 4.19277 43.5650234)",,,,Rue Sauze Arsenal,
173515157,False,,,residential,True,60.352,"LINESTRING (4.1923056 43.5656692, 4.1916434 43.5659229)",,,,Rue Émile Jamais,
26369061,True,,,residential,False,40.696,"LINESTRING (4.1923056 43.5656692, 4.1921137 43.5654331, 4.192043 43.5653567)",,,,Boulevard Gambetta,
173515157,False,,,residential,False,70.492,"LINESTRING (4.1923056 43.5656692, 4.1923924 43.5656321, 4.193059 43.5653469)",,,,Rue Émile Jamais,
26369061,True,,,residential,False,51.905,"LINESTRING (4.1926489 43.5660642, 4.1926333 43.5660462, 4.1923056 43.5656692)",,,,Boulevard Gambetta,
26369687,True,,,residential,False,66.75399999999999,"LINESTRING (4.1926489 43.5660642, 4.1921752 43.5662736, 4.1919829 43.5662975, 4.1919065 43.5662844)",,,,Rue Pasteur,
27063317,False,,,residential,True,44.617,"LINESTRING (4.1934784 43.5670593, 4.1937696 43.5674006)",,,,Faubourg National,
"[26369060, 27059551]",False,,,residential,False,32.690999999999995,"LINESTRING (4.1934784 43.5670593, 4.1933678 43.5669286, 4.1933362 43.5668942, 4.193324 43.5668808, 4.1932641 43.5668097)",,,,,yes
158474314,False,,,residential,False,222.18099999999998,"LINESTRING (4.1934784 43.5670593, 4.1935651 43.5670143, 4.1942996 43.5666297, 4.1948341 43.5663388, 4.1952913 43.5661032, 4.195605 43.565968, 4.1957195 43.5658975)",,,,Boulevard Diderot,
158474314,False,,,residential,True,49.415000000000006,"LINESTRING (4.1934784 43.5670593, 4.1932688 43.5671748, 4.1929902 43.5673283)",,,,Boulevard Diderot,
27045916,False,,,residential,False,73.586,"LINESTRING (4.1965204 43.5655762, 4.1966915 43.5654997, 4.1967908 43.5654375, 4.1968772 43.5653618, 4.1969085 43.5653313, 4.1971312 43.5650967)",,,,,
27045916,False,,,residential,True,61.488,"LINESTRING (4.1965204 43.5655762, 4.1959771 43.5658257, 4.1958581 43.5658365)",,,,,
27063313,False,,,residential,False,322.574,"LINESTRING (4.1965204 43.5655762, 4.1965433 43.5656076, 4.1966807 43.5656824, 4.1968629 43.5657973, 4.1969 43.5658216, 4.1969163 43.5658379, 4.1969283 43.5658544, 4.1969287 43.5658751, 4.196913 43.5659022, 4.1967638 43.5661152, 4.1967136 43.566143, 4.1966043 43.5661896, 4.1952344 43.566789, 4.194702 43.5669993, 4.1941454 43.5672315)",,,,Rue Abbé Taignon,
27045916,False,,,residential,True,73.586,"LINESTRING (4.1971312 43.5650967, 4.1969085 43.5653313, 4.1968772 43.5653618, 4.1967908 43.5654375, 4.1966915 43.5654997, 4.1965204 43.5655762)",,,,,
27047511,True,,,residential,False,23.315,"LINESTRING (4.1971312 43.5650967, 4.197214 43.5650075, 4.1972715 43.5649669, 4.1973208 43.5649412)",,,,,
27047474,True,,,residential,False,19.855,"LINESTRING (4.1975365 43.5647654, 4.1974815 43.5648168, 4.1974514 43.5648539, 4.1974472 43.564871, 4.1974512 43.5648894, 4.1974631 43.5649228)",,,,Chemin Haut de Peccais,
288771974,True,2,D 979,secondary,False,19.393,"LINESTRING (4.1861665 43.5646801, 4.1862577 43.5648415)",,50,,,
49010689,True,1,,unclassified,False,23.953,"LINESTRING (4.1861665 43.5646801, 4.1862161 43.5647035, 4.1862815 43.5647275, 4.1863205 43.5647398, 4.1863679 43.5647489, 4.1864411 43.5647501)",,,,,
429537993,False,,D 979,secondary,False,8.844,"LINESTRING (4.1862577 43.5648415, 4.186159 43.5648763)",,,,,
49010691,True,1,,unclassified,False,18.142,"LINESTRING (4.1862577 43.5648415, 4.1863539 43.5647788, 4.1864411 43.5647501)",,,,,
159103543,True,1,D 979,secondary,False,28.058,"LINESTRING (4.1862577 43.5648415, 4.1863716 43.5649546, 4.1864647 43.5650444)",,50,,,
49010686,False,,,unclassified,False,66.387,"LINESTRING (4.186996 43.5647908, 4.1870971 43.5648768, 4.1871624 43.5649958, 4.187308 43.5653358)",,,,,
667683312,True,1,,unclassified,False,43.342999999999996,"LINESTRING (4.186996 43.5647908, 4.1869551 43.5648166, 4.1868533 43.5648105, 4.186645 43.5647978, 4.1864782 43.5648298)",,,,,
25890788,True,,,unclassified,False,473.7410000000001,"LINESTRING (4.187308 43.5653358, 4.1873145 43.5654006, 4.1875862 43.5660598, 4.1876816 43.566206, 4.1883595 43.5671367, 4.1892307 43.5683282, 4.1893616 43.5684619, 4.1894572 43.5685381, 4.1895332 43.5685776, 4.1896092 43.5686189, 4.1896805 43.5686484, 4.1897564 43.5686685, 4.1898376 43.5686819, 4.1899172 43.5686861, 4.1901045 43.5686795, 4.1902682 43.5686534, 4.1902985 43.5686576, 4.1903333 43.5686624)",,,,,
49010686,False,,,unclassified,True,66.387,"LINESTRING (4.187308 43.5653358, 4.1871624 43.5649958, 4.1870971 43.5648768, 4.186996 43.5647908)",,,,,
501680983,False,,,unclassified,False,159.52200000000002,"LINESTRING (4.187308 43.5653358, 4.1874718 43.565308, 4.188983 43.564584)",,,,,
26369691,False,,,unclassified,False,72.88,"LINESTRING (4.188983 43.564584, 4.1894624 43.5651398)",,,,,
26369857,False,,,unclassified,True,80.89399999999999,"LINESTRING (4.188983 43.564584, 4.1889835 43.5647506, 4.1889166 43.5648868, 4.1887213 43.5651975, 4.1887134 43.5652722)",,,,,
501680983,False,,,unclassified,True,159.52200000000002,"LINESTRING (4.188983 43.564584, 4.1874718 43.565308, 4.187308 43.5653358)",,,,,
1117322184,False,2,,unclassified,False,164.178,"LINESTRING (4.188983 43.564584, 4.1893635 43.5644053, 4.1895148 43.5643194, 4.1906939 43.5637833)",,,,,
26369857,False,,,unclassified,False,80.894,"LINESTRING (4.1887134 43.5652722, 4.1887213 43.5651975, 4.1889166 43.5648868, 4.1889835 43.5647506, 4.188983 43.564584)",,,,,
26369696,False,,,residential,True,83.032,"LINESTRING (4.1883552 43.5659129, 4.1888362 43.5665733)",,,,Rue Pauline Rolland,
26370202,False,,,residential,True,50.729,"LINESTRING (4.1883552 43.5659129, 4.1888612 43.5656414)",,,,Boulevard Intérieur Sud,
"[26370202, 26370204]",False,,,residential,False,121.212,"LINESTRING (4.1883552 43.5659129, 4.1880171 43.566085, 4.1879132 43.5662615, 4.1882944 43.5667928)",,,,"['Boulevard Intérieur Sud', 'Boulevard Intérieur Ouest']",
26370202,False,,,residential,False,50.729,"LINESTRING (4.1888612 43.5656414, 4.1883552 43.5659129)",,,,Boulevard Intérieur Sud,
26370202,False,,,residential,True,33.798,"LINESTRING (4.1888612 43.5656414, 4.1892142 43.5654772)",,,,Boulevard Intérieur Sud,
26369693,False,,,residential,True,29.096999999999998,"LINESTRING (4.1888612 43.5656414, 4.1888942 43.5656782, 4.1890578 43.5658609)",,,,Rue Victor Hugo,
26369061,True,,,residential,False,3.451,"LINESTRING (4.1932641 43.5668097, 4.1932418 43.5667832)",,,,Boulevard Gambetta,
"[26369060, 27059551]",False,,,residential,True,32.691,"LINESTRING (4.1932641 43.5668097, 4.193324 43.5668808, 4.1933362 43.5668942, 4.1933678 43.5669286, 4.1934784 43.5670593)",,,,,yes
26369684,False,,,residential,False,58.904,"LINESTRING (4.1919065 43.5662844, 4.1922642 43.5667464)",,,,Rue Louis Blanc,
26369684,False,,,residential,True,45.444,"LINESTRING (4.1919065 43.5662844, 4.1916434 43.5659229)",,,,Rue Louis Blanc,
1117148111,False,,,residential,True,109.602,"LINESTRING (4.1919065 43.5662844, 4.1917978 43.5663014, 4.1906747 43.5666976)",,,,Rue Pasteur,
26369684,False,,,residential,False,45.444,"LINESTRING (4.1916434 43.5659229, 4.1919065 43.5662844)",,,,Rue Louis Blanc,
26369684,False,,,residential,True,40.181,"LINESTRING (4.1916434 43.5659229, 4.1914015 43.5656069)",,,,Rue Louis Blanc,
173515157,False,,,residential,False,60.352,"LINESTRING (4.1916434 43.5659229, 4.1923056 43.5656692)",,,,Rue Émile Jamais,
173515157,False,,,residential,True,173.27200000000002,"LINESTRING (4.1916434 43.5659229, 4.1904343 43.5663662, 4.190381 43.5663823, 4.1903558 43.566392, 4.1901866 43.5664576, 4.1902052 43.566483, 4.1904217 43.5667915)",,,,Rue Émile Jamais,
26369684,False,,,residential,False,40.181,"LINESTRING (4.1914015 43.5656069, 4.1916434 43.5659229)",,,,Rue Louis Blanc,
26369684,False,,,residential,True,50.614,"LINESTRING (4.1914015 43.5656069, 4.1910815 43.5652152)",,,,Rue Louis Blanc,
26369698,False,,,residential,True,58.698,"LINESTRING (4.1914015 43.5656069, 4.192043 43.5653567)",,,,Rue Marceau,
287539800,True,,,residential,False,111.832,"LINESTRING (4.1914015 43.5656069, 4.1901679 43.5660679)",,,,Rue Marceau,
26369684,False,,,residential,False,50.614,"LINESTRING (4.1910815 43.5652152, 4.1914015 43.5656069)",,,,Rue Louis Blanc,
26369684,False,,,residential,True,59.041,"LINESTRING (4.1910815 43.5652152, 4.1906952 43.564764)",,,,Rue Louis Blanc,
26369690,False,,,residential,True,32.87,"LINESTRING (4.1910815 43.5652152, 4.1914374 43.5650707)",,,,Rue du 14 Juillet,
263544385,True,,,residential,False,108.11,"LINESTRING (4.1910815 43.5652152, 4.1899122 43.5656921)",,,,Rue Jean-Jacques Rousseau,
26369684,False,,,residential,False,59.041,"LINESTRING (4.1906952 43.564764, 4.1910815 43.5652152)",,,,Rue Louis Blanc,
26370202,False,,,residential,True,24.446,"LINESTRING (4.1906952 43.564764, 4.1909496 43.5646442)",,,,Boulevard Intérieur Sud,
26370202,False,,,residential,False,143.28199999999998,"LINESTRING (4.1906952 43.564764, 4.1895985 43.5652984, 4.1892142 43.5654772)",,,,Boulevard Intérieur Sud,
287539798,False,,,residential,False,69.372,"LINESTRING (4.1906747 43.5666976, 4.1908231 43.566892, 4.1910885 43.5672447)",,,,Rue Alsace Lorraine,
1117148111,False,,,residential,False,109.602,"LINESTRING (4.1906747 43.5666976, 4.1917978 43.5663014, 4.1919065 43.5662844)",,,,Rue Pasteur,
"[77340959, 1117148111]",False,,,residential,True,22.902,"LINESTRING (4.1906747 43.5666976, 4.1904528 43.5667801, 4.1904217 43.5667915)",,,,Rue Pasteur,
26369686,False,,,residential,False,105.08,"LINESTRING (4.1887706 43.567394, 4.1899334 43.566966)",,,,Rue Amiral Courbet,
26370204,False,,,residential,True,39.829,"LINESTRING (4.1887706 43.567394, 4.1885455 43.5670751)",,,,Boulevard Intérieur Ouest,
"[26370204, 146764174]",False,,,residential,False,98.799,"LINESTRING (4.1887706 43.567394, 4.1890548 43.5677549, 4.1892999 43.5677571, 4.1894681 43.5677493, 4.1895438 43.5677773, 4.1896569 43.5678532)",,,,"['Place du Château', 'Boulevard Intérieur Ouest']",
26370204,False,,,residential,False,39.829,"LINESTRING (4.1885455 43.5670751, 4.1887706 43.567394)",,,,Boulevard Intérieur Ouest,
26370204,False,,,residential,True,37.345,"LINESTRING (4.1885455 43.5670751, 4.1882944 43.5667928)",,,,Boulevard Intérieur Ouest,
"[26369688, 26369693]",False,,,residential,False,138.562,"LINESTRING (4.1885455 43.5670751, 4.1896521 43.5666691, 4.1894336 43.5663599)",,,,"['Rue Victor Hugo', 'Rue Sadi Carnot']",
27090035,False,,,residential,False,42.85,"LINESTRING (4.193059 43.5653469, 4.19277 43.5650234)",,,,Rue Rouget de l'Isle,
280806603,True,,,residential,False,105.979,"LINESTRING (4.193059 43.5653469, 4.1941948 43.5648662)",,,,Rue Roger Salengro,
27090035,False,,,residential,True,47.38999999999999,"LINESTRING (4.193059 43.5653469, 4.1930739 43.5653632, 4.1932281 43.5655284, 4.1933508 43.5656756, 4.1933696 43.5657081)",,,,Rue Rouget de l'Isle,
173515157,False,,,residential,True,70.492,"LINESTRING (4.193059 43.5653469, 4.1923924 43.5656321, 4.1923056 43.5656692)",,,,Rue Émile Jamais,
146764149,True,,,residential,False,47.324,"LINESTRING (4.1941948 43.5648662, 4.1938146 43.5645418)",,,,Boulevard Intérieur Est,
77340962,True,,,residential,False,70.283,"LINESTRING (4.1933696 43.5657081, 4.1926489 43.5660642)",,,,Rue Paul Bert,
27090035,False,,,residential,False,47.38999999999999,"LINESTRING (4.1933696 43.5657081, 4.1933508 43.5656756, 4.1932281 43.5655284, 4.1930739 43.5653632, 4.193059 43.5653469)",,,,Rue Rouget de l'Isle,
27090035,False,,,residential,False,32.374,"LINESTRING (4.19277 43.5650234, 4.1925611 43.5647747)",,,,Rue Rouget de l'Isle,
27090035,False,,,residential,True,42.85,"LINESTRING (4.19277 43.5650234, 4.193059 43.5653469)",,,,Rue Rouget de l'Isle,
27090036,False,,,residential,True,69.315,"LINESTRING (4.19277 43.5650234, 4.192129 43.5653173, 4.192043 43.5653567)",,,,Rue Sauze Arsenal,
26369702,True,,,residential,False,89.932,"LINESTRING (4.1924308 43.5646119, 4.1933641 43.5641683)",,,,Rue Dipietro,
27090035,False,,,residential,False,30.379,"LINESTRING (4.1924308 43.5646119, 4.1922319 43.5643798)",,,,Rue Rouget de l'Isle,
27090035,False,,,residential,True,20.927,"LINESTRING (4.1924308 43.5646119, 4.1925611 43.5647747)",,,,Rue Rouget de l'Isle,
26370202,False,,,residential,False,31.941,"LINESTRING (4.1920189 43.5641357, 4.191684 43.5642894)",,,,Boulevard Intérieur Sud,
27090035,False,,,residential,True,32.113,"LINESTRING (4.1920189 43.5641357, 4.1922319 43.5643798)",,,,Rue Rouget de l'Isle,
"[26370202, 1117148086]",False,,,residential,True,82.022,"LINESTRING (4.1920189 43.5641357, 4.1927848 43.5637747, 4.1928197 43.5637583, 4.1928822 43.5637621)",,,,Boulevard Intérieur Sud,
26369693,False,,,residential,False,63.21,"LINESTRING (4.1894336 43.5663599, 4.1890578 43.5658609)",,,,Rue Victor Hugo,
26369695,False,,,residential,False,53.663,"LINESTRING (4.1894336 43.5663599, 4.1888362 43.5665733)",,,,Rue Denfert Rochereau,
"[26369688, 26369693]",False,,,residential,True,138.562,"LINESTRING (4.1894336 43.5663599, 4.1896521 43.5666691, 4.1885455 43.5670751)",,,,"['Rue Victor Hugo', 'Rue Sadi Carnot']",
26369693,False,,,residential,True,63.21,"LINESTRING (4.1890578 43.5658609, 4.1894336 43.5663599)",,,,Rue Victor Hugo,
27046363,False,,,residential,False,31.787,"LINESTRING (4.1890578 43.5658609, 4.1893928 43.5657099)",,,,Ruelle Petit Bouschet,
26369693,False,,,residential,False,29.096999999999998,"LINESTRING (4.1890578 43.5658609, 4.1888942 43.5656782, 4.1888612 43.5656414)",,,,Rue Victor Hugo,
26369695,False,,,residential,False,50.012,"LINESTRING (4.1888362 43.5665733, 4.1882944 43.5667928)",,,,Rue Denfert Rochereau,
26369695,False,,,residential,True,53.663,"LINESTRING (4.1888362 43.5665733, 4.1894336 43.5663599)",,,,Rue Denfert Rochereau,
26369696,False,,,residential,False,83.032,"LINESTRING (4.1888362 43.5665733, 4.1883552 43.5659129)",,,,Rue Pauline Rolland,
26369695,False,,,residential,True,50.012,"LINESTRING (4.1882944 43.5667928, 4.1888362 43.5665733)",,,,Rue Denfert Rochereau,
26370204,False,,,residential,False,37.345,"LINESTRING (4.1882944 43.5667928, 4.1885455 43.5670751)",,,,Boulevard Intérieur Ouest,
"[26370202, 26370204]",False,,,residential,True,121.212,"LINESTRING (4.1882944 43.5667928, 4.1879132 43.5662615, 4.1880171 43.566085, 4.1883552 43.5659129)",,,,"['Boulevard Intérieur Sud', 'Boulevard Intérieur Ouest']",
146764149,True,,,residential,False,31.333,"LINESTRING (4.1938146 43.5645418, 4.1935503 43.5643351)",,,,Boulevard Intérieur Est,
280806601,True,,,residential,False,99.757,"LINESTRING (4.1938146 43.5645418, 4.19277 43.5650234)",,,,Rue Hoche,
26369701,True,,,residential,False,86.761,"LINESTRING (4.1922319 43.5643798, 4.1931318 43.5639513)",,,,Rue de l'Arsenal,
27090035,False,,,residential,False,32.113,"LINESTRING (4.1922319 43.5643798, 4.1920189 43.5641357)",,,,Rue Rouget de l'Isle,
27090035,False,,,residential,True,30.379,"LINESTRING (4.1922319 43.5643798, 4.1924308 43.5646119)",,,,Rue Rouget de l'Isle,
146764149,True,,,residential,False,29.104,"LINESTRING (4.1931318 43.5639513, 4.1928822 43.5637621)",,,,Boulevard Intérieur Est,
146764149,True,,,residential,False,30.538,"LINESTRING (4.1933641 43.5641683, 4.1931318 43.5639513)",,,,Boulevard Intérieur Est,
26369704,True,,,residential,False,93.497,"LINESTRING (4.1925611 43.5647747, 4.1935503 43.5643351)",,,,Rue des Bains,
27090035,False,,,residential,False,20.927,"LINESTRING (4.1925611 43.5647747, 4.1924308 43.5646119)",,,,Rue Rouget de l'Isle,
27090035,False,,,residential,True,32.374,"LINESTRING (4.1925611 43.5647747, 4.19277 43.5650234)",,,,Rue Rouget de l'Isle,
146764149,True,,,residential,False,23.855,"LINESTRING (4.1935503 43.5643351, 4.1933641 43.5641683)",,,,Boulevard Intérieur Est,
77340962,True,,,residential,False,66.812,"LINESTRING (4.1944916 43.5651243, 4.193816 43.5654727)",,,,Rue Paul Bert,
146764149,True,,,residential,False,37.357,"LINESTRING (4.1944916 43.5651243, 4.1941948 43.5648662)",,,,Boulevard Intérieur Est,
26369691,False,,,unclassified,True,72.88,"LINESTRING (4.1894624 43.5651398, 4.188983 43.564584)",,,,,
26369720,False,,,unclassified,False,23.945999999999998,"LINESTRING (4.194285 43.5648157, 4.1943235 43.5647942, 4.1944216 43.5647307, 4.1945046 43.5646709)",,,,,
26369720,False,,,unclassified,True,23.946,"LINESTRING (4.1945046 43.5646709, 4.1944216 43.5647307, 4.1943235 43.5647942, 4.194285 43.5648157)",,,,,
27045644,False,2,,unclassified,False,159.886,"LINESTRING (4.1945046 43.5646709, 4.1951696 43.5652613, 4.1954644 43.5655031, 4.1956558 43.5656727, 4.1957217 43.565798)",,,,,
27046363,False,,,residential,True,37.634,"LINESTRING (4.1897894 43.5655311, 4.1893928 43.5657099)",,,,Ruelle Petit Bouschet,
27045918,False,,,residential,True,61.064,"LINESTRING (4.1920212 43.567377, 4.1913631 43.5676494)",,,,Rue Émile Zola,
27047475,True,,,residential,False,20.804000000000002,"LINESTRING (4.1976192 43.5651283, 4.1975798 43.5650967, 4.1975532 43.5650736, 4.1975288 43.5650558, 4.1974726 43.5650305, 4.197417 43.565021)",,,,,
27063183,False,,,residential,False,19.365000000000002,"LINESTRING (4.1972254 43.5679655, 4.1972381 43.5679961, 4.1972657 43.56805, 4.1973135 43.5681273)",,,,Rue Nicolas Lasserre,
"[399227630, 27063279]",False,,,residential,False,143.47899999999998,"LINESTRING (4.1972254 43.5679655, 4.1959725 43.5681855, 4.1957874 43.568225, 4.1954972 43.5682764)",,30,,Avenue Frédéric Mistral,
31965623,False,,,residential,True,41.803,"LINESTRING (4.1943322 43.5704603, 4.194767 43.5703981, 4.1948408 43.5703859)",,,,Avenue Jeanne Demessieux,
280922249,False,,,residential,False,58.461,"LINESTRING (4.1943322 43.5704603, 4.1940817 43.5703408, 4.1937214 43.5701765)",,,,Rue de la Pinède,
26370236,False,2,D 979,secondary,False,66.59,"LINESTRING (4.1919733 43.5693767, 4.1919364 43.5693247, 4.1916421 43.5689095, 4.1915957 43.568844)",,50,,Avenue de la Tour de Constance,
"[26370235, 26370236, 159547334]",False,2,D 979,secondary,True,115.013,"LINESTRING (4.1919733 43.5693767, 4.1921121 43.5696235, 4.192164 43.5697157, 4.192175 43.5698049, 4.1921491 43.5698578, 4.1921305 43.5698959, 4.1920644 43.569955, 4.1917532 43.5701788, 4.1916622 43.5702377)",yes,50,,Avenue de la Tour de Constance,
53745594,True,,,residential,False,122.72399999999999,"LINESTRING (4.1919733 43.5693767, 4.1921464 43.5693334, 4.1925293 43.5691872, 4.1932816 43.5689472, 4.1933613 43.5689251)",,,,Faubourg du 12 Avril,
