osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
26142689,D 915Z,Rue de Gisors,secondary,False,False,57.172000000000004,"LINESTRING (2.0954772 49.0526073, 2.0954075 49.0526572, 2.095323 49.0527152, 2.0950853 49.0528883, 2.0950083 49.052942, 2.0949458 49.0529855)",,,,
26142689,D 915Z,Rue de Gisors,secondary,False,True,65.018,"LINESTRING (2.0954772 49.0526073, 2.0955328 49.0525728, 2.0959834 49.0522414, 2.096017 49.0522164, 2.0960747 49.0521733)",,,,
175146981,D 14,Rue de l'Hôtel Dieu,primary,True,False,31.539,"LINESTRING (2.1009937 49.0483856, 2.1011004 49.0484033, 2.1012016 49.0484134, 2.1012546 49.0484156, 2.1013217 49.0484147, 2.1013683 49.0484141, 2.1014217 49.0484118)",1,50,,
175146983,,Rue de l'Hôtel Dieu,secondary,True,False,27.142999999999997,"LINESTRING (2.1009937 49.0483856, 2.1010836 49.0484178, 2.101154 49.0484411, 2.1011991 49.0484541, 2.1012378 49.0484653, 2.1013313 49.0484877)",2,50,,
26142689,D 915Z,Rue de Gisors,secondary,False,True,57.172000000000004,"LINESTRING (2.0949458 49.0529855, 2.0950083 49.052942, 2.0950853 49.0528883, 2.095323 49.0527152, 2.0954075 49.0526572, 2.0954772 49.0526073)",,,,
"[369340593, 43336939]",D 915Z,Boulevard Jean Jaurès,secondary,False,False,57.206,"LINESTRING (2.1031831 49.0501223, 2.102852 49.0502829, 2.102677 49.0503775, 2.1025485 49.0504232)",3,,,
43336941,D 915Z,,secondary,True,False,19.112000000000002,"LINESTRING (2.1031831 49.0501223, 2.1032422 49.0500474, 2.1032843 49.0499643)",2,,,
26142689,D 915Z,Rue de Gisors,secondary,False,True,9.157,"LINESTRING (2.0960747 49.0521733, 2.0961725 49.0521216)",,,,
26142689,D 915Z,Rue de Gisors,secondary,False,False,65.018,"LINESTRING (2.0960747 49.0521733, 2.096017 49.0522164, 2.0959834 49.0522414, 2.0955328 49.0525728, 2.0954772 49.0526073)",,,,
176034385,,Rue Séré Depoin,tertiary,False,True,17.801000000000002,"LINESTRING (2.0960107 49.0477832, 2.0959126 49.0478155, 2.0957924 49.047855)",,30,,
"[176034386, 810194255]",,Rue Séré Depoin,tertiary,False,False,91.822,"LINESTRING (2.0960107 49.0477832, 2.0961003 49.0477583, 2.0962674 49.0477118, 2.0968033 49.0475627, 2.0971704 49.0474605)",,"['30', '50']",,
26654121,,Rue Jean Paul Soutumier,residential,True,False,218.63199999999998,"LINESTRING (2.1052099 49.0531598, 2.1050862 49.0530917, 2.1050161 49.0530386, 2.1049801 49.0530027, 2.1049443 49.0529552, 2.1049303 49.0529074, 2.1049044 49.0526263, 2.1048685 49.0525368, 2.1047945 49.0524434, 2.1046583 49.0523251, 2.1045636 49.0522622, 2.1044848 49.0522228, 2.1040444 49.0520022, 2.1034222 49.0517106)",,,,
915125834,D 927,Rue de l'Hermitage,secondary,False,True,27.472,"LINESTRING (2.1052099 49.0531598, 2.1052072 49.0531817, 2.1051936 49.0532356, 2.1051846 49.0532703, 2.1051565 49.0534043)",2,30,,
1069965679,D 927,Rue de l'Hermitage,secondary,False,False,91.742,"LINESTRING (2.1052099 49.0531598, 2.1052146 49.053072, 2.1052231 49.0530249, 2.1052457 49.0529592, 2.1052591 49.0529073, 2.1052656 49.0528555, 2.105274 49.0527634, 2.1052899 49.0526359, 2.1053387 49.05234)",2,30,,
26654121,,Rue Jean Paul Soutumier,residential,True,False,63.465,"LINESTRING (2.1034222 49.0517106, 2.1033219 49.0516626, 2.102709 49.0515119, 2.1026255 49.0514865)",,,,
"[26654120, 369345798]",,"['Place Saint-Louis', 'Rue Lucien Francia']",residential,True,False,159.72799999999998,"LINESTRING (2.1026255 49.0514865, 2.1025235 49.0515174, 2.1023493 49.0515787, 2.1020397 49.0516554, 2.1016114 49.0516962, 2.1015461 49.0517001, 2.1009934 49.0515189, 2.1007961 49.0514573, 2.1007533 49.0514419, 2.1006131 49.0513824)",,,,
26654121,,Rue Jean Paul Soutumier,residential,True,False,121.857,"LINESTRING (2.1026255 49.0514865, 2.1027421 49.0507355, 2.1026489 49.0505202, 2.1025485 49.0504232)",,,,
