osmid,oneway,name,highway,reversed,length,geometry,lanes,access,ref,junction,bridge,maxspeed
97369310,True,Rue Georges Bizet,unclassified,False,28.428,"LINESTRING (4.0399812 48.3165063, 4.0401417 48.3166067, 4.0402049 48.3166415, 4.0402681 48.3166763)",,,,,,
230510260,False,Rue Georges Bizet,unclassified,False,72.917,"LINESTRING (4.0399812 48.3165063, 4.0399456 48.316408, 4.0399501 48.3163408, 4.0399883 48.3162723, 4.0400907 48.3161953, 4.0404198 48.3159736)",2,,,,,
236849838,False,Rue des Troènes,residential,False,84.7,"LINESTRING (4.0399812 48.3165063, 4.0399088 48.31655, 4.0397902 48.31659, 4.0396981 48.3166136, 4.0395813 48.3166242, 4.0394857 48.3166206, 4.0393725 48.3166018, 4.0392893 48.3165806, 4.0391972 48.3165359, 4.0391193 48.3164864, 4.0391052 48.3164264, 4.0391547 48.3163817)",,,,,,
197591786,False,Rue Georges Bizet,unclassified,False,24.695999999999998,"LINESTRING (4.04063 48.3142323, 4.0407537 48.3142568, 4.0409432 48.3143086)",,,,,,
230510256,False,Rue Archimède,tertiary,True,330.831,"LINESTRING (4.0441612 48.3163394, 4.0440995 48.3163701, 4.0440183 48.3164274, 4.0438637 48.3165632, 4.0436793 48.3167135, 4.0436022 48.3167547, 4.0434353 48.3168439, 4.0430269 48.3170392, 4.042551 48.3172687, 4.0422338 48.3173873, 4.0419681 48.317444, 4.0418095 48.3174546, 4.0415795 48.3174506, 4.0413514 48.3174335, 4.0411492 48.3173728, 4.0409747 48.3173056, 4.0407685 48.3171909, 4.0406019 48.3170643, 4.0405246 48.3170037)",,,,,,
97369276,True,Rue d'Orléans,residential,False,33.385,"LINESTRING (4.0411147 48.3154875, 4.0415019 48.3153331)",,destination,,,,
230510260,False,Rue Georges Bizet,unclassified,False,34.394,"LINESTRING (4.0411147 48.3154875, 4.0411723 48.3154195, 4.0412368 48.315331, 4.0412755 48.3152006)",2,,,,,
230510260,False,Rue Georges Bizet,unclassified,True,74.597,"LINESTRING (4.0411147 48.3154875, 4.0408405 48.3156897, 4.0404198 48.3159736)",2,,,,,
89417177,False,Rue Roger Thieblemont,residential,True,15.862,"LINESTRING (4.043003 48.3147488, 4.0431808 48.3148286)",,,,,,
230431353,False,Rue Jean Mermoz,residential,False,138.34199999999998,"LINESTRING (4.043003 48.3147488, 4.042903 48.3147211, 4.0420408 48.3144432, 4.0413311 48.3141915)",,,,,,
230431356,True,Rue Jean Mermoz,residential,False,18.490000000000002,"LINESTRING (4.043003 48.3147488, 4.0430894 48.3146917, 4.0432088 48.3146606)",,,,,,
88892189,False,Rue Jean Mermoz,residential,True,121.658,"LINESTRING (4.0432088 48.3146606, 4.0432728 48.31463, 4.0438314 48.3144215, 4.0445422 48.3141455, 4.0446309 48.3141111)",,,,,,
230431358,True,Rue Jean Mermoz,residential,False,19.228,"LINESTRING (4.0432088 48.3146606, 4.0432244 48.3147291, 4.0431989 48.3147873, 4.0431808 48.3148286)",,,,,,
449543151,False,Rue du Maréchal Juin,unclassified,True,30.858,"LINESTRING (4.0446309 48.3141111, 4.0448703 48.3143384)",2,,,,,
88892189,False,Rue Jean Mermoz,residential,False,121.65799999999999,"LINESTRING (4.0446309 48.3141111, 4.0445422 48.3141455, 4.0438314 48.3144215, 4.0432728 48.31463, 4.0432088 48.3146606)",,,,,,
99497671,True,Avenue Roger Salengro,primary,False,43.411,"LINESTRING (4.0450448 48.3144536, 4.0455258 48.3142298)",,,D 319,,,
442508875,True,Rue du Maréchal Juin,unclassified,False,7.839,"LINESTRING (4.0450448 48.3144536, 4.0451026 48.3145127)",,,,,,
88897256,False,Impasse Gabriel Péri,residential,True,26.494,"LINESTRING (4.0477913 48.3149871, 4.0477571 48.3148972, 4.0477401 48.3147521)",,,,,,
88897271,True,Rue Pierre Curie,residential,False,70.112,"LINESTRING (4.0477913 48.3149871, 4.047467 48.3149982, 4.0472241 48.3149787, 4.0468655 48.3148977)",,,,,,
88897256,False,Impasse Gabriel Péri,residential,False,26.494,"LINESTRING (4.0477401 48.3147521, 4.0477571 48.3148972, 4.0477913 48.3149871)",,,,,,
88897255,False,Impasse Jean-Baptiste Rousseau,residential,True,107.05,"LINESTRING (4.0468655 48.3148977, 4.0468759 48.3148113, 4.0467834 48.314674, 4.0467497 48.3145888, 4.046746 48.314512, 4.0468557 48.3143904, 4.0470166 48.3144076, 4.0470425 48.3144141, 4.0471694 48.3144459, 4.0474358 48.3145427)",,,,,,
88897271,True,Rue Pierre Curie,residential,False,118.43699999999998,"LINESTRING (4.0468655 48.3148977, 4.0465253 48.3147971, 4.0463015 48.3147137, 4.0460982 48.3146233, 4.0456933 48.3143589, 4.0456488 48.3143266, 4.0455876 48.3142784)",,,,,,
