osmid,oneway,name,highway,reversed,length,lanes,geometry,ref,maxspeed,bridge,junction
8559698,True,Boulevard Carnot,secondary,False,6.53,,"LINESTRING (2.6020919 46.3414793, 2.6021405 46.3415275)",,,,
13864593,False,Boulevard de Courtais,secondary,False,150.82399999999998,2,"LINESTRING (2.6020919 46.3414793, 2.6020043 46.3413722, 2.6019503 46.3413061, 2.601601 46.3409682, 2.6015671 46.3409236, 2.6015371 46.3408748, 2.6015027 46.3407898, 2.6014825 46.3407258, 2.601467 46.3406313, 2.601471 46.3405097, 2.6014831 46.340412, 2.6014957 46.3403542, 2.6015055 46.3403095, 2.6015245 46.340244)",,,,
13864593,False,Boulevard de Courtais,secondary,False,63.55200000000001,2,"LINESTRING (2.6015245 46.340244, 2.6015394 46.3401955, 2.6016056 46.3400124, 2.6017105 46.3397621, 2.6017239 46.3397301, 2.6017417 46.3396927)",,,,
13864593,False,Boulevard de Courtais,secondary,True,150.82399999999996,2,"LINESTRING (2.6015245 46.340244, 2.6015055 46.3403095, 2.6014957 46.3403542, 2.6014831 46.340412, 2.601471 46.3405097, 2.601467 46.3406313, 2.6014825 46.3407258, 2.6015027 46.3407898, 2.6015371 46.3408748, 2.6015671 46.3409236, 2.601601 46.3409682, 2.6019503 46.3413061, 2.6020043 46.3413722, 2.6020919 46.3414793)",,,,
13864593,False,Boulevard de Courtais,secondary,True,63.552,2,"LINESTRING (2.6017417 46.3396927, 2.6017239 46.3397301, 2.6017105 46.3397621, 2.6016056 46.3400124, 2.6015394 46.3401955, 2.6015245 46.340244)",,,,
13872002,False,Boulevard de Courtais,secondary,False,29.478,2,"LINESTRING (2.6017417 46.3396927, 2.6017724 46.3396361, 2.6018437 46.3395066, 2.6018789 46.3394451)",,,,
13872002,False,Boulevard de Courtais,secondary,True,29.477999999999998,2,"LINESTRING (2.6018789 46.3394451, 2.6018437 46.3395066, 2.6017724 46.3396361, 2.6017417 46.3396927)",,,,
878171364,False,Boulevard de Courtais,secondary,False,139.25,2,"LINESTRING (2.6018789 46.3394451, 2.6019106 46.3393911, 2.6019174 46.3393799, 2.6020199 46.3392112, 2.6021125 46.3390912, 2.6022213 46.33897, 2.6023398 46.3388517, 2.6024065 46.3387913, 2.6024807 46.338745, 2.6027112 46.3386199, 2.6028063 46.338579, 2.60283 46.3385688, 2.6029956 46.3385018)",,,,
13872008,False,Boulevard de Courtais,secondary,False,60.922999999999995,2,"LINESTRING (2.6029956 46.3385018, 2.6032061 46.3384368, 2.6032515 46.3384263, 2.6037402 46.3383139)",,,,
878171364,False,Boulevard de Courtais,secondary,True,139.25,2,"LINESTRING (2.6029956 46.3385018, 2.60283 46.3385688, 2.6028063 46.338579, 2.6027112 46.3386199, 2.6024807 46.338745, 2.6024065 46.3387913, 2.6023398 46.3388517, 2.6022213 46.33897, 2.6021125 46.3390912, 2.6020199 46.3392112, 2.6019174 46.3393799, 2.6019106 46.3393911, 2.6018789 46.3394451)",,,,
