osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction,tunnel
"[27425440, 1187426887, 24285867, 1022981177, 1022981178, 139302267, 139302268]",,"['Rue Ernest Renan', 'Rue Jean Cauchon']",residential,"['50', '30']",True,False,280.23299999999995,"LINESTRING (1.3626019 48.7362667, 1.3626524 48.7362066, 1.362787 48.7360574, 1.3629578 48.73589, 1.3632258 48.7356354, 1.3632605 48.7355998, 1.3632812 48.7355762, 1.363305 48.7355477, 1.3633275 48.7355159, 1.3633513 48.7354761, 1.3635114 48.7351492, 1.3635851 48.7349986, 1.3636164 48.7349285, 1.3636348 48.7348869, 1.3633476 48.734821, 1.363135 48.7347687, 1.3629923 48.7347319, 1.3629462 48.7347203, 1.3626479 48.7346436, 1.3626009 48.7346315, 1.3625694 48.7346199, 1.3625425 48.7346083, 1.3625066 48.7345886, 1.3624705 48.7345648, 1.3624407 48.7345427, 1.3624098 48.734526, 1.3623766 48.7345132, 1.3623127 48.7344883)",yes,2,,
813161025,D 20,Rue Saint-Thibault,secondary,50,False,True,56.245,"LINESTRING (1.3626019 48.7362667, 1.3624956 48.736219, 1.3624646 48.7362047, 1.3622814 48.7361201, 1.3622195 48.7360915, 1.3619729 48.7359773)",,,,
474072704,,Place Sainte-Barbe,secondary,50,True,False,21.147,"LINESTRING (1.3625238 48.7367191, 1.3624573 48.7366697, 1.3624259 48.7366407, 1.3623702 48.7365602)",,,,
474072710,D 912,Place Sainte-Barbe,secondary,50,True,False,28.831000000000003,"LINESTRING (1.3625238 48.7367191, 1.3623884 48.7367168, 1.362324 48.7367209, 1.3622714 48.7367254, 1.3621356 48.7367477)",,,,
24287141,,Rue Godeau,residential,30,True,False,72.657,"LINESTRING (1.3676083 48.7375124, 1.3675096 48.737712, 1.3671555 48.738089)",,,,
24287142,,Rue Godeau,residential,30,True,False,56.043,"LINESTRING (1.3676083 48.7375124, 1.3676361 48.7373118, 1.3676615 48.7370097)",,,,
25571765,D 912,Rue Parisis,secondary,50,True,False,146.25900000000001,"LINESTRING (1.3671555 48.738089, 1.3667474 48.7378375, 1.3662566 48.7375415, 1.3658996 48.7373031, 1.3657366 48.7371672)",,,,
"[474072688, 46418636]",,"['Rue de Sénarmont', 'Place Métézeau']",residential,50,True,False,79.79299999999999,"LINESTRING (1.3680162 48.7361895, 1.3679047 48.736138, 1.3678915 48.7361315, 1.3678816 48.7361238, 1.3678758 48.7361153, 1.3678727 48.7361054, 1.3678726 48.736098, 1.3678748 48.736089, 1.3678797 48.7360811, 1.3680873 48.7358193, 1.3681218 48.7357785, 1.3682719 48.7355818)",,,,
"[474072714, 668496559]",D 954,Place Anatole France,tertiary,50,True,False,49.998999999999995,"LINESTRING (1.3644928 48.7358121, 1.3644291 48.7359097, 1.3642938 48.7360928, 1.3642737 48.7361144, 1.3642536 48.736134, 1.3642299 48.7361521, 1.3642046 48.7361705, 1.3641865 48.7361848, 1.3641683 48.7362048)",,,,
"[668496553, 668496546]",,Place de la Bonde,living_street,50,False,"[False, True]",108.49800000000002,"LINESTRING (1.3644928 48.7358121, 1.3645288 48.7358158, 1.3647248 48.7358222, 1.3649108 48.7358235, 1.3648531 48.7357533, 1.3648264 48.7357188, 1.364808 48.7356891, 1.3648004 48.7356629, 1.3647989 48.7356376, 1.364801 48.7356063, 1.3648054 48.7355772, 1.3648143 48.7355502, 1.3648252 48.7355279, 1.3648414 48.7355033, 1.3648599 48.7354816, 1.3648784 48.7354643, 1.364898 48.7354496, 1.3649238 48.7354335, 1.3649509 48.735419, 1.3649737 48.7354085, 1.3649957 48.7354013, 1.3650144 48.7353974, 1.3650319 48.7353963, 1.365054 48.7353964, 1.3650844 48.735399, 1.3651194 48.7354043, 1.3651431 48.7353482, 1.3651704 48.7352799)",,,,
46418628,D 954,Place Anatole France,tertiary,50,True,False,22.541,"LINESTRING (1.3641683 48.7362048, 1.3641217 48.7362438, 1.3640787 48.7362752, 1.3640553 48.7362899, 1.3640235 48.7363059, 1.3639798 48.7363227, 1.36394 48.7363366)",,,,
197560598,D 954,Rue aux Tanneurs,tertiary,50,True,False,27.885,"LINESTRING (1.3641683 48.7362048, 1.3641583 48.7362366, 1.3641572 48.7362651, 1.3641602 48.7362887, 1.3641713 48.7363125, 1.3641922 48.7363378, 1.3642143 48.7363605, 1.3642523 48.736397, 1.3642645 48.7364159, 1.3642726 48.7364358)",,,,
956606711,D 912,Rue d'Orfeuil,secondary,50,True,False,100.98,"LINESTRING (1.3638246 48.737014, 1.3637171 48.7369848, 1.3635569 48.7369413, 1.363349 48.7368849, 1.3632111 48.7368572, 1.3626527 48.736745, 1.3625238 48.7367191)",,,,
24287145,,Rue des Teinturiers,tertiary,50,True,False,102.10600000000002,"LINESTRING (1.3651684 48.7343563, 1.3653315 48.7343873, 1.3654714 48.7344249, 1.3655679 48.7344541, 1.365613 48.7344718, 1.365641 48.734486, 1.3656742 48.7345072, 1.3657331 48.7345505, 1.3658585 48.7346478, 1.3659864 48.7347355, 1.3661077 48.7348146, 1.3661651 48.7348464, 1.3661954 48.7348586, 1.3662289 48.7348688, 1.3662744 48.7348766)",,,,
46418603,D 954,Rue du Vieux Pré,tertiary,50,True,False,101.645,"LINESTRING (1.3651684 48.7343563, 1.3651483 48.734393, 1.3651306 48.7344135, 1.3651096 48.7344339, 1.3650863 48.7344521, 1.3650644 48.73447, 1.3650432 48.734491, 1.3650271 48.7345137, 1.3650159 48.7345358, 1.365008 48.7345649, 1.364966 48.73478, 1.364935 48.7349704, 1.3649243 48.7350885, 1.3649186 48.7351556, 1.3649141 48.7351926, 1.3649015 48.7352377)",,,,
24287148,,Rue des Gaults,tertiary,50,True,False,141.902,"LINESTRING (1.3693289 48.7351451, 1.3696295 48.7352567, 1.3698061 48.7353254, 1.369953 48.7353736, 1.3703245 48.7355079, 1.3705899 48.735604, 1.3708313 48.7356915, 1.3710221 48.7357624)",,,,
"[555816131, 1117341310, 1117341311]",,Rue Doguereau,tertiary,"['50', '30']",True,False,173.06,"LINESTRING (1.3693289 48.7351451, 1.3694362 48.7352353, 1.3694797 48.7352721, 1.3695382 48.7353313, 1.369565 48.7353738, 1.369587 48.7354224, 1.3696616 48.7356056, 1.3697682 48.7359372, 1.3698685 48.736212, 1.3698894 48.7363401, 1.3698843 48.7364173, 1.3698726 48.7365338, 1.3698585 48.7366268)",,,,
25571751,,Rue de Châteaudun,residential,50,True,False,110.046,"LINESTRING (1.3710221 48.7357624, 1.370916 48.7358326, 1.3704295 48.7362665, 1.3701204 48.7365521)",,,,
474072698,,Rue des Gaults,tertiary,50,False,False,118.138,"LINESTRING (1.3710221 48.7357624, 1.3712073 48.7358319, 1.371281 48.7358593, 1.3714843 48.7359761, 1.3721276 48.7364494, 1.3721809 48.7364886)",,1,,
"[25571761, 555834491, 474072757, 474072758]",,Rue Pastre,residential,"['50', '30']",False,False,149.89700000000002,"LINESTRING (1.3710221 48.7357624, 1.3711504 48.7356903, 1.3718483 48.7352304, 1.3719044 48.7351942, 1.3720253 48.7351111, 1.3720663 48.7350855, 1.3721073 48.7350599, 1.3724315 48.7348229, 1.3724575 48.7348039)",yes,1,,
966717452,,Boulevard Louis Terrier,tertiary,50,True,False,6.133,"LINESTRING (1.3701121 48.73169, 1.3700696 48.7317375)",,1,,
966717449,D 34,Rue des Eparges,secondary,50,True,False,32.46,"LINESTRING (1.3701121 48.73169, 1.370215 48.7317286, 1.3702858 48.7317564, 1.3703401 48.7317807, 1.3703854 48.7318029, 1.3704043 48.7318121, 1.3704719 48.7318573)",,,,
781852351,D 34,Boulevard Pasteur,secondary,50,False,True,64.37100000000001,"LINESTRING (1.3749956 48.7338959, 1.3743741 48.7335858, 1.3742992 48.7335437)",,,,
555012840,D 34,Boulevard Pasteur,secondary,50,False,True,35.257,"LINESTRING (1.3742992 48.7335437, 1.3741881 48.7334791, 1.3740612 48.7334097, 1.373932 48.7333391)",,,,
555832196,,Rue Pastre,residential,50,False,True,121.045,"LINESTRING (1.3742992 48.7335437, 1.3742667 48.7335669, 1.3741976 48.7336145, 1.3731589 48.7343307)",,1,,
781852351,D 34,Boulevard Pasteur,secondary,50,False,False,64.37100000000001,"LINESTRING (1.3742992 48.7335437, 1.3743741 48.7335858, 1.3749956 48.7338959)",,,,
25571752,,Rue Claye,residential,50,True,False,107.693,"LINESTRING (1.3731589 48.7343307, 1.3730952 48.734305, 1.3727292 48.7341349, 1.3724204 48.7339077, 1.3723259 48.7338092, 1.3721991 48.7336781, 1.3721609 48.7336387)",,,,
555832195,,Rue Claye,residential,50,False,True,100.008,"LINESTRING (1.3731589 48.7343307, 1.3732173 48.7343572, 1.3739183 48.7346272, 1.3743398 48.73478)",,,,
555832196,,Rue Pastre,residential,50,False,False,121.045,"LINESTRING (1.3731589 48.7343307, 1.3741976 48.7336145, 1.3742667 48.7335669, 1.3742992 48.7335437)",,1,,
"[555834492, 555832196]",,Rue Pastre,residential,"['50', '30']",False,True,73.586,"LINESTRING (1.3731589 48.7343307, 1.3731043 48.7343684, 1.3729732 48.7344589, 1.3724575 48.7348039)",,1,,
25571750,,Rue Gromard,tertiary,50,True,False,109.443,"LINESTRING (1.3743398 48.73478, 1.3749582 48.7339485, 1.3749956 48.7338959)",,,,
555832195,,Rue Claye,residential,50,False,False,100.008,"LINESTRING (1.3743398 48.73478, 1.3739183 48.7346272, 1.3732173 48.7343572, 1.3731589 48.7343307)",,,,
555012059,D 929,Rue Saint-Denis,tertiary,50,True,False,96.077,"LINESTRING (1.3721609 48.7336387, 1.3719654 48.733712, 1.3711555 48.7339967, 1.3710049 48.7340449)",,,,
"[25571761, 555834491, 474072757, 474072758]",,Rue Pastre,residential,"['30', '50']",False,True,149.897,"LINESTRING (1.3724575 48.7348039, 1.3724315 48.7348229, 1.3721073 48.7350599, 1.3720663 48.7350855, 1.3720253 48.7351111, 1.3719044 48.7351942, 1.3718483 48.7352304, 1.3711504 48.7356903, 1.3710221 48.7357624)",yes,1,,
"[555832196, 555834492]",,Rue Pastre,residential,"['30', '50']",False,False,73.586,"LINESTRING (1.3724575 48.7348039, 1.3729732 48.7344589, 1.3731043 48.7343684, 1.3731589 48.7343307)",,1,,
555012059,D 929,Rue Saint-Denis,tertiary,50,True,False,10.998,"LINESTRING (1.3710049 48.7340449, 1.3708683 48.7340857)",,,,
25571753,,Rue Batardon,residential,50,True,False,135.918,"LINESTRING (1.3710049 48.7340449, 1.3717798 48.7344575, 1.3724575 48.7348039)",,,,
25571754,,Rue du Docteur Jousselin,residential,50,True,False,199.34900000000002,"LINESTRING (1.3669944 48.7321305, 1.3671009 48.7321299, 1.3680327 48.7321254, 1.3695141 48.7325172, 1.3695918 48.7325377)",,,,
"[25571744, 474072763, 474072764]",,Rue Saint-Martin,tertiary,30,False,False,154.977,"LINESTRING (1.3669944 48.7321305, 1.3669936 48.7321943, 1.3669933 48.7322295, 1.3669919 48.7323312, 1.3669906 48.7323545, 1.3669873 48.7323755, 1.3669821 48.7323956, 1.3669743 48.7324223, 1.3669706 48.7324493, 1.3669285 48.7334518, 1.3669267 48.7335016, 1.3669262 48.7335228)",yes,,,
"[46418609, 474072765, 474072766]",,Rue Petitpas,residential,50,True,False,72.63,"LINESTRING (1.3669944 48.7321305, 1.3669259 48.7321272, 1.3664799 48.7321014, 1.3663589 48.732093, 1.3660108 48.7320575)",yes,,,
"[1116307794, 555439997, 25571733]",,Boulevard Louis Terrier,tertiary,50,False,True,96.128,"LINESTRING (1.3695918 48.7325377, 1.3696221 48.7324759, 1.3698809 48.7319482, 1.3699036 48.7319162, 1.3699289 48.7318867, 1.369984 48.7318274, 1.3700569 48.7317507, 1.3700696 48.7317375)",,1,,
"[555810161, 474072761, 474072762, 998821148, 555439998]",,Boulevard Louis Terrier,tertiary,"['30', '50']",False,False,258.073,"LINESTRING (1.3695918 48.7325377, 1.3694357 48.7328801, 1.3693989 48.732961, 1.369389 48.7329825, 1.3693804 48.7330015, 1.3692511 48.7332996, 1.3691955 48.7334219, 1.3691829 48.7334495, 1.3691081 48.7335966, 1.3689214 48.7339763, 1.3686347 48.7345583, 1.3686142 48.7345972, 1.3685361 48.7347514)",yes,1,,
25571750,,Rue Gromard,tertiary,50,True,False,127.96000000000001,"LINESTRING (1.3739273 48.7358907, 1.3739222 48.7357981, 1.3742526 48.7348887, 1.3743398 48.73478)",,,,
25571757,,Boulevard Jean Jaurès,tertiary,50,False,True,99.05,"LINESTRING (1.3739273 48.7358907, 1.3741836 48.7359349, 1.374946 48.7362186, 1.37513 48.7362858)",,,,
"[474072754, 474072755, 474072756]",,Rue Damars,residential,50,False,True,36.845,"LINESTRING (1.3739273 48.7358907, 1.3737769 48.7360041, 1.3737334 48.7360294, 1.3736654 48.7360604, 1.3735793 48.736088, 1.3735457 48.7360991)",yes,,,
46150599,,Rue Loiseleur Deslongchamps,residential,50,True,False,109.05799999999999,"LINESTRING (1.3735457 48.7360991, 1.3722777 48.736461, 1.3721809 48.7364886)",,,,
"[474072754, 474072755, 474072756]",,Rue Damars,residential,50,False,False,36.845,"LINESTRING (1.3735457 48.7360991, 1.3735793 48.736088, 1.3736654 48.7360604, 1.3737334 48.7360294, 1.3737769 48.7360041, 1.3739273 48.7358907)",yes,,,
474072739,,Rue Sainte-Gemme,residential,50,True,False,11.096,"LINESTRING (1.3751993 48.7361971, 1.3751768 48.7362259, 1.37513 48.7362858)",,,,
25571757,,Boulevard Jean Jaurès,tertiary,50,False,False,99.05,"LINESTRING (1.37513 48.7362858, 1.374946 48.7362186, 1.3741836 48.7359349, 1.3739273 48.7358907)",,,,
46148115,,Rue Loiseleur Deslongchamps,residential,50,True,False,93.05000000000001,"LINESTRING (1.3721809 48.7364886, 1.3721371 48.7365242, 1.3719388 48.7366853, 1.3718506 48.736757, 1.3713688 48.7371315)",,,,
474072698,,Rue des Gaults,tertiary,50,False,True,118.13799999999999,"LINESTRING (1.3721809 48.7364886, 1.3721276 48.7364494, 1.3714843 48.7359761, 1.371281 48.7358593, 1.3712073 48.7358319, 1.3710221 48.7357624)",,1,,
556162227,,Boulevard Dubois,tertiary,50,False,False,72.087,"LINESTRING (1.3721809 48.7364886, 1.3723021 48.7365471, 1.3729005 48.7368383, 1.3729706 48.7368746)",,1,,
474072697,,Place d'Evesham,residential,30,False,False,27.551,"LINESTRING (1.3621387 48.7344647, 1.3620864 48.7345167, 1.362073 48.7345374, 1.3620636 48.7345555, 1.3620245 48.7346969)",,,,
1265105519,,,tertiary,30,True,False,8.491999999999999,"LINESTRING (1.3621387 48.7344647, 1.3621278 48.7344542, 1.3621193 48.7344427, 1.3621133 48.7344306, 1.3621099 48.7344181, 1.3621112 48.7343927)",,,,
"[42402152, 42402155, 42402156]",D 928,"['Rue du Commandant Beaurepaire', 'Place Louis Philippe']",tertiary,50,False,True,72.196,"LINESTRING (1.3688144 48.7396546, 1.3688533 48.739607, 1.3689987 48.7394576, 1.3692231 48.7392271, 1.3692887 48.7391596, 1.3693408 48.7391061)",yes,2,,
46714579,,Rue des Caves,residential,50,False,False,60.838,"LINESTRING (1.3688144 48.7396546, 1.3685914 48.7395079, 1.3685039 48.7394671, 1.3684569 48.7394586, 1.3684064 48.7394611, 1.3682342 48.7395143, 1.3681505 48.7395691)",,,,
781852349,D 912,Avenue du Général Leclerc,secondary,50,False,True,13.25,"LINESTRING (1.3749729 48.7400091, 1.3748116 48.7399554)",,,,
25571762,,Rue du Général de Gaulle,tertiary,30,True,False,169.38199999999998,"LINESTRING (1.3695127 48.7372862, 1.3694515 48.7373981, 1.3691798 48.7379195, 1.369147 48.7379834, 1.368752 48.7386975, 1.3687389 48.7387214)",,,,
46148113,D 21,Rue des Capucins,tertiary,50,True,False,91.677,"LINESTRING (1.3695127 48.7372862, 1.3695633 48.737315, 1.3704592 48.7378248)",,,,
46148113,D 21,Rue des Capucins,tertiary,50,True,False,76.3,"LINESTRING (1.3704592 48.7378248, 1.3704898 48.7378532, 1.3705544 48.7379131, 1.3710011 48.7384102)",,,,
46148116,,Rue des Soupirs,residential,50,True,False,91.956,"LINESTRING (1.3713688 48.7371315, 1.3722327 48.7377309)",,,,
46148115,,Rue Loiseleur Deslongchamps,residential,50,True,False,101.946,"LINESTRING (1.3713688 48.7371315, 1.3711498 48.7373017, 1.3704969 48.7377963, 1.3704592 48.7378248)",,,,
46148112,,Rue Damars,residential,50,True,False,109.534,"LINESTRING (1.3722327 48.7377309, 1.3723549 48.7375971, 1.3726676 48.737241, 1.3729339 48.7369196, 1.3729706 48.7368746)",,,,
46148112,,Rue Damars,residential,50,True,False,98.33500000000001,"LINESTRING (1.3729706 48.7368746, 1.3729991 48.7368438, 1.3735606 48.736231, 1.3735457 48.7360991)",,,,
556162227,,Boulevard Dubois,tertiary,50,False,True,72.087,"LINESTRING (1.3729706 48.7368746, 1.3729005 48.7368383, 1.3723021 48.7365471, 1.3721809 48.7364886)",,1,,
46148114,,Rue Damars,residential,50,True,False,130.532,"LINESTRING (1.3713361 48.738745, 1.3722327 48.7377309)",,,,
"[46148113, 555040375]",D 21,Rue des Capucins,tertiary,"['50', '30']",True,False,139.641,"LINESTRING (1.3713361 48.738745, 1.3715812 48.7389034, 1.371889 48.7390465, 1.3724336 48.7392254, 1.3725037 48.7392484, 1.3727352 48.739361, 1.3728243 48.7394262, 1.3728798 48.7394614)",,,,
555040376,D 912,Avenue du Général Leclerc,secondary,30,False,False,89.10900000000001,"LINESTRING (1.3728798 48.7394614, 1.3730958 48.7394845, 1.3739625 48.739686, 1.3740356 48.7397027)",,,,
"[555294386, 818848795]",D 912,Rue Saint-Jean,secondary,"['30', '50']",False,True,214.63299999999998,"LINESTRING (1.3728798 48.7394614, 1.3726572 48.7394903, 1.3724325 48.7395176, 1.3723453 48.7395206, 1.3717497 48.7394772, 1.3713491 48.7394575, 1.3708274 48.7394138, 1.3700833 48.7393279, 1.3699839 48.7393129)",,,,
46153045,,Rue des Rochelles,residential,50,False,False,22.815,"LINESTRING (1.3728912 48.7314746, 1.373157 48.7315812)",,1,,
46331492,,Rue du Vieux Pavé,living_street,,True,False,11.583,"LINESTRING (1.3619729 48.7359773, 1.3619282 48.7360189, 1.361888 48.736065)",,,,
813161025,D 20,Rue Saint-Thibault,secondary,50,False,False,56.245000000000005,"LINESTRING (1.3619729 48.7359773, 1.3622195 48.7360915, 1.3622814 48.7361201, 1.3624646 48.7362047, 1.3624956 48.736219, 1.3626019 48.7362667)",,,,
956606692,D 954,Rue du Vieux Pré,tertiary,50,False,False,110.494,"LINESTRING (1.3646808 48.7319562, 1.3647257 48.7320596, 1.3649885 48.7326442, 1.3651049 48.7329097)",,3,,
"[1191257096, 1191257097, 837925827, 956606693]",D 954,Rue du Vieux Pré,tertiary,50,False,"[False, True]",59.734,"LINESTRING (1.3646808 48.7319562, 1.3645956 48.731757, 1.3645483 48.7316414, 1.3644994 48.7315083, 1.364474 48.7314367)",yes,,,
1193997150,,Rue Petitpas,residential,50,False,True,14.729,"LINESTRING (1.3646808 48.7319562, 1.3647295 48.7319477, 1.3647813 48.7319419, 1.3648304 48.7319391, 1.3648788 48.7319422)",,2,,
46418609,,Rue Petitpas,residential,50,True,False,84.008,"LINESTRING (1.3660108 48.7320575, 1.3648788 48.7319422)",,,,
46418615,,Rue des Embûches,residential,50,True,False,20.501999999999995,"LINESTRING (1.3649015 48.7352377, 1.3649699 48.7352567, 1.3650403 48.7352725, 1.3650818 48.7352778, 1.3651284 48.7352798, 1.3651704 48.7352799)",,,,
555294384,D 954,Rue du Vieux Pré,tertiary,50,True,False,71.31,"LINESTRING (1.3649015 48.7352377, 1.3648939 48.7352527, 1.3648789 48.7352715, 1.3648406 48.7353096, 1.3648036 48.735345, 1.3647735 48.7353699, 1.3647492 48.7353865, 1.3647245 48.7354062, 1.3646856 48.7354498, 1.3646549 48.7354886, 1.3644928 48.7358121)",,,,
1117341320,,Rond-Point du Théâtre,tertiary,30,True,False,5.343999999999999,"LINESTRING (1.3651799 48.7339361, 1.3651832 48.7339615, 1.3651791 48.7339839)",,,roundabout,
46418608,,Rue des Anglaises,residential,50,True,False,143.029,"LINESTRING (1.365873 48.7333383, 1.3658968 48.7325854, 1.3660108 48.7320575)",,,,
46418616,,Rue Desmousseaux,residential,50,True,False,79.923,"LINESTRING (1.365873 48.7333383, 1.3668238 48.7335068, 1.3669262 48.7335228)",,,,
25571744,,Rue Saint-Martin,tertiary,30,False,False,54.376999999999995,"LINESTRING (1.3669262 48.7335228, 1.3669253 48.7335398, 1.3669037 48.7340116)",,,,
"[25571744, 474072763, 474072764]",,Rue Saint-Martin,tertiary,30,False,True,154.97699999999998,"LINESTRING (1.3669262 48.7335228, 1.3669267 48.7335016, 1.3669285 48.7334518, 1.3669706 48.7324493, 1.3669743 48.7324223, 1.3669821 48.7323956, 1.3669873 48.7323755, 1.3669906 48.7323545, 1.3669919 48.7323312, 1.3669933 48.7322295, 1.3669936 48.7321943, 1.3669944 48.7321305)",yes,,,
46418615,,Rue des Embûches,residential,50,True,False,97.38000000000001,"LINESTRING (1.3651704 48.7352799, 1.3652563 48.7352778, 1.3654195 48.7352652, 1.3655579 48.7352473, 1.3656427 48.7352337, 1.3657676 48.735209, 1.3658024 48.7351984, 1.3658324 48.7351852, 1.3659049 48.7351412, 1.3659578 48.7351079, 1.3660841 48.7350202, 1.3662061 48.734929, 1.3662315 48.7349059, 1.3662744 48.7348766)",,,,
"[668496553, 668496546]",,Place de la Bonde,living_street,50,False,"[False, True]",108.498,"LINESTRING (1.3651704 48.7352799, 1.3651431 48.7353482, 1.3651194 48.7354043, 1.3650844 48.735399, 1.365054 48.7353964, 1.3650319 48.7353963, 1.3650144 48.7353974, 1.3649957 48.7354013, 1.3649737 48.7354085, 1.3649509 48.735419, 1.3649238 48.7354335, 1.364898 48.7354496, 1.3648784 48.7354643, 1.3648599 48.7354816, 1.3648414 48.7355033, 1.3648252 48.7355279, 1.3648143 48.7355502, 1.3648054 48.7355772, 1.364801 48.7356063, 1.3647989 48.7356376, 1.3648004 48.7356629, 1.364808 48.7356891, 1.3648264 48.7357188, 1.3648531 48.7357533, 1.3649108 48.7358235, 1.3647248 48.7358222, 1.3645288 48.7358158, 1.3644928 48.7358121)",,,,
46418632,D 954,Rue du Palais,residential,50,True,False,73.054,"LINESTRING (1.3642726 48.7364358, 1.3642764 48.7364541, 1.3642752 48.7364757, 1.3642703 48.7364964, 1.3642644 48.7365126, 1.3642423 48.7365408, 1.3638983 48.73693, 1.3638246 48.737014)",,,,
197560562,D 20,Rue Saint-Thibault,secondary,50,True,False,27.058999999999997,"LINESTRING (1.3642726 48.7364358, 1.3642468 48.7364341, 1.3642248 48.7364315, 1.3641812 48.7364242, 1.364143 48.7364137, 1.3639752 48.7363483, 1.36394 48.7363366)",,,,
46418636,,Rue de Sénarmont,residential,50,True,False,53.663,"LINESTRING (1.3686057 48.7364742, 1.3685076 48.7364155, 1.3684237 48.7363724, 1.3683441 48.7363348, 1.3682416 48.7362896, 1.3680162 48.7361895)",,,,
474072781,,Rue de Sénarmont,residential,30,True,False,54.911,"LINESTRING (1.3691122 48.7368379, 1.3686057 48.7364742)",,,,
"[171766490, 330079749, 182690933]",,"['Rue du Mur', 'Rue Charles Maillier']",residential,30,True,False,121.10900000000001,"LINESTRING (1.3691122 48.7368379, 1.3689362 48.7370754, 1.3687949 48.7373621, 1.3686898 48.7375865, 1.3685664 48.7377599, 1.3684239 48.7377361)",,,,
"[46418635, 474072781, 474072782]",,"['Rue de Sénarmont', 'Pont de Sénarmont']",residential,"['30', '10']",True,False,45.346000000000004,"LINESTRING (1.3696541 48.7370338, 1.3695436 48.7369965, 1.3694296 48.7369581, 1.3693621 48.7369353, 1.3692264 48.7368852, 1.3691122 48.7368379)",yes,,,
"[555816128, 25571762]",,Rue du Général de Gaulle,tertiary,"['50', '30']",True,False,29.92,"LINESTRING (1.3696541 48.7370338, 1.3695561 48.7372082, 1.3695127 48.7372862)",,,,
555826530,,Rue des Caves,residential,30,True,False,14.041,"LINESTRING (1.3654791 48.7376896, 1.3655405 48.7378092)",,,,
"[46715584, 46715588]",,"['Rue Notre-Dame-des-Marches', 'Rue Saint-Vincent']",residential,30,True,False,100.35399999999998,"LINESTRING (1.3654791 48.7376896, 1.3652057 48.7378057, 1.3650691 48.7378802, 1.3648073 48.7376897, 1.364523 48.7375407, 1.3644345 48.7374943)",,,,
46714580,,Rue de la Plaine,residential,30,True,False,78.78399999999999,"LINESTRING (1.3666321 48.7388834, 1.3664991 48.7388423, 1.3662315 48.7387525, 1.3656966 48.7385365)",,,,
216253339,,Rue des Caves,residential,30,True,False,135.095,"LINESTRING (1.3666321 48.7388834, 1.3672742 48.7391724, 1.3680004 48.7395199, 1.3680407 48.739534, 1.3681505 48.7395691)",,,,
