osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge,tunnel,junction
32125787,True,,,Rue des Naigeons,residential,30,False,37.907,"LINESTRING (4.8426606 47.0229519, 4.8427041 47.0229043, 4.8429113 47.0227014, 4.8429393 47.022669)",,,,
161292014,True,3,,Boulevard Jules Ferry,primary,50,False,82.092,"LINESTRING (4.8426606 47.0229519, 4.8428082 47.0230128, 4.8430746 47.0230913, 4.8436667 47.0232172)",,,,
233523906,True,2,,Boulevard Jule Fery,primary,50,False,41.06,"LINESTRING (4.8441167 47.0234393, 4.8441638 47.0235777, 4.8442012 47.0236694, 4.8442639 47.0237943)",,,,
246607053,True,2,,Boulevard Jules Ferry,primary,50,False,43.576,"LINESTRING (4.8436667 47.0232172, 4.8438974 47.0232812, 4.8440154 47.0233342, 4.8441167 47.0234393)",,,,
161292014,True,3,,Boulevard Jules Ferry,primary,50,False,65.475,"LINESTRING (4.8410677 47.021797, 4.8413206 47.0218828, 4.8415649 47.0219948, 4.8416525 47.0220447, 4.8416898 47.0220763, 4.8417608 47.0221364)",,,,
280023065,True,,,Rue Émile Goussery,residential,50,False,69.88,"LINESTRING (4.8410677 47.021797, 4.8416497 47.0219059, 4.841956 47.021965)",,,,
31990597,False,,D 973,Rue du Faubourg Madeleine,primary,50,False,88.149,"LINESTRING (4.8406668 47.0215937, 4.8407943 47.0215086, 4.8408518 47.0214698, 4.840906 47.0214341, 4.8413152 47.0212475, 4.8416131 47.0211418)",,,,
161292014,True,3,,Boulevard Jules Ferry,primary,50,False,37.876000000000005,"LINESTRING (4.8406668 47.0215937, 4.8407754 47.0216488, 4.8410677 47.021797)",,,,
32478750,False,,,Rue Vergnette de Lamotte,living_street,30,True,3.592,"LINESTRING (4.8389675 47.0226768, 4.8389584 47.0227085)",,,,
"[31967914, 9218787]",True,,,Rue d'Alsace,"['living_street', 'residential']",30,False,69.374,"LINESTRING (4.8389675 47.0226768, 4.839077 47.0226431, 4.8392196 47.0225817, 4.8393052 47.0225354, 4.8397102 47.0223162)",,,,
"[31969665, 31969666, 32045470]",False,,,"['Rue Pasumot', 'Place Fleury', 'Place de la Halle']",living_street,,False,132.727,"LINESTRING (4.8377001 47.0225632, 4.8374429 47.0227559, 4.8374094 47.0227773, 4.8373622 47.0227831, 4.8372719 47.0227774, 4.8372233 47.0227743, 4.8371214 47.022763, 4.8368332 47.0227336, 4.8367756 47.022735, 4.8367385 47.0227442, 4.8366177 47.0228388, 4.8365307 47.0228526, 4.83617 47.0229098)",,,,
"[31969664, 934344138]",True,,,Place Carnot,living_street,,False,46.351,"LINESTRING (4.8377001 47.0225632, 4.8377524 47.0224845, 4.8378252 47.0223026, 4.8378458 47.0221614)",,,,
31969670,True,,,Rue Paradis,living_street,30,False,175.50199999999998,"LINESTRING (4.83617 47.0229098, 4.836452 47.0229855, 4.8371092 47.0231639, 4.8374514 47.0233136, 4.8375701 47.0234097, 4.8376158 47.0235467, 4.837638 47.0237379, 4.8376268 47.0238921)",,,,
"[31969665, 31969666, 32045470]",False,,,"['Rue Pasumot', 'Place Fleury', 'Place de la Halle']",living_street,,True,132.72699999999998,"LINESTRING (4.83617 47.0229098, 4.8365307 47.0228526, 4.8366177 47.0228388, 4.8367385 47.0227442, 4.8367756 47.022735, 4.8368332 47.0227336, 4.8371214 47.022763, 4.8372233 47.0227743, 4.8372719 47.0227774, 4.8373622 47.0227831, 4.8374094 47.0227773, 4.8374429 47.0227559, 4.8377001 47.0225632)",,,,
32478756,False,,,Place Fleury,residential,30,True,36.888000000000005,"LINESTRING (4.83617 47.0229098, 4.8360236 47.022918, 4.8357687 47.0229421, 4.8356882 47.0229541)",,,,
935452099,False,,,Avenue de la République,residential,30,False,84.444,"LINESTRING (4.83617 47.0229098, 4.8361242 47.0229792, 4.8359213 47.0232099, 4.8355921 47.0235582)",10.5,,,
934344140,False,,,Avenue de la République,residential,30,True,24.95,"LINESTRING (4.8342111 47.0251045, 4.8343785 47.0249113)",,,,
294494750,True,2,,Avenue de la République,residential,30,False,44.342999999999996,"LINESTRING (4.8342111 47.0251045, 4.834024 47.0253005, 4.8340101 47.0253151, 4.833904 47.0254437)",,,,
32135921,True,3,D 974,Boulevard Georges Clemenceau,primary,50,False,23.477,"LINESTRING (4.833904 47.0254437, 4.8337896 47.0253419, 4.8337123 47.0252779)",,,,
25614472,False,2,,Avenue de la République,residential,30,False,50.353,"LINESTRING (4.8355921 47.0235582, 4.8352431 47.0239435)",,,,
31975259,False,,,Place Général Leclerc,residential,30,True,45.433,"LINESTRING (4.8355921 47.0235582, 4.835742 47.0236284, 4.8359869 47.0238589)",,,,
31975267,False,,,Rue Charles Cloutier,residential,30,False,138.084,"LINESTRING (4.8355921 47.0235582, 4.8353867 47.023566, 4.8345082 47.023719, 4.8338 47.023693)",,,,
935452099,False,,,Avenue de la République,residential,30,True,84.444,"LINESTRING (4.8355921 47.0235582, 4.8359213 47.0232099, 4.8361242 47.0229792, 4.83617 47.0229098)",10.5,,,
31975258,True,,,Rue Edouard Fraysse,residential,30,False,59.628,"LINESTRING (4.8352079 47.0231306, 4.8351652 47.0231851, 4.8351827 47.0232075, 4.835331 47.0233568, 4.8355921 47.0235582)",,,,
32131747,False,,,Rue du Faubourg Saint-Jacques,residential,30,True,21.176,"LINESTRING (4.8366758 47.0194124, 4.8365131 47.0195672)",,,,
32131745,True,,,Place Saint-Jacques,residential,50,False,47.837,"LINESTRING (4.8366758 47.0194124, 4.8367425 47.0194954, 4.8368972 47.0196886, 4.8369443 47.0197995)",,,,
"[363804106, 18906906]",False,,,Rue du Moulin Saint-Jacques,residential,50,False,69.472,"LINESTRING (4.8370051 47.0202927, 4.8370638 47.0203037, 4.8372314 47.0204641, 4.8372896 47.020478, 4.8373787 47.0204922, 4.8375115 47.0205873, 4.8375463 47.0206485, 4.8376038 47.0207239)",,,,
31969661,False,,,Rue de l'Hôtel-Dieu,residential,30,False,49.241,"LINESTRING (4.8376038 47.0207239, 4.837609 47.0207726, 4.8376108 47.0207894, 4.8376129 47.0208097, 4.8376094 47.0208844, 4.8374854 47.0211535)",,,,
"[363804101, 363804103]",True,2,,Boulevard Saint-Jacques,primary,50,False,102.35499999999999,"LINESTRING (4.8376038 47.0207239, 4.838131 47.0206019, 4.8383919 47.0205415, 4.8384484 47.0205284, 4.838583 47.0205068, 4.8387063 47.020502, 4.8389016 47.0205168)",,,,
"[363804106, 18906906]",False,,,Rue du Moulin Saint-Jacques,residential,50,True,69.472,"LINESTRING (4.8376038 47.0207239, 4.8375463 47.0206485, 4.8375115 47.0205873, 4.8373787 47.0204922, 4.8372896 47.020478, 4.8372314 47.0204641, 4.8370638 47.0203037, 4.8370051 47.0202927)",,,,
"[934344137, 161296509]",True,,,Place Carnot,living_street,,False,107.048,"LINESTRING (4.8378458 47.0221614, 4.8380072 47.0221911, 4.8380814 47.0222051, 4.8381453 47.022208, 4.8382218 47.0222048, 4.8383346 47.0222382, 4.8385182 47.0222925, 4.8387247 47.0224269, 4.8388373 47.0225467, 4.8389399 47.0226716)",,,,
"[161278709, 32027127]",False,2,D 974,Rue du Faubourg Bretonnière,primary,50,True,178.018,"LINESTRING (4.8316844 47.0207772, 4.8317553 47.0208205, 4.8324346 47.0212447, 4.8325601 47.0213214, 4.8326401 47.0213898, 4.832972 47.0216736, 4.8332084 47.0218344, 4.8332243 47.0218455, 4.8333278 47.0219157)",,,,
31967922,False,,,Rue du Château,residential,30,False,135.636,"LINESTRING (4.8442639 47.0237943, 4.8441431 47.0238205, 4.8430985 47.024022, 4.8425396 47.0241197)",5.5,,,
934338569,True,2,,Boulevard Maréchal Joffre,primary,50,False,73.07300000000001,"LINESTRING (4.8442639 47.0237943, 4.8442957 47.0239809, 4.8443164 47.0241528, 4.8443033 47.024288, 4.8442847 47.0243561, 4.8442325 47.024441)",,,,
233523881,True,2,,Rond-Point de l'Europe,primary,50,False,21.786,"LINESTRING (4.8355891 47.020639, 4.8358546 47.020564)",,,,
33112983,True,,,Square Joseph Pétasse,primary,50,False,63.211999999999996,"LINESTRING (4.8322619 47.0235726, 4.8325239 47.0235194, 4.8326361 47.0234749, 4.8327429 47.0234326, 4.8328703 47.0233769, 4.8329845 47.0233046)",,,,
31975274,True,,,Place Fleury,residential,30,False,41.406,"LINESTRING (4.8356882 47.0229541, 4.8355994 47.0229799, 4.8355141 47.0230161, 4.8352079 47.0231306)",,,,
32478756,False,,,Place Fleury,residential,30,False,36.888,"LINESTRING (4.8356882 47.0229541, 4.8357687 47.0229421, 4.8360236 47.022918, 4.83617 47.0229098)",,,,
"[31975273, 244919173, 244919174]",True,,,Rue Louis Véry,residential,30,False,210.166,"LINESTRING (4.8356882 47.0229541, 4.8357595 47.0223602, 4.835035 47.0219253, 4.8349474 47.0218623, 4.8349335 47.0218536, 4.8347154 47.0217175, 4.8345899 47.0216422, 4.8344881 47.02156, 4.8343809 47.0214734)",,yes,,
934243823,False,,,Avenue de l'Aigue,residential,50,False,3.252,"LINESTRING (4.8366098 47.0282849, 4.836575 47.028302)",,,,
934243823,False,,,Avenue de l'Aigue,residential,50,True,40.752,"LINESTRING (4.8366098 47.0282849, 4.8367654 47.0282151, 4.8368577 47.0281737, 4.8370589 47.0280834)",,,,
28446948,True,,,Avenue de l'Aigue,unclassified,,False,32.64,"LINESTRING (4.8370589 47.0280834, 4.8368887 47.027839, 4.8368743 47.0278182)",,,,
934243823,False,,,Avenue de l'Aigue,residential,50,False,40.752,"LINESTRING (4.8370589 47.0280834, 4.8368577 47.0281737, 4.8367654 47.0282151, 4.8366098 47.0282849)",,,,
28446953,True,,,Avenue de l'Aigue,unclassified,50,False,107.07900000000001,"LINESTRING (4.8382833 47.0276195, 4.8382102 47.0276834, 4.8375651 47.0278827, 4.8370589 47.0280834)",,,,
"[32135918, 934243822, 233523879]",True,"['2', '3']",D 974,Boulevard Maréchal Foch,primary,50,False,102.46199999999999,"LINESTRING (4.8382833 47.0276195, 4.8381704 47.027615, 4.837934 47.0276635, 4.8376239 47.0277276, 4.8374686 47.0277492, 4.837345 47.0277606, 4.8370392 47.0277459, 4.836969 47.0277227)",,,,
934344140,False,,,Avenue de la République,residential,30,False,24.95,"LINESTRING (4.8343785 47.0249113, 4.8342111 47.0251045)",,,,
25614472,False,2,,Avenue de la République,residential,30,True,126.001,"LINESTRING (4.8343785 47.0249113, 4.8344373 47.0248449, 4.8349689 47.024255, 4.8352431 47.0239435)",,,,
29234947,True,,,Rue du Rempart des Lions,residential,30,False,89.001,"LINESTRING (4.8343785 47.0249113, 4.8347779 47.0251385, 4.8352263 47.0253902, 4.8352767 47.0254263)",,,,
"[31967913, 199071381]",False,,,"['Place Saint-Jacques', 'Rue des Tanneries']",residential,"['30', '50']",True,114.32200000000002,"LINESTRING (4.8362922 47.0206453, 4.8363208 47.0206228, 4.8363466 47.0206025, 4.8366906 47.0203316, 4.8367928 47.0202139, 4.837015 47.0199777, 4.8370362 47.0199267, 4.8370215 47.0198895, 4.8369443 47.0197995)",,,,
"[224535855, 224535853, 363804102, 52034967]",True,2,,Boulevard Saint-Jacques,primary,50,False,100.21699999999998,"LINESTRING (4.8362922 47.0206453, 4.8364715 47.0206764, 4.8366677 47.0206965, 4.8369076 47.0207163, 4.8370099 47.020723, 4.8371444 47.0207284, 4.8374653 47.020725, 4.8376038 47.0207239)",,yes,,
9218787,True,,,Rue d'Alsace,residential,30,False,108.24,"LINESTRING (4.8397102 47.0223162, 4.8401294 47.0220117, 4.8405857 47.0216568, 4.8406113 47.0216368, 4.8406668 47.0215937)",,,,
52061095,True,,,Rue Poterne,residential,30,False,166.46,"LINESTRING (4.8397102 47.0223162, 4.8389335 47.0216571, 4.8384368 47.0212634, 4.8383081 47.0211644)",4.8,,,
31969661,False,,,Rue de l'Hôtel-Dieu,residential,30,True,49.24099999999999,"LINESTRING (4.8374854 47.0211535, 4.8376094 47.0208844, 4.8376129 47.0208097, 4.8376108 47.0207894, 4.837609 47.0207726, 4.8376038 47.0207239)",,,,
"[31969662, 31969663]",True,,,"[""Rue de l'Hôtel-Dieu"", 'Rue Nicolas Rolin']","['unclassified', 'residential']",30,False,137.887,"LINESTRING (4.8374854 47.0211535, 4.8372103 47.0219598, 4.8373167 47.0219804, 4.8377193 47.0220621, 4.8377896 47.0220779)",,,,
31967916,True,,,Rue Poterne,residential,30,False,55.508,"LINESTRING (4.8382073 47.0210721, 4.8380933 47.0210833, 4.8375841 47.0211473, 4.8375216 47.0211532, 4.8374854 47.0211535)",,,,
31967919,False,,,Rempart Madeleine,residential,30,False,169.019,"LINESTRING (4.8382073 47.0210721, 4.8384057 47.0210133, 4.8384827 47.0209989, 4.8385425 47.0210019, 4.8386253 47.0210234, 4.83873 47.0210682, 4.8390249 47.0212627, 4.8398902 47.0218786)",,,,
52061095,True,,,Rue Poterne,residential,30,False,12.795,"LINESTRING (4.8383081 47.0211644, 4.8382073 47.0210721)",4.8,,,
31967917,True,,,Rue Victor Millot,residential,30,False,108.916,"LINESTRING (4.8377896 47.0220779, 4.8383081 47.0211644)",,,,
31969662,True,,,Rue Nicolas Rolin,residential,30,False,10.215,"LINESTRING (4.8377896 47.0220779, 4.8378458 47.0221614)",,,,
31967919,False,,,Rempart Madeleine,residential,30,True,169.019,"LINESTRING (4.8398902 47.0218786, 4.8390249 47.0212627, 4.83873 47.0210682, 4.8386253 47.0210234, 4.8385425 47.0210019, 4.8384827 47.0209989, 4.8384057 47.0210133, 4.8382073 47.0210721)",,,,
31967921,True,,,Rue Thiers,residential,30,False,94.025,"LINESTRING (4.841964 47.0237416, 4.8415902 47.0234071, 4.8411265 47.0231229)",,,,
31967921,True,,,Rue Thiers,residential,30,False,52.298,"LINESTRING (4.8422567 47.0241675, 4.841964 47.0237416)",,,,
31967922,False,,,Rue du Château,residential,30,True,22.093,"LINESTRING (4.8422567 47.0241675, 4.8425396 47.0241197)",5.5,,,
934344134,False,,,Rue du Château,residential,30,False,47.132,"LINESTRING (4.8422567 47.0241675, 4.8421758 47.0241518, 4.841644 47.0240978)",,,,
31967924,False,,,Place du Docteur Jorrot,residential,30,False,17.5,"LINESTRING (4.841644 47.0240978, 4.8414833 47.0239848)",,,,
31967924,False,,,Place du Docteur Jorrot,residential,30,True,9.558,"LINESTRING (4.841644 47.0240978, 4.8415975 47.0241259, 4.8415448 47.0241506)",,,,
934344134,False,,,Rue du Château,residential,30,True,47.132,"LINESTRING (4.841644 47.0240978, 4.8421758 47.0241518, 4.8422567 47.0241675)",,,,
31971024,False,,,Rue du Travail,residential,,False,13.577,"LINESTRING (4.8415448 47.0241506, 4.8415709 47.0242714)",,,,
31967923,True,,,Rue Rousseau Deslandes,residential,30,False,156.849,"LINESTRING (4.8415448 47.0241506, 4.8407435 47.0243594, 4.8396492 47.0247136)",,,,
31967924,False,,,Place du Docteur Jorrot,residential,30,False,9.558,"LINESTRING (4.8415448 47.0241506, 4.8415975 47.0241259, 4.841644 47.0240978)",,,,
31967924,False,,,Place du Docteur Jorrot,residential,30,True,17.5,"LINESTRING (4.8414833 47.0239848, 4.841644 47.0240978)",,,,
31969679,True,,,Rue des Tonneliers,residential,30,False,45.376000000000005,"LINESTRING (4.8414833 47.0239848, 4.8419395 47.023754, 4.841964 47.0237416)",,,,
31967923,True,,,Rue Rousseau Deslandes,residential,30,False,82.699,"LINESTRING (4.8396492 47.0247136, 4.8393169 47.0248162, 4.8386215 47.0249589)",,,,
31969673,True,,,Rue de Lorraine,residential,30,False,52.471,"LINESTRING (4.8386215 47.0249589, 4.838456 47.0245007)",,,,
31969676,True,,,Rue Sainte-Marguerite,residential,30,False,54.003,"LINESTRING (4.8386215 47.0249589, 4.8385652 47.0249753, 4.8382411 47.0250696, 4.8380029 47.0251926)",,,,
31967926,True,,,Rue des Tonneliers,residential,30,False,81.866,"LINESTRING (4.838456 47.0245007, 4.8385463 47.0245021, 4.8394904 47.0242997)",,,,
31975253,True,,,Place Monge,residential,30,False,35.74,"LINESTRING (4.838456 47.0245007, 4.8383959 47.0245048, 4.8381425 47.0245619, 4.8380037 47.0245886)",,,,
31967926,True,,,Rue des Tonneliers,residential,30,False,156.285,"LINESTRING (4.8394904 47.0242997, 4.8404038 47.0240744, 4.8409697 47.0240091, 4.8413124 47.0240016, 4.8413925 47.0239999, 4.8414833 47.0239848)",,,,
"[31967928, 31967927]",True,,,"[""Rue de l'Enfant"", 'Place Félix Ziem']","['residential', 'living_street']",30,False,134.41600000000003,"LINESTRING (4.8394904 47.0242997, 4.839209 47.0238797, 4.8390376 47.0234489, 4.8390088 47.0234167, 4.8389515 47.0233527, 4.8388608 47.0232231, 4.8388327 47.023183)",,,,
31967929,True,,,Rue Vergnette de Lamotte,living_street,30,False,53.616,"LINESTRING (4.8388327 47.023183, 4.8389584 47.0227085)",,,,
31967930,True,,,Rue du Tribunal,residential,30,False,73.597,"LINESTRING (4.8397674 47.0233621, 4.8392387 47.0232608, 4.8388327 47.023183)",,,,
"[32044826, 32478747]",False,,,Rue du Tribunal,residential,30,False,109.351,"LINESTRING (4.8397674 47.0233621, 4.8403912 47.0233623, 4.840765 47.0232709, 4.8411265 47.0231229)",,,,
32019308,False,,,Rue Armand Gouffe,residential,30,True,34.185,"LINESTRING (4.8411265 47.0231229, 4.8414116 47.0228847)",,,,
"[32044826, 32478747]",False,,,Rue du Tribunal,residential,30,True,109.351,"LINESTRING (4.8411265 47.0231229, 4.840765 47.0232709, 4.8403912 47.0233623, 4.8397674 47.0233621)",,,,
934344135,True,,,Rue Thiers,residential,30,False,140.075,"LINESTRING (4.8411265 47.0231229, 4.8405006 47.0227256, 4.8397102 47.0223162)",,,,
31967934,False,,,Rempart Saint-Jean,residential,30,False,91.89099999999999,"LINESTRING (4.8405419 47.0223178, 4.8405556 47.0223548, 4.8414116 47.0228847)",,,,
32019308,False,,,Rue Armand Gouffe,residential,30,False,34.185,"LINESTRING (4.8414116 47.0228847, 4.8411265 47.0231229)",,,,
31967934,False,,,Rempart Saint-Jean,residential,30,False,169.068,"LINESTRING (4.8414116 47.0228847, 4.8420167 47.0232685, 4.8423822 47.0235442, 4.8425396 47.0241197)",,,,
31967934,False,,,Rempart Saint-Jean,residential,30,True,91.89099999999999,"LINESTRING (4.8414116 47.0228847, 4.8405556 47.0223548, 4.8405419 47.0223178)",,,,
32019308,False,,,Rue Armand Gouffe,residential,30,True,67.993,"LINESTRING (4.8414116 47.0228847, 4.8418593 47.0225115, 4.8419204 47.0224583, 4.8419943 47.0224225)",,,,
31967922,False,,,Rue du Château,residential,30,False,22.093,"LINESTRING (4.8425396 47.0241197, 4.8422567 47.0241675)",5.5,,,
31967922,False,,,Rue du Château,residential,30,True,135.636,"LINESTRING (4.8425396 47.0241197, 4.8430985 47.024022, 4.8441431 47.0238205, 4.8442639 47.0237943)",5.5,,,
31967934,False,,,Rempart Saint-Jean,residential,30,True,169.068,"LINESTRING (4.8425396 47.0241197, 4.8423822 47.0235442, 4.8420167 47.0232685, 4.8414116 47.0228847)",,,,
31967935,False,,,Rempart de la Comédie,residential,,False,243.70899999999997,"LINESTRING (4.8425396 47.0241197, 4.8426921 47.0245905, 4.841605 47.0258305, 4.8415532 47.0258685, 4.8413835 47.0259866, 4.8413292 47.0260169)",,,,
246672003,False,,,Rue de Lorraine,residential,30,False,28.932,"LINESTRING (4.8394427 47.0270659, 4.8393488 47.0268137)",,,,
"[253452000, 246672002, 253452003]",True,,,Rue de Lorraine,residential,30,False,47.631,"LINESTRING (4.8394427 47.0270659, 4.8394987 47.0272055, 4.8395074 47.0272311, 4.8395139 47.0272531, 4.8395336 47.0273504, 4.8395583 47.0274287, 4.8395862 47.027482)",,,building_passage,
934344136,True,,,Rue d'Alsace,living_street,30,False,2.171,"LINESTRING (4.8389399 47.0226716, 4.8389675 47.0226768)",,,,
161296512,True,,,Place Carnot,living_street,,False,97.407,"LINESTRING (4.8389399 47.0226716, 4.838144 47.0227012, 4.838095 47.0226853, 4.8379777 47.0226473, 4.8377001 47.0225632)",,,,
32478753,False,,,Place au Beurre,residential,30,True,22.223,"LINESTRING (4.8382976 47.0239492, 4.8380045 47.0239447)",,,,
466926507,True,,,Rue Paradis,living_street,30,False,87.713,"LINESTRING (4.8376268 47.0238921, 4.837457 47.0241701, 4.8372529 47.024504, 4.8371396 47.0246035)",,,,
9218790,True,,,Rue Notre-Dame,residential,30,False,34.486,"LINESTRING (4.8371396 47.0246035, 4.8374801 47.0248092)",,,,
934344139,False,,,Rue Paul Laneyrie,residential,30,False,15.782,"LINESTRING (4.8371396 47.0246035, 4.8371033 47.0246152, 4.8369387 47.0245921)",,,,
246672003,False,,,Rue de Lorraine,residential,30,True,28.932,"LINESTRING (4.8393488 47.0268137, 4.8394427 47.0270659)",,,,
246672003,False,,,Rue de Lorraine,residential,30,False,48.879999999999995,"LINESTRING (4.8393488 47.0268137, 4.8393228 47.0267556, 4.8391608 47.0263932)",,,,
31971016,True,,,Rue Maurice Emmanuel,residential,30,False,26.919,"LINESTRING (4.8391608 47.0263932, 4.8394745 47.0262797)",,,,
246672003,False,,,Rue de Lorraine,residential,30,False,19.442,"LINESTRING (4.8391608 47.0263932, 4.8390665 47.0262306)",,,,
246672003,False,,,Rue de Lorraine,residential,30,True,48.879999999999995,"LINESTRING (4.8391608 47.0263932, 4.8393228 47.0267556, 4.8393488 47.0268137)",,,,
246672003,False,,,Rue de Lorraine,residential,30,True,19.442,"LINESTRING (4.8390665 47.0262306, 4.8391608 47.0263932)",,,,
31969673,True,,,Rue de Lorraine,residential,30,False,66.003,"LINESTRING (4.8390665 47.0262306, 4.8390419 47.0261716, 4.8389337 47.0259126, 4.8388281 47.0256597)",,,,
31969673,True,,,Rue de Lorraine,residential,30,False,79.483,"LINESTRING (4.8388281 47.0256597, 4.8386215 47.0249589)",,,,
31969674,False,,,Rue du Collège Rue Paul Chanson,residential,30,True,64.76400000000001,"LINESTRING (4.8371074 47.0268218, 4.8365453 47.0270117, 4.8363418 47.0270804)",,,,
31969675,True,,,Rue du Collège Rue Paul Chanson,residential,30,False,136.337,"LINESTRING (4.8371074 47.0268218, 4.8382096 47.0264723, 4.8385377 47.0263725, 4.8387441 47.0263135)",,,,
31969678,False,,,Rue Paul Bouchard,residential,30,False,123.888,"LINESTRING (4.8371074 47.0268218, 4.8365557 47.0261868, 4.8365359 47.0260496, 4.8363769 47.0258374)",,,,
31969675,True,,,Rue du Collège Rue Paul Chanson,residential,30,False,26.118000000000002,"LINESTRING (4.8387441 47.0263135, 4.8389984 47.0262488, 4.8390665 47.0262306)",,,,
31969676,True,,,Rue Sainte-Marguerite,residential,30,False,12.799,"LINESTRING (4.8380029 47.0251926, 4.8378757 47.0252683)",,,,
31969676,True,,,Rue Sainte-Marguerite,residential,30,False,25.554,"LINESTRING (4.8378757 47.0252683, 4.8376016 47.0254021)",,,,
31969677,True,,,Rue Gandelot,residential,30,False,133.612,"LINESTRING (4.8378757 47.0252683, 4.8387078 47.0262557, 4.8387441 47.0263135)",,,,
31969676,True,,,Rue Sainte-Marguerite,residential,30,False,104.692,"LINESTRING (4.8376016 47.0254021, 4.8363769 47.0258374)",,,,
31975255,True,,,Rue Jean Baptiste Étienne,residential,30,False,56.367,"LINESTRING (4.8376016 47.0254021, 4.8371918 47.0249791)",,,,
31969678,False,,,Rue Paul Bouchard,residential,30,True,123.888,"LINESTRING (4.8363769 47.0258374, 4.8365359 47.0260496, 4.8365557 47.0261868, 4.8371074 47.0268218)",,,,
31975256,True,,,Rue Paul Bouchard,residential,30,False,76.41499999999999,"LINESTRING (4.8363769 47.0258374, 4.836296 47.0257332, 4.83618 47.0254027, 4.8361702 47.0251733)",,,,
31971017,True,,,Rue de l'Hôtel de Ville,residential,30,False,84.615,"LINESTRING (4.8394745 47.0262797, 4.8390686 47.0258771, 4.8389794 47.0257887, 4.8388281 47.0256597)",,,,
31971018,True,,,Rue de l'Hôtel de Ville,residential,30,False,37.296,"LINESTRING (4.8394745 47.0262797, 4.8395675 47.0263799, 4.8397224 47.0265693)",,,,
"[31971018, 31971019]",True,,,"['Rue Charles Aubertin', ""Rue de l'Hôtel de Ville""]",residential,30,False,51.339,"LINESTRING (4.8397224 47.0265693, 4.8397992 47.0266884, 4.8393488 47.0268137)",,,,
31971020,False,,,Rue Oudot,residential,30,False,84.413,"LINESTRING (4.8397224 47.0265693, 4.8404683 47.0261708, 4.8405319 47.0260663)",,,,
31971022,True,,,Rue Marie Favart,residential,,False,74.381,"LINESTRING (4.8407015 47.0257876, 4.8401107 47.0252535)",,,,
