osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,junction
173125068,True,D 1508,Rue des Marquisats,secondary,30,False,56.92400000000001,"LINESTRING (6.1312364 45.8972439, 6.1314009 45.8970293, 6.1314838 45.896927, 6.1315101 45.8968931, 6.1315253 45.896839, 6.1315434 45.8967828)",,,
639122473,False,D 1508,Rue des Marquisats,secondary,30,True,41.486000000000004,"LINESTRING (6.1312364 45.8972439, 6.1310215 45.897426, 6.1308956 45.8975319)",4,,
465205709,False,D 41,Avenue de Trésum,primary,,True,45.784,"LINESTRING (6.1302306 45.8957112, 6.1298092 45.8954222)",,,
"[26637913, 723998145]",True,D 41,Avenue de Trésum,primary,,False,110.721,"LINESTRING (6.1302306 45.8957112, 6.1303901 45.8957911, 6.1304449 45.8958186, 6.1305542 45.89589, 6.1307259 45.8960126, 6.1308198 45.8960785, 6.1312686 45.8963935)",,,
639122473,False,D 1508,Rue des Marquisats,secondary,30,False,41.486000000000004,"LINESTRING (6.1308956 45.8975319, 6.1310215 45.897426, 6.1312364 45.8972439)",4,,
723996208,True,D 1508,Rue des Marquisats,secondary,30,False,77.76100000000001,"LINESTRING (6.1308956 45.8975319, 6.130809 45.8976293, 6.1307728 45.897655, 6.1307171 45.8976891, 6.130648 45.8977203, 6.130551 45.8977553, 6.1304261 45.8977894, 6.1303114 45.8978113, 6.1302477 45.8978179, 6.1301847 45.8978197, 6.1300427 45.8978147)",,,
"[613928542, 23776750]",True,D 909,Avenue d'Albigny,secondary,30,False,196.62699999999998,"LINESTRING (6.1312324 45.9022266, 6.1311015 45.9021963, 6.1308806 45.9021333, 6.1301656 45.901949, 6.1292838 45.9017138, 6.1290168 45.9016374, 6.128863 45.9015889)",2,,
"[4519041, 980710212]",True,,Rue Louis Revon,tertiary,30,False,99.32000000000001,"LINESTRING (6.1312324 45.9022266, 6.1311981 45.9022851, 6.1309389 45.9027361, 6.1308019 45.902959, 6.1307914 45.9030006, 6.1307841 45.90306)","['2', '3']",,
36132604,True,,Rue de Bonlieu,residential,30,False,110.271,"LINESTRING (6.1277753 45.9032123, 6.1278528 45.903236, 6.1290529 45.9035247, 6.1291201 45.9035399)",,,
"[318738512, 980704971]",True,,Rue Jean Jaurès,tertiary,30,False,66.607,"LINESTRING (6.1277753 45.9032123, 6.1278347 45.9031372, 6.1281154 45.9027923, 6.1281647 45.9027321, 6.1281995 45.9026911)",1,,
303542139,False,,Rue Sommeiller,tertiary,30,True,10.557,"LINESTRING (6.1303733 45.9032156, 6.1304802 45.9032746)",,,
303542139,False,,Rue Sommeiller,tertiary,30,False,52.715999999999994,"LINESTRING (6.1303733 45.9032156, 6.1302752 45.9031688, 6.1301503 45.9031211, 6.1299808 45.9030578, 6.1297705 45.9029974)",,,
