osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed,ref
35584697,Place du Général de Gaulle,tertiary,False,False,41.384,"LINESTRING (-1.879456 46.8457682, -1.8793485 46.8459052, -1.8791986 46.8460961)",,,,
71179751,Rue du Maréchal De Lattre de Tassigny,tertiary,False,False,102.74999999999999,"LINESTRING (-1.879456 46.8457682, -1.8795343 46.8456989, -1.8796921 46.8455001, -1.8797058 46.8454492, -1.8797162 46.8454102, -1.8798872 46.8451975, -1.8799482 46.8451644, -1.8800616 46.8450302, -1.8800944 46.8450038, -1.8801259 46.8449785)",,,,
369175384,Rue Carnot,tertiary,True,False,110.413,"LINESTRING (-1.879456 46.8457682, -1.8798388 46.8459333, -1.8800938 46.8460426, -1.8802713 46.8461117, -1.8803629 46.8461474, -1.8806244 46.846233, -1.8807149 46.84626)",,,,
35584697,Place du Général de Gaulle,tertiary,False,True,41.384,"LINESTRING (-1.8791986 46.8460961, -1.8793485 46.8459052, -1.879456 46.8457682)",,,,
220836386,Place du Général de Gaulle,tertiary,True,False,33.378,"LINESTRING (-1.8791986 46.8460961, -1.87905 46.8461398, -1.8788114 46.8462362)",,,,
35587019,,secondary,True,False,20.462,"LINESTRING (-1.8832505 46.8501953, -1.8832943 46.8502003, -1.8834752 46.8502024, -1.8835187 46.8501993)",roundabout,,,
35587019,,secondary,True,False,17.23,"LINESTRING (-1.8833511 46.8500311, -1.8832796 46.8500325, -1.8832382 46.8500403, -1.8832084 46.8500543, -1.8831903 46.8500724, -1.8831753 46.8501006)",roundabout,,,
35587024,Boulevard Clemenceau,residential,True,False,24.364,"LINESTRING (-1.8833511 46.8500311, -1.8832478 46.8499813, -1.8831271 46.8499591, -1.8830585 46.849954)",,,,
35587019,,secondary,True,False,2.01,"LINESTRING (-1.8831753 46.8501006, -1.8831729 46.8501186)",roundabout,,,
35587019,,secondary,True,False,11.399,"LINESTRING (-1.8835009 46.8500276, -1.8833511 46.8500311)",roundabout,,,
35587019,,secondary,True,False,1.137,"LINESTRING (-1.8836199 46.8500905, -1.8836168 46.8500805)",roundabout,,,
35587019,,secondary,True,False,11.341,"LINESTRING (-1.8831729 46.8501186, -1.8831756 46.8501448, -1.8831894 46.8501675, -1.8832156 46.8501853, -1.8832505 46.8501953)",roundabout,,,
35587025,Boulevard de Strasbourg,secondary,True,False,13.242,"LINESTRING (-1.8831729 46.8501186, -1.8831267 46.8501596, -1.8831116 46.8501719, -1.8830729 46.8502158)",,,,
35587019,,secondary,True,False,5.061,"LINESTRING (-1.8835187 46.8501993, -1.8835542 46.8501923, -1.8835795 46.8501818)",roundabout,,,
35587026,Rue des Coûts,residential,False,True,177.054,"LINESTRING (-1.8835187 46.8501993, -1.8835226 46.8502359, -1.8835265 46.8502725, -1.8835652 46.8505053, -1.8838819 46.8516332, -1.8839045 46.8517684)",,,30,
35587019,,secondary,True,False,11.109,"LINESTRING (-1.8835795 46.8501818, -1.8836021 46.8501649, -1.8836158 46.8501455, -1.8836226 46.8501179, -1.8836199 46.8500905)",roundabout,,,
35587022,Boulevard Clemenceau,secondary,True,False,14.575,"LINESTRING (-1.8835795 46.8501818, -1.8836565 46.8501808, -1.8837706 46.8501732)",,,,
35587019,,secondary,True,False,11.292,"LINESTRING (-1.8836168 46.8500805, -1.8836007 46.8500597, -1.8835812 46.8500454, -1.883547 46.850033, -1.8835009 46.8500276)",roundabout,,,
35587023,Boulevard de Strasbourg,tertiary,True,False,13.76,"LINESTRING (-1.8836168 46.8500805, -1.8836497 46.8500335, -1.8836856 46.8499972, -1.8836975 46.8499706)",,,,
35587028,Boulevard de Strasbourg,tertiary,True,False,16.308,"LINESTRING (-1.8836975 46.8499706, -1.88365 46.8499808, -1.8835905 46.8500047, -1.8835009 46.8500276)",,,,
35587029,Boulevard Clemenceau,residential,True,False,18.596999999999998,"LINESTRING (-1.8830585 46.849954, -1.8831075 46.8500089, -1.8831328 46.850037, -1.8831402 46.8500481, -1.8831753 46.8501006)",,,,
35587033,Boulevard Clemenceau,residential,False,False,74.608,"LINESTRING (-1.8830585 46.849954, -1.8824088 46.8497454, -1.8821673 46.8496736)",,,,
35587030,Boulevard de Strasbourg,secondary,True,False,13.741,"LINESTRING (-1.8830729 46.8502158, -1.8831253 46.8502136, -1.8831735 46.8502088, -1.8832505 46.8501953)",,,,
35587031,Boulevard de Strasbourg,secondary,False,False,83.434,"LINESTRING (-1.8830729 46.8502158, -1.8830047 46.8502378, -1.8821829 46.8504499, -1.8820486 46.8504842)",,,,
35583339,Rue Carnot,tertiary,False,False,76.729,"LINESTRING (-1.8837928 46.8478405, -1.8832112 46.8475503, -1.883025 46.8474517, -1.8829827 46.8474293)",,,,
692453091,Rue du Capitaine Debouté,residential,False,False,7.197,"LINESTRING (-1.8827425 46.845823, -1.8827397 46.8458877)",,,,
692453094,Rue de Saint-Jean-de-Monts,tertiary,True,False,17.255000000000003,"LINESTRING (-1.8827425 46.845823, -1.8825707 46.8458611, -1.8825245 46.8458629)",,1,,D 753
"[288835539, 71180055]","[""Place de l'Abbé Grelier"", 'Boulevard des F.F.I.']",tertiary,False,False,99.56199999999998,"LINESTRING (-1.8825245 46.8458629, -1.8824071 46.8458212, -1.881939 46.845646, -1.8817582 46.8455783, -1.8816964 46.8455552, -1.8815944 46.8455116, -1.8814456 46.8454474, -1.8813819 46.8454268)",,2,,
692364323,Rue Pierre Monnier,residential,False,True,7.7379999999999995,"LINESTRING (-1.8825245 46.8458629, -1.8825641 46.8458918, -1.8825727 46.8459212)",,2,,
35592189,Boulevard René Bazin,secondary,False,False,47.394999999999996,"LINESTRING (-1.8838659 46.8443502, -1.8837725 46.8442996, -1.8836542 46.8442355, -1.8835428 46.8441756, -1.8835111 46.8441586, -1.8833704 46.844092)",,,,
35592189,Boulevard René Bazin,secondary,False,False,86.175,"LINESTRING (-1.8833704 46.844092, -1.8833158 46.8440721, -1.8832369 46.8440482, -1.883214 46.8440404, -1.8830002 46.8439677, -1.8829468 46.8439536, -1.8826303 46.8438437, -1.8824715 46.8437886, -1.8823553 46.8437483)",,,,
35592189,Boulevard René Bazin,secondary,False,True,47.394999999999996,"LINESTRING (-1.8833704 46.844092, -1.8835111 46.8441586, -1.8835428 46.8441756, -1.8836542 46.8442355, -1.8837725 46.8442996, -1.8838659 46.8443502)",,,,
72150944,Square Gaston Chaissac,residential,False,False,32.248000000000005,"LINESTRING (-1.8833704 46.844092, -1.8833458 46.8441245, -1.8833318 46.844143, -1.8832252 46.8443237, -1.8832111 46.8443407, -1.8831898 46.8443516)",,,,
35592960,Rue Pauline de Lézardière,residential,False,False,9.19,"LINESTRING (-1.8813024 46.8434608, -1.8812423 46.8435325)",,,,
35592960,Rue Pauline de Lézardière,residential,False,True,58.157000000000004,"LINESTRING (-1.8808441 46.8439788, -1.8809201 46.8438839, -1.8812058 46.8435743, -1.8812217 46.8435571, -1.8812423 46.8435325)",,,,
930702580,Rue Pauline de Lézardière,residential,True,False,16.889,"LINESTRING (-1.8808441 46.8439788, -1.8807878 46.8439949, -1.8807509 46.844016, -1.8807039 46.8440403, -1.880653 46.8440527)",,,,
159486858,Rue Bonne Fontaine,tertiary,True,False,96.528,"LINESTRING (-1.8788114 46.8462362, -1.8777079 46.8466651)",,,,
71179924,Rue de la Redoute,residential,True,False,175.02700000000002,"LINESTRING (-1.8788114 46.8462362, -1.8781338 46.8459667, -1.8778694 46.8458616, -1.8778307 46.8458471, -1.8770283 46.8455272, -1.8769236 46.845485, -1.8768437 46.8454536, -1.876822 46.8454449)",,,,
39378287,Rue de l'Hôtel de Ville,residential,True,False,111.19900000000001,"LINESTRING (-1.880653 46.8440527, -1.8805524 46.8440545, -1.8804692 46.8440701, -1.8803848 46.8441027, -1.8803184 46.8441467, -1.8802926 46.8441769, -1.8801846 46.8443033, -1.879997 46.8445269, -1.8799283 46.8446245, -1.8798685 46.8447021, -1.8798423 46.8447324, -1.8798054 46.844765, -1.8797763 46.8447888)",,,,
71179751,Rue du Maréchal De Lattre de Tassigny,tertiary,False,True,102.75,"LINESTRING (-1.8801259 46.8449785, -1.8800944 46.8450038, -1.8800616 46.8450302, -1.8799482 46.8451644, -1.8798872 46.8451975, -1.8797162 46.8454102, -1.8797058 46.8454492, -1.8796921 46.8455001, -1.8795343 46.8456989, -1.879456 46.8457682)",,,,
71181025,Place de la Mairie,tertiary,False,False,21.68,"LINESTRING (-1.8801259 46.8449785, -1.8801501 46.8449915, -1.8802734 46.8450381, -1.8803829 46.8450583)",,,,
"[220836387, 682249460]","['Place de la Mairie', 'Boulevard des F.F.I.']",tertiary,False,True,30.157000000000004,"LINESTRING (-1.8801259 46.8449785, -1.8800447 46.8449347, -1.8799911 46.8449058, -1.8799014 46.8448582, -1.8798162 46.8448092)",,,,
159486858,Rue Bonne Fontaine,tertiary,True,False,39.907999999999994,"LINESTRING (-1.8765505 46.8471661, -1.8761544 46.847343, -1.8761111 46.8473623)",,,,
157674123,Rue Bonne Fontaine,tertiary,False,False,40.512,"LINESTRING (-1.8749857 46.8478476, -1.8746493 46.847989, -1.8745299 46.8480361)",,,,
157674123,Rue Bonne Fontaine,tertiary,False,True,101.17999999999999,"LINESTRING (-1.8749857 46.8478476, -1.8759668 46.8474266, -1.8760021 46.8474109, -1.8760795 46.8473764, -1.8761111 46.8473623)",,,,
157676363,Rue du Moulin de La Cour,residential,False,False,148.09199999999998,"LINESTRING (-1.8749857 46.8478476, -1.8749734 46.8478108, -1.8749502 46.8477412, -1.8749019 46.8476495, -1.8748483 46.8474771, -1.8748214 46.8473927, -1.8748161 46.8469854, -1.8747517 46.8469231, -1.8744523 46.8466768, -1.8743975 46.8466317)",,,,
"[72015627, 72015133]","['Rue Calmette', ""Boulevard de l'Est""]",residential,True,False,196.541,"LINESTRING (-1.8745299 46.8480361, -1.874464 46.8480142, -1.8736974 46.8474431, -1.8741398 46.8469304, -1.8743975 46.8466317)",,,,
157674123,Rue Bonne Fontaine,tertiary,False,False,123.947,"LINESTRING (-1.8745299 46.8480361, -1.8743929 46.8480879, -1.8741389 46.8481769, -1.8737151 46.8482627, -1.8732444 46.8483414, -1.8731695 46.8483526, -1.872989 46.8483793)",,,,
157674123,Rue Bonne Fontaine,tertiary,False,True,40.512,"LINESTRING (-1.8745299 46.8480361, -1.8746493 46.847989, -1.8749857 46.8478476)",,,,
244567915,Rue de la Noue,residential,False,True,64.639,"LINESTRING (-1.8745299 46.8480361, -1.874573 46.8480614, -1.8746113 46.8480835, -1.8751993 46.8483942)",,,,
39378284,Rond-Point du Guy,secondary,True,False,19.823,"LINESTRING (-1.872989 46.8483793, -1.8729676 46.8483468, -1.8729339 46.8483196, -1.8728905 46.8482998, -1.8728408 46.848289, -1.8727887 46.8482881)",roundabout,,,
157674123,Rue Bonne Fontaine,tertiary,False,True,123.947,"LINESTRING (-1.872989 46.8483793, -1.8731695 46.8483526, -1.8732444 46.8483414, -1.8737151 46.8482627, -1.8741389 46.8481769, -1.8743929 46.8480879, -1.8745299 46.8480361)",,,,
39378284,Rond-Point du Guy,secondary,True,False,7.1579999999999995,"LINESTRING (-1.8726512 46.8483478, -1.8726317 46.8483771, -1.8726236 46.8484088)",roundabout,,,
39378284,Rond-Point du Guy,secondary,True,False,12.770999999999999,"LINESTRING (-1.8727887 46.8482881, -1.8727347 46.8482981, -1.8726874 46.8483186, -1.8726512 46.8483478)",roundabout,,,
72015073,Boulevard Guérin,secondary,True,False,23.881,"LINESTRING (-1.8727887 46.8482881, -1.8726529 46.8482313, -1.8725413 46.8481579)",,,,
39378284,Rond-Point du Guy,secondary,True,False,12.99,"LINESTRING (-1.8729596 46.8484907, -1.8729862 46.8484562, -1.8729962 46.8484179, -1.872989 46.8483793)",roundabout,,,
72015032,Rue de Cholet,secondary,True,False,14.054,"LINESTRING (-1.8726236 46.8484088, -1.8724645 46.8484731)",,,,D 753
39378284,Rond-Point du Guy,secondary,True,False,6.7669999999999995,"LINESTRING (-1.8726236 46.8484088, -1.8726268 46.8484391, -1.8726405 46.8484681)",roundabout,,,
542635991,Rue Pauline de Lézardière,residential,True,False,20.421000000000003,"LINESTRING (-1.8808763 46.8441554, -1.8808897 46.8441229, -1.8808642 46.8440756, -1.8808548 46.8440385, -1.8808575 46.8439981, -1.8808441 46.8439788)",,,,
542635994,Rue de l'Hôtel de Ville,residential,True,False,20.807,"LINESTRING (-1.8808763 46.8441554, -1.8808407 46.8441302, -1.880763 46.8440857, -1.8806979 46.8440609, -1.880653 46.8440527)",,,,
158200986,Rue du Général Leclerc,tertiary,True,False,8.988,"LINESTRING (-1.8792492 46.8473035, -1.8792425 46.8472228)",,,,
50259477,Rue Victor Hugo,residential,False,True,123.313,"LINESTRING (-1.8792492 46.8473035, -1.8792894 46.8473101, -1.8793167 46.8473222, -1.8805765 46.8478784, -1.8806134 46.8478995)",,,,
35584698,Rue du Général Leclerc,tertiary,False,False,20.426000000000002,"LINESTRING (-1.8792046 46.8478102, -1.8792011 46.8478909, -1.8791722 46.8479341, -1.8791384 46.8479845)",,,,
158200986,Rue du Général Leclerc,tertiary,True,False,56.445,"LINESTRING (-1.8792046 46.8478102, -1.8792234 46.8475719, -1.8792492 46.8473035)",,,,
71180230,Rond-Point Victor Charbonnel,secondary,True,False,12.16,"LINESTRING (-1.8758384 46.8508075, -1.8758525 46.8507724, -1.8758504 46.8507359, -1.8758321 46.8507017)",roundabout,,,
72015452,Rue Flandres - Dunkerque 1940,residential,False,False,50.07900000000001,"LINESTRING (-1.8780838 46.8488471, -1.8780545 46.8488285, -1.8780252 46.8488099, -1.8779927 46.8487983, -1.877776 46.8487341, -1.8774966 46.8486492)",,,,
199673378,Rue de Nantes,tertiary,False,True,78.551,"LINESTRING (-1.8780838 46.8488471, -1.8780186 46.8488991, -1.8780048 46.8489106, -1.8774279 46.8493928)",,,,
681922537,Rue de Nantes,tertiary,False,False,31.061,"LINESTRING (-1.8780838 46.8488471, -1.8783025 46.8486718, -1.8783494 46.8486349)",,,,
39378284,Rond-Point du Guy,secondary,True,False,8.339,"LINESTRING (-1.8728725 46.8485349, -1.8729209 46.8485172, -1.8729596 46.8484907)",roundabout,,,
"[72015580, 199673375]",Boulevard Viaud-Grand Marais,secondary,True,False,94.053,"LINESTRING (-1.8728725 46.8485349, -1.8729338 46.8485791, -1.8729548 46.8485944, -1.8735494 46.8491549, -1.87361 46.8492131)",,,,
50259475,Rue du Petit Bois,residential,False,True,27.104999999999997,"LINESTRING (-1.8819056 46.8480469, -1.8819478 46.848038, -1.8819961 46.8480368, -1.8820598 46.8480428, -1.8822549 46.8480717)",,,,
50260956,Rue de la Cité,residential,True,False,157.873,"LINESTRING (-1.8819056 46.8480469, -1.8818777 46.8480593, -1.8818563 46.8480749, -1.8818258 46.8481113, -1.8816077 46.8484464, -1.8814946 46.84862, -1.8814884 46.8486296, -1.8814645 46.8486663, -1.881401 46.8487695, -1.8811034 46.849251, -1.8810883 46.8492762, -1.8810526 46.8493356)",,,30,
50259475,Rue du Petit Bois,residential,False,False,27.105,"LINESTRING (-1.8822549 46.8480717, -1.8820598 46.8480428, -1.8819961 46.8480368, -1.8819478 46.848038, -1.8819056 46.8480469)",,,,
35583339,Rue Carnot,tertiary,False,False,118.124,"LINESTRING (-1.8829827 46.8474293, -1.8829154 46.8473884, -1.8828549 46.8473522, -1.8824069 46.8470867, -1.8821326 46.84694, -1.8819272 46.8468184, -1.8818396 46.8467665, -1.8817986 46.8467422)",,,,
35583339,Rue Carnot,tertiary,False,True,76.729,"LINESTRING (-1.8829827 46.8474293, -1.883025 46.8474517, -1.8832112 46.8475503, -1.8837928 46.8478405)",,,,
50259478,Rue de la République,residential,True,False,90.51700000000001,"LINESTRING (-1.8829827 46.8474293, -1.8829487 46.8474589, -1.8826359 46.8477307, -1.8822804 46.8480322, -1.8822549 46.8480717)",,,,
"[158200986, 284295804]","['Rue du Général Leclerc', 'Place du Général de Gaulle']",tertiary,True,False,66.629,"LINESTRING (-1.8792965 46.8466761, -1.8793246 46.8464101, -1.8793273 46.8463202, -1.8793105 46.846261, -1.879275 46.8461931, -1.8791986 46.8460961)",,,,
50259476,Rue du Four Banal,residential,False,False,48.497,"LINESTRING (-1.8809869 46.8475851, -1.8809378 46.8475563, -1.8805033 46.8473008)",,,,
50260957,Rue de Lorraine,residential,True,False,112.78,"LINESTRING (-1.8809869 46.8475851, -1.8810469 46.847537, -1.8810654 46.8475222, -1.881386 46.8471767, -1.8814403 46.8471207, -1.8814704 46.8470895, -1.881761 46.8468264, -1.8817772 46.8467902, -1.8817986 46.8467422)",,,,
693164023,Rue du Petit Bois,residential,True,False,87.65199999999999,"LINESTRING (-1.8809869 46.8475851, -1.8810486 46.8476204, -1.8814415 46.8478419, -1.8816306 46.8478979, -1.8817513 46.8479373, -1.8818191 46.8479795, -1.8818767 46.8480198, -1.8819056 46.8480469)",,,,
50259477,Rue Victor Hugo,residential,False,False,123.31300000000002,"LINESTRING (-1.8806134 46.8478995, -1.8805765 46.8478784, -1.8793167 46.8473222, -1.8792894 46.8473101, -1.8792492 46.8473035)",,,,
50260955,Rue Paul Baudry,residential,True,False,45.166,"LINESTRING (-1.8806134 46.8478995, -1.8809152 46.8476282, -1.8809869 46.8475851)",,,,
35587033,Boulevard Clemenceau,residential,False,False,17.284,"LINESTRING (-1.8810526 46.8493356, -1.8808488 46.8492668)",,,,
35587033,Boulevard Clemenceau,residential,False,True,92.765,"LINESTRING (-1.8810526 46.8493356, -1.8810874 46.8493449, -1.8811351 46.8493576, -1.8812484 46.8493856, -1.8820988 46.8496521, -1.8821673 46.8496736)",,,,
35587033,Boulevard Clemenceau,residential,False,False,9.9,"LINESTRING (-1.8796062 46.8488513, -1.8794876 46.8488146)",,,,
35587033,Boulevard Clemenceau,residential,False,True,105.597,"LINESTRING (-1.8796062 46.8488513, -1.8797759 46.8489306, -1.8798684 46.8489724, -1.879963 46.8489976, -1.880032 46.8490091, -1.8807025 46.849217, -1.8807358 46.8492283, -1.8808488 46.8492668)",,,,
50260955,Rue Paul Baudry,residential,True,False,64.63900000000001,"LINESTRING (-1.8796062 46.8488513, -1.8796371 46.8487976, -1.8800031 46.8484561, -1.8800897 46.8483753)",,,,
72014926,Rue Montorcy,residential,False,False,67.281,"LINESTRING (-1.8792931 46.8487444, -1.8789903 46.8486501, -1.8786279 46.8485372, -1.8785562 46.8485134, -1.8784829 46.8485062)",,,,
292941699,Rue de Bois-de-Céné,residential,True,False,71.595,"LINESTRING (-1.8792931 46.8487444, -1.8792934 46.8487146, -1.8792944 46.8486197, -1.8792254 46.848251, -1.8792143 46.8482068, -1.8791522 46.8481134)",,,,
583451999,Rue Montorcy,residential,False,True,16.729,"LINESTRING (-1.8792931 46.8487444, -1.8794011 46.8487853, -1.8794876 46.8488146)",,,,
50260958,Square de la Coursaudière,residential,False,False,137.936,"LINESTRING (-1.8832182 46.8492443, -1.8830699 46.8491514, -1.8829851 46.8490713, -1.8827484 46.8489909, -1.8826985 46.8489913, -1.8826595 46.8489965, -1.8826225 46.849011, -1.8825965 46.8490339, -1.8821936 46.8496329, -1.8821673 46.8496736)",,,,
35587033,Boulevard Clemenceau,residential,False,False,92.765,"LINESTRING (-1.8821673 46.8496736, -1.8820988 46.8496521, -1.8812484 46.8493856, -1.8811351 46.8493576, -1.8810874 46.8493449, -1.8810526 46.8493356)",,,,
35587033,Boulevard Clemenceau,residential,False,True,74.608,"LINESTRING (-1.8821673 46.8496736, -1.8824088 46.8497454, -1.8830585 46.849954)",,,,
50260958,Square de la Coursaudière,residential,False,True,137.936,"LINESTRING (-1.8821673 46.8496736, -1.8821936 46.8496329, -1.8825965 46.8490339, -1.8826225 46.849011, -1.8826595 46.8489965, -1.8826985 46.8489913, -1.8827484 46.8489909, -1.8829851 46.8490713, -1.8830699 46.8491514, -1.8832182 46.8492443)",,,,
35583339,Rue Carnot,tertiary,False,False,98.563,"LINESTRING (-1.8817986 46.8467422, -1.8817643 46.846725, -1.8816823 46.8466838, -1.8812996 46.8464916, -1.8811434 46.8464232, -1.8809996 46.8463698, -1.8808067 46.8462863, -1.8807149 46.84626)",,,,
35583339,Rue Carnot,tertiary,False,True,118.124,"LINESTRING (-1.8817986 46.8467422, -1.8818396 46.8467665, -1.8819272 46.8468184, -1.8821326 46.84694, -1.8824069 46.8470867, -1.8828549 46.8473522, -1.8829154 46.8473884, -1.8829827 46.8474293)",,,,
50261320,Rue Pierre Monnier,residential,True,False,95.70400000000002,"LINESTRING (-1.8817986 46.8467422, -1.8818165 46.8466805, -1.8819996 46.8464827, -1.8820235 46.8464431, -1.8822951 46.8461668, -1.8823331 46.8461425, -1.8823627 46.8461235, -1.8824136 46.8460764, -1.8824627 46.8460196)",,,,
71179720,Rue du Docteur Henrot,residential,False,False,105.64000000000001,"LINESTRING (-1.8813819 46.8454268, -1.881297 46.8455288, -1.8811606 46.8456969, -1.8811285 46.8457371, -1.880985 46.8459167, -1.8807337 46.8462312, -1.8807149 46.84626)",,,,
288835539,Boulevard des F.F.I.,tertiary,False,False,86.444,"LINESTRING (-1.8813819 46.8454268, -1.8813255 46.8454112, -1.8812954 46.8454015, -1.8805966 46.8451298, -1.8805011 46.8450906, -1.8803829 46.8450583)",,,,
"[288835539, 71180055]","[""Place de l'Abbé Grelier"", 'Boulevard des F.F.I.']",tertiary,False,True,99.56200000000001,"LINESTRING (-1.8813819 46.8454268, -1.8814456 46.8454474, -1.8815944 46.8455116, -1.8816964 46.8455552, -1.8817582 46.8455783, -1.881939 46.845646, -1.8824071 46.8458212, -1.8825245 46.8458629)",,2,,
71179914,Place Aristide Briand,residential,True,False,26.748,"LINESTRING (-1.8779619 46.8476139, -1.8778268 46.847836)",,,,
71180141,Rue Molière,residential,True,False,50.566,"LINESTRING (-1.8779619 46.8476139, -1.8778923 46.847593, -1.8774293 46.8474537, -1.8773559 46.8474271)",,,,
199673378,Rue de Nantes,tertiary,False,True,12.284,"LINESTRING (-1.8769581 46.8497859, -1.8768551 46.849871)",,,,
199673378,Rue de Nantes,tertiary,False,False,50.476,"LINESTRING (-1.8769581 46.8497859, -1.8770497 46.8497088, -1.8773167 46.8494857, -1.8773304 46.8494743, -1.8773781 46.8494344)",,,,
733492650,Rue de l'Herseau,residential,False,True,27.784,"LINESTRING (-1.8769581 46.8497859, -1.8769813 46.8498012, -1.8770065 46.8498159, -1.8772358 46.8499482)",,,,
"[71179914, 693164050]",Place Aristide Briand,residential,True,False,41.792,"LINESTRING (-1.8779921 46.8478833, -1.878193 46.8479408, -1.8783204 46.8477313)",,,,
