osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,ref,junction,access
55054730,,unclassified,False,True,299.425,"LINESTRING (0.2403755 49.4187779, 0.2402404 49.4188677, 0.2401544 49.4189322, 0.2385213 49.4201882, 0.2378044 49.4207424, 0.2376933 49.4208285)",,,,,,
"[55054729, 859354282, 55054735]",,"['unclassified', 'residential']",False,False,52.82300000000001,"LINESTRING (0.2403755 49.4187779, 0.2403966 49.4187251, 0.2403894 49.4186613, 0.2403534 49.4183673, 0.2403427 49.4183061)",movable,,,,,
55054736,Rue Alfred Luard,unclassified,False,False,12.124,"LINESTRING (0.2370367 49.423381, 0.2369658 49.4232822)",,,,,,
62513505,Rue de la Foulerie,residential,False,True,83.87799999999999,"LINESTRING (0.2301626 49.419537, 0.2306355 49.4192857, 0.2307803 49.419274, 0.2310476 49.419262, 0.2311698 49.4192995)",,,30,,,
62552847,Rue Eugène Boudin,residential,False,False,156.498,"LINESTRING (0.2301626 49.419537, 0.2294756 49.419849, 0.2291736 49.4199712, 0.2289037 49.4200711, 0.2283268 49.420279)",,,30,,,
"[62552856, 1076787038]",Rue de la Bavole,residential,False,True,202.367,"LINESTRING (0.2301626 49.419537, 0.2296988 49.4192059, 0.2292246 49.4186677, 0.2291581 49.4185922, 0.2289518 49.418441, 0.2286466 49.4182173, 0.2285312 49.4180722)",,,30,,,
62513512,Rue des Capucins,tertiary,True,False,66.721,"LINESTRING (0.2298238 49.4216884, 0.2297582 49.4217167, 0.2293962 49.4218794, 0.2290711 49.4220351)",,,30,,,
62552837,Rue Albert 1er,residential,False,True,125.85,"LINESTRING (0.2298238 49.4216884, 0.2298449 49.4217124, 0.2301267 49.4221143, 0.2302209 49.4222507, 0.2306752 49.4226699)",,2,30,,,
62513509,Rue Boulanger,residential,False,False,125.679,"LINESTRING (0.2307086 49.4212589, 0.231789 49.4221441)",,,,,,
62513512,Rue des Capucins,tertiary,True,False,79.858,"LINESTRING (0.2307086 49.4212589, 0.2303416 49.4214417, 0.2302633 49.4214794, 0.2298238 49.4216884)",,,30,,,
62552837,Rue Albert 1er,residential,False,False,125.85000000000001,"LINESTRING (0.2306752 49.4226699, 0.2302209 49.4222507, 0.2301267 49.4221143, 0.2298449 49.4217124, 0.2298238 49.4216884)",,2,30,,,
337880955,Rue de l'Homme de Bois,residential,True,False,47.835,"LINESTRING (0.2306752 49.4226699, 0.2303642 49.4228168, 0.2301497 49.4229308)",,,,,,
231177304,Rue de la République,secondary,False,False,32.34,"LINESTRING (0.2318348 49.4185906, 0.2316459 49.418327)",,2,30,D 579a,,
62513525,Rue des Prés,residential,False,True,93.67099999999999,"LINESTRING (0.2318348 49.4185906, 0.231747 49.4186159, 0.2316371 49.4187461, 0.2311698 49.4192995)",,,30,,,
1225270758,Rue de la République,secondary,False,True,108.30799999999999,"LINESTRING (0.2318348 49.4185906, 0.2319107 49.4186964, 0.2321649 49.4190511, 0.2324675 49.4194734)",,2,30,D 579a,,
231177304,Rue de la République,secondary,False,False,41.81,"LINESTRING (0.2316459 49.418327, 0.2314017 49.4179862)",,2,30,D 579a,,
231177304,Rue de la République,secondary,False,True,32.34,"LINESTRING (0.2316459 49.418327, 0.2318348 49.4185906)",,2,30,D 579a,,
62513526,Rue Cachin,tertiary,False,False,102.838,"LINESTRING (0.2316459 49.418327, 0.2324356 49.4181033, 0.2328597 49.4179831, 0.2329493 49.4179577)",,,30,D 289,,
171541434,Rue Notre-Dame,residential,True,False,105.67200000000001,"LINESTRING (0.2340132 49.4176563, 0.2340247 49.417739, 0.2340582 49.4180988, 0.2340093 49.4181495, 0.2337421 49.4182408, 0.2335575 49.418305, 0.2334874 49.41841)",,1,,,,
248131135,Place Saint-Léonard,residential,False,False,47.21999999999999,"LINESTRING (0.2340132 49.4176563, 0.2341584 49.4176896, 0.234423 49.4176978, 0.2344921 49.4177222, 0.2345917 49.4177285, 0.2346469 49.4177274)",,,,,,
1225270756,Rue Cachin,tertiary,False,True,83.93900000000001,"LINESTRING (0.2340132 49.4176563, 0.2338955 49.4176896, 0.2330211 49.4179374, 0.2329493 49.4179577)",,,,D 289,,
1119235303,Rue Paul et Charles Bréard,residential,False,False,6.65,"LINESTRING (0.2335692 49.4184373, 0.2334874 49.41841)",,,,,,
1119235304,Rue Paul et Charles Bréard,residential,False,True,9.504999999999999,"LINESTRING (0.2335692 49.4184373, 0.2336295 49.4184574, 0.2336866 49.4184757)",,,,,,
20205711,Rue Paul et Charles Bréard,residential,False,True,14.961,"LINESTRING (0.2336866 49.4184757, 0.2338529 49.4185557)",,,,,,
62513529,Impasse du Petit Casino,residential,False,False,76.688,"LINESTRING (0.2336866 49.4184757, 0.2340271 49.418363, 0.234237 49.4183048, 0.2344036 49.4182937, 0.2345022 49.4182668, 0.2346772 49.418276)",,,,,,
1119235304,Rue Paul et Charles Bréard,residential,False,False,9.504999999999999,"LINESTRING (0.2336866 49.4184757, 0.2336295 49.4184574, 0.2335692 49.4184373)",,,,,,
"[201008033, 62552883]","['Rue du Dauphin', 'Place Pierre Berthelot']",residential,True,False,119.432,"LINESTRING (0.2318956 49.4197951, 0.2320076 49.4199028, 0.2321665 49.4200984, 0.2324142 49.420519, 0.2324632 49.4206188, 0.2325143 49.4207831)",,1,30,,,
1076787049,Rue de la Foulerie,residential,False,False,78.289,"LINESTRING (0.2318956 49.4197951, 0.2315654 49.4194516, 0.2311698 49.4192995)",,,30,,,
62513505,Rue de la Foulerie,residential,False,False,83.878,"LINESTRING (0.2311698 49.4192995, 0.2310476 49.419262, 0.2307803 49.419274, 0.2306355 49.4192857, 0.2301626 49.419537)",,,30,,,
62513525,Rue des Prés,residential,False,False,93.67099999999999,"LINESTRING (0.2311698 49.4192995, 0.2316371 49.4187461, 0.231747 49.4186159, 0.2318348 49.4185906)",,,30,,,
1076787049,Rue de la Foulerie,residential,False,True,78.289,"LINESTRING (0.2311698 49.4192995, 0.2315654 49.4194516, 0.2318956 49.4197951)",,,30,,,
32665879,Rue Montpensier,secondary,False,False,44.617,"LINESTRING (0.2330393 49.4193325, 0.2326849 49.4195327, 0.2325662 49.4195896)",,2,30,D 579a,,
"[171541433, 32665879]","['Rue Montpensier', 'Place de la Porte de Rouen']",secondary,False,True,80.299,"LINESTRING (0.2330393 49.4193325, 0.2331369 49.4192773, 0.2332352 49.4192218, 0.2336509 49.4189871, 0.2337432 49.418915, 0.2338451 49.4188382)",,2,30,D 579a,,
62513533,Quai Saint-Étienne,living_street,False,False,107.52099999999999,"LINESTRING (0.2330393 49.4193325, 0.2331245 49.4194105, 0.233136 49.4194211, 0.2332908 49.4195638, 0.2334673 49.4197622, 0.2335429 49.4198458, 0.2338214 49.4201539)",,,,,,
62513512,Rue des Capucins,tertiary,True,False,27.843,"LINESTRING (0.2310182 49.4211101, 0.2307086 49.4212589)",,,30,,,
62513511,Rue Barbel,residential,False,False,122.793,"LINESTRING (0.2310182 49.4211101, 0.231473 49.4215753, 0.2320043 49.422007)",,,,,,
62513508,Rue du Puits,tertiary,False,False,47.799,"LINESTRING (0.2315754 49.4207609, 0.2322134 49.4208729)",,,,,,
62513508,Rue du Puits,tertiary,False,True,177.612,"LINESTRING (0.2315754 49.4207609, 0.230869 49.4206657, 0.2303192 49.4205922, 0.2299687 49.4204968, 0.2294874 49.4205698, 0.229318 49.4205631, 0.2291933 49.4205418)",,,,,,
62513512,Rue des Capucins,tertiary,True,False,28.889,"LINESTRING (0.2315754 49.4207609, 0.2315313 49.4208113, 0.2313 49.4209458)",,,30,,,
62513512,Rue des Capucins,tertiary,True,False,27.372,"LINESTRING (0.2313 49.4209458, 0.2310182 49.4211101)",,,30,,,
62513540,Rue des Lingots,residential,True,False,40.001999999999995,"LINESTRING (0.2313 49.4209458, 0.2314549 49.4210386, 0.231547 49.4211043, 0.2316806 49.4212061)",,,,,,
62513508,Rue du Puits,tertiary,False,True,47.799,"LINESTRING (0.2322134 49.4208729, 0.2315754 49.4207609)",,,,,,
331463186,Place Sainte-Catherine,tertiary,False,True,30.573999999999998,"LINESTRING (0.2322134 49.4208729, 0.232372 49.4208957, 0.232543 49.4208994, 0.2326255 49.4208774)",,,50,,,
"[514605242, 514605235]",Place Sainte-Catherine,residential,False,False,61.925,"LINESTRING (0.2322134 49.4208729, 0.2321428 49.4211013, 0.2321244 49.4211205, 0.2320603 49.4211369, 0.2316806 49.4212061)",,,50,,,
62513544,Place Arthur Boudin,residential,False,False,20.755,"LINESTRING (0.2343368 49.4198694, 0.2345325 49.4200059)",,,,,,
62513547,Rue Saint-Antoine,residential,False,False,48.894,"LINESTRING (0.2343368 49.4198694, 0.2338214 49.4201539)",,,,,,
62513544,Place Arthur Boudin,residential,False,True,37.096000000000004,"LINESTRING (0.2343368 49.4198694, 0.234368 49.4198511, 0.2347181 49.4196463)",,,,,,
62513544,Place Arthur Boudin,residential,False,True,23.479,"LINESTRING (0.2347181 49.4196463, 0.2349627 49.4197851)",,,,,,
62513544,Place Arthur Boudin,residential,False,False,37.096000000000004,"LINESTRING (0.2347181 49.4196463, 0.234368 49.4198511, 0.2343368 49.4198694)",,,,,,
62552869,Rue de la Ville,residential,False,False,98.38,"LINESTRING (0.2347181 49.4196463, 0.2344191 49.4194639, 0.2343446 49.4193801, 0.2343291 49.4192795, 0.2344111 49.4188627)",,,,,,
62513544,Place Arthur Boudin,residential,False,False,39.637,"LINESTRING (0.2345325 49.4200059, 0.2349627 49.4197851)",,,,,,
62513544,Place Arthur Boudin,residential,False,True,20.755,"LINESTRING (0.2345325 49.4200059, 0.2343368 49.4198694)",,,,,,
514605243,,residential,False,True,38.272,"LINESTRING (0.2345325 49.4200059, 0.2349092 49.4202476)",,,,,,
62513546,Rue Geneviève Seydoux,residential,False,False,55.505,"LINESTRING (0.2345325 49.4200059, 0.2342676 49.4202022, 0.2341874 49.4202617, 0.2340271 49.4203815)",,,,,,
62513533,Quai Saint-Étienne,living_street,False,True,29.358,"LINESTRING (0.2340271 49.4203815, 0.2338214 49.4201539)",,,,,,
62513533,Quai Saint-Étienne,living_street,False,False,43.888999999999996,"LINESTRING (0.2340271 49.4203815, 0.2340684 49.4204181, 0.2340793 49.4204243, 0.234097 49.4204299, 0.2341604 49.4204419, 0.2341819 49.4204486, 0.2341989 49.4204563, 0.2342343 49.4204816, 0.2344195 49.4206356, 0.2344444 49.4206552)",,,,,,
62513546,Rue Geneviève Seydoux,residential,False,True,55.505,"LINESTRING (0.2340271 49.4203815, 0.2341874 49.4202617, 0.2342676 49.4202022, 0.2345325 49.4200059)",,,,,,
62513533,Quai Saint-Étienne,living_street,False,False,29.358,"LINESTRING (0.2338214 49.4201539, 0.2340271 49.4203815)",,,,,,
62513547,Rue Saint-Antoine,residential,False,True,48.894,"LINESTRING (0.2338214 49.4201539, 0.2343368 49.4198694)",,,,,,
62513533,Quai Saint-Étienne,living_street,False,True,107.52100000000002,"LINESTRING (0.2338214 49.4201539, 0.2335429 49.4198458, 0.2334673 49.4197622, 0.2332908 49.4195638, 0.233136 49.4194211, 0.2331245 49.4194105, 0.2330393 49.4193325)",,,,,,
62513544,Place Arthur Boudin,residential,False,False,23.479,"LINESTRING (0.2349627 49.4197851, 0.2347181 49.4196463)",,,,,,
62513544,Place Arthur Boudin,residential,False,True,39.637,"LINESTRING (0.2349627 49.4197851, 0.2345325 49.4200059)",,,,,,
62552887,Rue de la Ville,residential,False,False,33.013,"LINESTRING (0.2349627 49.4197851, 0.2352847 49.4199955)",,,,,,
201008035,Rue des Logettes,tertiary,False,False,10.614,"LINESTRING (0.2334836 49.4212996, 0.2333739 49.421363)",,,50,,,
62513552,,secondary,False,False,10.144,"LINESTRING (0.2334836 49.4212996, 0.2335775 49.4212423, 0.2335859 49.4212372)",,,,D 513,,
62513532,Quai Sainte-Catherine,living_street,True,False,230.50799999999998,"LINESTRING (0.2335859 49.4212372, 0.2335456 49.4212165, 0.2334848 49.4211853, 0.2332034 49.4210408, 0.2330954 49.4209853, 0.2330338 49.4209547, 0.2330118 49.4209438, 0.2328747 49.4208435, 0.2327101 49.4206116, 0.2321871 49.4198483, 0.2321942 49.419794, 0.2322393 49.419755, 0.2324342 49.419653, 0.2324812 49.4196305, 0.2325662 49.4195896)",,,30,,,yes
62513552,,secondary,False,True,10.144,"LINESTRING (0.2335859 49.4212372, 0.2335775 49.4212423, 0.2334836 49.4212996)",,,,D 513,,
"[553333975, 231177300, 62513551]","['Pont Basculant', 'Quai de la Quarantaine']",secondary,False,False,89.69000000000001,"LINESTRING (0.2335859 49.4212372, 0.2339438 49.4209958, 0.234001 49.4209572, 0.2341284 49.4208719, 0.2344444 49.4206552)",movable,,,D 513,,
563612216,Quai de la Quarantaine,secondary,False,False,22.226,"LINESTRING (0.2344444 49.4206552, 0.2346369 49.4204994)",,,,D 513,,
62513533,Quai Saint-Étienne,living_street,False,True,43.888999999999996,"LINESTRING (0.2344444 49.4206552, 0.2344195 49.4206356, 0.2342343 49.4204816, 0.2341989 49.4204563, 0.2341819 49.4204486, 0.2341604 49.4204419, 0.234097 49.4204299, 0.2340793 49.4204243, 0.2340684 49.4204181, 0.2340271 49.4203815)",,,,,,
"[62513551, 231177300, 553333975]","['Pont Basculant', 'Quai de la Quarantaine']",secondary,False,True,89.69000000000001,"LINESTRING (0.2344444 49.4206552, 0.2341284 49.4208719, 0.234001 49.4209572, 0.2339438 49.4209958, 0.2335859 49.4212372)",movable,,,D 513,,
62513509,Rue Boulanger,residential,False,True,125.679,"LINESTRING (0.231789 49.4221441, 0.2307086 49.4212589)",,,,,,
337880955,Rue de l'Homme de Bois,residential,True,False,99.542,"LINESTRING (0.231789 49.4221441, 0.2313755 49.4223381, 0.2312146 49.4224157, 0.2311212 49.4224597, 0.2306752 49.4226699)",,,,,,
337880955,Rue de l'Homme de Bois,residential,True,False,21.793,"LINESTRING (0.2320043 49.422007, 0.231789 49.4221441)",,,,,,
62513511,Rue Barbel,residential,False,True,122.793,"LINESTRING (0.2320043 49.422007, 0.231473 49.4215753, 0.2310182 49.4211101)",,,,,,
353640359,Rue Saint-Nicol,residential,False,False,7.673,"LINESTRING (0.2283963 49.4164679, 0.2283812 49.4165362)",,,,,,
62552819,Rue A. Dubourg,residential,False,False,119.754,"LINESTRING (0.2283963 49.4164679, 0.2284813 49.4164361, 0.2288612 49.4164332, 0.2289543 49.4164325, 0.2296541 49.4164274, 0.2299679 49.416425, 0.2300383 49.4164206)",,,,,,
62552808,,residential,True,False,51.755,"LINESTRING (0.2300383 49.4164206, 0.23028 49.416743, 0.2303655 49.4168341)",,,,,,
62552819,Rue A. Dubourg,residential,False,True,119.754,"LINESTRING (0.2300383 49.4164206, 0.2299679 49.416425, 0.2296541 49.4164274, 0.2289543 49.4164325, 0.2288612 49.4164332, 0.2284813 49.4164361, 0.2283963 49.4164679)",,,,,,
1186699291,,residential,False,False,16.362000000000002,"LINESTRING (0.2300383 49.4164206, 0.2301209 49.4164041, 0.2302483 49.4163667)",,,,,,
62552814,Cours Albert Manuel,residential,False,True,96.4,"LINESTRING (0.2298647 49.4155607, 0.2304419 49.4163421)",,,,,,
"[62552820, 203878125, 203878126]","[""Chemin de l'Abreuvoir"", ""Rue de l'Abreuvoir""]",residential,False,False,107.484,"LINESTRING (0.2298647 49.4155607, 0.2307938 49.4152691, 0.2309786 49.4152647, 0.2310649 49.4152627, 0.2312478 49.4152593)",yes,,,,,
62552806,Rue Charrière Saint-Léonard,residential,False,False,27.35,"LINESTRING (0.2377047 49.4163224, 0.2378207 49.4160883)",,,,,,
62552806,Rue Charrière Saint-Léonard,residential,False,True,44.398,"LINESTRING (0.2377047 49.4163224, 0.2375437 49.4167077)",,,,,,
62552804,Rue aux Chats,residential,False,True,69.781,"LINESTRING (0.2377047 49.4163224, 0.2373653 49.4164207, 0.2371085 49.4165013, 0.2368598 49.4166195)",,,,,,
62552806,Rue Charrière Saint-Léonard,residential,False,True,27.35,"LINESTRING (0.2378207 49.4160883, 0.2377047 49.4163224)",,,,,,
1256851342,Chemin du Buquet,tertiary,False,True,43.649,"LINESTRING (0.2378207 49.4160883, 0.2377369 49.4159348, 0.2375906 49.4157258)",,,,,,
1256851342,Chemin du Buquet,tertiary,False,False,43.649,"LINESTRING (0.2375906 49.4157258, 0.2377369 49.4159348, 0.2378207 49.4160883)",,,,,,
62552852,Impasse Desgarceaux,residential,False,True,86.008,"LINESTRING (0.2303003 49.4168951, 0.229115 49.4168344)",,,,,,
62552841,Place Albert Sorel,residential,True,False,8.277,"LINESTRING (0.2303003 49.4168951, 0.2303299 49.4168634, 0.2303655 49.4168341)",,,,,,
62552841,Place Albert Sorel,residential,True,False,14.468,"LINESTRING (0.2305323 49.4167562, 0.2306389 49.416738, 0.2307282 49.4167318)",,,,,,
231177301,Place Albert Sorel,secondary,False,True,68.11699999999999,"LINESTRING (0.2305323 49.4167562, 0.2307328 49.4170452, 0.2309202 49.4173144)",,,,D 579a,,
658180561,Cours Albert Manuel,secondary,False,False,44.071,"LINESTRING (0.2305323 49.4167562, 0.2304599 49.4166569, 0.2303829 49.4165513, 0.2302712 49.4163981)",,,,D 579a,,
62552852,Impasse Desgarceaux,residential,False,False,86.008,"LINESTRING (0.229115 49.4168344, 0.2303003 49.4168951)",,,,,,
62552841,Place Albert Sorel,residential,True,False,14.942,"LINESTRING (0.2303655 49.4168341, 0.2304423 49.4167892, 0.2305323 49.4167562)",,,,,,
353640359,Rue Saint-Nicol,residential,False,False,94.298,"LINESTRING (0.2283511 49.4172359, 0.2283597 49.4172938, 0.2284402 49.4178235, 0.228494 49.4180254, 0.2285312 49.4180722)",,,,,,
353640359,Rue Saint-Nicol,residential,False,True,78.16400000000002,"LINESTRING (0.2283511 49.4172359, 0.2283158 49.4169903, 0.2283205 49.4169334, 0.2283645 49.4166063, 0.2283812 49.4165362)",,,,,,
"[1186723498, 1186723499, 1186723503, 1186723504, 62552853]",,residential,True,False,191.30800000000005,"LINESTRING (0.2283511 49.4172359, 0.2282895 49.4172399, 0.2279993 49.4172584, 0.2278607 49.417255, 0.2277826 49.4172452, 0.2276832 49.4172236, 0.2276132 49.4171638, 0.2275715 49.4170947, 0.2274929 49.4169128, 0.2274373 49.4167253, 0.2274363 49.4166882, 0.2274512 49.4166394, 0.2274933 49.4165854, 0.2275198 49.4165683, 0.2275553 49.4165454, 0.227652 49.4165118, 0.2277576 49.4165077, 0.2282551 49.4165291, 0.2282907 49.4165306, 0.2283316 49.4165332, 0.2283812 49.4165362)",,,,,,
"[62552856, 1076787038]",Rue de la Bavole,residential,False,False,202.367,"LINESTRING (0.2285312 49.4180722, 0.2286466 49.4182173, 0.2289518 49.418441, 0.2291581 49.4185922, 0.2292246 49.4186677, 0.2296988 49.4192059, 0.2301626 49.419537)",,,30,,,
353640359,Rue Saint-Nicol,residential,False,True,94.298,"LINESTRING (0.2285312 49.4180722, 0.228494 49.4180254, 0.2284402 49.4178235, 0.2283597 49.4172938, 0.2283511 49.4172359)",,,,,,
231177303,Rue Charrière du Puits,tertiary,False,False,43.104,"LINESTRING (0.2279513 49.419978, 0.2283268 49.420279)",,,,D 279,,
62513508,Rue du Puits,tertiary,False,False,177.61200000000002,"LINESTRING (0.2291933 49.4205418, 0.229318 49.4205631, 0.2294874 49.4205698, 0.2299687 49.4204968, 0.2303192 49.4205922, 0.230869 49.4206657, 0.2315754 49.4207609)",,,,,,
62513508,Rue du Puits,tertiary,False,True,38.227,"LINESTRING (0.2291933 49.4205418, 0.2290737 49.4205211, 0.2286825 49.4204536)",,,,,,
62552851,Rue Jean Doublet,tertiary,True,False,136.91299999999998,"LINESTRING (0.2291933 49.4205418, 0.2292133 49.4207003, 0.2293212 49.421019, 0.2294276 49.4211977, 0.2297911 49.4216458, 0.2298238 49.4216884)",,,30,,,
62552844,Place du Puits,tertiary,False,True,22.327,"LINESTRING (0.2283739 49.4204492, 0.2286825 49.4204536)",,,,,,
1118788963,Place du Puits,tertiary,True,False,17.173,"LINESTRING (0.2283739 49.4204492, 0.2283477 49.4202957)",,,,,,
1118788964,Place du Puits,tertiary,False,False,29.912,"LINESTRING (0.2283477 49.4202957, 0.2286825 49.4204536)",,,,,,
1225270759,Rue Charrière du Puits,tertiary,False,True,2.395,"LINESTRING (0.2283477 49.4202957, 0.2283268 49.420279)",,,,D 279,,
62552844,Place du Puits,tertiary,False,False,22.327,"LINESTRING (0.2286825 49.4204536, 0.2283739 49.4204492)",,,,,,
1118788964,Place du Puits,tertiary,False,True,29.912,"LINESTRING (0.2286825 49.4204536, 0.2283477 49.4202957)",,,,,,
62513508,Rue du Puits,tertiary,False,False,38.227,"LINESTRING (0.2286825 49.4204536, 0.2290737 49.4205211, 0.2291933 49.4205418)",,,,,,
231177303,Rue Charrière du Puits,tertiary,False,True,43.104,"LINESTRING (0.2283268 49.420279, 0.2279513 49.419978)",,,,D 279,,
1225270759,Rue Charrière du Puits,tertiary,False,False,2.395,"LINESTRING (0.2283268 49.420279, 0.2283477 49.4202957)",,,,D 279,,
62552847,Rue Eugène Boudin,residential,False,True,156.498,"LINESTRING (0.2283268 49.420279, 0.2289037 49.4200711, 0.2291736 49.4199712, 0.2294756 49.419849, 0.2301626 49.419537)",,,30,,,
