osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,bridge
38154423,2,D 27,Avenue d'Armorique,secondary,50,False,True,77.242,"LINESTRING (-1.6359802 48.1807841, -1.6361425 48.1808193, -1.6361867 48.1808289, -1.6363408 48.1808624, -1.6369731 48.1809944)",,,
"[183580658, 401787044]",3,D 3175,Rue de Rennes,secondary,30,False,True,104.54899999999999,"LINESTRING (-1.6359802 48.1807841, -1.6361334 48.1806728, -1.6361571 48.1806556, -1.6363785 48.1804949, -1.6365408 48.1803761, -1.6366819 48.1802696, -1.6369249 48.1800861)",,,
"[626941936, 38154426]",2,D 27,Avenue d'Armorique,secondary,"['30', '50']",False,True,121.73,"LINESTRING (-1.6440943 48.182146, -1.6439004 48.182173, -1.6435366 48.1821609, -1.6433736 48.1821462, -1.6431646 48.1821328, -1.6430381 48.1821223, -1.64293 48.1821215, -1.6427142 48.1821158, -1.642462 48.1820984)",,,
38609754,,,Rue de la Vigne,unclassified,,True,False,138.97,"LINESTRING (-1.6440943 48.182146, -1.6441211 48.1822628, -1.6444394 48.1824126, -1.6447144 48.1825239, -1.6448195 48.1825816, -1.6448633 48.1826366, -1.6448724 48.1827034, -1.644866 48.1830021, -1.6448465 48.18314)",,,
198812896,,D 27,Avenue d'Armorique,secondary,30,False,False,105.786,"LINESTRING (-1.6440943 48.182146, -1.6442641 48.1821099, -1.6449492 48.1819596, -1.645045 48.1819591, -1.645165 48.1819686, -1.6452732 48.1819953, -1.6454313 48.1820718)",,,
"[842335754, 842335755, 144805627]",2,,Rue du Vau Chalet,tertiary,50,False,True,114.92999999999999,"LINESTRING (-1.6440943 48.182146, -1.6441594 48.1819636, -1.644237 48.1818417, -1.6444839 48.1815275, -1.6446752 48.1812769, -1.644726 48.1812069)",,,
42411170,,,Allée Max Jacob,residential,,False,True,126.816,"LINESTRING (-1.6389774 48.178351, -1.6390224 48.1783687, -1.6390568 48.1783749, -1.6391263 48.1783872, -1.6397065 48.1783683, -1.6397608 48.1783383, -1.6400062 48.1777615)",,,
"[401787056, 401787039]",2,D 3175,Rue de Rennes,secondary,30,False,False,57.266999999999996,"LINESTRING (-1.6389774 48.178351, -1.6388658 48.1784855, -1.6387859 48.1785632, -1.6386962 48.1786472, -1.6386345 48.1787126, -1.6385777 48.1787906)",,,
401787056,2,D 3175,Rue de Rennes,secondary,30,False,True,74.06400000000001,"LINESTRING (-1.6389774 48.178351, -1.6390473 48.1782285, -1.6390923 48.1780926, -1.6391399 48.1778717, -1.6391724 48.1777004)",,,
97378803,,,,secondary,50,True,False,32.352000000000004,"LINESTRING (-1.6389271 48.1813905, -1.6389094 48.1813507, -1.6388743 48.1813163, -1.6388252 48.1812907, -1.6387667 48.1812762, -1.6387045 48.1812743, -1.6386443 48.1812852, -1.6385919 48.1813077)",roundabout,,
"[465542801, 58830718]",2,D 27,Rue du Trégor,secondary,30,False,False,151.218,"LINESTRING (-1.647905 48.1832186, -1.6478156 48.1832084, -1.6473575 48.1831783, -1.6470814 48.1831724, -1.646702 48.1831656, -1.6465227 48.1831628, -1.6463409 48.1831632, -1.6461626 48.1831654, -1.6461004 48.1831662, -1.6458694 48.1831718)",,,
401613291,,,Rue de la Côte d'Émeraude,tertiary,,False,False,49.399,"LINESTRING (-1.647905 48.1832186, -1.6478994 48.1832521, -1.6478955 48.1832754, -1.6478889 48.1834888, -1.6478765 48.1836417, -1.6478748 48.1836622)",,,
25011695,2,,Avenue Mozart,unclassified,,False,False,56.050999999999995,"LINESTRING (-1.6376631 48.1823412, -1.6375736 48.1823946, -1.6375296 48.1824596, -1.6374956 48.1825466, -1.637459 48.1826968, -1.6374317 48.1828059)",,,
25011695,2,,Avenue Mozart,unclassified,,False,True,127.14000000000001,"LINESTRING (-1.6376631 48.1823412, -1.6378041 48.1823057, -1.6380478 48.1822913, -1.6380881 48.1822792, -1.6381373 48.1822587, -1.6381903 48.1822258, -1.6382401 48.1821783, -1.6383624 48.182009, -1.638542 48.1817707, -1.6386711 48.1815963, -1.6386741 48.1815812, -1.6386859 48.1815409)",,,
661773084,,,Rue Gabriel Fauré,residential,,False,False,108.78099999999999,"LINESTRING (-1.6376631 48.1823412, -1.6376276 48.1823057, -1.6375514 48.1822293, -1.6375147 48.1821978, -1.6374741 48.1821578, -1.6368959 48.1816729, -1.6367638 48.181569)",,,
1062799314,,,Rue de Cornouailles,residential,,False,True,13.255,"LINESTRING (-1.6432679 48.1843161, -1.6433029 48.1841992)",,,
628645905,,,Rue du 8 Mai 1945,residential,,False,True,154.36300000000003,"LINESTRING (-1.6432679 48.1843161, -1.6433037 48.1843226, -1.6433427 48.1843281, -1.6436845 48.1843895, -1.6437982 48.1843993, -1.644105 48.1843772, -1.644598 48.184343, -1.6447023 48.1843534, -1.644786 48.1843846, -1.6450052 48.1845219, -1.6451488 48.1845578, -1.6452237 48.1845691)",,,
1062799314,,,Rue de Cornouailles,residential,,False,False,55.176,"LINESTRING (-1.6432679 48.1843161, -1.6432089 48.1844511, -1.6430951 48.1847985)",,,
26465503,2,,Rue du Docteur Laennec,unclassified,30,False,False,48.012,"LINESTRING (-1.6377048 48.1811375, -1.6377071 48.1811066, -1.6377096 48.1810723, -1.637507 48.1807316)",,,
38154423,2,D 27,Avenue d'Armorique,secondary,50,False,False,56.544,"LINESTRING (-1.6377048 48.1811375, -1.6375259 48.1810986, -1.6369731 48.1809944)",,,
"[618453009, 38154423]",2,D 27,Avenue d'Armorique,secondary,50,False,True,34.602,"LINESTRING (-1.6377048 48.1811375, -1.6379802 48.1811985, -1.638148 48.181235)",,,
"[183580658, 401787044]",3,D 3175,Rue de Rennes,secondary,30,False,False,104.54899999999999,"LINESTRING (-1.6369249 48.1800861, -1.6366819 48.1802696, -1.6365408 48.1803761, -1.6363785 48.1804949, -1.6361571 48.1806556, -1.6361334 48.1806728, -1.6359802 48.1807841)",,,
183580658,,D 3175,Rue de Rennes,secondary,30,False,True,19.516,"LINESTRING (-1.6369249 48.1800861, -1.6370211 48.1800065, -1.63709 48.1799494)",,,
29068409,,,Rue du Clos de la Quintaine,residential,,False,False,22.784,"LINESTRING (-1.6458248 48.181865, -1.6455274 48.1819166)",,,
29068409,,,Rue du Clos de la Quintaine,residential,,False,True,6.383,"LINESTRING (-1.6458248 48.181865, -1.6458935 48.1818996)",,,
151140045,,,,residential,,False,True,17.825,"LINESTRING (-1.6458248 48.181865, -1.6458251 48.1817717, -1.6458814 48.1817162)",,,
29068409,,,Rue du Clos de la Quintaine,residential,,False,True,22.784,"LINESTRING (-1.6455274 48.1819166, -1.6458248 48.181865)",,,
38609790,,,Rue du Clos de la Quintaine,residential,,False,True,11.622,"LINESTRING (-1.6455274 48.1819166, -1.64552 48.182021)",,,
29068409,,,Rue du Clos de la Quintaine,residential,,False,False,36.174,"LINESTRING (-1.6455274 48.1819166, -1.6453943 48.1819049, -1.6450437 48.181874)",,,
29068409,,,Rue du Clos de la Quintaine,residential,,False,True,36.174,"LINESTRING (-1.6450437 48.181874, -1.6453943 48.1819049, -1.6455274 48.1819166)",,,
25011695,2,,Avenue Mozart,unclassified,,False,False,147.724,"LINESTRING (-1.6374317 48.1828059, -1.6374211 48.1828395, -1.6373927 48.1828702, -1.6372601 48.183028, -1.6371453 48.1831645, -1.6369661 48.183383, -1.6364544 48.1839616)",,,
25011695,2,,Avenue Mozart,unclassified,,False,True,56.051,"LINESTRING (-1.6374317 48.1828059, -1.637459 48.1826968, -1.6374956 48.1825466, -1.6375296 48.1824596, -1.6375736 48.1823946, -1.6376631 48.1823412)",,,
29068411,,,Rue Maurice Ravel,residential,,False,False,127.97299999999998,"LINESTRING (-1.6374317 48.1828059, -1.6373798 48.1827941, -1.637293 48.1827684, -1.6370417 48.1827182, -1.6369064 48.1826992, -1.6362453 48.1826811, -1.6357314 48.1826732)",,,
29068411,,,Rue Maurice Ravel,residential,,False,True,127.973,"LINESTRING (-1.6357314 48.1826732, -1.6362453 48.1826811, -1.6369064 48.1826992, -1.6370417 48.1827182, -1.637293 48.1827684, -1.6373798 48.1827941, -1.6374317 48.1828059)",,,
25011695,2,,Avenue Mozart,unclassified,,False,False,117.365,"LINESTRING (-1.6364544 48.1839616, -1.6356734 48.1848797)",,,
25011695,2,,Avenue Mozart,unclassified,,False,True,147.724,"LINESTRING (-1.6364544 48.1839616, -1.6369661 48.183383, -1.6371453 48.1831645, -1.6372601 48.183028, -1.6373927 48.1828702, -1.6374211 48.1828395, -1.6374317 48.1828059)",,,
25011695,2,,Avenue Mozart,unclassified,,False,True,117.365,"LINESTRING (-1.6356734 48.1848797, -1.6364544 48.1839616)",,,
38609789,,,Rue du Clos de la Quintaine,residential,,False,False,59.75,"LINESTRING (-1.6458171 48.1824648, -1.6458939 48.1823948, -1.6457905 48.1822624, -1.64552 48.182021)",,,
