osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,access
183842357,True,4,A 630,Rocade,motorway,90,False,505.437,"LINESTRING (-0.5209174 44.8831884, -0.5235093 44.8814635, -0.525585 44.8800702)",,,,
22938708,True,1,,,motorway_link,,False,123.67699999999999,"LINESTRING (-0.525585 44.8800702, -0.5258775 44.8799712, -0.5259975 44.8799247, -0.5261145 44.8799004, -0.5262274 44.8799081, -0.5263256 44.8799537, -0.5263859 44.8800198, -0.5264133 44.8800955, -0.526407 44.8801653, -0.526354 44.8802599, -0.5262689 44.8803519, -0.5262625 44.8804011, -0.5262747 44.880448)",,,,
1254559533,True,3,A 630,Rocade,motorway,90,False,144.231,"LINESTRING (-0.525585 44.8800702, -0.5259551 44.8798291, -0.5263297 44.8796184, -0.5265953 44.8794807, -0.5267987 44.8793882, -0.5270394 44.8792886)",,,,
22938649,True,,,,secondary,,False,17.138,"LINESTRING (-0.5168847 44.8833721, -0.5169671 44.8833326, -0.5170471 44.8832711)",roundabout,,,
22938649,True,,,,secondary,,False,34.377,"LINESTRING (-0.5164605 44.8833712, -0.5166032 44.8833998, -0.5166811 44.8834048, -0.5167676 44.8833984, -0.5168847 44.8833721)",roundabout,,,
22938622,True,1,,,motorway_link,,False,84.37100000000001,"LINESTRING (-0.5170471 44.8832711, -0.517126 44.8832465, -0.517227 44.883232, -0.5173424 44.8832354, -0.5175575 44.8832563, -0.5177284 44.8832705, -0.5179689 44.8832869, -0.518103 44.8832997)",,,,
22938649,True,,,,secondary,,False,46.36,"LINESTRING (-0.5170471 44.8832711, -0.5171049 44.8832128, -0.5171427 44.8831077, -0.5171396 44.8830079, -0.5171 44.8828734)",roundabout,,,
37630517,True,1,,,secondary_link,,False,111.02899999999998,"LINESTRING (-0.5183338 44.8832751, -0.5179605 44.8832397, -0.5177374 44.8832012, -0.5175644 44.8831565, -0.5174252 44.8831027, -0.5173233 44.8830417, -0.5172609 44.8830044, -0.5171751 44.8829391, -0.5171 44.8828734)",,,,
183842362,True,1,,Avenue de la Résistance,unclassified,,False,188.47700000000003,"LINESTRING (-0.5183338 44.8832751, -0.5179655 44.8832042, -0.517755 44.883168, -0.5176101 44.8831143, -0.5174903 44.883056, -0.517338 44.8829559, -0.5172314 44.8828601, -0.5171055 44.8827259, -0.5170361 44.8826318, -0.5169806 44.8825426, -0.5169517 44.882456, -0.5169353 44.8823544, -0.516928 44.8822164, -0.5169156 44.8821279)",,,,
25417803,True,1,,,motorway_link,30,False,134.378,"LINESTRING (-0.5191982 44.8836625, -0.519048 44.8835899, -0.5189478 44.8835217, -0.5189144 44.8834693, -0.5189129 44.8834159, -0.5189542 44.8833364, -0.5190007 44.8832963, -0.5190695 44.8832733, -0.5192025 44.8832542, -0.5194351 44.8832256, -0.5196941 44.8831548, -0.5199497 44.8830305)",,,,
183864707,True,1,,,motorway_link,30,False,81.992,"LINESTRING (-0.5191982 44.8836625, -0.5190224 44.8836292, -0.5189008 44.8835772, -0.5186919 44.8834317, -0.5185105 44.8833317, -0.5183338 44.8832751)",,,,
22938629,True,1,,,motorway_link,50,False,233.689,"LINESTRING (-0.5216276 44.8825446, -0.520707 44.8830792, -0.5201979 44.8833756, -0.5199128 44.8835209, -0.519671 44.8836204, -0.5195464 44.8836591, -0.519392 44.8836731, -0.5191982 44.8836625)",,,,
26682058,True,1,,Route de Carbon-Blanc,unclassified,,False,132.07799999999997,"LINESTRING (-0.5199497 44.8830305, -0.5196846 44.8831233, -0.5194216 44.8831902, -0.5191977 44.8832189, -0.5190672 44.8832262, -0.5189117 44.8832275, -0.5187473 44.883247, -0.5185947 44.8832772, -0.5184694 44.8832853, -0.5183338 44.8832751)",,,,
