osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge
26094499,D 12,Avenue de Rivesaltes,secondary,False,True,60.407,"LINESTRING (2.9149001 42.7466074, 2.9148393 42.7467025, 2.914744 42.7467994, 2.9144606 42.746987, 2.9144268 42.7470164)",,
26094500,D 12,Avenue François Arago,secondary,False,False,115.36,"LINESTRING (2.9149001 42.7466074, 2.9149626 42.7464814, 2.9152694 42.7457324, 2.9152993 42.7456132)",,
26094500,D 12,Avenue François Arago,secondary,False,False,85.294,"LINESTRING (2.9153038 42.7449473, 2.9153012 42.7448892, 2.9152958 42.7445874, 2.9152945 42.7445125, 2.9152926 42.7441803)",,
26094500,D 12,Avenue François Arago,secondary,False,True,74.051,"LINESTRING (2.9153038 42.7449473, 2.9153045 42.7454766, 2.9152993 42.7456132)",,
60171520,,Rue François Arago,residential,True,False,115.71199999999999,"LINESTRING (2.9153038 42.7449473, 2.9155664 42.7450077, 2.9156302 42.7450578, 2.915647 42.7450979, 2.9156567 42.7451443, 2.9156676 42.7455188, 2.9156415 42.7455512, 2.9154076 42.7456276, 2.9152993 42.7456132)",,
26094500,D 12,Avenue François Arago,secondary,False,True,85.294,"LINESTRING (2.9152926 42.7441803, 2.9152945 42.7445125, 2.9152958 42.7445874, 2.9153012 42.7448892, 2.9153038 42.7449473)",,
60168918,,,secondary,True,False,10.712,"LINESTRING (2.9152926 42.7441803, 2.9152514 42.7441694, 2.9152227 42.7441452, 2.9152137 42.7441138)",roundabout,
144703843,D 12,Avenue Jules Ferry,secondary,False,False,108.87200000000001,"LINESTRING (2.9154839 42.7438814, 2.9155044 42.7438579, 2.9156618 42.7437072, 2.915871 42.7435824, 2.9162364 42.7434623, 2.9164311 42.7434303, 2.9165961 42.7434103)",,
615440076,D 12,Avenue Jules Ferry,secondary,True,False,23.459000000000003,"LINESTRING (2.9154839 42.7438814, 2.9153733 42.7440318, 2.9153604 42.7440707)",,
26094502,D 12,Avenue Victor Hugo,secondary,False,True,55.697,"LINESTRING (2.9178272 42.7432452, 2.9179792 42.743248, 2.9185003 42.743177)",,
26095266,,Rue Saint-Michel,residential,True,False,190.44400000000002,"LINESTRING (2.9178272 42.7432452, 2.9179229 42.7433622, 2.9185692 42.7441033, 2.9186395 42.7441795, 2.918806 42.7445914, 2.918855 42.7447125, 2.9188795 42.7447571)",,
144703843,D 12,Avenue Jules Ferry,secondary,False,True,86.946,"LINESTRING (2.9178272 42.7432452, 2.9177311 42.7432617, 2.9176708 42.7432795, 2.9172926 42.7433248, 2.9167819 42.7433877)",,
179606140,,Rue Saint-Michel,residential,False,False,148.04,"LINESTRING (2.9178272 42.7432452, 2.9177459 42.7431485, 2.9172731 42.7425536, 2.9171237 42.7422673, 2.9170624 42.7421371, 2.9170265 42.7420568)",,
60168918,,,secondary,True,False,7.808,"LINESTRING (2.9152137 42.7441138, 2.9152211 42.744091, 2.9152391 42.7440717, 2.9152654 42.7440585)",roundabout,
144703849,D 76,Avenue du Canigou,secondary,False,True,72.55799999999999,"LINESTRING (2.9152137 42.7441138, 2.9149746 42.7441026, 2.9144591 42.7440402, 2.9143368 42.7440165)",,
