osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,tunnel
234833267,D 9,Avenue de Boulogne,secondary,50,False,False,48.289,"LINESTRING (0.7230605 43.1103692, 0.723186 43.1099447)",,,
37077146,,Rue Louis Payrau,residential,,False,True,133.469,"LINESTRING (0.7230605 43.1103692, 0.72153 43.1101457, 0.7214618 43.1101107)",,,
234833267,D 9,Avenue de Boulogne,secondary,50,False,True,183.36599999999999,"LINESTRING (0.7230605 43.1103692, 0.7229141 43.1107899, 0.7225602 43.1113308, 0.7221907 43.1118841)",,,
234812531,D 817,Boulevard Charles de Gaulle,secondary,50,True,False,26.747,"LINESTRING (0.7234141 43.1092126, 0.7231043 43.1091307)",,,
234833267,D 9,Avenue de Boulogne,secondary,50,False,True,65.967,"LINESTRING (0.7234141 43.1092126, 0.7232439 43.1097927)",,,
234869553,D 817,Boulevard Louis Pasteur,secondary,50,True,False,32.22,"LINESTRING (0.7207346 43.1082934, 0.7207841 43.1080059)",,,
1247681755,,,secondary,30,True,False,6.147,"LINESTRING (0.72076 43.1069891, 0.7207358 43.1069838, 0.7207144 43.1069741, 0.7206969 43.1069608)",roundabout,,
234869541,D 8,Avenue Gaston Phoebus,secondary,30,True,False,21.921,"LINESTRING (0.7215068 43.1062366, 0.7217717 43.1061984)",,,
148127044,D 5,,secondary,,True,False,83.69900000000001,"LINESTRING (0.724895 43.1065667, 0.7250899 43.1063983, 0.7252289 43.1062439, 0.7255014 43.105959)",,,
234816306,D 8,Avenue Gaston Phoebus,secondary,50,True,False,51.111,"LINESTRING (0.724895 43.1065667, 0.7251089 43.106528, 0.7252574 43.1065355, 0.7253732 43.1065733, 0.7254863 43.1066251)",,,
25020459,D 5,Avenue Henri Montagut,secondary,50,True,False,5.105,"LINESTRING (0.7254863 43.1066251, 0.7255174 43.106665)",,2,
