osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction,access
7953391,Rue Charles Plasse,secondary,30,False,True,81.634,"LINESTRING (4.8552343 45.7084862, 4.8550586 45.7085354, 4.8542586 45.7087596)",,,,,
16727520,Rue Carnot,secondary,30,False,False,63.656,"LINESTRING (4.8552343 45.7084862, 4.8554001 45.7084338, 4.8555658 45.7083814, 4.8557687 45.7083213, 4.8559894 45.7082639)",,,,,
37067800,Avenue Gabriel Péri,primary,30,False,True,96.251,"LINESTRING (4.8552343 45.7084862, 4.8552424 45.7083471, 4.855255 45.7081291, 4.8552845 45.7076213)",D 307,,,,
698686088,Avenue Jean Jaurès,primary,30,False,True,227.406,"LINESTRING (4.8552343 45.7084862, 4.8552296 45.7086042, 4.8551521 45.7105305)",D 307,,,,
7953391,Rue Charles Plasse,secondary,30,False,False,135.905,"LINESTRING (4.8515621 45.7095556, 4.8525119 45.7092844, 4.8527395 45.7092171, 4.8529182 45.7091642, 4.8530251 45.7091326, 4.8531787 45.7090872)",,,,,
35109610,Rue de Bourrelier,unclassified,,False,False,118.30099999999999,"LINESTRING (4.8515621 45.7095556, 4.8514924 45.7098591, 4.8514476 45.7101267, 4.8514288 45.7104102, 4.8514276 45.7106135)",,,,,
35126561,Rue Jules Guesde,unclassified,,False,False,326.53,"LINESTRING (4.8515621 45.7095556, 4.8516374 45.7094369, 4.8516868 45.7092764, 4.851921 45.7083685, 4.8524171 45.7066837)",,,,,
"[7953392, 223067003, 837103014]",Rue Marcel Sembat,secondary,,False,True,90.20500000000001,"LINESTRING (4.8515621 45.7095556, 4.8514701 45.7095711, 4.8509965 45.7096531, 4.8504349 45.7097519)",,yes,,,
16727517,Boulevard Yves Farge,primary,50,False,False,141.621,"LINESTRING (4.8566748 45.7042374, 4.8567603 45.7043671, 4.8568082 45.7044675, 4.856849 45.7046002, 4.8568553 45.7046668, 4.856849 45.704804, 4.8568459 45.7049171, 4.8567774 45.7050977, 4.8567094 45.7052036, 4.8566311 45.7053121, 4.8565546 45.7053832, 4.8565039 45.7054302)",D 307,,,,
37323503,Rue René Fernandez,unclassified,,False,True,74.00399999999999,"LINESTRING (4.8566748 45.7042374, 4.8567196 45.7042234, 4.8567479 45.7042198, 4.8567679 45.7042173, 4.8569159 45.7042091, 4.8576222 45.7042029)",,,,,
"[16727517, 37408694]","['Rue Georges Politzer', 'Boulevard Yves Farge']",primary,50,False,"[False, True]",73.99,"LINESTRING (4.8563722 45.7055208, 4.8562989 45.7055576, 4.8560291 45.7055478, 4.8555354 45.7055298, 4.8554375 45.7055263)",D 307,,,,
16727517,Boulevard Yves Farge,primary,50,False,True,14.416,"LINESTRING (4.8563722 45.7055208, 4.8564436 45.70548, 4.8565039 45.7054302)",D 307,,,,
37066756,Rue Pasteur,unclassified,30,True,False,90.88700000000001,"LINESTRING (4.8563722 45.7055208, 4.856405 45.7056138, 4.8564028 45.7056558, 4.8563963 45.7057759, 4.8563923 45.7058489, 4.8563905 45.7058798, 4.8563662 45.7062869, 4.8563633 45.7063348)",,,,,
37067800,Avenue Gabriel Péri,primary,30,False,False,7.853,"LINESTRING (4.8553869 45.7062495, 4.8553789 45.7063199)",D 307,,,,
"[234320816, 878971357]","['Rue Louis Girardet', 'Boulevard Yves Farge']",primary,30,False,"[False, True]",81.635,"LINESTRING (4.8553869 45.7062495, 4.8554101 45.706167, 4.8553633 45.7060179, 4.8553491 45.705933, 4.8553671 45.7057911, 4.8553979 45.7056485, 4.8554375 45.7055263)",D 307,,,,
37067800,Avenue Gabriel Péri,primary,30,False,True,7.853,"LINESTRING (4.8553789 45.7063199, 4.8553869 45.7062495)",D 307,,,,
37067800,Avenue Gabriel Péri,primary,30,False,False,48.045,"LINESTRING (4.8553789 45.7063199, 4.8553697 45.7063687, 4.855329 45.7067505)",D 307,,,,
37067800,Avenue Gabriel Péri,primary,30,False,False,47.147,"LINESTRING (4.855329 45.7067505, 4.8553061 45.7071742)",D 307,,,,
37067800,Avenue Gabriel Péri,primary,30,False,True,48.045,"LINESTRING (4.855329 45.7067505, 4.8553697 45.7063687, 4.8553789 45.7063199)",D 307,,,,
37068695,Avenue Henri Barbusse,unclassified,,False,True,79.458,"LINESTRING (4.855329 45.7067505, 4.8554153 45.7067512, 4.8562529 45.7067575, 4.8563498 45.7067423)",,,,,
16727520,Rue Carnot,secondary,30,False,False,23.214,"LINESTRING (4.8559894 45.7082639, 4.8561204 45.7082392, 4.856278 45.7082094)",,,,,
16727520,Rue Carnot,secondary,30,False,True,63.656,"LINESTRING (4.8559894 45.7082639, 4.8557687 45.7083213, 4.8555658 45.7083814, 4.8554001 45.7084338, 4.8552343 45.7084862)",,,,,
36928503,Rue François Vincent Raspail,unclassified,30,True,False,254.375,"LINESTRING (4.8559894 45.7082639, 4.8559573 45.709142, 4.8559538 45.7092364, 4.8559057 45.7105508)",,,,,
