osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,ref,junction,bridge
"[568475042, 19881542]",Route de Riottier,residential,"['30', '50']",False,True,240.059,2,"LINESTRING (4.7257618 45.9827172, 4.7254756 45.9828214, 4.7247858 45.9830904, 4.7243646 45.9832579, 4.723931 45.9834284, 4.723693 45.983522, 4.7230973 45.9837562, 4.7230526 45.9837738)",,,,
568475043,Route de Riottier,residential,50,False,False,122.5,2,"LINESTRING (4.7257618 45.9827172, 4.7270199 45.9822215, 4.7271426 45.9821759)",,,,
19881542,Route de Riottier,residential,50,False,True,6.513,2,"LINESTRING (4.7226752 45.9838954, 4.7225978 45.9839186)",,,,
19881542,Route de Riottier,residential,50,False,False,32.142,2,"LINESTRING (4.7226752 45.9838954, 4.7229218 45.9838159, 4.7230526 45.9837738)",,,,
19881509,Rue Montaigne,residential,50,False,False,171.286,,"LINESTRING (4.7280381 45.9832606, 4.7276913 45.9832932, 4.7274907 45.9832753, 4.7273786 45.9831974, 4.7273442 45.9829168, 4.7272707 45.9823474, 4.7271426 45.9821759)",,,,
19881509,Rue Montaigne,residential,50,False,True,171.286,,"LINESTRING (4.7271426 45.9821759, 4.7272707 45.9823474, 4.7273442 45.9829168, 4.7273786 45.9831974, 4.7274907 45.9832753, 4.7276913 45.9832932, 4.7280381 45.9832606)",,,,
568475043,Route de Riottier,residential,50,False,True,122.5,2,"LINESTRING (4.7271426 45.9821759, 4.7270199 45.9822215, 4.7257618 45.9827172)",,,,
19881542,Route de Riottier,residential,50,False,False,6.513,2,"LINESTRING (4.7225978 45.9839186, 4.7226752 45.9838954)",,,,
"[568475042, 19881542]",Route de Riottier,residential,"['50', '30']",False,False,240.059,2,"LINESTRING (4.7230526 45.9837738, 4.7230973 45.9837562, 4.723693 45.983522, 4.723931 45.9834284, 4.7243646 45.9832579, 4.7247858 45.9830904, 4.7254756 45.9828214, 4.7257618 45.9827172)",,,,
19881542,Route de Riottier,residential,50,False,True,32.142,2,"LINESTRING (4.7230526 45.9837738, 4.7229218 45.9838159, 4.7226752 45.9838954)",,,,
19881543,Rue Loyson de Chastelus,residential,50,True,False,145.968,1,"LINESTRING (4.7230526 45.9837738, 4.7230887 45.9838036, 4.7235822 45.984243, 4.7236972 45.9843422, 4.72416 45.984776, 4.724188 45.984821)",,,,
163964023,Rue Loyson de Chastelus,residential,50,True,False,109.235,,"LINESTRING (4.724188 45.984821, 4.7242102 45.9848837, 4.7242306 45.9849949, 4.7242937 45.9854406, 4.7243236 45.9856447, 4.7243445 45.9857967)",,,,
"[568475040, 568475041, 41236424]",Rue Lamartine,residential,"['50', '30']",False,False,340.476,2,"LINESTRING (4.724188 45.984821, 4.7242786 45.9848027, 4.7254236 45.9845824, 4.7260417 45.9844627, 4.7262753 45.9844156, 4.7266624 45.9843425, 4.7267046 45.9843344, 4.7273573 45.9842186, 4.7284432 45.9840259)",,,,
41236485,Route de Frans,residential,50,True,False,112.209,1,"LINESTRING (4.7243445 45.9857967, 4.7240169 45.9858357, 4.7235408 45.9858657, 4.7231681 45.9858948, 4.7229232 45.9858212)",7.7,,,
163964022,Rue Loyson de Chastelus,residential,50,False,False,102.051,2,"LINESTRING (4.7243445 45.9857967, 4.7243895 45.9858969, 4.724488 45.9860342, 4.724525 45.9860847, 4.7248064 45.9864571, 4.7248261 45.9864875, 4.7249265 45.9866189)",,,,
203122047,Route de Frans,residential,50,False,False,350.54499999999996,2,"LINESTRING (4.7243445 45.9857967, 4.7276102 45.9853416, 4.7287544 45.9851579, 4.7287854 45.9851525)",,,,
"[776778949, 849586735]",Boulevard Louis Blanc,tertiary,30,True,False,84.19199999999998,2,"LINESTRING (4.7205324 45.9847429, 4.7206307 45.9849253, 4.7207885 45.9852026, 4.7208391 45.9852798, 4.7208904 45.9853542, 4.7209019 45.9853757, 4.7209466 45.9854428)",,,,
1214340674,Rue de la Gare,residential,30,True,False,3.519,,"LINESTRING (4.7204917 45.9847571, 4.7205324 45.9847429)",,,,
156659352,Rue Victor Hugo,tertiary,30,True,False,84.47999999999999,,"LINESTRING (4.7201895 45.9871967, 4.7204014 45.9871916, 4.7210714 45.9871774, 4.7210965 45.987176, 4.721277 45.987145)",,D 504,,
"[19918597, 777559415]",Boulevard Louis Blanc,tertiary,"['50', '30']",True,False,190.93500000000003,2,"LINESTRING (4.721277 45.987145, 4.7212089 45.9870592, 4.7211744 45.9868786, 4.7211075 45.9864881, 4.7210385 45.9861837, 4.7210157 45.9860728, 4.7209976 45.9859846, 4.7209676 45.9858583, 4.7209489 45.9857356, 4.7209118 45.9855909, 4.7209058 45.9855633, 4.7208612 45.9854597)",,,,
