osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,ref,access
276596469,Rue Montesquieu,residential,False,True,308.09799999999996,"LINESTRING (-0.5973749 44.8693861, -0.5972848 44.8694022, -0.5970006 44.8694528, -0.5969689 44.8694797, -0.5964832 44.8700648, -0.5964157 44.8700873, -0.5963608 44.8700978, -0.5962911 44.8700993, -0.596213 44.8700843, -0.5961222 44.8700529, -0.5960546 44.869993, -0.5960271 44.8699287, -0.5960884 44.8693779, -0.596101 44.8693435, -0.5963692 44.8690278, -0.5964093 44.8689574, -0.5964389 44.8687883, -0.5964431 44.8686874, -0.5964458 44.8686233)",,,,,
770649589,Avenue de Tivoli,tertiary,False,False,84.48499999999999,"LINESTRING (-0.5973749 44.8693861, -0.5976207 44.8698771, -0.5977101 44.8700107, -0.597765 44.8700929)",2,50,,,
"[770649589, 770649590]",Avenue de Tivoli,tertiary,False,True,84.168,"LINESTRING (-0.5973749 44.8693861, -0.5972265 44.8688316, -0.597201 44.8687346, -0.5971884 44.8686863, -0.5971768 44.8686423)",2,50,,,
609257836,Rue des Écus,tertiary,False,True,86.674,"LINESTRING (-0.5982455 44.8705777, -0.5983068 44.8705497, -0.5992381 44.870243)",2,30,,,
770649589,Avenue de Tivoli,tertiary,False,True,65.964,"LINESTRING (-0.5982455 44.8705777, -0.5981707 44.8705172, -0.5979875 44.8703395, -0.5978202 44.8701541, -0.597765 44.8700929)",2,50,,,
22993037,,tertiary,True,False,10.233,"LINESTRING (-0.6029551 44.8703631, -0.6029293 44.8703609, -0.6029037 44.8703639, -0.6028803 44.8703719, -0.602861 44.8703842, -0.6028474 44.8703999)",,,roundabout,,
23681017,Rue Bonnaous,residential,True,False,152.728,"LINESTRING (-0.6029551 44.8703631, -0.6029535 44.8703283, -0.6029526 44.8703094, -0.6028423 44.8701066, -0.6026684 44.8697867, -0.6024832 44.8694463, -0.602456 44.8694113, -0.6023554 44.8692817, -0.6021598 44.8692264, -0.602093 44.8691935)",,30,,,
22993037,,tertiary,True,False,10.395,"LINESTRING (-0.6030218 44.8704348, -0.6030217 44.8704161, -0.603014 44.8703982, -0.6029995 44.8703826, -0.6029793 44.8703706, -0.6029551 44.8703631)",,,roundabout,,
22993037,,tertiary,True,False,24.484000000000005,"LINESTRING (-0.6028474 44.8703999, -0.6028401 44.87042, -0.6028423 44.8704407, -0.6028536 44.8704599, -0.6028728 44.8704756, -0.6028981 44.8704861, -0.6029268 44.8704904, -0.6029432 44.8704899, -0.6029593 44.8704874, -0.6029822 44.8704795, -0.6030012 44.8704674, -0.6030147 44.8704521, -0.6030218 44.8704348)",,,roundabout,,
22993059,Rue des Écus,tertiary,False,False,286.16400000000004,"LINESTRING (-0.6028474 44.8703999, -0.6027819 44.8703883, -0.6027396 44.8703809, -0.6024887 44.8703608, -0.6019402 44.8703453, -0.6017913 44.8703411, -0.6014587 44.8703365, -0.6008419 44.8703396, -0.600559 44.870336, -0.6004063 44.8703323, -0.6000768 44.8703182, -0.5995856 44.8702455, -0.5994442 44.8702309, -0.5993784 44.8702254, -0.5993214 44.8702264, -0.5992381 44.870243)",,30,,,
22993059,Rue des Écus,tertiary,False,True,286.164,"LINESTRING (-0.5992381 44.870243, -0.5993214 44.8702264, -0.5993784 44.8702254, -0.5994442 44.8702309, -0.5995856 44.8702455, -0.6000768 44.8703182, -0.6004063 44.8703323, -0.600559 44.870336, -0.6008419 44.8703396, -0.6014587 44.8703365, -0.6017913 44.8703411, -0.6019402 44.8703453, -0.6024887 44.8703608, -0.6027396 44.8703809, -0.6027819 44.8703883, -0.6028474 44.8703999)",,30,,,
23681018,Rue Georges Lafont,residential,False,False,45.012,"LINESTRING (-0.5992381 44.870243, -0.5992196 44.8702067, -0.5992069 44.8701819, -0.5990746 44.8699231, -0.5990436 44.8698624)",2,50,,,
609257836,Rue des Écus,tertiary,False,False,86.674,"LINESTRING (-0.5992381 44.870243, -0.5983068 44.8705497, -0.5982455 44.8705777)",2,30,,,
