osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,tunnel,width,bridge
41703104,2,N 570,Boulevard Émile Combes,secondary,50,False,False,125.79,"LINESTRING (4.632433 43.6814028, 4.6325798 43.6813506, 4.6327492 43.6812903, 4.6332163 43.6811241, 4.6332814 43.681092, 4.6333357 43.6810484, 4.6334007 43.6809543, 4.6335448 43.6806954)",,,,,
153481130,1,,Boulevard Émile Combes,secondary,50,True,False,46.934999999999995,"LINESTRING (4.632433 43.6814028, 4.632263 43.6814807, 4.6321995 43.6815121, 4.6321196 43.6815574, 4.6320388 43.6816344, 4.6319963 43.6816749)",,,,,
550450069,2,,,secondary,50,True,False,10.249,"LINESTRING (4.6314637 43.6814833, 4.631575 43.6814384)",roundabout,,,,
"[153481132, 550450070]",1,,Rue de la Cavalerie,unclassified,30,True,False,45.259,"LINESTRING (4.6314637 43.6814833, 4.631398 43.6812831, 4.6315375 43.6814055, 4.631575 43.6814384)",,,,,
153481129,1,,Boulevard Émile Combes,secondary,50,True,False,45.483999999999995,"LINESTRING (4.6318817 43.681482, 4.6320278 43.6814796, 4.6321703 43.6814605, 4.632433 43.6814028)",,,,,
668717183,2,,,secondary,50,True,False,23.992,"LINESTRING (4.6318817 43.681482, 4.6319706 43.6815686, 4.6319963 43.6816749)",roundabout,,,,
668714774,2,,,secondary,50,True,False,18.212,"LINESTRING (4.6319963 43.6816749, 4.6319831 43.6817287, 4.6319529 43.6817787, 4.6319075 43.6818223)",roundabout,,,,
41748095,,,Rue Four qui Passe,residential,30,False,False,77.539,"LINESTRING (4.6313284 43.6786933, 4.6317225 43.6787903, 4.63222 43.6789563)",,,,,
155036266,,,Rue Augustin Tardieu,living_street,30,True,False,39.105000000000004,"LINESTRING (4.6313284 43.6786933, 4.631423 43.6784573, 4.6314216 43.6784478, 4.6314109 43.6783517)",,,,,
41748960,1,,Rue des Carmélites,residential,30,True,False,39.546,"LINESTRING (4.6328165 43.6796696, 4.6327827 43.6800244)",,,,,
41748180,,,Rue Condorcet,residential,30,True,False,58.376999999999995,"LINESTRING (4.6328165 43.6796696, 4.6321176 43.679686, 4.6320934 43.6796941)",,,,,
155080920,1,,Boulevard Émile Zola,residential,30,True,False,72.023,"LINESTRING (4.6277108 43.6745907, 4.6277759 43.6739447)",,,,,
668712590,,,Rue Parmentier,residential,,False,False,43.399,"LINESTRING (4.6277108 43.6745907, 4.627495 43.674645, 4.6272058 43.674728)",,,,,
764123718,,,Rue Tour du Fabre,living_street,30,True,False,5.265,"LINESTRING (4.6253757 43.6775484, 4.6253727 43.6775957)",,,,,
"[1004512377, 155066831]",1,,Rue de la Liberté,living_street,20,True,False,67.189,"LINESTRING (4.6253727 43.6775957, 4.6254616 43.6775965, 4.6257168 43.6776, 4.6259784 43.6776081, 4.6260261 43.6777571, 4.626044 43.6777586)",,,,,
"[318422309, 764123718]",1,,Rue Tour du Fabre,living_street,"['20', '30']",True,False,75.934,"LINESTRING (4.6253727 43.6775957, 4.6253615 43.67824, 4.6253359 43.6782738)",,,,,
318417519,1,,Rue Dominique Maïsto,living_street,20,True,False,42.9,"LINESTRING (4.627572 43.6787284, 4.6275055 43.6791112)",,,,,
41749352,,,Rue du Sauvage,living_street,30,False,False,63.669,"LINESTRING (4.627572 43.6787284, 4.62735 43.6786989, 4.6273299 43.678595, 4.627326 43.6784795, 4.6273034 43.6783915, 4.6271688 43.6783715)",,,,,
318422310,1,,Rue de la Liberté,living_street,20,True,False,39.945,"LINESTRING (4.6271017 43.6774441, 4.627105 43.677637, 4.6271044 43.6777696, 4.6270971 43.6778029)",,,,,
764123718,,,Rue Tour du Fabre,living_street,30,True,False,16.465,"LINESTRING (4.6253921 43.6774008, 4.6253757 43.6775484)",,,,,
155066771,,,Rue Barrêmes,residential,,False,True,50.764,"LINESTRING (4.6253921 43.6774008, 4.6255017 43.6774168, 4.6256885 43.6774003, 4.6257885 43.677385, 4.6260067 43.6773347)",,,,,
633720954,2,,Montée Vauban,residential,30,False,False,11.991,"LINESTRING (4.6324922 43.6750571, 4.6324364 43.6751571)",,destination,,,
633720963,2,,Boulevard Victor Hugo,secondary,50,False,False,14.106,"LINESTRING (4.6324922 43.6750571, 4.632318 43.6750719)",,,,,
578756982,2,,Avenue Victor Hugo,secondary,50,False,True,174.712,"LINESTRING (4.6324922 43.6750571, 4.6327475 43.6750359, 4.6328355 43.6750288, 4.6329423 43.6750197, 4.6335002 43.6749733, 4.6335271 43.6749711, 4.6335901 43.6749659, 4.634101 43.6749234, 4.6345581 43.6748854, 4.6346504 43.6748778)",,,,,
633720959,1,,Boulevard Émile Combes,secondary,,True,False,28.238,"LINESTRING (4.6324922 43.6750571, 4.6325967 43.6752581, 4.6326158 43.6752948)",,,,,
318417522,1,,Rue Raspail,residential,30,True,False,40.353,"LINESTRING (4.6297673 43.67841, 4.6293965 43.6786545)",,designated,,,
155036331,,,Rue Fauré,residential,30,False,True,36.263,"LINESTRING (4.6297673 43.67841, 4.6297239 43.6783781, 4.6295826 43.6783432, 4.629343 43.6783376)",,,,,
41749349,,,Impasse Balze,living_street,,False,True,25.5,"LINESTRING (4.6269804 43.6767081, 4.626985 43.6769374)",,,,,
76559967,,,Rue Claude-André Férigoule,residential,30,False,False,181.03499999999997,"LINESTRING (4.6327723 43.675702, 4.6328727 43.6756903, 4.6333401 43.6756312, 4.6340398 43.6755376, 4.634018 43.6753368, 4.6340932 43.6753171, 4.6346191 43.6752825, 4.6346957 43.6752791)",,,,,
634125953,2,N 570,Boulevard Émile Combes,secondary,50,False,False,46.995000000000005,"LINESTRING (4.6327723 43.675702, 4.6327435 43.675627, 4.6326231 43.6753137, 4.6326158 43.6752948)",,,,,
