osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref
"[1086436385, 1086436386, 171500541]",2,Rue de l'Hôtel de Ville,residential,50,False,False,107.06999999999998,yes,"LINESTRING (45.1149727 -12.8322389, 45.1149309 -12.8323096, 45.1149156 -12.8323307, 45.1148114 -12.8324911, 45.1147349 -12.8326167, 45.1147181 -12.8326474, 45.1146913 -12.8326912, 45.1146484 -12.8327709, 45.1146182 -12.8328524, 45.1145954 -12.8329259, 45.1145863 -12.8329776, 45.114586 -12.8329998, 45.1145887 -12.8330122, 45.1146048 -12.8330286, 45.1146255 -12.8330554, 45.1146401 -12.8330892)",
"[1086436384, 171500475, 1086436383]",2,Route de Sohoa,secondary,50,False,False,109.305,yes,"LINESTRING (45.1137568 -12.8324416, 45.1138206 -12.8329245, 45.1138625 -12.8331829, 45.1138752 -12.8332809, 45.1138785 -12.8333692, 45.1138836 -12.8334163)",D 7
"[171500513, 533466268]",2,Avenue de Rassi,residential,50,False,False,744.9019999999999,,"LINESTRING (45.1137568 -12.8324416, 45.1134422 -12.8324953, 45.1133074 -12.8325577, 45.1132409 -12.8325977, 45.1131573 -12.8326779, 45.113058 -12.8328075, 45.1129813 -12.8329096, 45.1129317 -12.8329521, 45.1128106 -12.8330083, 45.1126749 -12.8330456, 45.1125623 -12.8330743, 45.1124518 -12.8331163, 45.1123003 -12.8332045, 45.1122097 -12.8332903, 45.1120365 -12.8335078, 45.1119274 -12.8336158, 45.1118699 -12.8336516, 45.1117503 -12.8337006, 45.1116994 -12.8337167, 45.1115578 -12.8337523, 45.1113802 -12.8337899, 45.1113439 -12.8338014, 45.1113052 -12.8338265, 45.1112835 -12.8338491, 45.1112643 -12.8338828, 45.1112574 -12.8339145, 45.1112562 -12.8339502, 45.1112797 -12.8340648, 45.1113305 -12.8342499, 45.1113574 -12.8343648, 45.111366 -12.8344107, 45.1113667 -12.8344598, 45.1113593 -12.8344957, 45.111348 -12.8345241, 45.1113434 -12.8345357, 45.1113224 -12.8345683, 45.1112835 -12.8346068, 45.1112501 -12.8346291, 45.1111916 -12.83465, 45.1110971 -12.8346677, 45.1110344 -12.8346751, 45.1109967 -12.8346796, 45.1109135 -12.8346749, 45.110827 -12.8346554, 45.1107551 -12.8346134, 45.1106787 -12.8345624, 45.1105935 -12.8344758, 45.1105055 -12.834396, 45.1104076 -12.8343414, 45.1103126 -12.8343084, 45.1102304 -12.8342983, 45.1101382 -12.8342897, 45.1100339 -12.8342819, 45.1099339 -12.8342857, 45.1098802 -12.8343097, 45.1098512 -12.8343457, 45.1098326 -12.8343895, 45.1098267 -12.8344205, 45.1098313 -12.834447, 45.1098486 -12.8344827, 45.1098814 -12.8345248, 45.1099453 -12.8345702, 45.1100913 -12.8346408, 45.1101892 -12.8346997, 45.1102785 -12.834776, 45.1103731 -12.8348789, 45.1104212 -12.8350004, 45.110452 -12.8351077, 45.1104327 -12.8351456, 45.110397 -12.8351783, 45.1103456 -12.8352135, 45.1102267 -12.835228, 45.1100851 -12.8352305)",D 7a
"[1086436385, 1086436386, 171500541]",2,Rue de l'Hôtel de Ville,residential,50,False,True,107.07,yes,"LINESTRING (45.1146401 -12.8330892, 45.1146255 -12.8330554, 45.1146048 -12.8330286, 45.1145887 -12.8330122, 45.114586 -12.8329998, 45.1145863 -12.8329776, 45.1145954 -12.8329259, 45.1146182 -12.8328524, 45.1146484 -12.8327709, 45.1146913 -12.8326912, 45.1147181 -12.8326474, 45.1147349 -12.8326167, 45.1148114 -12.8324911, 45.1149156 -12.8323307, 45.1149309 -12.8323096, 45.1149727 -12.8322389)",
1124412907,2,Avenue du Collège,secondary,30,False,True,85.131,,"LINESTRING (45.1146401 -12.8330892, 45.1145993 -12.8331148, 45.1143689 -12.8332925, 45.114236 -12.8333797, 45.1141074 -12.8334511, 45.1140915 -12.8334589, 45.1139872 -12.8335105)",D 16
504359336,2,Avenue de Kavani,secondary,50,False,False,9.034,,"LINESTRING (45.1139872 -12.8335105, 45.1139599 -12.8335271, 45.1139165 -12.8335535)",D 7
1024793833,1,Route de Sohoa,secondary,50,True,False,15.562000000000001,,"LINESTRING (45.1139872 -12.8335105, 45.1139604 -12.8334938, 45.1139325 -12.8334745, 45.1139131 -12.8334568, 45.1138836 -12.8334163)",D 7
1124412907,2,Avenue du Collège,secondary,30,False,False,85.13100000000001,,"LINESTRING (45.1139872 -12.8335105, 45.1140915 -12.8334589, 45.1141074 -12.8334511, 45.114236 -12.8333797, 45.1143689 -12.8332925, 45.1145993 -12.8331148, 45.1146401 -12.8330892)",D 16
"[171500513, 533466268]",2,Avenue de Rassi,residential,50,False,True,744.9019999999998,,"LINESTRING (45.1100851 -12.8352305, 45.1102267 -12.835228, 45.1103456 -12.8352135, 45.110397 -12.8351783, 45.1104327 -12.8351456, 45.110452 -12.8351077, 45.1104212 -12.8350004, 45.1103731 -12.8348789, 45.1102785 -12.834776, 45.1101892 -12.8346997, 45.1100913 -12.8346408, 45.1099453 -12.8345702, 45.1098814 -12.8345248, 45.1098486 -12.8344827, 45.1098313 -12.834447, 45.1098267 -12.8344205, 45.1098326 -12.8343895, 45.1098512 -12.8343457, 45.1098802 -12.8343097, 45.1099339 -12.8342857, 45.1100339 -12.8342819, 45.1101382 -12.8342897, 45.1102304 -12.8342983, 45.1103126 -12.8343084, 45.1104076 -12.8343414, 45.1105055 -12.834396, 45.1105935 -12.8344758, 45.1106787 -12.8345624, 45.1107551 -12.8346134, 45.110827 -12.8346554, 45.1109135 -12.8346749, 45.1109967 -12.8346796, 45.1110344 -12.8346751, 45.1110971 -12.8346677, 45.1111916 -12.83465, 45.1112501 -12.8346291, 45.1112835 -12.8346068, 45.1113224 -12.8345683, 45.1113434 -12.8345357, 45.111348 -12.8345241, 45.1113593 -12.8344957, 45.1113667 -12.8344598, 45.111366 -12.8344107, 45.1113574 -12.8343648, 45.1113305 -12.8342499, 45.1112797 -12.8340648, 45.1112562 -12.8339502, 45.1112574 -12.8339145, 45.1112643 -12.8338828, 45.1112835 -12.8338491, 45.1113052 -12.8338265, 45.1113439 -12.8338014, 45.1113802 -12.8337899, 45.1115578 -12.8337523, 45.1116994 -12.8337167, 45.1117503 -12.8337006, 45.1118699 -12.8336516, 45.1119274 -12.8336158, 45.1120365 -12.8335078, 45.1122097 -12.8332903, 45.1123003 -12.8332045, 45.1124518 -12.8331163, 45.1125623 -12.8330743, 45.1126749 -12.8330456, 45.1128106 -12.8330083, 45.1129317 -12.8329521, 45.1129813 -12.8329096, 45.113058 -12.8328075, 45.1131573 -12.8326779, 45.1132409 -12.8325977, 45.1133074 -12.8325577, 45.1134422 -12.8324953, 45.1137568 -12.8324416)",D 7a
"[533419586, 317629211]",2,Avenue de Rassi,residential,50,False,True,403.2610000000001,,"LINESTRING (45.1100851 -12.8352305, 45.1100677 -12.8352225, 45.1098821 -12.8351443, 45.1098371 -12.835126, 45.1097916 -12.8351137, 45.10965 -12.8351065, 45.1095236 -12.8351085, 45.1094623 -12.8351201, 45.1093839 -12.8351856, 45.1093403 -12.8352788, 45.1093034 -12.8354017, 45.1092464 -12.8356653, 45.1091885 -12.835899, 45.109186 -12.835909, 45.1091827 -12.835972, 45.1091924 -12.8360168, 45.1092177 -12.8360744, 45.1092566 -12.8361103, 45.1093324 -12.8361505, 45.10941 -12.836172, 45.1094825 -12.8361819, 45.1096259 -12.8361826, 45.1097164 -12.8361831, 45.1098007 -12.8361928, 45.1098469 -12.8362067, 45.1098644 -12.8362132, 45.109889 -12.8362224, 45.1100244 -12.8362833, 45.1102074 -12.8363135, 45.1105011 -12.8363759, 45.1106846 -12.8363893, 45.1109679 -12.8363819, 45.1111371 -12.8363912, 45.1111814 -12.8363936)",D 7a
