osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,tunnel,junction,width
29450951,Place du 14 Juillet,residential,False,False,58.106,"LINESTRING (0.5870187 43.643695, 0.5869184 43.643728, 0.5867149 43.6438083, 0.5864527 43.6438995, 0.5863729 43.6439284)",,,,,,,
235013081,Boulevard Sadi Carnot,primary,False,True,59.82299999999999,"LINESTRING (0.5870187 43.643695, 0.5869497 43.6435457, 0.5867705 43.6431879)",N 21,50,,,,,
"[29892162, 44646347, 478619158]",Pont de Lagarrasic,secondary,False,True,140.937,"LINESTRING (0.5870187 43.643695, 0.5871173 43.6436711, 0.5871391 43.6436665, 0.5881227 43.6434626, 0.5885156 43.6433999, 0.5887144 43.6433896)",,,yes,,,,
556360092,Boulevard Sadi Carnot,primary,False,False,176.08900000000003,"LINESTRING (0.5870187 43.643695, 0.5870732 43.6438207, 0.5874645 43.6446911, 0.587548 43.6448702, 0.5875725 43.6449192, 0.5876869 43.6452028)",N 21,50,,2,,,
"[29892162, 44646347, 478619158]",Pont de Lagarrasic,secondary,False,False,140.93699999999998,"LINESTRING (0.5887144 43.6433896, 0.5885156 43.6433999, 0.5881227 43.6434626, 0.5871391 43.6436665, 0.5871173 43.6436711, 0.5870187 43.643695)",,,yes,,,,
234785841,Rue Irénée David,secondary,True,False,41.047000000000004,"LINESTRING (0.5887144 43.6433896, 0.5887472 43.6433389, 0.5889636 43.6430677)",,,,,,,
1203276640,Place de la Main Verte,residential,True,False,20.099,"LINESTRING (0.5887144 43.6433896, 0.588644 43.6432758, 0.588632 43.6432204)",,,,,,,
1077449139,,secondary,True,False,42.096,"LINESTRING (0.590487 43.6450682, 0.5903811 43.6450141, 0.5902612 43.6449597, 0.5900289 43.644889)",,,,,,,
1097045427,Rue Rouget de Lisle,secondary,False,False,81.70400000000001,"LINESTRING (0.590487 43.6450682, 0.5905246 43.645105, 0.5907012 43.6452573, 0.5911365 43.6456329)",D 626,,,3,,,
27548336,Rue Pasteur,secondary,True,False,38.984,"LINESTRING (0.5900289 43.644889, 0.5896418 43.6448647, 0.589546 43.644861)",,,,,,,
25050320,Quai des Marronniers,residential,False,False,57.463,"LINESTRING (0.589546 43.644861, 0.5895379 43.6449075, 0.5895311 43.6450937, 0.5895505 43.645377)",,30,,,,,
27548336,Rue Pasteur,secondary,True,False,77.557,"LINESTRING (0.589546 43.644861, 0.5891137 43.6448348, 0.588682 43.6448087, 0.5885857 43.6448012)",,,,,,,
1097045427,Rue Rouget de Lisle,secondary,False,True,81.70400000000001,"LINESTRING (0.5911365 43.6456329, 0.5907012 43.6452573, 0.5905246 43.645105, 0.590487 43.6450682)",D 626,,,3,,,
29892094,Avenue Hoche,secondary,True,False,70.166,"LINESTRING (0.5900461 43.6469648, 0.590168 43.6469322, 0.5904923 43.6468819, 0.5908845 43.6467944)",,50,,2,,,
"[471813923, 471813919]","['Avenue Hoche', 'Rue Lissagaray']",residential,True,False,32.796,"LINESTRING (0.5900461 43.6469648, 0.5900737 43.6470163, 0.5901137 43.6472151, 0.5900967 43.6472519)",,50,,,,,
1097045426,Avenue Hoche,secondary,True,False,35.538000000000004,"LINESTRING (0.5895232 43.6470784, 0.5898311 43.6470077, 0.5898868 43.6469964, 0.5899448 43.6469832)",,50,,2,,,
25050323,Rue Lafourcade,residential,False,True,9.589,"LINESTRING (0.5908845 43.6467944, 0.5908489 43.6467121)",,30,,,,,
83910190,Rue de l'Industrie,residential,False,False,5.636,"LINESTRING (0.5908845 43.6467944, 0.5909066 43.6468425)",,,,,,,
25050323,Rue Lafourcade,residential,False,False,64.69,"LINESTRING (0.5906087 43.6461569, 0.5908489 43.6467121)",,30,,,,,
68100615,Rue de Dijon,residential,False,True,65.463,"LINESTRING (0.5906087 43.6461569, 0.5899013 43.6464477)",,30,,,,,
1104467604,Place de la Libération,living_street,True,False,10.31,"LINESTRING (0.5835348 43.6469392, 0.583461 43.6468634)",,20,,,,,
"[319213674, 478605964]",Rue Docteur Samalens,"['living_street', 'secondary']",False,True,44.033,"LINESTRING (0.5835348 43.6469392, 0.583503 43.6469571, 0.5833486 43.6470438, 0.5831028 43.6471823)",D 924,"['20', '50']",,2,,,
36955391,Place de la Libération,living_street,True,False,12.245,"LINESTRING (0.5838691 43.6467767, 0.5839564 43.6468669)",,20,,,,,
"[29342653, 478607782]",Rue de la République,"['living_street', 'residential']",False,False,58.217000000000006,"LINESTRING (0.5838691 43.6467767, 0.5839854 43.646722, 0.5840989 43.6466679, 0.5841806 43.6466297, 0.5844242 43.6465168, 0.5844803 43.6464971)",,20,,,,,
234785822,Place de la Libération,living_street,True,False,32.365,"LINESTRING (0.5839564 43.6468669, 0.5836297 43.6470367)",,20,,,,,
"[29342720, 144941422]",Rue Gambetta,"['living_street', 'secondary']",False,False,125.737,"LINESTRING (0.5839564 43.6468669, 0.5840286 43.6469334, 0.5840656 43.6469676, 0.5841077 43.6470065, 0.5841882 43.6470807, 0.5850109 43.647584, 0.5850948 43.6476353)",,20,,2,,,
775069065,Rue de Lorraine,secondary,False,False,65.808,"LINESTRING (0.5868027 43.6496516, 0.5869481 43.6496632, 0.5872636 43.6495954, 0.5875902 43.6495207)",D 924,,,2,,,
"[775069065, 615527871]",Rue de Lorraine,secondary,False,True,298.001,"LINESTRING (0.5868027 43.6496516, 0.5865652 43.6496194, 0.5852246 43.6494379, 0.5847135 43.6493633, 0.5845544 43.6493301, 0.5844313 43.6492636, 0.5843579 43.6491745, 0.5843227 43.6490909, 0.5843331 43.6489739, 0.5843791 43.6488737, 0.5846889 43.648592, 0.5847323 43.6485525, 0.584806 43.6484855)",D 924,,,2,,,
82708128,Place Villaret Joyeuse,secondary,False,False,8.589,"LINESTRING (0.5878628 43.6494436, 0.5879618 43.6494147)",D 924,,,3,,,
64928965,Impasse Subervie,residential,False,False,61.138000000000005,"LINESTRING (0.5878628 43.6494436, 0.5878058 43.6497944, 0.5875363 43.6498195)",,,,,,,
82708128,Place Villaret Joyeuse,secondary,False,True,23.578,"LINESTRING (0.5878628 43.6494436, 0.5876405 43.649502, 0.5875902 43.6495207)",D 924,,,3,,,
"[478614570, 30051020, 478614572, 82708148, 478611285, 478611286]","['Quai de la Révolution', 'Rue Vendôme']",residential,False,False,179.742,"LINESTRING (0.589413 43.6490144, 0.5894983 43.6490856, 0.5896851 43.6492417, 0.5899035 43.6494235, 0.5901125 43.649601, 0.5901922 43.6496766, 0.5901942 43.6497042, 0.5901826 43.6497346, 0.5901497 43.6497552, 0.5900039 43.649828, 0.5898096 43.6499097, 0.5897358 43.6499407, 0.5896278 43.6499739, 0.5893887 43.65001, 0.5893322 43.6500185)",,,,,building_passage,,
43919679,Boulevard Sadi Carnot,primary,True,False,38.269999999999996,"LINESTRING (0.589413 43.6490144, 0.5893878 43.6489625, 0.5892553 43.6486897)",N 21,50,,2,,,
"[82708156, 1097448187, 1097448188]",Rue de Lorraine,secondary,False,True,76.727,"LINESTRING (0.589413 43.6490144, 0.5893584 43.649029, 0.5892196 43.6490661, 0.5890683 43.6491064, 0.5885183 43.6492532)",D 924,,,2,,,
29217596,Rue Henri Martin,residential,False,True,77.009,"LINESTRING (0.5839328 43.6495736, 0.5838686 43.6488826)",,,,,,,
327765101,Boulevard Roquelaure,unclassified,False,False,18.541,"LINESTRING (0.5839328 43.6495736, 0.5838427 43.6495722, 0.5837978 43.6495715, 0.5837024 43.6495701)",,,,,,,
327765101,Boulevard Roquelaure,unclassified,False,True,156.764,"LINESTRING (0.5839328 43.6495736, 0.5845765 43.649673, 0.5855464 43.6498469, 0.5858284 43.6498988)",,,,,,,
29214212,Place de l'Ancien Foirail,residential,False,False,47.889,"LINESTRING (0.5837024 43.6495701, 0.5835508 43.6496349, 0.5831899 43.6497891)",,,,,,,
29214220,Place de l'Ancien Foirail,residential,False,False,73.514,"LINESTRING (0.5837024 43.6495701, 0.5836907 43.6495096, 0.5836803 43.6494555, 0.5836689 43.6493961, 0.5836402 43.6492474, 0.5836086 43.6490835, 0.5835826 43.6489484, 0.5835762 43.6489153)",,,,,,,
29217577,Rue Arago,residential,False,False,43.388,"LINESTRING (0.5837024 43.6495701, 0.5837166 43.6496416, 0.5837263 43.6496905, 0.5837606 43.6498641, 0.5837752 43.6499567)",,,,,,,
327765101,Boulevard Roquelaure,unclassified,False,True,18.541,"LINESTRING (0.5837024 43.6495701, 0.5837978 43.6495715, 0.5838427 43.6495722, 0.5839328 43.6495736)",,,,,,,
29217454,Rue Bazillac,residential,True,False,103.91700000000002,"LINESTRING (0.583528 43.6486184, 0.5835918 43.6486124, 0.5838717 43.648586, 0.5844399 43.64853, 0.5846652 43.6484975, 0.584806 43.6484855)",,,,,,,
287202473,Place de l'Ancien Foirail,residential,False,False,82.65700000000001,"LINESTRING (0.583528 43.6486184, 0.5835199 43.6485712, 0.5834156 43.6479698, 0.5834233 43.6478803)",,50,,,,,
287202473,Place de l'Ancien Foirail,residential,False,True,33.262,"LINESTRING (0.583528 43.6486184, 0.5835334 43.6486913, 0.5835514 43.6487855, 0.5835762 43.6489153)",,50,,,,,
29342718,Place Jean David,secondary,False,True,92.144,"LINESTRING (0.584806 43.6484855, 0.5849091 43.6483407, 0.585094 43.6481767, 0.5852314 43.6480524, 0.5853945 43.6478972, 0.5853796 43.6477978)",D 924,,,,,,
29451471,Rue Louis Aucoin,residential,True,False,46.068,"LINESTRING (0.584806 43.6484855, 0.584929 43.648473, 0.5853753 43.648442)",,,,,,,
39170600,Place Jean David,residential,True,False,51.922,"LINESTRING (0.584806 43.6484855, 0.5847309 43.6482894, 0.5846605 43.6482211, 0.584471 43.6481072)",,,,,,,
"[775069065, 615527871]",Rue de Lorraine,secondary,False,False,298.001,"LINESTRING (0.584806 43.6484855, 0.5847323 43.6485525, 0.5846889 43.648592, 0.5843791 43.6488737, 0.5843331 43.6489739, 0.5843227 43.6490909, 0.5843579 43.6491745, 0.5844313 43.6492636, 0.5845544 43.6493301, 0.5847135 43.6493633, 0.5852246 43.6494379, 0.5865652 43.6496194, 0.5868027 43.6496516)",D 924,,,2,,,
29217515,Rue du Pouy,residential,True,False,34.556,"LINESTRING (0.5870791 43.6483897, 0.5871986 43.6486882)",,,,,,,
"[64096652, 345064883, 29342620]","['Rue des Pénitents Bleus', 'Rue Dessoles', 'Place Ledru Rollin']",residential,False,"[False, True]",178.333,"LINESTRING (0.5870791 43.6483897, 0.587045 43.6482946, 0.5870387 43.648277, 0.5873973 43.6481774, 0.5874095 43.6479661, 0.58723 43.6476624, 0.587077 43.6474771, 0.5870322 43.6474084, 0.5868104 43.6470686)",,,,,,,
29451440,Rue du Sénéchal,residential,False,True,61.656,"LINESTRING (0.5870791 43.6483897, 0.5863803 43.648388, 0.5863128 43.6483878)",,,,,,,
82708125,Rue Dupont de l'Eure,residential,True,False,68.57300000000001,"LINESTRING (0.5875902 43.6495207, 0.5875543 43.6495629, 0.5873533 43.6496266, 0.5868141 43.6497472)",,,,,,,
82708128,Place Villaret Joyeuse,secondary,False,False,23.578,"LINESTRING (0.5875902 43.6495207, 0.5876405 43.649502, 0.5878628 43.6494436)",D 924,,,3,,,
775069065,Rue de Lorraine,secondary,False,True,65.808,"LINESTRING (0.5875902 43.6495207, 0.5872636 43.6495954, 0.5869481 43.6496632, 0.5868027 43.6496516)",D 924,,,2,,,
29451486,Rue Hentri marin,residential,False,True,23.806,"LINESTRING (0.5835762 43.6489153, 0.5838686 43.6488826)",,,,,,,
29214220,Place de l'Ancien Foirail,residential,False,True,73.51400000000001,"LINESTRING (0.5835762 43.6489153, 0.5835826 43.6489484, 0.5836086 43.6490835, 0.5836402 43.6492474, 0.5836689 43.6493961, 0.5836803 43.6494555, 0.5836907 43.6495096, 0.5837024 43.6495701)",,,,,,,
287202473,Place de l'Ancien Foirail,residential,False,False,33.262,"LINESTRING (0.5835762 43.6489153, 0.5835514 43.6487855, 0.5835334 43.6486913, 0.583528 43.6486184)",,50,,,,,
29217596,Rue Henri Martin,residential,False,False,77.009,"LINESTRING (0.5838686 43.6488826, 0.5839328 43.6495736)",,,,,,,
29217596,Rue Henri Martin,residential,False,True,21.571,"LINESTRING (0.5838686 43.6488826, 0.583877 43.6486887)",,,,,,,
29451486,Rue Hentri marin,residential,False,False,23.806,"LINESTRING (0.5838686 43.6488826, 0.5835762 43.6489153)",,,,,,,
