osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,bridge,tunnel
361256286,Rue de la Madeleine,residential,30,False,False,11.794,,"LINESTRING (0.6342086 48.7638644, 0.6340574 48.7639007)",,,
128507530,Rue de la Garenne,tertiary,,False,False,205.99599999999998,D 105,"LINESTRING (0.6248833 48.7632032, 0.6248511 48.7631024, 0.6248391 48.7630682, 0.6252938 48.7620815, 0.6256159 48.7614321)",,,
176492339,Rue de Bec Ham,residential,30,True,False,109.24800000000002,,"LINESTRING (0.6248833 48.7632032, 0.6250262 48.7633855, 0.6250863 48.763429, 0.6251412 48.7634649, 0.6251775 48.7634996, 0.625209 48.7635234, 0.6252681 48.7635442, 0.6253172 48.7635668, 0.6253795 48.7636086, 0.6254161 48.7636329, 0.625447 48.7636601, 0.6255117 48.7637062, 0.6255819 48.7637302, 0.6256266 48.7637461, 0.6256618 48.7637728, 0.6257046 48.7638162, 0.6257274 48.7638421, 0.6257474 48.7638539, 0.6257853 48.7638647, 0.6258189 48.7638773, 0.6258728 48.7639087)",,,
232802374,Rue du Docteur Rouyer,secondary,,False,False,78.859,,"LINESTRING (0.6248833 48.7632032, 0.625089 48.7631769, 0.6251936 48.763173, 0.6252499 48.763169, 0.625953 48.7631353)",,,
1250710715,Avenue Maréchal de Lattre de Tassigny,secondary,,True,False,96.899,,"LINESTRING (0.6248833 48.7632032, 0.6248946 48.7633515, 0.6248666 48.76338, 0.6246658 48.7635692, 0.624559 48.7636684, 0.6243968 48.7638192, 0.624345 48.7638674, 0.6242626 48.7639423)",,,
232802357,Place de l'Europe,residential,30,True,False,3.958,,"LINESTRING (0.6242198 48.7639206, 0.6242626 48.7639423)",,,
184467946,Avenue Maréchal de Lattre de Tassigny,secondary,30,True,False,94.654,,"LINESTRING (0.6242198 48.7639206, 0.6243524 48.7637989, 0.6244197 48.763737, 0.6245171 48.7636476, 0.6248281 48.7633602, 0.6248482 48.7633335, 0.6248576 48.7632923, 0.6248833 48.7632032)",,,
1250347424,Rue de Verdun,residential,30,True,False,162.099,,"LINESTRING (0.6242198 48.7639206, 0.6241277 48.7638718, 0.6241037 48.7638595, 0.6240866 48.7638511, 0.6240214 48.7638199, 0.6238865 48.7637586, 0.6238736 48.7637527, 0.6237983 48.7637163, 0.6237167 48.7636769, 0.6235721 48.763608, 0.6234153 48.7635458, 0.6233164 48.7635105, 0.6232408 48.7634854, 0.6231582 48.7634599, 0.6231091 48.7634465, 0.6230671 48.7634351, 0.6230548 48.763432, 0.6229925 48.7634164, 0.6229261 48.7633997, 0.6228506 48.7633825, 0.622748 48.7633632, 0.6226167 48.7633466, 0.6224471 48.7633326, 0.6222518 48.7633173)",,,
25023410,,residential,30,True,False,89.702,,"LINESTRING (0.6248823 48.764753, 0.624711 48.7646672, 0.6240201 48.7643228, 0.6239845 48.764305, 0.6239295 48.7642776, 0.6239071 48.7642656)",,,
176492435,Rue René Vivien,residential,30,True,False,44.367999999999995,,"LINESTRING (0.6248823 48.764753, 0.6249829 48.7646696, 0.6250699 48.7645976, 0.6252526 48.7644374)",,,
