osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width,access,junction,bridge
22913289,2,Rue Albert Mahieu,tertiary,False,False,177.01500000000001,"LINESTRING (-1.6252454 49.6381795, -1.6252551 49.6382674, -1.6252574 49.6382885, -1.6253201 49.6388276, -1.6253647 49.6392588, -1.6253985 49.6396428, -1.6254108 49.6396786, -1.6254351 49.6397152, -1.6254934 49.639746)",30,,yes,,
"[14168648, 22913391]",2,"['Rue Gambetta', 'Rue des Tribunaux']",residential,False,"[False, True]",91.146,"LINESTRING (-1.6252454 49.6381795, -1.6251037 49.6381744, -1.6250448 49.6381723, -1.6248286 49.6381646, -1.624339 49.63814, -1.6240784 49.6381211, -1.623984 49.6381143)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,False,72.3,"LINESTRING (-1.6252454 49.6381795, -1.6253707 49.6381859, -1.6253983 49.6381873, -1.6262463 49.6382306)",30,,,,
14168123,,Rue au Blé,residential,True,False,169.565,"LINESTRING (-1.6254934 49.639746, -1.6254301 49.6398171, -1.6253375 49.6398888, -1.6252987 49.6399199, -1.6252879 49.6399286, -1.6252118 49.6399879, -1.6250097 49.6401558, -1.6248684 49.6402733, -1.6246161 49.6404829, -1.6245465 49.6405399, -1.6243029 49.6406423, -1.6241345 49.6407122, -1.6240238 49.6407447, -1.6239076 49.6407763, -1.6238464 49.6407929)",30,,,,
22913289,2,Rue Albert Mahieu,tertiary,False,True,177.01500000000001,"LINESTRING (-1.6254934 49.639746, -1.6254351 49.6397152, -1.6254108 49.6396786, -1.6253985 49.6396428, -1.6253647 49.6392588, -1.6253201 49.6388276, -1.6252574 49.6382885, -1.6252551 49.6382674, -1.6252454 49.6381795)",30,,yes,,
123464468,2,Place de la Fontaine,tertiary,False,False,51.061,"LINESTRING (-1.6254934 49.639746, -1.6257702 49.6398724, -1.6259205 49.6399391, -1.6260199 49.6399817, -1.6260782 49.6400056)",30,,,,
14167183,,Rue François la Vieille,residential,False,False,172.947,"LINESTRING (-1.6260782 49.6400056, -1.6260601 49.6400589, -1.6258391 49.6407085, -1.6257947 49.6408364, -1.6257503 49.6409643, -1.6255657 49.6414801, -1.6255504 49.6415229)",30,,,,
123464468,2,Place de la Fontaine,tertiary,False,True,51.06099999999999,"LINESTRING (-1.6260782 49.6400056, -1.6260199 49.6399817, -1.6259205 49.6399391, -1.6257702 49.6398724, -1.6254934 49.639746)",30,,,,
14168449,,Rue Emmanuel Liais,tertiary,True,False,65.60900000000001,"LINESTRING (-1.6283277 49.6407415, -1.6283412 49.6408015, -1.6283458 49.6408234, -1.6283523 49.6408543, -1.6283687 49.6409329, -1.6284426 49.6412861, -1.628451 49.6413261)",30,,,,
43961387,,Rue de l'Ancien Hôtel Dieu,residential,True,False,122.941,"LINESTRING (-1.6283277 49.6407415, -1.628931 49.6407299, -1.6292785 49.6407232, -1.6298459 49.6406867, -1.6299452 49.6407005, -1.6299654 49.6407067, -1.6300215 49.6407238)",30,,,,
318116918,,Place de la République,tertiary,True,False,3.171,"LINESTRING (-1.6252924 49.6420956, -1.6252633 49.642117)",30,,,,
723780401,,Rue François la Vieille,tertiary,False,True,5.332,"LINESTRING (-1.6252924 49.6420956, -1.6253481 49.642064)",30,,,,
14167493,,Place de la République,tertiary,True,False,12.289,"LINESTRING (-1.624385 49.6430106, -1.6244866 49.6429218)",,,,,
808139358,,Place Napoléon,primary,True,False,139.839,"LINESTRING (-1.624385 49.6430106, -1.6245463 49.6430918, -1.6257074 49.6437178, -1.6257288 49.6437295, -1.625878 49.6438147)",50,,,,
723780400,,Place de la République,tertiary,True,False,28.076999999999998,"LINESTRING (-1.6255536 49.6422712, -1.6255492 49.6422495, -1.6255415 49.6422286, -1.6255262 49.6422036, -1.6255089 49.64218, -1.6254911 49.6421628, -1.6254295 49.6421202, -1.6253481 49.642064)",30,,,,
808139357,,Place de la République,tertiary,True,False,12.243,"LINESTRING (-1.6243106 49.6428376, -1.6242056 49.6429242)",30,,,,
800736801,2,Place Napoléon,primary,True,False,166.63,"LINESTRING (-1.6243106 49.6428376, -1.624156 49.6427663, -1.6237822 49.6425937, -1.6236565 49.642539, -1.6235599 49.6424991, -1.6233877 49.6424343, -1.6231733 49.6423573, -1.6230253 49.6423099, -1.6228186 49.6422507, -1.6226812 49.6422169, -1.6225314 49.6421802, -1.6224585 49.6421626, -1.622289 49.6421257)",50,,,,
808139358,,Place Napoléon,primary,True,False,16.099,"LINESTRING (-1.6242056 49.6429242, -1.624385 49.6430106)",50,,,,
761460999,,Rue Noël,residential,True,False,79.104,"LINESTRING (-1.6238248 49.6422892, -1.6238739 49.6422499, -1.6240137 49.6421381, -1.6244396 49.6417971, -1.6244683 49.641774, -1.6245157 49.6417361)",30,,,,
293264937,,Rue Tour Carrée,residential,True,False,68.745,"LINESTRING (-1.6245157 49.6417361, -1.6245954 49.641773, -1.6252924 49.6420956)",30,,,,
301623778,2,Quai de Caligny,primary,True,False,103.78399999999999,"LINESTRING (-1.622289 49.6421257, -1.622143 49.6420911, -1.6220619 49.6420718, -1.6219824 49.6420464, -1.6219167 49.6420227, -1.6218433 49.6419928, -1.6217682 49.6419561, -1.6217058 49.6419198, -1.6216565 49.6418879, -1.6215958 49.6418438, -1.6215362 49.6417924, -1.6214963 49.6417549, -1.6214386 49.6416888, -1.6213803 49.6416022, -1.6213498 49.6415416, -1.6213293 49.6414923)",50,,,,
844290471,,Rue de la Marine,residential,True,False,14.254999999999999,"LINESTRING (-1.622289 49.6421257, -1.6223237 49.6420655, -1.6223271 49.642036, -1.6223184 49.6420021)",,,,,
723994673,,Rue du Port,residential,False,False,8.681,"LINESTRING (-1.6217199 49.6401284, -1.6218391 49.6401401)",,,,,
419847897,,Rue du Port,residential,False,True,17.434,"LINESTRING (-1.6217199 49.6401284, -1.6216113 49.6401178, -1.6214805 49.640105)",,,,,
"[14169754, 22917387]",,"['Rue Grande Rue', 'Rue Boel-Meslin']",residential,True,False,109.10500000000002,"LINESTRING (-1.6225185 49.6403821, -1.62313 49.6401312, -1.623172 49.640114, -1.6234119 49.6403271, -1.6234782 49.6404015, -1.623583 49.6405131)",30,,,,
293264936,,Place de la Révolution,residential,True,False,75.996,"LINESTRING (-1.6225185 49.6403821, -1.6225515 49.6404149, -1.6225869 49.64045, -1.6227197 49.6405933, -1.6227731 49.6406457, -1.6228245 49.6406942, -1.6229312 49.6407935, -1.623008 49.6408679, -1.6230951 49.6409543)",30,,,,
293264937,,Rue Tour Carrée,residential,True,False,135.23600000000002,"LINESTRING (-1.6230951 49.6409543, -1.6233367 49.6411502, -1.6236082 49.6413229, -1.6239294 49.6414872, -1.6244408 49.6417043, -1.6245157 49.6417361)",30,,,,
293265160,,Rue des Moulins,living_street,False,False,11.846,"LINESTRING (-1.622774 49.641371, -1.6228136 49.6414456, -1.6228437 49.6414652)",,,,,
230481351,,Rue d'Espagne,living_street,False,True,36.459,"LINESTRING (-1.6228437 49.6414652, -1.6228652 49.6414348, -1.622892 49.641407, -1.6229557 49.6413727, -1.6231328 49.6412828, -1.623202 49.6412395)",,,,,
"[293265160, 301623779]",,"['Rue des Moulins', ""Rue de l'Église""]",living_street,False,False,120.099,"LINESTRING (-1.6228437 49.6414652, -1.6228417 49.641486, -1.6228478 49.6415164, -1.6228759 49.6415685, -1.6229361 49.641644, -1.6230302 49.6416745, -1.6231054 49.641703, -1.6231597 49.6417273, -1.6231893 49.6417658, -1.6231905 49.6418234, -1.623174 49.641865, -1.6231416 49.6418851, -1.6230774 49.6419086, -1.6229888 49.6419241, -1.6227002 49.6419506, -1.622416 49.6419903, -1.6223184 49.6420021)",,,,,
293265160,,Rue des Moulins,living_street,False,True,11.846,"LINESTRING (-1.6228437 49.6414652, -1.6228136 49.6414456, -1.622774 49.641371)",,,,,
723772528,,Rue de la Marine,residential,True,False,71.355,"LINESTRING (-1.6223184 49.6420021, -1.622106 49.6413753)",30,,,,
"[293265160, 301623779]",,"['Rue des Moulins', ""Rue de l'Église""]",living_street,False,True,120.09899999999999,"LINESTRING (-1.6223184 49.6420021, -1.622416 49.6419903, -1.6227002 49.6419506, -1.6229888 49.6419241, -1.6230774 49.6419086, -1.6231416 49.6418851, -1.623174 49.641865, -1.6231905 49.6418234, -1.6231893 49.6417658, -1.6231597 49.6417273, -1.6231054 49.641703, -1.6230302 49.6416745, -1.6229361 49.641644, -1.6228759 49.6415685, -1.6228478 49.6415164, -1.6228417 49.641486, -1.6228437 49.6414652)",,,,,
14168123,,Rue au Blé,residential,True,False,56.998,"LINESTRING (-1.6238464 49.6407929, -1.6230951 49.6409543)",30,,,,
251450163,,Rue Boel-Meslin,residential,False,True,36.43899999999999,"LINESTRING (-1.6238464 49.6407929, -1.623785 49.6407273, -1.6236417 49.6405743, -1.623583 49.6405131)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,False,58.304,"LINESTRING (-1.6262463 49.6382306, -1.6263105 49.638232, -1.6263644 49.6382332, -1.6268433 49.6382436, -1.6270556 49.6382447)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,True,72.3,"LINESTRING (-1.6262463 49.6382306, -1.6253983 49.6381873, -1.6253707 49.6381859, -1.6252454 49.6381795)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,False,48.114,"LINESTRING (-1.6270556 49.6382447, -1.6271644 49.6382471, -1.6276163 49.6382617, -1.627723 49.6382651)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,True,58.303999999999995,"LINESTRING (-1.6270556 49.6382447, -1.6268433 49.6382436, -1.6263644 49.6382332, -1.6263105 49.638232, -1.6262463 49.6382306)",30,,,,
688967841,2,Rue Gambetta,tertiary,False,True,48.114,"LINESTRING (-1.627723 49.6382651, -1.6276163 49.6382617, -1.6271644 49.6382471, -1.6270556 49.6382447)",30,,,,
800736800,,Place Henry Gréville,tertiary,True,False,17.906,"LINESTRING (-1.627723 49.6382651, -1.6277315 49.6382966, -1.6277559 49.6383245, -1.6277934 49.6383453, -1.6278396 49.6383568, -1.6278905 49.6383574)",30,,,roundabout,
53017956,,Rue Christine,living_street,True,False,51.371,"LINESTRING (-1.6275935 49.6404758, -1.6269459 49.640282)",20,,,,
14168363,,Rue Paul Talluau,residential,True,False,189.845,"LINESTRING (-1.6258855 49.6417764, -1.6275935 49.6404758)",30,,,,
14172792,,Rue Grande Vallée,residential,True,False,107.1,"LINESTRING (-1.6258855 49.6417764, -1.6262991 49.6420849, -1.6265811 49.6422952, -1.6269232 49.64246)",30,,,,
14168515,,Place Henry Gréville,tertiary,True,False,18.152,"LINESTRING (-1.6279699 49.6383307, -1.6279947 49.6383087, -1.6280087 49.6382831, -1.6280108 49.6382559, -1.6280006 49.6382295, -1.6279791 49.6382061, -1.6279481 49.6381878)",30,,,roundabout,
14172682,,Rue de l'Abbaye,residential,False,False,103.59700000000001,"LINESTRING (-1.6288084 49.643354, -1.6289667 49.6433891, -1.6290839 49.6434118, -1.6292138 49.6434392, -1.6298407 49.6435828, -1.6301695 49.6436557)",30,,,,
14172948,,Rue de l'Union,living_street,True,False,115.56800000000001,"LINESTRING (-1.6288084 49.643354, -1.6277316 49.6432058, -1.6272428 49.6431258)",20,,,,
800736803,,Rue de l'Onglet,tertiary,False,True,70.723,"LINESTRING (-1.6288084 49.643354, -1.6286658 49.6434424, -1.628591 49.6434887, -1.6284904 49.643551, -1.6280987 49.6437937)",30,,,,
"[14168515, 800736799]",,Place Henry Gréville,tertiary,True,False,22.41,"LINESTRING (-1.6279481 49.6381878, -1.6279079 49.6381755, -1.6278639 49.6381717, -1.6278201 49.6381768, -1.6277808 49.6381903, -1.6277498 49.6382109, -1.6277299 49.6382367, -1.627723 49.6382651)",30,,,roundabout,
"[14168648, 688967838]",2,Rue des Tribunaux,"['residential', 'living_street']",False,False,56.961,"LINESTRING (-1.623984 49.6381143, -1.6238922 49.6381076, -1.6232715 49.6380627, -1.6231979 49.6380573)","['20', '30']",,,,
"[14168648, 22913391]",2,"['Rue Gambetta', 'Rue des Tribunaux']",residential,False,"[False, True]",91.146,"LINESTRING (-1.623984 49.6381143, -1.6240784 49.6381211, -1.624339 49.63814, -1.6248286 49.6381646, -1.6250448 49.6381723, -1.6251037 49.6381744, -1.6252454 49.6381795)",30,,,,
723994673,,Rue du Port,residential,False,True,8.681,"LINESTRING (-1.6218391 49.6401401, -1.6217199 49.6401284)",,,,,
"[90989848, 891033175]",,Rue du Port,residential,True,False,58.038,"LINESTRING (-1.6218391 49.6401401, -1.6219179 49.6401498, -1.6219405 49.6401554, -1.6221421 49.6402051, -1.6223821 49.6402643, -1.6224012 49.640272, -1.6225185 49.6403821)",30,,,,
"[1226685021, 1226685022, 688969639]",,Rue Notre-Dame,residential,False,True,103.94100000000002,"LINESTRING (-1.6218391 49.6401401, -1.6221397 49.6399487, -1.6222432 49.6398977, -1.6223411 49.6398495, -1.6225882 49.6397276, -1.6226362 49.639704, -1.6228757 49.6395692, -1.6229365 49.6395349)",30,,,,
53017956,,Rue Christine,living_street,True,False,69.639,"LINESTRING (-1.6269459 49.640282, -1.6265132 49.6401394, -1.6261534 49.6400278, -1.6260782 49.6400056)",20,,,,
14168449,,Rue Emmanuel Liais,tertiary,True,False,167.87,"LINESTRING (-1.628002 49.6389889, -1.6280086 49.639024, -1.6280365 49.6391711, -1.6281122 49.639572, -1.6282767 49.6404421, -1.6282853 49.6404874)",30,,,,
14169912,,Rue Bondor,residential,True,False,162.659,"LINESTRING (-1.628002 49.6389889, -1.6279238 49.6390846, -1.6269459 49.640282)",30,,,,
14170167,,Rue Guillaume Fouace,tertiary,True,False,246.33299999999997,"LINESTRING (-1.6312893 49.6388375, -1.6300694 49.6386653, -1.6296468 49.6386057, -1.6282359 49.6384065, -1.6280959 49.6383826, -1.6280538 49.6383713, -1.6280169 49.6383579, -1.6279699 49.6383307)",30,,,,
14170167,,Rue Guillaume Fouace,tertiary,True,False,12.269,"LINESTRING (-1.631456 49.6388603, -1.6312893 49.6388375)",30,,,,
366772719,,Rue de la Duché,residential,True,False,291.358,"LINESTRING (-1.631456 49.6388603, -1.6313654 49.6388986, -1.6307533 49.6392176, -1.630098 49.6395509, -1.6297943 49.6397029, -1.6296812 49.6397595, -1.6296174 49.6397914, -1.6289948 49.6401194, -1.6282853 49.6404874)",30,,,,
14168449,,Rue Emmanuel Liais,tertiary,True,False,28.419,"LINESTRING (-1.6282853 49.6404874, -1.6283277 49.6407415)",30,,,,
53017956,,Rue Christine,living_street,True,False,60.601,"LINESTRING (-1.6282853 49.6404874, -1.6279884 49.6406362, -1.6275935 49.6404758)",20,,,,
14172792,,Rue Grande Vallée,residential,True,False,168.25,"LINESTRING (-1.6269232 49.64246, -1.6276224 49.6427916, -1.627936 49.6429403, -1.6285754 49.6432435, -1.6288084 49.643354)",30,,,,
14173574,,Rue des Bastions,residential,True,False,167.333,"LINESTRING (-1.6269232 49.64246, -1.6282294 49.6414952, -1.6283826 49.6413783, -1.628451 49.6413261)",30,,,,
14172792,,Rue Grande Vallée,residential,True,False,37.105,"LINESTRING (-1.6255504 49.6415229, -1.6258855 49.6417764)",30,,,,
14167183,,Rue François la Vieille,residential,False,False,61.911,"LINESTRING (-1.6255504 49.6415229, -1.6254101 49.641904, -1.625364 49.6420291, -1.6253481 49.642064)",30,,,,
14167183,,Rue François la Vieille,residential,False,True,172.94700000000003,"LINESTRING (-1.6255504 49.6415229, -1.6255657 49.6414801, -1.6257503 49.6409643, -1.6257947 49.6408364, -1.6258391 49.6407085, -1.6260601 49.6400589, -1.6260782 49.6400056)",30,,,,
14172833,,Rue Henri Dunant,residential,True,False,98.80600000000001,"LINESTRING (-1.6280987 49.6437937, -1.6280407 49.6437567, -1.6277301 49.6435386, -1.6274907 49.6433879, -1.6272399 49.6432017, -1.6272428 49.6431258)",30,,,,
800736803,,Rue de l'Onglet,tertiary,False,False,70.723,"LINESTRING (-1.6280987 49.6437937, -1.6284904 49.643551, -1.628591 49.6434887, -1.6286658 49.6434424, -1.6288084 49.643354)",30,,,,
800736803,,Rue de l'Onglet,tertiary,False,True,102.24499999999999,"LINESTRING (-1.6280987 49.6437937, -1.628057 49.6438195, -1.62802 49.6438424, -1.6272157 49.6443433, -1.6271836 49.6443633, -1.6270733 49.6444298)",30,,,,
"[14172948, 14172877]",1,"['Rue Auvray', ""Rue de l'Union""]","['living_street', 'residential']",True,False,125.264,"LINESTRING (-1.6272428 49.6431258, -1.6271239 49.6431031, -1.6270112 49.6430453, -1.6261154 49.643653, -1.6260802 49.643677, -1.6259949 49.6437348)","['20', '30']",,,,
14173063,,Rue de la Bucaille,residential,True,False,54.322,"LINESTRING (-1.6300215 49.6407238, -1.6302496 49.6408322, -1.6306681 49.6409728)",30,,,,
14168449,,Rue Emmanuel Liais,tertiary,True,False,114.554,"LINESTRING (-1.6286525 49.6423288, -1.6287193 49.6427188, -1.628788 49.6432083, -1.6288084 49.643354)",30,,,,
14173238,,Rue de la Comédie,residential,True,False,209.282,"LINESTRING (-1.6306681 49.6409728, -1.6286525 49.6423288)",30,,,,
14172682,,Rue de l'Abbaye,residential,False,False,91.342,"LINESTRING (-1.6301695 49.6436557, -1.6304772 49.6437242, -1.6313011 49.6439075, -1.6313692 49.6439227)",30,,,,
14172682,,Rue de l'Abbaye,residential,False,True,103.59700000000001,"LINESTRING (-1.6301695 49.6436557, -1.6298407 49.6435828, -1.6292138 49.6434392, -1.6290839 49.6434118, -1.6289667 49.6433891, -1.6288084 49.643354)",30,,,,
"[14172682, 1086649204]",,Rue de l'Abbaye,residential,False,False,48.392,"LINESTRING (-1.6313692 49.6439227, -1.6314991 49.6439505, -1.6316289 49.6439783, -1.6317524 49.6440112, -1.6317846 49.6440234, -1.631813 49.6440373, -1.6318278 49.6440494, -1.6318462 49.6440659, -1.6318611 49.6440864, -1.6318908 49.6441495)",30,,,,
14172682,,Rue de l'Abbaye,residential,False,True,91.342,"LINESTRING (-1.6313692 49.6439227, -1.6313011 49.6439075, -1.6304772 49.6437242, -1.6301695 49.6436557)",30,,,,
14173349,,Rue de l'Amiral Courbet,residential,True,False,83.581,"LINESTRING (-1.6317839 49.643221, -1.631558 49.6435767, -1.631467 49.6437555, -1.6313692 49.6439227)",30,,,,
14168449,,Rue Emmanuel Liais,tertiary,True,False,112.436,"LINESTRING (-1.628451 49.6413261, -1.6285319 49.6417285, -1.6286525 49.6423288)",30,,,,
22914042,2,Avenue de la Porte Chantereyne,unclassified,False,True,126.492,"LINESTRING (-1.6287012 49.6462542, -1.6285858 49.6459247, -1.6284164 49.645371, -1.6283461 49.6451987, -1.6283279 49.6451429)",,,,,
14172638,,Rue de l'Onglet,tertiary,False,False,10.958,"LINESTRING (-1.6269589 49.6444948, -1.6270733 49.6444298)",30,,,,
"[49150768, 723772561]",2,Rue de la Marquise,unclassified,False,False,63.22,"LINESTRING (-1.6269589 49.6444948, -1.6268376 49.6445564, -1.6267836 49.6445794, -1.6267472 49.6445963, -1.6262479 49.6448282)",,,,,
301623777,2,Avenue de Cessart,primary,True,False,119.358,"LINESTRING (-1.6269589 49.6444948, -1.6271389 49.6446153, -1.6274087 49.6447741, -1.6276407 49.6448728, -1.62787 49.6449499, -1.6281332 49.6450092, -1.6283474 49.6450405)",50,,,,
723772561,2,Rue de la Marquise,unclassified,False,True,4.314,"LINESTRING (-1.6261992 49.6448508, -1.6262479 49.6448282)",,,,,
"[756540688, 1099295968, 1099295966]",2,Rue de la Marquise,unclassified,False,False,164.58100000000002,"LINESTRING (-1.6261992 49.6448508, -1.6260074 49.6449461, -1.6258374 49.6450247, -1.6256379 49.6451197, -1.6255568 49.6451619, -1.6255152 49.6451875, -1.6254844 49.645209, -1.6254565 49.6452337, -1.6254267 49.6452693, -1.6253854 49.6453276, -1.6253631 49.6453752, -1.625354 49.6454148, -1.6253506 49.6454447, -1.6253521 49.6454749, -1.6253637 49.6455366, -1.6253898 49.6456113, -1.6254428 49.6457283, -1.6254901 49.6458125, -1.6255531 49.6459015, -1.6256513 49.6460491)",,,,,
"[1113744771, 1099298470, 756540687]",2,Rue de la Marquise,unclassified,False,True,105.35299999999998,"LINESTRING (-1.6261992 49.6448508, -1.6260274 49.644748, -1.6256657 49.6445385, -1.6255103 49.6444471, -1.6253926 49.6443755, -1.625248 49.6442802, -1.6252115 49.6442446, -1.6251773 49.6441836)",,,,,
49150769,,,unclassified,False,True,33.463,"LINESTRING (-1.6256513 49.6460491, -1.6258968 49.6459844, -1.626063 49.6459127)",,,,,
"[1099295966, 742208527]",,Rue de la Marquise,unclassified,False,False,52.577000000000005,"LINESTRING (-1.6256513 49.6460491, -1.6256654 49.6461041, -1.6256708 49.6461609, -1.6256621 49.6462178, -1.6256349 49.6462816, -1.6256065 49.6463288, -1.6255595 49.6463796, -1.6255233 49.6464073, -1.6254267 49.6464729)",,,,,
"[1099295968, 756540688, 1099295966]",2,Rue de la Marquise,unclassified,False,True,164.58100000000002,"LINESTRING (-1.6256513 49.6460491, -1.6255531 49.6459015, -1.6254901 49.6458125, -1.6254428 49.6457283, -1.6253898 49.6456113, -1.6253637 49.6455366, -1.6253521 49.6454749, -1.6253506 49.6454447, -1.625354 49.6454148, -1.6253631 49.6453752, -1.6253854 49.6453276, -1.6254267 49.6452693, -1.6254565 49.6452337, -1.6254844 49.645209, -1.6255152 49.6451875, -1.6255568 49.6451619, -1.6256379 49.6451197, -1.6258374 49.6450247, -1.6260074 49.6449461, -1.6261992 49.6448508)",,,,,
1099295967,,,unclassified,False,False,76.743,"LINESTRING (-1.626063 49.6459127, -1.6268547 49.6463748)",,,,,
49150769,,,unclassified,False,False,33.463,"LINESTRING (-1.626063 49.6459127, -1.6258968 49.6459844, -1.6256513 49.6460491)",,,,,
742208528,,,unclassified,False,True,167.04399999999998,"LINESTRING (-1.626063 49.6459127, -1.6268039 49.6453618, -1.6269553 49.6452492, -1.6268111 49.6451656, -1.6266428 49.645069, -1.6264748 49.6449751, -1.6262885 49.6448565, -1.6262479 49.6448282)",,,,,
1099295967,,,unclassified,False,True,76.743,"LINESTRING (-1.6268547 49.6463748, -1.626063 49.6459127)",,,,,
