osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel,maxspeed,access,junction
26970735,2,D 3,Quai Aubépin,secondary,False,False,132.12599999999998,"LINESTRING (1.0618306 46.6299163, 1.0618952 46.6298861, 1.0619485 46.6298676, 1.0620667 46.6298367, 1.0620895 46.6298311, 1.0621973 46.6298069, 1.0627901 46.6296941, 1.063476 46.6295598)",,,,,
"[26970736, 168874258, 172919483]",,D 951,Rue Pierre Collin de Souvigny,primary,False,False,130.585,"LINESTRING (1.0618306 46.6299163, 1.0618923 46.6299458, 1.0619258 46.6299913, 1.0622293 46.6307685, 1.0622888 46.6309209, 1.0623336 46.6310258)",yes,,,,
26970737,,D 951,Quai André Liesse,primary,False,True,177.44900000000004,"LINESTRING (1.0618306 46.6299163, 1.0617467 46.6299066, 1.0616001 46.6299233, 1.0613671 46.629971, 1.0610018 46.6300459, 1.0603546 46.6301867, 1.0602218 46.6302181, 1.0600612 46.6302619, 1.05996 46.6302978, 1.0598469 46.6303433, 1.0598062 46.630362, 1.059657 46.6304308)",,,,,
170863881,,D 951,Rue de Poitiers,primary,False,False,32.997,"LINESTRING (1.0577754 46.6306491, 1.0578523 46.6306754, 1.0580068 46.6307202, 1.0581759 46.6307595)",,,,,
170863881,,D 951,Rue de Poitiers,primary,False,True,75.71000000000001,"LINESTRING (1.0577754 46.6306491, 1.0575473 46.6305685, 1.057504 46.6305528, 1.056897 46.6303333)",,,,,
26975024,,D 951,Boulevard Mangin de Beauvais,primary,False,False,68.986,"LINESTRING (1.0623336 46.6310258, 1.0625478 46.6309746, 1.0626229 46.63096, 1.0631563 46.6308623, 1.0632013 46.6308541)",,,,,
67330014,,D 950,Boulevard Chanzy,secondary,False,False,103.068,"LINESTRING (1.0623336 46.6310258, 1.0620388 46.6310981, 1.0619677 46.6311135, 1.0617942 46.6311448, 1.061594 46.6311767, 1.0613767 46.6312053, 1.0612642 46.6312293, 1.0612027 46.6312462, 1.0610541 46.6313057)",,,,,
"[26970736, 168874258, 172919483]",,D 951,Rue Pierre Collin de Souvigny,primary,False,True,130.585,"LINESTRING (1.0623336 46.6310258, 1.0622888 46.6309209, 1.0622293 46.6307685, 1.0619258 46.6299913, 1.0618923 46.6299458, 1.0618306 46.6299163)",yes,,,,
346028787,,D 975,Rue Pierre Collin de Souvigny,primary,False,False,133.071,"LINESTRING (1.0623336 46.6310258, 1.0624028 46.6311895, 1.0624555 46.6313181, 1.062742 46.6320416, 1.0627939 46.63218)",,,,,
26970738,,,Place de la Libération,living_street,True,False,122.22500000000002,"LINESTRING (1.063161 46.633072, 1.0632742 46.6330514, 1.0633151 46.6330402, 1.0633628 46.6330275, 1.0639924 46.632854, 1.064189 46.6328009, 1.0642224 46.632791, 1.0642627 46.6327803, 1.0645157 46.632704, 1.0646459 46.6326636)",,,,,
137598887,,D 975,,primary,False,True,10.165,"LINESTRING (1.063161 46.633072, 1.0631839 46.6331226, 1.0632005 46.6331593)",,,,,
137598891,,D 975,Rue Saint-Honoré,primary,False,False,86.309,"LINESTRING (1.063161 46.633072, 1.0631256 46.6330006, 1.0628488 46.6323261)",,,,,
234151004,2,,Place de la Libération,tertiary,False,True,15.321,"LINESTRING (1.0647111 46.6327644, 1.0648947 46.6327088)",,,,,
234151004,2,,Place de la Libération,tertiary,False,False,40.736000000000004,"LINESTRING (1.0647111 46.6327644, 1.0643092 46.6328754, 1.0642178 46.6329038)",,,,,
66938051,,D 120,Rue Albert Chichery,unclassified,False,False,98.957,"LINESTRING (1.0602443 46.6348989, 1.0602815 46.6349069, 1.0603195 46.6349206, 1.0603498 46.6349324, 1.0603774 46.6349492, 1.0604219 46.6349879, 1.0604575 46.6350267, 1.0605362 46.6351582, 1.0607675 46.6354958, 1.0608715 46.6356545)",,,,,
92879910,,,Rue Saint-Lazare,unclassified,True,False,29.424,"LINESTRING (1.0602443 46.6348989, 1.0601922 46.634901, 1.0601261 46.6349125, 1.060062 46.6349356, 1.0599083 46.6350153)",,,,,
66938048,,,Rue Aristide Briand,residential,False,False,111.427,"LINESTRING (1.0608715 46.6356545, 1.0609056 46.6356404, 1.0609338 46.6356238, 1.0612881 46.6354184, 1.0613737 46.6353688, 1.0618467 46.6350939, 1.0619099 46.6350597, 1.0619565 46.6350372, 1.061999 46.6350196)",,,,,
66938051,,D 120,Rue Albert Chichery,unclassified,False,False,103.343,"LINESTRING (1.0608715 46.6356545, 1.0609384 46.6357601, 1.0612789 46.6362842, 1.0613269 46.6363687, 1.0613609 46.6364361, 1.0613923 46.6365114)",,,,,
66938051,,D 120,Rue Albert Chichery,unclassified,False,True,98.95700000000001,"LINESTRING (1.0608715 46.6356545, 1.0607675 46.6354958, 1.0605362 46.6351582, 1.0604575 46.6350267, 1.0604219 46.6349879, 1.0603774 46.6349492, 1.0603498 46.6349324, 1.0603195 46.6349206, 1.0602815 46.6349069, 1.0602443 46.6348989)",,,,,
"[26975024, 95610384]",,D 951,Boulevard Mangin de Beauvais,primary,False,False,52.434999999999995,"LINESTRING (1.0632013 46.6308541, 1.0634593 46.6308068, 1.0635223 46.6307949, 1.0636101 46.6307786, 1.0636719 46.630768, 1.0638656 46.6307347)",,,,,
26975024,,D 951,Boulevard Mangin de Beauvais,primary,False,True,68.986,"LINESTRING (1.0632013 46.6308541, 1.0631563 46.6308623, 1.0626229 46.63096, 1.0625478 46.6309746, 1.0623336 46.6310258)",,,,,
186707999,1,,Rue des Gaudières,residential,True,False,35.319,"LINESTRING (1.0632013 46.6308541, 1.0632122 46.6309015, 1.0632108 46.6309329, 1.0631385 46.6311659)",,,,,
346028787,,D 975,Rue Pierre Collin de Souvigny,primary,False,True,16.778,"LINESTRING (1.0628488 46.6323261, 1.0627939 46.63218)",,,,,
137598891,,D 975,Rue Saint-Honoré,primary,False,True,86.309,"LINESTRING (1.0628488 46.6323261, 1.0631256 46.6330006, 1.063161 46.633072)",,,,,
334203891,,,Place du Bateau,residential,False,False,16.407,"LINESTRING (1.0637713 46.63118, 1.0637632 46.6311532, 1.0637646 46.6311189, 1.0637685 46.6310909, 1.0637738 46.6310719, 1.0637945 46.6310607, 1.0638216 46.6310526)",,,,,
186707999,1,,Rue des Gaudières,residential,True,False,5.013,"LINESTRING (1.0631385 46.6311659, 1.0631311 46.6312107)",,,,,
233435347,,,Impasse des Gaudières,residential,False,True,31.467,"LINESTRING (1.0631385 46.6311659, 1.0627265 46.6311722)",,,,,
66928768,,,Rue du Bateau,residential,True,False,49.065000000000005,"LINESTRING (1.0631311 46.6312107, 1.0633781 46.6312097, 1.0636843 46.6311875, 1.0637713 46.63118)",,,,,
67330013,,,Rue des Gaudières,residential,False,True,113.667,"LINESTRING (1.0631311 46.6312107, 1.0630884 46.6314678, 1.0630653 46.6315751, 1.0630238 46.6317675, 1.0629678 46.631943, 1.0629281 46.6320498, 1.0629034 46.6321072, 1.0628852 46.6321382, 1.0628689 46.6321539, 1.0628397 46.6321674, 1.0627939 46.63218)",,,,,
66932022,,,Rue de l'Isle,residential,True,False,54.695,"LINESTRING (1.0638216 46.6310526, 1.0644694 46.6309014, 1.0644996 46.6308939)",,,,,
334203891,,,Place du Bateau,residential,False,True,16.407,"LINESTRING (1.0638216 46.6310526, 1.0637945 46.6310607, 1.0637738 46.6310719, 1.0637685 46.6310909, 1.0637646 46.6311189, 1.0637632 46.6311532, 1.0637713 46.63118)",,,,,
92879165,,,Rue Sainte-Catherine,residential,False,False,71.246,"LINESTRING (1.0655864 46.634825, 1.0657242 46.6349478, 1.0657591 46.6349912, 1.065861 46.6351613, 1.0659747 46.6353395, 1.0660084 46.6353923)",,,,,
186707996,,,Rue de l'Isle,residential,False,True,10.105,"LINESTRING (1.0648739 46.6308031, 1.0648223 46.6308131, 1.0647472 46.6308293)",,,,,
92879165,,,Rue Sainte-Catherine,residential,False,True,8.068,"LINESTRING (1.0660598 46.6354557, 1.0660084 46.6353923)",,,,,
67335300,,,Boulevard François Mitterrand,residential,False,False,142.535,"LINESTRING (1.0660598 46.6354557, 1.0660972 46.6354442, 1.0661947 46.6354082, 1.0667378 46.6352079, 1.0669379 46.6351289, 1.0671345 46.6350591, 1.0673156 46.6350076, 1.0675784 46.6349469, 1.067746 46.6349168)",,,,,
92879165,,,Rue Sainte-Catherine,residential,False,False,292.04300000000006,"LINESTRING (1.0660598 46.6354557, 1.0660943 46.6354934, 1.0664438 46.6358747, 1.0676181 46.636941, 1.0679817 46.6372335, 1.0681676 46.6373702, 1.0683158 46.6374761, 1.0683301 46.6375011, 1.0683319 46.6375134, 1.0683275 46.6375501)",,,,,
67337143,,,Rue Lionel Bordessolles,residential,False,True,223.46899999999997,"LINESTRING (1.0683275 46.6375501, 1.0680712 46.6375087, 1.0669951 46.6373291, 1.0664004 46.6372069, 1.0656524 46.6370538, 1.0655039 46.6370234)",,,,,
