osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction,tunnel,bridge
31153411,True,,,Place de la Libération,residential,,False,70.58600000000001,"LINESTRING (2.338935 48.9368179, 2.3389182 48.9368899, 2.3388847 48.9371547, 2.3388715 48.9373468, 2.3388175 48.9374445)",,,,
"[1119473024, 31536927]",False,,,"['Avenue Jean Jaurès', 'Quai du Saule Fleuri']",residential,,False,46.961999999999996,"LINESTRING (2.3369817 48.9383059, 2.3370011 48.9382231, 2.337051 48.9380099, 2.3370744 48.937888)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,52.389,"LINESTRING (2.3325578 48.9329368, 2.332564 48.9329898, 2.3326198 48.9333503, 2.3326302 48.9334055)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,189.913,"LINESTRING (2.3325578 48.9329368, 2.3325461 48.9328645, 2.3325289 48.9327496, 2.3324886 48.9324663, 2.3323754 48.9318258, 2.3322775 48.9312873, 2.332266 48.9312398)",,,,
27789726,True,1,,Rue Pierre Brossolette,residential,,False,69.567,"LINESTRING (2.3326302 48.9334055, 2.3327234 48.9333959, 2.3332578 48.9333411, 2.3335647 48.9332886)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,44.23,"LINESTRING (2.3326302 48.9334055, 2.3326468 48.9334841, 2.3327025 48.9338004)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,52.389,"LINESTRING (2.3326302 48.9334055, 2.3326198 48.9333503, 2.332564 48.9329898, 2.3325578 48.9329368)",,,,
27789736,False,,,Villa Gallieni,residential,,False,87.151,"LINESTRING (2.3327235 48.9338965, 2.3339049 48.9337871)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,10.795,"LINESTRING (2.3327235 48.9338965, 2.3327025 48.9338004)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,34.914,"LINESTRING (2.3327235 48.9338965, 2.3327664 48.9341399, 2.3327755 48.9342086)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,37.8,"LINESTRING (2.3328247 48.934547, 2.3327755 48.9342086)",,,,
27789732,False,,,Allée Saint-Paul,residential,,False,244.712,"LINESTRING (2.3328247 48.934547, 2.3337961 48.9343932, 2.3339328 48.9343705, 2.3340121 48.9344196, 2.3347604 48.9342936, 2.3349033 48.9343594, 2.3360163 48.9341594)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,99.809,"LINESTRING (2.3328247 48.934547, 2.332865 48.9347508, 2.3329277 48.9350741, 2.3329648 48.9353362, 2.3329616 48.9353761, 2.3329565 48.935439)",,,,
27789692,True,1,,Rue Édouard Manet,residential,,False,91.33800000000001,"LINESTRING (2.3307922 48.9322106, 2.3308374 48.9322427, 2.330857 48.9322969, 2.3310181 48.9329657, 2.3310288 48.93301)",,,,
62263162,False,,,Rue du Fond de la Noue,residential,,False,147.342,"LINESTRING (2.3307922 48.9322106, 2.3310639 48.9319737, 2.3313296 48.9317219, 2.3315387 48.9314897, 2.3317245 48.9312839, 2.3318209 48.9311477, 2.3318668 48.9310926)",,,,
62263162,False,,,Rue du Fond de la Noue,residential,,True,108.483,"LINESTRING (2.3307922 48.9322106, 2.3306432 48.9323268, 2.3303245 48.9325816, 2.330008 48.9328021, 2.3298009 48.9329359)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,28.023,"LINESTRING (2.3322125 48.9309904, 2.3322337 48.9311205, 2.332266 48.9312398)",,,,
62263162,False,,,Rue du Fond de la Noue,residential,,True,28.805,"LINESTRING (2.3322125 48.9309904, 2.3321415 48.9309988, 2.3320697 48.9310129, 2.3320149 48.9310218, 2.3319784 48.9310293, 2.3319465 48.9310376, 2.3319166 48.9310496, 2.3318959 48.9310611, 2.3318668 48.9310926)",,,,
27789699,True,1,,Rue Pointet,residential,,False,111.992,"LINESTRING (2.3310288 48.93301, 2.3310991 48.9330063, 2.3324708 48.9329425, 2.3324997 48.9329412, 2.3325578 48.9329368)",,,,
27948969,True,1,,Rue Édouard Manet,residential,,False,149.28599999999997,"LINESTRING (2.3310288 48.93301, 2.3310395 48.9330497, 2.3310809 48.9332031, 2.3311858 48.9336174, 2.3312889 48.9340243, 2.3313087 48.9341025, 2.3313457 48.9342882, 2.3313551 48.9343352)",,,,
27789723,False,2,,Quai d'Asnières,residential,,False,78.157,"LINESTRING (2.3357214 48.9329037, 2.3359003 48.9333973, 2.3359264 48.9334929, 2.335945 48.9335905)",,,,
27789723,False,2,,Quai d'Asnières,residential,,True,86.458,"LINESTRING (2.3357214 48.9329037, 2.3356879 48.9328262, 2.3354269 48.9322219, 2.3353983 48.9321557)",,,,
27948915,False,,,Impasse des Lilas,residential,,False,71.037,"LINESTRING (2.335945 48.9335905, 2.3350131 48.9337731)",,,,
27789723,False,2,,Quai d'Asnières,residential,,False,63.476,"LINESTRING (2.335945 48.9335905, 2.3359666 48.9337308, 2.3360163 48.9341594)",,,,
27789723,False,2,,Quai d'Asnières,residential,,True,78.15700000000001,"LINESTRING (2.335945 48.9335905, 2.3359264 48.9334929, 2.3359003 48.9333973, 2.3357214 48.9329037)",,,,
27789723,False,2,,Quai d'Asnières,residential,,False,157.905,"LINESTRING (2.3360163 48.9341594, 2.3360205 48.9341921, 2.3360652 48.9345431, 2.3360872 48.934711, 2.3361001 48.9349382, 2.3360727 48.9350456, 2.3360337 48.9351356, 2.3359772 48.935472, 2.3359728 48.9354982, 2.3359449 48.9355677)",,,,
27789723,False,2,,Quai d'Asnières,residential,,True,63.476,"LINESTRING (2.3360163 48.9341594, 2.3359666 48.9337308, 2.335945 48.9335905)",,,,
27789732,False,,,Allée Saint-Paul,residential,,True,244.71200000000002,"LINESTRING (2.3360163 48.9341594, 2.3349033 48.9343594, 2.3347604 48.9342936, 2.3340121 48.9344196, 2.3339328 48.9343705, 2.3337961 48.9343932, 2.3328247 48.934547)",,,,
27789736,False,,,Villa Gallieni,residential,,True,87.151,"LINESTRING (2.3339049 48.9337871, 2.3327235 48.9338965)",,,,
"[61314499, 174819620]",True,1,D 986,Avenue de Verdun,secondary,30,False,152.38400000000001,"LINESTRING (2.3359314 48.9356822, 2.3357943 48.9357015, 2.3355977 48.9357351, 2.3354268 48.9357524, 2.3353193 48.9357471, 2.3346733 48.9357037, 2.334418 48.9356865, 2.3341576 48.9356663, 2.3340751 48.9356588, 2.3340211 48.9356544, 2.3338661 48.9356419)",,,,
"[174819634, 27789805]",False,,,Quai Alfred Sisley,residential,,"[False, True]",46.256,"LINESTRING (2.3359314 48.9356822, 2.3359269 48.9357897, 2.3359223 48.9358167, 2.3359164 48.9358511, 2.3358762 48.936061, 2.3358775 48.9360961)",,,,
860156620,False,,,Quai d'Asnières,residential,,True,12.77,"LINESTRING (2.3359314 48.9356822, 2.3359364 48.93564, 2.33594 48.9356097, 2.3359449 48.9355677)",,,,
"[1144673698, 61314493]",False,,,Quai Alfred Sisley,residential,30,False,157.541,"LINESTRING (2.3356629 48.9372773, 2.335653 48.9373688, 2.3355577 48.9382479, 2.3355385 48.9384245, 2.3355052 48.9386068, 2.3354902 48.9386893)",,,,
1144673698,False,,,Quai Alfred Sisley,residential,30,True,132.396,"LINESTRING (2.3356629 48.9372773, 2.3357607 48.9367912, 2.3358812 48.9361923, 2.3358775 48.9360961)",,,,
693763608,True,,,,secondary,,False,13.858,"LINESTRING (2.327955 48.9383265, 2.3279144 48.9383426, 2.3278686 48.9383507, 2.3278212 48.9383504, 2.3277756 48.9383417)",,roundabout,,
61094216,False,,D 9,Boulevard Charles de Gaulle,secondary,,False,231.26700000000002,"LINESTRING (2.3280172 48.9382092, 2.3280478 48.9381923, 2.3281957 48.9381102, 2.3282458 48.9380824, 2.3282671 48.9380705, 2.3294367 48.9373832, 2.3295026 48.937347, 2.3295763 48.9373209, 2.3302366 48.9371019, 2.3305552 48.9369912)",,,,
403537631,True,,,,secondary,,False,14.449,"LINESTRING (2.3280172 48.9382092, 2.3280183 48.9382261, 2.3280175 48.9382544, 2.3280061 48.9382816, 2.3279849 48.9383062, 2.327955 48.9383265)",,roundabout,,
105574149,True,,,,secondary,,False,24.366999999999997,"LINESTRING (2.3277756 48.9383417, 2.3277353 48.938325, 2.3277035 48.9383017, 2.3276825 48.9382736, 2.3276741 48.9382427, 2.3276788 48.9382116, 2.3276963 48.9381825, 2.3277252 48.9381576)",,roundabout,,
105574149,True,,,,secondary,,False,5.664,"LINESTRING (2.3277252 48.9381576, 2.3277634 48.9381389, 2.3277905 48.9381306)",,roundabout,,
"[27789953, 27789963]",True,,,"[""Rue de l'Avenir"", 'Rue Chaillon']",residential,,False,218.01200000000003,"LINESTRING (2.3305552 48.9369912, 2.3305436 48.9369231, 2.3302992 48.935491, 2.3302797 48.9354792, 2.3302462 48.9354743, 2.3296233 48.9355135)",,,,
61094216,False,,D 9,Boulevard Charles de Gaulle,secondary,,False,105.26700000000001,"LINESTRING (2.3305552 48.9369912, 2.3306935 48.9369376, 2.3310279 48.9368271, 2.3312969 48.9367403, 2.3317356 48.9366071, 2.3318474 48.936573)",,,,
61094216,False,,D 9,Boulevard Charles de Gaulle,secondary,,True,231.267,"LINESTRING (2.3305552 48.9369912, 2.3302366 48.9371019, 2.3295763 48.9373209, 2.3295026 48.937347, 2.3294367 48.9373832, 2.3282671 48.9380705, 2.3282458 48.9380824, 2.3281957 48.9381102, 2.3280478 48.9381923, 2.3280172 48.9382092)",,,,
24604264,True,,,Rue Arnold Géraux,residential,,False,134.825,"LINESTRING (2.3383847 48.9383722, 2.3383651 48.938431, 2.3382952 48.9386402, 2.3382154 48.9388793, 2.3381748 48.939001, 2.3378345 48.939524)",,,,
31153487,True,,,Rue René et Isa Lefèvre,residential,,False,102.741,"LINESTRING (2.3383847 48.9383722, 2.3383275 48.9383693, 2.3370548 48.9383096, 2.3370352 48.9383086, 2.3369817 48.9383059)",,,,
106626865,False,,,,residential,,False,32.189,"LINESTRING (2.3280499 48.9322768, 2.3280434 48.9323307, 2.3280363 48.9323634, 2.3280095 48.9324506, 2.3279887 48.9325632)",,,,
707846167,False,,,Allée Pascal,residential,,False,57.41,"LINESTRING (2.3280499 48.9322768, 2.3279308 48.9322657, 2.3274894 48.9322244, 2.3273425 48.9322148, 2.3272707 48.9322103)",,,,
707846167,False,,,Allée Pascal,residential,,True,43.963,"LINESTRING (2.3280499 48.9322768, 2.3284774 48.9323155, 2.3286462 48.9323302)",,,,
707846167,False,,,Allée Pascal,residential,,False,43.963,"LINESTRING (2.3286462 48.9323302, 2.3284774 48.9323155, 2.3280499 48.9322768)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,189.913,"LINESTRING (2.332266 48.9312398, 2.3322775 48.9312873, 2.3323754 48.9318258, 2.3324886 48.9324663, 2.3325289 48.9327496, 2.3325461 48.9328645, 2.3325578 48.9329368)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,28.023,"LINESTRING (2.332266 48.9312398, 2.3322337 48.9311205, 2.3322125 48.9309904)",,,,
27948903,True,,,Rue du 11 Novembre 1918,residential,,False,195.83800000000002,"LINESTRING (2.3349375 48.9311219, 2.3348634 48.931132, 2.3341599 48.9311933, 2.3340766 48.9311967, 2.3338506 48.9312058, 2.3335167 48.9312123, 2.3323476 48.9312411, 2.3323171 48.9312406, 2.332266 48.9312398)",,,,
"[709257331, 27789723]",False,2,,Quai d'Asnières,residential,,False,119.815,"LINESTRING (2.3349375 48.9311219, 2.3350087 48.9312815, 2.3350441 48.9313645, 2.3351148 48.9315272, 2.3353613 48.9320946, 2.3353983 48.9321557)",,,,
43387974,False,,,Rue Pointet,residential,,True,15.516,"LINESTRING (2.3336418 48.932822, 2.3334342 48.9328515)",,,,
27789726,True,1,,Rue Pierre Brossolette,residential,,False,163.34,"LINESTRING (2.3335647 48.9332886, 2.3337688 48.9332644, 2.3340754 48.9332025, 2.3344906 48.9331326, 2.3348488 48.9330627, 2.3356367 48.9329168, 2.3357214 48.9329037)",,,,
27948914,True,,,Rue Homère Robert,residential,,False,49.684,"LINESTRING (2.3335647 48.9332886, 2.3335506 48.933255, 2.3334691 48.9330595, 2.3334342 48.9328515)",,,,
43387974,False,,,Rue Pointet,residential,,False,15.516,"LINESTRING (2.3334342 48.9328515, 2.3336418 48.932822)",,,,
27948910,True,1,,Rue Homère Robert,residential,,False,64.72,"LINESTRING (2.3334342 48.9328515, 2.3326522 48.9329285, 2.3326191 48.9329317, 2.3325578 48.9329368)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,False,37.8,"LINESTRING (2.3327755 48.9342086, 2.3328247 48.934547)",,,,
27948956,True,1,,Rue des Anciennes Écoles,residential,,False,104.712,"LINESTRING (2.3327755 48.9342086, 2.3326728 48.9342156, 2.3321961 48.9342563, 2.3314144 48.9343291, 2.3313551 48.9343352)",,,,
61094083,False,2,D 9,Boulevard Gallieni,secondary,,True,34.914,"LINESTRING (2.3327755 48.9342086, 2.3327664 48.9341399, 2.3327235 48.9338965)",,,,
27948973,False,,,Rue Édouard Manet,residential,,False,30.677,"LINESTRING (2.3313551 48.9343352, 2.3314226 48.9346075)",,,,
27948973,False,,,Rue Édouard Manet,residential,,True,30.677,"LINESTRING (2.3314226 48.9346075, 2.3313551 48.9343352)",,,,
27949129,False,,,Rue d'Artois,residential,,False,181.255,"LINESTRING (2.3314226 48.9346075, 2.3313255 48.9346152, 2.3309516 48.934598, 2.330841 48.9345872, 2.3302435 48.934529, 2.3294525 48.9344592, 2.3291358 48.9344312, 2.3290731 48.9344247, 2.3289619 48.9344173)",,,,
53158199,True,,,Rue Édouard Manet,residential,,False,84.197,"LINESTRING (2.3314226 48.9346075, 2.3316068 48.9352999, 2.331621 48.9353534)",,,,
61094294,True,1,D 986,Avenue de Verdun,secondary,,False,98.01899999999999,"LINESTRING (2.331621 48.9353534, 2.3317597 48.9353599, 2.3327178 48.9354233, 2.3327514 48.9354255, 2.3329565 48.935439)",,,,
145994406,False,,,Rue Dupont de Chambon,residential,,False,14.04,"LINESTRING (2.331621 48.9353534, 2.3316052 48.9354005, 2.3315952 48.9354303, 2.3315796 48.9354767)",,,,
27949129,False,,,Rue d'Artois,residential,,True,181.25500000000002,"LINESTRING (2.3289619 48.9344173, 2.3290731 48.9344247, 2.3291358 48.9344312, 2.3294525 48.9344592, 2.3302435 48.934529, 2.330841 48.9345872, 2.3309516 48.934598, 2.3313255 48.9346152, 2.3314226 48.9346075)",,,,
"[669794498, 330762668]",False,2,,Voie Promenade,"['residential', 'secondary']",,False,80.10900000000001,"LINESTRING (2.3289619 48.9344173, 2.3288801 48.9348065, 2.3288326 48.9350087, 2.3288242 48.9350442, 2.328804 48.9351302)",,,,
330762668,False,,,Voie Promenade,residential,,True,107.328,"LINESTRING (2.3289619 48.9344173, 2.3289876 48.9343043, 2.3290814 48.9338506, 2.3291655 48.9334614)",,,,
1107948380,False,,,Avenue de la Paix,residential,,True,26.997,"LINESTRING (2.3258908 48.9356189, 2.3260704 48.9354067)",,,,
"[1245480252, 1245480253, 27789950]",True,,,Square Gérard Philipe,residential,,False,151.737,"LINESTRING (2.3282691 48.9359159, 2.3280555 48.9370853, 2.3280315 48.9371946, 2.3279944 48.937267)",,,building_passage,
105574131,False,,,,residential,,False,58.233,"LINESTRING (2.3282691 48.9359159, 2.3284011 48.9359039, 2.3284932 48.935895, 2.3285644 48.9358738, 2.3286067 48.9358488, 2.3286456 48.9358161, 2.3286724 48.9357769, 2.3287045 48.9356312, 2.3287156 48.9355771)",,,,
145994406,False,,,Rue Dupont de Chambon,residential,,True,14.04,"LINESTRING (2.3315796 48.9354767, 2.3315952 48.9354303, 2.3316052 48.9354005, 2.331621 48.9353534)",,,,
332068865,False,,,Rue Dupont de Chambon,residential,,False,123.685,"LINESTRING (2.3315796 48.9354767, 2.3315743 48.9355343, 2.3316477 48.9357966, 2.3317717 48.9362185, 2.3318323 48.9364568, 2.3318474 48.936573)",,,,
332068869,True,1,D 986,Avenue de Verdun,secondary,30,False,206.09199999999998,"LINESTRING (2.3315796 48.9354767, 2.3314701 48.9354732, 2.3309059 48.9354469, 2.3307014 48.9354335, 2.3305783 48.9354248, 2.3300242 48.9353873, 2.3289782 48.9352791, 2.3289151 48.9352729, 2.3287795 48.9352595)",,,,
61094216,False,,D 9,Boulevard Charles de Gaulle,secondary,,True,105.267,"LINESTRING (2.3318474 48.936573, 2.3317356 48.9366071, 2.3312969 48.9367403, 2.3310279 48.9368271, 2.3306935 48.9369376, 2.3305552 48.9369912)",,,,
332068865,False,,,Rue Dupont de Chambon,residential,,True,123.685,"LINESTRING (2.3318474 48.936573, 2.3318323 48.9364568, 2.3317717 48.9362185, 2.3316477 48.9357966, 2.3315743 48.9355343, 2.3315796 48.9354767)",,,,
332068871,False,2,D 9,Boulevard Charles de Gaulle,secondary,,False,36.778,"LINESTRING (2.3318474 48.936573, 2.3319823 48.9365319, 2.3323056 48.9364359)",,,,
680016101,False,,,Avenue Jean Moulin,residential,,True,37.814,"LINESTRING (2.3318474 48.936573, 2.3318595 48.9366508, 2.3318844 48.9367187, 2.3319037 48.9369103)",,,,
27949304,True,,,Rue Henri Barbusse,residential,,False,106.548,"LINESTRING (2.3342246 48.9361173, 2.335683 48.9360986)",,,,
"[27949305, 27949307]",True,,,Rue Gaston Appert,residential,30,False,411.493,"LINESTRING (2.3342246 48.9361173, 2.3342265 48.9361624, 2.3342434 48.9365129, 2.3342494 48.9366847, 2.3342219 48.9367112, 2.334194 48.9367283, 2.3341383 48.9367425, 2.3339745 48.9367424, 2.3338393 48.9367591, 2.3336873 48.9367981, 2.333539 48.9368626, 2.333364 48.9369968, 2.3332839 48.9371151, 2.3332534 48.9372131, 2.3332606 48.9373597, 2.3333252 48.9374947, 2.3334289 48.9376033, 2.3335507 48.9376829, 2.3337271 48.9377536, 2.3339602 48.9377958, 2.3341344 48.9377969, 2.3343687 48.9377579, 2.3345263 48.9376999, 2.3347113 48.9375782, 2.3348142 48.9374497, 2.3348492 48.9373643, 2.3348891 48.9373045, 2.3349206 48.9372847, 2.3350163 48.9372587, 2.3355838 48.9372751, 2.3356629 48.9372773)",,,,
"[174819634, 27789805]",False,,,Quai Alfred Sisley,residential,,"[False, True]",46.256,"LINESTRING (2.3358775 48.9360961, 2.3358762 48.936061, 2.3359164 48.9358511, 2.3359223 48.9358167, 2.3359269 48.9357897, 2.3359314 48.9356822)",,,,
1144673698,False,,,Quai Alfred Sisley,residential,30,False,132.39600000000002,"LINESTRING (2.3358775 48.9360961, 2.3358812 48.9361923, 2.3357607 48.9367912, 2.3356629 48.9372773)",,,,
18948724,False,,,Rue de la Fosse aux Astres,residential,,False,173.781,"LINESTRING (2.332722 48.9384847, 2.3327316 48.9384537, 2.332741 48.9383998, 2.3327467 48.9383676, 2.3327508 48.9382754, 2.3327432 48.9382213, 2.3327346 48.9381604, 2.3326555 48.9378124, 2.3325214 48.9372829, 2.3325202 48.9372783, 2.332434 48.9369395)",,,,
"[27789753, 18948724]",False,,,Rue de la Fosse aux Astres,residential,,True,38.251000000000005,"LINESTRING (2.332722 48.9384847, 2.3327118 48.9385176, 2.3326863 48.9385801, 2.3326495 48.9386482, 2.3325671 48.9387748, 2.3325468 48.938808)",,,,
27949317,True,,,Rue Mathilde Milliard,residential,,False,203.46699999999998,"LINESTRING (2.3354902 48.9386893, 2.335422 48.9386843, 2.3328329 48.9384929, 2.3328033 48.9384907, 2.332722 48.9384847)",,,,
"[1144673698, 61314493]",False,,,Quai Alfred Sisley,residential,30,True,157.541,"LINESTRING (2.3354902 48.9386893, 2.3355052 48.9386068, 2.3355385 48.9384245, 2.3355577 48.9382479, 2.335653 48.9373688, 2.3356629 48.9372773)",,,,
24604251,False,,,Avenue Jean Jaurès,residential,,False,109.66600000000001,"LINESTRING (2.3381684 48.9328067, 2.3381663 48.9329104, 2.3382535 48.9332399, 2.3383254 48.933549, 2.3383807 48.9337214, 2.3384035 48.9337787)",yes,,,
31153334,True,,,Rue Pasteur,residential,,False,70.05799999999999,"LINESTRING (2.3375042 48.933261, 2.3376541 48.9331555, 2.3378968 48.9329834, 2.33805 48.9328853, 2.3381684 48.9328067)",,,,
105574148,False,,,Quai du Moulin,residential,,False,43.469,"LINESTRING (2.3375042 48.933261, 2.3374809 48.9331861, 2.337385 48.932878)",,,,
105574148,False,,,Quai du Moulin,residential,,True,43.469,"LINESTRING (2.337385 48.932878, 2.3374809 48.9331861, 2.3375042 48.933261)",,,,
24604119,True,,,Quai du Moulin,residential,,False,65.194,"LINESTRING (2.3375741 48.9338455, 2.3375316 48.93349, 2.3375042 48.933261)",,,,
31153426,False,,,Rue Paul et Armand Fumouze,residential,,False,10.006,"LINESTRING (2.3386702 48.9375786, 2.338541 48.9375487)",,,,
24604264,True,,,Rue Arnold Géraux,residential,,False,90.78200000000001,"LINESTRING (2.3386702 48.9375786, 2.3386375 48.9376282, 2.3386168 48.9376793, 2.3385216 48.9379748, 2.3384009 48.9383229, 2.3383847 48.9383722)",,,,
1059393264,False,,,Place de la Libération,residential,,False,18.75,"LINESTRING (2.3386702 48.9375786, 2.3387483 48.9375351, 2.3388175 48.9374445)",,,,
1059393264,False,,,Place de la Libération,residential,,True,18.75,"LINESTRING (2.3388175 48.9374445, 2.3387483 48.9375351, 2.3386702 48.9375786)",,,,
1059393266,False,,,Rue Paul et Armand Fumouze,residential,,False,32.798,"LINESTRING (2.3375169 48.9378379, 2.3372237 48.9378711, 2.3370744 48.937888)",,,,
1059393266,False,,,Rue Paul et Armand Fumouze,residential,,True,82.58399999999999,"LINESTRING (2.3375169 48.9378379, 2.337718 48.9378041, 2.3379517 48.9377617, 2.3381143 48.9377226, 2.3382402 48.9376603, 2.3384533 48.9375631, 2.338541 48.9375487)",,,,
31153261,False,,,Avenue Jean Jaurès,residential,,False,264.60400000000004,"LINESTRING (2.3370744 48.937888, 2.337114 48.9377067, 2.3371937 48.9375403, 2.3373013 48.9373757, 2.3373633 48.9372851, 2.3374647 48.9371133, 2.3376236 48.9369173, 2.337829 48.9366762, 2.3381739 48.9362577, 2.3385475 48.9358177, 2.3385932 48.9357422)",,,,
1059393266,False,,,Rue Paul et Armand Fumouze,residential,,True,32.798,"LINESTRING (2.3370744 48.937888, 2.3372237 48.9378711, 2.3375169 48.9378379)",,,,
"[1119473024, 31536927]",False,,,"['Quai du Saule Fleuri', 'Avenue Jean Jaurès']",residential,,True,46.961999999999996,"LINESTRING (2.3370744 48.937888, 2.337051 48.9380099, 2.3370011 48.9382231, 2.3369817 48.9383059)",,,,
27789699,True,1,,Rue Pointet,residential,,False,92.281,"LINESTRING (2.3298009 48.9329359, 2.3298801 48.9329855, 2.3299253 48.9329999, 2.3309452 48.9330104, 2.3309768 48.9330102, 2.3310288 48.93301)",,,,
62263162,False,,,Rue du Fond de la Noue,residential,,False,108.483,"LINESTRING (2.3298009 48.9329359, 2.330008 48.9328021, 2.3303245 48.9325816, 2.3306432 48.9323268, 2.3307922 48.9322106)",,,,
62263162,False,,,Rue du Fond de la Noue,residential,,True,41.781,"LINESTRING (2.3298009 48.9329359, 2.3296601 48.9330004, 2.3294663 48.9330397, 2.3293953 48.933063, 2.3293055 48.9331134)",,,,
31153359,True,,,Rue Louis Bouxin,residential,,False,61.039,"LINESTRING (2.3384035 48.9337787, 2.3375741 48.9338455)",,,,
