osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,tunnel,bridge,access
87406467,2,Boulevard de Valmy,tertiary,30,jughandle,True,False,29.354,"LINESTRING (3.135348 50.6170495, 3.1351991 50.6170481, 3.1350257 50.6170464, 3.134932 50.6170455)",,,,
"[1122825955, 101335621]",2,,primary,50,,True,False,91.874,"LINESTRING (3.135348 50.6170495, 3.1353513 50.6168278, 3.1353523 50.6166691, 3.135332 50.6162692, 3.1353297 50.6162235)",M 628,,,
"[708364416, 708364420]",1,Rue de la Taillerie,residential,,,True,False,37.605999999999995,"LINESTRING (3.1363143 50.6200089, 3.1363399 50.6200334, 3.1363802 50.6200741, 3.1364024 50.6201024, 3.1364149 50.6201251, 3.1364212 50.6201466, 3.1364089 50.6201709, 3.1363741 50.6201965, 3.1363275 50.6202251, 3.1362441 50.6202887)",,,,
708364421,1,Rue des Techniques,tertiary,30,,True,False,65.344,"LINESTRING (3.1363143 50.6200089, 3.1365799 50.6199015, 3.1368136 50.6198097, 3.1371091 50.6197077)",,,,
982363433,1,Rue Trudaine,residential,30,,True,False,17.972,"LINESTRING (3.1361353 50.6162033, 3.1363897 50.6161952)",,,,
"[1088611707, 1122825957]",2,,primary,50,,True,False,95.16499999999999,"LINESTRING (3.1361353 50.6162033, 3.1361575 50.6164115, 3.1361635 50.6165193, 3.1361699 50.6166572, 3.1361702 50.6167644, 3.1361683 50.6169014, 3.1361652 50.6169848, 3.1361624 50.6170585)",M 626,,,
28514644,1,Rue des Époux Labrousse,residential,50,,True,False,55.345000000000006,"LINESTRING (3.1253002 50.6231874, 3.1255067 50.6231815, 3.1256495 50.62318, 3.1257377 50.6231832, 3.1258155 50.6231889, 3.1258606 50.623197, 3.1258932 50.6232105, 3.1259233 50.6232262, 3.1259492 50.62325, 3.125966 50.6232681, 3.1259957 50.6233047)",M 48,,,
28561429,2,Place Van Gogh,residential,30,,False,False,5.958,"LINESTRING (3.133005 50.6197513, 3.1329834 50.6196995)",,,,
148376503,,Boulevard Van Gogh,tertiary,30,,True,False,45.251,"LINESTRING (3.133005 50.6197513, 3.1329764 50.6197532, 3.1329115 50.6197574, 3.1328667 50.6197638, 3.132818 50.6197707, 3.1327223 50.6197906, 3.1326461 50.6198103, 3.1325427 50.6198411, 3.1324094 50.6198905)",,,,
"[28561433, 37615986, 28561434]",3,Pont de la Thiérache,tertiary,50,,True,False,56.884,"LINESTRING (3.1353297 50.6162235, 3.1355232 50.6162182, 3.1359308 50.6162089, 3.1360408 50.6162059, 3.1361353 50.6162033)",,,yes,
1088611709,2,,primary,50,,True,False,27.841,"LINESTRING (3.1353297 50.6162235, 3.1353224 50.6161398, 3.1353078 50.6159735)",M 628,,,
265307946,2,Boulevard de Valmy,tertiary,50,,False,True,74.622,"LINESTRING (3.1323302 50.6163932, 3.1325344 50.6165139, 3.1327547 50.616648, 3.1330967 50.6168556)",,,,
674514827,,Boulevard de Valmy,tertiary,50,,True,False,53.50299999999999,"LINESTRING (3.1323302 50.6163932, 3.1321484 50.6163108, 3.1319123 50.6161965, 3.1318633 50.616173, 3.1317975 50.6161499, 3.1317922 50.6161489, 3.1317548 50.616142, 3.1316994 50.616134)",,,,
326063446,,Boulevard de Valmy,tertiary,50,,False,True,72.854,"LINESTRING (3.1310955 50.6158923, 3.130063 50.6159008)",,,,
674514825,1,Boulevard de Valmy,tertiary,50,,True,False,37.56999999999999,"LINESTRING (3.1310955 50.6158923, 3.1312106 50.6158828, 3.1312484 50.6158807, 3.13129 50.6158798, 3.1313341 50.6158811, 3.1313758 50.6158828, 3.1314163 50.6158874, 3.1314509 50.615893, 3.1314952 50.6159008, 3.1315428 50.6159085, 3.1315689 50.6159118, 3.1315944 50.6159135, 3.1316211 50.6159142)",,,,
148699744,2,Boulevard Van Gogh,tertiary,30,,False,False,38.384,"LINESTRING (3.1319851 50.6201065, 3.1320497 50.6200757, 3.1322396 50.6199793, 3.1323213 50.6199354, 3.1324094 50.6198905)",,,,
148699748,1,Boulevard Van Gogh,tertiary,30,,True,False,45.964,"LINESTRING (3.1319851 50.6201065, 3.1317815 50.6202385, 3.1316858 50.6202928, 3.1315882 50.6203442, 3.1315666 50.6203584, 3.1315601 50.6203663, 3.1315542 50.6203734, 3.1315474 50.6203856, 3.1315422 50.6204024)",,,,
148376053,,Boulevard Van Gogh,tertiary,30,,True,False,46.69500000000001,"LINESTRING (3.1324094 50.6198905, 3.1324878 50.6198407, 3.1325613 50.6198035, 3.132626 50.6197767, 3.1327034 50.6197533, 3.1327362 50.6197441, 3.1327948 50.6197278, 3.1328593 50.6197152, 3.1329214 50.6197063, 3.1329834 50.6196995)",,,,
148699744,2,Boulevard Van Gogh,tertiary,30,,False,True,38.384,"LINESTRING (3.1324094 50.6198905, 3.1323213 50.6199354, 3.1322396 50.6199793, 3.1320497 50.6200757, 3.1319851 50.6201065)",,,,
708329201,2,Allée de la Tamise,residential,30,,False,True,70.898,"LINESTRING (3.136636 50.6156401, 3.1371786 50.6157661, 3.1375779 50.6158622)",,,,
982363432,2,,primary,50,,True,False,21.663,"LINESTRING (3.1360702 50.6158228, 3.1360897 50.6159313, 3.1361045 50.6160164)",M 626,,,
37681641,2,Allée du Tennis,residential,30,,False,False,284.61,"LINESTRING (3.1373126 50.6170178, 3.1373651 50.6170835, 3.1374027 50.6171184, 3.1374523 50.617155, 3.1375224 50.6171973, 3.1375511 50.6172159, 3.1375904 50.6172424, 3.1376266 50.6172741, 3.1376663 50.6173165, 3.1376937 50.6173584, 3.1377159 50.617397, 3.1377321 50.6174422, 3.1377413 50.6174911, 3.1377433 50.6175396, 3.1377382 50.6175854, 3.1377285 50.6176263, 3.1377125 50.6176638, 3.1376864 50.6177063, 3.1376562 50.6177489, 3.1375878 50.6178275, 3.1375503 50.6178609, 3.1375077 50.6178913, 3.1374665 50.6179142, 3.1374029 50.6179455, 3.1373531 50.6179676, 3.1372921 50.6179918, 3.1372204 50.6180163, 3.1368802 50.618118, 3.1368341 50.6181378, 3.136799 50.6181653, 3.1367777 50.6181923, 3.1367658 50.6182185, 3.1367359 50.6183481, 3.1367163 50.6184528, 3.1367085 50.6184889, 3.1366919 50.6185105, 3.1366691 50.6185216, 3.1366315 50.6185267, 3.1365806 50.6185258, 3.1364122 50.6185106, 3.1361283 50.6184841, 3.1361461 50.6183164, 3.1361563 50.6182537, 3.1361648 50.6182178, 3.1361816 50.6181742)",,,,
"[706390290, 318043500]",2,Rue de la Toison d'Or,residential,30,,False,True,104.831,"LINESTRING (3.1373126 50.6170178, 3.1373931 50.6169832, 3.1374362 50.6169584, 3.1374788 50.6169311, 3.1375328 50.616892, 3.1375706 50.6168585, 3.1376063 50.6168134, 3.1376275 50.6167794, 3.1376454 50.6167389, 3.1376631 50.616682, 3.1376888 50.6166147, 3.1377581 50.61639, 3.1378104 50.6162266, 3.1378224 50.6161968, 3.1378369 50.6161685)",,,,
"[706089099, 982363436]",2,Rue de la Toison d'Or,residential,"['30', '50']",,True,False,82.153,"LINESTRING (3.1373126 50.6170178, 3.1372031 50.6170448, 3.1370994 50.617065, 3.1369742 50.6170752, 3.1368914 50.6170729, 3.1367063 50.6170698, 3.1363063 50.6170617, 3.1362538 50.6170606, 3.1361624 50.6170585)",,,,
982147435,2,Allée Turenne,residential,50,,False,False,35.477,"LINESTRING (3.137623 50.6188146, 3.1376839 50.6184979)",,,,
37681649,2,Allée Turenne,residential,50,,False,True,121.10800000000002,"LINESTRING (3.137623 50.6188146, 3.1374872 50.6188117, 3.1374335 50.6188151, 3.1373785 50.618827, 3.1373294 50.6188474, 3.1372954 50.618873, 3.1372779 50.6188988, 3.1372679 50.6189271, 3.1372565 50.6190644, 3.1372459 50.6190985, 3.1372296 50.6191375, 3.1371798 50.6192378, 3.1370737 50.6194467, 3.1370582 50.6194842, 3.1370523 50.6195218, 3.1370575 50.6195735, 3.1370692 50.6196217, 3.1370909 50.6196722, 3.1370951 50.6196803, 3.1371091 50.6197077)",,,,
702585194,2,Allée Turenne,residential,50,,False,False,18.666,"LINESTRING (3.137623 50.6188146, 3.1376226 50.6188377, 3.1376334 50.6188594, 3.1376508 50.6188747, 3.1376756 50.6188873, 3.1377085 50.6188968, 3.1377487 50.6189019, 3.1378019 50.6188974)",,,,
32707708,2,Rue des Techniques,tertiary,30,,False,False,25.459,"LINESTRING (3.1378203 50.6198503, 3.1379791 50.6200559)",,,,
"[32707708, 672719365]",2,Rue des Techniques,tertiary,30,,False,True,73.90700000000001,"LINESTRING (3.1378203 50.6198503, 3.1377346 50.6197319, 3.137639 50.6196082, 3.1376259 50.6195956, 3.1375995 50.6195797, 3.137563 50.6195654, 3.1375265 50.6195591, 3.1374915 50.6195611, 3.1374804 50.6195617, 3.1374067 50.6195819, 3.1372693 50.6196416, 3.1371091 50.6197077)",,,,
38445354,2,Allée des Templiers,residential,50,,False,False,66.206,"LINESTRING (3.1378203 50.6198503, 3.1377707 50.619864, 3.1375752 50.6199179, 3.1375621 50.6199215, 3.1371955 50.6200387, 3.1369748 50.6200432, 3.1369492 50.6200432)",,,,
38445354,2,Allée des Templiers,residential,50,,False,True,66.206,"LINESTRING (3.1369492 50.6200432, 3.1369748 50.6200432, 3.1371955 50.6200387, 3.1375621 50.6199215, 3.1375752 50.6199179, 3.1377707 50.619864, 3.1378203 50.6198503)",,,,
672719351,2,Rue des Fusillés,tertiary,30,,False,False,14.2,"LINESTRING (3.1364234 50.6207551, 3.1363255 50.6207869, 3.1362475 50.620817)",,,,
749256269,2,Rue des Fusillés,tertiary,30,,False,True,114.425,"LINESTRING (3.1364234 50.6207551, 3.1365393 50.620717, 3.1370121 50.6205668, 3.1372853 50.6204748, 3.1378659 50.6202847)",,,,
675513846,2,Rond-Point du Forum,secondary,50,roundabout,True,False,7.720000000000001,"LINESTRING (3.1266256 50.6203333, 3.1265954 50.6203204, 3.1265677 50.6203053, 3.1265429 50.6202883)",,,,
87093004,2,Rue de la Vague,unclassified,50,,False,True,138.118,"LINESTRING (3.1273831 50.6151158, 3.126765 50.6155428, 3.1267534 50.6155508, 3.1266466 50.6156246, 3.1260536 50.6160275)",,,,
40277132,2,Rue du Vaisseau,unclassified,,,False,True,9.697,"LINESTRING (3.1260536 50.6160275, 3.1259524 50.6159685)",,,,
40277132,2,Rue du Vaisseau,unclassified,,,False,False,133.898,"LINESTRING (3.1260536 50.6160275, 3.1263881 50.6162222, 3.1264587 50.6162633, 3.1271081 50.6166414, 3.1272884 50.6167463, 3.1273951 50.6168085, 3.1274299 50.6168288, 3.127452 50.6168416)",,,,
87093004,2,Rue de la Vague,unclassified,50,,False,False,138.118,"LINESTRING (3.1260536 50.6160275, 3.1266466 50.6156246, 3.1267534 50.6155508, 3.126765 50.6155428, 3.1273831 50.6151158)",,,,
"[932229800, 30690570]",1,Boulevard de Valmy,tertiary,50,,True,False,135.56699999999998,"LINESTRING (3.127452 50.6168416, 3.1275889 50.6167483, 3.1283005 50.6162523, 3.1284561 50.6161454, 3.1285313 50.616096, 3.1285621 50.6160773, 3.1285977 50.6160585, 3.1286164 50.6160483, 3.1286345 50.6160368, 3.12865 50.6160258, 3.1286654 50.6160122, 3.1286781 50.6159981, 3.1286922 50.6159815, 3.1287286 50.6159351)",,,,
40277132,2,Rue du Vaisseau,unclassified,,,False,True,133.898,"LINESTRING (3.127452 50.6168416, 3.1274299 50.6168288, 3.1273951 50.6168085, 3.1272884 50.6167463, 3.1271081 50.6166414, 3.1264587 50.6162633, 3.1263881 50.6162222, 3.1260536 50.6160275)",,,,
39837954,1,Rue Simone Veil,tertiary,30,,True,False,50.190000000000005,"LINESTRING (3.1307475 50.621938, 3.1313818 50.621915, 3.1314275 50.6219142, 3.1314579 50.6219139)",,,,
"[1019634215, 1019634216, 1019634217, 1019634218, 1019634219, 41517849]",2,Rue Jean Vilar,living_street,20,,False,True,125.102,"LINESTRING (3.1307475 50.621938, 3.1307474 50.6219172, 3.1307473 50.6218791, 3.1307464 50.621842, 3.1307434 50.6217841, 3.1307589 50.6217545, 3.1307732 50.6217271, 3.1307578 50.6215222, 3.1307489 50.6214045, 3.1307486 50.6213673, 3.1307542 50.6213435, 3.1307727 50.6213223, 3.1308292 50.6213012, 3.1310587 50.6212433, 3.13133 50.6211757, 3.1313783 50.621164, 3.1314246 50.6211615, 3.1315116 50.6211469)",,,,
148700361,2,Boulevard Van Gogh,residential,50,,False,True,45.235,"LINESTRING (3.1315116 50.6211469, 3.1315404 50.6215533)",,,,
148700361,2,Boulevard Van Gogh,residential,50,,False,False,45.605,"LINESTRING (3.1315116 50.6211469, 3.1314986 50.620962, 3.13149 50.62084, 3.1314878 50.6207864, 3.1314857 50.6207371)",,,,
"[1019634215, 1019634216, 1019634217, 1019634218, 1019634219, 41517849]",2,Rue Jean Vilar,living_street,20,,False,False,125.10200000000002,"LINESTRING (3.1315116 50.6211469, 3.1314246 50.6211615, 3.1313783 50.621164, 3.13133 50.6211757, 3.1310587 50.6212433, 3.1308292 50.6213012, 3.1307727 50.6213223, 3.1307542 50.6213435, 3.1307486 50.6213673, 3.1307489 50.6214045, 3.1307578 50.6215222, 3.1307732 50.6217271, 3.1307589 50.6217545, 3.1307434 50.6217841, 3.1307464 50.621842, 3.1307473 50.6218791, 3.1307474 50.6219172, 3.1307475 50.621938)",,,,
674514821,2,Rond-Point Vauban,tertiary,50,roundabout,True,False,22.401,"LINESTRING (3.1287777 50.6158587, 3.1287996 50.6158412, 3.1288246 50.6158254, 3.1288523 50.6158116, 3.1288825 50.6158, 3.1289146 50.6157907, 3.1289483 50.615784, 3.1289829 50.6157798, 3.1290181 50.6157783, 3.1290534 50.6157794)",,,,
24595662,2,Rond-Point de l'Europe,secondary,50,roundabout,True,False,40.691,"LINESTRING (3.1259646 50.6181427, 3.1259141 50.6181337, 3.1258661 50.6181203, 3.1258216 50.6181028, 3.1257814 50.6180814, 3.1257463 50.6180567, 3.1257171 50.618029, 3.1256943 50.6179991, 3.1256784 50.6179674, 3.1256696 50.6179346, 3.1256682 50.6179013, 3.1256742 50.6178683)",,,,
672719367,2,Rond-Point de Valmy,tertiary,50,roundabout,True,False,31.031000000000006,"LINESTRING (3.1340612 50.6171748, 3.1340569 50.6172026, 3.1340462 50.6172296, 3.1340294 50.6172554, 3.1340069 50.6172794, 3.133979 50.617301, 3.1339465 50.6173198, 3.13391 50.6173354, 3.1338703 50.6173474, 3.1338283 50.6173556, 3.1337848 50.6173598)",,,,
27436802,2,Rond-Point des Vents,tertiary,50,roundabout,True,False,12.885000000000002,"LINESTRING (3.1313024 50.6204455, 3.1312961 50.6204346, 3.1312924 50.6204233, 3.1312913 50.6204117, 3.1312928 50.6204002, 3.131297 50.6203889, 3.1313037 50.6203781, 3.1313127 50.620368, 3.131324 50.6203589, 3.1313372 50.6203509, 3.1313521 50.6203442)",,,,
"[148699745, 148699746, 256376587, 39837956]",1,Rue Verte,tertiary,30,,True,False,202.46,"LINESTRING (3.1313024 50.6204455, 3.1312779 50.6204306, 3.1312497 50.6204206, 3.1312121 50.6204116, 3.1311647 50.6204033, 3.1308225 50.6203499, 3.1306845 50.6203271, 3.1300156 50.6202212, 3.1298945 50.6202035, 3.1298165 50.6201894, 3.1296699 50.6201653, 3.1295833 50.6201522, 3.1295211 50.6201459, 3.1294496 50.620139, 3.1293762 50.620134, 3.1292769 50.6201297, 3.1292041 50.620127, 3.1291182 50.6201246, 3.1290389 50.6201233, 3.1289856 50.6201225, 3.1288332 50.6201227, 3.1287202 50.6201219, 3.1285032 50.6201067)",,building_passage,,
27436802,2,Rond-Point des Vents,tertiary,50,roundabout,True,False,3.866,"LINESTRING (3.1313521 50.6203442, 3.1313684 50.620339, 3.1313857 50.6203353, 3.1314037 50.6203332)",,,,
40277132,2,Rue du Vaisseau,unclassified,,,False,False,9.697,"LINESTRING (3.1259524 50.6159685, 3.1260536 50.6160275)",,,,
32707708,2,Rue des Techniques,tertiary,30,,False,True,25.459,"LINESTRING (3.1379791 50.6200559, 3.1378203 50.6198503)",,,,
672719359,1,Rue des Techniques,tertiary,30,,True,False,12.588000000000001,"LINESTRING (3.1379791 50.6200559, 3.1380186 50.6200913, 3.1380347 50.6201032, 3.1380486 50.6201117, 3.1380801 50.6201232, 3.1381078 50.62013)",,,,
148370183,2,Rue de la Taillerie,residential,,,False,True,62.698,"LINESTRING (3.1362441 50.6202887, 3.1362044 50.6203291, 3.1361742 50.6203671, 3.1361528 50.6204046, 3.1361332 50.6204512, 3.1361135 50.6205122, 3.1361099 50.6205552, 3.1361057 50.6206052, 3.1362153 50.6207745, 3.1362252 50.6207876, 3.1362475 50.620817)",,,,
"[708364417, 708364415]",1,Rue de la Taillerie,residential,,,True,False,24.32,"LINESTRING (3.1362441 50.6202887, 3.13621 50.6202247, 3.1361228 50.6201383, 3.1361074 50.6201231, 3.1360792 50.6200984)",,,,
148370183,2,Rue de la Taillerie,residential,,,False,False,62.698,"LINESTRING (3.1362475 50.620817, 3.1362252 50.6207876, 3.1362153 50.6207745, 3.1361057 50.6206052, 3.1361099 50.6205552, 3.1361135 50.6205122, 3.1361332 50.6204512, 3.1361528 50.6204046, 3.1361742 50.6203671, 3.1362044 50.6203291, 3.1362441 50.6202887)",,,,
"[1019634209, 672719351]",2,Rue des Fusillés,tertiary,30,,False,False,35.118,"LINESTRING (3.1362475 50.620817, 3.1360814 50.620882, 3.135822 50.6209809)",,,,
672719351,2,Rue des Fusillés,tertiary,30,,False,True,14.2,"LINESTRING (3.1362475 50.620817, 3.1363255 50.6207869, 3.1364234 50.6207551)",,,,
28561429,2,Place Van Gogh,residential,30,,False,True,5.958,"LINESTRING (3.1329834 50.6196995, 3.133005 50.6197513)",,,,
"[285881899, 28561429]",2,"['Rue Vermeer', 'Place Van Gogh']",residential,30,,False,False,332.82600000000014,"LINESTRING (3.1329834 50.6196995, 3.1329724 50.6196766, 3.1329569 50.6196443, 3.1329489 50.6196277, 3.1329222 50.6195904, 3.132896 50.6195624, 3.1328595 50.6195334, 3.1328116 50.6195031, 3.1325532 50.6193421, 3.132513 50.6193146, 3.132491 50.6192873, 3.1324806 50.6192562, 3.1324816 50.6192289, 3.1325038 50.6191808, 3.1325275 50.6191565, 3.1327792 50.6189777, 3.1328121 50.6189555, 3.132862 50.6189216, 3.1332832 50.6186379, 3.1333612 50.6185854, 3.1335451 50.6184623, 3.1336292 50.6184044, 3.1336978 50.6183583, 3.1337428 50.6183277, 3.133806 50.6182846, 3.1339197 50.6182072, 3.1341468 50.6180567, 3.134193 50.618024, 3.1342301 50.6179893, 3.1342496 50.6179605, 3.1342615 50.6179308, 3.1342659 50.6179021, 3.1342673 50.6178752, 3.134263 50.6178508, 3.1342556 50.6178265, 3.1342397 50.6177963, 3.1342246 50.6177746, 3.1341989 50.6177501, 3.1341564 50.617719, 3.1341025 50.6176886, 3.1339315 50.6175876, 3.1339139 50.6175744, 3.133897 50.6175618, 3.1338643 50.6175319, 3.1338391 50.6174991, 3.133807 50.6174394, 3.133802 50.6174221, 3.1337935 50.6173911, 3.1337848 50.6173598)",,,,
1088611706,2,Boulevard Van Gogh,tertiary,30,,True,False,30.182,"LINESTRING (3.1329834 50.6196995, 3.1330643 50.6196951, 3.1331324 50.6196959, 3.1331889 50.6197001, 3.1332612 50.6197095, 3.1333254 50.619721, 3.1334018 50.6197383)",,,,
845217079,2,Rue du Vercors,residential,30,,False,False,7.101,"LINESTRING (3.1334018 50.6197383, 3.133371 50.6197991)",,,,
1088611706,2,Boulevard Van Gogh,tertiary,30,,True,False,25.964,"LINESTRING (3.1334018 50.6197383, 3.1335398 50.6197683, 3.1337489 50.6198159)",,,,
"[1122825956, 884831085]",2,,primary,50,,True,False,271.853,"LINESTRING (3.1347265 50.6197363, 3.1348938 50.6194103, 3.1350709 50.6190507, 3.1351187 50.6189533, 3.135152 50.6188815, 3.1351754 50.6188241, 3.1351992 50.6187487, 3.1352262 50.6186509, 3.1352571 50.6184821, 3.1352836 50.6182331, 3.135312 50.6179619, 3.135331 50.6176509, 3.1353469 50.6173407)",M 628,,,
845217079,2,Rue du Vercors,residential,30,,False,True,7.101,"LINESTRING (3.133371 50.6197991, 3.1334018 50.6197383)",,,,
148376503,,Boulevard Van Gogh,tertiary,30,,True,False,26.630000000000003,"LINESTRING (3.133371 50.6197991, 3.1332656 50.619773, 3.1332209 50.6197642, 3.1331607 50.6197567, 3.1331036 50.6197521, 3.133005 50.6197513)",,,,
845217079,2,Rue du Vercors,residential,30,,False,False,46.599999999999994,"LINESTRING (3.133371 50.6197991, 3.1333621 50.6198252, 3.1333463 50.6198711, 3.1332657 50.6202127)",,,,
148376054,1,Boulevard Van Gogh,primary_link,50,,True,False,78.304,"LINESTRING (3.1337489 50.6198159, 3.1340099 50.6198384, 3.134078 50.6198454, 3.13414 50.6198562, 3.1342307 50.619874, 3.1343003 50.6198862, 3.1343524 50.619893, 3.1343954 50.619896, 3.1344439 50.6198948, 3.1344586 50.6198936, 3.1344935 50.6198908, 3.1345391 50.6198796, 3.1345786 50.6198665, 3.1346124 50.6198521, 3.1346431 50.6198309, 3.1346691 50.6198081, 3.134692 50.6197853, 3.1347265 50.6197363)",,,,
148592948,2,Boulevard Van Gogh,tertiary,30,,True,False,66.049,"LINESTRING (3.1337489 50.6198159, 3.1344478 50.6199736, 3.1344817 50.6199812, 3.134631 50.6200149)",,,,
38360710,2,,primary,50,,True,False,31.711,"LINESTRING (3.134631 50.6200149, 3.1346472 50.6199645, 3.1346962 50.6198118, 3.1347265 50.6197363)",M 628,,,
"[38445352, 749256274, 749256275]",2,Pont des Sciences,tertiary,50,,True,False,56.535000000000004,"LINESTRING (3.134631 50.6200149, 3.1348118 50.6200441, 3.1348571 50.6200509, 3.1351909 50.6201013, 3.1352533 50.6201107, 3.1353026 50.6201181, 3.1353582 50.6201253, 3.1354111 50.6201307)",,,yes,
148700361,2,Boulevard Van Gogh,residential,50,,False,False,45.235,"LINESTRING (3.1315404 50.6215533, 3.1315116 50.6211469)",,,,
148700366,1,Boulevard Van Gogh,residential,50,,True,False,34.766,"LINESTRING (3.1315404 50.6215533, 3.1315661 50.6216244, 3.1315804 50.6216859, 3.1315973 50.6217774, 3.1316086 50.621798, 3.1316144 50.6218035, 3.131622 50.6218108, 3.1316408 50.6218244, 3.1316719 50.6218472)",,,,
148708170,2,Rue Verte,tertiary,30,,False,False,58.05,"LINESTRING (3.1276807 50.6201216, 3.1280923 50.6201137, 3.1284154 50.6201078, 3.1285032 50.6201067)",,,,
148708176,1,Rue Verte,tertiary,30,,True,False,45.574,"LINESTRING (3.1276807 50.6201216, 3.1274806 50.6201363, 3.1274402 50.6201393, 3.1273349 50.6201501, 3.1272456 50.6201642, 3.127235 50.6201667, 3.1271738 50.6201814, 3.1271556 50.6201888, 3.127126 50.6202007, 3.1270772 50.6202341)",,,,
148708631,1,Rue Verte,tertiary,50,,True,False,86.59400000000001,"LINESTRING (3.1253226 50.6202087, 3.1259816 50.6201694, 3.1261629 50.6201578, 3.1262384 50.6201524, 3.1263063 50.6201434, 3.1263622 50.6201351, 3.1264128 50.6201232, 3.1264514 50.6201086, 3.1264777 50.6200927, 3.1265071 50.6200708)",,,,
148708804,2,Rue de la Voie Perdue,residential,,,False,False,125.816,"LINESTRING (3.1253226 50.6202087, 3.1253199 50.6201681, 3.1253184 50.6201443, 3.1253002 50.6198869, 3.1252974 50.6198465, 3.1252957 50.6198231, 3.1252882 50.6197034, 3.1252552 50.6196163, 3.1252233 50.6195376, 3.1252131 50.6195123, 3.1251986 50.6194764, 3.1251974 50.6194658, 3.1251528 50.6190858)",,,,
148708804,2,Rue de la Voie Perdue,residential,,,False,True,125.816,"LINESTRING (3.1251528 50.6190858, 3.1251974 50.6194658, 3.1251986 50.6194764, 3.1252131 50.6195123, 3.1252233 50.6195376, 3.1252552 50.6196163, 3.1252882 50.6197034, 3.1252957 50.6198231, 3.1252974 50.6198465, 3.1253002 50.6198869, 3.1253184 50.6201443, 3.1253199 50.6201681, 3.1253226 50.6202087)",,,,
