osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,width,access
152280441,True,Place du Général de Gaulle,residential,30,False,10.758,"LINESTRING (-1.5979409 48.8375431, -1.5979183 48.8376387)",,,,,
165514437,True,Rue Paul Poirier,living_street,20,False,12.702,"LINESTRING (-1.5979409 48.8375431, -1.5980384 48.8376376)",,,,,
4944131,True,Rue Paul Poirier,secondary,30,False,25.835,"LINESTRING (-1.5979409 48.8375431, -1.5978605 48.8374868, -1.5978158 48.8374527, -1.5977064 48.8373695)",,,,,
4944135,True,Rue Couraye,secondary,30,False,141.27400000000003,"LINESTRING (-1.5958044 48.8371021, -1.594533 48.8373105, -1.5941573 48.8373298, -1.5940654 48.8373353, -1.5939998 48.8373393, -1.5939309 48.8373721)",,,,,
749512130,True,Rue Couraye,secondary,30,False,25.74,"LINESTRING (-1.5939309 48.8373721, -1.5935803 48.8373903)",,,,,
4944133,True,Boulevard d'Hauteserve,residential,30,False,18.452,"LINESTRING (-1.5953999 48.838214, -1.5952605 48.838127, -1.5952321 48.8380922)",,,,,
"[4944136, 1174834890]",False,Cours Jonville,secondary,30,False,57.952,"LINESTRING (-1.5953999 48.838214, -1.595565 48.8381892, -1.5957613 48.8381467, -1.5961432 48.8380384)",2,,,,
"[165510680, 1241141466]",False,Rue Roger Maris,"['residential', 'secondary']",30,True,39.645,"LINESTRING (-1.5923971 48.8384437, -1.5923622 48.8383175, -1.5923162 48.8381768, -1.5923093 48.8381491, -1.5923003 48.8381238, -1.592292 48.838094)",,,,,
"[165510893, 5062726]",True,"['Rue des Moulins', 'Boulevard Louis Dior']","['residential', 'living_street']","['20', '30']",False,221.422,"LINESTRING (-1.5923971 48.8384437, -1.5930991 48.8383374, -1.5931326 48.8383321, -1.5937144 48.8382413, -1.5948215 48.8385259, -1.5952472 48.8386777)",,,,,
814700290,False,Boulevard Louis Dior,residential,30,True,81.045,"LINESTRING (-1.5923971 48.8384437, -1.5923541 48.8384588, -1.5922802 48.8384858, -1.5917192 48.838563, -1.5916738 48.838569, -1.5914154 48.8386007, -1.5913272 48.8386175)",,,,,
5054105,False,Rue Georges Clemenceau,secondary,30,False,36.15,"LINESTRING (-1.598985 48.8384305, -1.5989729 48.8384659, -1.5989397 48.8384924, -1.598789 48.8385583, -1.5986075 48.838622)",,,,,
165514518,False,Rue des Corsaires,secondary,30,True,72.58500000000001,"LINESTRING (-1.598985 48.8384305, -1.5989913 48.8384226, -1.5990113 48.8383974, -1.5990456 48.8383464, -1.599065 48.8383176, -1.5990998 48.8382522, -1.5991179 48.8382238, -1.599142 48.8381857, -1.5991992 48.8381137, -1.5992574 48.8380449, -1.5993236 48.8379843, -1.5993884 48.8379349, -1.5994767 48.8378703)",2,,,,
5054038,True,Rue d'Estouteville,residential,,False,110.12100000000001,"LINESTRING (-1.5913039 48.8417048, -1.5913547 48.8417349, -1.5914896 48.8418113, -1.5916253 48.8418866, -1.5918115 48.8419222, -1.5921229 48.8419503, -1.5923459 48.8419914, -1.5926265 48.8421191)",,,,,
165511148,True,Rue de la Croix du Lude,residential,30,False,118.052,"LINESTRING (-1.5913039 48.8417048, -1.591218 48.8416462, -1.5907708 48.8413343, -1.5906314 48.8412637, -1.5902868 48.8410113, -1.5902318 48.8409611, -1.5902012 48.8409332)",,,,,
749505564,False,Avenue de la Libération,secondary,30,False,34.679,"LINESTRING (-1.5913039 48.8417048, -1.5912071 48.8417507, -1.5910107 48.841841, -1.5909165 48.8418844)",,,,,
991994095,False,Avenue de la Libération,secondary,30,True,77.40299999999999,"LINESTRING (-1.5913039 48.8417048, -1.5913947 48.8416575, -1.592165 48.8413008)",,,,,
5054105,False,Rue Georges Clemenceau,secondary,30,True,37.526999999999994,"LINESTRING (-1.5981434 48.838765, -1.5981988 48.8387457, -1.5983917 48.8386927, -1.5985417 48.8386435, -1.5986075 48.838622)",,,,,
315413866,False,Avenue de la Libération,secondary,30,False,29.529000000000003,"LINESTRING (-1.5981434 48.838765, -1.5980994 48.8387933, -1.5980365 48.8388458, -1.5979778 48.8388902, -1.597923 48.838931, -1.5978764 48.8389638)",,,,,
"[315413867, 1174834900]",False,"['Rue du Général Patton', 'Rue Georges Clemenceau']",living_street,20,"[False, True]",54.193999999999996,"LINESTRING (-1.5981434 48.838765, -1.598104 48.8387387, -1.5980739 48.8387328, -1.598 48.8387368, -1.5978604 48.8387623, -1.597729 48.8387863, -1.5974933 48.838855, -1.5974577 48.8388667)",,,,,
136121813,True,Rue du Docteur Ollivier,residential,,False,33.626,"LINESTRING (-1.5926265 48.8421191, -1.5929636 48.8419136)",,,,,
154888468,False,Boulevard des Amiraux Granvillais,secondary,,True,131.003,"LINESTRING (-1.5958719 48.8356039, -1.5959126 48.8356027, -1.5960877 48.8355977, -1.5965686 48.8355784, -1.597012 48.8355992, -1.5973026 48.8356673, -1.5976042 48.8357693)",,D 971E5,,,
1010930080,True,Rond-Point des Amiraux Granvillais,secondary,,False,40.629,"LINESTRING (-1.5958719 48.8356039, -1.5958457 48.8355706, -1.5958149 48.8355339, -1.5957674 48.8355061, -1.5957085 48.8354902, -1.595645 48.8354881, -1.5955894 48.8354983, -1.5955412 48.835519, -1.5955046 48.8355484, -1.5954832 48.8355927)",,,roundabout,,
5053944,True,Rond-Point des Amiraux Granvillais,secondary,,False,30.089000000000002,"LINESTRING (-1.5954832 48.8355927, -1.5954877 48.8356351, -1.595501 48.8356721, -1.5955307 48.8357047, -1.595574 48.8357299, -1.5956268 48.8357453, -1.5956842 48.8357495, -1.5957408 48.8357421)",,,roundabout,,
