osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,junction
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,71.166,,"LINESTRING (-54.0310274 5.4977225, -54.0314014 5.4972019)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,72.872,,"LINESTRING (-54.0310274 5.4977225, -54.0306446 5.4982557)",,
95961830,Rue Justin Catayée,residential,,False,False,120.031,,"LINESTRING (-54.0310274 5.4977225, -54.0318969 5.4983676)",,
95961830,Rue Justin Catayée,residential,,False,True,117.787,,"LINESTRING (-54.0310274 5.4977225, -54.0301742 5.4970894)",,
95961830,Rue Justin Catayée,residential,,False,True,5.937,,"LINESTRING (-54.0328237 5.4990457, -54.0327794 5.4990156)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,6.34,,"LINESTRING (-54.0328237 5.4990457, -54.032835 5.4989898)",,
32786916,Rue Ho-Kong-You,residential,,False,True,173.618,,"LINESTRING (-54.0335982 5.5000363, -54.0337146 5.4997559, -54.0337439 5.4996674, -54.0337445 5.4996381, -54.0337179 5.4995979, -54.0336258 5.4995314, -54.0334247 5.4994254, -54.0333113 5.4993658, -54.0332442 5.4993076, -54.0332037 5.4992535, -54.033192 5.4992101, -54.0331495 5.4991603, -54.0328592 5.4989565)",,
"[97546696, 97545720]","['Rue Simon', 'Rue Laurent Baudin']",residential,,False,False,162.499,,"LINESTRING (-54.0335982 5.5000363, -54.0335929 5.5000601, -54.0332694 5.5008792, -54.0328212 5.5005459)",,
"[97546696, 48048675]","['Rue Ho-Len-Fat', 'Rue Laurent Baudin']",residential,,False,True,43.707,,"LINESTRING (-54.0335982 5.5000363, -54.0335982 5.5000201, -54.0335964 5.5000074, -54.0335923 5.4999909, -54.0335864 5.4999768, -54.0335784 5.4999665, -54.0335651 5.4999536, -54.0335499 5.4999456, -54.0332696 5.4998973)",,
32786919,Rue Thiers,residential,50,True,False,8.315,,"LINESTRING (-54.0317373 5.5005559, -54.0316762 5.5005124)",1,
686994916,Avenue du Général de Gaulle,residential,,True,False,68.796,,"LINESTRING (-54.0317373 5.5005559, -54.0321038 5.5000562)",,
32786922,Rue Jean-Jacques Rousseau,residential,50,False,False,118.685,,"LINESTRING (-54.030878 5.5015959, -54.0300147 5.5009628)",,
52517865,,residential,,False,True,7.891,,"LINESTRING (-54.030878 5.5015959, -54.0309375 5.501635)",,
493740537,,residential,,True,False,69.55,,"LINESTRING (-54.030878 5.5015959, -54.0305175 5.5021082)",,
32786918,Rue Victor Hugo,residential,,False,False,119.86,,"LINESTRING (-54.0301329 5.5026352, -54.0292596 5.5019978)",,
493740537,,residential,,True,False,69.546,,"LINESTRING (-54.0301329 5.5026352, -54.0297658 5.5031428)",,
32786918,Rue Victor Hugo,residential,,False,False,120.793,,"LINESTRING (-54.0292596 5.5019978, -54.0283816 5.5013526)",,
32786918,Rue Victor Hugo,residential,,False,True,119.86,,"LINESTRING (-54.0292596 5.5019978, -54.0301329 5.5026352)",,
328660622,Avenue Félix Éboué,residential,,False,False,50.067,,"LINESTRING (-54.0292596 5.5019978, -54.0295191 5.501629)",,
328660622,Avenue Félix Éboué,residential,,False,True,69.22,,"LINESTRING (-54.0292596 5.5019978, -54.0288906 5.5025004)",,
32786919,Rue Thiers,residential,50,True,False,119.221,,"LINESTRING (-54.030798 5.4998735, -54.0299312 5.499237)",1,
358403279,Avenue Félix Éboué,primary,50,False,False,66.736,N 1,"LINESTRING (-54.030798 5.4998735, -54.031148 5.4993848)",,
358403279,Avenue Félix Éboué,primary,50,False,True,8.772,N 1,"LINESTRING (-54.030798 5.4998735, -54.0307518 5.4999376)",,
32786919,Rue Thiers,residential,50,True,False,125.938,,"LINESTRING (-54.0299312 5.499237, -54.0290114 5.4985703)",1,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,64.804,,"LINESTRING (-54.0299312 5.499237, -54.0302774 5.498767)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,8.886,,"LINESTRING (-54.0299312 5.499237, -54.0298852 5.4993025)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,True,8.395,,"LINESTRING (-54.0290114 5.4985703, -54.0289804 5.4986392)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,False,35.365,,"LINESTRING (-54.0290114 5.4985703, -54.0290155 5.4985573, -54.0291302 5.4982751)",,
32786920,Rue Guynemer,residential,,False,False,119.096,,"LINESTRING (-54.0306446 5.4982557, -54.0315192 5.4988796)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,72.872,,"LINESTRING (-54.0306446 5.4982557, -54.0310274 5.4977225)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,69.887,,"LINESTRING (-54.0306446 5.4982557, -54.0302774 5.498767)",,
32786920,Rue Guynemer,residential,,False,False,122.123,,"LINESTRING (-54.0315192 5.4988796, -54.032421 5.4995124)",,
32786920,Rue Guynemer,residential,,False,True,119.096,,"LINESTRING (-54.0315192 5.4988796, -54.0306446 5.4982557)",,
358403279,Avenue Félix Éboué,primary,50,False,False,70.632,N 1,"LINESTRING (-54.0315192 5.4988796, -54.0318969 5.4983676)",,
358403279,Avenue Félix Éboué,primary,50,False,True,69.597,N 1,"LINESTRING (-54.0315192 5.4988796, -54.031148 5.4993848)",,
32786922,Rue Jean-Jacques Rousseau,residential,50,False,False,122.276,,"LINESTRING (-54.0300147 5.5009628, -54.0291262 5.5003093)",,
32786922,Rue Jean-Jacques Rousseau,residential,50,False,True,118.685,,"LINESTRING (-54.0300147 5.5009628, -54.030878 5.5015959)",,
358403279,Avenue Félix Éboué,primary,50,False,False,66.403,N 1,"LINESTRING (-54.0300147 5.5009628, -54.0303636 5.500477)",,
358403279,Avenue Félix Éboué,primary,50,False,True,54.959,N 1,"LINESTRING (-54.0300147 5.5009628, -54.0297177 5.5013589)",,
95961830,Rue Justin Catayée,residential,,False,False,121.379,,"LINESTRING (-54.0318969 5.4983676, -54.0327794 5.4990156)",,
95961830,Rue Justin Catayée,residential,,False,True,120.031,,"LINESTRING (-54.0318969 5.4983676, -54.0310274 5.4977225)",,
358403279,Avenue Félix Éboué,primary,50,False,False,72.063,N 1,"LINESTRING (-54.0318969 5.4983676, -54.0322771 5.4978415)",,
358403279,Avenue Félix Éboué,primary,50,False,True,70.632,N 1,"LINESTRING (-54.0318969 5.4983676, -54.0315192 5.4988796)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,67.125,,"LINESTRING (-54.0295237 5.4997872, -54.0298852 5.4993025)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,8.226,,"LINESTRING (-54.0295237 5.4997872, -54.0294805 5.4998474)",,
41479631,Rue Marceau,residential,,True,False,120.238,,"LINESTRING (-54.0304069 5.5004168, -54.0295237 5.4997872)",,
358403279,Avenue Félix Éboué,primary,50,False,False,65.548,N 1,"LINESTRING (-54.0304069 5.5004168, -54.0307518 5.4999376)",,
358403279,Avenue Félix Éboué,primary,50,False,True,8.233,N 1,"LINESTRING (-54.0304069 5.5004168, -54.0303636 5.500477)",,
52517870,,primary,50,True,False,103.955,N 1,"LINESTRING (-54.0289054 5.5009423, -54.0290023 5.5010782, -54.0290366 5.5011282, -54.0291312 5.5012954, -54.0291525 5.501333, -54.0291732 5.5013642, -54.0292022 5.5013966, -54.0294718 5.5015919, -54.0295191 5.501629)",,
310702613,,primary,50,False,True,20.209,N 1,"LINESTRING (-54.0289054 5.5009423, -54.0288143 5.5008787, -54.0287558 5.5008381)",,
358403279,Avenue Félix Éboué,primary,50,False,False,54.959,N 1,"LINESTRING (-54.0297177 5.5013589, -54.0300147 5.5009628)",,
358403279,Avenue Félix Éboué,primary,50,False,True,16.027,N 1,"LINESTRING (-54.0297177 5.5013589, -54.0296384 5.5014795)",,
52517869,,primary,50,True,False,63.464000000000006,N 1,"LINESTRING (-54.0297177 5.5013589, -54.0293311 5.5010753, -54.0292909 5.5010611, -54.0292418 5.5010494)",,
32786920,Rue Guynemer,residential,,False,True,7.371,,"LINESTRING (-54.032475 5.4995512, -54.032421 5.4995124)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,68.184,,"LINESTRING (-54.032475 5.4995512, -54.0328237 5.4990457)",,
97545720,Rue Simon,residential,,False,False,8.153,,"LINESTRING (-54.0321038 5.5000562, -54.0320422 5.500016)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,43.298,,"LINESTRING (-54.0321038 5.5000562, -54.032335 5.4997421)",,
97545720,Rue Simon,residential,,False,True,51.736000000000004,,"LINESTRING (-54.0321038 5.5000562, -54.0321367 5.5000587, -54.032167 5.5000672, -54.0324894 5.5003078)",,
97545720,Rue Simon,residential,,False,False,118.341,,"LINESTRING (-54.031148 5.4993848, -54.0302774 5.498767)",,
97545720,Rue Simon,residential,,False,True,121.333,,"LINESTRING (-54.031148 5.4993848, -54.0320422 5.500016)",,
358403279,Avenue Félix Éboué,primary,50,False,False,69.597,N 1,"LINESTRING (-54.031148 5.4993848, -54.0315192 5.4988796)",,
358403279,Avenue Félix Éboué,primary,50,False,True,66.736,N 1,"LINESTRING (-54.031148 5.4993848, -54.030798 5.4998735)",,
95961712,,residential,,False,True,42.536,,"LINESTRING (-54.0292403 5.4980386, -54.0289295 5.4978136)",,
97545720,Rue Simon,residential,,False,True,140.488,,"LINESTRING (-54.0292403 5.4980386, -54.0302774 5.498767)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,False,34.612,,"LINESTRING (-54.0292403 5.4980386, -54.0293642 5.4977528)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,True,28.984,,"LINESTRING (-54.0292403 5.4980386, -54.0291302 5.4982751)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,69.887,,"LINESTRING (-54.0302774 5.498767, -54.0306446 5.4982557)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,64.804,,"LINESTRING (-54.0302774 5.498767, -54.0299312 5.499237)",,
97545720,Rue Simon,residential,,False,False,140.488,,"LINESTRING (-54.0302774 5.498767, -54.0292403 5.4980386)",,
97545720,Rue Simon,residential,,False,True,118.341,,"LINESTRING (-54.0302774 5.498767, -54.031148 5.4993848)",,
493740537,,residential,,True,False,72.429,,"LINESTRING (-54.0305175 5.5021082, -54.0301329 5.5026352)",,
48048680,Rue Schoelcher,residential,,False,False,119.811,,"LINESTRING (-54.0305175 5.5021082, -54.030078 5.5017939, -54.0296384 5.5014795)",,
358403279,Avenue Félix Éboué,primary,50,False,False,16.027,N 1,"LINESTRING (-54.0296384 5.5014795, -54.0297177 5.5013589)",,
358403279,Avenue Félix Éboué,primary,50,False,True,21.23,N 1,"LINESTRING (-54.0296384 5.5014795, -54.0295191 5.501629)",,
48048680,Rue Schoelcher,residential,,False,True,119.811,,"LINESTRING (-54.0296384 5.5014795, -54.030078 5.5017939, -54.0305175 5.5021082)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,67.66,,"LINESTRING (-54.0314014 5.4972019, -54.0317569 5.4967069)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,71.166,,"LINESTRING (-54.0314014 5.4972019, -54.0310274 5.4977225)",,
95828784,Rue Roland Barrat,residential,,False,False,121.186,,"LINESTRING (-54.0314014 5.4972019, -54.0305107 5.4965681)",,
95828784,Rue Roland Barrat,residential,,False,True,120.219,,"LINESTRING (-54.0314014 5.4972019, -54.0322771 5.4978415)",,
48048675,Rue Ho-Len-Fat,residential,,False,False,53.337,,"LINESTRING (-54.032335 5.4997421, -54.0328108 5.4998181)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,26.281,,"LINESTRING (-54.032335 5.4997421, -54.032475 5.4995512)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,8.226,,"LINESTRING (-54.0312954 5.5011505, -54.0313397 5.5010911)",,
41479631,Rue Marceau,residential,,True,False,8.093,,"LINESTRING (-54.0313397 5.5010911, -54.0312802 5.5010488)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,43.064,,"LINESTRING (-54.0313397 5.5010911, -54.0315713 5.5007799)",,
52517865,,residential,,False,False,7.891,,"LINESTRING (-54.0309375 5.501635, -54.030878 5.5015959)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,26.476,,"LINESTRING (-54.0309375 5.501635, -54.0310787 5.5014428)",,
95828784,Rue Roland Barrat,residential,,False,True,65.763,,"LINESTRING (-54.0300254 5.4962269, -54.0305107 5.4965681)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,False,71.15,,"LINESTRING (-54.0300254 5.4962269, -54.03019 5.4958565, -54.0302913 5.4956444)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,True,68.917,,"LINESTRING (-54.0300254 5.4962269, -54.0298308 5.4966759, -54.0297788 5.496796)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,8.226,,"LINESTRING (-54.0294805 5.4998474, -54.0295237 5.4997872)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,64.62,,"LINESTRING (-54.0294805 5.4998474, -54.0291262 5.5003093)",,
52517863,Rue Marceau,residential,,True,False,120.229,,"LINESTRING (-54.0294805 5.4998474, -54.0303636 5.500477)",,
52517863,Rue Marceau,residential,,True,False,119.459,,"LINESTRING (-54.0303636 5.500477, -54.0312366 5.5011087)",,
358403279,Avenue Félix Éboué,primary,50,False,False,8.233,N 1,"LINESTRING (-54.0303636 5.500477, -54.0304069 5.5004168)",,
358403279,Avenue Félix Éboué,primary,50,False,True,66.403,N 1,"LINESTRING (-54.0303636 5.500477, -54.0300147 5.5009628)",,
328660622,Avenue Félix Éboué,residential,,False,True,50.067,,"LINESTRING (-54.0295191 5.501629, -54.0292596 5.5019978)",,
358403279,Avenue Félix Éboué,primary,50,False,False,21.23,N 1,"LINESTRING (-54.0295191 5.501629, -54.0296384 5.5014795)",,
95828777,Avenue du Général de Gaulle,residential,,False,False,61.611,,"LINESTRING (-54.0331888 5.49851, -54.0328592 5.4989565)",,
95828777,Avenue du Général de Gaulle,residential,,False,True,70.951,,"LINESTRING (-54.0331888 5.49851, -54.0335566 5.4979874)",,
95828784,Rue Roland Barrat,residential,,False,False,125.333,,"LINESTRING (-54.0331888 5.49851, -54.0322771 5.4978415)",,
95828772,Rue René Jadfard,residential,50,False,False,122.877,,"LINESTRING (-54.0335566 5.4979874, -54.0326543 5.4973436)",,
95828777,Avenue du Général de Gaulle,residential,,False,False,70.951,,"LINESTRING (-54.0335566 5.4979874, -54.0331888 5.49851)",,
95828777,Avenue du Général de Gaulle,residential,,False,True,70.23,,"LINESTRING (-54.0335566 5.4979874, -54.0339192 5.4974691)",,
95828804,,residential,,False,False,14.28,,"LINESTRING (-54.0318768 5.5011476, -54.0319492 5.5010413)",,
95828804,,residential,,False,True,59.981,,"LINESTRING (-54.0318768 5.5011476, -54.0315591 5.5015846)",,
95961891,,residential,,False,False,63.321,,"LINESTRING (-54.0318768 5.5011476, -54.0323384 5.501484)",,
95828803,Rue Nouvelle n°8,residential,,False,True,65.59,,"LINESTRING (-54.0319825 5.494583, -54.0316321 5.4950587)",,
95828767,Rue Maurice Thamar,residential,,False,True,118.86700000000002,,"LINESTRING (-54.0319825 5.494583, -54.0319537 5.494575, -54.0319395 5.4945514, -54.0319241 5.4945302, -54.0319046 5.494512, -54.0318839 5.4944985, -54.0318502 5.4944879, -54.0318278 5.4944826, -54.0317976 5.494479, -54.0317604 5.4944773, -54.031719 5.4944867, -54.0316758 5.4945067, -54.0316504 5.4945232, -54.0316262 5.4945426, -54.0315801 5.4945885, -54.031541 5.494635, -54.0315067 5.4946903, -54.0314671 5.4947598, -54.0314507 5.4947929, -54.0314436 5.4948177, -54.0314411 5.4948369, -54.0314411 5.4948598, -54.0314438 5.4948795, -54.0314488 5.4948942, -54.0314624 5.4949142, -54.0314807 5.4949384, -54.0316321 5.4950587)",,
97546700,Rue des Frangipaniers,residential,,False,True,117.451,,"LINESTRING (-54.0319825 5.494583, -54.0322846 5.4947982, -54.032845 5.4951983)",,
95828772,Rue René Jadfard,residential,50,False,True,118.06,,"LINESTRING (-54.0308984 5.4960768, -54.0317569 5.4967069)",,
95828803,Rue Nouvelle n°8,residential,,False,False,68.505,,"LINESTRING (-54.0308984 5.4960768, -54.0312689 5.4955833)",,
"[95828772, 328660623]",Rue René Jadfard,residential,50,False,False,82.643,,"LINESTRING (-54.0308984 5.4960768, -54.0307269 5.4959474, -54.0305862 5.4958532, -54.0302913 5.4956444)",,
32786922,Rue Jean-Jacques Rousseau,residential,50,False,True,122.276,,"LINESTRING (-54.0291262 5.5003093, -54.0300147 5.5009628)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,64.62,,"LINESTRING (-54.0291262 5.5003093, -54.0294805 5.4998474)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,45.765,,"LINESTRING (-54.0291262 5.5003093, -54.0288897 5.5006469)",,
95828772,Rue René Jadfard,residential,50,False,False,121.977,,"LINESTRING (-54.0326543 5.4973436, -54.0317569 5.4967069)",,
95828772,Rue René Jadfard,residential,50,False,True,122.877,,"LINESTRING (-54.0326543 5.4973436, -54.0335566 5.4979874)",,
358403279,Avenue Félix Éboué,primary,50,False,False,69.573,N 1,"LINESTRING (-54.0326543 5.4973436, -54.0330173 5.4968328)",,
358403279,Avenue Félix Éboué,primary,50,False,True,69.341,N 1,"LINESTRING (-54.0326543 5.4973436, -54.0322771 5.4978415)",,
686994916,Avenue du Général de Gaulle,residential,,True,False,40.394,,"LINESTRING (-54.0310787 5.5014428, -54.0312954 5.5011505)",,
95828804,,residential,,False,False,64.92599999999999,,"LINESTRING (-54.0310787 5.5014428, -54.0313533 5.5016493, -54.0313711 5.5016582, -54.0313953 5.5016646, -54.031419 5.5016682, -54.0314479 5.501667, -54.0314739 5.5016623, -54.0314952 5.5016535, -54.0315135 5.5016417, -54.0315591 5.5015846)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,True,70.566,,"LINESTRING (-54.0307989 5.4944663, -54.0305571 5.4950535)",,
97546699,Rue Hector Rivierez,primary,50,False,True,39.039,N 1,"LINESTRING (-54.0337285 5.4958292, -54.0335262 5.4961168)",,
97546701,Avenue de la Marne,primary,50,False,False,5.727,N 1,"LINESTRING (-54.0337285 5.4958292, -54.0337646 5.4957923)",,
97546700,Rue des Frangipaniers,residential,,False,False,50.002,,"LINESTRING (-54.0337285 5.4958292, -54.0333778 5.4955787, -54.0333626 5.4955656)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,69.113,,"LINESTRING (-54.0321258 5.4961931, -54.0324748 5.4956777)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,70.223,,"LINESTRING (-54.0321258 5.4961931, -54.0317569 5.4967069)",,
95828797,Rue René Marant,residential,,False,False,116.59,,"LINESTRING (-54.0321258 5.4961931, -54.0312689 5.4955833)",,
95828797,Rue René Marant,residential,,False,True,82.754,,"LINESTRING (-54.0321258 5.4961931, -54.0327323 5.4966283)",,
95828789,,residential,,False,False,62.173,,"LINESTRING (-54.0315591 5.5015846, -54.0320169 5.5019086)",,
95828804,,residential,,False,False,59.981,,"LINESTRING (-54.0315591 5.5015846, -54.0318768 5.5011476)",,
95828804,,residential,,False,True,64.926,,"LINESTRING (-54.0315591 5.5015846, -54.0315135 5.5016417, -54.0314952 5.5016535, -54.0314739 5.5016623, -54.0314479 5.501667, -54.031419 5.5016682, -54.0313953 5.5016646, -54.0313711 5.5016582, -54.0313533 5.5016493, -54.0310787 5.5014428)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,False,42.789,,"LINESTRING (-54.0302913 5.4956444, -54.0304493 5.4952932)",,
310702609,Rue Joseph Symphorien,tertiary,50,False,True,71.15,,"LINESTRING (-54.0302913 5.4956444, -54.03019 5.4958565, -54.0300254 5.4962269)",,
"[95828772, 328660623]",Rue René Jadfard,residential,50,False,True,82.643,,"LINESTRING (-54.0302913 5.4956444, -54.0305862 5.4958532, -54.0307269 5.4959474, -54.0308984 5.4960768)",,
95828797,Rue René Marant,residential,,False,True,116.59,,"LINESTRING (-54.0312689 5.4955833, -54.0321258 5.4961931)",,
95828803,Rue Nouvelle n°8,residential,,False,True,68.505,,"LINESTRING (-54.0312689 5.4955833, -54.0308984 5.4960768)",,
95828803,Rue Nouvelle n°8,residential,,False,False,72.283,,"LINESTRING (-54.0312689 5.4955833, -54.0312921 5.4955001, -54.031314 5.4954383, -54.0313465 5.4953783, -54.0313838 5.4953253, -54.0314104 5.4952882, -54.0314441 5.4952506, -54.0314772 5.4952123, -54.0315156 5.4951764, -54.0315529 5.4951458, -54.0315791 5.4951072, -54.0316321 5.4950587)",,
32786918,Rue Victor Hugo,residential,,False,False,59.095,,"LINESTRING (-54.0283816 5.5013526, -54.0279521 5.5010369)",,
32786918,Rue Victor Hugo,residential,,False,True,120.793,,"LINESTRING (-54.0283816 5.5013526, -54.0292596 5.5019978)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,70.634,,"LINESTRING (-54.0283816 5.5013526, -54.0284145 5.5013032, -54.0287558 5.5008381)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,68.61699999999999,,"LINESTRING (-54.0283816 5.5013526, -54.0280751 5.5017865, -54.0280256 5.5018578)",,
95828803,Rue Nouvelle n°8,residential,,False,False,65.59,,"LINESTRING (-54.0316321 5.4950587, -54.0319825 5.494583)",,
95828767,Rue Maurice Thamar,residential,,False,False,118.86699999999999,,"LINESTRING (-54.0316321 5.4950587, -54.0314807 5.4949384, -54.0314624 5.4949142, -54.0314488 5.4948942, -54.0314438 5.4948795, -54.0314411 5.4948598, -54.0314411 5.4948369, -54.0314436 5.4948177, -54.0314507 5.4947929, -54.0314671 5.4947598, -54.0315067 5.4946903, -54.031541 5.494635, -54.0315801 5.4945885, -54.0316262 5.4945426, -54.0316504 5.4945232, -54.0316758 5.4945067, -54.031719 5.4944867, -54.0317604 5.4944773, -54.0317976 5.494479, -54.0318278 5.4944826, -54.0318502 5.4944879, -54.0318839 5.4944985, -54.0319046 5.494512, -54.0319241 5.4945302, -54.0319395 5.4945514, -54.0319537 5.494575, -54.0319825 5.494583)",,
95961774,Rue des Musendas,residential,,False,True,115.92,,"LINESTRING (-54.0316321 5.4950587, -54.0324748 5.4956777)",,
95828803,Rue Nouvelle n°8,residential,,False,True,72.283,,"LINESTRING (-54.0316321 5.4950587, -54.0315791 5.4951072, -54.0315529 5.4951458, -54.0315156 5.4951764, -54.0314772 5.4952123, -54.0314441 5.4952506, -54.0314104 5.4952882, -54.0313838 5.4953253, -54.0313465 5.4953783, -54.031314 5.4954383, -54.0312921 5.4955001, -54.0312689 5.4955833)",,
32786918,Rue Victor Hugo,residential,,False,True,59.095,,"LINESTRING (-54.0279521 5.5010369, -54.0283816 5.5013526)",,
97544163,Rue Stephan Raynard,tertiary,50,False,False,37.407,,"LINESTRING (-54.0279521 5.5010369, -54.0280146 5.5008868, -54.0280812 5.500726)",,
97544163,Rue Stephan Raynard,tertiary,50,False,True,75.443,,"LINESTRING (-54.0279521 5.5010369, -54.0278903 5.50117, -54.0277079 5.5016167, -54.0276891 5.5016627)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,False,70.223,,"LINESTRING (-54.0317569 5.4967069, -54.0321258 5.4961931)",,
48048682,Boulevard du Lieutenant-Colonel Tourtet,residential,50,False,True,67.66,,"LINESTRING (-54.0317569 5.4967069, -54.0314014 5.4972019)",,
95828772,Rue René Jadfard,residential,50,False,False,118.06,,"LINESTRING (-54.0317569 5.4967069, -54.0308984 5.4960768)",,
95828772,Rue René Jadfard,residential,50,False,True,121.977,,"LINESTRING (-54.0317569 5.4967069, -54.0326543 5.4973436)",,
95828789,,residential,,False,True,18.482,,"LINESTRING (-54.0323943 5.5021757, -54.0322582 5.5020794)",,
95828797,Rue René Marant,residential,,False,False,38.886,,"LINESTRING (-54.0330173 5.4968328, -54.0327323 5.4966283)",,
