osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,tunnel
23298324,False,,,Impasse des Écuries,residential,30,True,41.911,"LINESTRING (2.1270336 48.8075306, 2.1272138 48.8078256, 2.1272775 48.807867)",,,
"[460135459, 259583366]",False,2,D 10,Rue de l'Orangerie,primary,50,False,140.63700000000003,"LINESTRING (2.1203937 48.8007729, 2.1209916 48.8005991, 2.1212364 48.8005311, 2.1221007 48.8002884, 2.1221572 48.8002726)",14,,
460135459,False,2,D 10,Rue de l'Orangerie,primary,50,True,28.747,"LINESTRING (2.1203937 48.8007729, 2.1203506 48.8007854, 2.1201951 48.8008299, 2.1200339 48.8008762)",,,
18778934,True,,,Rue du Vieux Versailles,living_street,20,False,15.245,"LINESTRING (2.1227529 48.8008598, 2.122709 48.8008719, 2.1225608 48.8009126)",5.5,,
1248944626,False,2,,Avenue de Sceaux,tertiary,50,True,25.88,"LINESTRING (2.1251857 48.8018912, 2.1254046 48.8017085)",,,
28657131,True,1,,Avenue de Sceaux,tertiary,50,False,27.924,"LINESTRING (2.1251857 48.8018912, 2.1251732 48.8019356, 2.1250726 48.8020354, 2.1250336 48.8020792, 2.1250416 48.8021142)",3.5,,
19782222,False,,,Rue Carnot,tertiary,30,False,74.36099999999999,"LINESTRING (2.1292164 48.8056869, 2.1284315 48.8058922, 2.1282735 48.805935)",,,
19782222,False,,,Rue Carnot,tertiary,30,True,127.001,"LINESTRING (2.1292164 48.8056869, 2.1303043 48.8054118, 2.1308327 48.8052731)",,,
"[28668256, 133137110, 133137111]",False,,,Impasse de Toulouse,"['residential', 'living_street']",10,False,101.27699999999999,"LINESTRING (2.1292164 48.8056869, 2.1292583 48.8057567, 2.1292694 48.8057752, 2.1293328 48.8058807, 2.1294808 48.8061271, 2.1297372 48.8065306)",,,
133137111,False,,,Impasse de Toulouse,living_street,10,True,28.774,"LINESTRING (2.1298856 48.8067702, 2.1297372 48.8065306)",,,
19782223,True,2,,Rue Carnot,primary,30,False,68.651,"LINESTRING (2.1272597 48.8062254, 2.1264649 48.8064299, 2.1263855 48.8064482)",,,
22696291,True,,,Rue Édouard Lefebvre,residential,30,False,38.162,"LINESTRING (2.1330648 48.799207, 2.1332166 48.7994098, 2.133236 48.7994357, 2.1332971 48.7995142)",,,
349999477,False,2,D 186,Rue des États Généraux,primary,50,False,71.772,"LINESTRING (2.1321034 48.800745, 2.1317136 48.8013372)",,,
"[39057032, 53215247]",True,,,"['Rue du Vautrait', 'Rue Ménard']",residential,30,False,134.221,"LINESTRING (2.1321034 48.800745, 2.131995 48.8007201, 2.1319525 48.8006945, 2.1316388 48.7999781, 2.132081 48.7999, 2.132149 48.799888)",,,
349999477,False,2,D 186,Rue des États Généraux,primary,50,True,52.992999999999995,"LINESTRING (2.1321034 48.800745, 2.1321307 48.8007088, 2.1323664 48.8003957, 2.1324313 48.8003203)",,,
"[713936773, 53215246]",False,,,Impasse des Gendarmes,living_street,20,True,176.1,"LINESTRING (2.1312097 48.8000511, 2.1314077 48.8005057, 2.1313626 48.8005646, 2.1310897 48.8006326, 2.1315077 48.8012776, 2.1316145 48.8013252, 2.1317136 48.8013372)",,destination,
77029665,False,,,Avenue de Paris,residential,30,False,6.414,"LINESTRING (2.1331566 48.8017613, 2.133244 48.8017576)",,,
560562485,False,4,,Avenue de l'Europe,primary,50,True,6.591,"LINESTRING (2.1299123 48.8025874, 2.1299466 48.8026422)",,,
"[77029676, 697164037]",True,2,,Avenue de l'Europe,primary,50,False,29.244,"LINESTRING (2.1299123 48.8025874, 2.1298422 48.8025733, 2.1298207 48.8025422, 2.1298066 48.8025203, 2.1297758 48.8024711, 2.1297158 48.8023754)",,,
427590605,True,1,,Avenue de Saint-Cloud,residential,50,False,9.592,"LINESTRING (2.1308879 48.8046534, 2.1307576 48.8046447)",,,
77029665,False,,,Avenue de Paris,residential,30,True,6.414,"LINESTRING (2.133244 48.8017576, 2.1331566 48.8017613)",,,
19201533,True,,,Rue Jean Houdon,residential,,False,34.806,"LINESTRING (2.133244 48.8017576, 2.1331897 48.8016704, 2.1331817 48.8016558, 2.133107 48.8015375, 2.1330637 48.801468)",,,
429078803,True,,D 10,Avenue de Paris,primary,50,False,8.798,"LINESTRING (2.1298267 48.802345, 2.1297158 48.8023754)",12,,
77029636,True,2,,Avenue de l'Europe,primary,50,False,29.059999999999995,"LINESTRING (2.1298267 48.802345, 2.1299157 48.8024904, 2.1299435 48.8025415, 2.1299123 48.8025874)",,,
432866814,True,,D 10,Avenue du Général de Gaulle,primary,50,False,15.888,"LINESTRING (2.1297433 48.8022131, 2.1298267 48.802345)",,,
155469852,True,2,D 10,Avenue de Paris,primary,50,False,84.563,"LINESTRING (2.1297433 48.8022131, 2.1301364 48.8021084, 2.130163 48.8021014, 2.1302058 48.8020893, 2.1302884 48.8020672, 2.130761 48.8019406, 2.1308129 48.8019267)",,,
"[560562453, 77029670]",False,"['4', '5']",,Avenue de l'Europe,primary,50,False,171.291,"LINESTRING (2.1308052 48.804075, 2.1307371 48.8039492, 2.1303532 48.8033058, 2.1300617 48.8028301, 2.1299466 48.8026422)",,,
1071665289,True,2,,Avenue de l'Europe,primary,50,False,22.607,"LINESTRING (2.1308052 48.804075, 2.1308514 48.8041098, 2.1308823 48.8041568, 2.1308657 48.8042621)",,,
"[104416817, 104416805]",True,1,,"['Rue Carnot', 'Rue des Réservoirs']",primary_link,,False,29.734,"LINESTRING (2.1243334 48.8069597, 2.1242499 48.8069594, 2.124207 48.8069638, 2.1241487 48.8069791, 2.1240837 48.8069901, 2.1240413 48.8069924, 2.1239965 48.8069902, 2.1239382 48.8069768)",,,
"[684543256, 104416816, 891925716]",True,"['1', '2', '3']",,"['Rue Carnot', 'Rue des Réservoirs']",primary,"['30', '50']",False,70.294,"LINESTRING (2.1243334 48.8069597, 2.1242727 48.8069895, 2.1242367 48.8070073, 2.1242103 48.8070171, 2.1241245 48.8070772, 2.1241124 48.807139, 2.1241365 48.8072044, 2.1242106 48.8073301, 2.1242581 48.8074267, 2.1242561 48.8075109)",,,
18307916,True,1,,Rue des Réservoirs,primary,50,False,157.197,"LINESTRING (2.1239382 48.8069768, 2.1233703 48.8060512, 2.1231939 48.8057453, 2.1231491 48.8056622)",9,,
"[18307916, 19196015]",True,1,,Rue des Réservoirs,primary,50,False,64.033,"LINESTRING (2.1242561 48.8075109, 2.1241701 48.807419, 2.1239805 48.807068, 2.1239555 48.8070145, 2.1239382 48.8069768)","['9', '6.5']",,
19786006,False,4,,Avenue de l'Europe,primary,50,False,3.94,"LINESTRING (2.1310079 48.8046627, 2.1310125 48.804698)",,,
19786006,False,4,,Avenue de l'Europe,primary,50,True,45.746,"LINESTRING (2.1310079 48.8046627, 2.1308657 48.8042621)",,,
"[432866817, 612803816, 19786005, 885579382, 432866815]",True,"['2', '3']",D 10,Avenue du Général de Gaulle,primary,50,False,273.4030000000001,"LINESTRING (2.1294554 48.8019552, 2.1294151 48.8018582, 2.1289718 48.8011561, 2.1287999 48.8008566, 2.1287749 48.8008242, 2.1287216 48.8007551, 2.1285908 48.8005835, 2.12852 48.8004654, 2.1284254 48.8003173, 2.1283945 48.8002693, 2.1283575 48.8002049, 2.128348 48.8001773, 2.1283224 48.8001238, 2.1283062 48.8000843, 2.12829 48.8000544, 2.1282228 48.7999521, 2.1281457 48.7998477, 2.1281093 48.7998035, 2.1280937 48.7997774, 2.1280633 48.7997276, 2.1280379 48.7996842)",,,
"[904439593, 902360207]",True,,,Avenue de Paris,residential,,False,140.01500000000001,"LINESTRING (2.1294554 48.8019552, 2.1290464 48.8020576, 2.1286945 48.802153, 2.1286374 48.8021685, 2.1279358 48.8023587, 2.1276799 48.8024217)",5,,
"[19786008, 434722816, 1025279938]",False,4,,Avenue Rockfeller,secondary,50,False,33.153,"LINESTRING (2.1261934 48.8028425, 2.1262374 48.8029083, 2.1262624 48.8029457, 2.1262986 48.8029993, 2.1263267 48.8030465, 2.1263714 48.8031166)",,,
19786008,False,4,,Avenue Rockfeller,secondary,50,True,94.384,"LINESTRING (2.1261934 48.8028425, 2.126104 48.802708, 2.1260417 48.8026116, 2.1259913 48.8025527, 2.1259062 48.8024583, 2.1258294 48.8023905, 2.1257408 48.8023252, 2.1256968 48.8022963, 2.1256086 48.802245, 2.1254506 48.8021684)",,,
116921139,False,,,Avenue de Paris,residential,,False,118.522,"LINESTRING (2.1261934 48.8028425, 2.1262937 48.8028131, 2.1263348 48.8028024, 2.1276463 48.8024281, 2.1276799 48.8024217)",,,
"[895842322, 9923183]",False,"['2', '3']",,Place André Mignot,residential,50,False,141.649,"LINESTRING (2.1310603 48.802339, 2.1312968 48.8027153, 2.1317398 48.8034201, 2.1318001 48.803516)",,,
9923183,False,3,,Place André Mignot,residential,50,True,34.07,"LINESTRING (2.1310603 48.802339, 2.1310178 48.8022713, 2.131004 48.8022494, 2.1308824 48.8020559)",,,
129219367,True,1,,Avenue de Paris,residential,,False,88.267,"LINESTRING (2.1310603 48.802339, 2.1309397 48.8023731, 2.130089 48.8026003, 2.1299466 48.8026422)",,,
155469866,True,2,D 186,Avenue de Paris,primary,50,False,111.158,"LINESTRING (2.1293456 48.8024718, 2.127939 48.8028473)",,,
560562470,False,2,,Avenue de Paris,residential,50,False,32.939,"LINESTRING (2.1293456 48.8024718, 2.129447 48.8026103, 2.1295063 48.8027005, 2.1295327 48.8027411)",,,
"[560562465, 129219370]",True,,,Avenue de Paris,residential,30,False,146.98299999999998,"LINESTRING (2.1295327 48.8027411, 2.1294744 48.8027573, 2.1286841 48.8029769, 2.1281073 48.8031315, 2.1280754 48.8030774, 2.1280225 48.8029877, 2.127939 48.8028473)",,,
560562470,False,2,,Avenue de Paris,residential,50,True,32.939,"LINESTRING (2.1295327 48.8027411, 2.1295063 48.8027005, 2.129447 48.8026103, 2.1293456 48.8024718)",,,
"[155469866, 171837301, 977559022]",True,2,D 186,Avenue de Paris,primary,50,False,117.54599999999999,"LINESTRING (2.127939 48.8028473, 2.12759 48.8029404, 2.1275339 48.8029554, 2.1267804 48.803158, 2.1267256 48.8031728, 2.1266762 48.8031841, 2.1264527 48.8032461)",14,,
116921139,False,,,Avenue de Paris,residential,,True,118.52199999999999,"LINESTRING (2.1276799 48.8024217, 2.1276463 48.8024281, 2.1263348 48.8028024, 2.1262937 48.8028131, 2.1261934 48.8028425)",,,
129225989,True,,,Avenue de Paris,residential,,False,39.888999999999996,"LINESTRING (2.1276799 48.8024217, 2.1276999 48.8024461, 2.1277305 48.8024921, 2.1277766 48.8025727, 2.12783 48.8026577, 2.1278891 48.8027527)",,,
58883040,True,2,D 186,Avenue de Paris,primary,50,False,140.19400000000002,"LINESTRING (2.1278891 48.8027527, 2.1289162 48.8024832, 2.1290383 48.8024399, 2.129221 48.8023564, 2.1294146 48.8023043, 2.1294334 48.8022993, 2.1295177 48.8022766, 2.1296351 48.8022446)",,,
899581524,False,,,Impasse des Chevau-Légers,residential,,True,61.87,"LINESTRING (2.1258829 48.7999967, 2.1259083 48.8000106, 2.1265127 48.8003408, 2.1265331 48.8003519)",7,,
703787405,True,,,Rue de la Chancellerie,unclassified,30,False,127.46900000000001,"LINESTRING (2.1265331 48.8003519, 2.1262702 48.8005669, 2.1260524 48.8007451, 2.1255206 48.8011793, 2.1255167 48.8011832, 2.1254841 48.8012212, 2.1254578 48.801252)",5.5,,
899581524,False,,,Impasse des Chevau-Légers,residential,,False,61.87,"LINESTRING (2.1265331 48.8003519, 2.1265127 48.8003408, 2.1259083 48.8000106, 2.1258829 48.7999967)",7,,
225113530,False,,,Avenue de Sceaux,living_street,,True,1.2,"LINESTRING (2.1270774 48.8007968, 2.1270673 48.8008053)",5,,
19786012,True,2,D 186,Rue Hoche,primary,30,False,25.014,"LINESTRING (2.1269876 48.8046494, 2.1270994 48.8048223, 2.1271202 48.8048567)",,,
77029688,True,2,D 186,Avenue Rockfeller,primary,50,False,26.48,"LINESTRING (2.1269876 48.8046494, 2.1268764 48.8045935, 2.1268444 48.8045522, 2.1268214 48.8044936, 2.1268402 48.8044565)",,,
429077846,False,2,,Avenue de Nepveu Nord,primary,50,True,53.976000000000006,"LINESTRING (2.1269876 48.8046494, 2.1267988 48.8046425, 2.12672 48.8046385, 2.1262571 48.8045893)",,,
1071665287,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,33.882,"LINESTRING (2.1269876 48.8046494, 2.1270954 48.8046118, 2.127169 48.8046176, 2.1274193 48.8046779)",,,
21643732,False,,,Rue du Maréchal Foch,secondary,30,False,60.746,"LINESTRING (2.1317241 48.8060929, 2.1317488 48.8061336, 2.1319419 48.8064526, 2.1320334 48.8065998)",,,
"[19195592, 881931794, 1096509051, 21643732]",False,2,,Rue du Maréchal Foch,secondary,30,True,100.024,"LINESTRING (2.1317241 48.8060929, 2.1316944 48.8060433, 2.1316713 48.8060057, 2.1314796 48.8056889, 2.1312625 48.80533, 2.131241 48.8053005, 2.1312149 48.8052583)",,,
"[19740978, 22475885]",True,,,"['Rue au Pain', 'Rue André Chénier']",living_street,20,False,113.684,"LINESTRING (2.1317241 48.8060929, 2.1323222 48.8059325, 2.1324338 48.8059615, 2.1325554 48.8059926, 2.1327665 48.8063302, 2.1328037 48.8063926)",,,
"[650396120, 650396121, 22475885, 19740983]",True,,,"['Rue au Pain', 'Rue Ducis']",living_street,20,False,112.755,"LINESTRING (2.1312631 48.8068029, 2.1312256 48.806738, 2.1310319 48.8064042, 2.1310704 48.8063373, 2.1311196 48.8062598, 2.1317241 48.8060929)",,,
21643733,False,,,Rue de la Paroisse,tertiary,30,False,60.765,"LINESTRING (2.1312631 48.8068029, 2.1313249 48.8067865, 2.1314007 48.8067668, 2.131552 48.8067274, 2.1318194 48.8066579, 2.1320334 48.8065998)",,,
"[673886816, 427204330]",False,,,Rue de la Paroisse,tertiary,30,True,65.98700000000001,"LINESTRING (2.1312631 48.8068029, 2.1311939 48.8068213, 2.1308084 48.8069272, 2.1306195 48.8069791, 2.1304312 48.8070309)",12,,
"[650396122, 650396123, 19740980, 19740983]",True,,,"['Rue Ducis', 'Rue de la Pourvoierie']",living_street,20,False,113.944,"LINESTRING (2.1323435 48.8071029, 2.1317239 48.8072654, 2.1316146 48.8072362, 2.1315096 48.8072016, 2.131296 48.8068582, 2.1312631 48.8068029)",,,
"[1096517960, 1096517961, 1096517962, 1096517963, 21643730]",False,,,Rue du Maréchal Foch,secondary,30,False,68.781,"LINESTRING (2.1323435 48.8071029, 2.1323766 48.8071482, 2.1324241 48.8072262, 2.1325108 48.8073699, 2.1325717 48.8074707, 2.1326225 48.8075548, 2.13266 48.807617, 2.132671 48.8076353, 2.1326953 48.8076763)",,,
697160644,False,,,Rue du Maréchal Foch,secondary,30,True,60.38,"LINESTRING (2.1323435 48.8071029, 2.1323211 48.8070655, 2.1322824 48.8070042, 2.1321128 48.8067349, 2.1320334 48.8065998)",,,
133137111,False,,,Impasse de Toulouse,living_street,10,False,28.774,"LINESTRING (2.1297372 48.8065306, 2.1298856 48.8067702)",,,
"[28668256, 133137110, 133137111]",False,,,Impasse de Toulouse,"['living_street', 'residential']",10,True,101.27700000000002,"LINESTRING (2.1297372 48.8065306, 2.1294808 48.8061271, 2.1293328 48.8058807, 2.1292694 48.8057752, 2.1292583 48.8057567, 2.1292164 48.8056869)",,,
"[218798048, 528778744, 218798043, 528778742]",False,,,,living_street,10,"[False, True]",31.187,"LINESTRING (2.1297372 48.8065306, 2.1297924 48.8065149, 2.129946 48.8064729, 2.1300817 48.8064336, 2.1300635 48.8064021)",,,building_passage
688947757,False,,,Avenue de Sceaux,tertiary,50,False,117.21100000000001,"LINESTRING (2.1267383 48.8006461, 2.1264072 48.8009103, 2.1259383 48.8012839, 2.1259101 48.8013063, 2.1257197 48.8014591)",10,,
"[1248944627, 891865012, 688947757]",False,,,Avenue de Sceaux,tertiary,50,True,137.89000000000001,"LINESTRING (2.1267383 48.8006461, 2.1274126 48.8001077, 2.1278698 48.7997429, 2.1278946 48.7997231, 2.1279415 48.7996926)","['12', '10']",,
225113530,False,,,Avenue de Sceaux,living_street,,False,1.2,"LINESTRING (2.1270673 48.8008053, 2.1270774 48.8007968)",5,,
133881274,True,,,Avenue de Sceaux,living_street,,False,29.907,"LINESTRING (2.1270673 48.8008053, 2.1269642 48.8007585, 2.1269344 48.8007436, 2.1268073 48.80068, 2.1268017 48.8006772, 2.1267383 48.8006461)",3,,
77029668,True,1,,Avenue de Sceaux,tertiary,50,False,6.846,"LINESTRING (2.1254074 48.8021138, 2.1254506 48.8021684)",5,,
133881274,True,,,Avenue de Sceaux,living_street,,False,189.633,"LINESTRING (2.1254074 48.8021138, 2.1254499 48.8020728, 2.1254948 48.8020352, 2.1270673 48.8008053)",3,,
"[612811061, 684543261]",True,2,D 186,Place Hoche,tertiary,30,False,34.714,"LINESTRING (2.1279932 48.8057121, 2.1280368 48.8057172, 2.1281008 48.805731, 2.1281404 48.8057492, 2.1281786 48.8057802, 2.1282443 48.805885, 2.1282735 48.805935)",,,
891925728,False,,,Rue Eudore Soulié,residential,,True,10.674,"LINESTRING (2.1232871 48.8056313, 2.1231491 48.8056622)",,,
"[1096517963, 1096517964]",False,,,Rue du Maréchal Foch,secondary,30,True,42.972,"LINESTRING (2.1329125 48.8080353, 2.1327229 48.8077213, 2.1326953 48.8076763)",,,
28657114,False,,,Rue de la Chancellerie,unclassified,30,False,6.279,"LINESTRING (2.1254578 48.801252, 2.1254112 48.8012994)",6,,
18779377,True,,,Rue de Fontenay,living_street,20,False,110.785,"LINESTRING (2.1253505 48.8013383, 2.1252566 48.8013053, 2.1251596 48.8013093, 2.1238514 48.8013392)",4.9,,
"[902040664, 703787406, 902040663]",True,,,Rue de la Chancellerie,unclassified,30,False,264.493,"LINESTRING (2.1253505 48.8013383, 2.1252794 48.801396, 2.1246132 48.8019294, 2.1241029 48.802344, 2.1239391 48.8024795, 2.1238268 48.8025685, 2.1236212 48.8027313, 2.1235357 48.802799, 2.1234277 48.802905, 2.1232176 48.8030856, 2.1231576 48.8031331, 2.1231501 48.8031587, 2.1231488 48.8031758, 2.1231522 48.8032067)",7,,
"[1025279937, 550941882]",False,2,,Avenue de Nepveu Sud,secondary,50,False,31.408,"LINESTRING (2.1250416 48.8021142, 2.1250879 48.8021111, 2.1251628 48.802106, 2.1252268 48.8021115, 2.1252817 48.8021177, 2.1253561 48.8021327, 2.1254506 48.8021684)",,,
550941882,False,2,,Avenue de Nepveu Sud,secondary,50,True,14.631,"LINESTRING (2.1250416 48.8021142, 2.1249989 48.8021246, 2.124862 48.8021714)",,,
19786008,False,4,,Avenue Rockfeller,secondary,50,False,94.38400000000001,"LINESTRING (2.1254506 48.8021684, 2.1256086 48.802245, 2.1256968 48.8022963, 2.1257408 48.8023252, 2.1258294 48.8023905, 2.1259062 48.8024583, 2.1259913 48.8025527, 2.1260417 48.8026116, 2.126104 48.802708, 2.1261934 48.8028425)",,,
"[1025279937, 550941882]",False,2,,Avenue de Nepveu Sud,secondary,50,True,31.408000000000005,"LINESTRING (2.1254506 48.8021684, 2.1253561 48.8021327, 2.1252817 48.8021177, 2.1252268 48.8021115, 2.1251628 48.802106, 2.1250879 48.8021111, 2.1250416 48.8021142)",,,
9923182,False,3,,Avenue de Nepveu Sud,secondary,50,True,180.461,"LINESTRING (2.124862 48.8021714, 2.124795 48.8022129, 2.1239018 48.8029328, 2.1237463 48.8030547, 2.1236779 48.8031272, 2.1235806 48.8031996, 2.1235384 48.8032155, 2.12347 48.8032314, 2.1234244 48.8032334, 2.1233793 48.8032318, 2.123187 48.803212, 2.1231522 48.8032067)",,,
28657130,True,1,,Avenue de Sceaux,tertiary,50,False,40.495999999999995,"LINESTRING (2.124862 48.8021714, 2.1248808 48.8021131, 2.1249674 48.8020365, 2.1249893 48.8020204, 2.1251021 48.8019188, 2.1251857 48.8018912)",3.5,,
550941882,False,2,,Avenue de Nepveu Sud,secondary,50,False,14.631,"LINESTRING (2.124862 48.8021714, 2.1249989 48.8021246, 2.1250416 48.8021142)",,,
240513320,True,,,Rue Eudore Soulié,residential,30,False,67.394,"LINESTRING (2.1241411 48.8054055, 2.1232871 48.8056313)",,,
1025279932,True,,,Rue du Peintre Lebrun,residential,30,False,168.054,"LINESTRING (2.1241411 48.8054055, 2.1249485 48.8067313, 2.1249962 48.806808)",,,
711621704,True,1,,Avenue de Saint-Cloud,residential,50,False,106.647,"LINESTRING (2.1304852 48.8046283, 2.129037 48.8045279)",5,,
"[560562496, 891865011]",False,1,,Avenue de Saint-Cloud,residential,50,True,20.033,"LINESTRING (2.1304852 48.8046283, 2.1305689 48.8046337, 2.1306775 48.8046397, 2.1307576 48.8046447)",,,
"[885579384, 560562488]",False,,,Avenue de Saint-Cloud,residential,,True,29.356,"LINESTRING (2.1304852 48.8046283, 2.1304709 48.8047366, 2.1304486 48.8048912)",5,,
"[528778744, 218798043, 218798048, 528778742]",False,,,,living_street,10,"[False, True]",31.186999999999998,"LINESTRING (2.1300635 48.8064021, 2.1300817 48.8064336, 2.129946 48.8064729, 2.1297924 48.8065149, 2.1297372 48.8065306)",,,building_passage
1248944626,False,2,,Avenue de Sceaux,tertiary,50,False,25.88,"LINESTRING (2.1254046 48.8017085, 2.1251857 48.8018912)",,,
77029668,True,1,,Avenue de Sceaux,tertiary,50,False,50.312,"LINESTRING (2.1254046 48.8017085, 2.1252843 48.8018872, 2.1252658 48.8019669, 2.1252832 48.8020066, 2.1252978 48.8020234, 2.1254074 48.8021138)",5,,
"[550941881, 688947757]",False,2,,Avenue de Sceaux,tertiary,50,True,36.079,"LINESTRING (2.1254046 48.8017085, 2.1254697 48.8016568, 2.1254872 48.8016429, 2.1257197 48.8014591)",10,,
550941898,False,4,D 186,Avenue Rockfeller,primary,50,False,13.734,"LINESTRING (2.1268187 48.8043338, 2.1268402 48.8044565)",,,
60758822,False,4,D 186,Avenue Rockfeller,primary,50,True,126.143,"LINESTRING (2.1268187 48.8043338, 2.1268402 48.8042048, 2.1268468 48.8040689, 2.1268357 48.8039419, 2.1268064 48.8038573, 2.1267517 48.8037508, 2.1265653 48.8034129, 2.1265444 48.8033767, 2.1264708 48.8032785, 2.1264527 48.8032461)",,,
1157076187,False,4,D 185,Avenue de Saint-Cloud,primary,50,False,18.996,"LINESTRING (2.1304486 48.8048912, 2.1307065 48.8049094)",,,
"[560562488, 885579384]",False,,,Avenue de Saint-Cloud,residential,,False,29.356,"LINESTRING (2.1304486 48.8048912, 2.1304709 48.8047366, 2.1304852 48.8046283)",5,,
"[1157076187, 704379086]",False,4,D 185,Avenue de Saint-Cloud,primary,50,True,223.125,"LINESTRING (2.1304486 48.8048912, 2.1300788 48.8048631, 2.128997 48.8047808, 2.1283903 48.8047407, 2.1274193 48.8046779)",,,
560562485,False,4,,Avenue de l'Europe,primary,50,False,6.591,"LINESTRING (2.1299466 48.8026422, 2.1299123 48.8025874)",,,
"[560562453, 77029670]",False,"['4', '5']",,Avenue de l'Europe,primary,50,True,171.291,"LINESTRING (2.1299466 48.8026422, 2.1300617 48.8028301, 2.1303532 48.8033058, 2.1307371 48.8039492, 2.1308052 48.804075)",,,
560562489,False,1,,Avenue de Saint-Cloud,residential,50,True,82.263,"LINESTRING (2.1279199 48.8044505, 2.1284272 48.8044857, 2.1290029 48.8045256, 2.129037 48.8045279)",,,
"[560562496, 891865011]",False,1,,Avenue de Saint-Cloud,residential,50,False,20.032999999999998,"LINESTRING (2.1307576 48.8046447, 2.1306775 48.8046397, 2.1305689 48.8046337, 2.1304852 48.8046283)",,,
560562489,False,1,,Avenue de Saint-Cloud,residential,50,False,82.263,"LINESTRING (2.129037 48.8045279, 2.1290029 48.8045256, 2.1284272 48.8044857, 2.1279199 48.8044505)",,,
19786012,True,2,D 186,Rue Hoche,primary,30,False,11.45,"LINESTRING (2.1271202 48.8048567, 2.1271794 48.804952)",,,
688947755,True,1,,Avenue de Sceaux,tertiary_link,50,False,11.738,"LINESTRING (2.1281966 48.7996695, 2.1280379 48.7996842)",,,
"[612803833, 728003833, 552138790, 688947759, 704282297]",True,"['2', '3']",D 10,Avenue du Général de Gaulle,primary,50,False,305.378,"LINESTRING (2.1281966 48.7996695, 2.1282425 48.7997336, 2.1282927 48.7998143, 2.1283617 48.7999418, 2.1284553 48.800087, 2.1285575 48.8002285, 2.1286852 48.8004197, 2.1287637 48.8005379, 2.1288169 48.8006449, 2.1288442 48.8007058, 2.1288764 48.8007548, 2.1288892 48.8008555, 2.1294109 48.8017046, 2.1295533 48.8019381, 2.1295733 48.8019683, 2.1296002 48.802009, 2.129626 48.8020376, 2.1297433 48.8022131)",,,
584908079,True,2,D 10,Rue Royale,primary,50,False,20.322,"LINESTRING (2.1277444 48.7991155, 2.1278341 48.7991869, 2.1279123 48.7992608)",,,
691399690,True,2,D 10,Avenue du Général de Gaulle,primary,50,False,10.372,"LINESTRING (2.128144 48.7995829, 2.1281601 48.7996083, 2.1281966 48.7996695)",,,
688947756,True,1,,Avenue de Sceaux,tertiary_link,50,False,10.047,"LINESTRING (2.1279415 48.7996926, 2.127964 48.7996543, 2.1280034 48.7996124)",,,
"[1248944627, 891865012, 688947757]",False,,,Avenue de Sceaux,tertiary,50,False,137.89,"LINESTRING (2.1279415 48.7996926, 2.1278946 48.7997231, 2.1278698 48.7997429, 2.1274126 48.8001077, 2.1267383 48.8006461)","['12', '10']",,
1249178168,True,1,,Avenue de Sceaux,tertiary_link,50,False,7.122,"LINESTRING (2.1280379 48.7996842, 2.1279415 48.7996926)",,,
1249178169,True,2,D 10,Avenue du Général de Gaulle,primary,50,False,8.374,"LINESTRING (2.1280379 48.7996842, 2.1280034 48.7996124)",,,
688947761,True,1,,Avenue de Sceaux,tertiary_link,50,False,11.559999999999999,"LINESTRING (2.1280034 48.7996124, 2.1280301 48.7995976, 2.1280932 48.7995773, 2.1281209 48.7995766, 2.128144 48.7995829)",,,
"[704282296, 1178515561]",True,"['2', '3']",D 10,Rue Royale,primary,50,False,33.827999999999996,"LINESTRING (2.1280034 48.7996124, 2.1279375 48.7995091, 2.1278643 48.7993924, 2.1278219 48.7993327)",,,
688947760,True,2,D 10,Rue Royale,primary,50,False,24.838,"LINESTRING (2.1278219 48.7993327, 2.1278168 48.7993209, 2.1277862 48.7992551, 2.1277709 48.7992041, 2.1277444 48.7991155)",,,
703787405,True,,,Rue de la Chancellerie,unclassified,30,False,147.515,"LINESTRING (2.1278219 48.7993327, 2.1277581 48.7993771, 2.1277407 48.7993912, 2.1277163 48.79941, 2.1274718 48.7995986, 2.1272155 48.7997993, 2.126999 48.7999757, 2.1267702 48.8001623, 2.1267324 48.8001925, 2.1265331 48.8003519)",5.5,,
1178515562,True,,,Avenue de Sceaux,unclassified,30,False,10.389,"LINESTRING (2.1278219 48.7993327, 2.1278607 48.7993041, 2.1278831 48.7992868, 2.1279123 48.7992608)",,,
584908079,True,2,D 10,Rue Royale,primary,50,False,39.638999999999996,"LINESTRING (2.1279123 48.7992608, 2.1281042 48.7995216, 2.128144 48.7995829)",,,
19195592,False,2,,Rue du Maréchal Foch,secondary,30,True,8.35,"LINESTRING (2.1312149 48.8052583, 2.131182 48.8051864)",,,
"[19195592, 881931794, 1096509051, 21643732]",False,2,,Rue du Maréchal Foch,secondary,30,False,100.02400000000002,"LINESTRING (2.1312149 48.8052583, 2.131241 48.8053005, 2.1312625 48.80533, 2.1314796 48.8056889, 2.1316713 48.8060057, 2.1316944 48.8060433, 2.1317241 48.8060929)",,,
19786013,False,4,D 185,Avenue de Saint-Cloud,primary,50,False,32.943,"LINESTRING (2.1320472 48.8050082, 2.1324944 48.8050401)",,,
