osmid,oneway,name,highway,reversed,length,geometry,junction,ref,maxspeed,lanes,bridge,access
30709621,False,Rue de la Teularie,residential,False,305.006,"LINESTRING (1.4326265 43.6936627, 1.4326268 43.693562, 1.4323077 43.6923867, 1.4322008 43.6920246, 1.4319359 43.6911277, 1.4318918 43.6909738)",,,,,,
1247663763,True,Place de la Pradelle,tertiary,False,12.570999999999998,"LINESTRING (1.4326265 43.6936627, 1.4326645 43.6936691, 1.432699 43.6936824, 1.4327276 43.6937017, 1.4327481 43.6937258)",roundabout,,,,,
929919573,False,Route de Pechbonnieu,tertiary,True,54.561,"LINESTRING (1.4327481 43.6937258, 1.4328855 43.6936633, 1.4333712 43.6935367)",,M 14a,,,,
1247663759,True,Place de la Pradelle,tertiary,False,26.659000000000002,"LINESTRING (1.4327481 43.6937258, 1.4327604 43.6937588, 1.4327577 43.693793, 1.4327402 43.6938249, 1.4327098 43.6938511, 1.4326695 43.6938692, 1.4326234 43.6938771, 1.4325762 43.6938742)",roundabout,,,,,
30730586,False,Place de la Pradelle,residential,True,61.006,"LINESTRING (1.4325762 43.6938742, 1.4325059 43.6940107, 1.4323734 43.6942661, 1.4323101 43.694388)",,,30,,,
"[1247663760, 23500514]",True,Place de la Pradelle,tertiary,False,9.428999999999998,"LINESTRING (1.4325762 43.6938742, 1.4325399 43.6938638, 1.4325085 43.6938469, 1.4324843 43.6938247)",roundabout,,,,,
23500520,True,Place de la Pradelle,tertiary,False,54.043,"LINESTRING (1.4324843 43.6938247, 1.4323151 43.6938347, 1.4320582 43.69386, 1.4319796 43.6938678, 1.4318158 43.6938665)",,M 14a,30,,,
1247663761,True,Place de la Pradelle,tertiary,False,8.732,"LINESTRING (1.4324843 43.6938247, 1.4324698 43.6938007, 1.4324637 43.6937749, 1.4324664 43.6937488)",roundabout,,,,,
1247663762,True,Place de la Pradelle,tertiary,False,17.516,"LINESTRING (1.4324664 43.6937488, 1.4324811 43.6937192, 1.432507 43.6936938, 1.4325419 43.693675, 1.4325829 43.6936644, 1.4326265 43.6936627)",roundabout,,,,,
23500522,True,Place de la Pradelle,tertiary,False,54.150999999999996,"LINESTRING (1.4318158 43.6938665, 1.4319716 43.6938276, 1.4322022 43.6938014, 1.432309 43.6937897, 1.4324664 43.6937488)",,M 14a,30,,,
23500525,False,Rue du Pont Faure,tertiary,True,86.22,"LINESTRING (1.4318158 43.6938665, 1.430895 43.693702, 1.4308432 43.693689, 1.4307768 43.6936752)",,M 14a,30,,,
139399951,False,Rue du Pont Faure,secondary,False,23.79,"LINESTRING (1.4289163 43.6929706, 1.4288562 43.6929455, 1.4286538 43.692872)",,M 14a,30,,,
148256766,True,Rue Magressolles,secondary,False,97.552,"LINESTRING (1.4289163 43.6929706, 1.4289626 43.6929096, 1.4293762 43.6926259, 1.4294423 43.6925809, 1.4294961 43.6925442, 1.4296516 43.6924384, 1.4297837 43.6923625)",,M 59,30,,,
"[23500525, 1252599612, 1252599613]",False,Rue du Pont Faure,tertiary,False,168.863,"LINESTRING (1.4289163 43.6929706, 1.4293816 43.6931442, 1.4295303 43.6932005, 1.4295912 43.6932243, 1.4299007 43.6933452, 1.430059 43.6934049, 1.4307768 43.6936752)",,M 14a,30,,,
30301888,False,Rue du Castel Vieil,residential,False,166.215,"LINESTRING (1.4318918 43.6909738, 1.4318839 43.6908875, 1.4317004 43.6903, 1.4314275 43.6895185)",,,,,,
30709621,False,Rue de la Teularie,residential,True,305.006,"LINESTRING (1.4318918 43.6909738, 1.4319359 43.6911277, 1.4322008 43.6920246, 1.4323077 43.6923867, 1.4326268 43.693562, 1.4326265 43.6936627)",,,,,,
34170099,False,Route de Fonbeauzard,secondary,False,133.66299999999998,"LINESTRING (1.4318918 43.6909738, 1.4320824 43.6908778, 1.4331455 43.6901861)",,M 59,,,,
24225906,True,Avenue du 8 Mai 1945,secondary,False,24.959000000000003,"LINESTRING (1.4232695 43.6885519, 1.4231726 43.6885849, 1.4230137 43.6886766)",,M 914,,,,
1247660698,True,Rond-Point des Dolomites,primary,False,15.09,"LINESTRING (1.4232695 43.6885519, 1.4232152 43.6885294, 1.4231721 43.6884966, 1.4231435 43.6884564)",roundabout,,50,,,
23500538,True,Avenue de Villemur,primary,False,26.252,"LINESTRING (1.4237313 43.6886441, 1.4236438 43.6886064, 1.4235597 43.6885774, 1.423501 43.6885621, 1.4234336 43.6885512)",,M 14,50,,,
"[30353859, 30353860, 23500566]",False,Avenue de Villemur,primary,False,335.63100000000003,"LINESTRING (1.4237313 43.6886441, 1.4237615 43.688679, 1.4241834 43.6892339, 1.4248966 43.6901049, 1.4252743 43.6905518, 1.4253771 43.690655, 1.4254053 43.6906803, 1.4254388 43.6907035, 1.4254978 43.6907423, 1.4255982 43.6907972, 1.4256276 43.6908087, 1.4257071 43.6908361, 1.4260871 43.6909379, 1.4261944 43.6909732)",,M 14,50,2,yes,
44068741,True,Rue du Pont Vieil,primary,False,24.595999999999997,"LINESTRING (1.4267648 43.6914108, 1.4266542 43.6913526, 1.4265799 43.6913244, 1.426507 43.6912925)",,M 14,30,,,
44068747,False,Rue du Pont Vieil,primary,False,93.94500000000001,"LINESTRING (1.4267648 43.6914108, 1.4268305 43.6914805, 1.4269927 43.6916525, 1.427134 43.6918024, 1.4273205 43.6920002, 1.4273772 43.6920604, 1.4274229 43.6921089)",,M 14,30,,,
30702317,False,Place du Général de Gaulle,primary,True,23.26,"LINESTRING (1.4279304 43.6931881, 1.4278749 43.6929828)",,M 14,30,2,,
30702319,False,Rue de l'Église,primary,False,126.52799999999999,"LINESTRING (1.4279304 43.6931881, 1.4279908 43.6933954, 1.4280326 43.693539, 1.4280637 43.6936357, 1.4281421 43.6938653, 1.4281764 43.6939658, 1.4283038 43.6942931)",,M 14,30,,,
30344387,False,Rue Neuve,residential,False,99.558,"LINESTRING (1.428409 43.6945519, 1.4285338 43.69452, 1.4291072 43.6943803, 1.4294652 43.6942238, 1.4295374 43.6941949)",,,30,1,,
30702319,False,Rue de l'Église,primary,False,149.97899999999998,"LINESTRING (1.428409 43.6945519, 1.4284645 43.6947194, 1.4285446 43.6949983, 1.4286022 43.6952395, 1.4286454 43.6954298, 1.4286575 43.6955626, 1.4286233 43.695727, 1.4285835 43.6958441, 1.4285604 43.6958739)",,M 14,30,,,
30702319,False,Rue de l'Église,primary,True,30.028000000000002,"LINESTRING (1.428409 43.6945519, 1.4284004 43.6945205, 1.428344 43.6943736, 1.4283038 43.6942931)",,M 14,30,,,
30702322,False,Route de Villemur,primary,True,14.237,"LINESTRING (1.4284456 43.6960128, 1.4285376 43.6959034)",,M 14,30,,,
30702322,False,Route de Villemur,primary,False,58.071,"LINESTRING (1.4284456 43.6960128, 1.4283723 43.696085, 1.4283256 43.6961319, 1.4282872 43.6961846, 1.428272 43.6963357, 1.4283014 43.6964809, 1.4283048 43.6964978)",,M 14,30,,,
