osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,junction
191813900,2,Avenue Édouard Aynard,primary,30,False,True,63.18899999999999,"LINESTRING (4.7788523 45.7745521, 4.7788442 45.7746301, 4.778835 45.774671, 4.7787984 45.7750058, 4.7787955 45.7750826, 4.7788028 45.7751183)",,,
31531591,,Rue Luizet,residential,20,True,False,96.90700000000001,"LINESTRING (4.7774628 45.7749482, 4.7772842 45.7746815, 4.7770778 45.7743733, 4.7769346 45.7741584)",,,
197683178,1,Avenue Édouard Payen,living_street,20,True,False,129.611,"LINESTRING (4.7774628 45.7749482, 4.7772527 45.7750183, 4.7769381 45.7751386, 4.7765079 45.7753249, 4.7762256 45.7754471, 4.7760133 45.7755265)",,,
31531593,,Rue Bizet,living_street,20,True,False,112.778,"LINESTRING (4.7760133 45.7755265, 4.7754115 45.7746032)",,,
191813899,,Avenue Édouard Payen,residential,20,True,False,104.12400000000001,"LINESTRING (4.7760133 45.7755265, 4.7759221 45.7755483, 4.7749322 45.7757854, 4.7747435 45.7758306)",,,
191102066,,Avenue Édouard Payen,secondary,50,False,False,14.744,"LINESTRING (4.7747435 45.7758306, 4.7745782 45.7758961)",,,
"[293802227, 31531588]",2,Rue Benoît Tabard,secondary,"['50', '30']",False,False,148.353,"LINESTRING (4.7747435 45.7758306, 4.7749273 45.7751878, 4.7751858 45.7748083, 4.7752975 45.7747068, 4.7754115 45.7746032)",,,
191102066,,Avenue Édouard Payen,secondary,50,False,False,29.373,"LINESTRING (4.7745782 45.7758961, 4.7743513 45.7761076)",,,
191102066,,Avenue Édouard Payen,secondary,50,False,True,14.744,"LINESTRING (4.7745782 45.7758961, 4.7747435 45.7758306)",,,
31651738,,Chemin du Chancelier,unclassified,50,True,False,33.824999999999996,"LINESTRING (4.7745782 45.7758961, 4.7746814 45.7759734, 4.7746564 45.7761712)",,,
31652065,2,Avenue Édouard Aynard,primary,50,False,False,34.519999999999996,"LINESTRING (4.7784725 45.7791493, 4.778461 45.7792427, 4.7784728 45.7793743, 4.7784876 45.7794064, 4.7785099 45.7794551)",,,
31652065,2,Avenue Édouard Aynard,primary,50,False,True,33.623000000000005,"LINESTRING (4.7784725 45.7791493, 4.7785292 45.7790051, 4.7785492 45.778957, 4.7785665 45.7789156, 4.7785865 45.7788576)",,,
31531594,,Rue Auguste Tramier,residential,30,True,False,120.86599999999999,"LINESTRING (4.7788028 45.7751183, 4.7788791 45.7751009, 4.7791694 45.7750346, 4.7795611 45.7749468, 4.7802094 45.7748091, 4.7802916 45.7747986)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,False,63.18899999999999,"LINESTRING (4.7788028 45.7751183, 4.7787955 45.7750826, 4.7787984 45.7750058, 4.778835 45.774671, 4.7788442 45.7746301, 4.7788523 45.7745521)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,True,32.938,"LINESTRING (4.7788028 45.7751183, 4.778824 45.7752397, 4.7788407 45.7753072, 4.7788592 45.7753822, 4.7788663 45.7754111)",,,
31652066,2,Avenue du Docteur Terver,primary,30,False,False,4.558,"LINESTRING (4.7783026 45.7733554, 4.7782792 45.7733178)",,,
31531590,,Rue Clément,residential,30,True,False,88.666,"LINESTRING (4.7783026 45.7733554, 4.7783617 45.7733392, 4.7793664 45.7730634)",,,
31652066,2,Avenue du Docteur Terver,primary,30,False,True,139.89,"LINESTRING (4.7783026 45.7733554, 4.7783308 45.7734093, 4.7786711 45.7740615, 4.7788076 45.7744233, 4.7788174 45.7744517, 4.7788523 45.7745521)",,,
31652066,2,Avenue du Docteur Terver,primary,30,False,True,83.461,"LINESTRING (4.7778719 45.7726231, 4.7778986 45.7726693, 4.7779529 45.772763, 4.7780195 45.7728779, 4.77821 45.7732069, 4.778248 45.7732677, 4.7782792 45.7733178)",,,
293802226,,Avenue du Docteur Terver,primary,50,False,False,111.716,"LINESTRING (4.7778719 45.7726231, 4.7778382 45.7725789, 4.7777972 45.772525, 4.7776506 45.7723324, 4.7774806 45.7721092, 4.7773126 45.7719173, 4.7771266 45.7717678)",,,
293802228,,Rue du Hêtre Pourpre,residential,30,False,True,45.757000000000005,"LINESTRING (4.7778719 45.7726231, 4.7779113 45.7726124, 4.7779449 45.7726033, 4.7784216 45.7724737)",,,
31651748,,Chemin de Grandvaux,unclassified,30,False,True,235.89999999999998,"LINESTRING (4.7771266 45.7717678, 4.7770597 45.7717994, 4.776795 45.771946, 4.776441 45.7721082, 4.7759665 45.7723258, 4.7751015 45.7727226, 4.7748818 45.7728262, 4.7746077 45.7729554)",,,
293802226,,Avenue du Docteur Terver,primary,50,False,True,111.71599999999998,"LINESTRING (4.7771266 45.7717678, 4.7773126 45.7719173, 4.7774806 45.7721092, 4.7776506 45.7723324, 4.7777972 45.772525, 4.7778382 45.7725789, 4.7778719 45.7726231)",,,
"[329445820, 18643756, 18643758]",2,Chemin Louis Chirpaz,unclassified,50,False,False,209.366,"LINESTRING (4.7816597 45.7788533, 4.7813912 45.7789239, 4.7812277 45.7789387, 4.7810786 45.778943, 4.7801776 45.7789536, 4.7793454 45.7789529, 4.7793105 45.778953, 4.7791012 45.7789539, 4.7789801 45.778956)",yes,,
666651113,,Chemin des Gantries,unclassified,,False,True,38.414,"LINESTRING (4.7816597 45.7788533, 4.7816901 45.7789501, 4.7815999 45.7791883)",,,
31652065,2,Avenue Édouard Aynard,primary,50,False,False,33.623000000000005,"LINESTRING (4.7785865 45.7788576, 4.7785665 45.7789156, 4.7785492 45.778957, 4.7785292 45.7790051, 4.7784725 45.7791493)",,,
368876528,,Chemin Louis Chirpaz,unclassified,50,True,False,16.733,"LINESTRING (4.7785865 45.7788576, 4.7786892 45.7788489, 4.7787942 45.7788767)",,,
818884881,2,Avenue Édouard Aynard,primary,50,False,True,58.485,"LINESTRING (4.7785865 45.7788576, 4.7786208 45.7787698, 4.7786325 45.7787358, 4.7787667 45.7783469)",,,
18094634,2,Route de Champagne,primary,50,False,False,12.306,"LINESTRING (4.7785583 45.7795605, 4.7785099 45.7794551)",,,
23081202,,Rue Joseph Rimaud,unclassified,,True,False,36.181,"LINESTRING (4.7785583 45.7795605, 4.7784663 45.7795769, 4.7783133 45.7796048, 4.7781498 45.7797005)",,,
31652063,2,Rue Joseph Rimaud,unclassified,,True,False,41.785000000000004,"LINESTRING (4.7781498 45.7797005, 4.7782398 45.7795491, 4.7783144 45.7795162, 4.7783824 45.7794862, 4.7784143 45.7794792, 4.7785099 45.7794551)",,,
31531585,2,Chemin du Randin,unclassified,,False,True,66.571,"LINESTRING (4.7825515 45.7729524, 4.7826878 45.7731891, 4.78284 45.773401, 4.7829085 45.7734963)",,,
"[139713497, 139713498]",,Chemin de la Vernique,unclassified,,False,True,143.133,"LINESTRING (4.7825515 45.7729524, 4.782677 45.772827, 4.7828327 45.7725268, 4.7832639 45.7720651, 4.7833988 45.7718184)",,,
181441158,,Chemin du Randin,unclassified,50,False,False,84.661,"LINESTRING (4.7825515 45.7729524, 4.7824995 45.7729118, 4.7822876 45.7728555, 4.7819081 45.7727747, 4.7815188 45.7727587)",,,
181441158,,Chemin du Randin,unclassified,50,False,False,92.78399999999999,"LINESTRING (4.7808279 45.7727196, 4.780762 45.7726767, 4.7807195 45.7726224, 4.7805544 45.7722787, 4.7803494 45.7719623)",,,
181441158,,Chemin du Randin,unclassified,50,False,True,54.0,"LINESTRING (4.7808279 45.7727196, 4.7809326 45.7727421, 4.7815188 45.7727587)",,,
31531587,,Rue du Hêtre Pourpre,residential,30,True,False,113.43,"LINESTRING (4.7803494 45.7719623, 4.7789807 45.7723217)",,,
181441158,,Chemin du Randin,unclassified,50,False,False,74.6,"LINESTRING (4.7803494 45.7719623, 4.7801052 45.771636, 4.7798112 45.7714132)",,,
181441158,,Chemin du Randin,unclassified,50,False,True,92.78399999999999,"LINESTRING (4.7803494 45.7719623, 4.7805544 45.7722787, 4.7807195 45.7726224, 4.780762 45.7726767, 4.7808279 45.7727196)",,,
31531587,,Rue du Hêtre Pourpre,residential,30,True,False,46.541,"LINESTRING (4.7789807 45.7723217, 4.7784216 45.7724737)",,,
31531589,,Chemin des Tilleuls,residential,30,False,False,87.731,"LINESTRING (4.7789807 45.7723217, 4.7793664 45.7730634)",,,
31531589,,Chemin des Tilleuls,residential,30,False,True,87.731,"LINESTRING (4.7793664 45.7730634, 4.7789807 45.7723217)",,,
31531590,,Rue Clément,residential,30,True,False,120.63300000000001,"LINESTRING (4.7793664 45.7730634, 4.7797475 45.7729553, 4.7799516 45.7728771, 4.7804708 45.7727465, 4.7808279 45.7727196)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,False,134.37900000000002,"LINESTRING (4.7767209 45.7738459, 4.7767697 45.7738295, 4.7771861 45.77369, 4.7772765 45.7736617, 4.7773607 45.7736353, 4.7776328 45.7735405, 4.7781723 45.7733546, 4.7782792 45.7733178)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,True,107.222,"LINESTRING (4.7767209 45.7738459, 4.7766571 45.7738685, 4.7761885 45.7740348, 4.7758291 45.774277, 4.7756238 45.7744153)",,,
704456242,,Rue Luizet,residential,20,False,True,38.499,"LINESTRING (4.7767209 45.7738459, 4.7767597 45.7739026, 4.7769346 45.7741584)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,True,26.602,"LINESTRING (4.7756238 45.7744153, 4.7754115 45.7746032)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,False,107.222,"LINESTRING (4.7756238 45.7744153, 4.7758291 45.774277, 4.7761885 45.7740348, 4.7766571 45.7738685, 4.7767209 45.7738459)",,,
"[293802229, 31651749]",,Rue du Prieuré,residential,"['30', '50']",False,True,180.453,"LINESTRING (4.7756238 45.7744153, 4.7755662 45.7743325, 4.7751962 45.7738009, 4.7746413 45.7730036, 4.7746077 45.7729554)",,,
31652066,2,Avenue du Docteur Terver,primary,30,False,True,4.558,"LINESTRING (4.7782792 45.7733178, 4.7783026 45.7733554)",,,
31652066,2,Avenue du Docteur Terver,primary,30,False,False,83.461,"LINESTRING (4.7782792 45.7733178, 4.778248 45.7732677, 4.77821 45.7732069, 4.7780195 45.7728779, 4.7779529 45.772763, 4.7778986 45.7726693, 4.7778719 45.7726231)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,True,134.379,"LINESTRING (4.7782792 45.7733178, 4.7781723 45.7733546, 4.7776328 45.7735405, 4.7773607 45.7736353, 4.7772765 45.7736617, 4.7771861 45.77369, 4.7767697 45.7738295, 4.7767209 45.7738459)",,,
293802227,2,Rue Benoît Tabard,secondary,30,False,False,26.602,"LINESTRING (4.7754115 45.7746032, 4.7756238 45.7744153)",,,
"[293802227, 31531588]",2,Rue Benoît Tabard,secondary,"['30', '50']",False,True,148.353,"LINESTRING (4.7754115 45.7746032, 4.7752975 45.7747068, 4.7751858 45.7748083, 4.7749273 45.7751878, 4.7747435 45.7758306)",,,
31651723,,Rue Auguste Tramier,residential,30,False,False,11.739,"LINESTRING (4.7811708 45.7746199, 4.7813203 45.7746034)",,,
220130720,,Rue du Docteur Louis Chatillon,residential,30,True,False,68.38899999999998,"LINESTRING (4.7811708 45.7746199, 4.7811397 45.7745629, 4.7809404 45.7741721, 4.7809057 45.7741074, 4.7808872 45.7740728, 4.7808682 45.7740423)",,,
220130721,,Rue Auguste Tramier,residential,30,False,True,71.068,"LINESTRING (4.7811708 45.7746199, 4.7804223 45.7747803, 4.7802916 45.7747986)",,,
31651133,,Place de la Libération,residential,30,False,False,37.693,"LINESTRING (4.7789313 45.7759535, 4.778828 45.775976, 4.7784674 45.7760546)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,False,60.639,"LINESTRING (4.7789313 45.7759535, 4.7789291 45.7757887, 4.7789048 45.7755675, 4.7788772 45.775455, 4.7788663 45.7754111)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,True,102.54400000000001,"LINESTRING (4.7789313 45.7759535, 4.7789158 45.7761034, 4.7789019 45.7762381, 4.7789059 45.7764152, 4.778908 45.7765078, 4.7789116 45.7766642, 4.7789087 45.7767969, 4.7789082 45.7768749)",,,
31651133,,Place de la Libération,residential,30,False,True,8.886,"LINESTRING (4.7783591 45.7760807, 4.7784674 45.7760546)",,,
197705390,,Place de la Libération,residential,30,True,False,59.60300000000001,"LINESTRING (4.7783591 45.7760807, 4.7783237 45.7761594, 4.7781925 45.7762056, 4.778154 45.7762088, 4.7781233 45.7762032, 4.7780996 45.7761764, 4.7780946 45.7761708, 4.7780788 45.7761529, 4.7780753 45.7761282, 4.778099 45.7761058, 4.7781825 45.7760809, 4.7782262 45.7760684, 4.7782926 45.7760708, 4.7783591 45.7760807)",,,
31651133,,Place de la Libération,residential,30,False,False,8.886,"LINESTRING (4.7784674 45.7760546, 4.7783591 45.7760807)",,,
31651133,,Place de la Libération,residential,30,False,True,37.693,"LINESTRING (4.7784674 45.7760546, 4.778828 45.775976, 4.7789313 45.7759535)",,,
31651134,,Place de la Libération,residential,30,True,False,78.241,"LINESTRING (4.7784674 45.7760546, 4.7784497 45.7760177, 4.7782972 45.7756997, 4.778147 45.7753874)",,,
31651722,,Allée du Sage,residential,,False,False,84.589,"LINESTRING (4.7815188 45.7727587, 4.7819104 45.7734687)",,,
181441158,,Chemin du Randin,unclassified,50,False,False,54.0,"LINESTRING (4.7815188 45.7727587, 4.7809326 45.7727421, 4.7808279 45.7727196)",,,
181441158,,Chemin du Randin,unclassified,50,False,True,84.661,"LINESTRING (4.7815188 45.7727587, 4.7819081 45.7727747, 4.7822876 45.7728555, 4.7824995 45.7729118, 4.7825515 45.7729524)",,,
31651722,,Allée du Sage,residential,,False,True,84.589,"LINESTRING (4.7819104 45.7734687, 4.7815188 45.7727587)",,,
31531581,1,Avenue Raymond de Veyssière,secondary,30,False,False,82.486,"LINESTRING (4.7818503 45.7737576, 4.7817473 45.7737875, 4.7808682 45.7740423)",,,
31531581,1,Avenue Raymond de Veyssière,secondary,30,False,True,87.063,"LINESTRING (4.7818503 45.7737576, 4.7824584 45.7736075, 4.7827184 45.7735433, 4.7829085 45.7734963)",,,
220130614,,Rue Auguste Tramier,residential,30,False,True,38.284,"LINESTRING (4.7818503 45.7737576, 4.781875 45.7738067, 4.7818982 45.7738299, 4.7819551 45.773887, 4.7819821 45.7739324, 4.7820609 45.7740669)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,False,32.938,"LINESTRING (4.7788663 45.7754111, 4.7788592 45.7753822, 4.7788407 45.7753072, 4.778824 45.7752397, 4.7788028 45.7751183)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,True,60.639,"LINESTRING (4.7788663 45.7754111, 4.7788772 45.775455, 4.7789048 45.7755675, 4.7789291 45.7757887, 4.7789313 45.7759535)",,,
31651725,,Allée des Tullistes,residential,30,False,True,61.126999999999995,"LINESTRING (4.780265 45.7753472, 4.7802871 45.7751096, 4.7803017 45.7748559, 4.7802916 45.7747986)",,,
"[31651728, 220198693, 31651727]",,Allée des Tullistes,residential,30,True,False,118.94800000000001,"LINESTRING (4.780265 45.7753472, 4.7802391 45.7753865, 4.7801458 45.7754327, 4.7798581 45.7754726, 4.7798053 45.7754658, 4.7796646 45.7754179, 4.7796459 45.7754117, 4.77954 45.7753756, 4.7793689 45.7753131, 4.7792986 45.7753279, 4.7791514 45.7753588, 4.77893 45.7753994, 4.7788663 45.7754111)",,building_passage,
31651725,,Allée des Tullistes,residential,30,False,False,61.127,"LINESTRING (4.7802916 45.7747986, 4.7803017 45.7748559, 4.7802871 45.7751096, 4.780265 45.7753472)",,,
220130721,,Rue Auguste Tramier,residential,30,False,False,71.068,"LINESTRING (4.7802916 45.7747986, 4.7804223 45.7747803, 4.7811708 45.7746199)",,,
31651729,,Avenue Édouard Aynard,primary,50,True,False,8.545,"LINESTRING (4.7789282 45.7771944, 4.7788812 45.7771249)",,,
818871181,2,Avenue Édouard Aynard,primary,50,False,False,129.62699999999998,"LINESTRING (4.7789282 45.7771944, 4.7789294 45.7772434, 4.7789441 45.777681, 4.7789333 45.7778305, 4.7789059 45.7779274, 4.7788427 45.7781133, 4.7787667 45.7783469)",,,
31651730,,Chemin de Charrière Blanche,tertiary,,True,False,19.081,"LINESTRING (4.7761728 45.7781297, 4.7761369 45.7781159, 4.7761089 45.7780949, 4.7760919 45.7780689, 4.7760874 45.7780405, 4.7760959 45.7780125, 4.7761165 45.7779878)",,,roundabout
31651731,2,Chemin de Charrière Blanche,tertiary,50,False,False,17.247,"LINESTRING (4.7761728 45.7781297, 4.7761335 45.7781709, 4.7760306 45.7782484)",,,
31651730,,Chemin de Charrière Blanche,tertiary,,True,False,22.85,"LINESTRING (4.7761165 45.7779878, 4.7761437 45.7779704, 4.7761768 45.7779592, 4.7762131 45.7779549, 4.7762497 45.7779579, 4.7762835 45.777968, 4.7763119 45.7779843, 4.7763326 45.7780056, 4.7763437 45.7780301)",,,roundabout
31651736,,Chemin du Chancelier,unclassified,50,False,False,234.54499999999996,"LINESTRING (4.7761165 45.7779878, 4.77608 45.7779514, 4.775826 45.7777061, 4.7756425 45.7775085, 4.7755038 45.7773704, 4.7754009 45.7773193, 4.7752015 45.7770893, 4.7749747 45.7768229, 4.7748327 45.7765749, 4.774702 45.7763542, 4.7746564 45.7761712)",,,
31651731,2,Chemin de Charrière Blanche,tertiary,50,False,True,17.247,"LINESTRING (4.7760306 45.7782484, 4.7761335 45.7781709, 4.7761728 45.7781297)",,,
31652062,,Chemin du Chancelier,living_street,,False,False,18.88,"LINESTRING (4.7760306 45.7782484, 4.7760781 45.7783069, 4.7761422 45.7783992)",,,
368876529,,Chemin de Charrière Blanche,tertiary,50,False,False,247.192,"LINESTRING (4.7760306 45.7782484, 4.7758325 45.7783648, 4.7756844 45.778456, 4.7755741 45.7785247, 4.7751069 45.7789967, 4.7750286 45.7790644, 4.7749453 45.7791241, 4.7748497 45.7791733, 4.7747501 45.7792145, 4.7746144 45.7792515, 4.7745511 45.7792624, 4.7744602 45.7792709, 4.7739057 45.7792836, 4.7735859 45.7792874, 4.7734813 45.7792887)",,,
31651734,,Chemin de Charrière Blanche,tertiary,50,True,False,16.714,"LINESTRING (4.7786338 45.7771311, 4.778727 45.7770658, 4.7787932 45.7770304)",,,
31651735,2,Chemin de Charrière Blanche,tertiary,50,False,False,205.917,"LINESTRING (4.7786338 45.7771311, 4.7783569 45.7772741, 4.7782738 45.7773282, 4.7781416 45.7773964, 4.7780166 45.7774609, 4.7779837 45.7774779, 4.7777227 45.7775925, 4.7769508 45.7778858, 4.7768758 45.7779139, 4.7766398 45.7779943, 4.776605 45.7779998, 4.7764122 45.7780262, 4.7763437 45.7780301)",,,
361586971,,Avenue Édouard Aynard,primary,50,True,False,6.96,"LINESTRING (4.7789082 45.7768749, 4.7789356 45.7769345)",,,
191813900,2,Avenue Édouard Aynard,primary,30,False,False,102.544,"LINESTRING (4.7789082 45.7768749, 4.7789087 45.7767969, 4.7789116 45.7766642, 4.778908 45.7765078, 4.7789059 45.7764152, 4.7789019 45.7762381, 4.7789158 45.7761034, 4.7789313 45.7759535)",,,
31651736,,Chemin du Chancelier,unclassified,50,False,True,234.545,"LINESTRING (4.7746564 45.7761712, 4.774702 45.7763542, 4.7748327 45.7765749, 4.7749747 45.7768229, 4.7752015 45.7770893, 4.7754009 45.7773193, 4.7755038 45.7773704, 4.7756425 45.7775085, 4.775826 45.7777061, 4.77608 45.7779514, 4.7761165 45.7779878)",,,
31651741,,Chemin du Chancelier,unclassified,50,True,False,25.835,"LINESTRING (4.7746564 45.7761712, 4.7745371 45.776111, 4.7744808 45.77611, 4.7743513 45.7761076)",,,
191102066,,Avenue Édouard Payen,secondary,50,False,True,29.373,"LINESTRING (4.7743513 45.7761076, 4.7745782 45.7758961)",,,
147419778,2,Avenue Guy de Collongue,secondary,50,False,False,67.00699999999999,"LINESTRING (4.7743513 45.7761076, 4.774296 45.7761751, 4.7739608 45.7765841, 4.7739226 45.7766308)",,,
147420291,,Avenue du Professeur Paul Santy,secondary,50,True,False,37.695,"LINESTRING (4.7743513 45.7761076, 4.7742415 45.7760381, 4.7741872 45.7760037, 4.7741372 45.7759599, 4.7740828 45.7758372)",,,
31651747,,Avenue du Professeur Paul Santy,secondary,50,True,False,27.465,"LINESTRING (4.7727815 45.7741098, 4.7726735 45.774038, 4.7725142 45.7739481)",,,
31651751,1,Avenue du Professeur Paul Santy,secondary,50,False,True,217.435,"LINESTRING (4.7727815 45.7741098, 4.7728687 45.7742477, 4.7736084 45.7752581, 4.7739551 45.7757346, 4.7740828 45.7758372)",,,
31651744,,Avenue du Professeur Paul Santy,secondary,,True,False,13.005,"LINESTRING (4.7725142 45.7739481, 4.7724612 45.7739444, 4.7724116 45.7739206, 4.7723834 45.7738883)",,,roundabout
31651744,,Avenue du Professeur Paul Santy,secondary,,True,False,11.971,"LINESTRING (4.7726597 45.7737719, 4.7726724 45.7738065, 4.7726697 45.7738434, 4.772659 45.7738776)",,,roundabout
31651748,,Chemin de Grandvaux,unclassified,30,False,False,176.269,"LINESTRING (4.7726597 45.7737719, 4.7727764 45.7737199, 4.7736407 45.7733623, 4.7742484 45.7731066, 4.7744341 45.7730285, 4.7745345 45.7729862, 4.7746077 45.7729554)",,,
31651744,,Avenue du Professeur Paul Santy,secondary,,True,False,14.231000000000002,"LINESTRING (4.772659 45.7738776, 4.7726228 45.7739131, 4.7725779 45.7739346, 4.7725142 45.7739481)",,,roundabout
31651745,,Avenue du Professeur Paul Santy,secondary,50,True,False,27.622999999999998,"LINESTRING (4.772659 45.7738776, 4.7727458 45.7740104, 4.7727815 45.7741098)",,,
31651748,,Chemin de Grandvaux,unclassified,30,False,False,235.89999999999998,"LINESTRING (4.7746077 45.7729554, 4.7748818 45.7728262, 4.7751015 45.7727226, 4.7759665 45.7723258, 4.776441 45.7721082, 4.776795 45.771946, 4.7770597 45.7717994, 4.7771266 45.7717678)",,,
31651748,,Chemin de Grandvaux,unclassified,30,False,True,176.269,"LINESTRING (4.7746077 45.7729554, 4.7745345 45.7729862, 4.7744341 45.7730285, 4.7742484 45.7731066, 4.7736407 45.7733623, 4.7727764 45.7737199, 4.7726597 45.7737719)",,,
"[293802229, 31651749]",,Rue du Prieuré,residential,"['50', '30']",False,False,180.453,"LINESTRING (4.7746077 45.7729554, 4.7746413 45.7730036, 4.7751962 45.7738009, 4.7755662 45.7743325, 4.7756238 45.7744153)",,,
31651750,,Avenue du Professeur Paul Santy,secondary,50,True,False,39.158,"LINESTRING (4.7740828 45.7758372, 4.7742428 45.7758666, 4.7743888 45.7758901, 4.7744524 45.7758921, 4.7745782 45.7758961)",,,
31651751,1,Avenue du Professeur Paul Santy,secondary,50,False,False,217.435,"LINESTRING (4.7740828 45.7758372, 4.7739551 45.7757346, 4.7736084 45.7752581, 4.7728687 45.7742477, 4.7727815 45.7741098)",,,
18094634,2,Route de Champagne,primary,50,False,True,12.306,"LINESTRING (4.7785099 45.7794551, 4.7785583 45.7795605)",,,
31652065,2,Avenue Édouard Aynard,primary,50,False,True,34.519999999999996,"LINESTRING (4.7785099 45.7794551, 4.7784876 45.7794064, 4.7784728 45.7793743, 4.778461 45.7792427, 4.7784725 45.7791493)",,,
666651113,,Chemin des Gantries,unclassified,,False,False,38.414,"LINESTRING (4.7815999 45.7791883, 4.7816901 45.7789501, 4.7816597 45.7788533)",,,
31651744,,Avenue du Professeur Paul Santy,secondary,,True,False,17.418999999999997,"LINESTRING (4.7724753 45.7737237, 4.7725189 45.7737148, 4.7725672 45.7737139, 4.7726067 45.7737228, 4.7726396 45.7737447, 4.7726597 45.7737719)",,,roundabout
31651744,,Avenue du Professeur Paul Santy,secondary,,True,False,21.287,"LINESTRING (4.7723834 45.7738883, 4.772374 45.7738476, 4.7723807 45.7738135, 4.7723982 45.7737784, 4.772421 45.7737527, 4.7724411 45.7737368, 4.7724753 45.7737237)",,,roundabout
147419778,2,Avenue Guy de Collongue,secondary,50,False,True,67.007,"LINESTRING (4.7739226 45.7766308, 4.7739608 45.7765841, 4.774296 45.7761751, 4.7743513 45.7761076)",,,
220130614,,Rue Auguste Tramier,residential,30,False,False,38.284,"LINESTRING (4.7820609 45.7740669, 4.7819821 45.7739324, 4.7819551 45.773887, 4.7818982 45.7738299, 4.781875 45.7738067, 4.7818503 45.7737576)",,,
