osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,width,maxspeed,junction,tunnel,access
163629301,True,D 58,Place Charles de Gaulle,tertiary,False,37.632999999999996,"LINESTRING (3.1141288 50.367694, 3.1142036 50.3675349, 3.1142224 50.3674886, 3.1142351 50.3674511, 3.114248 50.367406, 3.1142597 50.3673664)",,,,,,
975421843,False,D 58,Rue Arthur Lamendin,tertiary,False,47.315,"LINESTRING (3.1141288 50.367694, 3.113999 50.367887, 3.1139247 50.367998, 3.1138567 50.3680823)",,,,,,
27046483,False,D 58,Rue Alcide Moché,tertiary,True,62.783,"LINESTRING (3.1157285 50.366913, 3.1156875 50.366943, 3.1156419 50.3669692, 3.115592 50.3669947, 3.1155394 50.367017, 3.1154829 50.3670364, 3.1154193 50.3670574, 3.1153479 50.3670779, 3.1152717 50.3670932, 3.1151833 50.3671098, 3.1150946 50.3671241, 3.1149414 50.3671451)",,,,,,
298883036,False,D 58,Rue Alcide Moché,tertiary,False,89.20100000000001,"LINESTRING (3.1157285 50.366913, 3.115773 50.3668726, 3.1158523 50.3667947, 3.1159344 50.3666991, 3.1159662 50.366666, 3.1162562 50.3664176, 3.116298 50.3663878, 3.1163567 50.3663468, 3.1164755 50.3662714)",,,,,,
60413741,False,,,residential,False,4.844,"LINESTRING (3.1055426 50.3608187, 3.1056019 50.3608403)",,,,,,
596101745,True,D 645,Avenue du Maréchal Leclerc,secondary,False,148.731,"LINESTRING (3.1055426 50.3608187, 3.1056265 50.3607923, 3.1056716 50.3607768, 3.1057151 50.3607603, 3.1064312 50.3604816, 3.1066008 50.3604195, 3.1066487 50.3604003, 3.106702 50.3603793, 3.1067509 50.3603564, 3.1068188 50.360313, 3.1068501 50.3602923, 3.1068793 50.3602746, 3.1069231 50.3602569, 3.1071552 50.3601646, 3.1072205 50.3601408, 3.1073145 50.360111)",1,3,,,,
"[83948058, 976057887]",False,,Rue de Lambres,residential,True,58.896,"LINESTRING (3.1055426 50.3608187, 3.10548 50.360774, 3.1054458 50.3607495, 3.1052577 50.360615, 3.1051664 50.3605498, 3.1049898 50.3604235)",,,,,,
298883036,False,D 58,Rue Alcide Moché,tertiary,False,71.67,"LINESTRING (3.1164755 50.3662714, 3.1166421 50.3661844, 3.1167726 50.3661169, 3.1172599 50.3658651)",,,,,,
298883036,False,D 58,Rue Alcide Moché,tertiary,True,89.201,"LINESTRING (3.1164755 50.3662714, 3.1163567 50.3663468, 3.116298 50.3663878, 3.1162562 50.3664176, 3.1159662 50.366666, 3.1159344 50.3666991, 3.1158523 50.3667947, 3.115773 50.3668726, 3.1157285 50.366913)",,,,,,
961981327,True,D 58A,Rue Ambroise Croizat,tertiary,False,27.570999999999998,"LINESTRING (3.1179112 50.3659192, 3.1178201 50.3658589, 3.1177656 50.3658219, 3.1177233 50.3657963, 3.1176958 50.3657822, 3.1176643 50.3657689, 3.1176244 50.3657537)",,,,,,
103020158,False,,Rue Marcel Sembat,residential,True,26.19,"LINESTRING (3.1092881 50.3666931, 3.1091702 50.3664699)",,,,,,
103086765,True,,Rue Anatole France,residential,False,86.224,"LINESTRING (3.1092881 50.3666931, 3.1081895 50.3670251)",,,,,,
103020158,False,,Rue Marcel Sembat,residential,False,90.747,"LINESTRING (3.1092881 50.3666931, 3.1093307 50.3667668, 3.1093562 50.3668061, 3.1093857 50.3668412, 3.1094165 50.3668703, 3.1094668 50.3669095, 3.1095171 50.366943, 3.1095761 50.3669764, 3.1101701 50.3672591)",,,,,,
660160154,True,,,tertiary,False,4.825,"LINESTRING (3.1116745 50.3645133, 3.1116552 50.3645057, 3.1116382 50.3644961, 3.1116239 50.3644849)",,,50,roundabout,,
103020158,False,,Rue Marcel Sembat,residential,False,154.752,"LINESTRING (3.1084912 50.3651473, 3.1085134 50.3651906, 3.1091702 50.3664699)",,,,,,
163107925,False,D 13,Rue de Douai,tertiary,False,214.15300000000005,"LINESTRING (3.1084912 50.3651473, 3.109125 50.3651034, 3.1092035 50.3650979, 3.1093047 50.3650896, 3.1093747 50.3650818, 3.1094492 50.3650708, 3.1095265 50.365057, 3.109607 50.3650413, 3.1096877 50.365023, 3.1097768 50.3650009, 3.1098282 50.3649883, 3.1098884 50.3649716, 3.1100019 50.364938, 3.1100777 50.3649138, 3.1101747 50.3648813, 3.1103244 50.3648274, 3.110801 50.3646511, 3.1110775 50.3645466, 3.1112694 50.3644741)",,,50,,,
163107925,False,D 13,Rue de Douai,tertiary,True,16.58,"LINESTRING (3.1084912 50.3651473, 3.1083772 50.3651559, 3.1082593 50.365166)",,,50,,,
660158170,True,D 13,Rue de Verdun,tertiary,False,93.87,"LINESTRING (3.111689 50.3643558, 3.111775 50.3643244, 3.111897 50.3642786, 3.1120325 50.3642277, 3.1121894 50.3641661, 3.1122523 50.3641358, 3.1123154 50.3641054, 3.112576 50.3639749, 3.11264 50.3639428, 3.1126678 50.3639276, 3.1127696 50.363872)",,,50,,,
660160155,True,,,tertiary,False,20.187000000000005,"LINESTRING (3.111689 50.3643558, 3.1117101 50.3643521, 3.1117319 50.3643506, 3.1117537 50.3643514, 3.1117751 50.3643544, 3.1117955 50.3643596, 3.1118142 50.3643668, 3.1118309 50.3643758, 3.111845 50.3643865, 3.1118563 50.3643984, 3.1118644 50.3644114, 3.1118691 50.3644251, 3.1118702 50.364439, 3.1118678 50.3644529)",,,,roundabout,,
68880138,False,,Rue Léon Gambetta,residential,False,32.379999999999995,"LINESTRING (3.1149941 50.3612001, 3.115017 50.3614191, 3.1150257 50.3614906)",,,,,,
68880138,False,,Rue Léon Gambetta,residential,True,119.162,"LINESTRING (3.1149941 50.3612001, 3.1149656 50.3608932, 3.114958 50.3608501, 3.1149445 50.3608073, 3.1149285 50.3607705, 3.1149003 50.3607166, 3.1148466 50.3606262, 3.1146213 50.3602589, 3.1145713 50.3601736)",,,,,,
1172774088,True,,Rue Jules Ferry,residential,False,140.14100000000002,"LINESTRING (3.1149941 50.3612001, 3.1150706 50.3611735, 3.1161879 50.3607702, 3.1166102 50.3606217, 3.1167144 50.3605806)",,,,,,
68880138,False,,Rue Léon Gambetta,residential,False,119.162,"LINESTRING (3.1145713 50.3601736, 3.1146213 50.3602589, 3.1148466 50.3606262, 3.1149003 50.3607166, 3.1149285 50.3607705, 3.1149445 50.3608073, 3.114958 50.3608501, 3.1149656 50.3608932, 3.1149941 50.3612001)",,,,,,
103057333,False,,Rue Jules Ferry,residential,True,34.498,"LINESTRING (3.1167144 50.3605806, 3.116928 50.3604908, 3.1171219 50.3604113)",,,,,,
198128070,True,,Rue Anne Godeau,residential,False,61.839999999999996,"LINESTRING (3.1177699 50.3615727, 3.1177056 50.3615253, 3.1175677 50.3614156, 3.1175034 50.36136, 3.1174435 50.3613053, 3.1172563 50.3611241)",,,,,,
