osmid,oneway,lanes,ref,highway,reversed,length,geometry,junction,name,maxspeed,access,bridge
8078052,True,1,D 392,secondary,False,57.679,"LINESTRING (-2.3326106 47.2656265, -2.3329654 47.2653262, -2.3330624 47.2652757, -2.3331261 47.2652489)",,,,,
8078041,True,2,,secondary,False,15.963999999999999,"LINESTRING (-2.3331261 47.2652489, -2.3331966 47.265249, -2.3332644 47.2652358, -2.333324 47.2652102)",roundabout,,,,
8078041,True,2,,secondary,False,16.856,"LINESTRING (-2.333324 47.2652102, -2.3333729 47.2651721, -2.333403 47.2651259, -2.3334118 47.2650757)",roundabout,,,,
25556231,True,1,,residential,False,33.473,"LINESTRING (-2.333324 47.2652102, -2.3334041 47.2652186, -2.3337529 47.2652857)",,Avenue Camille Flammarion,,,
8078041,True,2,,secondary,False,9.549,"LINESTRING (-2.3334118 47.2650757, -2.3334052 47.2650419, -2.3333887 47.2650097, -2.3333779 47.2649936)",roundabout,,,,
8078041,True,2,,secondary,False,17.883,"LINESTRING (-2.3333779 47.2649936, -2.3333134 47.2649461, -2.3332514 47.2649227, -2.3331823 47.264912)",roundabout,,,,
24676825,True,1,D 392,secondary,False,122.92000000000002,"LINESTRING (-2.3333779 47.2649936, -2.3334381 47.2648673, -2.3335768 47.2646957, -2.3336769 47.2645535, -2.3338448 47.2643039, -2.3339476 47.2640828, -2.3339816 47.263972)",,Avenue du Baulois,,,
8078041,True,2,,secondary,False,11.799,"LINESTRING (-2.3331823 47.264912, -2.3331043 47.2649161, -2.333032 47.2649362)",roundabout,,,,
8078041,True,2,,secondary,False,16.273,"LINESTRING (-2.333032 47.2649362, -2.3329766 47.2649673, -2.3329366 47.2650079, -2.3329152 47.2650544)",roundabout,,,,
25556444,True,1,,residential,False,37.127,"LINESTRING (-2.333032 47.2649362, -2.3328005 47.2649199, -2.3326719 47.2649318, -2.3325513 47.2649638)",,,,,
8078041,True,2,,secondary,False,8.501999999999999,"LINESTRING (-2.3329152 47.2650544, -2.3329127 47.2650926, -2.3329228 47.2651302)",roundabout,,,,
8078041,True,2,,secondary,False,21.287999999999997,"LINESTRING (-2.3329228 47.2651302, -2.3329526 47.2651736, -2.332999 47.2652096, -2.3330584 47.2652354, -2.3331261 47.2652489)",roundabout,,,,
8078053,True,1,D 392,secondary,False,60.337999999999994,"LINESTRING (-2.3329228 47.2651302, -2.3328967 47.2652147, -2.332867 47.2652835, -2.3326106 47.2656265)",,,,,
24745761,True,1,,tertiary,False,13.058,"LINESTRING (-2.3417176 47.2612684, -2.3416744 47.2612707, -2.341634 47.2612811, -2.3415996 47.2612989, -2.3415739 47.2613225)",roundabout,,30,,
"[1201031720, 24745764]",True,1,,tertiary,False,236.32299999999998,"LINESTRING (-2.3417176 47.2612684, -2.3416432 47.2611876, -2.34162 47.2611444, -2.3412103 47.2603181, -2.340935 47.2597847, -2.3408042 47.2594455, -2.3407334 47.2593001, -2.3407122 47.2592593)",,Boulevard des Océanides,30,,
895836117,True,,,residential,False,88.584,"LINESTRING (-2.3404136 47.2651654, -2.3415745 47.2650469)",,Avenue de Bois Renard,50,,
163743664,False,2,D 392D,secondary,False,44.199,"LINESTRING (-2.3404136 47.2651654, -2.3403981 47.2650864, -2.3403496 47.2648395, -2.3403362 47.2647714)",,Avenue du Général de Gaulle,,,
163743664,False,2,D 392D,secondary,True,54.800000000000004,"LINESTRING (-2.3404136 47.2651654, -2.3404338 47.2652543, -2.3405134 47.2656047, -2.3405281 47.265652)",,Avenue du Général de Gaulle,,,
24676819,False,,,residential,False,116.234,"LINESTRING (-2.3397602 47.262173, -2.3397109 47.2621921, -2.3390711 47.2624395, -2.3384219 47.2626905)",,Avenue Yolande,,,
24745614,False,,,residential,False,62.676,"LINESTRING (-2.3397602 47.262173, -2.339815 47.2621498, -2.33984 47.2621392, -2.3404652 47.261875)",,Avenue Gabrielle,,,
163743664,False,2,D 392D,secondary,True,112.275,"LINESTRING (-2.3397602 47.262173, -2.3399054 47.2627823, -2.3399643 47.263054, -2.3399829 47.2631712)",,Avenue du Général de Gaulle,,,
1201101983,False,2,D 392D,secondary,False,79.94800000000001,"LINESTRING (-2.3397602 47.262173, -2.3397432 47.262077, -2.3396343 47.2615706, -2.339617 47.2614607)",,Avenue du Général de Gaulle,,,
1219319868,False,,D 392D,secondary,False,10.892,"LINESTRING (-2.3395707 47.261265, -2.3395486 47.2611682)",,Avenue du Général de Gaulle,,,
1219319868,False,,D 392D,secondary,True,22.04,"LINESTRING (-2.3395707 47.261265, -2.3395873 47.26134, -2.339617 47.2614607)",,Avenue du Général de Gaulle,,,
24676655,True,2,,secondary,False,8.478000000000002,"LINESTRING (-2.3391487 47.2596057, -2.3391802 47.2595945, -2.3392071 47.2595759, -2.339223 47.2595522)",roundabout,,,,
"[1219318600, 1219318601]",False,2,D 392D,secondary,True,51.963,"LINESTRING (-2.3391487 47.2596057, -2.3391639 47.2596285, -2.3391675 47.2596423, -2.3391744 47.259669, -2.3392016 47.2597736, -2.3392092 47.259832, -2.339212 47.2598535, -2.3392087 47.259922, -2.3392093 47.2599622, -2.3392108 47.2600682)",,Avenue du Général de Gaulle,,,
24676655,True,2,,secondary,False,7.66,"LINESTRING (-2.339223 47.2595522, -2.3392264 47.2595293, -2.3392196 47.2595069, -2.3392031 47.2594868)",roundabout,,,,
24746006,True,2,,tertiary,False,86.591,"LINESTRING (-2.339223 47.2595522, -2.3393642 47.2595156, -2.3394466 47.2594887, -2.3395528 47.2594513, -2.3398218 47.2593496, -2.3400349 47.259283, -2.3401265 47.2592633, -2.3402166 47.2592579, -2.3402727 47.2592567)",,Boulevard de la République,,,
24676655,True,2,,secondary,False,9.52,"LINESTRING (-2.3390068 47.2595178, -2.3390048 47.2595391, -2.3390117 47.25956, -2.3390271 47.2595787, -2.3390495 47.2595938)",roundabout,,,,
1201031812,True,2,,secondary,False,65.654,"LINESTRING (-2.3390068 47.2595178, -2.3388534 47.2595672, -2.338232 47.2597862)",,Boulevard de la République,,,
24676655,True,2,,secondary,False,7.836,"LINESTRING (-2.3390495 47.2595938, -2.3390792 47.2596044, -2.3391123 47.2596085, -2.3391487 47.2596057)",roundabout,,,,
24676608,False,,,residential,True,68.101,"LINESTRING (-2.3417185 47.2656515, -2.341711 47.2656195, -2.3415818 47.2650776, -2.3415745 47.2650469)",,Avenue de l'Hermitage,,,
163743664,False,2,D 392D,secondary,False,54.800000000000004,"LINESTRING (-2.3405281 47.265652, -2.3405134 47.2656047, -2.3404338 47.2652543, -2.3404136 47.2651654)",,Avenue du Général de Gaulle,,,
