osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,ref,lanes
52048504,Rue de Kernévéleck,residential,,False,True,202.95999999999998,"LINESTRING (-4.0139858 47.8907992, -4.0139332 47.8908966, -4.0138431 47.8910211, -4.0137437 47.8911294, -4.0135987 47.8912638, -4.0133112 47.8914729, -4.0131862 47.891574, -4.0130895 47.8916632, -4.0130357 47.8917308, -4.0129897 47.8918013, -4.0129544 47.8918394, -4.0128453 47.8919476, -4.0127269 47.8920577, -4.0126357 47.8921494, -4.0125525 47.8922102, -4.0124311 47.8922792)",30,,
40015925,Rond-Point de Kernévéleck,secondary,roundabout,True,False,8.244,"LINESTRING (-4.0138962 47.8907582, -4.0139209 47.8907766, -4.0139513 47.8907905, -4.0139858 47.8907992)",30,,
52048506,Chemin de Ker an Braz,residential,,True,False,122.56000000000002,"LINESTRING (-4.0138962 47.8907582, -4.0138451 47.890788, -4.013788 47.8908023, -4.0136933 47.8908073, -4.0135803 47.8907927, -4.0124315 47.8906039, -4.0123698 47.8906132, -4.0123204 47.8906348)",30,,
40015925,Rond-Point de Kernévéleck,secondary,roundabout,True,False,14.809000000000001,"LINESTRING (-4.0139014 47.8906335, -4.0138772 47.8906626, -4.0138679 47.8906953, -4.0138744 47.8907283, -4.0138962 47.8907582)",30,,
40015925,Rond-Point de Kernévéleck,secondary,roundabout,True,False,12.546,"LINESTRING (-4.0141259 47.8906203, -4.0140909 47.8906046, -4.014051 47.8905958, -4.014009 47.8905945, -4.013968 47.8906009)",30,,
40015926,Rond-Point de l'Odet,primary,roundabout,True,False,10.475999999999999,"LINESTRING (-4.0147451 47.8918246, -4.0148154 47.8918653, -4.0148591 47.891878)",30,,
52048502,Rue de l'Odet,residential,,False,False,138.769,"LINESTRING (-4.0147451 47.8918246, -4.0145601 47.8919349, -4.0141831 47.8922089, -4.0140175 47.892315, -4.0138948 47.8923886, -4.0137265 47.8924877, -4.0135918 47.8925489, -4.0134458 47.8926007, -4.0133387 47.8926229)",30,,
40015927,,primary,roundabout,True,False,37.114,"LINESTRING (-4.0170059 47.8961984, -4.0169358 47.8962282, -4.0168834 47.8962713, -4.0168539 47.8963233, -4.0168505 47.8963789, -4.0168734 47.8964323, -4.0169204 47.8964782)",30,,
40015927,,primary,roundabout,True,False,44.855999999999995,"LINESTRING (-4.0172914 47.8964808, -4.0173387 47.8964372, -4.0173637 47.8963859, -4.017364 47.8963319, -4.0173396 47.8962805, -4.0173094 47.8962489, -4.0172697 47.8962225, -4.0172225 47.8962023, -4.01717 47.8961895, -4.0171145 47.8961845)",30,,
52048497,Rue des Sports,residential,,False,True,111.194,"LINESTRING (-4.006924 47.8909836, -4.0075935 47.891556, -4.0079873 47.8916235)",50,,
940015738,Allée de Loc Hilaire,tertiary,,False,False,29.461,"LINESTRING (-4.006924 47.8909836, -4.0067845 47.8910432, -4.0065908 47.891126)",50,,
77222321,Chemin de Mesyouen,residential,,False,False,66.307,"LINESTRING (-4.0065908 47.891126, -4.0065316 47.8910386, -4.0065687 47.8905389)",,,
940015738,Allée de Loc Hilaire,tertiary,,False,False,24.287,"LINESTRING (-4.0065908 47.891126, -4.0064726 47.89119, -4.0063545 47.8912755)",50,,
940015738,Allée de Loc Hilaire,tertiary,,False,True,29.461,"LINESTRING (-4.0065908 47.891126, -4.0067845 47.8910432, -4.006924 47.8909836)",50,,
356622432,Rue de Cornouaille,residential,,True,False,49.542,"LINESTRING (-4.010145 47.8953404, -4.0100979 47.8954184, -4.0100092 47.895613, -4.0099195 47.895759)",,,
52048501,Rue de Cornouaille,residential,,True,False,44.901,"LINESTRING (-4.0103728 47.8949666, -4.010145 47.8953404)",30,,
40109120,Place de l'Église,residential,,True,False,93.387,"LINESTRING (-4.0103728 47.8949666, -4.009981 47.8949412, -4.0097782 47.8949164, -4.0095083 47.894915, -4.0091255 47.8949212)",30,,
52048500,Place de l'Église,residential,,True,False,95.561,"LINESTRING (-4.0091255 47.8949212, -4.0092688 47.8950535, -4.0093985 47.8952094, -4.010145 47.8953404)",,,
92788482,Place de l'Église,residential,,False,True,31.218,"LINESTRING (-4.0091255 47.8949212, -4.0090135 47.8948191, -4.008971 47.8947768, -4.0088851 47.8946914)",,,
"[113213001, 52048503]","[""Rue de l'Odet"", 'Route de Bénodet']",primary,,False,False,71.773,"LINESTRING (-4.0173592 47.8902982, -4.0172888 47.8903152, -4.0168823 47.8904546, -4.0165046 47.8905941)",50,D 44,2
40015925,Rond-Point de Kernévéleck,secondary,roundabout,True,False,16.309,"LINESTRING (-4.0141538 47.8907542, -4.0141719 47.8907275, -4.0141782 47.8906985, -4.0141721 47.8906694, -4.0141542 47.8906426, -4.0141259 47.8906203)",30,,
40015926,Rond-Point de l'Odet,primary,roundabout,True,False,32.314,"LINESTRING (-4.0147432 47.8915526, -4.0146986 47.8916035, -4.0146817 47.8916528, -4.0146829 47.8916994, -4.0147019 47.8917772, -4.0147451 47.8918246)",30,,
40015926,Rond-Point de l'Odet,primary,roundabout,True,False,19.834,"LINESTRING (-4.0148591 47.891878, -4.0149338 47.8918843, -4.0149911 47.8918779, -4.0150508 47.8918606, -4.0150932 47.8918253)",30,,
52048496,Route de Quimper,primary,,True,False,224.504,"LINESTRING (-4.0148591 47.891878, -4.0149788 47.892003, -4.0150014 47.8920266, -4.015082 47.8921536, -4.0157728 47.8936241, -4.0158464 47.8937791)",50,D 45,1
40015925,Rond-Point de Kernévéleck,secondary,roundabout,True,False,8.721,"LINESTRING (-4.0140609 47.8907991, -4.0140972 47.8907896, -4.0141288 47.8907743, -4.0141538 47.8907542)",30,,
52048505,Route de Quimper,secondary,,True,False,98.57,"LINESTRING (-4.0140609 47.8907991, -4.0141466 47.8908729, -4.0142908 47.8909972, -4.0144353 47.8911343, -4.0145343 47.891248, -4.0146758 47.8914303, -4.0146899 47.8914559, -4.0147432 47.8915526)",50,D 45,1
52048485,Rue de Bréhoulou,residential,,False,True,79.648,"LINESTRING (-4.0123204 47.8906348, -4.0123718 47.8907482, -4.0124255 47.8909249, -4.0125052 47.8913389)",30,,
52048485,Rue de Bréhoulou,residential,,False,False,79.648,"LINESTRING (-4.0125052 47.8913389, -4.0124255 47.8909249, -4.0123718 47.8907482, -4.0123204 47.8906348)",30,,
52048485,Rue de Bréhoulou,residential,,False,True,105.085,"LINESTRING (-4.0125052 47.8913389, -4.0125154 47.8915218, -4.0125117 47.891648, -4.0124944 47.8917732, -4.0124201 47.8920927, -4.0124215 47.8921733, -4.0124311 47.8922792)",30,,
52048497,Rue des Sports,residential,,False,False,85.251,"LINESTRING (-4.0125052 47.8913389, -4.0124533 47.8913473, -4.0123836 47.8913586, -4.0116313 47.8915063, -4.0114022 47.8915395)",50,,
52048497,Rue des Sports,residential,,False,False,122.1,"LINESTRING (-4.0114022 47.8915395, -4.0111283 47.8915774, -4.0109961 47.8915831, -4.0108666 47.891587, -4.0104549 47.8915858, -4.0097708 47.8915906)",50,,
52048497,Rue des Sports,residential,,False,True,85.25099999999999,"LINESTRING (-4.0114022 47.8915395, -4.0116313 47.8915063, -4.0123836 47.8913586, -4.0124533 47.8913473, -4.0125052 47.8913389)",50,,
548695759,Rue de Meerbusch,residential,,False,True,146.58599999999998,"LINESTRING (-4.0114022 47.8915395, -4.0114184 47.8915897, -4.0114155 47.8916582, -4.0108756 47.8928006)",30,,
52048504,Rue de Kernévéleck,residential,,False,False,23.438,"LINESTRING (-4.0123266 47.892478, -4.0124311 47.8922792)",30,,
52048501,Rue de Cornouaille,residential,,True,False,75.43900000000001,"LINESTRING (-4.0123266 47.892478, -4.0121068 47.8928126, -4.0119879 47.8929961, -4.0119032 47.8930935)",30,,
52048502,Rue de l'Odet,residential,,False,True,77.783,"LINESTRING (-4.0123266 47.892478, -4.0124097 47.8924954, -4.0129252 47.8926035, -4.013091 47.8926222, -4.013231 47.8926261, -4.0133387 47.8926229)",30,,
52048498,Parc Lann,residential,,False,True,4.283,"LINESTRING (-4.0108756 47.8928006, -4.010927 47.8928178)",,,
548695758,Parc Lann,residential,,False,False,162.753,"LINESTRING (-4.0108756 47.8928006, -4.010014 47.8925614, -4.0088923 47.892191)",,,
548695759,Rue de Meerbusch,residential,,False,False,146.586,"LINESTRING (-4.0108756 47.8928006, -4.0114155 47.8916582, -4.0114184 47.8915897, -4.0114022 47.8915395)",30,,
52048498,Parc Lann,residential,,False,False,78.977,"LINESTRING (-4.0119032 47.8930935, -4.010927 47.8928178)",,,
52048501,Rue de Cornouaille,residential,,True,False,54.79600000000001,"LINESTRING (-4.0119032 47.8930935, -4.0117192 47.8933577, -4.0115961 47.8935412)",30,,
52048494,Chemin de Malabry,residential,,False,True,71.606,"LINESTRING (-4.0115961 47.8935412, -4.0109294 47.8934022, -4.0108075 47.8933776, -4.0106802 47.8933476)",30,,
52048501,Rue de Cornouaille,residential,,True,False,60.105000000000004,"LINESTRING (-4.0115961 47.8935412, -4.0115209 47.893654, -4.0114552 47.8937349, -4.0113868 47.8938068, -4.011234 47.8939533, -4.0112202 47.8940134)",30,,
52048501,Rue de Cornouaille,residential,,True,False,83.172,"LINESTRING (-4.0112202 47.8940134, -4.0111018 47.8940241, -4.0110357 47.8940688, -4.0109199 47.8941444, -4.0108725 47.8941871, -4.0108224 47.8942333, -4.0107145 47.8943674, -4.0106762 47.8944278, -4.0106405 47.8944883, -4.0105886 47.8945854)",30,,
91794555,Rue de Kerourgué,residential,,False,True,23.302999999999997,"LINESTRING (-4.0112202 47.8940134, -4.0113165 47.8940253, -4.011531 47.8940202)",30,,
52048497,Rue des Sports,residential,,False,False,58.576,"LINESTRING (-4.0087687 47.891678, -4.0079873 47.8916235)",50,,
548695758,Parc Lann,residential,,False,True,57.783,"LINESTRING (-4.0087687 47.891678, -4.0088923 47.892191)",,,
52048497,Rue des Sports,residential,,False,True,75.509,"LINESTRING (-4.0087687 47.891678, -4.0089172 47.8916679, -4.0093258 47.8916165, -4.0094248 47.8916028, -4.0095626 47.8915945, -4.0097708 47.8915906)",50,,
52048511,Parc Lann,residential,,False,False,12.522,"LINESTRING (-4.0080017 47.8921713, -4.0080381 47.892233, -4.0080785 47.8922705)",,,
52048494,Chemin de Malabry,residential,,False,False,123.299,"LINESTRING (-4.0091113 47.8932988, -4.0091486 47.8932646, -4.0091828 47.8932451, -4.0092532 47.8932207, -4.0093645 47.8931997, -4.0094679 47.8931878, -4.0095958 47.8931902, -4.0096888 47.8931945, -4.0098937 47.8932083, -4.0099723 47.8932142, -4.0101176 47.8932252, -4.0102169 47.8932348, -4.0103542 47.8932635, -4.0104566 47.8932903, -4.0106802 47.8933476)",30,,
52048494,Chemin de Malabry,residential,,False,True,272.104,"LINESTRING (-4.0091113 47.8932988, -4.0090658 47.8932857, -4.0088125 47.8932131, -4.0085419 47.8931386, -4.0083665 47.8930928, -4.0081334 47.8930371, -4.0078935 47.8929774, -4.0077408 47.8929384, -4.0071289 47.8927564, -4.0064069 47.8925831, -4.005759 47.8923423)",30,,
548695758,Parc Lann,residential,,False,False,57.783,"LINESTRING (-4.0088923 47.892191, -4.0087687 47.891678)",,,
52048509,Parc Lann,residential,,False,False,51.098,"LINESTRING (-4.0088923 47.892191, -4.0087598 47.8921999, -4.0086448 47.8922313, -4.00849 47.8923045, -4.00831 47.8924095)",,,
548695758,Parc Lann,residential,,False,True,162.753,"LINESTRING (-4.0088923 47.892191, -4.010014 47.8925614, -4.0108756 47.8928006)",,,
52048509,Parc Lann,residential,,False,True,18.016,"LINESTRING (-4.0081672 47.8925402, -4.00831 47.8924095)",,,
52048509,Parc Lann,residential,,False,False,18.016,"LINESTRING (-4.00831 47.8924095, -4.0081672 47.8925402)",,,
52048511,Parc Lann,residential,,False,True,23.169,"LINESTRING (-4.00831 47.8924095, -4.0080785 47.8922705)",,,
52048509,Parc Lann,residential,,False,True,51.098,"LINESTRING (-4.00831 47.8924095, -4.00849 47.8923045, -4.0086448 47.8922313, -4.0087598 47.8921999, -4.0088923 47.892191)",,,
52048511,Parc Lann,residential,,False,False,23.169,"LINESTRING (-4.0080785 47.8922705, -4.00831 47.8924095)",,,
52048511,Parc Lann,residential,,False,True,12.522,"LINESTRING (-4.0080785 47.8922705, -4.0080381 47.892233, -4.0080017 47.8921713)",,,
52048512,Parc Lann,residential,,False,False,38.818,"LINESTRING (-4.0080785 47.8922705, -4.0078385 47.8923195, -4.007794 47.8924979)",,,
52048512,Parc Lann,residential,,False,True,38.818,"LINESTRING (-4.007794 47.8924979, -4.0078385 47.8923195, -4.0080785 47.8922705)",,,
1171527938,Hameau de Menez Ker An Braz,residential,,False,False,21.132,"LINESTRING (-4.0159644 47.8902514, -4.0157929 47.8904027)",,,
91743713,Hameau de Menez Ker An Braz,residential,,False,False,57.926,"LINESTRING (-4.0159644 47.8902514, -4.0162722 47.8903439, -4.0164734 47.8905605, -4.0165046 47.8905941)",,,
1171527938,Hameau de Menez Ker An Braz,residential,,False,True,21.132,"LINESTRING (-4.0157929 47.8904027, -4.0159644 47.8902514)",,,
91743709,Hameau de Menez Ker An Braz,residential,,True,False,80.986,"LINESTRING (-4.0157929 47.8904027, -4.0155255 47.8905574, -4.0155101 47.8906587, -4.0155564 47.8906752, -4.0157905 47.8905595, -4.015809 47.8905264, -4.0157929 47.8904027)",,,
52048503,Rue de l'Odet,primary,,False,False,152.47,"LINESTRING (-4.0165046 47.8905941, -4.0163622 47.8906606, -4.0160623 47.8908202, -4.0159712 47.8908687, -4.0154982 47.8912128, -4.015341 47.8913284, -4.0151726 47.8914454, -4.0150347 47.8915411)",50,D 44,
"[113213001, 52048503]","['Route de Bénodet', ""Rue de l'Odet""]",primary,,False,True,71.773,"LINESTRING (-4.0165046 47.8905941, -4.0168823 47.8904546, -4.0172888 47.8903152, -4.0173592 47.8902982)",50,D 44,2
91743713,Hameau de Menez Ker An Braz,residential,,False,True,57.925999999999995,"LINESTRING (-4.0165046 47.8905941, -4.0164734 47.8905605, -4.0162722 47.8903439, -4.0159644 47.8902514)",,,
1089443765,Route de Quimper,primary,,True,False,30.011,"LINESTRING (-4.0160875 47.8940316, -4.0159591 47.8937758)",30,D 45,1
1089443767,Rue de Kerourgué,unclassified,,True,False,18.975,"LINESTRING (-4.0160875 47.8940316, -4.016202 47.8938792)",,,
40015926,Rond-Point de l'Odet,primary,roundabout,True,False,22.348,"LINESTRING (-4.0151394 47.8917245, -4.0151257 47.8916523, -4.0150922 47.891592, -4.0150347 47.8915411)",30,,
91784269,Chemin du Château d'Eau,residential,,False,False,154.536,"LINESTRING (-4.0151394 47.8917245, -4.0152744 47.8917351, -4.0153351 47.8917398, -4.0155723 47.8917846, -4.0159365 47.8917981, -4.0164044 47.8921812, -4.0166933 47.8924759)",30,,
91784269,Chemin du Château d'Eau,residential,,False,True,65.205,"LINESTRING (-4.0169374 47.893039, -4.0166933 47.8924759)",30,,
91784269,Chemin du Château d'Eau,residential,,False,False,89.07300000000001,"LINESTRING (-4.0169374 47.893039, -4.0171783 47.8936121, -4.0171857 47.8936685, -4.017185 47.8937479, -4.0171857 47.8938175)",30,,
91784269,Chemin du Château d'Eau,residential,,False,True,89.07300000000001,"LINESTRING (-4.0171857 47.8938175, -4.017185 47.8937479, -4.0171857 47.8936685, -4.0171783 47.8936121, -4.0169374 47.893039)",30,,
91784314,Rue de Kerourgué,unclassified,,False,False,73.662,"LINESTRING (-4.0171857 47.8938175, -4.0163808 47.893868, -4.016202 47.8938792)",,,
919320704,,residential,,False,False,60.33,"LINESTRING (-4.0171857 47.8938175, -4.0176231 47.8937169, -4.0179584 47.8937762)",20,,
91794556,Chemin de Creac'h An Alé,residential,,True,False,228.08100000000002,"LINESTRING (-4.0174911 47.8972884, -4.0173808 47.8973319, -4.0163347 47.8977561, -4.0161985 47.89781, -4.0160316 47.8978639, -4.0158731 47.8979141, -4.0154589 47.8980283, -4.0152408 47.8981234, -4.0149042 47.8982849, -4.0148487 47.8983115)",30,,
91784269,Chemin du Château d'Eau,residential,,False,False,65.205,"LINESTRING (-4.0166933 47.8924759, -4.0169374 47.893039)",30,,
91784269,Chemin du Château d'Eau,residential,,False,True,154.536,"LINESTRING (-4.0166933 47.8924759, -4.0164044 47.8921812, -4.0159365 47.8917981, -4.0155723 47.8917846, -4.0153351 47.8917398, -4.0152744 47.8917351, -4.0151394 47.8917245)",30,,
91794534,Rue des Îles,residential,,False,True,41.757999999999996,"LINESTRING (-4.0121817 47.8955188, -4.0122301 47.8955093, -4.0127192 47.8954132)",30,,
91981454,Résidence du Parc d'Arvor,residential,,True,False,157.992,"LINESTRING (-4.0121817 47.8955188, -4.011185 47.8957253, -4.0107371 47.8956149, -4.0105494 47.8959395, -4.0105313 47.8959662, -4.0105164 47.895988)",30,,
91981464,Rue ar Mor,residential,,False,False,82.71600000000001,"LINESTRING (-4.0121817 47.8955188, -4.0120652 47.8952432, -4.0119067 47.8948854, -4.0118485 47.8948108)",30,,
91981464,Rue ar Mor,residential,,False,True,65.717,"LINESTRING (-4.0121817 47.8955188, -4.0123188 47.8958108, -4.0124484 47.8960821)",30,,
52048502,Rue de l'Odet,residential,,False,False,77.783,"LINESTRING (-4.0133387 47.8926229, -4.013231 47.8926261, -4.013091 47.8926222, -4.0129252 47.8926035, -4.0124097 47.8924954, -4.0123266 47.892478)",30,,
52048502,Rue de l'Odet,residential,,False,True,138.769,"LINESTRING (-4.0133387 47.8926229, -4.0134458 47.8926007, -4.0135918 47.8925489, -4.0137265 47.8924877, -4.0138948 47.8923886, -4.0140175 47.892315, -4.0141831 47.8922089, -4.0145601 47.8919349, -4.0147451 47.8918246)",30,,
91794544,Rue des Écoles,residential,,False,True,100.41900000000001,"LINESTRING (-4.0133387 47.8926229, -4.01339 47.8928587, -4.0134114 47.8929854, -4.0134347 47.893162, -4.013446 47.8932909, -4.0134472 47.8934208, -4.0134385 47.8935216)",,,
40015927,,primary,roundabout,True,False,16.397,"LINESTRING (-4.0170912 47.8965316, -4.0171643 47.8965278, -4.0172328 47.8965104, -4.0172914 47.8964808)",30,,
91794539,,primary,,True,False,89.27799999999999,"LINESTRING (-4.0170912 47.8965316, -4.0171431 47.8966302, -4.0171537 47.8966489, -4.0173102 47.8969456, -4.0174911 47.8972884)",50,D 45,
52048496,Route de Quimper,primary,,True,False,256.466,"LINESTRING (-4.0159526 47.8940028, -4.016211 47.8945457, -4.016946 47.8960841, -4.0169635 47.8961207, -4.0170059 47.8961984)",50,D 45,1
91794536,Cité de Ker Elo,residential,,False,False,105.808,"LINESTRING (-4.0151864 47.8968791, -4.0160227 47.8961103)",,,
91794536,Cité de Ker Elo,residential,,False,True,46.394,"LINESTRING (-4.0151864 47.8968791, -4.0147201 47.8971554)",,,
91794535,Cité de Ker Elo,residential,,False,False,48.483000000000004,"LINESTRING (-4.0151864 47.8968791, -4.0155708 47.8971715, -4.0156164 47.8972062)",,,
91794540,,primary,,True,False,88.01,"LINESTRING (-4.0175753 47.8972449, -4.0173924 47.8968625, -4.0172987 47.8966224, -4.0172952 47.896594, -4.0172914 47.8964808)",50,D 45,
91794536,Cité de Ker Elo,residential,,False,False,46.394,"LINESTRING (-4.0147201 47.8971554, -4.0151864 47.8968791)",,,
91794536,Cité de Ker Elo,residential,,False,True,71.811,"LINESTRING (-4.0147201 47.8971554, -4.0141863 47.8976532, -4.0141467 47.8976723)",,,
91794554,Résidence Vallon de Coat Ar Vorch,residential,,False,False,179.89100000000005,"LINESTRING (-4.0147201 47.8971554, -4.0146823 47.8971356, -4.0145346 47.8970581, -4.0145092 47.8970163, -4.0145085 47.8969552, -4.0145459 47.8968409, -4.0147003 47.8966189, -4.014937 47.8963793, -4.0149283 47.8963482, -4.0148887 47.8963303, -4.0148129 47.8963406, -4.014726 47.8963803, -4.0145333 47.8964746, -4.0144788 47.8964718, -4.0143308 47.8963876, -4.0142138 47.8963449, -4.0140753 47.8963022)",,,
91794534,Rue des Îles,residential,,False,False,39.138999999999996,"LINESTRING (-4.0134321 47.8939237, -4.0134572 47.8939712, -4.0134817 47.8940293, -4.0135666 47.8942637)",30,,
91794544,Rue des Écoles,residential,,False,False,44.841,"LINESTRING (-4.0134321 47.8939237, -4.0134189 47.8938648, -4.013417 47.8937324, -4.0134385 47.8935216)",,,
91794555,Rue de Kerourgué,residential,,False,False,142.339,"LINESTRING (-4.0134321 47.8939237, -4.013286 47.8939198, -4.0131533 47.8939201, -4.0130173 47.893928, -4.0128598 47.8939404, -4.0126677 47.8939583, -4.0126488 47.8939604, -4.0125765 47.8939682, -4.0124277 47.8939809, -4.0123811 47.8939845, -4.0119856 47.8940046, -4.0118442 47.8940074, -4.011531 47.8940202)",30,,
91794555,Rue de Kerourgué,residential,,False,True,57.985,"LINESTRING (-4.0134321 47.8939237, -4.0135586 47.8939383, -4.0137227 47.8939664, -4.0139637 47.8940072, -4.0141909 47.8940368)",30,,
"[1089443771, 957560847]",Hent Roudou,tertiary,,False,False,22.733999999999998,"LINESTRING (-4.0148487 47.8983115, -4.0147767 47.8982774, -4.0145955 47.8981976)","['50', '30']",,
39991832,Rue de Kergoadig,residential,,True,False,165.907,"LINESTRING (-4.0105164 47.895988, -4.010674 47.8960451, -4.0118155 47.896386, -4.0122953 47.8965428, -4.012445 47.8965854, -4.0125437 47.896597)",30,,
91981472,Rue de Kerourgué,residential,,False,False,51.248,"LINESTRING (-4.0141909 47.8940368, -4.0143353 47.8944874)",,,
91794555,Rue de Kerourgué,residential,,False,False,57.985,"LINESTRING (-4.0141909 47.8940368, -4.0139637 47.8940072, -4.0137227 47.8939664, -4.0135586 47.8939383, -4.0134321 47.8939237)",30,,
