osmid,ref,name,highway,oneway,reversed,length,geometry,junction,bridge,maxspeed
28876961,,Rue Curie,residential,True,False,184.46300000000002,"LINESTRING (4.1809481 43.6660483, 4.1805627 43.6661289, 4.1804541 43.6661206, 4.1803527 43.6661026, 4.1801493 43.6660314, 4.1799498 43.6659236, 4.1797493 43.6657665, 4.1797022 43.6656861, 4.1795723 43.6655589, 4.1791928 43.665295, 4.1791526 43.6652858)",,,
1030690882,,Rue Maximilien Robespierre,residential,True,False,95.41099999999999,"LINESTRING (4.1809481 43.6660483, 4.180963 43.6659741, 4.1807994 43.6657907, 4.1805683 43.6654975, 4.1804888 43.6654067, 4.1803749 43.6653197)",,,
28876956,,Rue Maximilien Robespierre,residential,True,False,11.412,"LINESTRING (4.1803749 43.6653197, 4.1802561 43.6652636)",,,
28877189,,Rue Jean Jaurès,residential,True,False,36.484,"LINESTRING (4.179267 43.6649683, 4.1791526 43.6652858)",,,
703091543,,Rue Karl Marx,residential,False,True,19.307,"LINESTRING (4.179267 43.6649683, 4.1791505 43.6649219, 4.1790567 43.6648846)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,14.794,"LINESTRING (4.1780313 43.6667313, 4.1779858 43.6667482, 4.1779174 43.6667773, 4.1778896 43.6668103)",,,
28877283,,Boulevard Ernest Renan,tertiary,False,True,161.087,"LINESTRING (4.1780313 43.6667313, 4.1780823 43.6667269, 4.1781533 43.6667259, 4.1788594 43.6668274, 4.1794452 43.6669041, 4.180005 43.66696)",,,
28877189,,Rue Jean Jaurès,residential,True,False,189.055,"LINESTRING (4.1791526 43.6652858, 4.1791221 43.665398, 4.1791011 43.6654756, 4.1789685 43.6657545, 4.1788275 43.6660272, 4.1787091 43.6660881, 4.1786222 43.6661401, 4.1784614 43.6662619, 4.1784197 43.666297, 4.1782912 43.6664079, 4.1782046 43.666497, 4.1780713 43.6666773, 4.1780313 43.6667313)",,,
28877283,,Boulevard Ernest Renan,tertiary,False,False,40.803,"LINESTRING (4.1805071 43.6670121, 4.1804058 43.667, 4.1801828 43.6669764, 4.180005 43.66696)",,,
"[673195848, 28877283]",,"['Boulevard Jean-Baptiste Bénézech', 'Boulevard Ernest Renan']",tertiary,False,True,116.71999999999998,"LINESTRING (4.1805071 43.6670121, 4.1805875 43.6669946, 4.1806641 43.6669538, 4.1807842 43.6668774, 4.1809811 43.6665245, 4.1811063 43.6663002, 4.1811803 43.6661689, 4.1812011 43.6661316)",,,
36842712,,Rue Paul Moulinier,residential,False,True,99.67,"LINESTRING (4.1805071 43.6670121, 4.180479 43.6670836, 4.1804655 43.6671241, 4.1804534 43.6671566, 4.1801758 43.6677329, 4.1801034 43.6677872, 4.1800276 43.6678139)",,,
28877218,,Rue Karl Marx,residential,True,False,8.169,"LINESTRING (4.1780928 43.6645674, 4.1781914 43.664585)",,,
28877083,,Rue Anatole France,residential,False,False,74.66499999999999,"LINESTRING (4.1780928 43.6645674, 4.1780702 43.6646091, 4.1778369 43.6650398, 4.1778135 43.6650825, 4.177743 43.6651891)",,,
703091548,,Place Henri de Bornier,residential,False,True,9.096,"LINESTRING (4.1788939 43.664385, 4.1787851 43.6644073)",,,
"[705050193, 703091548]",,"['Place Fernand Janin', 'Place Henri de Bornier']",residential,False,False,21.731,"LINESTRING (4.1788939 43.664385, 4.1789386 43.6644194, 4.1789719 43.6644416, 4.1791315 43.6644418)",,,
151559532,,Rue Marcel Mauméjean,residential,True,False,65.768,"LINESTRING (4.1791315 43.6644418, 4.1791499 43.6644849, 4.1791311 43.664676, 4.1791385 43.6647124, 4.179239 43.664741, 4.1792686 43.664774, 4.179292 43.6648269, 4.1792907 43.6649157, 4.1792853 43.6649433, 4.179267 43.6649683)",,,
"[705050193, 703091548]",,"['Place Fernand Janin', 'Place Henri de Bornier']",residential,False,True,21.730999999999998,"LINESTRING (4.1791315 43.6644418, 4.1789719 43.6644416, 4.1789386 43.6644194, 4.1788939 43.664385)",,,
"[151559499, 28877317]",,"['Boulevard Louis Uni Apollon', 'Boulevard Jean-Baptiste Bénézech']",tertiary,False,False,60.971000000000004,"LINESTRING (4.1808827 43.6638544, 4.1810833 43.6639147, 4.1812156 43.6639618, 4.1812752 43.663997, 4.1812978 43.664067, 4.1813029 43.6641626, 4.1813025 43.6642239)",,,30
151559499,,Boulevard Louis Uni Apollon,tertiary,False,True,94.12599999999999,"LINESTRING (4.1808827 43.6638544, 4.1804691 43.6637209, 4.1802419 43.6636528, 4.1801915 43.6636349, 4.1798079 43.66352)",,,30
83342990,,Rue des Treilles,residential,False,True,95.497,"LINESTRING (4.1774955 43.6657071, 4.1776043 43.665484, 4.1768781 43.6652203, 4.1768349 43.6652058)",,,
28876936,,Boulevard Gabriel Péri,tertiary,True,False,17.72,"LINESTRING (4.1762732 43.6662243, 4.1761915 43.6663723)",,,30
28877267,,Boulevard Édouard Daumas,tertiary,True,False,152.45500000000004,"LINESTRING (4.1762732 43.6662243, 4.1762995 43.6662313, 4.1771073 43.6664498, 4.1777999 43.6666487, 4.1779482 43.66669, 4.1780313 43.6667313)",,,
28876936,,Boulevard Gabriel Péri,tertiary,True,False,24.482,"LINESTRING (4.1761915 43.6663723, 4.1761516 43.6664446, 4.1760787 43.6665768)",,,30
28877074,,Boulevard Édouard Daumas,tertiary,True,False,145.023,"LINESTRING (4.1761915 43.6663723, 4.1762573 43.6663894, 4.1777142 43.6667705, 4.1778233 43.6667952, 4.1778896 43.6668103)",,,
28877083,,Rue Anatole France,residential,False,True,74.665,"LINESTRING (4.177743 43.6651891, 4.1778135 43.6650825, 4.1778369 43.6650398, 4.1780702 43.6646091, 4.1780928 43.6645674)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,88.757,"LINESTRING (4.1772406 43.6694709, 4.1775465 43.6688925, 4.1776107 43.6687197)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,6.508,"LINESTRING (4.1778122 43.6672623, 4.1778194 43.667204)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,13.892,"LINESTRING (4.1778122 43.6672623, 4.1777978 43.6673868)",,,
36842681,,Rue Gauger,residential,False,False,91.013,"LINESTRING (4.1778122 43.6672623, 4.1778825 43.6672779, 4.178877 43.667539)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,14.794,"LINESTRING (4.1778896 43.6668103, 4.1779174 43.6667773, 4.1779858 43.6667482, 4.1780313 43.6667313)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,22.326999999999998,"LINESTRING (4.1778896 43.6668103, 4.1778624 43.6668559, 4.1778477 43.6669122, 4.1778385 43.6670058)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,13.892,"LINESTRING (4.1777978 43.6673868, 4.1778122 43.6672623)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,41.91,"LINESTRING (4.1777978 43.6673868, 4.1777746 43.6676619, 4.177766 43.667763)",,,
28877367,,Rue du Capitaine Maurice Delon,residential,True,False,167.395,"LINESTRING (4.1777978 43.6673868, 4.1777377 43.6673856, 4.1772732 43.6672911, 4.1759319 43.6669752, 4.1758937 43.6669432, 4.1758964 43.666893)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,22.092,"LINESTRING (4.1778194 43.667204, 4.1778385 43.6670058)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,6.508,"LINESTRING (4.1778194 43.667204, 4.1778122 43.6672623)",,,
28877376,,Rue Benoît Malon,residential,True,False,156.072,"LINESTRING (4.1778194 43.667204, 4.1775861 43.6671566, 4.1760241 43.6667766, 4.1759805 43.6667588)",,,
83338888,,Avenue Léopold Diot,tertiary,True,False,13.314,"LINESTRING (4.1759805 43.6667588, 4.1758174 43.6667792)",,,
705050204,,Boulevard de la République,residential,True,False,16.384,"LINESTRING (4.1759805 43.6667588, 4.1758964 43.666893)",,,
"[28876936, 705050202]",,Boulevard Gabriel Péri,tertiary,True,False,21.725,"LINESTRING (4.1760787 43.6665768, 4.1760177 43.6666874, 4.1759805 43.6667588)",,,30
28877398,,Rue de Liège,residential,True,False,149.656,"LINESTRING (4.1760787 43.6665768, 4.1777551 43.6670034, 4.1778385 43.6670058)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,22.092,"LINESTRING (4.1778385 43.6670058, 4.1778194 43.667204)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,22.326999999999998,"LINESTRING (4.1778385 43.6670058, 4.1778477 43.6669122, 4.1778624 43.6668559, 4.1778896 43.6668103)",,,
28877578,,Rue Edmond Rostand,tertiary,False,True,133.39499999999998,"LINESTRING (4.173525 43.6674736, 4.173595 43.6674253, 4.1737694 43.667276, 4.1740008 43.666974, 4.1743688 43.6664853, 4.174393 43.666458)",,,
28894111,D 34,Avenue Léopold Diot,tertiary,True,False,41.61,"LINESTRING (4.1737331 43.6656816, 4.1736651 43.6656099, 4.1735204 43.6654489, 4.1734449 43.6653709)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,True,26.858999999999998,"LINESTRING (4.1737331 43.6656816, 4.1737594 43.6656738, 4.1738091 43.6656048, 4.1738381 43.6655594, 4.1738921 43.6654748)",,,
254312026,,Boulevard Gabriel Péri,tertiary,True,False,78.894,"LINESTRING (4.1760549 43.6661279, 4.1764124 43.6654672)",,,
542097135,,Allée de Provence,residential,False,False,188.516,"LINESTRING (4.1760549 43.6661279, 4.176027 43.6661193, 4.176009 43.6661138, 4.1740881 43.6655339, 4.1740175 43.6655126, 4.1738921 43.6654748)",,,
28894116,,Allée de Provence,residential,True,False,38.525000000000006,"LINESTRING (4.1738921 43.6654748, 4.1737493 43.6654463, 4.1736916 43.665424, 4.1735319 43.6653668, 4.1734925 43.6653686, 4.1734449 43.6653709)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,False,26.859,"LINESTRING (4.1738921 43.6654748, 4.1738381 43.6655594, 4.1738091 43.6656048, 4.1737594 43.6656738, 4.1737331 43.6656816)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,True,77.40899999999999,"LINESTRING (4.1738921 43.6654748, 4.1739322 43.6653757, 4.1739553 43.6653186, 4.1741625 43.6648067)",,,
542097135,,Allée de Provence,residential,False,True,188.516,"LINESTRING (4.1738921 43.6654748, 4.1740175 43.6655126, 4.1740881 43.6655339, 4.176009 43.6661138, 4.176027 43.6661193, 4.1760549 43.6661279)",,,
254312024,,Allée du Languedoc,residential,False,True,195.311,"LINESTRING (4.1764124 43.6654672, 4.1763637 43.6654529, 4.1741625 43.6648067)",,,
254312026,,Boulevard Gabriel Péri,tertiary,True,False,78.37899999999999,"LINESTRING (4.1764124 43.6654672, 4.1764689 43.6653628, 4.1766867 43.6649602, 4.1767675 43.6648108)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,False,77.40899999999999,"LINESTRING (4.1741625 43.6648067, 4.1739553 43.6653186, 4.1739322 43.6653757, 4.1738921 43.6654748)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,True,78.518,"LINESTRING (4.1741625 43.6648067, 4.1744066 43.6642424, 4.1744103 43.6642338, 4.174454 43.6641328)",,,
254312024,,Allée du Languedoc,residential,False,False,195.311,"LINESTRING (4.1741625 43.6648067, 4.1763637 43.6654529, 4.1764124 43.6654672)",,,
28894119,,Allée du Docteur Ducros,residential,False,False,200.78799999999998,"LINESTRING (4.1767675 43.6648108, 4.1767234 43.6647993, 4.174454 43.6641328)",,,
"[705050201, 254312026]",,Boulevard Gabriel Péri,tertiary,True,False,73.249,"LINESTRING (4.1767675 43.6648108, 4.1769285 43.6645133, 4.1770344 43.6642865, 4.1770819 43.6642453, 4.1771422 43.66423)",,,
28894119,,Allée du Docteur Ducros,residential,False,True,200.78799999999998,"LINESTRING (4.174454 43.6641328, 4.1767234 43.6647993, 4.1767675 43.6648108)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,False,78.518,"LINESTRING (4.174454 43.6641328, 4.1744103 43.6642338, 4.1744066 43.6642424, 4.1741625 43.6648067)",,,
151559537,,Avenue du 8 Mai 1945,residential,False,True,91.204,"LINESTRING (4.174454 43.6641328, 4.1744942 43.6640358, 4.1746344 43.6636972, 4.174774 43.6633752, 4.1747721 43.6633472)",,,
981323852,D 34E4,Rue Alphonse Daudet,tertiary,False,False,5.927,"LINESTRING (4.177871 43.6618984, 4.177847 43.661848)",,,
36842981,,Chemin des Dames,residential,True,False,87.86800000000001,"LINESTRING (4.177871 43.6618984, 4.1785242 43.6619111, 4.1788622 43.6619159, 4.1789619 43.661905)",,,
704839571,,Chemin de la Noria,residential,True,False,8.595,"LINESTRING (4.177871 43.6618984, 4.1778272 43.6619026, 4.177791 43.6619062, 4.1777672 43.6618984)",,,
981323851,D 34E4,Rue Alphonse Daudet,tertiary,False,True,88.935,"LINESTRING (4.177871 43.6618984, 4.1782257 43.6624538, 4.1783328 43.6626251)",,,
151559502,D 34,Boulevard Émile Zola,secondary,False,False,41.568,"LINESTRING (4.1788361 43.6630786, 4.1784873 43.663112, 4.1783238 43.6631276)",,,
151559502,D 34,Boulevard Émile Zola,secondary,False,True,102.248,"LINESTRING (4.1788361 43.6630786, 4.1791297 43.6630559, 4.1791821 43.6630539, 4.1793253 43.6630473, 4.1794315 43.6630568, 4.179573 43.6631003, 4.1797651 43.6631699, 4.179917 43.6632295, 4.1799813 43.6632383, 4.1800469 43.6632328)",,,
981323852,D 34E4,Rue Alphonse Daudet,tertiary,False,True,56.429,"LINESTRING (4.1776209 43.6613676, 4.1777244 43.6615873, 4.177847 43.661848)",,,
36842681,,Rue Gauger,residential,False,True,31.83,"LINESTRING (4.1800276 43.6678139, 4.1799016 43.6678178, 4.1796479 43.6677518)",,,
36842712,,Rue Paul Moulinier,residential,False,False,99.67,"LINESTRING (4.1800276 43.6678139, 4.1801034 43.6677872, 4.1801758 43.6677329, 4.1804534 43.6671566, 4.1804655 43.6671241, 4.180479 43.6670836, 4.1805071 43.6670121)",,,
36842730,,Rue Gauger,residential,False,False,29.104,"LINESTRING (4.1800276 43.6678139, 4.18009 43.667858, 4.1803491 43.6679238)",,,
36842703,,Chaussée du Vidourle,residential,False,False,218.07300000000004,"LINESTRING (4.1805285 43.6679735, 4.1805822 43.6678144, 4.180731 43.6676136, 4.1808973 43.6674661, 4.18095 43.667429, 4.1810542 43.6673555, 4.1812475 43.6672446, 4.1813497 43.6671712, 4.181484 43.6670593, 4.1815216 43.6670262, 4.1815465 43.6669709, 4.1815775 43.6667711, 4.1816068 43.6665843, 4.181682 43.666365, 4.1817208 43.6662966)",,,
28877358,D 265,,tertiary,False,True,40.323,"LINESTRING (4.1817208 43.6662966, 4.1813811 43.6661728, 4.1813238 43.6661537, 4.1812733 43.6661333)",,,
36842703,,Chaussée du Vidourle,residential,False,True,218.07299999999998,"LINESTRING (4.1817208 43.6662966, 4.181682 43.666365, 4.1816068 43.6665843, 4.1815775 43.6667711, 4.1815465 43.6669709, 4.1815216 43.6670262, 4.181484 43.6670593, 4.1813497 43.6671712, 4.1812475 43.6672446, 4.1810542 43.6673555, 4.18095 43.667429, 4.1808973 43.6674661, 4.180731 43.6676136, 4.1805822 43.6678144, 4.1805285 43.6679735)",,,
"[35727713, 1098638137, 35727715, 1064270069]",D 265,"['Pont Boulet', 'Chemin de Marsillargues']",tertiary,False,False,189.04999999999998,"LINESTRING (4.1817208 43.6662966, 4.1817697 43.6663131, 4.1819664 43.6663792, 4.1821064 43.6664471, 4.1821915 43.6665033, 4.1822597 43.6665646, 4.1822841 43.6665892, 4.1825866 43.6668949, 4.1828802 43.6671915, 4.1831738 43.6674882, 4.1832313 43.6675283, 4.1832577 43.6675468)",,yes,
36842718,,Rue Jules Granier,residential,False,False,77.161,"LINESTRING (4.177766 43.667763, 4.1786984 43.6679262)",,,
28877162,,Avenue Roger Salengro,tertiary,False,False,41.91,"LINESTRING (4.177766 43.667763, 4.1777746 43.6676619, 4.1777978 43.6673868)",,,
28877162,,Avenue Roger Salengro,tertiary,False,True,107.133,"LINESTRING (4.177766 43.667763, 4.1777292 43.6680657, 4.1776107 43.6687197)",,,
36842718,,Rue Jules Granier,residential,False,False,46.952,"LINESTRING (4.1786984 43.6679262, 4.1792632 43.6680329)",,,
36842718,,Rue Jules Granier,residential,False,True,77.161,"LINESTRING (4.1786984 43.6679262, 4.177766 43.667763)",,,
83339145,,Passage Granier,residential,False,False,45.388,"LINESTRING (4.1786984 43.6679262, 4.178877 43.667539)",,,
36842681,,Rue Gauger,residential,False,False,66.368,"LINESTRING (4.178877 43.667539, 4.1796479 43.6677518)",,,
83339145,,Passage Granier,residential,False,True,45.388,"LINESTRING (4.178877 43.667539, 4.1786984 43.6679262)",,,
36842681,,Rue Gauger,residential,False,True,91.013,"LINESTRING (4.178877 43.667539, 4.1778825 43.6672779, 4.1778122 43.6672623)",,,
36842720,,Impasse Gauger,residential,False,False,54.067,"LINESTRING (4.1794375 43.6682136, 4.1796479 43.6677518)",,,
36842681,,Rue Gauger,residential,False,True,66.368,"LINESTRING (4.1796479 43.6677518, 4.178877 43.667539)",,,
36842720,,Impasse Gauger,residential,False,True,54.067,"LINESTRING (4.1796479 43.6677518, 4.1794375 43.6682136)",,,
36842681,,Rue Gauger,residential,False,False,31.83,"LINESTRING (4.1796479 43.6677518, 4.1799016 43.6678178, 4.1800276 43.6678139)",,,
36842730,,Rue Gauger,residential,False,True,29.104,"LINESTRING (4.1803491 43.6679238, 4.18009 43.667858, 4.1800276 43.6678139)",,,
36842972,,Rue Honoré de Balzac,residential,False,False,6.341,"LINESTRING (4.1816399 43.661105, 4.1817181 43.6611122)",,,
36842967,,Rue Louis Fourmaud,residential,False,False,197.642,"LINESTRING (4.1816399 43.661105, 4.1817064 43.6623857, 4.1817204 43.6625718, 4.1817437 43.6628808)",,,
36842972,,Rue Honoré de Balzac,residential,False,True,57.542,"LINESTRING (4.1816399 43.661105, 4.1813797 43.6610789, 4.1809291 43.6610479)",,,
36842978,,Rue Jean-Jacques Rousseau,residential,False,False,69.942,"LINESTRING (4.1818334 43.6642143, 4.181849 43.6648432)",,,
36842978,,Rue Jean-Jacques Rousseau,residential,False,True,45.019,"LINESTRING (4.1818334 43.6642143, 4.1818133 43.6638097)",,,
519421573,,,residential,False,False,42.719,"LINESTRING (4.1818334 43.6642143, 4.1814045 43.6642212, 4.1813025 43.6642239)",,,
"[704821328, 829800422]",,Boulevard Victor Hugo,residential,False,False,24.029000000000003,"LINESTRING (4.1806321 43.6610249, 4.1806874 43.6610287, 4.1807777 43.6610359, 4.1808234 43.6610395, 4.1809291 43.6610479)",,,
829800421,D 34,Boulevard Victor Hugo,secondary,False,False,38.379999999999995,"LINESTRING (4.1806321 43.6610249, 4.1806263 43.6612506, 4.1806232 43.66137)",,,
28877594,,Boulevard Victor Hugo,unclassified,False,False,216.526,"LINESTRING (4.1809291 43.6610479, 4.1807834 43.6617845, 4.1805387 43.6628352, 4.1805164 43.6629719)",,,
36842972,,Rue Honoré de Balzac,residential,False,False,57.542,"LINESTRING (4.1809291 43.6610479, 4.1813797 43.6610789, 4.1816399 43.661105)",,,
"[704821328, 829800422]",,Boulevard Victor Hugo,residential,False,True,24.029000000000003,"LINESTRING (4.1809291 43.6610479, 4.1808234 43.6610395, 4.1807777 43.6610359, 4.1806874 43.6610287, 4.1806321 43.6610249)",,,
36842967,,Rue Louis Fourmaud,residential,False,True,44.764,"LINESTRING (4.1818133 43.6638097, 4.1817836 43.6634077)",,,
36842978,,Rue Jean-Jacques Rousseau,residential,False,False,45.019,"LINESTRING (4.1818133 43.6638097, 4.1818334 43.6642143)",,,
"[519421572, 151559500]",,Boulevard Louis Uni Apollon,residential,False,"[False, True]",119.98500000000001,"LINESTRING (4.1818133 43.6638097, 4.1816564 43.6638078, 4.1815118 43.663767, 4.1810934 43.6636565, 4.1806695 43.6635127, 4.1804391 43.6634167)",,,
36842986,,Chemin du Jardin du Temple,residential,True,False,95.007,"LINESTRING (4.1789619 43.661905, 4.1789419 43.6619375, 4.1786523 43.662286, 4.1783774 43.6625984, 4.1783328 43.6626251)",,,
704828721,,Chemin des Dames,residential,False,False,30.726,"LINESTRING (4.1789619 43.661905, 4.1790117 43.6618965, 4.1793044 43.661785)",,,
981323851,D 34E4,Rue Alphonse Daudet,tertiary,False,False,88.935,"LINESTRING (4.1783328 43.6626251, 4.1782257 43.6624538, 4.177871 43.6618984)",,,
981323851,D 34E4,Rue Alphonse Daudet,tertiary,False,True,18.874000000000002,"LINESTRING (4.1783328 43.6626251, 4.1783515 43.6626581, 4.17837 43.6626906, 4.1784213 43.6627823)",,,
47853803,,Rue des Amandiers,residential,False,False,203.67100000000002,"LINESTRING (4.1752959 43.6625265, 4.1752861 43.6625, 4.1752258 43.6624582, 4.1750294 43.66238, 4.1750079 43.6623622, 4.1750072 43.6623345, 4.1750393 43.6619551, 4.1750561 43.6619062, 4.1750897 43.661879, 4.1751358 43.6618605, 4.1757306 43.6618193, 4.1758137 43.6618208, 4.1758803 43.6618611, 4.1759184 43.661911, 4.1760117 43.662287, 4.1760251 43.6623164)",,,
704839573,,Chemin de la Noria,residential,True,False,63.166,"LINESTRING (4.1752959 43.6625265, 4.1754619 43.6624756, 4.175606 43.6624291, 4.1757942 43.6623812, 4.1760251 43.6623164)",,,
47853803,,Rue des Amandiers,residential,False,True,203.67100000000002,"LINESTRING (4.1760251 43.6623164, 4.1760117 43.662287, 4.1759184 43.661911, 4.1758803 43.6618611, 4.1758137 43.6618208, 4.1757306 43.6618193, 4.1751358 43.6618605, 4.1750897 43.661879, 4.1750561 43.6619062, 4.1750393 43.6619551, 4.1750072 43.6623345, 4.1750079 43.6623622, 4.1750294 43.66238, 4.1752258 43.6624582, 4.1752861 43.6625, 4.1752959 43.6625265)",,,
151559508,,Chemin de la Noria,residential,False,False,147.882,"LINESTRING (4.1760251 43.6623164, 4.1764892 43.6621923, 4.1768445 43.6621032, 4.1771957 43.6620245, 4.1773441 43.6619945, 4.1774587 43.6619702, 4.177505 43.6619484, 4.1777672 43.6618984)",,,
49582049,,,unclassified,False,True,135.452,"LINESTRING (4.1848942 43.6673933, 4.1847605 43.6674145, 4.1844713 43.6675078, 4.1842518 43.6675305, 4.1840463 43.6675204, 4.1837989 43.6674826, 4.1837048 43.6674826, 4.1833278 43.6675367, 4.1832577 43.6675468)",,,
83338895,,Rue Campoul,residential,False,True,101.236,"LINESTRING (4.1829938 43.662986, 4.1817437 43.6628808)",,,
83338894,,Impasse Antoine Moulin,residential,False,True,32.94,"LINESTRING (4.1824872 43.6633789, 4.1825118 43.6636746)",,,
83338898,,Rue Antoine Moulin,residential,False,False,43.36,"LINESTRING (4.1824872 43.6633789, 4.1830254 43.6633571)",,,
83338898,,Rue Antoine Moulin,residential,False,True,56.688,"LINESTRING (4.1824872 43.6633789, 4.1817836 43.6634077)",,,
28877594,,Boulevard Victor Hugo,unclassified,False,False,49.849,"LINESTRING (4.1805164 43.6629719, 4.1804391 43.6634167)",,,
