osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,tunnel
38285825,4,D 50,Boulevard Gabriel Péri,secondary,50,False,False,113.97800000000001,"LINESTRING (2.2956628 48.8192711, 2.295857 48.8192587, 2.2959296 48.819254, 2.2959924 48.8192543, 2.2961235 48.8192563, 2.2962866 48.8192533, 2.2963629 48.8192518, 2.297218 48.8192408)",,
659195446,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,False,104.143,"LINESTRING (2.2956628 48.8192711, 2.2956683 48.8193979, 2.2956652 48.8194832, 2.295671 48.8196599, 2.2957415 48.8198791, 2.2958052 48.8199896, 2.2959544 48.82017)",,
659195446,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,False,58.201,"LINESTRING (2.2959544 48.82017, 2.2964008 48.8206031)",,
289107161,,,Villa du Chemin de Fer,residential,,False,False,49.406,"LINESTRING (2.2959544 48.82017, 2.2960294 48.8201397, 2.2965208 48.8199285)",destination,
659195446,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,True,104.14300000000001,"LINESTRING (2.2959544 48.82017, 2.2958052 48.8199896, 2.2957415 48.8198791, 2.295671 48.8196599, 2.2956652 48.8194832, 2.2956683 48.8193979, 2.2956628 48.8192711)",,
659195446,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,True,58.201,"LINESTRING (2.2964008 48.8206031, 2.2959544 48.82017)",,
99192295,,,Rue Ampère,residential,30,True,False,139.743,"LINESTRING (2.2964008 48.8206031, 2.2964851 48.8205479, 2.2973314 48.8199416, 2.2976469 48.8197229, 2.2977027 48.8196842)",,
659195446,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,False,91.10900000000001,"LINESTRING (2.2964008 48.8206031, 2.2966111 48.8208094, 2.2967756 48.8209517, 2.2969139 48.8210686, 2.2970445 48.821172, 2.2971515 48.8212557)",,
14002682,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,False,53.370999999999995,"LINESTRING (2.2985453 48.8222838, 2.2988477 48.8225105, 2.299029 48.8226429)",,
14002682,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,True,153.242,"LINESTRING (2.2985453 48.8222838, 2.2982024 48.8220339, 2.2976963 48.8216652, 2.2975873 48.8215809, 2.2971515 48.8212557)",,
235877802,,,Rue Edgar Quinet,residential,30,True,False,52.629,"LINESTRING (2.2985453 48.8222838, 2.2990963 48.8224974, 2.2991637 48.8225251)",,
674524292,,,Rue Julia Bartet,secondary,30,False,True,20.366,"LINESTRING (2.302075 48.8248196, 2.3021482 48.8249963)",,
14002682,2,D 83,Boulevard Charles de Gaulle,secondary,50,False,True,181.95700000000002,"LINESTRING (2.302075 48.8248196, 2.3018705 48.8247548, 2.3014531 48.8246219, 2.3011773 48.8245073, 2.3010202 48.8244241, 2.3008779 48.8243281, 2.3005645 48.8240719, 2.3002848 48.8238395, 2.3002144 48.823781)",,
163782417,1,D 61B,Boulevard Charles de Gaulle,tertiary_link,,True,False,29.172,"LINESTRING (2.302075 48.8248196, 2.3023384 48.8249028, 2.3024339 48.8249336)",,
515939889,,D 61E,Avenue Pierre Larousse,secondary,30,False,True,110.046,"LINESTRING (2.302075 48.8248196, 2.3021435 48.8247481, 2.3022231 48.8246349, 2.3022962 48.8245157, 2.3023495 48.8243917, 2.3024251 48.8242592, 2.3025615 48.8239713, 2.3025967 48.8238949)",,
467616648,,,Boulevard Adolphe Pinard,tertiary,30,True,False,120.846,"LINESTRING (2.3024339 48.8249336, 2.3030361 48.8248012, 2.3038144 48.8246271, 2.3039987 48.8245875)",,
355335414,2,D 50,Boulevard Gabriel Péri,secondary,50,False,True,109.966,"LINESTRING (2.3086094 48.8200381, 2.3085463 48.8200375, 2.3084595 48.820027, 2.3083311 48.8200029, 2.3073016 48.8197416, 2.3071923 48.8197208)",,
13618502,2,D 61E,Avenue Pierre Larousse,secondary,30,False,False,56.461,"LINESTRING (2.3061424 48.8195508, 2.3060702 48.8196201, 2.3057931 48.8199263, 2.3057426 48.8199848)",,
355335414,2,D 50,Boulevard Gabriel Péri,secondary,50,False,False,79.175,"LINESTRING (2.3061424 48.8195508, 2.3063517 48.8195882, 2.3067892 48.8196566, 2.3070938 48.8197019, 2.3071923 48.8197208)",,
428731440,2,D 61E,Avenue du 12 Février 1934,secondary,30,False,True,116.624,"LINESTRING (2.3061424 48.8195508, 2.3062223 48.8194838, 2.3068735 48.8187925, 2.3069966 48.8186661)",,
553155819,2,D 50,Boulevard Gabriel Péri,secondary,50,False,True,75.77799999999999,"LINESTRING (2.3061424 48.8195508, 2.3060008 48.819526, 2.3055835 48.8194591, 2.3055163 48.8194474, 2.3054144 48.8194287, 2.3051411 48.8193786)",,
24692354,2,,Rue André Coin,residential,30,False,True,175.292,"LINESTRING (2.2997039 48.8192039, 2.2998095 48.8193031, 2.3008605 48.8205305, 2.300895 48.8205708)",,
