osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,width
120074138,Rond-Point du Général de Gaulle,tertiary,50,roundabout,True,False,15.163999999999998,"LINESTRING (-0.5903946 47.5004121, -0.5903668 47.5004069, -0.5903383 47.5004039, -0.5903095 47.5004031, -0.5902807 47.5004045, -0.5902524 47.5004081, -0.5902248 47.5004139, -0.5901985 47.5004218)",,
190600811,,tertiary,30,roundabout,True,False,17.273,"LINESTRING (-0.5920434 47.505895, -0.5920666 47.5058957, -0.5920897 47.5058937, -0.5921093 47.50589, -0.5921279 47.5058843, -0.592145 47.5058769, -0.5921604 47.5058678, -0.5921737 47.5058574, -0.5921847 47.5058458, -0.592193 47.5058332, -0.5921985 47.5058199, -0.5922011 47.5058063)",1,
190600813,,tertiary,30,roundabout,True,False,4.667,"LINESTRING (-0.5919221 47.5058139, -0.591925 47.5058242, -0.5919297 47.5058342, -0.5919359 47.5058438, -0.5919437 47.5058529)",1,
34146230,Rue de la Ternière,tertiary,50,,True,False,17.3,"LINESTRING (-0.5919437 47.5058529, -0.5919128 47.5059593, -0.5918832 47.506002)",2,
190600812,,tertiary,30,roundabout,True,False,9.106,"LINESTRING (-0.5919437 47.5058529, -0.591954 47.5058622, -0.591966 47.5058707, -0.5919795 47.5058781, -0.5919942 47.5058843, -0.5920099 47.5058892, -0.5920264 47.5058928, -0.5920434 47.505895)",1,
34146419,Avenue du Général de Gaulle,tertiary,50,,True,False,28.546999999999997,"LINESTRING (-0.5920968 47.5057094, -0.591919 47.5056472, -0.5917642 47.5055854)",2,
190600810,,tertiary,30,roundabout,True,False,20.688,"LINESTRING (-0.5920968 47.5057094, -0.592076 47.5057068, -0.5920548 47.5057063, -0.5920338 47.505708, -0.5920134 47.5057119, -0.591994 47.5057177, -0.5919763 47.5057255, -0.5919604 47.505735, -0.5919468 47.505746, -0.5919359 47.5057582, -0.5919278 47.5057714, -0.5919227 47.5057853, -0.5919208 47.5057996, -0.5919221 47.5058139)",1,
120066209,Rue de la Ternière,tertiary,50,,True,False,16.935000000000002,"LINESTRING (-0.5918832 47.506002, -0.5919383 47.5059692, -0.5920434 47.505895)",1,
120067815,Rue de la Ternière,tertiary,50,,False,True,98.25500000000001,"LINESTRING (-0.5918832 47.506002, -0.5918265 47.5060496, -0.591704 47.5061265, -0.5915287 47.5061925, -0.5914661 47.5062149, -0.5912961 47.5062758, -0.5912535 47.506291, -0.5911499 47.5063281, -0.5911109 47.5063421, -0.5909668 47.5063985, -0.5907848 47.5064697)",2,
34146412,Avenue du Général de Gaulle,tertiary,50,,True,False,28.065,"LINESTRING (-0.5917642 47.5055854, -0.5918407 47.5056836, -0.5919221 47.5058139)",2,
120067819,Avenue du Général de Gaulle,tertiary,50,,False,True,94.07800000000002,"LINESTRING (-0.5917642 47.5055854, -0.5917096 47.5055492, -0.5916237 47.5054923, -0.5915336 47.5054326, -0.5914933 47.5054059, -0.5912959 47.5052783, -0.5911695 47.5051603, -0.5911002 47.5050758, -0.5910488 47.5050049, -0.591012 47.5049247)",2,
120067817,Avenue de la Petite Garde,tertiary,50,,False,False,4.689,"LINESTRING (-0.5897581 47.5068966, -0.5898118 47.5068751)",2,
34146626,Avenue Pierre Mendès France,secondary,30,,True,False,197.018,"LINESTRING (-0.5897581 47.5068966, -0.5898577 47.5070121, -0.5909855 47.5083191, -0.5910691 47.508431)",,3
"[120067816, 120067817]",Avenue de la Petite Garde,tertiary,50,,False,"[False, True]",80.636,"LINESTRING (-0.5897581 47.5068966, -0.5896873 47.5069238, -0.5895046 47.5070142, -0.5894382 47.5070459, -0.5893531 47.5070998, -0.5892807 47.507151, -0.5891372 47.5072846, -0.5890232 47.5074105)",2,
120067813,Rue de la Ternière,residential,50,,False,True,8.017,"LINESTRING (-0.5942377 47.5053451, -0.5941527 47.5053887)",2,
78049061,Rue de la Nouette,residential,50,,False,False,104.719,"LINESTRING (-0.5942377 47.5053451, -0.5942133 47.5053195, -0.5941924 47.5052961, -0.5939793 47.5050942, -0.5937766 47.5049291, -0.5933476 47.504623)",2,
120067813,Rue de la Ternière,residential,50,,False,False,95.50999999999999,"LINESTRING (-0.5942377 47.5053451, -0.5943764 47.505287, -0.5945287 47.5052406, -0.5948302 47.5051679, -0.5950937 47.5051113, -0.5952828 47.5050603, -0.5954109 47.5050205)",2,
47355962,,tertiary,,roundabout,True,False,11.568000000000001,"LINESTRING (-0.5964154 47.50185, -0.5964122 47.5018672, -0.5964122 47.5018845, -0.5964156 47.5019017, -0.5964222 47.5019184, -0.5964319 47.5019345, -0.5964446 47.5019496)",,
751511872,Avenue de la Grande Planche,tertiary,,,True,False,194.969,"LINESTRING (-0.5964154 47.50185, -0.5963282 47.5018964, -0.5962202 47.5019218, -0.5957796 47.50204, -0.5956449 47.502069, -0.595502 47.5020935, -0.5953666 47.5021084, -0.5952338 47.5021116, -0.5951118 47.5021039, -0.5949408 47.5020813, -0.5939271 47.5019231)",,
47355962,,tertiary,,roundabout,True,False,18.592,"LINESTRING (-0.5965834 47.5017418, -0.5965592 47.5017452, -0.5965357 47.5017506, -0.5965134 47.5017579, -0.5964927 47.501767, -0.5964737 47.5017777, -0.5964569 47.50179, -0.5964425 47.5018036, -0.5964306 47.5018182, -0.5964215 47.5018338, -0.5964154 47.50185)",,
"[46714027, 86217614]","['Chemin de la Salette', 'Chemin de la Sellerie']",residential,50,,False,False,343.1329999999999,"LINESTRING (-0.5910691 47.508431, -0.591012 47.5084655, -0.5907787 47.5086401, -0.5906509 47.5087529, -0.5905946 47.5088522, -0.5905176 47.5089867, -0.5904301 47.5091441, -0.5903421 47.5092484, -0.5902196 47.509379, -0.59008 47.5095312, -0.5900022 47.5096209, -0.5890949 47.5092495, -0.5890607 47.5092183, -0.5890359 47.5091816, -0.5890419 47.5091394, -0.5890627 47.5091028, -0.5891969 47.508946, -0.5891763 47.5088788, -0.5895187 47.5084761, -0.589554 47.5083903)",2,
