osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,access
172199549,2,D 712,Rue du Général de Gaulle,secondary,30,False,False,39.239999999999995,"LINESTRING (-4.0728831 48.5098967, -4.073328 48.5098643, -4.0734124 48.5098571)",,,
172199549,2,D 712,Rue du Général de Gaulle,secondary,30,False,True,22.246,"LINESTRING (-4.0728831 48.5098967, -4.0726803 48.5099092, -4.072582 48.5099098)",,,
1246751352,1,,Rue Bergère,residential,30,False,True,11.336,"LINESTRING (-4.0728831 48.5098967, -4.072856 48.5098551, -4.0728221 48.5098031)",,,
547315644,2,,Rue Saint-Thivisiau,residential,50,False,True,7.641,"LINESTRING (-4.0722126 48.5102625, -4.0723161 48.510258)",4,,
172174571,2,,Place de l'Église,residential,30,False,False,21.715,"LINESTRING (-4.0722126 48.5102625, -4.072073 48.5103007, -4.0719408 48.5103381)",4,,
172175426,2,D 35,Rue d'Arvor,secondary,30,False,True,42.402,"LINESTRING (-4.0722126 48.5102625, -4.0722486 48.5099652, -4.0722605 48.5098825)",4,,
172179433,2,D 35,Rue d'Arvor,secondary,30,False,False,59.894,"LINESTRING (-4.0722126 48.5102625, -4.0723041 48.5103606, -4.0724222 48.5105674, -4.0724333 48.5106245, -4.0723895 48.5107662)",,,
547315643,2,,Rue Saint-Thivisiau,residential,50,False,True,5.354,"LINESTRING (-4.0725853 48.5099579, -4.0725848 48.5099499, -4.072582 48.5099098)",4,,
566814215,,,,residential,50,True,False,5.390000000000001,"LINESTRING (-4.0633399 48.5146382, -4.0633762 48.5146411, -4.0634116 48.5146349)",,roundabout,
29246260,2,,Rond-Point de Kreach Kelen,residential,50,True,False,32.842,"LINESTRING (-4.075794 48.5105439, -4.0757729 48.5105736, -4.0757628 48.5106057, -4.0757641 48.5106385, -4.0757768 48.5106703, -4.0758001 48.5106992, -4.0758329 48.5107238, -4.0758733 48.5107427, -4.0759193 48.510755, -4.0759683 48.5107599)",4,roundabout,
1250941732,2,,Rue du Manoir,residential,50,False,True,24.37,"LINESTRING (-4.075794 48.5105439, -4.0756301 48.5104642, -4.0755221 48.5104193)",4,,
29246260,2,,Rond-Point de Kreach Kelen,residential,50,True,False,25.373999999999995,"LINESTRING (-4.076189 48.5106253, -4.0761836 48.5105864, -4.0761624 48.5105498, -4.0761269 48.5105186, -4.0760828 48.510496, -4.0760313 48.5104818, -4.075976 48.5104769)",4,roundabout,
128804972,2,,,unclassified,50,True,False,62.56400000000001,"LINESTRING (-4.076189 48.5106253, -4.0762674 48.5105742, -4.0764795 48.5104255, -4.0765498 48.5103465, -4.0765732 48.5103046, -4.0765932 48.5102582, -4.0766119 48.5101584)",,,
29246260,2,,Rond-Point de Kreach Kelen,residential,50,True,False,15.943999999999999,"LINESTRING (-4.075976 48.5104769, -4.0759049 48.5104849, -4.0758418 48.5105081, -4.075794 48.5105439)",4,roundabout,
172199548,1,D 712,Rue du Général de Gaulle,secondary,50,True,False,51.965999999999994,"LINESTRING (-4.0764774 48.509616, -4.0764005 48.5096179, -4.0759959 48.5096444, -4.0757796 48.5096772)",,,
588055972,,,Rond-Point de Bad Sooden-Allendorf,secondary,50,True,False,29.948999999999998,"LINESTRING (-4.0764774 48.509616, -4.0764088 48.5096449, -4.076356 48.5096858, -4.0763233 48.5097352, -4.0763138 48.5097887, -4.0763282 48.5098417)",3,roundabout,
118445690,1,,Rue de l'Orphelinat,residential,30,False,True,89.18299999999999,"LINESTRING (-4.0728221 48.5098031, -4.0729523 48.5097675, -4.0729631 48.5097474, -4.0729403 48.5096638, -4.0729593 48.5096372, -4.0730589 48.5096053, -4.0731643 48.5095802, -4.0733069 48.5095519, -4.0733203 48.5095492, -4.0733844 48.5096459, -4.0734065 48.5098125, -4.0734124 48.5098571)",,,
1246751352,1,,Rue Bergère,residential,30,False,False,11.336,"LINESTRING (-4.0728221 48.5098031, -4.072856 48.5098551, -4.0728831 48.5098967)",,,
118445701,,,Rue de la Colle,unclassified,,False,True,27.119,"LINESTRING (-4.0766586 48.5104, -4.0766376 48.5102445, -4.0766119 48.5101584)",,,
118445701,,,Rue de la Colle,unclassified,,False,False,27.119,"LINESTRING (-4.0766119 48.5101584, -4.0766376 48.5102445, -4.0766586 48.5104)",,,
128804972,2,,,unclassified,50,True,False,23.125,"LINESTRING (-4.0766119 48.5101584, -4.0766226 48.5101269, -4.0766536 48.5100362, -4.0766699 48.5099902, -4.0766821 48.5099557)",,,
1246751351,1,,Rue Bergère,residential,30,False,False,20.958,"LINESTRING (-4.0723005 48.5095764, -4.0725764 48.5095304)",,,
172179783,2,,Rue de la Tour d'Auvergne,secondary,30,False,False,34.181,"LINESTRING (-4.0723005 48.5095764, -4.072283 48.5097652, -4.0722605 48.5098825)",,,
172179783,2,,Rue de la Tour d'Auvergne,secondary,30,False,True,54.989999999999995,"LINESTRING (-4.0723005 48.5095764, -4.0723123 48.5093491, -4.0723192 48.5092889, -4.0723392 48.5090826)",,,
29215660,2,,Rue du Général Weygand,residential,30,False,True,256.081,"LINESTRING (-4.0667435 48.5137976, -4.0666481 48.5138181, -4.0665527 48.5138385, -4.0652748 48.5141375, -4.0652199 48.5141503, -4.0651392 48.514169, -4.0646782 48.5142762, -4.0645788 48.5142984, -4.0644226 48.5143346, -4.0643402 48.5143543, -4.0641756 48.5143923, -4.0639934 48.514433, -4.0639636 48.5144395, -4.0635229 48.514545, -4.0635083 48.5145485, -4.0634628 48.5145594)",5,,
118445743,2,,Rue Paul Deschanel,residential,50,False,False,73.959,"LINESTRING (-4.0667435 48.5137976, -4.0667561 48.5138261, -4.0667737 48.5138659, -4.0670258 48.5144359)",,,
1250917126,2,,Rue du Général Weygand,residential,50,False,False,88.26,"LINESTRING (-4.0667435 48.5137976, -4.0671173 48.5137208, -4.0678879 48.5135624)",5,,
588055972,,,Rond-Point de Bad Sooden-Allendorf,secondary,50,True,False,7.3740000000000006,"LINESTRING (-4.0763282 48.5098417, -4.0763485 48.509872, -4.0763767 48.5098994)",3,roundabout,
118445733,1,,Rue Bergère,residential,30,True,False,35.314,"LINESTRING (-4.0725764 48.5095304, -4.0728221 48.5098031)",,,destination
1246751351,1,,Rue Bergère,residential,30,False,True,20.958,"LINESTRING (-4.0725764 48.5095304, -4.0723005 48.5095764)",,,
118445693,,,Rue Gaston Doumergue,residential,50,False,False,43.461999999999996,"LINESTRING (-4.0686213 48.5126975, -4.0684576 48.5126886, -4.0681264 48.5126788, -4.0680323 48.5126823)",,,
578238400,,,Rue Gaston Doumergue,residential,50,False,True,57.274,"LINESTRING (-4.0686213 48.5126975, -4.0682553 48.5128342, -4.0681855 48.5128364, -4.0681274 48.5128138, -4.0680323 48.5126823)",,,
118445693,,,Rue Gaston Doumergue,residential,50,False,True,30.734,"LINESTRING (-4.0686213 48.5126975, -4.0688603 48.5127002, -4.0690205 48.5126485)",,,
118445693,,,Rue Gaston Doumergue,residential,50,False,False,56.59,"LINESTRING (-4.0680323 48.5126823, -4.0679058 48.5126999, -4.0677448 48.5127431, -4.0673355 48.5128897)",,,
118445693,,,Rue Gaston Doumergue,residential,50,False,True,43.462,"LINESTRING (-4.0680323 48.5126823, -4.0681264 48.5126788, -4.0684576 48.5126886, -4.0686213 48.5126975)",,,
