osmid,ref,highway,oneway,reversed,length,geometry,name,bridge
802125333,D 223,tertiary,False,True,342.75399999999996,"LINESTRING (4.3199763 44.6366655, 4.3205556 44.6364517, 4.3207916 44.6362379, 4.3209204 44.6359631, 4.3213495 44.6358257, 4.321607 44.6355814, 4.3215641 44.6351538, 4.3215711 44.6350374, 4.3216576 44.634931, 4.3218645 44.6348637, 4.3222293 44.6343598, 4.3222432 44.634343)",,
"[847577481, 1219333117, 802110198, 802110199]",D 223,tertiary,False,False,621.972,"LINESTRING (4.3199763 44.6366655, 4.3196758 44.6372762, 4.3195042 44.6379175, 4.3196758 44.6383145, 4.3199119 44.6388336, 4.319869 44.6391084, 4.3192038 44.6392611, 4.3179567 44.6388524, 4.3177663 44.6387494, 4.3176871 44.6386258, 4.3176725 44.6385146, 4.3176879 44.6384285, 4.3176229 44.6383308, 4.3175274 44.6382682, 4.3173289 44.638211, 4.3171911 44.6381814, 4.3171396 44.6381815, 4.3169682 44.6382071, 4.3168327 44.6381969, 4.3163349 44.6381137)","['Route de Largentière', 'Place du Village']",yes
848043501,,unclassified,False,True,215.725,"LINESTRING (4.3199763 44.6366655, 4.3198732 44.6366997, 4.3197078 44.6368847, 4.3196531 44.6369586, 4.3196244 44.6370199, 4.3195847 44.6371892, 4.3195492 44.6372593, 4.3195109 44.6373137, 4.3194877 44.6373429, 4.3193632 44.6374393, 4.319314 44.6374821, 4.3192785 44.6375171, 4.3191089 44.6379335, 4.3190884 44.6380318, 4.3190802 44.6380814, 4.3190884 44.6381203, 4.3191855 44.6383198, 4.3190816 44.6383684)",Chemin de Salibage,
802110201,D 323,tertiary,False,False,172.594,"LINESTRING (4.3163349 44.6381137, 4.3164306 44.637961, 4.3164644 44.63787, 4.316454 44.6377795, 4.3163942 44.6376588, 4.3162851 44.6374848, 4.3161805 44.6373602, 4.3160417 44.6372756, 4.3157431 44.6372061, 4.3155832 44.637145, 4.3153058 44.6369857)",Route de Saint-Cirgues-de-Prades,
847577480,D 223,tertiary,False,False,22.016,"LINESTRING (4.3163349 44.6381137, 4.3162275 44.6381269, 4.3160775 44.6381827)",Place du Village,
"[847577481, 1219333117, 802110198, 802110199]",D 223,tertiary,False,True,621.972,"LINESTRING (4.3163349 44.6381137, 4.3168327 44.6381969, 4.3169682 44.6382071, 4.3171396 44.6381815, 4.3171911 44.6381814, 4.3173289 44.638211, 4.3175274 44.6382682, 4.3176229 44.6383308, 4.3176879 44.6384285, 4.3176725 44.6385146, 4.3176871 44.6386258, 4.3177663 44.6387494, 4.3179567 44.6388524, 4.3192038 44.6392611, 4.319869 44.6391084, 4.3199119 44.6388336, 4.3196758 44.6383145, 4.3195042 44.6379175, 4.3196758 44.6372762, 4.3199763 44.6366655)","['Route de Largentière', 'Place du Village']",yes
"[1219333116, 847570686]",D 223,tertiary,False,True,312.993,"LINESTRING (4.3176771 44.6406758, 4.3177483 44.6406105, 4.3177585 44.640535, 4.3177298 44.6404481, 4.3176394 44.6403644, 4.3172939 44.6401508, 4.31722 44.6400776, 4.3171834 44.639996, 4.3171043 44.6396098, 4.3170752 44.639455, 4.3169877 44.6393229, 4.3164737 44.6388298, 4.3160924 44.6385129, 4.31605 44.6384489, 4.316028 44.6383755, 4.3160251 44.6382849)","['Place du Village', 'Route du Village']",
847570687,D 223,tertiary,False,False,157.66899999999998,"LINESTRING (4.3176771 44.6406758, 4.3173863 44.6407607, 4.3170556 44.6409254, 4.3169078 44.6410169, 4.3168365 44.6410949, 4.316822 44.6412154, 4.3168877 44.6413378, 4.3170789 44.6414447, 4.3173899 44.6415603)",,
1219333110,D 223,tertiary,False,False,12.097,"LINESTRING (4.3160775 44.6381827, 4.3160251 44.6382849)",Place du Village,
847577480,D 223,tertiary,False,True,22.016,"LINESTRING (4.3160775 44.6381827, 4.3162275 44.6381269, 4.3163349 44.6381137)",Place du Village,
"[847570688, 802110204]",,unclassified,False,True,92.48299999999999,"LINESTRING (4.3154005 44.6376394, 4.3148984 44.6374804, 4.3148048 44.6374643, 4.314433 44.6374002, 4.3143887 44.6373926, 4.3142939 44.6373949)",Rue des Écoles,
848778221,,unclassified,False,False,74.62,"LINESTRING (4.3154005 44.6376394, 4.3154504 44.6373439, 4.3154389 44.6372837, 4.3153058 44.6369857)",,
848778222,,unclassified,True,False,80.816,"LINESTRING (4.3154005 44.6376394, 4.3157867 44.6379256, 4.3160775 44.6381827)",Rue des Écoles,
"[166350643, 802110204, 802110205]",,unclassified,False,False,186.76600000000002,"LINESTRING (4.3122462 44.6372424, 4.3124657 44.6370067, 4.312548 44.6369923, 4.312658 44.6370326, 4.313598 44.637376, 4.3139735 44.6374027, 4.3142939 44.6373949)",,yes
"[288879973, 288879974, 339805527]",,unclassified,False,False,59.161,"LINESTRING (4.3134376 44.6421859, 4.313439 44.642128, 4.3134978 44.6419262, 4.3134913 44.6418497, 4.3135239 44.6416597)",,yes
1219323237,D 19,secondary,False,False,149.779,"LINESTRING (4.3134376 44.6421859, 4.3132171 44.6421314, 4.3124039 44.641825, 4.311762 44.6415637)",Route de Jaujac,
1219323235,,residential,False,True,19.45,"LINESTRING (4.3151364 44.6384906, 4.3148911 44.6384792)",Rue de l'Église,
288889163,,unclassified,False,True,274.844,"LINESTRING (4.3151364 44.6384906, 4.314647 44.6386758, 4.3143332 44.6387597, 4.3141052 44.6388208, 4.313889 44.6388957, 4.3137066 44.6389816, 4.313609 44.6390403, 4.3135607 44.6391071, 4.3134133 44.6395154, 4.3133114 44.6397177, 4.3132309 44.6398265, 4.3130968 44.6399811, 4.3129474 44.6401868)",Chemin du Pont de Prades,
847570685,,residential,False,False,40.164,"LINESTRING (4.3151364 44.6384906, 4.3151781 44.6384925, 4.31539 44.6385002, 4.3154999 44.6384925, 4.3155992 44.6384716, 4.3156312 44.6384549)",Rue de l'Église,
1219323235,,residential,False,False,19.45,"LINESTRING (4.3148911 44.6384792, 4.3151364 44.6384906)",Rue de l'Église,
168654755,,residential,True,False,247.364,"LINESTRING (4.3148911 44.6384792, 4.314714 44.6384945, 4.3146132 44.6384968, 4.3141374 44.6383933, 4.3140282 44.6383759, 4.3138289 44.6384219, 4.3137377 44.6384448, 4.3136331 44.6384563, 4.3135768 44.63842, 4.3135296 44.6383213, 4.3135188 44.6381877, 4.3135403 44.6381075, 4.3135734 44.6380522, 4.3135795 44.6380421, 4.3139523 44.6375345, 4.3139898 44.6375096, 4.3142939 44.6373949)",,
848429671,,residential,False,True,94.27700000000002,"LINESTRING (4.3148911 44.6384792, 4.3145739 44.6384244, 4.314433 44.6383803, 4.3141311 44.6381776, 4.3140212 44.6381413, 4.3138527 44.6381078)",Place de la Mairie,
168654753,,unclassified,False,True,396.8230000000001,"LINESTRING (4.3129474 44.6401868, 4.3131594 44.6402279, 4.3132989 44.6402698, 4.3135725 44.6403996, 4.3139265 44.6405561, 4.3145381 44.6408118, 4.3146658 44.640838, 4.3149232 44.6408571, 4.3151271 44.6408914, 4.3160455 44.6411592, 4.3165283 44.6413042, 4.3167042 44.6414105, 4.3168652 44.6415136, 4.3170486 44.6416287, 4.3171924 44.6416472, 4.3172675 44.6416243, 4.3173899 44.6415603)",Chemin du Puits Taillades,
288889163,,unclassified,False,False,274.84400000000005,"LINESTRING (4.3129474 44.6401868, 4.3130968 44.6399811, 4.3132309 44.6398265, 4.3133114 44.6397177, 4.3134133 44.6395154, 4.3135607 44.6391071, 4.313609 44.6390403, 4.3137066 44.6389816, 4.313889 44.6388957, 4.3141052 44.6388208, 4.3143332 44.6387597, 4.314647 44.6386758, 4.3151364 44.6384906)",Chemin du Pont de Prades,
"[168654754, 288889162, 288889163]",,unclassified,False,True,179.69499999999996,"LINESTRING (4.3129474 44.6401868, 4.3129314 44.6402088, 4.3126525 44.6405637, 4.3122394 44.641058, 4.3120007 44.6413004, 4.3119411 44.6413654, 4.3118011 44.6415114, 4.311762 44.6415637)",Chemin du Pont de Prades,yes
1219333110,D 223,tertiary,False,True,12.097,"LINESTRING (4.3160251 44.6382849, 4.3160775 44.6381827)",Place du Village,
847570685,,residential,False,True,36.94,"LINESTRING (4.3160251 44.6382849, 4.3158835 44.638317, 4.3157789 44.638378, 4.3156312 44.6384549)",Rue de l'Église,
"[1219333116, 847570686]",D 223,tertiary,False,False,312.99300000000005,"LINESTRING (4.3160251 44.6382849, 4.316028 44.6383755, 4.31605 44.6384489, 4.3160924 44.6385129, 4.3164737 44.6388298, 4.3169877 44.6393229, 4.3170752 44.639455, 4.3171043 44.6396098, 4.3171834 44.639996, 4.31722 44.6400776, 4.3172939 44.6401508, 4.3176394 44.6403644, 4.3177298 44.6404481, 4.3177585 44.640535, 4.3177483 44.6406105, 4.3176771 44.6406758)","['Place du Village', 'Route du Village']",
"[168654754, 288889163, 288889162]",,unclassified,False,False,179.695,"LINESTRING (4.311762 44.6415637, 4.3118011 44.6415114, 4.3119411 44.6413654, 4.3120007 44.6413004, 4.3122394 44.641058, 4.3126525 44.6405637, 4.3129314 44.6402088, 4.3129474 44.6401868)",Chemin du Pont de Prades,yes
1219323236,D 19,secondary,False,False,50.945,"LINESTRING (4.311762 44.6415637, 4.3114568 44.6414395, 4.3112475 44.6412943)",Route de Jaujac,
