osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,ref,lanes,bridge
623894526,True,Avenue de Lyon,secondary,50,False,74.899,"LINESTRING (4.0774636 46.03851, 4.0773824 46.0383069, 4.0772151 46.0378589)",,,,
122373776,True,Avenue de Lyon,secondary,50,False,117.42099999999999,"LINESTRING (4.0767953 46.0369474, 4.0767432 46.0367426, 4.0767366 46.0367168, 4.076727 46.036679, 4.0766613 46.0363831, 4.0766412 46.0361781, 4.0766497 46.0358996)",,,,
1175243962,True,Rue des Vies Vieilles,secondary,,False,17.709,"LINESTRING (4.0767953 46.0369474, 4.0768619 46.0369213, 4.0769368 46.0369107, 4.0770128 46.0369167)",roundabout,,,
121908539,False,Avenue de Lyon,secondary,50,False,31.339999999999996,"LINESTRING (4.0767819 46.0353538, 4.0768141 46.0352603, 4.0768946 46.0350832)",,,,
"[1268594026, 151581294]",True,Avenue de Lyon,secondary,50,False,176.65300000000002,"LINESTRING (4.0767819 46.0353538, 4.0767206 46.0357948, 4.0767253 46.0359719, 4.07674 46.0361199, 4.0767536 46.0362148, 4.0767825 46.0363015, 4.0768242 46.0364263, 4.0769176 46.0366835, 4.0769274 46.0367104, 4.0769425 46.0367521, 4.0770128 46.0369167)",,D 207,2,
24040682,True,,primary,50,False,12.767,"LINESTRING (4.077552 46.0336999, 4.0775289 46.0336651, 4.0775178 46.0336276, 4.0775192 46.0335894)",roundabout,,,
24040682,True,,primary,50,False,5.743,"LINESTRING (4.0775192 46.0335894, 4.0775409 46.03354)",roundabout,,,
"[623894529, 147380551]",True,Rue Jean Jaurès,tertiary,30,False,75.605,"LINESTRING (4.0775192 46.0335894, 4.0773997 46.0335784, 4.0773556 46.0335761, 4.0772905 46.0335848, 4.0766263 46.0338241)",,,,
24040682,True,,primary,50,False,14.489,"LINESTRING (4.0775409 46.03354, 4.0775751 46.0335036, 4.0776217 46.0334746, 4.0776774 46.0334549)",roundabout,,,
827920373,True,Rue Pierre Dépierre,primary,,False,25.382,"LINESTRING (4.0775409 46.03354, 4.0775167 46.0334922, 4.077472 46.0334163, 4.0774159 46.033329)",,,,
24040682,True,,primary,50,False,14.471,"LINESTRING (4.0779653 46.0335264, 4.0779855 46.0335558, 4.0779971 46.0335873, 4.0779997 46.0336198, 4.0779932 46.033652)",roundabout,,,
24040682,True,,primary,50,False,18.484,"LINESTRING (4.0777507 46.0337804, 4.0777032 46.0337761, 4.0776579 46.0337653, 4.0776165 46.0337485, 4.0775807 46.0337265, 4.077552 46.0336999)",roundabout,,,
623894530,True,Avenue de Lyon,secondary,50,False,61.788000000000004,"LINESTRING (4.0777507 46.0337804, 4.0776496 46.0338467, 4.0776068 46.0338951, 4.0773991 46.0342707)",,,,
"[871698780, 31138230]",False,Rue Pierre Dépierre,primary,50,True,45.794,"LINESTRING (4.0751604 46.0300925, 4.0752484 46.030252, 4.0752599 46.0302728, 4.0752895 46.0303313, 4.0753675 46.0304784)",,,,
"[156179251, 147380542]",False,Rue André Deveaux,residential,,True,341.212,"LINESTRING (4.0751604 46.0300925, 4.0754117 46.0301452, 4.0754355 46.0301524, 4.075492 46.0301694, 4.0756093 46.0302181, 4.0758463 46.0303389, 4.0761277 46.0304948, 4.0763828 46.0306715, 4.0764867 46.0307466, 4.0768046 46.0310088, 4.0772436 46.0315037, 4.0773351 46.0316261, 4.077659 46.0320591, 4.0778805 46.0323984)",,,,
