osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,lanes
32428382,D 35,Rue Michelet,tertiary,30,False,False,133.88400000000001,"LINESTRING (1.480926 43.3519049, 1.4809313 43.3518764, 1.4809569 43.3518511, 1.4811154 43.3517816, 1.4811827 43.3517527, 1.4814873 43.3516203, 1.4817153 43.3515125, 1.4819933 43.3513908, 1.4822695 43.3512816, 1.4823079 43.3512658)",,,
"[287587296, 290116620]",D 622,"['Place Pierre Curie', 'Avenue de Nailloux']",secondary,30,False,False,90.09,"LINESTRING (1.480926 43.3519049, 1.4807568 43.3518873, 1.4807245 43.3518836, 1.4798983 43.3517877, 1.4798249 43.3517813)",,,
"[289928221, 907688395, 907688396, 907688397]",D 622,Avenue de Nailloux,secondary,50,False,True,85.434,"LINESTRING (1.480926 43.3519049, 1.4810687 43.3519213, 1.4811226 43.3519277, 1.4811419 43.35193, 1.4812834 43.3519428, 1.4815812 43.3520225, 1.4817036 43.3520539, 1.4818612 43.3520929, 1.4819397 43.3521096)",yes,,
290116620,D 622,Place Pierre Curie,secondary,,False,False,6.359,"LINESTRING (1.4798249 43.3517813, 1.4797473 43.351772)",,,
130865379,,Place du Dix-Neuf Mars 1962,residential,30,False,False,96.51300000000002,"LINESTRING (1.4798249 43.3517813, 1.4798147 43.3518349, 1.4797098 43.3519546, 1.4796961 43.3519832, 1.4796972 43.3520069, 1.4797217 43.352034, 1.4799806 43.3522219, 1.4800298 43.3522692, 1.4800476 43.3523183, 1.4800289 43.3523764, 1.4800035 43.3524216, 1.4799612 43.3524645, 1.4799152 43.3524991)",,,
"[287587296, 290116620]",D 622,"['Place Pierre Curie', 'Avenue de Nailloux']",secondary,30,False,True,90.09,"LINESTRING (1.4798249 43.3517813, 1.4798983 43.3517877, 1.4807245 43.3518836, 1.4807568 43.3518873, 1.480926 43.3519049)",,,
"[631150348, 631150350]",D 622,Boulevard Jules Guesde,secondary,30,True,False,17.368,"LINESTRING (1.4795602 43.3516955, 1.4796338 43.3517289, 1.4797473 43.351772)",,,
66887358,,Avenue Arenys de Mar,residential,50,False,True,7.004,"LINESTRING (1.4784905 43.3506646, 1.478421 43.3507022)",,,
631652018,D 622,Boulevard Jules Guesde,secondary,50,True,False,143.73,"LINESTRING (1.4784905 43.3506646, 1.478727 43.3508858, 1.478909 43.3510584, 1.4792425 43.3513706, 1.4794478 43.351602, 1.4795044 43.3516511, 1.4795602 43.3516955)",,,
"[909776616, 909776618]",,Avenue Arenys de Mar,residential,50,False,False,164.334,"LINESTRING (1.4784905 43.3506646, 1.4785287 43.3506428, 1.4787248 43.3505288, 1.4792291 43.3502515, 1.4795581 43.3500123, 1.4796005 43.3499802, 1.4799859 43.3496708)",,,
162177649,D 622,Rue Jean Proudhom,secondary,50,False,False,54.302,"LINESTRING (1.4778962 43.3505972, 1.4776979 43.3508429, 1.477548 43.3510147)",,,
185465103,D 622,Boulevard Jules Guesde,secondary,50,True,False,68.632,"LINESTRING (1.4778962 43.3505972, 1.4780181 43.3504565, 1.4780722 43.3504317, 1.4781212 43.3504294, 1.478174 43.3504353, 1.4782317 43.3504529, 1.4782772 43.3504769, 1.4783272 43.3505191, 1.4784905 43.3506646)",,,
128185520,D 622,Rue Anatole France,secondary,30,True,False,73.929,"LINESTRING (1.4772885 43.3515296, 1.4773843 43.3515525, 1.4775445 43.3515885, 1.4776735 43.3516126, 1.4781834 43.3516509)",,,
525414649,D 35,Rue Camille Pelletan,tertiary,30,False,True,13.831000000000001,"LINESTRING (1.4772885 43.3515296, 1.4772855 43.3515548, 1.4772803 43.3516159, 1.4772771 43.3516537)",,,
913464916,D 622,,secondary,50,False,False,23.631999999999998,"LINESTRING (1.4772885 43.3515296, 1.4771544 43.3514875, 1.4770202 43.3514453)",,,
18640974,D 622,,secondary,50,False,False,26.134,"LINESTRING (1.4762718 43.3512288, 1.4759703 43.3511441)",,,
"[178415944, 18640974]",D 622,,secondary,50,False,True,58.727,"LINESTRING (1.4762718 43.3512288, 1.4763383 43.3512475, 1.4767254 43.3513609, 1.4768207 43.3513878, 1.4769472 43.351423)",,,
18640975,,,secondary_link,50,True,False,19.572,"LINESTRING (1.4762718 43.3512288, 1.4762355 43.3511849, 1.476245 43.3511366, 1.4763102 43.3510772)",,,
162177650,,Grande Allée du Ramier,residential,50,True,False,35.462,"LINESTRING (1.4763102 43.3510772, 1.476521 43.3509778, 1.4766739 43.3508991)",,,
287587326,,,secondary,50,True,False,10.516,"LINESTRING (1.4763102 43.3510772, 1.4763678 43.351084, 1.4764388 43.3510913)",,,
287587326,,,secondary,50,True,False,56.023,"LINESTRING (1.4764388 43.3510913, 1.4766163 43.3511176, 1.4767207 43.3511013, 1.4767567 43.3510943, 1.4769275 43.351063, 1.4770366 43.3510626, 1.4771176 43.3510737)",,,
496926383,,Grande Allée du Ramier,residential,50,True,False,20.508000000000003,"LINESTRING (1.4764388 43.3510913, 1.4763258 43.3511704, 1.4763123 43.3511847, 1.4762718 43.3512288)",,,
"[1148581228, 287587326]",,,secondary,50,True,False,16.679,"LINESTRING (1.4771176 43.3510737, 1.4771785 43.3510923, 1.4773099 43.3511279)",,,
162177586,,,secondary_link,50,True,False,16.377,"LINESTRING (1.4773099 43.3511279, 1.4773817 43.3511526, 1.4774536 43.3511945, 1.4774744 43.3512112)",,,
"[287587333, 918035821]",,,secondary,50,True,False,23.818,"LINESTRING (1.4773099 43.3511279, 1.4773847 43.3511206, 1.4774448 43.3510869, 1.477548 43.3510147)",,,
162177649,D 622,Rue Jean Proudhom,secondary,50,False,True,54.302,"LINESTRING (1.477548 43.3510147, 1.4776979 43.3508429, 1.4778962 43.3505972)",,,
1148581225,,Rue Jean Proudhom,secondary,50,True,False,22.649,"LINESTRING (1.477548 43.3510147, 1.4775137 43.3511004, 1.4774744 43.3512112)",,,
"[31791832, 1148581226, 32499036]",D 622,,secondary,50,False,True,149.006,"LINESTRING (1.4742492 43.3506662, 1.4744486 43.3507109, 1.4746708 43.3507736, 1.4749216 43.3508452, 1.4751266 43.3509034, 1.4753535 43.3509677, 1.4755782 43.3510326, 1.4758007 43.3510971, 1.4759703 43.3511441)",yes,,
863352320,,Place du 8 Mai 1945,secondary,,True,False,19.732999999999997,"LINESTRING (1.4742492 43.3506662, 1.4742335 43.3506938, 1.4742064 43.3507161, 1.4741707 43.3507307, 1.4741303 43.3507361, 1.4740898 43.3507315, 1.4740551 43.3507185)",,roundabout,
863352320,,Place du 8 Mai 1945,secondary,,True,False,11.616000000000001,"LINESTRING (1.4742014 43.3505735, 1.4742271 43.3505918, 1.4742444 43.3506146, 1.474252 43.3506402, 1.4742492 43.3506662)",,roundabout,
18640978,,Rue Ferdinand Buisson,residential,,True,False,110.37499999999999,"LINESTRING (1.4740278 43.3506982, 1.4738918 43.3507394, 1.4738381 43.3507758, 1.4737771 43.3508213, 1.4731697 43.3513878, 1.4731298 43.3514288)",,,
863352320,,Place du 8 Mai 1945,secondary,,True,False,11.447,"LINESTRING (1.4740278 43.3506982, 1.4740116 43.3506753, 1.4740051 43.35065, 1.4740086 43.3506244, 1.474022 43.3506006)",,roundabout,
1026858383,D 48,Rue Ferdinand Buisson,residential,,True,False,36.177,"LINESTRING (1.4730466 43.3515051, 1.4729824 43.3516039, 1.4728625 43.3518016)",,,
32397740,D 820,Route d'Espagne,primary,50,False,True,68.669,"LINESTRING (1.4714514 43.3493226, 1.4716879 43.3490104, 1.4718574 43.3487802)",,,2
179120571,,Rue des Couteliers,residential,,True,False,82.096,"LINESTRING (1.4714514 43.3493226, 1.4718549 43.3499015, 1.4719154 43.3499792)",,,
128185515,D 35,Rue Camille Pelletan,tertiary,30,False,False,151.759,"LINESTRING (1.4770128 43.353796, 1.4769489 43.3537069, 1.4769271 43.35359, 1.476943 43.3534985, 1.477052 43.3531368, 1.4770616 43.3531048, 1.4770687 43.3530813, 1.4771403 43.3528429, 1.4771906 43.3526752, 1.4772059 43.3525843, 1.4772169 43.3524648)",,,
128185518,D 35,Place Saint-Roch,tertiary,30,False,True,28.453000000000003,"LINESTRING (1.4770128 43.353796, 1.4771206 43.3538571, 1.4771777 43.3538852, 1.4772437 43.353905, 1.4773156 43.3539202)",,,
128185537,,Rue des Docteurs Basset,residential,50,False,True,159.406,"LINESTRING (1.4770128 43.353796, 1.4769166 43.3538002, 1.4768465 43.353787, 1.4768328 43.3537808, 1.4766324 43.3536894, 1.4763247 43.3535269, 1.4762927 43.3535052, 1.4761452 43.353248, 1.4760769 43.3531468, 1.4759794 43.3530552, 1.4758686 43.3529502, 1.4756744 43.3528399)",,,
289928237,,Impasse Saint-Roch,residential,,False,True,65.395,"LINESTRING (1.4770128 43.353796, 1.4768834 43.353902, 1.4768249 43.3539781, 1.4767616 43.3542279, 1.4767127 43.3543269)",,,
128185513,D 622,,residential,30,True,False,12.738,"LINESTRING (1.4773156 43.3539202, 1.4774685 43.3538926)",,,
128185518,D 35,Place Saint-Roch,tertiary,30,False,False,28.453000000000003,"LINESTRING (1.4773156 43.3539202, 1.4772437 43.353905, 1.4771777 43.3538852, 1.4771206 43.3538571, 1.4770128 43.353796)",,,
128185518,D 35,Place Saint-Roch,tertiary,30,False,True,38.348,"LINESTRING (1.4773156 43.3539202, 1.4774138 43.3539388, 1.4774856 43.3539592, 1.4775726 43.3539943, 1.4776443 43.354035, 1.4777274 43.354082)",,,
128185518,D 35,Place Saint-Roch,tertiary,30,False,False,38.348,"LINESTRING (1.4777274 43.354082, 1.4776443 43.354035, 1.4775726 43.3539943, 1.4774856 43.3539592, 1.4774138 43.3539388, 1.4773156 43.3539202)",,,
716687834,,Rue Charles de Gaulle,residential,30,False,False,20.240000000000002,"LINESTRING (1.4777274 43.354082, 1.4777659 43.3540383, 1.4777916 43.3539873, 1.4777992 43.3539117)",,,
"[907688413, 907688414, 128185519]",D 35,Route de Grépiac,tertiary,30,False,True,170.827,"LINESTRING (1.4777274 43.354082, 1.4777744 43.3541454, 1.477777 43.3541565, 1.4777936 43.3542269, 1.4777982 43.3542465, 1.4777882 43.3544235, 1.4777834 43.3545096, 1.477781 43.3545519, 1.4777911 43.3546586, 1.47782 43.3547527, 1.4778727 43.3548511, 1.4779483 43.354962, 1.4780763 43.3550969, 1.4783129 43.355321, 1.4783798 43.3554103, 1.4784028 43.3554836)",yes,,
"[907688413, 907688414, 128185519]",D 35,Route de Grépiac,tertiary,30,False,False,170.82700000000006,"LINESTRING (1.4784028 43.3554836, 1.4783798 43.3554103, 1.4783129 43.355321, 1.4780763 43.3550969, 1.4779483 43.354962, 1.4778727 43.3548511, 1.47782 43.3547527, 1.4777911 43.3546586, 1.477781 43.3545519, 1.4777834 43.3545096, 1.4777882 43.3544235, 1.4777982 43.3542465, 1.4777936 43.3542269, 1.477777 43.3541565, 1.4777744 43.3541454, 1.4777274 43.354082)",yes,,
179118982,,Rue Gambetta,residential,,True,False,24.731,"LINESTRING (1.4738652 43.3495819, 1.4741242 43.3497002)",,,
32430124,,Rue François Albert,residential,,False,False,100.868,"LINESTRING (1.4738652 43.3495819, 1.4738527 43.3495957, 1.4738375 43.3496123, 1.4734252 43.3500653, 1.4732217 43.350297, 1.4731912 43.3503446)",,,
179119794,,Rue Gambetta,residential,,False,True,15.599,"LINESTRING (1.4738652 43.3495819, 1.473796 43.3495495, 1.4737034 43.3495055)",,,
32430124,,Rue François Albert,residential,,False,True,100.86800000000001,"LINESTRING (1.4731912 43.3503446, 1.4732217 43.350297, 1.4734252 43.3500653, 1.4738375 43.3496123, 1.4738527 43.3495957, 1.4738652 43.3495819)",,,
147476662,D 622,Rue Jean Jaurès,secondary,,False,False,73.18900000000001,"LINESTRING (1.4731912 43.3503446, 1.4733463 43.3503927, 1.4734716 43.3504273, 1.4739281 43.3505533, 1.4739742 43.3505758, 1.474022 43.3506006)",,,
147476662,D 622,Rue Jean Jaurès,secondary,,False,True,110.88,"LINESTRING (1.4731912 43.3503446, 1.473079 43.3503158, 1.472858 43.3502539, 1.4720693 43.3500247, 1.4719154 43.3499792)",,,
32430134,,Rue des Couteliers,residential,,True,False,57.366,"LINESTRING (1.4723666 43.3511377, 1.472389 43.3512062, 1.4726129 43.3515642, 1.472662 43.3516023)",,,
179119788,,Rue François Albert,residential,,True,False,110.62700000000001,"LINESTRING (1.4723666 43.3511377, 1.4724152 43.3510817, 1.4728514 43.3506665, 1.4731567 43.3503847, 1.4731678 43.3503686, 1.4731912 43.3503446)",,,
179119796,,Rue des Couteliers,residential,,False,False,134.575,"LINESTRING (1.4723666 43.3511377, 1.4723434 43.3510794, 1.4721553 43.3507231, 1.4721219 43.3505602, 1.4721013 43.3504122, 1.4720473 43.350245, 1.4719546 43.3500475, 1.4719154 43.3499792)",,,
32430126,,Rue Émile Zola,residential,,True,False,39.104,"LINESTRING (1.4722552 43.3525148, 1.4721524 43.3524598, 1.4718505 43.3523226)",,,
32430136,D 48,Rue Étienne Billières,tertiary,,False,True,94.191,"LINESTRING (1.4722552 43.3525148, 1.4723412 43.352434, 1.4726414 43.3521534, 1.4727067 43.35209, 1.4727622 43.3520052, 1.4728625 43.3518016)",,,
179119792,,Rue François Albert,residential,,True,False,44.892,"LINESTRING (1.4719687 43.3514183, 1.4720044 43.3513947, 1.4723142 43.3511863, 1.4723666 43.3511377)",,,
32430130,,Rue Ferdinand,residential,,True,False,103.568,"LINESTRING (1.472662 43.3516023, 1.4724333 43.3518057, 1.4724153 43.3518209, 1.4718907 43.352294, 1.4718505 43.3523226)",,,
179120442,,Rue Ferdinand Buisson,residential,,True,False,45.014,"LINESTRING (1.472662 43.3516023, 1.472745 43.3515796, 1.4728208 43.3515663, 1.4728739 43.3515624, 1.4729238 43.3515526, 1.4729607 43.3515316, 1.4730087 43.3514815, 1.473058 43.3514399, 1.4730885 43.3514247, 1.4731298 43.3514288)",,,
147476662,D 622,Rue Jean Jaurès,secondary,,False,False,110.88000000000001,"LINESTRING (1.4719154 43.3499792, 1.4720693 43.3500247, 1.472858 43.3502539, 1.473079 43.3503158, 1.4731912 43.3503446)",,,
179119796,,Rue des Couteliers,residential,,False,True,134.57500000000002,"LINESTRING (1.4719154 43.3499792, 1.4719546 43.3500475, 1.4720473 43.350245, 1.4721013 43.3504122, 1.4721219 43.3505602, 1.4721553 43.3507231, 1.4723434 43.3510794, 1.4723666 43.3511377)",,,
179117426,,,residential,,False,True,283.85200000000003,"LINESTRING (1.4729655 43.3543552, 1.4730012 43.354495, 1.4729488 43.3548947, 1.4729437 43.3551178, 1.472941 43.3555819, 1.4729406 43.3557418, 1.472945 43.356107, 1.472893 43.3563697, 1.4728567 43.3565834, 1.4728704 43.3568992)",,,
