osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,junction,tunnel,bridge
"[784562289, 415219883]",True,D 949,Boulevard de l'Île Vertime,secondary,50,False,280.426,1,"LINESTRING (-1.789103 46.5046419, -1.7888352 46.504393, -1.7879441 46.5035821, -1.7873688 46.5030504, -1.7873388 46.5030227, -1.7873004 46.5029869, -1.787091 46.5027918, -1.7869147 46.5026193)",,,
25041595,True,,Rue de la Cale Sèche,unclassified,,False,100.08,,"LINESTRING (-1.7953217 46.5037595, -1.7952418 46.5037335, -1.7951725 46.5037316, -1.7949845 46.5037657, -1.7948672 46.5037774, -1.7947378 46.5037781, -1.7946267 46.5037765, -1.7945618 46.5037841, -1.7944619 46.5038139, -1.7941977 46.5039048, -1.7940847 46.5039437)",,,
713277043,True,,Boulevard du Souvenir Français,secondary,50,False,210.6,2,"LINESTRING (-1.7953217 46.5037595, -1.7942718 46.5041253, -1.7940139 46.5042154, -1.7937627 46.5042952, -1.7928244 46.5045506)",,,
268183095,True,,Rond-Point Honoré d'Estienne d'Orves,secondary,50,False,28.395000000000003,,"LINESTRING (-1.7982005 46.502781, -1.7981905 46.5028364, -1.7982015 46.5028918, -1.7982327 46.5029433, -1.798282 46.5029876, -1.7983175 46.5030083)",roundabout,,
"[894593256, 25004797]",True,,Boulevard du Souvenir Français,secondary,50,False,93.75499999999998,1,"LINESTRING (-1.7982005 46.502781, -1.7981307 46.502811, -1.7980965 46.5028275, -1.7980422 46.5028496, -1.7979547 46.5028758, -1.7978296 46.5029047, -1.7976739 46.5029441, -1.7975921 46.5029621, -1.7974814 46.5029916, -1.7972987 46.503044, -1.7971922 46.5030794, -1.7970824 46.5031187)",,,
"[266724336, 25004815]",False,,"['Quai Albert Prouteau', 'Quai Alain Gerbault']",unclassified,,True,217.132,,"LINESTRING (-1.7961643 46.5018927, -1.7961489 46.5018851, -1.7961298 46.501858, -1.7961146 46.5018408, -1.7960729 46.5017848, -1.7960404 46.5017423, -1.7960062 46.5016972, -1.7959479 46.5016214, -1.7958236 46.501459, -1.7955664 46.5011229, -1.7954648 46.5009902, -1.7952908 46.5007628, -1.7952696 46.5007352, -1.7952745 46.5006969, -1.7953068 46.500651, -1.795446 46.5004434, -1.7954858 46.5004117, -1.7957385 46.5003007, -1.7958289 46.500261)",,,
25004816,False,,Rue de la Misaine,unclassified,,False,67.309,,"LINESTRING (-1.7961643 46.5018927, -1.7961908 46.5018941, -1.7962636 46.501882, -1.796314 46.5018646, -1.7963609 46.5018565, -1.7964097 46.5018566, -1.7966696 46.5018973, -1.7967129 46.5019068, -1.7967699 46.5019218, -1.7968537 46.5019514, -1.7968927 46.5019715, -1.7969748 46.5020203)",,,
713277041,False,,,unclassified,,True,18.171,,"LINESTRING (-1.7939807 46.5037968, -1.7940847 46.5039437)",,,
"[25004818, 89503517]",False,,"['Voie de la Bauquière', 'Rue Bernicot']",unclassified,,True,39.875,,"LINESTRING (-1.7939807 46.5037968, -1.7941143 46.503757, -1.7941333 46.5037499, -1.7941559 46.5037414, -1.7944404 46.503629)",,,
713277042,False,,Rue Bernicot,unclassified,,False,79.767,,"LINESTRING (-1.7939807 46.5037968, -1.7939316 46.5037586, -1.7936845 46.5036737, -1.7935682 46.5036349, -1.7935381 46.5036202, -1.7933967 46.5034867, -1.7933611 46.5034512, -1.7932567 46.5033469, -1.7932355 46.5033243)",,,
268183095,True,,Rond-Point Honoré d'Estienne d'Orves,secondary,50,False,34.949,,"LINESTRING (-1.7983175 46.5030083, -1.7983698 46.5030272, -1.7984356 46.503046, -1.7985315 46.5030505, -1.7985865 46.503043, -1.7986396 46.5030309, -1.7986858 46.5030107, -1.7987345 46.5029827)",roundabout,,
713277041,False,,,unclassified,,False,18.171,,"LINESTRING (-1.7940847 46.5039437, -1.7939807 46.5037968)",,,
"[89503514, 89503490, 25041596]",False,,,unclassified,,True,72.825,,"LINESTRING (-1.7940847 46.5039437, -1.7941048 46.5039751, -1.7941836 46.504074, -1.7943093 46.5042433, -1.794395 46.5043705, -1.7944743 46.5044508, -1.7945607 46.5045049)",,yes,
713277040,True,,Rue de la Cale Sèche,unclassified,,False,122.36599999999997,,"LINESTRING (-1.7940847 46.5039437, -1.7938644 46.5040275, -1.7936793 46.5040891, -1.793563 46.5041285, -1.7935033 46.5041433, -1.793386 46.5041629, -1.7932777 46.5041918, -1.7932029 46.5042292, -1.7930245 46.5043909, -1.792994 46.5044335, -1.7929836 46.5044519, -1.7929712 46.5044648, -1.7929554 46.5044751, -1.7928492 46.5045128, -1.7928351 46.5045218, -1.7928274 46.5045355, -1.7928244 46.5045506)",,,
39291003,True,,Rue de l'Éperon,living_street,,False,39.322,,"LINESTRING (-1.7968999 46.4965088, -1.796462 46.4965564, -1.7964381 46.496559, -1.7963925 46.496564)",,,
118365002,True,,Rue du Lieutenant Maurice Anger,living_street,,False,8.7,,"LINESTRING (-1.7968999 46.4965088, -1.7968931 46.4964892, -1.7968735 46.4964327)",,,
"[415102267, 678478142]",True,,Boulevard du Souvenir Français,secondary,50,False,152.45499999999998,"['1', '2']","LINESTRING (-1.7970824 46.5031187, -1.7970094 46.5031451, -1.7967854 46.5032233, -1.7962045 46.5034328, -1.7960847 46.5034822, -1.7953217 46.5037595)",,,
118365005,True,,Rue du Docteur Canteteau,living_street,,False,34.788,,"LINESTRING (-1.7978733 46.4972955, -1.7977525 46.4970461, -1.7977357 46.4969975)",,,
"[118376650, 76217477]",True,,Rue du Docteur Canteteau,living_street,,False,172.27499999999998,,"LINESTRING (-1.7978733 46.4972955, -1.7979865 46.497636, -1.7980023 46.4976766, -1.7980518 46.4978084, -1.7980688 46.4978495, -1.7981593 46.4980682, -1.7982999 46.4983625, -1.7983194 46.4983958, -1.7983642 46.4985031, -1.7984387 46.4986815, -1.7984731 46.4987487, -1.7985028 46.4987801)",,,
294343230,True,,Rue du Moulin,living_street,,False,41.510000000000005,,"LINESTRING (-1.7978733 46.4972955, -1.7979322 46.4972546, -1.7983623 46.497145)",,,
76217483,True,,Rue des Dames,living_street,,False,61.096,,"LINESTRING (-1.7976682 46.4963816, -1.7968735 46.4964327)",,,
118365005,True,,Rue du Docteur Canteteau,living_street,,False,17.772,,"LINESTRING (-1.7976682 46.4963816, -1.7976342 46.4962235)",,,
88965120,False,,Rue des Sauniers,residential,,False,22.249,,"LINESTRING (-1.7990205 46.4996911, -1.7989377 46.4994993)",,,
664789150,False,,Allée de l'Alice Isabelle,residential,,False,22.695,,"LINESTRING (-1.7990205 46.4996911, -1.7987448 46.4997662)",,,
76217500,False,,Rue de la Dorothée,unclassified,,True,79.792,,"LINESTRING (-1.7976999 46.5005416, -1.7976012 46.5005635, -1.7968231 46.500736, -1.7967648 46.5007476, -1.7967066 46.5007593)",,,
118376651,False,,Rue des Figuiers,residential,,False,88.771,,"LINESTRING (-1.7976999 46.5005416, -1.7976818 46.5005056, -1.7974891 46.5001446, -1.797511 46.5000772, -1.7977979 46.4998427)",,,
118376655,False,,Rue des Figuiers,residential,,True,175.22000000000003,,"LINESTRING (-1.7976999 46.5005416, -1.7977283 46.5005962, -1.7979712 46.5012948, -1.7980803 46.5014264, -1.7981213 46.5014863, -1.7981705 46.5015258, -1.7982394 46.5015551, -1.798792 46.5014219, -1.7988477 46.5014197, -1.7988937 46.5014271)",,,
"[294343230, 381162215]",True,,Rue du Moulin,living_street,30,False,29.988,,"LINESTRING (-1.7984299 46.4971299, -1.798572 46.4970873, -1.7987837 46.4970143)",,,
76217482,False,,Rue de la Boulangerie,living_street,,True,6.233,,"LINESTRING (-1.7974995 46.4991667, -1.7975109 46.4992222)",,,
88965114,True,,Rue du Lieutenant Maurice Anger,living_street,,False,73.46000000000001,,"LINESTRING (-1.7974995 46.4991667, -1.7974766 46.4990118, -1.7974514 46.4989102, -1.7974025 46.4987132, -1.7974032 46.4986417, -1.797403 46.4986192, -1.7974024 46.4985673, -1.7974109 46.4985115)",,,
406915148,False,,Rue de la Boulangerie,living_street,,True,61.428000000000004,,"LINESTRING (-1.7974995 46.4991667, -1.7972606 46.4990859, -1.7970257 46.499016, -1.7968975 46.4989807, -1.7968171 46.498961, -1.7967634 46.4989478)",,,
88965120,False,,Rue des Sauniers,residential,,True,22.249,,"LINESTRING (-1.7989377 46.4994993, -1.7990205 46.4996911)",,,
76217500,False,,Rue de la Dorothée,unclassified,,False,79.792,,"LINESTRING (-1.7967066 46.5007593, -1.7967648 46.5007476, -1.7968231 46.500736, -1.7976012 46.5005635, -1.7976999 46.5005416)",,,
678478143,False,,Rue Joseph Bénatier,tertiary,30,False,64.441,2,"LINESTRING (-1.7967066 46.5007593, -1.7965776 46.500481, -1.7965308 46.5003429, -1.796505 46.5002712, -1.7964902 46.5002002)",,,
