osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,junction,access,ref,bridge,tunnel
24798236,unclassified,50,False,False,54.02899999999999,"LINESTRING (3.2796849 48.199596, 3.2796919 48.1995351, 3.2796998 48.1994667, 3.2797027 48.1994224, 3.2797035 48.1994104, 3.2797148 48.1992968, 3.2797231 48.1992144, 3.2797233 48.1992119, 3.2797287 48.1991585, 3.2797301 48.1991441, 3.2797334 48.1991112)",,,,,,,
201182166,secondary,50,True,False,73.425,"LINESTRING (3.2796849 48.199596, 3.2796256 48.1995806, 3.2787618 48.1993563)",2,Boulevard Maupéou,,,,,
205142114,unclassified,50,True,False,227.10600000000002,"LINESTRING (3.2796849 48.199596, 3.279665 48.1996883, 3.2794903 48.2003782, 3.2792698 48.2015571, 3.2792584 48.2016181)",,Rue Carnot,,,,,
"[207509992, 207509990]",secondary,50,True,False,87.61,"LINESTRING (3.2808318 48.1997765, 3.2805141 48.1997353, 3.2804537 48.1997273, 3.2801308 48.1996848, 3.2798386 48.1996397, 3.2797277 48.1996034, 3.2796849 48.199596)",2,Boulevard des Garibaldi,,,,,
261754548,secondary,50,True,False,23.024,"LINESTRING (3.2841685 48.199649, 3.2841869 48.1998557)",2,Rue Victor Guichard,,,,,
"[51850016, 204952476]",secondary,50,True,False,131.669,"LINESTRING (3.2834671 48.1947637, 3.2835575 48.1947724, 3.2838321 48.1948072, 3.2839293 48.1948198, 3.2839609 48.1948239, 3.285161 48.194971, 3.2852112 48.1949844)",2,Boulevard du 14 Juillet,,,,,
193837361,secondary,50,False,True,37.454,"LINESTRING (3.2834671 48.1947637, 3.2834464 48.1949309, 3.2834342 48.1950298, 3.2834256 48.1950994)",4,Rue de la République,,,,,
671798590,secondary,30,False,True,29.073999999999998,"LINESTRING (3.2834671 48.1947637, 3.2834842 48.1946719, 3.2834978 48.194629, 3.2835367 48.1945066)",2,Rue du Général de Gaulle,,,,,
23996828,secondary,50,True,False,25.887,"LINESTRING (3.2823278 48.2011278, 3.282308 48.2011643, 3.282272 48.2011948, 3.2822235 48.2012163, 3.2821674 48.2012266, 3.2821093 48.2012247, 3.282055 48.2012107)",2,Rond-Point de la Demi Lune,roundabout,,,,
24798239,secondary,50,True,False,147.555,"LINESTRING (3.2823278 48.2011278, 3.2824021 48.2011386, 3.2831033 48.201241, 3.2838018 48.201343, 3.2842257 48.2013751, 3.2842807 48.2013793)",2,Rue des Orfèvres,,,,,
23996828,secondary,50,True,False,13.038,"LINESTRING (3.282055 48.2012107, 3.2820096 48.201186, 3.2819783 48.2011529, 3.2819641 48.201115)",2,Rond-Point de la Demi Lune,roundabout,,,,
98390612,residential,,False,False,66.244,"LINESTRING (3.2761156 48.200535, 3.2770094 48.2005339)",,Clos le Roi,,,,,
242090318,residential,,True,False,203.522,"LINESTRING (3.2761156 48.200535, 3.2761765 48.2004276, 3.2767077 48.1991917, 3.2767681 48.1990936, 3.2768857 48.1990101, 3.2770453 48.1989757, 3.277131 48.1989584, 3.2771853 48.1989474)",,Quai du Docteur Albert Schweitzer,,,,,
51964063,residential,30,True,False,86.013,"LINESTRING (3.2804774 48.1955249, 3.2808402 48.195539, 3.2810635 48.1955416, 3.281637 48.1955511)",,Rue Jossey,,,,,
193838495,residential,30,False,False,30.418,"LINESTRING (3.2804774 48.1955249, 3.2804714 48.195269, 3.2804728 48.1952514)",,Rue de l'Écrivain,,,,,
54639879,tertiary,50,False,True,43.05499999999999,"LINESTRING (3.2804311 48.1948653, 3.2804336 48.1948892, 3.2804424 48.1949716, 3.2804574 48.1950731, 3.2804658 48.1951673, 3.2804694 48.195232, 3.2804728 48.1952514)",,Cours Tarbé,,,,,
193837363,secondary,30,True,False,38.617000000000004,"LINESTRING (3.2804311 48.1948653, 3.2805597 48.1948598, 3.2809505 48.1948384)",2,Cours Chambonas,,,,,
24798236,unclassified,50,False,True,54.028999999999996,"LINESTRING (3.2797334 48.1991112, 3.2797301 48.1991441, 3.2797287 48.1991585, 3.2797233 48.1992119, 3.2797231 48.1992144, 3.2797148 48.1992968, 3.2797035 48.1994104, 3.2797027 48.1994224, 3.2796998 48.1994667, 3.2796919 48.1995351, 3.2796849 48.199596)",,,,,,,
24798237,unclassified,30,False,False,21.472,"LINESTRING (3.2797334 48.1991112, 3.2797388 48.1990844, 3.279743 48.1990633, 3.2797717 48.1989198)",,Rue Beaurepaire,,,,,
"[231698618, 193836978]",secondary,50,True,False,208.97299999999998,"LINESTRING (3.2797334 48.1991112, 3.2798402 48.1991245, 3.28066 48.1992103, 3.2813721 48.1992841, 3.2815948 48.1993073, 3.2822176 48.1993772, 3.2824333 48.1994002, 3.2825172 48.1994092)",2,Boulevard des Garibaldi,,,,,
24798238,secondary,50,True,False,105.68599999999999,"LINESTRING (3.2825172 48.1994092, 3.2825822 48.1994129, 3.2828373 48.1994198, 3.2838529 48.1993038, 3.2839267 48.1992949)",2,Place Jean Jaurès,,,,,
"[205068508, 231698620, 681378317]",secondary,50,False,True,61.378,"LINESTRING (3.2825172 48.1994092, 3.2824983 48.1994963, 3.2824938 48.1995172, 3.2824858 48.1995539, 3.2824274 48.199823, 3.2824033 48.1999343, 3.2823987 48.1999555)",2,Rue de la République,,,,,
236429976,residential,30,False,True,29.02,"LINESTRING (3.2825172 48.1994092, 3.2825314 48.1993382, 3.2825688 48.1991505)",,Rue de la République,,,,,
201080191,secondary,,False,True,34.385000000000005,"LINESTRING (3.2759507 48.195274, 3.275968 48.1953172, 3.2760228 48.1954535, 3.276033 48.1954811, 3.2760672 48.1955733)",2,Quai Ernest Landry,,,,,
172407726,residential,30,True,False,83.38600000000001,"LINESTRING (3.2831098 48.1965894, 3.2829732 48.1972665, 3.2829576 48.1973324)",1,Rue de la République,,,,,
116250409,residential,30,False,False,9.186,"LINESTRING (3.282722 48.1984188, 3.2827082 48.1985009)",2,Rue de la République,,,,,
261298162,residential,30,True,False,98.025,"LINESTRING (3.282722 48.1984188, 3.2826505 48.1983936, 3.282376 48.198354, 3.2820124 48.1983125, 3.2814392 48.198214)",1,Rue du Général Duchesne,,,,,
54639303,residential,,True,False,37.909,"LINESTRING (3.2777222 48.197111, 3.2772284 48.1971998)",,Grande Rue,,,,,
"[207244747, 98390501]",residential,30,False,True,102.58,"LINESTRING (3.2817478 48.1972022, 3.2817402 48.1968532, 3.2817241 48.1964904, 3.2817164 48.1963166, 3.2817214 48.1962801)",,Rue Rigault,,,,,
"[107246942, 54639303]",residential,30,True,False,56.958,"LINESTRING (3.2778934 48.1975452, 3.2778371 48.1971293, 3.2778181 48.197102, 3.2777222 48.197111)",,"['Rue de la Grosse Tour', 'Grande Rue']",,,,,
172407713,residential,,True,False,81.57300000000001,"LINESTRING (3.2778934 48.1975452, 3.2775781 48.197536, 3.2772588 48.1975189, 3.2771482 48.1972523, 3.2771349 48.1972204)",,Passage de la Grosse Tour,,,,,
"[205023184, 172407716, 205023183]",residential,30,True,False,134.85799999999998,"LINESTRING (3.2802703 48.1965963, 3.2805811 48.1965841, 3.28083 48.1965373, 3.2810062 48.196495, 3.2810667 48.1962329, 3.2813781 48.1962298, 3.2816567 48.1962626, 3.2816963 48.1962722, 3.2817125 48.1962762, 3.2817214 48.1962801)",,Rue Émile Peynot,,,,,
"[204172945, 51844769, 207283133]",residential,30,True,False,117.40100000000001,"LINESTRING (3.2802703 48.1965963, 3.2800569 48.1965755, 3.2799639 48.1965664, 3.2799213 48.1965615, 3.2792413 48.1964822, 3.2787079 48.1964231)",,Rue Nonat Fillemin,,,,,
"[207244747, 98390501]",residential,30,False,False,102.58000000000001,"LINESTRING (3.2817214 48.1962801, 3.2817164 48.1963166, 3.2817241 48.1964904, 3.2817402 48.1968532, 3.2817478 48.1972022)",,Rue Rigault,,,,,
98390501,residential,30,False,True,47.0,"LINESTRING (3.2817214 48.1962801, 3.2817236 48.1962576, 3.281742 48.1960678, 3.2816869 48.1958611)",,Rue Rigault,,,,,
172407715,residential,30,True,False,108.543,"LINESTRING (3.2817214 48.1962801, 3.281772 48.1962928, 3.2821968 48.196399, 3.2826086 48.1964835, 3.2831098 48.1965894)",,Rue Edouard Charton,,,,,
51844782,residential,30,True,False,9.25,"LINESTRING (3.2814392 48.198214, 3.2813144 48.1982146)",,Rue de Laurencin,,,,,
"[24001576, 51844779, 51844780, 236545327, 204771024, 236545328, 236545329]","['residential', 'unclassified']",30,True,False,224.214,"LINESTRING (3.2814392 48.198214, 3.2814421 48.1981289, 3.2814444 48.1979899, 3.2814459 48.1978987, 3.2814471 48.1978242, 3.2814517 48.1975498, 3.2821067 48.1977328, 3.2821371 48.1977466, 3.282251 48.1977977, 3.2822506 48.1978846, 3.2822509 48.1979604, 3.2822242 48.197981, 3.2821908 48.1979911, 3.2821632 48.1979992, 3.2818968 48.1980784, 3.281704 48.198136, 3.2816491 48.1981524, 3.2814392 48.198214)",,"['Place de la République', 'Rue Gambetta', 'Rue Voltaire', ""Rue du Plat d'Étain""]",,destination,,,
590693861,residential,30,True,False,78.32499999999999,"LINESTRING (3.2840288 48.1990364, 3.2841743 48.199027, 3.2844182 48.1990285, 3.2844308 48.1985842)",,Rue Drapès,,,,,
"[1009099227, 172407725]",residential,30,True,False,109.04299999999999,"LINESTRING (3.2840288 48.1990364, 3.2836892 48.1990555, 3.2834228 48.1990651, 3.2832984 48.1990752, 3.2829651 48.1991123, 3.2826245 48.1991451, 3.2825688 48.1991505)",,Rue Drapès,,,,,
172407705,residential,30,True,False,26.882,"LINESTRING (3.2840933 48.1992743, 3.2840288 48.1990364)",,Rue Drapès,,,,,
51832968,secondary,50,True,False,212.763,"LINESTRING (3.2840933 48.1992743, 3.284168 48.1992648, 3.2842652 48.1992626, 3.2853478 48.1992377, 3.2859277 48.1992401, 3.2867974 48.1993135, 3.2868474 48.1993153, 3.2869542 48.1993234)",2,Boulevard du Mail,,,,,
138017256,secondary_link,50,True,False,42.036,"LINESTRING (3.2840933 48.1992743, 3.2841192 48.1994033, 3.2841685 48.199649)",,Place Jean Jaurès,,,,,
