osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,junction,width
"[34227944, 34227945]",False,,,residential,,True,233.049,"[""Chemin d'Andrésy"", 'Rue Dominique Lebovici']","LINESTRING (2.0900654 49.0152236, 2.0899893 49.0151424, 2.0898615 49.0150061, 2.0896822 49.0148267, 2.0895543 49.0147605, 2.0894275 49.0147534, 2.0892921 49.0147858, 2.0892237 49.014851, 2.088498 49.0157236, 2.0883473 49.0158559, 2.0882808 49.0159165, 2.0882539 49.0159386)",,
34227945,False,,,residential,,False,13.419,Chemin d'Andrésy,"LINESTRING (2.0909068 49.016066, 2.0910362 49.0161518)",,
34227945,False,,,residential,,True,112.01799999999999,Chemin d'Andrésy,"LINESTRING (2.0909068 49.016066, 2.0908718 49.0160393, 2.0904226 49.0155777, 2.0900975 49.0152554, 2.0900654 49.0152236)",,
34227946,False,,,residential,,True,212.46200000000005,Rue Gutenberg,"LINESTRING (2.0909068 49.016066, 2.0908582 49.0161414, 2.0907454 49.0163465, 2.0905816 49.0163104, 2.0905171 49.016289, 2.0904532 49.0162591, 2.0903829 49.01621, 2.0902393 49.0160857, 2.0901617 49.0160284, 2.0900919 49.0159862, 2.0899854 49.0159456, 2.0898905 49.0159133, 2.089601 49.0158077, 2.0895881 49.015803, 2.0896567 49.0157226, 2.0900654 49.0152236)",,
34227945,False,,,residential,,True,13.419,Chemin d'Andrésy,"LINESTRING (2.0910362 49.0161518, 2.0909068 49.016066)",,
34227945,False,,,residential,,False,82.658,Chemin d'Andrésy,"LINESTRING (2.0910362 49.0161518, 2.0911413 49.0162914, 2.0912131 49.0163895, 2.0913063 49.0164902, 2.091484 49.0166714, 2.0915249 49.0167096, 2.0915584 49.0167356, 2.0915862 49.0167473, 2.0916513 49.0167541)",,
34227966,False,,,living_street,,False,58.578,La Cavée Rue du Moulin,"LINESTRING (2.0946807 49.0207333, 2.0949714 49.0208448, 2.0950948 49.0209278, 2.0952972 49.0210638)",,
44313924,False,,,residential,,False,112.074,Rue du Moulin,"LINESTRING (2.0946807 49.0207333, 2.0951249 49.019896, 2.0952206 49.0197921)",,
44313924,False,,,residential,,True,52.199999999999996,Rue du Moulin,"LINESTRING (2.0946807 49.0207333, 2.0944597 49.021099, 2.0944116 49.021145, 2.0943973 49.021163)",,
25163648,False,,,tertiary,,False,47.658,Square du 19 Mars 1962,"LINESTRING (2.0976737 49.0234063, 2.0975534 49.0233283, 2.0972278 49.0230931)",,
25163648,False,,,tertiary,,True,139.327,Square du 19 Mars 1962,"LINESTRING (2.0976737 49.0234063, 2.0975786 49.0234404, 2.0974665 49.023479, 2.0973962 49.0234995, 2.0972828 49.0235199, 2.0971941 49.0235218, 2.097122 49.0235142, 2.0970006 49.023491, 2.0968975 49.023456, 2.096831 49.0234285, 2.0967457 49.023377, 2.0965554 49.023222, 2.0964319 49.0231906, 2.0963774 49.0231976, 2.0962608 49.0232426, 2.0962153 49.0232593, 2.0960537 49.0233404)",,
44313924,False,,,residential,,False,31.754,Rue du Moulin,"LINESTRING (2.0952206 49.0197921, 2.095208 49.0197099, 2.0949943 49.0195631)",,
44313924,False,,,residential,,True,112.074,Rue du Moulin,"LINESTRING (2.0952206 49.0197921, 2.0951249 49.019896, 2.0946807 49.0207333)",,
44313944,False,,,residential,,False,48.31699999999999,,"LINESTRING (2.0952206 49.0197921, 2.0952773 49.0198368, 2.0955795 49.0199903, 2.0956151 49.0200079, 2.0957464 49.0200514)",,
"[1174721601, 1174721602, 33701470]",False,,,residential,,False,112.62100000000001,Rue des Pinsons,"LINESTRING (2.0944173 49.0192448, 2.0944732 49.0192159, 2.0950709 49.0189182, 2.0952297 49.0188413, 2.0953352 49.0187936, 2.0956609 49.0186446)",,
33701470,False,,,residential,,True,134.841,Rue des Pinsons,"LINESTRING (2.0944173 49.0192448, 2.0941451 49.0193812, 2.0936531 49.0196324, 2.0929563 49.0199881)",,
44313924,False,,,residential,,True,55.016999999999996,Rue du Moulin,"LINESTRING (2.0944173 49.0192448, 2.0945481 49.0193254, 2.094608 49.0193607, 2.0949943 49.0195631)",,
176341076,False,,,residential,50,True,11.544,Rue des Pinsons,"LINESTRING (2.0961028 49.0183919, 2.0959927 49.0184665)",,
508852047,False,,,residential,50,True,10.127,Avenue Jean Jaurès,"LINESTRING (2.0961028 49.0183919, 2.0962013 49.0183277)",,
508862092,True,2,N 184,primary,70,False,5.776,Boulevard Jacques Duclos,"LINESTRING (2.0961028 49.0183919, 2.0961616 49.0184267)",,
44314282,False,,,living_street,,False,35.596000000000004,,"LINESTRING (2.0945845 49.0197333, 2.0947136 49.0196988, 2.0949943 49.0195631)",,
44313924,False,,,residential,,False,55.016999999999996,Rue du Moulin,"LINESTRING (2.0949943 49.0195631, 2.094608 49.0193607, 2.0945481 49.0193254, 2.0944173 49.0192448)",,
44313924,False,,,residential,,True,31.754,Rue du Moulin,"LINESTRING (2.0949943 49.0195631, 2.095208 49.0197099, 2.0952206 49.0197921)",,
44314282,False,,,living_street,,True,35.596000000000004,,"LINESTRING (2.0949943 49.0195631, 2.0947136 49.0196988, 2.0945845 49.0197333)",,
33701473,False,,,residential,40,False,228.263,Rue des Écoles,"LINESTRING (2.096259 49.0228621, 2.0962022 49.0228247, 2.0957646 49.0224724, 2.0951416 49.0219623, 2.095044 49.0218732, 2.0948482 49.0216999, 2.0945609 49.0214084, 2.0943705 49.0212277)",,
33701473,False,,,residential,40,True,79.121,Rue des Écoles,"LINESTRING (2.096259 49.0228621, 2.0966737 49.0231325, 2.0967726 49.0231581, 2.0968627 49.0231556, 2.0969538 49.0231234, 2.097109 49.0230404)",,
25163649,False,,,tertiary,,False,40.769,Rue de l'Ormetteau,"LINESTRING (2.097751 49.022653, 2.0973416 49.0229027)",,
52122128,False,,,residential,,False,49.493,Sente de la Danne,"LINESTRING (2.097751 49.022653, 2.0973108 49.0223142)",,
34227943,False,,,residential,,False,86.04399999999998,Rue de la Papeterie,"LINESTRING (2.0914249 49.0178052, 2.0913088 49.0177941, 2.0912265 49.017784, 2.091144 49.0177642, 2.0910797 49.0177342, 2.0910076 49.0176731, 2.0909324 49.0175999, 2.090738 49.0174204, 2.0906014 49.017304)",,
230699596,False,2,D 984,secondary,50,False,118.045,Boulevard des Aviateurs Alliés,"LINESTRING (2.0914249 49.0178052, 2.0914719 49.0176143, 2.0915402 49.0173, 2.0915823 49.0170909, 2.0916185 49.0169258, 2.0916513 49.0167541)",,
504854651,False,2,D 984,secondary,30,True,32.737,Boulevard des Aviateurs Alliés,"LINESTRING (2.0914249 49.0178052, 2.0914047 49.0178947, 2.0913777 49.0180244, 2.0913709 49.0180973)",,
33701473,False,,,residential,40,True,228.263,Rue des Écoles,"LINESTRING (2.0943705 49.0212277, 2.0945609 49.0214084, 2.0948482 49.0216999, 2.095044 49.0218732, 2.0951416 49.0219623, 2.0957646 49.0224724, 2.0962022 49.0228247, 2.096259 49.0228621)",,
210587064,True,,,residential,40,False,12.522,,"LINESTRING (2.0943705 49.0212277, 2.0943481 49.0212315, 2.0943333 49.0212312, 2.0943114 49.0212264, 2.0942882 49.0212128, 2.0942786 49.0211991, 2.0942765 49.0211861, 2.0942815 49.0211713, 2.0942879 49.0211635)",roundabout,
34227966,False,,,living_street,,True,58.578,La Cavée Rue du Moulin,"LINESTRING (2.0952972 49.0210638, 2.0950948 49.0209278, 2.0949714 49.0208448, 2.0946807 49.0207333)",,
210587061,False,,,residential,40,False,163.17,Rue des Écoles,"LINESTRING (2.0942879 49.0211635, 2.094168 49.021095, 2.0940388 49.0209749, 2.093785 49.0207693, 2.0929563 49.0199881)",,
210587064,True,,,residential,40,False,9.307,,"LINESTRING (2.0942879 49.0211635, 2.0943102 49.0211501, 2.0943357 49.0211447, 2.0943587 49.0211457, 2.0943799 49.0211518, 2.0943973 49.021163)",roundabout,
44313924,False,,,residential,,False,52.2,Rue du Moulin,"LINESTRING (2.0943973 49.021163, 2.0944116 49.021145, 2.0944597 49.021099, 2.0946807 49.0207333)",,
210587064,True,,,residential,40,False,8.456000000000001,,"LINESTRING (2.0943973 49.021163, 2.0944071 49.0211767, 2.0944078 49.0211975, 2.0943989 49.0212115, 2.0943833 49.0212227, 2.0943705 49.0212277)",roundabout,
1020803465,True,,,residential,,False,11.572000000000001,,"LINESTRING (2.0904664 49.0171232, 2.0904287 49.0171158, 2.0903958 49.0171015, 2.0903708 49.0170816, 2.0903616 49.0170698, 2.0903554 49.0170571)",roundabout,
34227937,True,1,D 984,secondary,30,False,23.727,,"LINESTRING (2.0911498 49.0191401, 2.091189 49.0191564, 2.0912189 49.0191798, 2.0912367 49.019208, 2.0912406 49.0192383, 2.0912304 49.0192681, 2.091207 49.0192944, 2.0911726 49.0193149)",roundabout,
34227937,True,1,D 984,secondary,30,False,30.099,,"LINESTRING (2.0910836 49.0193314, 2.0910369 49.0193255, 2.0909916 49.0193085, 2.0909577 49.0192825, 2.0909392 49.0192505, 2.0909382 49.0192163, 2.0909549 49.0191839, 2.0909873 49.0191571, 2.0910316 49.019139)",roundabout,
34227960,False,,,residential,30,True,303.52599999999995,Chemin de halage,"LINESTRING (2.0909306 49.0232218, 2.0908069 49.0230844, 2.0899958 49.0219508, 2.089524 49.0213014, 2.0890451 49.0207918)",,3
288205456,True,,,residential,30,False,9.748000000000001,,"LINESTRING (2.0909306 49.0232218, 2.0909536 49.0232129, 2.0909798 49.0232094, 2.0910063 49.0232117, 2.0910302 49.0232195, 2.0910489 49.0232321)",roundabout,3
34227929,False,,,residential,30,True,120.32499999999999,Rue du Rû,"LINESTRING (2.0910489 49.0232321, 2.0920824 49.0228654, 2.0922959 49.0227902, 2.0924914 49.0227074)",,3
288205456,True,,,residential,30,False,12.574,,"LINESTRING (2.0910489 49.0232321, 2.0910597 49.0232466, 2.0910634 49.0232626, 2.0910595 49.0232785, 2.0910485 49.023293, 2.0910314 49.0233046, 2.0910097 49.0233123, 2.0909855 49.0233153)",roundabout,3
1022557289,True,1,D 984,secondary,30,False,11.587,Boulevard des Aviateurs Alliés,"LINESTRING (2.0910316 49.019139, 2.09103 49.0190348)",,
34227937,True,1,D 984,secondary,30,False,8.827,,"LINESTRING (2.0910316 49.019139, 2.0910707 49.0191324, 2.091111 49.0191328, 2.0911498 49.0191401)",roundabout,
508852066,True,1,D 984,secondary,50,False,13.65,Boulevard des Aviateurs Alliés,"LINESTRING (2.0918055 49.0162147, 2.0917878 49.0162734, 2.0917475 49.0163305)",,
1174721596,True,3,N 184,primary,70,False,14.671,Boulevard Jacques Duclos,"LINESTRING (2.0921865 49.0161979, 2.0920493 49.0161014)",,
428071864,True,1,,primary_link,,False,29.735,Boulevard Jacques Duclos,"LINESTRING (2.0921865 49.0161979, 2.0919809 49.0161676, 2.0919232 49.0161678, 2.0918655 49.0161828, 2.0918055 49.0162147)",,
230699596,False,2,D 984,secondary,50,True,47.622,Boulevard des Aviateurs Alliés,"LINESTRING (2.0917475 49.0163305, 2.0916961 49.0165507, 2.0916513 49.0167541)",,
505096623,True,1,D 984,secondary,,False,42.102000000000004,Boulevard des Aviateurs Alliés,"LINESTRING (2.0917475 49.0163305, 2.0917368 49.0162663, 2.0917715 49.0160924, 2.0917989 49.0159549)",,
508852047,False,,,residential,50,False,10.127,Avenue Jean Jaurès,"LINESTRING (2.0962013 49.0183277, 2.0961028 49.0183919)",,
508852048,False,,,primary_link,50,True,11.464,Avenue Jean Jaurès,"LINESTRING (2.0962013 49.0183277, 2.0961808 49.0183593, 2.0961674 49.0183926, 2.0961616 49.0184267)",,
508852048,False,,,primary_link,50,False,11.463999999999999,Avenue Jean Jaurès,"LINESTRING (2.0961616 49.0184267, 2.0961674 49.0183926, 2.0961808 49.0183593, 2.0962013 49.0183277)",,
508852051,True,,N 184,primary_link,,False,25.435,,"LINESTRING (2.0962777 49.0186359, 2.0962788 49.0186082, 2.096266 49.0185799, 2.0962426 49.0185554, 2.0962111 49.0185301, 2.0961878 49.0185041, 2.0961678 49.0184656, 2.0961616 49.0184267)",,
508862091,True,2,N 184,primary,70,False,28.05,Boulevard Jacques Duclos,"LINESTRING (2.0962777 49.0186359, 2.0961073 49.0185346, 2.0960744 49.0185151, 2.0959927 49.0184665)",,
505096624,True,2,N 184,primary,70,False,26.317999999999998,Boulevard Jacques Duclos,"LINESTRING (2.0958356 49.0182328, 2.0960135 49.0183388, 2.0961028 49.0183919)",,
508852052,True,1,N 184,primary_link,,False,29.041,,"LINESTRING (2.0958356 49.0182328, 2.0958363 49.018259, 2.095848 49.0182851, 2.0958702 49.0183081, 2.0959157 49.018341, 2.0959519 49.0183808, 2.0959927 49.0184665)",,
"[505096627, 956652427, 1174721597]",True,"['2', '4']",N 184,primary,70,False,353.43,Boulevard Jacques Duclos,"LINESTRING (2.0957714 49.0183365, 2.0952257 49.0180144, 2.0945732 49.0176251, 2.0934656 49.0169764, 2.0931891 49.0168117, 2.0926348 49.0164815, 2.0921865 49.0161979)",,
508852055,False,,,residential,,False,31.267,Rue des Pinsons,"LINESTRING (2.0956609 49.0186446, 2.0959927 49.0184665)",,
508852056,True,1,,primary_link,,False,36.936,Rue des Pinsons,"LINESTRING (2.0956609 49.0186446, 2.095689 49.0185953, 2.0957118 49.0185663, 2.0957655 49.0185259, 2.0957896 49.0184872, 2.0957923 49.0184581, 2.0957714 49.0183365)",,
"[1174721601, 1174721602, 33701470]",False,,,residential,,True,112.62100000000001,Rue des Pinsons,"LINESTRING (2.0956609 49.0186446, 2.0953352 49.0187936, 2.0952297 49.0188413, 2.0950709 49.0189182, 2.0944732 49.0192159, 2.0944173 49.0192448)",,
508852057,True,1,D 984,secondary,,False,13.465,Boulevard des Aviateurs Alliés,"LINESTRING (2.0918831 49.015874, 2.0918583 49.015994)",,
508852063,True,1,N 184,primary_link,,False,9.135,,"LINESTRING (2.0918831 49.015874, 2.0918214 49.0158025)",,
508852065,True,,D 984,secondary,,False,3.674,Boulevard des Aviateurs Alliés,"LINESTRING (2.0918903 49.0158413, 2.0918831 49.015874)",,
505096624,True,2,N 184,primary,70,False,391.881,Boulevard Jacques Duclos,"LINESTRING (2.0918903 49.0158413, 2.0922325 49.0160771, 2.092576 49.0162944, 2.0929026 49.0164862, 2.0958356 49.0182328)",,
508852058,True,1,D 984,secondary,,False,12.427,Boulevard des Aviateurs Alliés,"LINESTRING (2.0918044 49.0159137, 2.0918214 49.0158025)",,
508852062,True,1,N 184,primary_link,,False,9.756,,"LINESTRING (2.0918044 49.0159137, 2.0918583 49.015994)",,
508852060,True,1,D 984,secondary,50,False,24.841,Boulevard des Aviateurs Alliés,"LINESTRING (2.0918583 49.015994, 2.0918055 49.0162147)",,
508852061,True,2,N 184,primary,70,False,6.137,,"LINESTRING (2.0918583 49.015994, 2.0917989 49.0159549)",,
508852064,True,1,,secondary,,False,34.577999999999996,Avenue Carnot,"LINESTRING (2.09192 49.0155317, 2.0919219 49.0156841, 2.0919145 49.0157229, 2.0918903 49.0158413)",,
505096626,True,2,N 184,primary,70,False,18.366,Boulevard Jacques Duclos,"LINESTRING (2.0920493 49.0161014, 2.0919004 49.0160218, 2.0918583 49.015994)",,
508852068,True,1,N 184,primary_link,,False,28.212000000000003,,"LINESTRING (2.0920493 49.0161014, 2.0920207 49.0160334, 2.091957 49.0159596, 2.0918831 49.015874)",,
508852069,True,1,N 184,primary_link,,False,37.472,,"LINESTRING (2.0915728 49.0156175, 2.0915906 49.0156823, 2.0916161 49.0157192, 2.0916697 49.0157667, 2.0917194 49.0158178, 2.0917483 49.0158495, 2.0918044 49.0159137)",,
510934713,True,2,N 184,primary,70,False,27.425,,"LINESTRING (2.0915728 49.0156175, 2.0917268 49.0157334, 2.0917685 49.0157658, 2.0918214 49.0158025)",,
257240962,False,,,residential,,False,184.48899999999998,Rue de la Papeterie,"LINESTRING (2.0902267 49.0169334, 2.0898652 49.0166075, 2.0898202 49.0165734, 2.0897546 49.0165346, 2.0896778 49.0164972, 2.0896141 49.0164754, 2.0895835 49.0164649, 2.0895074 49.0164388, 2.0885242 49.016075, 2.0884246 49.0160305, 2.0882539 49.0159386)",,
636225726,True,,,residential,,False,14.234,Rue de la Papeterie,"LINESTRING (2.0902267 49.0169334, 2.0903779 49.0169561, 2.0904173 49.0169609)",,
1020803465,True,,,residential,,False,13.435,,"LINESTRING (2.0904173 49.0169609, 2.0904604 49.0169502, 2.0905064 49.0169498, 2.09055 49.0169596, 2.0905858 49.0169786)",roundabout,
636225727,True,,,residential,,False,16.652,Rue de la Papeterie,"LINESTRING (2.0903554 49.0170571, 2.0902267 49.0169334)",,
1020803465,True,,,residential,,False,12.386000000000001,,"LINESTRING (2.0903554 49.0170571, 2.090352 49.0170294, 2.0903621 49.0170023, 2.0903846 49.0169787, 2.0904173 49.0169609)",roundabout,
