osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction,access
169993811,False,Rue Louis Gandillet,residential,30,False,139.622,"LINESTRING (2.1838982 48.9127285, 2.1838469 48.9127764, 2.1827745 48.9136878, 2.1827604 48.9137318)",,,,
1217347469,False,Boulevard Maurice Berteaux,residential,30,False,109.47800000000001,"LINESTRING (2.1838982 48.9127285, 2.1838504 48.9126076, 2.1834842 48.9119069, 2.1834272 48.9117942)",,,,
28110780,False,Rue du Maréchal Foch,residential,30,False,95.303,"LINESTRING (2.1834272 48.9117942, 2.1835862 48.9117559, 2.1837902 48.911703, 2.1838471 48.9116967, 2.1838989 48.911702, 2.1839298 48.911714, 2.1839494 48.9117216, 2.1842964 48.9118918, 2.1845478 48.9120151)",,,,
572339512,False,Rue du Maréchal Foch,residential,30,True,212.53199999999998,"LINESTRING (2.1834272 48.9117942, 2.1832698 48.9118314, 2.1825383 48.9120003, 2.1824389 48.9120233, 2.1821815 48.9120759, 2.1819582 48.9121341, 2.1818705 48.9121988, 2.181778 48.9122704, 2.1816178 48.9124187, 2.1815307 48.9124856, 2.1814093 48.9125438, 2.181244 48.91258, 2.181033 48.9126034, 2.1809082 48.9126172)",,,,
956324783,False,Boulevard Maurice Berteaux,residential,30,False,40.99,"LINESTRING (2.1834272 48.9117942, 2.1833879 48.9117166, 2.1833447 48.9116298, 2.1833195 48.911579, 2.1832885 48.9115071, 2.1832575 48.9114429)",,,,
1217347469,False,Boulevard Maurice Berteaux,residential,30,True,109.47800000000001,"LINESTRING (2.1834272 48.9117942, 2.1834842 48.9119069, 2.1838504 48.9126076, 2.1838982 48.9127285)",,,,
28110780,False,Rue du Maréchal Foch,residential,30,True,95.30300000000001,"LINESTRING (2.1845478 48.9120151, 2.1842964 48.9118918, 2.1839494 48.9117216, 2.1839298 48.911714, 2.1838989 48.911702, 2.1838471 48.9116967, 2.1837902 48.911703, 2.1835862 48.9117559, 2.1834272 48.9117942)",,,,
1217347468,True,Rue Louis Gandillet,residential,30,False,92.537,"LINESTRING (2.1845478 48.9120151, 2.1845101 48.912057, 2.1842404 48.9123564, 2.1841956 48.9124061, 2.1839628 48.9126766, 2.1838982 48.9127285)",,,,
134697962,False,Route de Saint-Germain,primary,50,True,223.566,"LINESTRING (2.1725502 48.9135989, 2.1727624 48.9136878, 2.1733772 48.914034, 2.1736042 48.9141591, 2.1738439 48.9142727, 2.1748869 48.9147244, 2.1750169 48.9147825)",D 311,,,
175357134,False,Route de Saint-Germain,primary,50,False,87.594,"LINESTRING (2.1725502 48.9135989, 2.1723998 48.9135297, 2.1719845 48.9133581, 2.1716233 48.9132275, 2.1715219 48.9131959)",D 311,,,
"[575983595, 30269335]",True,Rue des Vignes Blanches,residential,,False,264.463,"LINESTRING (2.1725502 48.9135989, 2.1727009 48.9135114, 2.1728495 48.9133658, 2.1730594 48.9131602, 2.1733556 48.9128701, 2.173759 48.9124696, 2.1739547 48.9123027, 2.1742204 48.9120763, 2.1743932 48.9119099, 2.1745699 48.9117212, 2.1746072 48.9116514)",,,,
31196956,False,Rue du Général Leclerc,tertiary,50,True,127.943,"LINESTRING (2.1769731 48.9122076, 2.1769578 48.9121161, 2.1769532 48.912094, 2.1769323 48.9119561, 2.1769082 48.9115818, 2.1769036 48.9114988, 2.1768837 48.9111972, 2.1768821 48.9110591)",D 321,2,,
31266763,False,Avenue du Maréchal Juin,residential,30,False,284.2420000000001,"LINESTRING (2.1769731 48.9122076, 2.1770257 48.9122026, 2.1771068 48.9121905, 2.177344 48.9121501, 2.1775785 48.9121031, 2.1776639 48.912086, 2.1778601 48.9120361, 2.1780527 48.9119768, 2.1783016 48.9118976, 2.1783492 48.9118744, 2.1785923 48.9117558, 2.1788971 48.9116175, 2.1791455 48.9115218, 2.1793566 48.9114612, 2.1795238 48.9114186, 2.1795939 48.9114008, 2.1796673 48.9113885, 2.179871 48.9113545, 2.1801205 48.9113279, 2.1803289 48.9113202, 2.1804233 48.9113167, 2.1805502 48.9113141)",,,,
956324782,False,Rue du Général Leclerc,tertiary,30,False,90.889,"LINESTRING (2.1769731 48.9122076, 2.1769922 48.9123119, 2.1770689 48.9127314, 2.1770977 48.9128892, 2.1771209 48.9130192)",D 321,,,
791547235,False,Rue du Général Leclerc,tertiary,30,True,22.619,"LINESTRING (2.1772622 48.913749, 2.1772245 48.9135471)",D 321,2,,
