osmid,name,highway,oneway,reversed,length,geometry,access,junction,ref,maxspeed,bridge,lanes
388791937,Rue Julien Guidard,secondary,False,False,24.439,"LINESTRING (-2.9704221 48.0673005, -2.9702699 48.0672636, -2.9701113 48.0672287)",,,,,,
259053706,Rue du Général Quinivet,secondary,False,True,46.038,"LINESTRING (-2.9721052 48.0690104, -2.9719469 48.0690174, -2.9718595 48.0690121, -2.9717467 48.0690048, -2.9716699 48.0690034, -2.971488 48.0690169)",,,D 764,,,
535510467,Rue du Général Quinivet,secondary,False,False,80.49499999999999,"LINESTRING (-2.9721052 48.0690104, -2.9722007 48.0690043, -2.9723064 48.0690022, -2.9730973 48.068971, -2.9731864 48.0689664)",,,D 764,,,
38510504,Rue Nationale,secondary,False,True,132.71599999999998,"LINESTRING (-2.9661868 48.0647633, -2.9662 48.0647243, -2.966399 48.0641358, -2.9665625 48.0636521, -2.9665804 48.0635991)",,,D 768 A,,,
83058556,Rue François Mitterrand,secondary,True,False,62.421,"LINESTRING (-2.9661868 48.0647633, -2.9663025 48.0647824, -2.9670023 48.0648979)",,,,,,2
1018829403,Rue Nationale,secondary,False,False,44.363,"LINESTRING (-2.9661868 48.0647633, -2.9660898 48.0650478, -2.9660542 48.0651523)",,,D 768 A,,,
83058555,,residential,True,False,12.237,"LINESTRING (-2.9648231 48.0605963, -2.9648281 48.0606173, -2.9648411 48.0606366, -2.9648613 48.060653, -2.9648871 48.0606654, -2.9649227 48.0606735)",,roundabout,,,,
83058564,Avenue Parmentier,residential,False,False,211.141,"LINESTRING (-2.9648231 48.0605963, -2.9646463 48.0606198, -2.9639503 48.060843, -2.9637196 48.0609273, -2.9635224 48.0609873, -2.9632824 48.0610492, -2.9630517 48.0610958, -2.9626936 48.0611594, -2.9621693 48.0612472)",,,,,,
83058553,Rue Théodore Botrel,residential,True,False,161.32999999999998,"LINESTRING (-2.9621752 48.0645456, -2.9621954 48.0644869, -2.9622497 48.0643295, -2.9622779 48.0642005, -2.9622846 48.0641135, -2.9622833 48.0639988, -2.9622672 48.063885, -2.962231 48.0637846, -2.9621679 48.0636654, -2.9620647 48.0635184, -2.9618179 48.0631644)",,,,30,,
388687498,Avenue Napoléon 1er,secondary,False,False,104.3,"LINESTRING (-2.9621752 48.0645456, -2.9624254 48.064593, -2.9630412 48.0646903, -2.963204 48.0647161, -2.9634012 48.0647472, -2.9635382 48.0647689)",,,D 764,30,,
"[388687502, 388687503]",Place du Souvenir,secondary,False,True,22.249,"LINESTRING (-2.9621752 48.0645456, -2.9621352 48.0645392, -2.9620252 48.0645216, -2.9618868 48.0644923)",,,D 764,30,,
83058555,,residential,True,False,16.478,"LINESTRING (-2.9649739 48.0605167, -2.9649372 48.0605142, -2.964901 48.0605192, -2.9648688 48.0605313, -2.9648437 48.0605495, -2.9648279 48.0605718, -2.9648231 48.0605963)",,roundabout,,,,
25412404,Quai d'Arcole,secondary,False,True,135.166,"LINESTRING (-2.9686695 48.0651834, -2.9689371 48.0644142, -2.9690814 48.0639994)",,,,,,
1018829404,Quai d'Arcole,secondary,False,False,35.917,"LINESTRING (-2.9686695 48.0651834, -2.9686346 48.065277, -2.9686047 48.0653526, -2.9686032 48.0653563, -2.9685663 48.0654987)",,,,,,
"[83058553, 83058567]","['Rue Théodore Botrel', 'Rue Brizeux']",residential,True,False,66.83,"LINESTRING (-2.9618179 48.0631644, -2.9617066 48.0629887, -2.9616516 48.0629072, -2.9616114 48.0628749, -2.9615524 48.0628408, -2.9614759 48.0628095, -2.9614236 48.062796, -2.9613485 48.0627916, -2.9612305 48.0627907)",,,,30,,
262532372,,residential,False,True,40.715,"LINESTRING (-2.9618179 48.0631644, -2.9615192 48.0632645, -2.9614673 48.0632819, -2.9613412 48.0632209)",destination,,,30,,
83058573,Rond-Point de la Légion d'Honneur,secondary,True,False,11.303,"LINESTRING (-2.9694035 48.0672441, -2.9694475 48.0672609, -2.9694958 48.0672713, -2.9695462 48.0672749)",,roundabout,,,,
543651754,,residential,True,False,20.357,"LINESTRING (-2.9694035 48.0672441, -2.969434 48.0673174, -2.9694768 48.0674205)",,,,,,
83058573,Rond-Point de la Légion d'Honneur,secondary,True,False,25.812,"LINESTRING (-2.9693289 48.0670366, -2.9693108 48.0670675, -2.9693023 48.0671002, -2.969304 48.0671333, -2.9693156 48.0671655, -2.9693366 48.0671956, -2.9693664 48.0672221, -2.9694035 48.0672441)",,roundabout,,,,
83058547,Rue du Caire,residential,False,True,467.79699999999997,"LINESTRING (-2.9635382 48.0647689, -2.9637236 48.0642307, -2.9640812 48.0632325, -2.9640921 48.063202, -2.9642747 48.0626923, -2.9646794 48.0615869, -2.9649495 48.0607782, -2.9649227 48.0606735)",,,,,,
"[388687498, 247045499, 247045500]",Avenue Napoléon 1er,secondary,False,False,129.592,"LINESTRING (-2.9635382 48.0647689, -2.9636046 48.0647795, -2.9638368 48.0648174, -2.9639561 48.0648362, -2.9642871 48.0648872, -2.9650642 48.0650024, -2.9652391 48.0650259)",,,D 764,30,yes,
388687498,Avenue Napoléon 1er,secondary,False,True,104.3,"LINESTRING (-2.9635382 48.0647689, -2.9634012 48.0647472, -2.963204 48.0647161, -2.9630412 48.0646903, -2.9624254 48.064593, -2.9621752 48.0645456)",,,D 764,30,,
262514048,Quai Ernest Plessis,secondary,False,True,119.91799999999999,"LINESTRING (-2.9694443 48.0656837, -2.9694469 48.0657441, -2.9694262 48.0658853, -2.9692033 48.0664628, -2.969181 48.0666269, -2.9691877 48.0666958, -2.9691998 48.066741)",,,,,,
"[262514056, 274506633]",Pont du Quartier,secondary,False,True,62.975,"LINESTRING (-2.9694443 48.0656837, -2.9692807 48.0656572, -2.9687325 48.0655621, -2.968622 48.0655471)",,,,,yes,
"[525888814, 1020059670]",Quai Ernest Plessis,tertiary,False,False,167.96300000000002,"LINESTRING (-2.9694443 48.0656837, -2.9695297 48.0655939, -2.9696309 48.0653764, -2.9696711 48.0651829, -2.9697555 48.0649349, -2.9697974 48.064812, -2.9698321 48.0647067, -2.9699964 48.0642263)",,,D 2,30,,
388701029,Place Anne de Bretagne,residential,False,True,11.792,"LINESTRING (-2.9665871 48.0677997, -2.9666189 48.0676958)",,,,,,
84066209,Rue Édouard Branly,residential,False,False,211.676,"LINESTRING (-2.9718268 48.0621662, -2.9717346 48.0623992, -2.9717151 48.0624641, -2.9716959 48.0625528, -2.9716768 48.0627029, -2.9716719 48.0628402, -2.9716888 48.0629679, -2.9717124 48.0630658, -2.9717923 48.063364, -2.9718245 48.0635073, -2.9718548 48.0636417, -2.9718688 48.0640493)",,,,,,
"[84066209, 853032365]",Rue Édouard Branly,residential,False,True,198.035,"LINESTRING (-2.9718268 48.0621662, -2.9719196 48.0620046, -2.9722901 48.0614375, -2.9726312 48.0609153, -2.9727411 48.0606621, -2.9727137 48.0605454, -2.972692 48.0605108)",,,,,,
184342200,Rue Salvador Allende,residential,False,False,70.059,"LINESTRING (-2.9718268 48.0621662, -2.9718911 48.0621926, -2.9726159 48.0625109)",,,,,,
84066209,Rue Édouard Branly,residential,False,True,76.72399999999999,"LINESTRING (-2.9733473 48.0676534, -2.9733044 48.0676144, -2.9732248 48.0675578, -2.9731105 48.0674634, -2.9730373 48.0673898, -2.9729697 48.0673157, -2.9729176 48.0672468, -2.9728504 48.067126, -2.9728143 48.0670697)",,,,,,
853032364,Rue Édouard Branly,residential,False,False,11.708,"LINESTRING (-2.9733473 48.0676534, -2.973364 48.0676989, -2.9733583 48.0677211, -2.9733414 48.0677552)",,,,,,
84066265,Rue de Friedland,residential,False,True,62.897,"LINESTRING (-2.9655158 48.0667214, -2.9656346 48.0667413, -2.9662737 48.0668484, -2.9663374 48.0668573)",,,,,,
319235272,Rue Nationale,secondary,False,False,54.307,"LINESTRING (-2.9655158 48.0667214, -2.9654859 48.0668073, -2.9653503 48.0671971)",,,D 767,,,
1238041721,Rue de Friedland,residential,False,False,59.98,"LINESTRING (-2.9655158 48.0667214, -2.9653952 48.0667035, -2.9647279 48.0666042)",,,,,,
1238041722,Rue Nationale,secondary,False,True,135.249,"LINESTRING (-2.9655158 48.0667214, -2.9655464 48.0666326, -2.9657004 48.0661867, -2.9659098 48.0655799, -2.9659249 48.0655362)",,,D 767,,,
84066249,Rue Charles Beslay,residential,True,False,76.774,"LINESTRING (-2.9661993 48.0672606, -2.9660972 48.0672593, -2.9658651 48.0672354, -2.9658014 48.0672387, -2.9657603 48.0672754, -2.9657631 48.0673182, -2.9657826 48.0673615, -2.9658571 48.067516, -2.9658887 48.0675818, -2.9659378 48.0676287)",,,,,,
388701030,Place Bourdonnay du Clézio,residential,True,False,38.542,"LINESTRING (-2.9661993 48.0672606, -2.9664248 48.0672932, -2.9666417 48.0673247, -2.9667062 48.0673341)",,,,,,
388701029,Place Anne de Bretagne,residential,False,False,40.739,"LINESTRING (-2.9667062 48.0673341, -2.9666189 48.0676958)",,,,,,
388701030,Place Bourdonnay du Clézio,residential,True,False,71.873,"LINESTRING (-2.9667062 48.0673341, -2.9670603 48.0673852, -2.9671302 48.0671879, -2.9671807 48.0670467, -2.9671997 48.0669918)",,,,,,
207087781,Rue Frédéric de Lourmel,residential,False,True,27.921999999999997,"LINESTRING (-2.963741 48.0679417, -2.9637464 48.0680385, -2.9637746 48.068155, -2.9637846 48.0681906)",,,,,,
914767605,Rue Jean Leperdit,secondary,False,True,59.017999999999994,"LINESTRING (-2.963741 48.0679417, -2.9636539 48.0679381, -2.9635519 48.0679408, -2.963454 48.0679471, -2.963214 48.0679731, -2.9630581 48.0679918, -2.9629547 48.0680042)",,,,,,
"[1191235097, 274506627]",Rue Édouard Lorois,secondary,False,False,47.155,"LINESTRING (-2.963741 48.0679417, -2.9638443 48.0679471, -2.9639784 48.0679556, -2.9641125 48.0679641, -2.9643727 48.0679821)",,,,,,
388709253,Place Bisson,residential,False,False,19.669,"LINESTRING (-2.9673296 48.0683991, -2.9672544 48.0685687)",,,,,,
84066250,Rue Saint-Ivy,residential,True,False,101.173,"LINESTRING (-2.9673296 48.0683991, -2.9672163 48.0679918, -2.9670846 48.0678612, -2.9665871 48.0677997)",,,,,,
539515663,Rue Henri Gaillard,tertiary,False,True,10.496,"LINESTRING (-2.9728155 48.060465, -2.972692 48.0605108)",,,D 130,50,,
206108130,Rue de la Paix,residential,False,True,13.256,"LINESTRING (-2.9728155 48.060465, -2.9728096 48.0604261, -2.9728164 48.0603766, -2.9728334 48.0603484)",,,,,,
539515663,Rue Henri Gaillard,tertiary,False,False,69.624,"LINESTRING (-2.9728155 48.060465, -2.9730329 48.0604198, -2.9731594 48.0604042, -2.9732877 48.0603995, -2.9733946 48.0604038, -2.9737359 48.0604373)",,,D 130,50,,
388687505,Rue Saint-Jory,residential,False,False,55.756,"LINESTRING (-2.9639977 48.0664745, -2.9645273 48.0661193)",,,,30,,
327863274,Rue de Friedland,residential,False,True,56.143,"LINESTRING (-2.9639977 48.0664745, -2.9641557 48.0665026, -2.964638 48.0665882, -2.9647279 48.0666042)",,,,30,,
388687505,Rue Saint-Jory,residential,False,True,39.657,"LINESTRING (-2.9639977 48.0664745, -2.9638902 48.066467, -2.9635841 48.0666646)",,,,30,,
84066232,Rue Sadi Carnot,residential,True,False,135.72400000000002,"LINESTRING (-2.9671997 48.0669918, -2.9672268 48.0669137, -2.9675273 48.0660536, -2.9675981 48.0658569, -2.967615 48.0658032)",,,,,,
84066265,Rue de Friedland,residential,False,False,65.8,"LINESTRING (-2.9671997 48.0669918, -2.9670637 48.0669691, -2.9667802 48.0669264, -2.9664221 48.0668705, -2.9663374 48.0668573)",,,,,,
84066265,Rue de Friedland,residential,False,True,78.351,"LINESTRING (-2.9671997 48.0669918, -2.9673043 48.0670073, -2.9680131 48.0671106, -2.9680661 48.0671189, -2.9682264 48.0671511)",,,,,,
75128149,Rue du Tribunal,secondary,True,False,66.433,"LINESTRING (-2.967615 48.0658032, -2.9675506 48.0657916, -2.9671692 48.0657337, -2.9668266 48.0656817, -2.9667439 48.065669)",,,D 764,,,
83058563,Rue Julien Guidard,secondary,True,False,16.746,"LINESTRING (-2.9733414 48.0677552, -2.9731285 48.0677058)",,,,,,
853032364,Rue Édouard Branly,residential,False,True,11.708,"LINESTRING (-2.9733414 48.0677552, -2.9733583 48.0677211, -2.973364 48.0676989, -2.9733473 48.0676534)",,,,,,
84066209,Rue Édouard Branly,residential,False,False,11.464,"LINESTRING (-2.9718688 48.0640493, -2.9718688 48.0641524)",,,,,,
84066209,Rue Édouard Branly,residential,False,True,211.67600000000004,"LINESTRING (-2.9718688 48.0640493, -2.9718548 48.0636417, -2.9718245 48.0635073, -2.9717923 48.063364, -2.9717124 48.0630658, -2.9716888 48.0629679, -2.9716719 48.0628402, -2.9716768 48.0627029, -2.9716959 48.0625528, -2.9717151 48.0624641, -2.9717346 48.0623992, -2.9718268 48.0621662)",,,,,,
184342188,Rue du Pont,residential,False,False,27.335,"LINESTRING (-2.9672544 48.0685687, -2.9668997 48.0685035)",yes,,,,,
184342188,Rue du Pont,residential,False,True,7.975,"LINESTRING (-2.9672544 48.0685687, -2.9673559 48.068592)",yes,,,,,
388709253,Place Bisson,residential,False,True,19.669,"LINESTRING (-2.9672544 48.0685687, -2.9673296 48.0683991)",,,,,,
25412404,Quai d'Arcole,secondary,False,False,135.166,"LINESTRING (-2.9690814 48.0639994, -2.9689371 48.0644142, -2.9686695 48.0651834)",,,,,,
25412404,Quai d'Arcole,secondary,False,True,130.328,"LINESTRING (-2.9690814 48.0639994, -2.9693437 48.0632326, -2.9694722 48.0628568)",,,,,,
114576849,Rue Jeanne d'Arc,residential,False,False,149.189,"LINESTRING (-2.9678089 48.0626002, -2.967842 48.0625043, -2.9682598 48.0612928)",,,,,,
114576851,Rue de Lunéville,residential,True,False,62.95399999999999,"LINESTRING (-2.9678089 48.0626002, -2.967673 48.0625787, -2.9670677 48.0624831, -2.9669845 48.0624699)",,,,,,
937262695,Rue Joséphine,residential,False,False,59.724,"LINESTRING (-2.9691437 48.0614292, -2.969926 48.0615522)",,,,,,
114576845,Rue Marengo,residential,False,False,116.68299999999999,"LINESTRING (-2.9691437 48.0614292, -2.9691707 48.0613508, -2.9694953 48.0604065)",,,,,,
114576845,Rue Marengo,residential,False,True,149.183,"LINESTRING (-2.9691437 48.0614292, -2.96911 48.0615248, -2.9686828 48.062735)",,,,,,
937262695,Rue Joséphine,residential,False,True,67.41499999999999,"LINESTRING (-2.9691437 48.0614292, -2.9690173 48.0614097, -2.9682598 48.0612928)",,,,,,
937262695,Rue Joséphine,residential,False,False,63.036,"LINESTRING (-2.9674349 48.0611608, -2.9682598 48.0612928)",,,,,,
937262696,Rue Nationale,secondary,False,False,104.904,"LINESTRING (-2.9674349 48.0611608, -2.967119 48.0620803)",,,D 768 A,,,
"[525892511, 114576847]","['Rue Joséphine', ""Rue d'Iéna""]",residential,False,"[False, True]",158.693,"LINESTRING (-2.9674349 48.0611608, -2.9666213 48.0610339, -2.966332 48.0618809)",,,,,,
114576845,Rue Marengo,residential,False,False,149.183,"LINESTRING (-2.9686828 48.062735, -2.96911 48.0615248, -2.9691437 48.0614292)",,,,,,
114576851,Rue de Lunéville,residential,True,False,66.65,"LINESTRING (-2.9686828 48.062735, -2.9685476 48.0627141, -2.9678089 48.0626002)",,,,,,
937262695,Rue Joséphine,residential,False,True,63.036,"LINESTRING (-2.9682598 48.0612928, -2.9674349 48.0611608)",,,,,,
114576849,Rue Jeanne d'Arc,residential,False,True,149.189,"LINESTRING (-2.9682598 48.0612928, -2.967842 48.0625043, -2.9678089 48.0626002)",,,,,,
937262695,Rue Joséphine,residential,False,False,67.41499999999999,"LINESTRING (-2.9682598 48.0612928, -2.9690173 48.0614097, -2.9691437 48.0614292)",,,,,,
25412404,Quai d'Arcole,secondary,False,False,130.328,"LINESTRING (-2.9694722 48.0628568, -2.9693437 48.0632326, -2.9690814 48.0639994)",,,,,,
25412404,Quai d'Arcole,secondary,False,True,148.934,"LINESTRING (-2.9694722 48.0628568, -2.9695763 48.0625575, -2.969926 48.0615522)",,,,,,
114576851,Rue de Lunéville,residential,True,False,60.206,"LINESTRING (-2.9694722 48.0628568, -2.9687858 48.0627509, -2.9686828 48.062735)",,,,,,
831290026,Rue Nationale,secondary,False,True,44.46,"LINESTRING (-2.9669845 48.0624699, -2.967119 48.0620803)",,,D 768 A,,,
831290026,Rue Nationale,secondary,False,False,129.103,"LINESTRING (-2.9669845 48.0624699, -2.9667034 48.0632554, -2.9665937 48.063562, -2.9665804 48.0635991)",,,D 768 A,,,
114576848,Rue Léon Gambetta,residential,False,False,62.218,"LINESTRING (-2.9662976 48.061972, -2.967119 48.0620803)",,,,,,
1245622048,Rue d'Iéna,residential,False,True,10.447,"LINESTRING (-2.9662976 48.061972, -2.966332 48.0618809)",,,,,,
114576844,Rue d'Iéna,residential,True,False,11.387,"LINESTRING (-2.9662976 48.061972, -2.9662749 48.0620368, -2.9662626 48.0620717)",,,,,,
114576843,Rue Louis Jullien,residential,False,False,61.743,"LINESTRING (-2.965768 48.0634827, -2.9665153 48.0635898, -2.9665804 48.0635991)",,,,,,
831290027,Rue d'Iéna,residential,True,False,176.04,"LINESTRING (-2.965768 48.0634827, -2.9657503 48.0635342, -2.9652597 48.0649658, -2.9652391 48.0650259)",,,,,,
114576848,Rue Léon Gambetta,residential,False,True,62.218,"LINESTRING (-2.967119 48.0620803, -2.9662976 48.061972)",,,,,,
831290026,Rue Nationale,secondary,False,False,44.46,"LINESTRING (-2.967119 48.0620803, -2.9669845 48.0624699)",,,D 768 A,,,
937262696,Rue Nationale,secondary,False,True,104.904,"LINESTRING (-2.967119 48.0620803, -2.9674349 48.0611608)",,,D 768 A,,,
114576850,Rue Louis Jullien,residential,True,False,67.068,"LINESTRING (-2.9674018 48.0637366, -2.9681852 48.0638604, -2.9682801 48.0638754)",,,,,,
114577071,Rue d'Austerlitz,residential,False,True,132.5,"LINESTRING (-2.9674018 48.0637366, -2.9672486 48.0641831, -2.9672163 48.0642771, -2.9670248 48.0648352, -2.9670023 48.0648979)",,,,,,
83058556,Rue François Mitterrand,secondary,True,False,68.163,"LINESTRING (-2.9670023 48.0648979, -2.9670778 48.0649144, -2.967448 48.0649718, -2.967811 48.0650338, -2.9678915 48.0650477)",,,,,,2
114577071,Rue d'Austerlitz,residential,False,False,132.5,"LINESTRING (-2.9670023 48.0648979, -2.9670248 48.0648352, -2.9672163 48.0642771, -2.9672486 48.0641831, -2.9674018 48.0637366)",,,,,,
83058556,Rue François Mitterrand,secondary,True,False,59.75,"LINESTRING (-2.9678915 48.0650477, -2.9684913 48.0651523, -2.9686695 48.0651834)",,,,,,2
114577072,Rue Marengo,residential,True,False,133.515,"LINESTRING (-2.9678915 48.0650477, -2.9679127 48.0649838, -2.9679545 48.0648577, -2.9682513 48.0639623, -2.9682801 48.0638754)",,,,,,
114576850,Rue Louis Jullien,residential,True,False,61.122,"LINESTRING (-2.9682801 48.0638754, -2.9683748 48.0638901, -2.9690814 48.0639994)",,,,,,
114577072,Rue Marengo,residential,True,False,130.29,"LINESTRING (-2.9682801 48.0638754, -2.9685507 48.063109, -2.9686535 48.062818, -2.9686828 48.062735)",,,,,,
83058573,Rond-Point de la Légion d'Honneur,secondary,True,False,27.817999999999998,"LINESTRING (-2.9697859 48.0670784, -2.9697656 48.067039, -2.9697311 48.0670043, -2.9696845 48.0669765, -2.9696289 48.0669576, -2.969568 48.0669486, -2.9695056 48.0669503)",,roundabout,,,,
84066265,Rue de Friedland,residential,False,False,62.897,"LINESTRING (-2.9663374 48.0668573, -2.9662737 48.0668484, -2.9656346 48.0667413, -2.9655158 48.0667214)",,,,,,
84066265,Rue de Friedland,residential,False,True,65.8,"LINESTRING (-2.9663374 48.0668573, -2.9664221 48.0668705, -2.9667802 48.0669264, -2.9670637 48.0669691, -2.9671997 48.0669918)",,,,,,
388701030,Place Bourdonnay du Clézio,residential,True,False,46.004000000000005,"LINESTRING (-2.9663374 48.0668573, -2.9663219 48.0669024, -2.9661993 48.0672606)",,,,,,
"[1018829402, 75128149]",Rue du Tribunal,secondary,True,False,62.634,"LINESTRING (-2.9667439 48.065669, -2.9666163 48.0656467, -2.9663001 48.0655924, -2.9660372 48.0655525, -2.9659249 48.0655362)",,,D 764,,,
274506628,Rue de Rivoli,residential,True,False,135.54399999999998,"LINESTRING (-2.9667439 48.065669, -2.9667275 48.0657173, -2.966661 48.0659129, -2.9663677 48.0667757, -2.9663374 48.0668573)",,,,,,
38739181,Rue du Général Quinivet,secondary,False,False,110.706,"LINESTRING (-2.9687636 48.0691026, -2.9688594 48.0691013, -2.9702532 48.0690828)",,,D 764,,,
"[543651755, 543651756, 38739181]",Rue du Général Quinivet,secondary,False,True,42.063,"LINESTRING (-2.9687636 48.0691026, -2.9686569 48.0691037, -2.9686046 48.0691047, -2.9685438 48.0691055, -2.9684417 48.0691069, -2.9683212 48.0691031, -2.9682007 48.0690851)",,,D 764,,yes,
1018829407,Rue de la Fontaine,residential,True,False,38.286,"LINESTRING (-2.9687636 48.0691026, -2.9689086 48.068892, -2.968936 48.068781)",,,,,,
38739181,Rue du Général Quinivet,secondary,False,True,26.681,"LINESTRING (-2.9706122 48.069078, -2.9702532 48.0690828)",,,D 764,,,
