osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge,lanes,tunnel,access
138554101,True,D 386,Rue Victor Hugo,primary,False,59.032999999999994,"LINESTRING (4.7712517 45.5872702, 4.7712474 45.5872908, 4.7712399 45.5873272, 4.7712178 45.5874337, 4.7711428 45.5877956)",,,,,,
138554105,False,,Quai des Martyrs du 8 Février 1962,residential,False,80.245,"LINESTRING (4.7712517 45.5872702, 4.7713997 45.5872612, 4.7722809 45.5872258)",,,,,,
138533428,False,D 2,Rue Maximilien Robespierre,secondary,False,71.125,"LINESTRING (4.769078 45.585709, 4.7691537 45.5857791, 4.7692104 45.5858122, 4.7694277 45.5859119, 4.7696406 45.5859704, 4.7698602 45.5860079)",50,,,,,
138533430,True,,,secondary,False,20.62,"LINESTRING (4.769078 45.585709, 4.7690266 45.5857169, 4.7689872 45.5857109, 4.7689531 45.585696, 4.7689279 45.5856732, 4.7689158 45.5856462, 4.7689203 45.5856112)",,roundabout,,,,
138533430,True,,,secondary,False,13.95,"LINESTRING (4.7691372 45.5856033, 4.7691466 45.5856415, 4.7691369 45.5856689, 4.769106 45.5856971, 4.769078 45.585709)",,roundabout,,,,
179459096,True,,Rue de la République,unclassified,False,189.999,"LINESTRING (4.7691372 45.5856033, 4.7692267 45.5855788, 4.7705219 45.5857439, 4.7714769 45.5856695, 4.7715444 45.5856635)",30,,,,,
138533441,True,,,primary,False,6.392,"LINESTRING (4.7715533 45.5866348, 4.7714844 45.5866035)",,roundabout,,,,
"[179457929, 236873955, 236873953]",True,D 386,Rue Victor Hugo,primary,False,75.536,"LINESTRING (4.7715533 45.5866348, 4.7714652 45.5867257, 4.7713769 45.586853, 4.7713338 45.5869321, 4.7712884 45.5870722, 4.7712517 45.5872702)",,,yes,,,
"[524164865, 138533426, 1091379647]",False,D 2,Rue Pierre Semard,secondary,False,48.619,"LINESTRING (4.7663345 45.5846137, 4.7664341 45.5846363, 4.7665088 45.5846607, 4.7665563 45.5846758, 4.7666776 45.5847139, 4.7667595 45.5847412, 4.7669074 45.5847871)",50,,,2,,
172374600,False,D 59,Rue Vieille du Bourg,tertiary,False,106.03200000000001,"LINESTRING (4.7663345 45.5846137, 4.7663424 45.5845654, 4.7663598 45.5845026, 4.7663696 45.5844671, 4.7663906 45.5844443, 4.7664535 45.5843872, 4.7667311 45.584237, 4.7672606 45.5839644)",,,,,,
138533446,True,,,secondary,False,14.559000000000001,"LINESTRING (4.7712299 45.586253, 4.7712589 45.5862213, 4.7712915 45.5862061, 4.7713458 45.5861998, 4.7713836 45.5862068)",,roundabout,,,,
"[179458052, 138533428]",False,D 2,Rue Maximilien Robespierre,secondary,True,110.13300000000001,"LINESTRING (4.7712299 45.586253, 4.7710896 45.5862194, 4.7709066 45.5861772, 4.7707627 45.5861498, 4.7706305 45.5861247, 4.7700832 45.5860397, 4.7698602 45.5860079)",50,,,,,
138533430,True,,,secondary,False,9.615,"LINESTRING (4.7690411 45.5855549, 4.7690799 45.5855622, 4.7691149 45.5855799, 4.7691372 45.5856033)",,roundabout,,,,
138533441,True,,,primary,False,20.852,"LINESTRING (4.7714844 45.5866035, 4.7714533 45.5865696, 4.7714412 45.586536, 4.7714515 45.5864831, 4.771501 45.5864351)",,roundabout,,,,
500067824,False,,Rue Joseph Longarini,unclassified,True,4.87,"LINESTRING (4.7713836 45.5862068, 4.7713987 45.5861643)",,,,,,
138533446,True,,,secondary,False,16.540999999999997,"LINESTRING (4.7713836 45.5862068, 4.771427 45.5862315, 4.7714445 45.586256, 4.7714489 45.5862832, 4.7714396 45.5863099, 4.771418 45.5863327)",,roundabout,,,,
138533431,False,D 2,,secondary,False,13.091,"LINESTRING (4.771501 45.5864351, 4.771418 45.5863327)",50,,,,,
138533441,True,,,primary,False,19.07,"LINESTRING (4.771501 45.5864351, 4.7715512 45.5864154, 4.7715949 45.5864091, 4.7716787 45.5864205, 4.7717253 45.5864441)",,roundabout,,,,
138533430,True,,,secondary,False,12.118,"LINESTRING (4.7689203 45.5856112, 4.7689364 45.5855899, 4.7689625 45.5855702, 4.7689986 45.5855578, 4.7690411 45.5855549)",,roundabout,,,,
321139170,False,D 2,Rue Pierre Semard,secondary,True,57.157,"LINESTRING (4.7689203 45.5856112, 4.7685731 45.58549, 4.7682387 45.5854265)",50,,,,,
138533431,False,D 2,,secondary,True,13.091,"LINESTRING (4.771418 45.5863327, 4.771501 45.5864351)",50,,,,,
138533446,True,,,secondary,False,12.605,"LINESTRING (4.771418 45.5863327, 4.7713865 45.5863489, 4.7713434 45.586357, 4.7713045 45.5863539, 4.7712695 45.5863417)",,roundabout,,,,
138533446,True,,,secondary,False,10.999,"LINESTRING (4.7712695 45.5863417, 4.7712521 45.5863305, 4.7712317 45.5863072, 4.771224 45.5862801, 4.7712299 45.586253)",,roundabout,,,,
138533441,True,,,primary,False,6.464,"LINESTRING (4.7717253 45.5864441, 4.7717556 45.5864746, 4.7717637 45.5864948)",,roundabout,,,,
179456494,True,D 386,Quai Georges Lévy,primary,False,198.13299999999998,"LINESTRING (4.7717253 45.5864441, 4.7721022 45.5863219, 4.772768 45.5861154, 4.7740501 45.5857176)",,,,,,
138553256,False,,Rue Saint-Gérald,unclassified,False,26.261,"LINESTRING (4.7731514 45.5818976, 4.7730372 45.5816854, 4.7730328 45.5816765)",,,,,,
"[27919530, 305962356]",False,,"['Rue Léon Gambetta', 'Rue Gambetta']","['unclassified', 'residential']",True,103.242,"LINESTRING (4.7731514 45.5818976, 4.7732167 45.5818796, 4.7733845 45.5818962, 4.7739896 45.5821512, 4.7741067 45.5822022, 4.7743386 45.5821521)",,,,,,
305962357,False,,Rue Saint-Gérald,unclassified,False,59.158,"LINESTRING (4.7731514 45.5818976, 4.7730345 45.5819999, 4.772973 45.5821754, 4.7729124 45.5823916)",,,,,,
305962354,False,,Place Henri Barbusse,unclassified,True,20.881,"LINESTRING (4.7728787 45.5825779, 4.7729124 45.5823916)",,,,,,
138551975,True,,Rue Joseph Faure,unclassified,False,61.207,"LINESTRING (4.7728787 45.5825779, 4.7729592 45.5826117, 4.7729807 45.5826793, 4.7729984 45.5830946)",30,,,,,
138550769,False,,Rue du Suel,living_street,True,20.888,"LINESTRING (4.7721158 45.5822749, 4.7723766 45.5823193)",,,,,,
138550769,False,,Rue du Suel,living_street,False,53.553999999999995,"LINESTRING (4.7721158 45.5822749, 4.7718629 45.5821589, 4.7717399 45.5820181, 4.7717177 45.5819143)",,,,,,
305959478,False,,Place du Suel,unclassified,False,67.161,"LINESTRING (4.7721158 45.5822749, 4.77198 45.5822631, 4.7718516 45.582228, 4.7717425 45.5821918, 4.7716809 45.5821556, 4.7716317 45.5821033, 4.7715951 45.5820379, 4.7715783 45.5819844, 4.7715786 45.5819011)",,,,,,
305962354,False,,Place Henri Barbusse,unclassified,False,20.881,"LINESTRING (4.7729124 45.5823916, 4.7728787 45.5825779)",,,,,,
305962357,False,,Rue Saint-Gérald,unclassified,True,59.158,"LINESTRING (4.7729124 45.5823916, 4.772973 45.5821754, 4.7730345 45.5819999, 4.7731514 45.5818976)",,,,,,
837952063,False,,Rue du Suel,living_street,False,42.479,"LINESTRING (4.7729124 45.5823916, 4.772605 45.5823475, 4.7724709 45.5823283, 4.7723766 45.5823193)",,,,,,
966211620,False,,Montée du Petit Cras,living_street,True,25.137,"LINESTRING (4.7702501 45.5818675, 4.7703575 45.5816543)",,,,,,
"[305955145, 1231303789]",False,,"['Rue Jean-Claude Pieroux', 'Chemin du Petit Cras']",living_street,"[False, True]",91.995,"LINESTRING (4.7702501 45.5818675, 4.7700742 45.5818863, 4.7700839 45.5819547, 4.770159 45.5821461, 4.7702019 45.5824728, 4.7702341 45.5825779)",,,,,,
1231303789,False,,Rue Jean-Claude Pieroux,living_street,True,21.682,"LINESTRING (4.7702341 45.5825779, 4.7703604 45.5827517)",,,,,,
1231303785,True,,Rue Vieille du Bourg,living_street,False,26.191000000000003,"LINESTRING (4.7702341 45.5825779, 4.7701 45.5825404, 4.7699444 45.5825103, 4.7699146 45.5825155)",,,,,,
"[305955145, 1231303789]",False,,"['Rue Jean-Claude Pieroux', 'Chemin du Petit Cras']",living_street,"[False, True]",91.995,"LINESTRING (4.7702341 45.5825779, 4.7702019 45.5824728, 4.770159 45.5821461, 4.7700839 45.5819547, 4.7700742 45.5818863, 4.7702501 45.5818675)",,,,,,
138551248,True,,Montée de Cras,living_street,False,9.535,"LINESTRING (4.7704701 45.5816205, 4.7703575 45.5816543)",,,,,,
1174873887,False,,Montée de Montagny,unclassified,False,155.384,"LINESTRING (4.7704701 45.5816205, 4.770593 45.581497, 4.7707044 45.5814538, 4.7709726 45.5813994, 4.7710839 45.5813374, 4.7714111 45.5810878, 4.7714862 45.5810521, 4.7716472 45.5810793, 4.7717772 45.5810849, 4.7718684 45.5811722, 4.7718644 45.5812182, 4.7718899 45.5812614, 4.7719569 45.5812849)",,,,,,
966211620,False,,Montée du Petit Cras,living_street,False,25.137,"LINESTRING (4.7703575 45.5816543, 4.7702501 45.5818675)",,,,,,
987145220,False,,Montée de Cras,residential,False,18.971,"LINESTRING (4.7703575 45.5816543, 4.7701191 45.5816187)",,,,,,
138550769,False,,Rue du Suel,living_street,False,20.888,"LINESTRING (4.7723766 45.5823193, 4.7721158 45.5822749)",,,,,,
138551246,False,,Rue Marcel Paul,residential,False,24.95,"LINESTRING (4.7723766 45.5823193, 4.7721921 45.5825028)",30,,,,,
837952063,False,,Rue du Suel,living_street,True,42.479,"LINESTRING (4.7723766 45.5823193, 4.7724709 45.5823283, 4.772605 45.5823475, 4.7729124 45.5823916)",,,,,,
212332607,False,,Rue Jacques Prévert,residential,False,95.07400000000001,"LINESTRING (4.768555 45.5839295, 4.7683444 45.5840559, 4.7676647 45.5843957, 4.767576 45.58444)",,,,,,
"[305955144, 212332607]",False,,Rue Jacques Prévert,residential,True,144.51399999999998,"LINESTRING (4.768555 45.5839295, 4.769064 45.5838441, 4.7692766 45.5838046, 4.7693317 45.5837935, 4.7698693 45.5837493, 4.7699922 45.5837627, 4.7701053 45.5837906, 4.770335 45.5838908)",30,,,,,
1231303782,False,,Passage du Pré Vert,residential,False,28.192,"LINESTRING (4.768555 45.5839295, 4.7685088 45.5838304, 4.7685116 45.5837723, 4.7685548 45.5836863)",30,,,,,
1231303790,False,,Rue Jean-Claude Pieroux,living_street,False,4.842,"LINESTRING (4.7703843 45.5827919, 4.7703604 45.5827517)",,,,,,
138551251,True,,Rue Marie Mas,living_street,False,150.547,"LINESTRING (4.7703843 45.5827919, 4.7706954 45.582852, 4.7708134 45.5828482, 4.7709797 45.5827731, 4.771425 45.5826117, 4.7717361 45.5825291, 4.7720473 45.5824915, 4.7721921 45.5825028)",,,,,,
305955146,False,,Rue Pieroux,residential,False,18.207,"LINESTRING (4.7705332 45.5839778, 4.770335 45.5838908)",,,,,,
138551245,True,,Rue Pieroux,residential,False,76.00800000000001,"LINESTRING (4.7705332 45.5839778, 4.7708897 45.5841221, 4.7713814 45.5843167)",30,,,,,
323662846,True,,Rue Émile Zola,unclassified,False,105.57799999999999,"LINESTRING (4.7705332 45.5839778, 4.7704774 45.5840255, 4.7700908 45.5843548, 4.7696988 45.5846958, 4.769676 45.5847137)",30,,,,,
138551250,True,,Rue Roger Salengro,unclassified,False,16.14,"LINESTRING (4.7713814 45.5843167, 4.7714892 45.5841927)",30,,,,,
138553744,False,,Allée de Marianne,residential,True,126.49,"LINESTRING (4.767576 45.58444, 4.7676147 45.584479, 4.7682278 45.5850971, 4.7682669 45.585176, 4.768283 45.5852606, 4.7682553 45.5853643, 4.7682387 45.5854265)",,,,,,
212332606,False,,Rue Jacques Prévert,residential,True,64.783,"LINESTRING (4.767576 45.58444, 4.7675093 45.5844746, 4.7670353 45.5847207, 4.7669594 45.5847601, 4.7669074 45.5847871)",,,,,,
212332607,False,,Rue Jacques Prévert,residential,True,95.07400000000001,"LINESTRING (4.767576 45.58444, 4.7676647 45.5843957, 4.7683444 45.5840559, 4.768555 45.5839295)",,,,,,
1231303789,False,,Rue Jean-Claude Pieroux,living_street,False,21.682,"LINESTRING (4.7703604 45.5827517, 4.7702341 45.5825779)",,,,,,
1231303790,False,,Rue Jean-Claude Pieroux,living_street,True,4.842,"LINESTRING (4.7703604 45.5827517, 4.7703843 45.5827919)",,,,,,
1231303788,False,,Rue du Bourg,living_street,False,10.924,"LINESTRING (4.7717177 45.5819143, 4.7715786 45.5819011)",,,,,,
138550769,False,,Rue du Suel,living_street,True,53.554,"LINESTRING (4.7717177 45.5819143, 4.7717399 45.5820181, 4.7718629 45.5821589, 4.7721158 45.5822749)",,,,,,
138551248,True,,Montée de Cras,living_street,False,137.6,"LINESTRING (4.7717177 45.5819143, 4.7716972 45.581813, 4.7716557 45.5815679, 4.7715946 45.5815078, 4.7715023 45.5814801, 4.7714035 45.5814844, 4.7711286 45.581552, 4.7708724 45.581613, 4.7704701 45.5816205)",,,,,,
