osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,lanes,access
908624112,tertiary,50,,False,True,95.36999999999999,"LINESTRING (2.2297177 48.9877907, 2.2297745 48.9878625, 2.2297894 48.9878813, 2.23022 48.9884256, 2.2302395 48.9884502, 2.23032 48.9885519)",D 139,Boulevard Maurice Berteaux,,
"[683752850, 908624295]",tertiary,"['30', '50']",,False,False,194.04999999999998,"LINESTRING (2.2297177 48.9877907, 2.2296727 48.9877347, 2.2296557 48.9877135, 2.229472 48.9874848, 2.2290796 48.9869964, 2.229071 48.9869857, 2.2287636 48.986603, 2.2287438 48.986578, 2.2287244 48.9865534, 2.228543 48.9863233, 2.2285171 48.9862915, 2.2284809 48.9862458)",D 139,Boulevard Maurice Berteaux,,
310878300,residential,,,True,False,56.089,"LINESTRING (2.2269235 48.989107, 2.2265219 48.9886769)",,Rue du Plessis-Bouchard,,
32732418,residential,50,,False,True,58.736,"LINESTRING (2.2269235 48.989107, 2.2270363 48.9890528, 2.2275726 48.9887946)",,Boulevard Toussaint Lucas,1,
332075290,tertiary,30,,False,False,6.92,"LINESTRING (2.2269099 48.9842819, 2.2268667 48.9842265)",,Boulevard Maurice Berteaux,2,
"[332075289, 987204354]",secondary,"['30', '50']",,True,False,79.411,"LINESTRING (2.2269099 48.9842819, 2.2267414 48.9843386, 2.226653 48.9843674, 2.2264431 48.9844414, 2.22629 48.9845118, 2.2260919 48.9846075, 2.2259906 48.9846599)",D 14,Rue du Général Leclerc,,
"[908623403, 987204355, 908623292]",tertiary,"['30', '50']",,False,True,69.678,"LINESTRING (2.2269099 48.9842819, 2.2269507 48.984334, 2.2269765 48.9843674, 2.2271232 48.9845429, 2.2271885 48.9846291, 2.2273054 48.9847732, 2.2273573 48.9848354)",D 139,Boulevard Maurice Berteaux,"['2', '3']",
32770244,residential,50,,True,False,78.267,"LINESTRING (2.2361417 48.9841038, 2.2361471 48.9841998, 2.236199 48.9845574, 2.2362113 48.9846315, 2.2362148 48.9846552, 2.2362249 48.984666, 2.2362431 48.9846755, 2.236261 48.9846803, 2.2362782 48.9846833, 2.2362935 48.9846842, 2.2363169 48.9846822, 2.2363696 48.9846715, 2.2363886 48.9846604, 2.2364077 48.9846455)",,Rue du Saut du Loup,,
172680900,tertiary,,,True,False,35.712999999999994,"LINESTRING (2.2361417 48.9841038, 2.2362964 48.9840849, 2.2364433 48.9840879, 2.2365514 48.9840755, 2.2366256 48.984067)",D 140,Rue d'Ermont,,
964013085,tertiary,30,,False,True,98.03399999999999,"LINESTRING (2.2361417 48.9841038, 2.2360108 48.984098, 2.235774 48.984078, 2.2349932 48.9840122, 2.234808 48.9839993)",D 140,Rue d'Ermont,2,
35358735,secondary,50,,True,False,6.407,"LINESTRING (2.2366766 48.9861943, 2.2367476 48.9861604)",D 508,Boulevard du Bel Air,2,
558191114,tertiary,50,,True,False,71.786,"LINESTRING (2.2366766 48.9861943, 2.2366244 48.9860558, 2.2365413 48.9858405, 2.2364398 48.9855677)",D 403,3e Avenue,1,
32843632,residential,,,False,False,2.938,"LINESTRING (2.2335401 48.9874398, 2.2335522 48.987465)",,Rue du Bel-Air,,
39682845,secondary,50,,False,True,157.09199999999998,"LINESTRING (2.2335401 48.9874398, 2.2337406 48.9873505, 2.2343968 48.9870583, 2.2352412 48.9867487, 2.2353697 48.9866976)",,Boulevard du Bel Air,2,
1090591482,secondary,50,,False,False,99.452,"LINESTRING (2.2335401 48.9874398, 2.2334381 48.9874685, 2.2324193 48.9877044, 2.2322844 48.987752, 2.2322679 48.9877574)",,Boulevard du Bel Air,2,
"[893108280, 894816146, 1079169347]",secondary,50,,True,False,168.344,"LINESTRING (2.2322679 48.9877574, 2.2321646 48.9878338, 2.2315662 48.9880938, 2.2314615 48.9881362, 2.2307703 48.9884156, 2.2305152 48.9885281, 2.2304842 48.9885437, 2.2304108 48.9885805, 2.2303615 48.9886031)",,Boulevard du Rhin et du Danube,2,
1090591482,secondary,50,,False,True,99.452,"LINESTRING (2.2322679 48.9877574, 2.2322844 48.987752, 2.2324193 48.9877044, 2.2334381 48.9874685, 2.2335401 48.9874398)",,Boulevard du Bel Air,2,
1125358501,tertiary,30,,False,False,6.448,"LINESTRING (2.2303615 48.9886031, 2.23032 48.9885519)",D 139,Boulevard Maurice Berteaux,2,
"[32770256, 1079169347]",secondary,50,,True,False,62.09,"LINESTRING (2.2303615 48.9886031, 2.2302729 48.9886474, 2.2301174 48.9887252, 2.2299574 48.9888052, 2.2298 48.9889189, 2.2297386 48.9889778)",,Boulevard du Rhin et du Danube,,
1125358501,tertiary,30,,False,True,42.978,"LINESTRING (2.2303615 48.9886031, 2.2304631 48.9887221, 2.2304785 48.9887402, 2.2306494 48.9889403)",D 139,Boulevard Maurice Berteaux,2,
"[32770256, 893238466, 1079169524, 1079169504]",secondary,50,,True,False,200.18599999999998,"LINESTRING (2.2297386 48.9889778, 2.2294776 48.9892786, 2.2292649 48.9895361, 2.2290454 48.9897963, 2.2289137 48.9898994, 2.2285937 48.9900993, 2.2285066 48.9901445, 2.2282535 48.9902759, 2.2282163 48.9902952, 2.2281821 48.9903135, 2.2280476 48.9903479)",,Boulevard du Rhin et du Danube,2,
77055478,residential,,,False,False,75.94500000000001,"LINESTRING (2.2297386 48.9889778, 2.2298253 48.989016, 2.2299217 48.9890827, 2.2300299 48.9891054, 2.2301747 48.9891063, 2.2305616 48.988971, 2.2306494 48.9889403)",,Rue Aline,,
39682845,secondary,50,,False,False,34.847,"LINESTRING (2.2357944 48.9865543, 2.2353697 48.9866976)",,Boulevard du Bel Air,2,
32891725,secondary,50,,True,False,75.825,"LINESTRING (2.2357944 48.9865543, 2.2360239 48.9864552, 2.2362556 48.9863651, 2.2363614 48.9863251, 2.2363908 48.986314, 2.2364725 48.98628, 2.2366766 48.9861943)",,Boulevard du Bel Air,2,
32827348,residential,50,,False,False,12.183,"LINESTRING (2.2315982 48.9868606, 2.2316767 48.9869573)",D 139,Rue de la Station,2,
32827347,residential,30,,False,True,94.279,"LINESTRING (2.2315982 48.9868606, 2.231676 48.9868428, 2.2317044 48.9868363, 2.2323982 48.9866776, 2.2328205 48.9865859)",,Ruelle du Moulin,,
32827348,residential,50,,False,True,117.967,"LINESTRING (2.2315982 48.9868606, 2.2315638 48.9868234, 2.2309473 48.986156, 2.2307894 48.9859851, 2.2307601 48.9859534)",D 139,Rue de la Station,2,
97683439,residential,50,,False,True,8.865,"LINESTRING (2.2286269 48.9836845, 2.2285888 48.9836088)",,Rue Gabriel Bertin,,
"[884647635, 987204350]",residential,30,,False,False,70.595,"LINESTRING (2.2286269 48.9836845, 2.2287059 48.9837805, 2.2287293 48.9838097, 2.2289167 48.9840432, 2.229029 48.9841831, 2.2290792 48.9842457)",D 139,Rue de la Station,,
"[884647636, 987204351]",secondary,"['50', '30']",,True,False,141.824,"LINESTRING (2.2286269 48.9836845, 2.2285121 48.9837239, 2.2282789 48.9838057, 2.2279888 48.9839026, 2.2279205 48.9839275, 2.227103 48.9842162, 2.2270665 48.9842291, 2.2269099 48.9842819)",D 14,Rue du Général Leclerc,1,
32891699,residential,30,,False,True,157.99300000000002,"LINESTRING (2.2325627 48.9882751, 2.2324907 48.9883002, 2.2307236 48.9889145, 2.2307027 48.9889218, 2.2306494 48.9889403)",,Rue Jean Mermoz,,
100128016,residential,30,,True,False,61.47200000000001,"LINESTRING (2.2325627 48.9882751, 2.2323273 48.987849, 2.2323182 48.9878324, 2.2322679 48.9877574)",,Rue de la Station,,
32863177,residential,,,False,False,126.26,"LINESTRING (2.2332596 48.9895382, 2.2333458 48.9895288, 2.2349302 48.9893565, 2.2349667 48.9893525)",,Rue Jean Jaurès,,
100128016,residential,30,,True,False,54.618,"LINESTRING (2.2332596 48.9895382, 2.2331147 48.9892842, 2.2329955 48.9890786)",,Rue de la Station,,
32827346,living_street,,,False,True,129.154,"LINESTRING (2.2333491 48.9868346, 2.2334144 48.9869667, 2.2334336 48.9869895, 2.2334596 48.9870111, 2.2334947 48.9870256, 2.2335377 48.9870318, 2.2336088 48.987019, 2.2336565 48.9869975, 2.2336974 48.9869614, 2.2337484 48.9869271, 2.23392 48.9868871, 2.2339713 48.9868709, 2.2340092 48.9868422, 2.234095 48.986726, 2.2341375 48.9866859, 2.2342794 48.9866794, 2.2343478 48.986686, 2.2344085 48.9866778, 2.2344833 48.9866349, 2.2345289 48.9865962, 2.2345424 48.9865697, 2.2345317 48.9865309)",,Rue Jean Lurçat,,destination
32827346,living_street,,,False,False,129.15399999999997,"LINESTRING (2.2345317 48.9865309, 2.2345424 48.9865697, 2.2345289 48.9865962, 2.2344833 48.9866349, 2.2344085 48.9866778, 2.2343478 48.986686, 2.2342794 48.9866794, 2.2341375 48.9866859, 2.234095 48.986726, 2.2340092 48.9868422, 2.2339713 48.9868709, 2.23392 48.9868871, 2.2337484 48.9869271, 2.2336974 48.9869614, 2.2336565 48.9869975, 2.2336088 48.987019, 2.2335377 48.9870318, 2.2334947 48.9870256, 2.2334596 48.9870111, 2.2334336 48.9869895, 2.2334144 48.9869667, 2.2333491 48.9868346)",,Rue Jean Lurçat,,destination
32827346,living_street,,,False,True,67.18700000000001,"LINESTRING (2.2345317 48.9865309, 2.2349044 48.9865256, 2.2353258 48.9866484, 2.2353697 48.9866976)",,Rue Jean Lurçat,,destination
32827347,residential,30,,False,False,127.576,"LINESTRING (2.2345317 48.9865309, 2.2343292 48.9865118, 2.2338523 48.9864519, 2.2336131 48.9864557, 2.2334432 48.9864719, 2.2333619 48.9864797, 2.2328205 48.9865859)",,Ruelle du Moulin,,
683752850,tertiary,50,,False,False,160.65,"LINESTRING (2.2284809 48.9862458, 2.2284401 48.9861926, 2.2284164 48.9861618, 2.2282277 48.9859252, 2.22819 48.9858783, 2.2279045 48.9855225, 2.2276693 48.9852295, 2.2274977 48.9850036, 2.2274648 48.9849642)",D 139,Boulevard Maurice Berteaux,,
"[683752850, 908624295]",tertiary,"['50', '30']",,False,True,194.04999999999998,"LINESTRING (2.2284809 48.9862458, 2.2285171 48.9862915, 2.228543 48.9863233, 2.2287244 48.9865534, 2.2287438 48.986578, 2.2287636 48.986603, 2.229071 48.9869857, 2.2290796 48.9869964, 2.229472 48.9874848, 2.2296557 48.9877135, 2.2296727 48.9877347, 2.2297177 48.9877907)",D 139,Boulevard Maurice Berteaux,,
32843631,living_street,,,False,False,118.46499999999999,"LINESTRING (2.236879 48.986793, 2.2368209 48.986801, 2.2367883 48.9868081, 2.2353372 48.9871259)",,Petit Chemin du Bel Air,,
42408290,residential,,,True,False,57.628,"LINESTRING (2.236879 48.986793, 2.2368929 48.9867005, 2.2368937 48.9866582, 2.2368722 48.9865933, 2.2368216 48.9864735, 2.236724 48.9862922)",,Rue de l'Orme Saint-Edme,2,
32853528,living_street,,,False,True,14.031,"LINESTRING (2.2315496 48.9833909, 2.2315311 48.9835165)",,Allée de l'Orangerie,,
32853528,living_street,,,False,False,58.766000000000005,"LINESTRING (2.2315496 48.9833909, 2.2315949 48.9832525, 2.2318561 48.9829056)",,Allée de l'Orangerie,,
32853530,living_street,,,False,False,84.879,"LINESTRING (2.2315496 48.9833909, 2.2318912 48.9833977, 2.2323113 48.9829345)",,Allée de l'Orangerie,,
32853528,living_street,,,False,True,58.766000000000005,"LINESTRING (2.2318561 48.9829056, 2.2315949 48.9832525, 2.2315496 48.9833909)",,Allée de l'Orangerie,,
32853524,living_street,,,False,False,39.253,"LINESTRING (2.2292685 48.984477, 2.2297415 48.9843089)",,Rue du Parc,,
"[884647635, 32827348]",residential,"['30', '50']",,False,False,31.204,"LINESTRING (2.2292685 48.984477, 2.2293832 48.9846171, 2.229487 48.9847178)",D 139,Rue de la Station,2,
884647635,residential,30,,False,True,29.194000000000003,"LINESTRING (2.2292685 48.984477, 2.2291742 48.9843618, 2.2290792 48.9842457)",D 139,Rue de la Station,,
32853530,living_street,,,False,True,84.879,"LINESTRING (2.2323113 48.9829345, 2.2318912 48.9833977, 2.2315496 48.9833909)",,Allée de l'Orangerie,,
32853524,living_street,,,False,True,39.253,"LINESTRING (2.2297415 48.9843089, 2.2292685 48.984477)",,Rue du Parc,,
331956007,living_street,,,False,False,16.137,"LINESTRING (2.2297415 48.9843089, 2.229944 48.9842506)",,Rue du Parc,,
32853524,living_street,,,False,False,73.577,"LINESTRING (2.2297415 48.9843089, 2.2293816 48.9838494, 2.2295777 48.9837825)",,Rue du Parc,,
683752850,tertiary,50,,False,True,16.33,"LINESTRING (2.2273573 48.9848354, 2.2274648 48.9849642)",D 139,Boulevard Maurice Berteaux,,
"[908622349, 32853526]",residential,,,True,False,109.953,"LINESTRING (2.2273573 48.9848354, 2.2274262 48.9848118, 2.2284455 48.984469, 2.2286354 48.9844059, 2.2286986 48.9843849)",,Rue du Maréchal Foch,,
"[987204355, 908623403, 908623292]",tertiary,"['30', '50']",,False,False,69.678,"LINESTRING (2.2273573 48.9848354, 2.2273054 48.9847732, 2.2271885 48.9846291, 2.2271232 48.9845429, 2.2269765 48.9843674, 2.2269507 48.984334, 2.2269099 48.9842819)",D 139,Boulevard Maurice Berteaux,"['2', '3']",
32853524,living_street,,,False,True,63.374,"LINESTRING (2.2303483 48.9835197, 2.2295777 48.9837825)",,Rue du Parc,,
32853536,residential,50,,True,False,52.253,"LINESTRING (2.2286986 48.9843849, 2.2290302 48.9848014)",,Rue de la Tour,,
908622349,residential,,,True,False,31.794999999999998,"LINESTRING (2.2286986 48.9843849, 2.2289887 48.9842788, 2.2290792 48.9842457)",,Rue du Maréchal Foch,,
884647635,residential,30,,False,False,29.194000000000003,"LINESTRING (2.2290792 48.9842457, 2.2291742 48.9843618, 2.2292685 48.984477)",D 139,Rue de la Station,,
"[884647635, 987204350]",residential,30,,False,True,70.595,"LINESTRING (2.2290792 48.9842457, 2.229029 48.9841831, 2.2289167 48.9840432, 2.2287293 48.9838097, 2.2287059 48.9837805, 2.2286269 48.9836845)",D 139,Rue de la Station,,
32827348,residential,50,,False,True,7.227,"LINESTRING (2.229799 48.9850086, 2.2297382 48.9849573)",D 139,Rue de la Station,2,
32827348,residential,50,,False,False,126.386,"LINESTRING (2.229799 48.9850086, 2.229947 48.9851404, 2.2300653 48.9852457, 2.2301458 48.9853174, 2.2304047 48.9855854, 2.2304914 48.9856752, 2.2306986 48.9858897, 2.2307113 48.9859029, 2.2307259 48.985918, 2.2307601 48.9859534)",D 139,Rue de la Station,2,
"[219026370, 32853538, 219026371]",residential,50,,True,False,44.448,"LINESTRING (2.229799 48.9850086, 2.2296946 48.9850419, 2.2295744 48.9850806, 2.2294491 48.9851209, 2.2293816 48.9851426, 2.2293148 48.9851641, 2.229285 48.9851225)",,Rue Albert Gokelaere,,
"[32853536, 219026489, 219026490]",residential,50,,True,False,37.83,"LINESTRING (2.229285 48.9851225, 2.2294136 48.9850759, 2.2295349 48.9850318, 2.2296531 48.9849887, 2.2297382 48.9849573)",,Rue de la Tour,,
32827348,residential,50,,False,False,7.227,"LINESTRING (2.2297382 48.9849573, 2.229799 48.9850086)",D 139,Rue de la Station,2,
32827348,residential,50,,False,True,32.33,"LINESTRING (2.2297382 48.9849573, 2.2296972 48.9849182, 2.229487 48.9847178)",D 139,Rue de la Station,2,
32853536,residential,50,,True,False,4.048,"LINESTRING (2.22926 48.98509, 2.229285 48.9851225)",,Rue de la Tour,,
75931554,residential,50,,False,False,113.804,"LINESTRING (2.22926 48.98509, 2.2291243 48.9851382, 2.2290651 48.985173, 2.2288368 48.9852386, 2.2287773 48.9852364, 2.2287195 48.9852127, 2.2285715 48.9850167, 2.2285641 48.9849713, 2.22859 48.9849414, 2.2288701 48.9848377, 2.2289676 48.9848256, 2.2290302 48.9848014)",,Rue Gokelaère,,
32853540,residential,30,,False,False,93.214,"LINESTRING (2.2273962 48.9826331, 2.2277789 48.9828714, 2.2279889 48.9829931, 2.228259 48.9832002, 2.2282831 48.9832321)",,Rue Gabriel Bertin,,
32853540,residential,30,,False,True,40.25,"LINESTRING (2.2273962 48.9826331, 2.2273117 48.9825307, 2.227327 48.9824735, 2.2274362 48.9823003)",,Rue Gabriel Bertin,,
33487517,residential,30,,False,True,35.73,"LINESTRING (2.2273962 48.9826331, 2.2273461 48.9826636, 2.2270399 48.9827706, 2.2269811 48.9828005)",,Rue des Bouleaux,,
161157737,secondary,50,,False,False,3.993,"LINESTRING (2.2257103 48.9847514, 2.2256658 48.9847723)",D 14,Rue du Général Leclerc,2,
924032248,secondary,50,,True,False,23.389,"LINESTRING (2.2257103 48.9847514, 2.225873 48.9846469, 2.2259394 48.9846043)",D 14,Rue du Général Leclerc,,
32732418,residential,50,,False,False,59.651,"LINESTRING (2.228958 48.9881495, 2.2282857 48.9884547)",,Boulevard Toussaint Lucas,1,
32732418,residential,50,,False,True,68.30199999999999,"LINESTRING (2.228958 48.9881495, 2.2296382 48.9878259, 2.2296598 48.9878163, 2.2297177 48.9877907)",,Boulevard Toussaint Lucas,1,
32863176,residential,,,False,False,100.37400000000002,"LINESTRING (2.228958 48.9881495, 2.2289851 48.988177, 2.2289984 48.9881905, 2.2295336 48.9887338, 2.2296775 48.9888651, 2.2297308 48.9888937)",,Rue Aline,,
660469353,residential,50,,True,False,203.11599999999996,"LINESTRING (2.228958 48.9881495, 2.2289244 48.9881074, 2.22836 48.987401, 2.2282462 48.9872585, 2.2281405 48.9871263, 2.2280998 48.9870753, 2.2280686 48.9870362, 2.228052 48.9870154, 2.2277109 48.9865885, 2.2276655 48.9865317)",,Rue des Closeaux,,
32863168,residential,,,False,False,72.279,"LINESTRING (2.230398 48.9900314, 2.2311931 48.9897637, 2.2312774 48.9897323)",,Rue Alexandre Dumas,,
310878300,residential,,,True,False,116.724,"LINESTRING (2.2280476 48.9903479, 2.2279603 48.9902467, 2.2272284 48.9894463)",,Rue du Plessis-Bouchard,,
"[907960392, 599936393]",secondary,50,,True,False,205.60199999999998,"LINESTRING (2.2280476 48.9903479, 2.2281342 48.990269, 2.2285373 48.9900584, 2.2288572 48.9898585, 2.2289473 48.9897659, 2.22917 48.9894909, 2.2293779 48.9892397, 2.2295142 48.9890917, 2.2296822 48.9889369, 2.2297308 48.9888937)",,Boulevard du Rhin et du Danube,2,
32863168,residential,,,False,True,72.279,"LINESTRING (2.2312774 48.9897323, 2.2311931 48.9897637, 2.230398 48.9900314)",,Rue Alexandre Dumas,,
1125358501,tertiary,30,,False,False,99.27499999999999,"LINESTRING (2.2312774 48.9897323, 2.2312419 48.9896876, 2.2312094 48.9896466, 2.2307444 48.9890601, 2.2306494 48.9889403)",D 139,Boulevard Maurice Berteaux,2,
32732418,residential,50,,False,False,39.43,"LINESTRING (2.2281865 48.9885116, 2.2277409 48.9887122)",,Boulevard Toussaint Lucas,1,
32732418,residential,50,,False,True,9.614,"LINESTRING (2.2281865 48.9885116, 2.2282857 48.9884547)",,Boulevard Toussaint Lucas,1,
32863169,residential,30,,False,False,211.94,"LINESTRING (2.2281865 48.9885116, 2.2282243 48.9885472, 2.2288142 48.9891028, 2.2282813 48.9893548, 2.2281897 48.9893585, 2.22762 48.9888379, 2.2275726 48.9887946)",,Rue Chenel,,
32732418,residential,50,,False,True,15.322,"LINESTRING (2.2275726 48.9887946, 2.2277409 48.9887122)",,Boulevard Toussaint Lucas,1,
32732418,residential,50,,False,False,58.736,"LINESTRING (2.2275726 48.9887946, 2.2270363 48.9890528, 2.2269235 48.989107)",,Boulevard Toussaint Lucas,1,
32863169,residential,30,,False,True,211.94,"LINESTRING (2.2275726 48.9887946, 2.22762 48.9888379, 2.2281897 48.9893585, 2.2282813 48.9893548, 2.2288142 48.9891028, 2.2282243 48.9885472, 2.2281865 48.9885116)",,Rue Chenel,,
33290329,residential,,,False,True,118.688,"LINESTRING (2.2265219 48.9886769, 2.2264739 48.9886925, 2.2264376 48.9887043, 2.2250644 48.9891508)",,Rue des Prés,,
310878300,residential,,,True,False,151.864,"LINESTRING (2.2265219 48.9886769, 2.2260274 48.9881399, 2.2258677 48.9879028, 2.225658 48.9874439)",,Rue du Plessis-Bouchard,,
665679382,residential,50,,False,True,84.93299999999999,"LINESTRING (2.2242208 48.9854992, 2.2241437 48.9854319, 2.224123 48.9854136, 2.2237717 48.9851025, 2.2235254 48.9848867)",,Rue Claude Bonne,,
"[161157737, 761422589]",secondary,50,,False,True,132.866,"LINESTRING (2.2242208 48.9854992, 2.2243124 48.985451, 2.2243514 48.9854311, 2.2250031 48.9850995, 2.2255349 48.9848369, 2.2256658 48.9847723)",D 14,Rue du Général Leclerc,2,
32863170,residential,,,False,False,19.419,"LINESTRING (2.2248544 48.9860874, 2.2248951 48.9860748, 2.225091 48.9860075)",,Rue Traversière,,
310878300,residential,,,True,False,80.21600000000001,"LINESTRING (2.2248544 48.9860874, 2.2246644 48.9858789, 2.2243264 48.9855904, 2.2242993 48.9855673, 2.2242208 48.9854992)",,Rue du Plessis-Bouchard,,
32853550,residential,,,True,False,142.95100000000002,"LINESTRING (2.2266471 48.9854593, 2.2270851 48.9860117, 2.2271571 48.9860568, 2.2271881 48.986068, 2.2273079 48.986111, 2.2273323 48.9861198, 2.2273973 48.9862031, 2.227446 48.9862654, 2.2274952 48.9863285, 2.2275084 48.9863453, 2.2275583 48.9864092, 2.2276378 48.9865001, 2.2276655 48.9865317)",,Rue des Closeaux,,
32863170,residential,,,False,True,74.452,"LINESTRING (2.2266471 48.9854593, 2.2264484 48.9855291, 2.226015 48.9856813, 2.2257475 48.9857752)",,Rue Traversière,,
32863170,residential,,,False,False,54.426,"LINESTRING (2.225091 48.9860075, 2.2257475 48.9857752)",,Rue Traversière,,
32863171,residential,,,False,False,58.689,"LINESTRING (2.225091 48.9860075, 2.2255088 48.9864585)",,Rue Hamelin,,
32863170,residential,,,False,True,19.419,"LINESTRING (2.225091 48.9860075, 2.2248951 48.9860748, 2.2248544 48.9860874)",,Rue Traversière,,
32863171,residential,,,False,False,114.048,"LINESTRING (2.2255088 48.9864585, 2.226364 48.987317)",,Rue Hamelin,,
32863171,residential,,,False,True,58.689,"LINESTRING (2.2255088 48.9864585, 2.225091 48.9860075)",,Rue Hamelin,,
33290365,residential,,,True,False,23.098000000000003,"LINESTRING (2.2255088 48.9864585, 2.2252934 48.9865496, 2.2252427 48.986571)",,,,
32863171,residential,,,False,True,114.048,"LINESTRING (2.226364 48.987317, 2.2255088 48.9864585)",,Rue Hamelin,,
32863171,residential,,,False,False,184.831,"LINESTRING (2.226364 48.987317, 2.2277122 48.9886824, 2.2277409 48.9887122)",,Rue Hamelin,,
32863172,residential,,,False,False,39.765,"LINESTRING (2.226364 48.987317, 2.2266506 48.9872047, 2.2268229 48.9872848)",,Rue Henri,,
32732418,residential,50,,False,False,15.322,"LINESTRING (2.2277409 48.9887122, 2.2275726 48.9887946)",,Boulevard Toussaint Lucas,1,
32732418,residential,50,,False,True,39.43,"LINESTRING (2.2277409 48.9887122, 2.2281865 48.9885116)",,Boulevard Toussaint Lucas,1,
32863171,residential,,,False,True,184.831,"LINESTRING (2.2277409 48.9887122, 2.2277122 48.9886824, 2.226364 48.987317)",,Rue Hamelin,,
32732418,residential,50,,False,False,9.614,"LINESTRING (2.2282857 48.9884547, 2.2281865 48.9885116)",,Boulevard Toussaint Lucas,1,
32732418,residential,50,,False,True,59.651,"LINESTRING (2.2282857 48.9884547, 2.228958 48.9881495)",,Boulevard Toussaint Lucas,1,
32863172,residential,,,False,True,173.543,"LINESTRING (2.2282857 48.9884547, 2.2282493 48.9884107, 2.2276301 48.9876351, 2.2268229 48.9872848)",,Rue Henri,,
