osmid,name,highway,oneway,reversed,length,ref,lanes,maxspeed,geometry,junction,tunnel,width,bridge,access
30648964,Rue Jean Lafon,residential,True,False,85.134,,,30,"LINESTRING (0.1704856 44.4976189, 0.1698075 44.4970254)",,,,,
156487594,Avenue du Maréchal Joffre,tertiary,False,False,45.477,D 299,2,30,"LINESTRING (0.1704856 44.4976189, 0.1703572 44.4976581, 0.1701436 44.4977234, 0.1700539 44.4977508, 0.1699585 44.4977799)",,,,,
"[30648905, 30648907]",Rue Norbert Duffort,residential,False,"[False, True]",98.872,,,,"LINESTRING (0.1699585 44.4977799, 0.1693424 44.4972068, 0.1691564 44.4973082)",,,,,
156487594,Avenue du Maréchal Joffre,tertiary,False,False,35.88,D 299,2,30,"LINESTRING (0.1699585 44.4977799, 0.1697072 44.4978608, 0.1695462 44.4979127)",,,,,
156487594,Avenue du Maréchal Joffre,tertiary,False,True,45.477,D 299,2,30,"LINESTRING (0.1699585 44.4977799, 0.1700539 44.4977508, 0.1701436 44.4977234, 0.1703572 44.4976581, 0.1704856 44.4976189)",,,,,
30648907,Rue Norbert Duffort,residential,False,False,38.879,,,,"LINESTRING (0.1687593 44.4975132, 0.1691564 44.4973082)",,,,,
140562301,Boulevard de Maré,primary,True,False,52.257999999999996,D 813,2,,"LINESTRING (0.1687593 44.4975132, 0.1690542 44.4977822, 0.1690795 44.4978136, 0.1691468 44.4978924)",,,,,
30648907,Rue Norbert Duffort,residential,False,True,38.879,,,,"LINESTRING (0.1691564 44.4973082, 0.1687593 44.4975132)",,,,,
"[30648905, 30648907]",Rue Norbert Duffort,residential,False,"[False, True]",98.872,,,,"LINESTRING (0.1691564 44.4973082, 0.1693424 44.4972068, 0.1699585 44.4977799)",,,,,
30648909,Petite Rue Michelon,residential,True,False,95.884,,,,"LINESTRING (0.1691564 44.4973082, 0.1687176 44.4969101, 0.1686965 44.4969044, 0.1683222 44.4971146)",,,,,
30648912,Rue Labat,living_street,False,True,80.157,,,20,"LINESTRING (0.1667916 44.4971778, 0.1662791 44.4965565)",,,,,
474804265,Rue Labat,living_street,True,False,66.667,,,20,"LINESTRING (0.1667916 44.4971778, 0.1672607 44.4976753)",,,,,
474804266,Rue de la République,living_street,True,False,79.881,,,20,"LINESTRING (0.1667916 44.4971778, 0.166525 44.4973073, 0.1661485 44.4974397, 0.1660507 44.4974631, 0.1658972 44.4974993)",,,,,
105176406,Rue Bayle de Seyches,residential,True,False,54.819,,,30,"LINESTRING (0.1672488 44.4992345, 0.167478 44.4987694)",,,,,
105180109,Rue Bayle de Seyches,residential,True,False,33.255,,,30,"LINESTRING (0.1672488 44.4992345, 0.1670989 44.4995138)",,,,,
821951210,Rue Sauvestre,living_street,False,False,14.405,,,20,"LINESTRING (0.1665016 44.498095, 0.166663 44.4980356)",,,,,
474804265,Rue Labat,living_street,True,False,86.984,,,20,"LINESTRING (0.1673409 44.4977526, 0.1679596 44.4983985)",,,,,
821951210,Rue Sauvestre,living_street,False,True,27.027,,,20,"LINESTRING (0.1673409 44.4977526, 0.1670554 44.4978853)",,,,,
254341011,Rue Bayle de Seyches,residential,False,False,19.893,,,30,"LINESTRING (0.16855 44.4982319, 0.1687848 44.498169)",,,,,
30648918,Allée Paul Bourillon,living_street,True,False,110.829,,,20,"LINESTRING (0.16855 44.4982319, 0.1685088 44.4981746, 0.1683634 44.4980126, 0.1677431 44.4974195)",,,,,
30648919,Rue Marjolet,living_street,False,False,47.675,,,,"LINESTRING (0.1677431 44.4974195, 0.1672607 44.4976753)",,,,,
30648918,Allée Paul Bourillon,living_street,True,False,67.609,,,20,"LINESTRING (0.1677431 44.4974195, 0.1674455 44.4971445, 0.1672394 44.4969293)",,,,,
30648919,Rue Marjolet,living_street,False,True,47.675,,,,"LINESTRING (0.1672607 44.4976753, 0.1677431 44.4974195)",,,,,
474804265,Rue Labat,living_street,True,False,10.693,,,20,"LINESTRING (0.1672607 44.4976753, 0.1673409 44.4977526)",,,,,
821951210,Rue Sauvestre,living_street,False,False,27.027,,,20,"LINESTRING (0.1670554 44.4978853, 0.1673409 44.4977526)",,,,,
821951210,Rue Sauvestre,living_street,False,True,35.326,,,20,"LINESTRING (0.1670554 44.4978853, 0.166663 44.4980356)",,,,,
30648921,Rue Barthe,residential,False,False,88.25300000000001,,,30,"LINESTRING (0.1670554 44.4978853, 0.1673017 44.4981891, 0.1674524 44.4984959, 0.1675514 44.49859)",,,,,
30648922,Rue Courte Oreille,living_street,False,False,19.985,,,20,"LINESTRING (0.166663 44.4980356, 0.1665352 44.4978807)",,,,,
821951210,Rue Sauvestre,living_street,False,False,35.326,,,20,"LINESTRING (0.166663 44.4980356, 0.1670554 44.4978853)",,,,,
821951210,Rue Sauvestre,living_street,False,True,14.405,,,20,"LINESTRING (0.166663 44.4980356, 0.1665016 44.498095)",,,,,
30648924,Place Placiot,living_street,False,False,14.709,,,20,"LINESTRING (0.1663835 44.4979568, 0.1665352 44.4978807)",,,,,
30648922,Rue Courte Oreille,living_street,False,True,19.985,,,20,"LINESTRING (0.1665352 44.4978807, 0.166663 44.4980356)",,,,,
30648924,Place Placiot,living_street,False,True,14.709,,,20,"LINESTRING (0.1665352 44.4978807, 0.1663835 44.4979568)",,,,,
30648922,Rue Courte Oreille,living_street,False,False,32.067,,,20,"LINESTRING (0.1665352 44.4978807, 0.1664367 44.4977667, 0.1662991 44.4977589, 0.1662527 44.4977137)",,,,,
30648925,Rue Clavetière,living_street,True,False,118.736,,,20,"LINESTRING (0.1658972 44.4974993, 0.1657678 44.4972895, 0.1657156 44.4972049, 0.1656526 44.4971042, 0.1655778 44.4969842, 0.1653802 44.4966703, 0.1653994 44.4965104)",,,,,
474804266,Rue de la République,living_street,True,False,85.25,,,20,"LINESTRING (0.1658972 44.4974993, 0.1653147 44.4976367, 0.1651826 44.4976696, 0.1648811 44.497749)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,25.745,D 933,,20,"LINESTRING (0.1634742 44.4984605, 0.1636986 44.4986278)",,,,,
254327873,Rue de la République,living_street,False,False,48.001,,,20,"LINESTRING (0.1634742 44.4984605, 0.163922 44.4981701)",,,,,
157703996,Rue du Général Brun,living_street,True,False,96.082,D 933,,20,"LINESTRING (0.1634742 44.4984605, 0.163421 44.4983873, 0.1633882 44.4983423, 0.1629163 44.4976935)",,,,,
254327873,Rue de la République,living_street,False,True,7.624,,,20,"LINESTRING (0.1639748 44.4981128, 0.163922 44.4981701)",,,,,
"[30648928, 30648941]",Allée de l'Église,living_street,True,False,127.69400000000002,,,20,"LINESTRING (0.1639748 44.4981128, 0.163846 44.4979964, 0.1636957 44.4978605, 0.163646 44.4978085, 0.1633518 44.4974819, 0.1629163 44.4976935)",,,,,
"[254327873, 821951221]",Rue de la République,living_street,False,False,40.263,,,20,"LINESTRING (0.1639748 44.4981128, 0.1640387 44.498086, 0.1641168 44.4980533, 0.1644126 44.4979295)",,,,,
30648946,Rue Cazeaux,living_street,True,False,58.307,,,20,"LINESTRING (0.1644644 44.4990743, 0.1647613 44.4985946)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,42.775,D 933,,20,"LINESTRING (0.1644644 44.4990743, 0.1649394 44.4992565)",,,,,
908369969,Rue Leopold Faye,living_street,False,False,5.711,D 933,,20,"LINESTRING (0.1655566 44.4995, 0.1656182 44.4995266)",,,,,
30648827,Rue Marcel Paul,living_street,True,False,88.302,,,20,"LINESTRING (0.1655566 44.4995, 0.1652731 44.4998054, 0.1650135 44.5000585, 0.1649999 44.5000717, 0.1649487 44.5001625)",,,,,
30648933,Rue de la Laïcité,residential,False,False,39.527,,,30,"LINESTRING (0.1690958 44.4990087, 0.1685978 44.4989948)",,,,,
"[474801568, 474801570]","['Boulevard de Maré', 'Boulevard du Docteur Raymond Fourcade']",primary,True,False,97.57,D 813,2,,"LINESTRING (0.1690958 44.4990087, 0.1691016 44.4987098, 0.1691054 44.498514, 0.1690816 44.4982878, 0.1690779 44.4982524, 0.1690298 44.498137)",,,,,
30648933,Rue de la Laïcité,residential,False,True,39.527,,,30,"LINESTRING (0.1685978 44.4989948, 0.1690958 44.4990087)",,,,,
993401299,Rue Daney,residential,False,False,92.282,,,30,"LINESTRING (0.1685978 44.4989948, 0.167478 44.4987694)",,,,,
30648806,Allée Paul Bourillon,residential,True,False,85.08,,,30,"LINESTRING (0.1685978 44.4989948, 0.1685704 44.4982847, 0.16855 44.4982319)",,,,,
105176406,Rue Bayle de Seyches,residential,True,False,20.78,,,30,"LINESTRING (0.167478 44.4987694, 0.1675514 44.49859)",,,,,
993401299,Rue Daney,residential,False,True,92.282,,,30,"LINESTRING (0.167478 44.4987694, 0.1685978 44.4989948)",,,,,
105180109,Rue Bayle de Seyches,residential,True,False,71.805,,,30,"LINESTRING (0.1670989 44.4995138, 0.1667724 44.5001161)",,,,,
30648935,Rue Portasse,residential,True,False,83.7,,,30,"LINESTRING (0.1681541 44.4995261, 0.1670989 44.4995138)",,,,,
30648935,Rue Portasse,residential,True,False,43.167,,,30,"LINESTRING (0.1686287 44.4997123, 0.1685472 44.499696, 0.1681541 44.4995261)",,,,,
254341195,Chemin de Ronde Puygueraud,residential,True,False,79.848,,,30,"LINESTRING (0.1686287 44.4997123, 0.1686297 44.499681, 0.1686333 44.4995697, 0.1685978 44.4989948)",,,,,
105156660,Petite Rue Touratte,residential,False,True,27.075,,,30,"LINESTRING (0.1582128 44.5001131, 0.1585096 44.4999928)",,,,,
"[105155361, 474764981]",Rue de la Cale,residential,False,False,82.186,,3,30,"LINESTRING (0.1582128 44.5001131, 0.1584394 44.5004379, 0.158654 44.5007817)",,,,,
105156660,Petite Rue Touratte,residential,False,False,16.939999999999998,,,30,"LINESTRING (0.1582128 44.5001131, 0.1581521 44.500135, 0.1580223 44.500182)",,,,,
105152455,Rue de l'Observance,residential,True,False,54.992,,,30,"LINESTRING (0.1602593 44.4987243, 0.1603797 44.4989206, 0.1604994 44.499093, 0.1605573 44.4991706)",,,,,
908369968,Terrasse des Capucins,unclassified,True,False,66.61099999999999,,,30,"LINESTRING (0.1602593 44.4987243, 0.1597955 44.4985195, 0.1595121 44.4985763)",,,,,
908369970,Rue de l'Observance,residential,False,True,42.861,,,30,"LINESTRING (0.1597814 44.4983545, 0.1602449 44.4985527)",,,,,
330146990,Boulevard Richard Cœur de Lion,residential,False,True,107.351,,,30,"LINESTRING (0.1597814 44.4983545, 0.160243 44.4982457, 0.1610889 44.4981089)",,,,,
105142739,Rue Leris-Lhermitte,residential,False,False,19.457,,,30,"LINESTRING (0.1611396 44.4982801, 0.1610889 44.4981089)",,,,,
105142739,Rue Leris-Lhermitte,residential,False,True,67.767,,,30,"LINESTRING (0.1611396 44.4982801, 0.1612757 44.4983727, 0.1614191 44.4984703, 0.1614726 44.4985067, 0.1617578 44.4987008)",,,,,
153192428,Place du Moulin,residential,False,False,77.164,,,30,"LINESTRING (0.1611396 44.4982801, 0.1608097 44.4983806, 0.1602449 44.4985527)",,,,,
105142739,Rue Leris-Lhermitte,residential,False,True,19.457,,,30,"LINESTRING (0.1610889 44.4981089, 0.1611396 44.4982801)",,,,,
330146990,Boulevard Richard Cœur de Lion,residential,False,True,6.406,,,30,"LINESTRING (0.1610889 44.4981089, 0.161167 44.4980942)",,,,,
330146990,Boulevard Richard Cœur de Lion,residential,False,False,107.351,,,30,"LINESTRING (0.1610889 44.4981089, 0.160243 44.4982457, 0.1597814 44.4983545)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,21.408,D 933,,20,"LINESTRING (0.1649394 44.4992565, 0.1651772 44.4993476)",,,,,
105177748,Rue Monnereau,living_street,True,False,92.938,,,20,"LINESTRING (0.1655183 44.4985298, 0.1649394 44.4992565)",,,,,
30648944,Rue Lespinasse,living_street,True,False,112.925,,,20,"LINESTRING (0.1651772 44.4993476, 0.1654485 44.498975, 0.1657477 44.4986358, 0.1655183 44.4985298)",,,,,
30648950,Rue Paul Vergnes,living_street,True,False,79.493,,,20,"LINESTRING (0.1651772 44.4993476, 0.1647797 44.4997038, 0.1644162 44.49969)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,34.577,D 933,,20,"LINESTRING (0.1651772 44.4993476, 0.165362 44.499413, 0.1655566 44.4995)",,,,,
105177748,Rue Monnereau,living_street,True,False,11.132,,,20,"LINESTRING (0.1655768 44.4984388, 0.1655183 44.4985298)",,,,,
404097626,Rue Lozes,living_street,False,True,27.456,,,20,"LINESTRING (0.1655768 44.4984388, 0.1656695 44.4982009)",,,,,
30648945,Rue Victor Fourton,living_street,False,False,49.998999999999995,,,20,"LINESTRING (0.1655768 44.4984388, 0.1655302 44.4984311, 0.1649628 44.4983369)",,,,,
908369975,Rue Cazeaux,living_street,False,True,32.81,,,20,"LINESTRING (0.1649628 44.4983369, 0.1647613 44.4985946)",,,,,
30648945,Rue Victor Fourton,living_street,False,False,12.872,,,20,"LINESTRING (0.1649628 44.4983369, 0.1649187 44.4983215, 0.1648663 44.4983032, 0.1648171 44.4982859)",,,,,
30648945,Rue Victor Fourton,living_street,False,True,49.998999999999995,,,20,"LINESTRING (0.1649628 44.4983369, 0.1655302 44.4984311, 0.1655768 44.4984388)",,,,,
150913630,Rue Victor Fourton,living_street,True,False,53.196000000000005,,,20,"LINESTRING (0.1644126 44.4979295, 0.1645132 44.4980773, 0.1645698 44.4981531, 0.1646331 44.4982215, 0.1647393 44.498257, 0.1647743 44.4982687, 0.1648171 44.4982859)",,,,,
821951221,Rue de la République,living_street,False,False,42.24,,,20,"LINESTRING (0.1644126 44.4979295, 0.1647646 44.4977903, 0.1648811 44.497749)",,,,,
"[254327873, 821951221]",Rue de la République,living_street,False,True,40.263,,,20,"LINESTRING (0.1644126 44.4979295, 0.1641168 44.4980533, 0.1640387 44.498086, 0.1639748 44.4981128)",,,,,
908369975,Rue Cazeaux,living_street,False,False,32.81,,,20,"LINESTRING (0.1647613 44.4985946, 0.1649628 44.4983369)",,,,,
30648947,Rue Sauvin,living_street,False,False,56.009,,,20,"LINESTRING (0.1647613 44.4985946, 0.1644854 44.4984914, 0.1641729 44.4983195)",,,,,
30648947,Rue Sauvin,living_street,False,True,25.922,,,20,"LINESTRING (0.163922 44.4981701, 0.1641729 44.4983195)",,,,,
254327873,Rue de la République,living_street,False,False,7.624,,,20,"LINESTRING (0.163922 44.4981701, 0.1639748 44.4981128)",,,,,
254327873,Rue de la République,living_street,False,True,48.001,,,20,"LINESTRING (0.163922 44.4981701, 0.1634742 44.4984605)",,,,,
30648948,Rue d'Enghien,living_street,False,False,50.895,,,20,"LINESTRING (0.1636986 44.4986278, 0.1641729 44.4983195)",,,,,
105155367,Rue Leopold Faye,living_street,True,False,45.298,D 933,,20,"LINESTRING (0.1636986 44.4986278, 0.1641 44.4989176)",,,,,
30648947,Rue Sauvin,living_street,False,False,25.922,,,20,"LINESTRING (0.1641729 44.4983195, 0.163922 44.4981701)",,,,,
30648948,Rue d'Enghien,living_street,False,True,50.895,,,20,"LINESTRING (0.1641729 44.4983195, 0.1636986 44.4986278)",,,,,
30648947,Rue Sauvin,living_street,False,True,56.009,,,20,"LINESTRING (0.1641729 44.4983195, 0.1644854 44.4984914, 0.1647613 44.4985946)",,,,,
30648950,Rue Paul Vergnes,living_street,True,False,71.97399999999999,,,20,"LINESTRING (0.1644162 44.49969, 0.1642343 44.49969, 0.1639701 44.49964, 0.1636026 44.499452)",,,,,
30648927,Rue de la Libération,living_street,True,False,32.277,,,20,"LINESTRING (0.1627241 44.4989292, 0.1629983 44.4987594, 0.163032 44.4987394)",,,,,
30648951,,living_street,False,False,23.362,,,20,"LINESTRING (0.1638064 44.4993003, 0.1636026 44.499452)",,,,,
30648949,Rue Neuvil,living_street,True,False,65.077,,,20,"LINESTRING (0.1638064 44.4993003, 0.1639034 44.4993767, 0.1641977 44.499541, 0.1644162 44.49969)",,,,,
30648951,,living_street,False,True,23.362,,,20,"LINESTRING (0.1636026 44.499452, 0.1638064 44.4993003)",,,,,
30648950,Rue Paul Vergnes,living_street,True,False,91.042,,,20,"LINESTRING (0.1636026 44.499452, 0.1633868 44.4993384, 0.1628131 44.4989619, 0.1627241 44.4989292)",,,,,
330147006,,living_street,True,False,75.806,,,20,"LINESTRING (0.162591 44.4978008, 0.1617298 44.4980965)",,,,,
"[30648954, 30648955]","['Rue des Religieuses', 'Rue du Mirail']",living_street,False,False,136.01,,,20,"LINESTRING (0.162591 44.4978008, 0.1629897 44.4984203, 0.1628179 44.4985334, 0.1624045 44.4987647)",,,,,
30648952,Rue Laffiteau,living_street,True,False,31.259,,,20,"LINESTRING (0.1624045 44.4987647, 0.1627241 44.4989292)",,,,,
"[30648954, 30648955]","['Rue des Religieuses', 'Rue du Mirail']",living_street,False,True,136.01,,,20,"LINESTRING (0.1624045 44.4987647, 0.1628179 44.4985334, 0.1629897 44.4984203, 0.162591 44.4978008)",,,,,
30648927,Rue de la Libération,living_street,True,False,46.817,,,20,"LINESTRING (0.163032 44.4987394, 0.1634742 44.4984605)",,,,,
30648949,Rue Neuvil,living_street,True,False,79.888,,,20,"LINESTRING (0.163032 44.4987394, 0.1632716 44.4989168, 0.1636291 44.4991642, 0.1637406 44.4992498)",,,,,
105177744,Place Henri Birac,living_street,False,False,73.926,,,20,"LINESTRING (0.1672394 44.4969293, 0.166741 44.4963675)",,,,,
474804264,Rue de la République,living_street,True,False,45.0,,,20,"LINESTRING (0.1672394 44.4969293, 0.1668993 44.4971195, 0.1667916 44.4971778)",,,,,
499159590,Rue de la République,living_street,False,True,45.913,,3,20,"LINESTRING (0.1672394 44.4969293, 0.1676015 44.4967438, 0.1676332 44.4967257, 0.1677102 44.4966892)",,,,,
"[105173964, 908369967]",Boulevard Richard Cœur de Lion,living_street,True,False,278.725,,,20,"LINESTRING (0.1642941 44.4969774, 0.1642032 44.4969903, 0.1640633 44.4970264, 0.1627931 44.4975518, 0.1626182 44.4976338, 0.1622917 44.4977689, 0.1621005 44.4978434, 0.161888 44.4979102, 0.1615667 44.4980104, 0.1613132 44.4980695, 0.161167 44.4980942)",,,,,
"[153192477, 30648966, 30648967]",,living_street,True,False,39.223,,,20,"LINESTRING (0.1642941 44.4969774, 0.1641876 44.4968576, 0.1641472 44.4968072, 0.1640923 44.4967374, 0.1640787 44.4967201, 0.1640424 44.4966739)",,,2,yes,
908369966,Chemin de Ronde du Caillou,living_street,False,True,18.319,,,20,"LINESTRING (0.1653994 44.4965104, 0.1653737 44.4965198, 0.1651939 44.4965856)",,,,,
330147005,,residential,False,False,2.756,,,,"LINESTRING (0.1629163 44.4976935, 0.1628859 44.4977055)",,,,,
"[157696184, 30665773, 157696182]","['Rue Victor Schoelcher', 'Square de Verdun']",residential,True,False,185.263,,,30,"LINESTRING (0.1620978 44.4993754, 0.1622219 44.4994693, 0.162243 44.4994956, 0.162264 44.4995218, 0.1622955 44.4995706, 0.1626004 44.4997717, 0.1626326 44.4997929, 0.1626886 44.4998299, 0.162811 44.4999345, 0.1629557 44.5000172, 0.1637334 44.5005548)",,yes,,,
"[908369981, 30648927]",Rue de la Libération,"['residential', 'living_street']",True,False,43.046,,,"['20', '30']","LINESTRING (0.1620978 44.4993754, 0.1624033 44.499146, 0.1624805 44.4991016)",,,,,
908369981,Rue de la Libération,residential,True,False,15.903,,,30,"LINESTRING (0.1619535 44.4994747, 0.1620978 44.4993754)",,,,,
105152455,Rue de l'Observance,residential,True,False,19.115,,,30,"LINESTRING (0.1602449 44.4985527, 0.1602593 44.4987243)",,,,,
908369970,Rue de l'Observance,residential,False,False,42.861,,,30,"LINESTRING (0.1602449 44.4985527, 0.1597814 44.4983545)",,,,,
153192428,Place du Moulin,residential,False,True,77.164,,,30,"LINESTRING (0.1602449 44.4985527, 0.1608097 44.4983806, 0.1611396 44.4982801)",,,,,
157703999,,living_street,True,False,51.068,,,20,"LINESTRING (0.1617298 44.4980965, 0.1611396 44.4982801)",,,,,
30648952,Rue Laffiteau,living_street,True,False,91.77099999999999,,,20,"LINESTRING (0.1617298 44.4980965, 0.1621181 44.4984338, 0.1623887 44.4987472, 0.1624045 44.4987647)",,,,,
140562301,Boulevard de Maré,primary,True,False,56.295,D 813,2,,"LINESTRING (0.1683222 44.4971146, 0.1687031 44.4974534, 0.1687593 44.4975132)",,,,,
30648930,Rue de la Filhole,living_street,True,False,97.64599999999999,,,20,"LINESTRING (0.1648811 44.497749, 0.1647981 44.497652, 0.1645939 44.4973918, 0.1642941 44.4969774)",,,,,
821951221,Rue de la République,living_street,False,True,42.24,,,20,"LINESTRING (0.1648811 44.497749, 0.1647646 44.4977903, 0.1644126 44.4979295)",,,,,
30648945,Rue Victor Fourton,living_street,False,True,12.872,,,20,"LINESTRING (0.1648171 44.4982859, 0.1648663 44.4983032, 0.1649187 44.4983215, 0.1649628 44.4983369)",,,,,
329539846,Avenue du Général Leclerc,primary,False,False,20.266,D 708,,,"LINESTRING (0.1596735 44.5036024, 0.1596488 44.503421)",,,,,
329539846,Avenue du Général Leclerc,primary,False,True,34.204,D 708,,,"LINESTRING (0.1596735 44.5036024, 0.1597175 44.5039084)",,,,,
105180720,Rue Roturier,residential,False,True,127.505,,,,"LINESTRING (0.1596735 44.5036024, 0.1599575 44.5034445, 0.1609342 44.5028908)",,,,,
105180721,Rue Beaujardin,residential,False,False,139.355,,,,"LINESTRING (0.1580219 44.5038946, 0.1596488 44.503421)",,,,,
908369966,Chemin de Ronde du Caillou,living_street,False,False,18.319,,,20,"LINESTRING (0.1651939 44.4965856, 0.1653737 44.4965198, 0.1653994 44.4965104)",,,,,
30648922,Rue Courte Oreille,living_street,False,True,32.067,,,20,"LINESTRING (0.1662527 44.4977137, 0.1662991 44.4977589, 0.1664367 44.4977667, 0.1665352 44.4978807)",,,,,
330146990,Boulevard Richard Cœur de Lion,residential,False,False,6.406,,,30,"LINESTRING (0.161167 44.4980942, 0.1610889 44.4981089)",,,,,
30648927,Rue de la Libération,living_street,True,False,27.217,,,20,"LINESTRING (0.1624805 44.4991016, 0.1627241 44.4989292)",,,,,
474791737,,secondary,True,False,9.964,,,,"LINESTRING (0.1687298 44.5008794, 0.1688554 44.5008816)",,,,,
"[474801569, 140562300]",Boulevard du Docteur Raymond Fourcade,primary,True,False,101.87199999999999,D 813,"['2', '3']",,"LINESTRING (0.1687298 44.5008794, 0.1687699 44.5007728, 0.1688557 44.5005415, 0.168888 44.5004523, 0.168946 44.500214, 0.1690042 44.4999852)",,,,,
157700068,Rue du 20e de Ligne,residential,True,False,88.664,,,,"LINESTRING (0.1581867 44.5017209, 0.158771 44.5024007)",,,,,
474762226,Avenue Jean Jaurès,primary,False,False,18.435,D 813,3,50,"LINESTRING (0.1581867 44.5017209, 0.1580987 44.5017608, 0.1579905 44.5018098)",,,,,
474762231,Avenue Jean Jaurès,primary,False,True,66.85799999999999,D 813,4,,"LINESTRING (0.1581867 44.5017209, 0.1586537 44.5015092, 0.1587021 44.5014894, 0.1588982 44.5013985)",,,,,
157692550,,primary,True,False,8.981,,,,"LINESTRING (0.1595357 44.5019115, 0.159452 44.5019659)",,,,,
474762229,Boulevard Meyniel,primary,True,False,109.668,D 813,2,,"LINESTRING (0.1595357 44.5019115, 0.1596316 44.5020026, 0.1597091 44.5020767, 0.1598434 44.5022049, 0.1601724 44.5025042, 0.1603263 44.5026037, 0.1604335 44.5026538)",,,,,
329539846,Avenue du Général Leclerc,primary,False,True,76.95100000000001,D 708,,,"LINESTRING (0.1593301 44.502078, 0.1593534 44.5021384, 0.1593773 44.5022171, 0.1594495 44.502455, 0.1594888 44.5026156, 0.1595232 44.5027559)",,,,,
329540372,Avenue du Général Leclerc,primary,True,False,21.509,D 708,,,"LINESTRING (0.1593301 44.502078, 0.1593015 44.5020143, 0.1593077 44.5019842, 0.1593453 44.5019597, 0.1594024 44.5019159)",,,,,
157692554,Rue du 20e de Ligne,residential,False,False,58.995,,,,"LINESTRING (0.158771 44.5024007, 0.1591496 44.5028574)",,,,,
329539846,Avenue du Général Leclerc,primary,False,True,74.624,D 708,,,"LINESTRING (0.1595232 44.5027559, 0.1596488 44.503421)",,,,,
157692555,Rue Ejea de Los Caballeros,residential,False,True,32.124,,,,"LINESTRING (0.1595232 44.5027559, 0.1593961 44.5027704, 0.1592945 44.5027958, 0.1591496 44.5028574)",,,,,
329539846,Avenue du Général Leclerc,primary,False,False,76.95100000000001,D 708,,,"LINESTRING (0.1595232 44.5027559, 0.1594888 44.5026156, 0.1594495 44.502455, 0.1593773 44.5022171, 0.1593534 44.5021384, 0.1593301 44.502078)",,,,,
157692554,Rue du 20e de Ligne,residential,False,True,58.995,,,,"LINESTRING (0.1591496 44.5028574, 0.158771 44.5024007)",,,,,
157692555,Rue Ejea de Los Caballeros,residential,False,False,32.124,,,,"LINESTRING (0.1591496 44.5028574, 0.1592945 44.5027958, 0.1593961 44.5027704, 0.1595232 44.5027559)",,,,,
329539846,Avenue du Général Leclerc,primary,False,False,34.204,D 708,,,"LINESTRING (0.1597175 44.5039084, 0.1596735 44.5036024)",,,,,
329539846,Avenue du Général Leclerc,primary,False,True,42.011,D 708,,,"LINESTRING (0.1597175 44.5039084, 0.1597617 44.5042849)",,,,,
157692552,Rue Émile Zola,residential,False,False,54.596000000000004,,,,"LINESTRING (0.1597175 44.5039084, 0.1595978 44.5039324, 0.1590834 44.5040975)",,,,,
157692552,Rue Émile Zola,residential,False,True,54.596000000000004,,,,"LINESTRING (0.1590834 44.5040975, 0.1595978 44.5039324, 0.1597175 44.5039084)",,,,,
329539846,Avenue du Général Leclerc,primary,False,False,42.011,D 708,,,"LINESTRING (0.1597617 44.5042849, 0.1597175 44.5039084)",,,,,
157692548,Impasse Guillemot,residential,False,False,75.7,,,10,"LINESTRING (0.1597617 44.5042849, 0.1593453 44.5043849, 0.1590511 44.5044555, 0.1588597 44.5045074)",,,,,destination
157692548,Impasse Guillemot,residential,False,True,75.7,,,10,"LINESTRING (0.1588597 44.5045074, 0.1590511 44.5044555, 0.1593453 44.5043849, 0.1597617 44.5042849)",,,,,destination
330147005,,residential,False,True,2.756,,,,"LINESTRING (0.1628859 44.4977055, 0.1629163 44.4976935)",,,,,
330147006,,living_street,True,False,25.712000000000003,,,20,"LINESTRING (0.1628859 44.4977055, 0.1628055 44.4977373, 0.162591 44.4978008)",,,,,
254341011,Rue Bayle de Seyches,residential,False,True,19.893,,,30,"LINESTRING (0.1687848 44.498169, 0.16855 44.4982319)",,,,,
474801576,Rue Bayle de Seyches,residential,True,False,24.713,,,30,"LINESTRING (0.1687848 44.498169, 0.1688746 44.4981017, 0.1688931 44.4980878, 0.1689824 44.4979979)",,,,,
30648770,Avenue du Commandant Christian Baylac,tertiary_link,False,False,35.422,,,,"LINESTRING (0.1702536 44.5003861, 0.1700627 44.5003146, 0.1700419 44.5003069, 0.169854 44.500244)",,,,,
30648770,Avenue du Commandant Christian Baylac,tertiary_link,False,False,63.361999999999995,,,,"LINESTRING (0.169854 44.500244, 0.169237 44.5000405, 0.1691264 44.5000089)",,,,,
30648770,Avenue du Commandant Christian Baylac,tertiary_link,False,True,35.422,,,,"LINESTRING (0.169854 44.500244, 0.1700419 44.5003069, 0.1700627 44.5003146, 0.1702536 44.5003861)",,,,,
30648805,Rue Marque,residential,True,False,79.154,,,,"LINESTRING (0.169854 44.500244, 0.1698612 44.5002071, 0.169889 44.4995328)",,,,,
105177744,Place Henri Birac,living_street,False,True,73.926,,,20,"LINESTRING (0.166741 44.4963675, 0.1672394 44.4969293)",,,,,
254318993,Rue Fauconnet,living_street,False,True,42.235,,,20,"LINESTRING (0.166741 44.4963675, 0.1662791 44.4965565)",,,,,
30648912,Rue Labat,living_street,False,False,80.157,,,20,"LINESTRING (0.1662791 44.4965565, 0.1667916 44.4971778)",,,,,
