osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge
231804900,RT1,Route Territoriale 1,primary,50,False,True,55.759,,"LINESTRING (165.8288465 -21.7098993, 165.828318 -21.7097975)",
72996886,RT1,Route Territoriale 1,primary,50,True,False,60.525000000000006,1,"LINESTRING (165.8288465 -21.7098993, 165.8290336 -21.7099761, 165.8292451 -21.7100348, 165.8293202 -21.7100636, 165.829388 -21.7101019)",
72996864,,,primary_link,,True,False,20.128999999999998,1,"LINESTRING (165.8296214 -21.7102955, 165.829632 -21.7102505, 165.8296422 -21.7102264, 165.8296675 -21.7101969, 165.8297227 -21.7101473)",
72996883,RT1,Route Territoriale 1,primary,50,True,False,11.472000000000001,1,"LINESTRING (165.8296214 -21.7102955, 165.8296028 -21.7102297, 165.8295852 -21.7101986)",
72996869,VU46,Rue Gaston Lenez,tertiary,50,True,False,8.534,1,"LINESTRING (165.8297688 -21.7101096, 165.8296869 -21.7100996)",
"[72996908, 73012198, 73012199]",VU46,Rue Gaston Lenez,tertiary,50,False,False,90.501,,"LINESTRING (165.8297688 -21.7101096, 165.8299283 -21.7100996, 165.8300314 -21.710088, 165.830109 -21.7100636, 165.8302883 -21.7099544, 165.830467 -21.7098622, 165.83057 -21.7098223)",yes
72996866,,,primary_link,50,True,False,26.559,1,"LINESTRING (165.8296869 -21.7100996, 165.829588 -21.7100709, 165.8295176 -21.7100562, 165.8294381 -21.7100403)",
72996869,VU46,Rue Gaston Lenez,tertiary,50,True,False,15.519000000000002,1,"LINESTRING (165.8296869 -21.7100996, 165.8296125 -21.7101173, 165.8295733 -21.7101364, 165.8295479 -21.7101497)",
72996883,RT1,Route Territoriale 1,primary,50,True,False,63.537000000000006,1,"LINESTRING (165.8294381 -21.7100403, 165.8293717 -21.7100076, 165.8293082 -21.7099866, 165.8290551 -21.7099222, 165.8288465 -21.7098993)",
72996869,VU46,Rue Gaston Lenez,tertiary,50,True,False,5.4239999999999995,1,"LINESTRING (165.8295479 -21.7101497, 165.8295299 -21.7101711, 165.8295219 -21.7101914)",
72996883,RT1,Route Territoriale 1,primary,50,True,False,16.937,1,"LINESTRING (165.8295479 -21.7101497, 165.8295336 -21.7101207, 165.8294977 -21.7100819, 165.8294381 -21.7100403)",
72996886,RT1,Route Territoriale 1,primary,50,True,False,36.435,1,"LINESTRING (165.8295181 -21.7102928, 165.8295457 -21.7104349, 165.8295599 -21.7106177)",
181020445,RT1,Route Territoriale 1,primary,50,False,False,29.476,,"LINESTRING (165.8295599 -21.7106177, 165.8295094 -21.7108786)",
72996883,RT1,Route Territoriale 1,primary,50,True,False,36.61,1,"LINESTRING (165.8295599 -21.7106177, 165.8295984 -21.7104881, 165.8296225 -21.7103746, 165.8296214 -21.7102955)",
983517360,,Rue du Révérend Père Jean,residential,50,False,True,142.388,,"LINESTRING (165.8289995 -21.7138488, 165.8276446 -21.7136137)",
181020445,RT1,Route Territoriale 1,primary,50,False,True,334.62300000000005,,"LINESTRING (165.8289995 -21.7138488, 165.8291069 -21.7133994, 165.8291882 -21.713024, 165.829416 -21.7115241, 165.8295094 -21.7108786)",
181020466,VU30,Rue Auguste Buret,unclassified,50,False,True,134.702,,"LINESTRING (165.8289995 -21.7138488, 165.8290889 -21.7138563, 165.829376 -21.7138956, 165.8298573 -21.7139702, 165.8301305 -21.7139627, 165.8302914 -21.7139403)",
72996883,RT1,Route Territoriale 1,primary,50,True,False,6.664,1,"LINESTRING (165.8295852 -21.7101986, 165.8295479 -21.7101497)",
72996890,VU46,Rue Gaston Lenez,tertiary,50,True,False,15.312999999999999,1,"LINESTRING (165.8295852 -21.7101986, 165.8296292 -21.7101835, 165.8296706 -21.7101686, 165.8297227 -21.7101473)",
72996886,RT1,Route Territoriale 1,primary,50,True,False,25.678000000000004,1,"LINESTRING (165.829388 -21.7101019, 165.8294272 -21.7101334, 165.8294699 -21.710184, 165.8294954 -21.7102237, 165.8295181 -21.7102928)",
72996890,VU46,Rue Gaston Lenez,tertiary,50,True,False,17.221,1,"LINESTRING (165.829388 -21.7101019, 165.8294465 -21.7101279, 165.8294698 -21.7101461, 165.8294941 -21.7101689, 165.8295219 -21.7101914)",
"[72996908, 73012198, 73012199]",VU46,Rue Gaston Lenez,tertiary,50,False,True,90.50099999999999,,"LINESTRING (165.83057 -21.7098223, 165.830467 -21.7098622, 165.8302883 -21.7099544, 165.830109 -21.7100636, 165.8300314 -21.710088, 165.8299283 -21.7100996, 165.8297688 -21.7101096)",yes
73004217,,Rue du Docteur Henri Drayton,residential,50,False,False,207.38100000000003,,"LINESTRING (165.8302914 -21.7139403, 165.8304201 -21.7133131, 165.8305918 -21.712097)",
181020466,VU30,Rue Auguste Buret,unclassified,50,False,False,134.702,,"LINESTRING (165.8302914 -21.7139403, 165.8301305 -21.7139627, 165.8298573 -21.7139702, 165.829376 -21.7138956, 165.8290889 -21.7138563, 165.8289995 -21.7138488)",
73004188,,Rue Gally Passebosc,residential,50,False,False,118.625,,"LINESTRING (165.8257062 -21.7069239, 165.8255187 -21.7079764)",
73004188,,Rue Gally Passebosc,residential,50,False,True,65.451,,"LINESTRING (165.8257062 -21.7069239, 165.8257782 -21.7063391)",
73004158,VU33,Rue Gaston Paouro,residential,50,False,False,220.945,,"LINESTRING (165.8257062 -21.7069239, 165.8259334 -21.7069491, 165.8264012 -21.7070147, 165.826715 -21.7071055, 165.8277645 -21.7074358)",
73004158,VU33,Rue Gaston Paouro,residential,50,False,True,73.65,,"LINESTRING (165.8257062 -21.7069239, 165.8254841 -21.7070189, 165.8252968 -21.7071693, 165.8251733 -21.7073394)",
73004158,VU33,Rue Gaston Paouro,residential,50,False,True,220.94500000000002,,"LINESTRING (165.8277645 -21.7074358, 165.826715 -21.7071055, 165.8264012 -21.7070147, 165.8259334 -21.7069491, 165.8257062 -21.7069239)",
73004240,,Rue des Frères Goisavost,residential,50,False,False,120.456,,"LINESTRING (165.8277645 -21.7074358, 165.8276414 -21.70806, 165.8275763 -21.7085046)",
73004188,,Rue Gally Passebosc,residential,50,False,False,65.451,,"LINESTRING (165.8257782 -21.7063391, 165.8257062 -21.7069239)",
73004188,,Rue Gally Passebosc,residential,50,False,True,127.136,,"LINESTRING (165.8257782 -21.7063391, 165.8257861 -21.7061544, 165.8257693 -21.7059823, 165.8257249 -21.7057948, 165.8256548 -21.7055855, 165.8255102 -21.7052359)",
73004172,VU61,Rue Guy Guillermet,residential,50,False,True,233.275,,"LINESTRING (165.822373 -21.7053287, 165.8222091 -21.7056, 165.8221412 -21.7057315, 165.8220787 -21.7058989, 165.8220459 -21.7060255, 165.8220465 -21.7061297, 165.8220543 -21.7062262, 165.8220708 -21.7063109, 165.8221823 -21.7066731, 165.8222615 -21.7068921, 165.822351 -21.7070702, 165.8223609 -21.7071469, 165.8223612 -21.707214, 165.8222984 -21.7072925)",
668578585,VU15,Rue T. Bernut,residential,50,False,False,28.362,,"LINESTRING (165.8222984 -21.7072925, 165.8225271 -21.7074336)",
668578585,VU15,Rue T. Bernut,residential,50,False,True,97.264,,"LINESTRING (165.8222984 -21.7072925, 165.8215093 -21.7068154)",
73004172,VU61,Rue Guy Guillermet,residential,50,False,False,233.27499999999995,,"LINESTRING (165.8222984 -21.7072925, 165.8223612 -21.707214, 165.8223609 -21.7071469, 165.822351 -21.7070702, 165.8222615 -21.7068921, 165.8221823 -21.7066731, 165.8220708 -21.7063109, 165.8220543 -21.7062262, 165.8220465 -21.7061297, 165.8220459 -21.7060255, 165.8220787 -21.7058989, 165.8221412 -21.7057315, 165.8222091 -21.7056, 165.822373 -21.7053287)",
668578585,VU15,Rue T. Bernut,residential,50,False,False,97.264,,"LINESTRING (165.8215093 -21.7068154, 165.8222984 -21.7072925)",
73004179,VU15,Rue Jean Delathière,residential,50,False,True,141.007,,"LINESTRING (165.8215093 -21.7068154, 165.8217183 -21.7077273, 165.8217228 -21.7079363, 165.8216927 -21.7080599)",
668578585,VU15,Rue T. Bernut,residential,50,False,True,28.362,,"LINESTRING (165.8225271 -21.7074336, 165.8222984 -21.7072925)",
73004179,VU15,Rue Jean Delathière,residential,50,False,False,141.007,,"LINESTRING (165.8216927 -21.7080599, 165.8217228 -21.7079363, 165.8217183 -21.7077273, 165.8215093 -21.7068154)",
231804900,RT1,Route Territoriale 1,primary,50,False,False,254.861,,"LINESTRING (165.8216927 -21.7080599, 165.822131 -21.7084009, 165.8222592 -21.7084723, 165.8224115 -21.7085473, 165.8225342 -21.7085712, 165.822713 -21.7085964, 165.8230099 -21.7085992, 165.8232712 -21.7085882, 165.823585 -21.7086031, 165.8238699 -21.7086308, 165.8239767 -21.7086463)",
73004216,,Rue Pierre Bergas,residential,50,False,False,100.039,,"LINESTRING (165.8242081 -21.7101832, 165.825163 -21.7103327)",
73004182,,Rue Louis Desnos,residential,50,False,False,159.426,,"LINESTRING (165.8242081 -21.7101832, 165.8243774 -21.7090836, 165.8244266 -21.7087639)",
"[73004186, 73004182]",,"['Rue Louis Desnos', 'Rue Angèle Vigouroux']",residential,50,False,"[False, True]",262.727,,"LINESTRING (165.8242081 -21.7101832, 165.8240204 -21.7116518, 165.8249568 -21.7118078)",
73004182,,Rue Louis Desnos,residential,50,False,True,159.426,,"LINESTRING (165.8244266 -21.7087639, 165.8243774 -21.7090836, 165.8242081 -21.7101832)",
231804900,RT1,Route Territoriale 1,primary,50,False,False,100.676,,"LINESTRING (165.8244266 -21.7087639, 165.8244638 -21.7087736, 165.8253646 -21.7090094)",
231804900,RT1,Route Territoriale 1,primary,50,False,True,48.283,,"LINESTRING (165.8244266 -21.7087639, 165.824208 -21.7087069, 165.8239767 -21.7086463)",
73004186,,Rue Angèle Vigouroux,residential,50,False,False,216.555,,"LINESTRING (165.8249568 -21.7118078, 165.8270298 -21.712097)",
73004188,,Rue Gally Passebosc,residential,50,False,False,158.685,,"LINESTRING (165.8249568 -21.7118078, 165.8247727 -21.7132246)",
73004188,,Rue Gally Passebosc,residential,50,False,True,165.401,,"LINESTRING (165.8249568 -21.7118078, 165.825163 -21.7103327)",
"[73004186, 73004182]",,"['Rue Louis Desnos', 'Rue Angèle Vigouroux']",residential,50,False,"[False, True]",262.727,,"LINESTRING (165.8249568 -21.7118078, 165.8240204 -21.7116518, 165.8242081 -21.7101832)",
73004186,,Rue Angèle Vigouroux,residential,50,False,True,216.555,,"LINESTRING (165.8270298 -21.712097, 165.8249568 -21.7118078)",
73004203,,Rue des Frères Goisavost,residential,50,False,False,161.809,,"LINESTRING (165.8270298 -21.712097, 165.8268034 -21.7135369)",
73004203,,Rue des Frères Goisavost,residential,50,False,True,165.382,,"LINESTRING (165.8270298 -21.712097, 165.8272337 -21.7106218)",
73004188,,Rue Gally Passebosc,residential,50,False,True,118.625,,"LINESTRING (165.8255187 -21.7079764, 165.8257062 -21.7069239)",
73004235,,Rue Paul Courtil,residential,50,False,True,50.789,,"LINESTRING (165.8255187 -21.7079764, 165.8250432 -21.7078604)",
