osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,ref,lanes,bridge
30568762,Rue Jean Baptiste Illio,residential,False,True,94.93599999999999,"LINESTRING (-2.7912478 48.4937575, -2.7913235 48.4937616, -2.791378 48.4937587, -2.7914203 48.4937469, -2.7923171 48.4934708, -2.7924303 48.493439)",,,,,
88694097,Rue du Calvaire,residential,False,True,140.32,"LINESTRING (-2.7912478 48.4937575, -2.7911827 48.4936759, -2.7911765 48.4936567, -2.7911801 48.4936304, -2.7914343 48.4931768, -2.791623 48.4927981, -2.7916393 48.4927477, -2.7916428 48.4927005, -2.7916411 48.4926217, -2.7916867 48.4925661)",,,,,
778483398,Rue de la Croix Fichet,tertiary,False,False,71.218,"LINESTRING (-2.7952987 48.4925467, -2.7950242 48.4919326)",30,,,,
30568762,Rue Jean Baptiste Illio,residential,False,False,233.55100000000002,"LINESTRING (-2.7952987 48.4925467, -2.795192 48.4925829, -2.794612 48.4927799, -2.7935792 48.4930981, -2.7930002 48.4932699, -2.7927754 48.4933366, -2.7924303 48.493439)",,,,,
30568787,Rue de la Croix Fichet,tertiary,False,True,47.541,"LINESTRING (-2.7952987 48.4925467, -2.7953987 48.4927351, -2.7954617 48.4928538, -2.7955059 48.4929515)",,,,,
88694101,Rue de la Croix du Chêne,residential,False,False,159.157,"LINESTRING (-2.7952987 48.4925467, -2.7954212 48.4924833, -2.7955273 48.4924284, -2.7969756 48.4919875, -2.7972152 48.4918968)",30,,,,
30568811,Rond-Point de la Fontaine Morin,tertiary,True,False,8.911999999999999,"LINESTRING (-2.7949201 48.4918191, -2.7949128 48.4918454, -2.794918 48.4918719, -2.7949353 48.491896)",30,roundabout,,,
168128573,Rue de la Fontaine Morin,tertiary,False,True,28.89,"LINESTRING (-2.7949201 48.4918191, -2.7948416 48.4917359, -2.7947125 48.4915987)",30,,,,
30568811,Rond-Point de la Fontaine Morin,tertiary,True,False,7.915,"LINESTRING (-2.7949353 48.491896, -2.7949594 48.4919136, -2.7949898 48.4919261, -2.7950242 48.4919326)",30,roundabout,,,
88694111,Avenue de Bretagne,tertiary,False,False,239.421,"LINESTRING (-2.7949353 48.491896, -2.7947905 48.4919376, -2.7939456 48.4921802, -2.7933963 48.4922859, -2.7930725 48.4923459, -2.7928385 48.4923838, -2.7926159 48.4924153, -2.7919253 48.4924941, -2.7918324 48.492494)",,,,,
778483398,Rue de la Croix Fichet,tertiary,False,True,71.218,"LINESTRING (-2.7950242 48.4919326, -2.7952987 48.4925467)",30,,,,
30568811,Rond-Point de la Fontaine Morin,tertiary,True,False,18.269000000000002,"LINESTRING (-2.7950242 48.4919326, -2.7950655 48.4919321, -2.7951045 48.4919229, -2.7951371 48.4919061, -2.79516 48.4918833, -2.795171 48.4918569, -2.7951689 48.4918296)",30,roundabout,,,
271295020,Rue des Croix,secondary,False,False,120.162,"LINESTRING (-2.7894133 48.4857343, -2.7904277 48.4848883)",,,D 790,,
271295020,Rue des Croix,secondary,False,True,18.779,"LINESTRING (-2.7894133 48.4857343, -2.7893542 48.4857772, -2.7892423 48.4858595)",,,D 790,,
31452671,Rue de la Mairie,residential,False,False,7.813,"LINESTRING (-2.7932306 48.4902043, -2.7932542 48.4902728)",30,,,,
31452671,Rue de la Mairie,residential,False,True,38.940999999999995,"LINESTRING (-2.7932306 48.4902043, -2.7932444 48.490115, -2.7932771 48.4899032, -2.7932788 48.4898707, -2.7932796 48.4898557)",30,,,,
477024878,Rue du Menez Hom,residential,True,False,153.185,"LINESTRING (-2.7932306 48.4902043, -2.7936939 48.4901908, -2.7940478 48.4901706, -2.7940468 48.4901421, -2.794037 48.4898381, -2.7932796 48.4898557)",30,,,,
30568581,Avenue de Bretagne,tertiary,False,True,274.291,"LINESTRING (-2.7879424 48.4929431, -2.7881483 48.4928998, -2.7884031 48.4928462, -2.7885684 48.4928168, -2.788621 48.4928074, -2.7897849 48.4925986, -2.7907762 48.4925373, -2.7908154 48.4925349, -2.7908538 48.4925325, -2.7914763 48.492494, -2.7915845 48.4924873)",,,,,
31452671,Rue de la Mairie,residential,False,True,7.813,"LINESTRING (-2.7932542 48.4902728, -2.7932306 48.4902043)",30,,,,
88694112,Rue du Calvaire,residential,False,True,30.936999999999998,"LINESTRING (-2.7932542 48.4902728, -2.7932115 48.4902798, -2.7931737 48.490286, -2.7931022 48.4902978, -2.7930377 48.4903192, -2.7929649 48.4903433, -2.7929266 48.4903727, -2.7928932 48.4903983)",30,,,,
168128573,Rue de la Fontaine Morin,tertiary,False,False,183.923,"LINESTRING (-2.7932542 48.4902728, -2.7932921 48.4903303, -2.7933025 48.4903462, -2.7933898 48.4904789, -2.7937167 48.4907555, -2.7938088 48.4908335, -2.7938861 48.4908832, -2.7940222 48.4909706, -2.7941071 48.4910252, -2.7941718 48.4910668, -2.7942024 48.4910864, -2.7942558 48.4911207, -2.7942728 48.4911316, -2.7947125 48.4915987)",30,,,,
88694105,Rue du Clos du Seigle,residential,False,True,122.24,"LINESTRING (-2.7967074 48.4934025, -2.796407 48.4929261, -2.7955983 48.4931556)",,,,,
88694094,Rond-Point du Grimolet,residential,True,False,16.044,"LINESTRING (-2.7949348 48.4879724, -2.7948955 48.48796, -2.7948522 48.487957, -2.7948098 48.4879637, -2.7947733 48.4879794, -2.7947468 48.4880023)",,roundabout,,,
270394937,Rue du Grimolet,residential,False,True,240.85399999999996,"LINESTRING (-2.7949348 48.4879724, -2.7950013 48.4879274, -2.7950637 48.4878641, -2.7950925 48.487835, -2.7951996 48.48773, -2.7956147 48.4872443, -2.7959087 48.4869003, -2.7959621 48.4867511, -2.7960154 48.4866018, -2.796006 48.4863148, -2.795986 48.486259, -2.7959061 48.4860355, -2.7959319 48.4860091)",,,,,
30568811,Rond-Point de la Fontaine Morin,tertiary,True,False,24.619,"LINESTRING (-2.7951689 48.4918296, -2.7951536 48.4918038, -2.7951268 48.4917826, -2.7950912 48.4917682, -2.7950505 48.491762, -2.7950089 48.4917647, -2.7949708 48.491776, -2.7949402 48.4917948, -2.7949201 48.4918191)",30,roundabout,,,
88694080,Rue de Penthièvre,residential,False,False,44.595,"LINESTRING (-2.7951689 48.4918296, -2.7952893 48.4917965, -2.7955992 48.4917114, -2.7957279 48.491676)",30,,,,
30568762,Rue Jean Baptiste Illio,residential,False,False,94.93599999999999,"LINESTRING (-2.7924303 48.493439, -2.7923171 48.4934708, -2.7914203 48.4937469, -2.791378 48.4937587, -2.7913235 48.4937616, -2.7912478 48.4937575)",,,,,
30568762,Rue Jean Baptiste Illio,residential,False,True,233.55100000000002,"LINESTRING (-2.7924303 48.493439, -2.7927754 48.4933366, -2.7930002 48.4932699, -2.7935792 48.4930981, -2.794612 48.4927799, -2.795192 48.4925829, -2.7952987 48.4925467)",,,,,
222617818,Rue de Turnegouet,residential,False,True,60.403999999999996,"LINESTRING (-2.7962411 48.4888412, -2.7962851 48.4888207, -2.7969111 48.4885283)",,,,,
339724696,Rue d'Argoat,residential,False,False,127.1,"LINESTRING (-2.7962411 48.4888412, -2.7961365 48.4887573, -2.7958113 48.4884963, -2.7953286 48.4882403, -2.7951247 48.4881322, -2.7950871 48.4881123, -2.794982 48.4880709)",,,,,
339724696,Rue d'Argoat,residential,False,True,70.355,"LINESTRING (-2.7962411 48.4888412, -2.796599 48.489318, -2.7966663 48.4894077)",,,,,
88694108,Rue Marcel Cosson,residential,False,False,177.516,"LINESTRING (-2.7940303 48.4877781, -2.7939732 48.4878311, -2.793923 48.4878776, -2.7937889 48.487963, -2.7937543 48.4879663, -2.7937138 48.4879701, -2.7936655 48.4879701, -2.7935207 48.487899, -2.7931398 48.4876821, -2.7930808 48.4876821, -2.7929923 48.4876938, -2.7929735 48.4876963, -2.792881 48.4877685, -2.7928159 48.4878193, -2.7927082 48.4879033, -2.792352 48.4881813, -2.7923166 48.4882089, -2.7922852 48.4882334)",30,,,,
88694108,Rue Marcel Cosson,residential,False,True,58.821000000000005,"LINESTRING (-2.7940303 48.4877781, -2.7942824 48.4878456, -2.794472 48.4878955, -2.7945203 48.4879082, -2.7946204 48.4879345, -2.7947468 48.4880023)",30,,,,
428831871,Rue Jean Jaurès,residential,False,True,294.298,"LINESTRING (-2.7940303 48.4877781, -2.794137 48.4877124, -2.7943818 48.4875616, -2.7944516 48.4874798, -2.7943496 48.4873021, -2.7941573 48.4870593, -2.7939543 48.4868232, -2.7937032 48.4865195, -2.7942799 48.4860647, -2.7946715 48.4856985, -2.7948265 48.4856611)",30,,,,
270394943,Rue des Saules,residential,False,True,17.194,"LINESTRING (-2.7971076 48.4868231, -2.7972753 48.4869306)",,,,,
168128572,Rue d'Armor,residential,False,False,59.444,"LINESTRING (-2.798932 48.487141, -2.7988905 48.4871914, -2.7989543 48.4876667)",,,,,
225670831,Rue des Bouleaux,residential,False,True,38.661,"LINESTRING (-2.798932 48.487141, -2.7987991 48.4871511, -2.7987813 48.4871528, -2.7985979 48.4871707, -2.7984209 48.4872116)",,,,,
270394939,Rue Louis Pasteur,residential,False,True,58.7,"LINESTRING (-2.798932 48.487141, -2.7989548 48.4871132, -2.7995932 48.4869674, -2.7996481 48.486935)",,,,,
88694089,,tertiary,True,False,15.166,"LINESTRING (-2.7917169 48.4924029, -2.7916759 48.4924056, -2.7916386 48.4924171, -2.791609 48.492436, -2.7915902 48.4924603, -2.7915845 48.4924873)",,roundabout,,,
