osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,bridge,junction,name
25778963,True,2,primary_link,70,False,306.953,"LINESTRING (-1.5664125 47.1930221, -1.5669301 47.1930889, -1.5674562 47.1931307, -1.5679839 47.1931749, -1.5682509 47.1931927, -1.5685146 47.1932048, -1.5689819 47.193218, -1.5692156 47.1932229, -1.5693372 47.1932191, -1.5696337 47.193216, -1.569818 47.1932061, -1.5701879 47.1931814, -1.5702578 47.1931816, -1.5703137 47.1931939, -1.5703529 47.1932043, -1.5704394 47.1932301)",,,
"[25778960, 47228779, 25778959]",True,2,primary,70,False,645.828,"LINESTRING (-1.5664125 47.1930221, -1.5668686 47.193053, -1.5673203 47.1930746, -1.568037 47.1930918, -1.5687555 47.193084, -1.5690555 47.1930772, -1.5694103 47.1930632, -1.5698073 47.1930413, -1.5702018 47.1930049, -1.5708878 47.192931, -1.571602 47.1928259, -1.5723009 47.1927024, -1.5726125 47.1926386, -1.572923 47.1925683, -1.5735329 47.1924182, -1.5741244 47.1922552, -1.5747271 47.1920706)",yes,,
127381985,True,2,tertiary,50,False,30.633000000000006,"LINESTRING (-1.5704394 47.1932301, -1.5704376 47.1932361, -1.5704356 47.1932447, -1.5704347 47.1932513, -1.5704342 47.1932585, -1.5704343 47.1932652, -1.5704347 47.1932707, -1.570436 47.1932796, -1.5704369 47.1932834, -1.5704379 47.1932874, -1.5704407 47.1932958, -1.5704445 47.1933046, -1.5704493 47.1933135, -1.5704555 47.1933227, -1.5704606 47.1933293, -1.5704674 47.1933369, -1.5704725 47.1933419, -1.5704801 47.1933486, -1.5704893 47.1933558, -1.5704981 47.1933617, -1.5705078 47.1933675, -1.5705187 47.1933732, -1.5705299 47.1933784, -1.5705401 47.1933824, -1.5705491 47.1933855, -1.570559 47.1933886, -1.5705677 47.1933909, -1.57058 47.1933937, -1.5705909 47.1933956, -1.5706028 47.1933973, -1.570612 47.1933982, -1.5706215 47.1933989, -1.5706304 47.1933992, -1.5706474 47.1933991, -1.5706638 47.1933981, -1.5706773 47.1933966)",,roundabout,
26970279,False,2,tertiary,50,False,119.052,"LINESTRING (-1.5706773 47.1933966, -1.5706846 47.1934721, -1.5706971 47.1936008, -1.5707581 47.193825, -1.5709072 47.1943728, -1.5709095 47.1944077, -1.5709033 47.1944535)",,,Avenue du Maréchal De Lattre de Tassigny
127381985,True,2,tertiary,50,False,27.659000000000002,"LINESTRING (-1.5706773 47.1933966, -1.5706888 47.1933948, -1.5707024 47.1933921, -1.5707172 47.1933882, -1.57073 47.1933842, -1.5707439 47.1933788, -1.570755 47.1933739, -1.5707662 47.1933681, -1.5707759 47.1933624, -1.5707823 47.1933581, -1.5707897 47.1933527, -1.5707957 47.1933479, -1.5708042 47.1933402, -1.5708131 47.1933308, -1.5708205 47.1933214, -1.570824 47.1933161, -1.5708287 47.1933081, -1.570833 47.1932991, -1.5708347 47.1932946, -1.5708368 47.1932884, -1.5708383 47.1932827, -1.5708401 47.1932724, -1.5708407 47.1932649, -1.5708406 47.1932559, -1.5708397 47.193247, -1.5708393 47.193245, -1.570838 47.1932383, -1.5708356 47.1932302, -1.5708338 47.1932251, -1.5708312 47.1932191, -1.5708278 47.1932126, -1.5708225 47.1932039)",,roundabout,
"[31019594, 140707158, 254817095]",True,"['1', '2']",primary_link,70,False,323.852,"LINESTRING (-1.5708225 47.1932039, -1.5709009 47.1931284, -1.5710992 47.1930743, -1.5715343 47.1929973, -1.5719535 47.1929215, -1.5722903 47.1928605, -1.5727043 47.1927614, -1.5731172 47.192638, -1.5735295 47.1925078, -1.5739275 47.1923716, -1.5747271 47.1920706)",,,
127381985,True,2,tertiary,50,False,19.636,"LINESTRING (-1.5708225 47.1932039, -1.5708182 47.1931979, -1.5708126 47.1931909, -1.5708064 47.1931843, -1.570801 47.193179, -1.5707938 47.1931728, -1.5707863 47.193167, -1.5707771 47.1931607, -1.5707682 47.1931554, -1.5707609 47.1931514, -1.5707547 47.1931483, -1.5707468 47.1931447, -1.5707391 47.1931415, -1.570728 47.1931374, -1.570716 47.1931337, -1.5707031 47.1931304, -1.5706939 47.1931284, -1.5706844 47.1931267, -1.5706756 47.1931255, -1.5706663 47.1931244, -1.570651 47.1931233, -1.5706377 47.193123, -1.570624 47.1931233, -1.5706102 47.1931243)",,roundabout,
31013691,False,2,tertiary,50,True,40.765,"LINESTRING (-1.5705213 47.1927627, -1.5705913 47.1930476, -1.5706102 47.1931243)",,,Avenue du Maréchal De Lattre de Tassigny
127381989,True,2,tertiary,50,False,19.881999999999998,"LINESTRING (-1.5705213 47.1927627, -1.5705409 47.1927595, -1.5705542 47.1927563, -1.5705646 47.1927532, -1.5705764 47.1927489, -1.5705883 47.1927438, -1.5705959 47.1927399, -1.5706028 47.192736, -1.5706164 47.1927269, -1.5706258 47.1927192, -1.5706334 47.1927118, -1.5706427 47.1927006, -1.5706479 47.1926926, -1.5706528 47.1926831, -1.5706558 47.1926753, -1.5706587 47.192664, -1.5706599 47.1926483, -1.5706575 47.1926307)",,roundabout,
127381989,True,2,tertiary,50,False,19.701999999999998,"LINESTRING (-1.5706575 47.1926307, -1.5706544 47.1926209, -1.5706488 47.1926093, -1.5706429 47.1926, -1.570634 47.1925892, -1.5706217 47.1925776, -1.570613 47.1925709, -1.5705972 47.1925611, -1.5705842 47.1925546, -1.5705669 47.1925478, -1.5705521 47.1925434, -1.5705438 47.1925414, -1.5705288 47.1925386, -1.5705125 47.1925367, -1.5704949 47.1925358, -1.5704843 47.1925359, -1.5704665 47.1925371)",,roundabout,
25778968,False,,tertiary,30,False,117.33100000000002,"LINESTRING (-1.5704665 47.1925371, -1.5704489 47.1924453, -1.5704434 47.1924164, -1.570379 47.1921306, -1.5702775 47.1916805, -1.5702437 47.1915303, -1.5702399 47.1915136, -1.5702354 47.1914937)",,,Avenue du Maréchal De Lattre de Tassigny
127381989,True,2,tertiary,50,False,22.869,"LINESTRING (-1.5704665 47.1925371, -1.5704453 47.1925402, -1.5704335 47.1925428, -1.5704184 47.1925472, -1.5704048 47.1925522, -1.5703932 47.1925574, -1.570381 47.192564, -1.5703703 47.1925709, -1.570359 47.1925798, -1.5703497 47.1925887, -1.5703421 47.1925977, -1.5703364 47.192606, -1.5703314 47.1926151, -1.5703264 47.1926284, -1.5703237 47.1926428, -1.5703239 47.1926597, -1.5703271 47.1926741, -1.5703317 47.1926857, -1.5703357 47.1926923)",,roundabout,
31023343,False,,tertiary,30,False,13.697,"LINESTRING (-1.5701298 47.1912825, -1.570029 47.1912508, -1.56999 47.1912471, -1.5699592 47.1912465)",,,Rue Jean Louis
92334057,False,,residential,30,True,15.409,"LINESTRING (-1.5701298 47.1912825, -1.5702232 47.1912413, -1.5702798 47.1912319, -1.5703127 47.1912253)",,,Rue Georges Grille
416358565,False,,tertiary,30,True,24.857,"LINESTRING (-1.5701298 47.1912825, -1.5701717 47.1913452, -1.5702354 47.1914937)",,,Place Saint-Pierre
31023343,False,,tertiary,30,True,70.352,"LINESTRING (-1.5684438 47.1900131, -1.5685052 47.1900645, -1.5685819 47.1901481, -1.5686962 47.1902794, -1.5689032 47.1905617)",,,Rue Jean Louis
31023347,True,1,tertiary,50,False,15.097000000000003,"LINESTRING (-1.5684438 47.1900131, -1.5684521 47.1900103, -1.5684615 47.1900064, -1.5684721 47.1900011, -1.5684805 47.189996, -1.5684883 47.1899904, -1.5684954 47.1899843, -1.5685016 47.189978, -1.5685068 47.1899715, -1.5685108 47.1899655, -1.5685141 47.1899593, -1.5685165 47.1899536, -1.5685186 47.1899469, -1.5685198 47.189941, -1.5685205 47.1899346, -1.5685205 47.1899314, -1.5685203 47.1899261, -1.5685195 47.1899202, -1.5685182 47.1899149, -1.5685164 47.1899094, -1.5685144 47.1899047, -1.5685113 47.1898988)",,roundabout,
26970279,False,2,tertiary,50,True,119.05199999999999,"LINESTRING (-1.5709033 47.1944535, -1.5709095 47.1944077, -1.5709072 47.1943728, -1.5707581 47.193825, -1.5706971 47.1936008, -1.5706846 47.1934721, -1.5706773 47.1933966)",,,Avenue du Maréchal De Lattre de Tassigny
600325130,True,2,tertiary,50,False,21.807000000000002,"LINESTRING (-1.5709033 47.1944535, -1.5708714 47.1944556, -1.5708406 47.1944618, -1.5708121 47.1944717, -1.5707869 47.1944852, -1.5707659 47.1945017, -1.5707498 47.1945205, -1.5707392 47.1945411, -1.5707345 47.1945626, -1.5707358 47.1945844)",,roundabout,Rond-Point du Grand Sud
