osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,tunnel
48747266,Avenue de la Marne,secondary,30,False,False,39.522999999999996,"LINESTRING (-3.3682171 47.7435734, -3.3682136 47.7435964, -3.3681886 47.7437611, -3.3681634 47.743927)",,,
325084728,Avenue Jean Jaurès,secondary,30,True,False,32.806,"LINESTRING (-3.368141 47.7455054, -3.3682841 47.7454628, -3.3684006 47.7454258, -3.3685383 47.7453803)",1,,
"[1245624520, 1245624521]",,secondary,30,True,False,17.105,"LINESTRING (-3.368141 47.7455054, -3.3681615 47.7454725, -3.3681692 47.7454505, -3.3681636 47.7454267, -3.3681535 47.7454078, -3.3681323 47.7453831, -3.3681086 47.7453667)",,circular,
48747266,Avenue de la Marne,secondary,30,False,True,158.193,"LINESTRING (-3.3680028 47.7453423, -3.3679979 47.7453101, -3.3679946 47.7452888, -3.3679755 47.7451639, -3.3681291 47.7441527, -3.3681634 47.743927)",,,
1245624523,,secondary,30,True,False,15.591,"LINESTRING (-3.3680028 47.7453423, -3.3679599 47.7453473, -3.3679206 47.74536, -3.367888 47.7453794, -3.3678619 47.7454031, -3.3678538 47.7454253)",,circular,
"[833014627, 23627659]",Boulevard Général Leclerc,secondary,30,False,True,134.601,"LINESTRING (-3.3663357 47.7499327, -3.366326 47.7499167, -3.3663081 47.7498871, -3.36611 47.7495592, -3.365866 47.7491555, -3.3657878 47.7490261, -3.3657525 47.7489676, -3.3657105 47.7488981, -3.3656578 47.7488113)",,,
1245625502,Rond-Point de l'Australie,secondary,30,True,False,19.133,"LINESTRING (-3.3663357 47.7499327, -3.3662909 47.7499494, -3.3662557 47.7499743, -3.3662333 47.7500053, -3.3662258 47.7500393, -3.3662339 47.7500733)",,roundabout,
23627656,Boulevard Emmanuel Svob,secondary,30,True,False,11.878,"LINESTRING (-3.3665383 47.7500958, -3.3666381 47.7501098, -3.3666912 47.7501236)",1,,
1245625506,Rond-Point de l'Australie,secondary,30,True,False,8.413,"LINESTRING (-3.3665383 47.7500958, -3.3665535 47.7500728, -3.3665608 47.750048, -3.3665597 47.7500228)",,roundabout,
"[1245625507, 1245625508, 23627655]",Rond-Point de l'Australie,secondary,30,True,False,22.273999999999997,"LINESTRING (-3.3665597 47.7500228, -3.3665476 47.7499939, -3.3665246 47.7499681, -3.3664923 47.7499474, -3.3664435 47.7499309, -3.3663894 47.7499258, -3.3663357 47.7499327)",,roundabout,
24367806,Place de la Libération,residential,30,True,False,83.77,"LINESTRING (-3.3662339 47.7500733, -3.3661987 47.7500819, -3.3660999 47.750106, -3.3651806 47.7503302)",,,
1245625503,Rond-Point de l'Australie,secondary,30,True,False,6.728,"LINESTRING (-3.3662339 47.7500733, -3.3662534 47.7501006, -3.3662829 47.7501234)",,roundabout,
24367767,Boulevard du Maréchal Joffre,residential,30,True,False,54.967,"LINESTRING (-3.3662829 47.7501234, -3.3662156 47.7501992, -3.3660499 47.7503658, -3.3658805 47.750537)",,,
1245625504,Rond-Point de l'Australie,secondary,30,True,False,9.261,"LINESTRING (-3.3662829 47.7501234, -3.366317 47.750139, -3.3663558 47.7501485, -3.3663969 47.7501514)",,roundabout,
758753600,Rue Colbert,residential,30,False,True,52.772999999999996,"LINESTRING (-3.3600221 47.7514875, -3.3602979 47.7515973, -3.3606142 47.7516894, -3.3606515 47.7517003)",,,
1043718579,Rue Colbert,residential,30,False,False,30.994,"LINESTRING (-3.3600221 47.7514875, -3.3597769 47.7513269, -3.3597611 47.7513109, -3.3597332 47.7512883)",,,
"[24020075, 1161051685]",Rue Charles Le Samedy,residential,30,False,True,70.285,"LINESTRING (-3.3600221 47.7514875, -3.3599674 47.7515547, -3.3599189 47.7516184, -3.3599648 47.7517177, -3.3601326 47.7520805)",,,
24020076,Rue Jules le Grand,residential,30,True,False,40.219,"LINESTRING (-3.3597332 47.7512883, -3.3596562 47.7511762, -3.3595071 47.7509601)",,,
1043718579,Rue Colbert,residential,30,False,True,30.994,"LINESTRING (-3.3597332 47.7512883, -3.3597611 47.7513109, -3.3597769 47.7513269, -3.3600221 47.7514875)",,,
24050216,Rue Amiral Courbet,residential,30,False,False,99.448,"LINESTRING (-3.3649463 47.7443971, -3.3646615 47.7442794, -3.3640168 47.7440184, -3.363931 47.7439867, -3.3637998 47.7439447)",,,
24050216,Rue Amiral Courbet,residential,30,False,True,79.044,"LINESTRING (-3.3649463 47.7443971, -3.3650347 47.7444273, -3.3659863 47.7445015)",,,
1026440592,Rue Dupleix,residential,30,False,False,89.555,"LINESTRING (-3.3649463 47.7443971, -3.3649043 47.7444452, -3.3644103 47.7450648, -3.3643753 47.745105)",,,
24050261,Rue Gambetta,residential,30,False,True,122.91199999999999,"LINESTRING (-3.3643963 47.7451488, -3.3644538 47.7451548, -3.3659255 47.7452775, -3.3660274 47.745286)",,,
1026440591,,residential,30,True,False,5.59,"LINESTRING (-3.3643963 47.7451488, -3.3644012 47.7451323, -3.3643935 47.7451164, -3.3643753 47.745105)",,roundabout,
24050218,Rue Maitre Esvelin,residential,30,False,True,96.02300000000001,"LINESTRING (-3.3629507 47.7455881, -3.3629999 47.7455315, -3.3635618 47.7448847, -3.3635981 47.7448423)",,,
24050265,Place Jules Ferry,tertiary,30,True,False,267.89500000000004,"LINESTRING (-3.3629507 47.7455881, -3.3630619 47.7456278, -3.3631311 47.7456525, -3.3637399 47.7458892, -3.3637613 47.7458996, -3.3638084 47.7459186, -3.3638672 47.7459423, -3.3646607 47.7462619, -3.3647495 47.7462977, -3.364815 47.7463232, -3.3657311 47.7466901, -3.3657812 47.7467011, -3.366032 47.7468147)",,,
"[460608616, 289037883]","['Quai de Rohan', 'Rue Maitre Esvelin']",tertiary,30,False,False,165.97400000000002,"LINESTRING (-3.3629507 47.7455881, -3.3628772 47.7456814, -3.362837 47.7457299, -3.3627382 47.7456913, -3.3623461 47.7455491, -3.3613442 47.7451845, -3.3612209 47.7451396, -3.3611808 47.745125, -3.3611034 47.7450875)",,,
24367843,Quai des Indes,living_street,20,True,False,40.978,"LINESTRING (-3.3604094 47.7459175, -3.3608821 47.746104)",1,,
24050220,Quai Gustave Mansion,tertiary,30,False,False,105.879,"LINESTRING (-3.3604094 47.7459175, -3.3605059 47.7458021, -3.3606267 47.7456576, -3.3610109 47.7451981, -3.3610558 47.7451445, -3.3611034 47.7450875)",,,
460608622,Quai des Indes,tertiary,30,False,True,20.151,"LINESTRING (-3.3604094 47.7459175, -3.3603536 47.7458955, -3.3601765 47.7458263)",,,
24050218,Rue Maitre Esvelin,residential,30,False,False,96.02300000000001,"LINESTRING (-3.3635981 47.7448423, -3.3635618 47.7448847, -3.3629999 47.7455315, -3.3629507 47.7455881)",,,
"[554700409, 24050236]","['Rue François Le Brise', 'Rue Étienne Pérault']",residential,30,False,"[False, True]",131.18,"LINESTRING (-3.3635981 47.7448423, -3.3635076 47.7448056, -3.363227 47.7446918, -3.3631647 47.7446666, -3.3631978 47.7446243, -3.3635138 47.7442441, -3.3637605 47.7439946, -3.3637998 47.7439447)",,,
554700409,Rue Étienne Pérault,residential,30,False,True,49.886,"LINESTRING (-3.3635981 47.7448423, -3.363764 47.7449096, -3.3641761 47.7450663)",,,
24050216,Rue Amiral Courbet,residential,30,False,True,77.108,"LINESTRING (-3.3621023 47.7432642, -3.3629824 47.7436256)",,,
"[24050217, 24050221]","['Rue Voltaire', 'Rue Étienne Pérault']",residential,30,True,False,221.64900000000003,"LINESTRING (-3.3621023 47.7432642, -3.3618653 47.7435527, -3.3618484 47.7435733, -3.3616377 47.7438297, -3.3614772 47.7440251, -3.3602855 47.7435527, -3.360115 47.7434851, -3.3600372 47.7434543)",,,
