osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,bridge,tunnel
39704136,Place Saint-Martin,primary,50,roundabout,True,False,11.082999999999998,"LINESTRING (2.996409 49.5837276, 2.9964108 49.5837088, 2.9964148 49.5836685, 2.9964386 49.5836311)",,,,
697409765,Avenue de la Libération,primary,50,,False,False,16.319,"LINESTRING (2.9992503 49.5846946, 2.9994479 49.5847662)",2,D 932,,
"[697409764, 697409765]",Avenue de la Libération,primary,"['50', '30']",,False,True,24.097,"LINESTRING (2.9992503 49.5846946, 2.9991241 49.5846488, 2.9989556 49.5845924)",2,D 932,,
39704137,,primary_link,,,True,False,22.785,"LINESTRING (2.9996172 49.5844186, 2.9994154 49.5845763)",,D 934,,
583915649,Boulevard Mony,secondary,,,False,False,35.997,"LINESTRING (2.9996172 49.5844186, 2.9998021 49.5843167, 2.9999976 49.5842089)",,D 934,,
33428264,,secondary,,roundabout,True,False,10.753000000000002,"LINESTRING (3.0035167 49.5821592, 3.0035533 49.582164, 3.0035858 49.5821758, 3.0036112 49.5821935, 3.003627 49.5822154)",,,,
335069267,Boulevard Sarrazin,secondary,,,False,True,83.322,"LINESTRING (3.0035167 49.5821592, 3.0035602 49.582084, 3.0035657 49.582078, 3.0036613 49.5819737, 3.0040775 49.5815689, 3.0041239 49.5815238)",,D 934,,
33428264,,secondary,,roundabout,True,False,6.066999999999999,"LINESTRING (3.0035167 49.5823151, 3.0034957 49.5823145, 3.0034752 49.5823115, 3.0034558 49.5823063, 3.003438 49.5822989)",,,,
33428264,,secondary,,roundabout,True,False,14.841000000000001,"LINESTRING (3.0033918 49.5822453, 3.0033946 49.5822186, 3.003411 49.5821942, 3.0034393 49.5821747, 3.0034759 49.5821626, 3.0035167 49.5821592)",,,,
39724640,Rue du Général de Gaulle,residential,,,False,False,20.566,"LINESTRING (3.0033918 49.5822453, 3.0032503 49.5823044, 3.003137 49.5823232)",,,,
33428380,Rue du Maréchal Leclerc,tertiary,,,False,False,11.74,"LINESTRING (3.0041664 49.5823908, 3.0043285 49.5823807)",,,,
33428380,Rue du Maréchal Leclerc,tertiary,,,False,True,22.060000000000002,"LINESTRING (3.0041664 49.5823908, 3.0041011 49.5823831, 3.0040364 49.5823664, 3.0040044 49.5823572, 3.0038809 49.5823219)",,,,
33428380,Rue du Maréchal Leclerc,tertiary,,,False,False,13.742,"LINESTRING (3.0043285 49.5823807, 3.0045179 49.5823668)",,,,
33428380,Rue du Maréchal Leclerc,tertiary,,,False,True,11.74,"LINESTRING (3.0043285 49.5823807, 3.0041664 49.5823908)",,,,
335059167,,tertiary_link,,,True,False,14.464,"LINESTRING (3.0043285 49.5823807, 3.0043588 49.5824679, 3.0043726 49.5825076)",,,,
322850105,Boulevard Carnot,secondary,,,True,False,30.535,"LINESTRING (2.9946601 49.578248, 2.9947898 49.5782156, 2.9950392 49.5781268)",,,,
1086337730,,primary,50,roundabout,True,False,20.421,"LINESTRING (2.9946601 49.578248, 2.9947373 49.5782832, 2.9947942 49.5783321, 2.9948252 49.5783899)",,,,
39704128,,primary,50,roundabout,True,False,3.803,"LINESTRING (2.9947222 49.5785763, 2.9946792 49.5785961)",,,,
335069279,Rue de Paris,residential,20,,True,False,69.202,"LINESTRING (2.9947222 49.5785763, 2.9948294 49.5786622, 2.9954241 49.5789988)",,,,
39704128,,primary,50,roundabout,True,False,21.562,"LINESTRING (2.9946792 49.5785961, 2.9945861 49.5786192, 2.9944865 49.5786216, 2.994391 49.578603)",,,,
335069245,,primary_link,50,,True,False,35.689,"LINESTRING (2.9946792 49.5785961, 2.9945791 49.5786923, 2.9945281 49.578774, 2.9944996 49.5788893)",1,D 932,,
335069229,Boulevard Charmolue,primary,50,,False,False,56.138000000000005,"LINESTRING (2.9944996 49.5788893, 2.9946703 49.5792922, 2.994706 49.5793761)",2,D 932,,
512893903,,primary_link,50,,True,False,33.091,"LINESTRING (2.9944996 49.5788893, 2.9944574 49.5787822, 2.9944474 49.5786868, 2.994391 49.578603)",1,D 932,,
335069229,Boulevard Charmolue,primary,50,,False,False,96.664,"LINESTRING (2.994706 49.5793761, 2.9950758 49.5802117)",2,D 932,,
335069229,Boulevard Charmolue,primary,50,,False,True,56.138000000000005,"LINESTRING (2.994706 49.5793761, 2.9946703 49.5792922, 2.9944996 49.5788893)",2,D 932,,
39704136,Place Saint-Martin,primary,50,roundabout,True,False,18.319,"LINESTRING (2.9966016 49.58382, 2.9965476 49.5838152, 2.9964979 49.5838006, 2.9964566 49.5837775, 2.996409 49.5837276)",,,,
334837094,,primary_link,,,True,False,32.64,"LINESTRING (2.9966016 49.58382, 2.9964871 49.5838815, 2.9964127 49.5839218, 2.9962366 49.5839925)",,D 934,,
39704136,Place Saint-Martin,primary,50,roundabout,True,False,12.347000000000001,"LINESTRING (2.9967332 49.5836077, 2.9967678 49.5836372, 2.9967873 49.5836719, 2.9967901 49.5837089)",,,,
39704139,Rue Jean Abel Lefranc,residential,,,True,False,105.648,"LINESTRING (2.9967332 49.5836077, 2.9968486 49.5835488, 2.9968596 49.5835428, 2.997613 49.5831329, 2.9978084 49.5830353, 2.9978645 49.583004)",,,,
39704136,Place Saint-Martin,primary,50,roundabout,True,False,16.726999999999997,"LINESTRING (2.9967901 49.5837089, 2.9967756 49.5837453, 2.9967448 49.5837772, 2.9967007 49.5838016, 2.9966473 49.5838163)",,,,
697202818,Avenue de la Libération,primary,50,,True,False,23.637,"LINESTRING (2.9967901 49.5837089, 2.9968662 49.5837693, 2.997 49.5838722)",1,D 932,,
39704136,Place Saint-Martin,primary,50,roundabout,True,False,5.612,"LINESTRING (2.9966678 49.5835808, 2.9967026 49.5835921, 2.9967332 49.5836077)",,,,
39704136,Place Saint-Martin,primary,50,roundabout,True,False,18.805,"LINESTRING (2.9964386 49.5836311, 2.996482 49.5835996, 2.9965393 49.5835794, 2.9966037 49.5835728, 2.9966678 49.5835808)",,,,
687928427,Boulevard Charmolue,primary,50,,True,False,27.588,"LINESTRING (2.9964386 49.5836311, 2.9964503 49.5835821, 2.9964583 49.5835299, 2.9964621 49.5834705, 2.9964508 49.5833842)",1,D 932,,
39729182,Rue Calvin,residential,,,True,False,46.442,"LINESTRING (2.9986584 49.5826354, 2.9986171 49.5825759, 2.9985487 49.582402, 2.9984749 49.5822358)",,,,
39729207,Rue Saint-Antoine,residential,,,False,True,77.073,"LINESTRING (2.9986584 49.5826354, 2.998704 49.5826159, 2.9987283 49.5826055, 2.9993969 49.5824014, 2.9994582 49.5823837, 2.9995239 49.5823737, 2.9996327 49.5823572)",,,,
39729213,Rue de l'Hotel Dieu,residential,,,True,False,120.204,"LINESTRING (2.9986584 49.5826354, 2.9987136 49.5826772, 2.9988814 49.5828041, 2.999919 49.583338)",,,,
335069256,Boulevard Carnot,secondary,50,,False,True,66.00399999999999,"LINESTRING (3.0045663 49.5783357, 3.0045193 49.5783113, 3.0042797 49.578205, 3.0040495 49.5781025, 3.0039524 49.5780587, 3.0038126 49.577999)",,,,
512893895,Boulevard Carnot,secondary,50,,True,False,26.549,"LINESTRING (3.0045663 49.5783357, 3.0047297 49.5783616, 3.004797 49.5783766, 3.0049091 49.5784178)",,,,
335069246,Boulevard Ernest Noel,secondary,,,True,False,18.414,"LINESTRING (3.0052171 49.5785382, 3.0052948 49.5786094, 3.0053667 49.5786724)",,,,
1086337732,Rond-Point de l'Europe,secondary,50,roundabout,True,False,14.036000000000001,"LINESTRING (3.0052171 49.5785382, 3.0051997 49.5785788, 3.0051631 49.5786135, 3.0051112 49.5786387)",,,,
335069281,Boulevard Sarrazin,secondary,50,,True,False,28.544,"LINESTRING (3.0051112 49.5786387, 3.0050799 49.5786783, 3.0050358 49.5787305, 3.0050204 49.5787551, 3.0049252 49.5788651)",,D 934,,
1086337732,Rond-Point de l'Europe,secondary,50,roundabout,True,False,13.280999999999999,"LINESTRING (3.0051112 49.5786387, 3.0050573 49.5786509, 3.0050002 49.5786526, 3.0049329 49.5786402)",,,,
335069225,Rond-Point de l'Europe,secondary,50,roundabout,True,False,19.66,"LINESTRING (3.0049329 49.5786402, 3.0048956 49.5786249, 3.0048567 49.5785978, 3.0048313 49.5785646, 3.0048215 49.5785281, 3.0048281 49.5784913)",,,,
335069225,Rond-Point de l'Europe,secondary,50,roundabout,True,False,10.242,"LINESTRING (3.0048281 49.5784913, 3.0048457 49.5784628, 3.0048732 49.5784378, 3.0049091 49.5784178)",,,,
335069228,Boulevard Carnot,secondary,50,,True,False,25.672,"LINESTRING (3.0048281 49.5784913, 3.0046882 49.5784194, 3.0045663 49.5783357)",,,,
512893893,Avenue Marcelin Berthelot,secondary,50,,True,False,28.549,"LINESTRING (3.0050053 49.5781704, 3.0050223 49.5782418, 3.005044 49.5782964, 3.0050893 49.5783661, 3.0051217 49.5784142)",,D 934,,
39726026,Rue des Tanneurs,residential,,,True,False,103.747,"LINESTRING (2.9987309 49.5777961, 2.9987333 49.5778903, 2.9987336 49.5779227, 2.9987338 49.5779527, 2.9987366 49.578311, 2.9985677 49.5787145)",,,,
335069256,Boulevard Carnot,secondary,50,,False,False,253.09100000000004,"LINESTRING (2.9987309 49.5777961, 2.9988677 49.5777938, 2.9989143 49.577793, 2.9998378 49.5777839, 3.0019309 49.5777632, 3.0019764 49.5777628, 3.0020991 49.5777617, 3.0022407 49.5777604)",,,,
335069256,Boulevard Carnot,secondary,50,,False,True,53.133,"LINESTRING (2.9987309 49.5777961, 2.998596 49.577797, 2.9985664 49.5777972, 2.9981956 49.5778023, 2.9979941 49.577805)",,,,
39724639,Rue Saint-Éloi,residential,,,True,False,106.81299999999999,"LINESTRING (3.0049252 49.5788651, 3.0047853 49.578944, 3.0045838 49.5790575, 3.0038071 49.5794953)",,,,
335069267,Boulevard Sarrazin,secondary,,,False,False,74.31,"LINESTRING (3.0049252 49.5788651, 3.0048876 49.5790237, 3.0048834 49.5790622, 3.0048334 49.5795303)",,D 934,,
512893897,Boulevard Sarrazin,secondary,50,,True,False,25.104,"LINESTRING (3.0049252 49.5788651, 3.0049156 49.5787961, 3.0049303 49.5787163, 3.0049329 49.5786402)",,D 934,,
39724638,Rue Victor Hugo,residential,,,True,False,24.59,"LINESTRING (3.0035302 49.5796508, 3.0036173 49.5795672, 3.0036678 49.5794781, 3.0036816 49.5794544)",,,,
183873362,Rue Saint-Éloi,residential,,,False,True,63.397,"LINESTRING (3.0035302 49.5796508, 3.0032241 49.5798393, 3.0030345 49.5799561, 3.0029529 49.5800049, 3.0028907 49.5800421)",,,,
39724639,Rue Saint-Éloi,residential,,,True,False,26.411,"LINESTRING (3.0038071 49.5794953, 3.0035302 49.5796508)",,,,
1176980792,Rue de l'Abbaye Saint-Éloi,residential,,,False,True,10.127,"LINESTRING (3.0038071 49.5794953, 3.0036816 49.5794544)",,,,
173013074,Rue du Général de Gaulle,residential,,,False,True,34.076,"LINESTRING (3.0008783 49.5811792, 3.001196 49.5814061)",,,,
39724644,Rue Saint-Éloi,residential,,,True,False,76.69,"LINESTRING (3.0008783 49.5811792, 3.0009506 49.5811397, 3.0016915 49.5807346)",,,,
